ID;Geslacht;Nationaliteit;Perioden;InternationaleStudenten_1
7106;Mannen;Qatarees;2011/'12;0.0
7107;Mannen;Qatarees;2012/'13;0.0
7108;Mannen;Qatarees;2013/'14;20.0
7109;Mannen;Qatarees;2014/'15;20.0
7110;Mannen;Qatarees;2015/'16;20.0
7111;Mannen;Qatarees;2016/'17;10.0
7112;Mannen;Qatarees;2017/'18;10.0
7113;Mannen;Qatarees;2018/'19;0.0
7114;Mannen;Qatarees;2019/'20;0.0
7115;Mannen;Qatarees;2020/'21;0.0
7116;Mannen;Qatarees;2021/'22;0.0
7117;Mannen;Qatarees;2022/'23;0.0
7118;Mannen;Qatarees;2023/'24;0.0
7119;Mannen;Qatarees;2024/'25;0.0
7120;Mannen;Roemeens;2005/'06;60.0
7121;Mannen;Roemeens;2006/'07;60.0
7122;Mannen;Roemeens;2007/'08;100.0
7123;Mannen;Roemeens;2008/'09;150.0
7124;Mannen;Roemeens;2009/'10;240.0
7125;Mannen;Roemeens;2010/'11;350.0
7126;Mannen;Roemeens;2011/'12;430.0
7127;Mannen;Roemeens;2012/'13;490.0
7128;Mannen;Roemeens;2013/'14;530.0
7129;Mannen;Roemeens;2014/'15;600.0
7130;Mannen;Roemeens;2015/'16;720.0
7131;Mannen;Roemeens;2016/'17;840.0
7132;Mannen;Roemeens;2017/'18;1130.0
7133;Mannen;Roemeens;2018/'19;1400.0
7134;Mannen;Roemeens;2019/'20;1750.0
7135;Mannen;Roemeens;2020/'21;2030.0
7136;Mannen;Roemeens;2021/'22;2610.0
7137;Mannen;Roemeens;2022/'23;3120.0
7138;Mannen;Roemeens;2023/'24;3430.0
7139;Mannen;Roemeens;2024/'25;3750.0
7140;Mannen;Russisch;2005/'06;140.0
7141;Mannen;Russisch;2006/'07;110.0
7142;Mannen;Russisch;2007/'08;100.0
7143;Mannen;Russisch;2008/'09;100.0
7144;Mannen;Russisch;2009/'10;110.0
7145;Mannen;Russisch;2010/'11;120.0
7146;Mannen;Russisch;2011/'12;140.0
7147;Mannen;Russisch;2012/'13;150.0
7148;Mannen;Russisch;2013/'14;170.0
7149;Mannen;Russisch;2014/'15;220.0
7150;Mannen;Russisch;2015/'16;260.0
7151;Mannen;Russisch;2016/'17;260.0
7152;Mannen;Russisch;2017/'18;290.0
7153;Mannen;Russisch;2018/'19;330.0
7154;Mannen;Russisch;2019/'20;390.0
7155;Mannen;Russisch;2020/'21;460.0
7156;Mannen;Russisch;2021/'22;510.0
7157;Mannen;Russisch;2022/'23;610.0
7158;Mannen;Russisch;2023/'24;730.0
7159;Mannen;Russisch;2024/'25;730.0
7160;Mannen;Rwandees;2005/'06;20.0
7161;Mannen;Rwandees;2006/'07;20.0
7162;Mannen;Rwandees;2007/'08;10.0
7163;Mannen;Rwandees;2008/'09;20.0
7164;Mannen;Rwandees;2009/'10;20.0
7165;Mannen;Rwandees;2010/'11;20.0
7166;Mannen;Rwandees;2011/'12;20.0
7167;Mannen;Rwandees;2012/'13;10.0
7168;Mannen;Rwandees;2013/'14;10.0
7169;Mannen;Rwandees;2014/'15;10.0
7170;Mannen;Rwandees;2015/'16;10.0
7171;Mannen;Rwandees;2016/'17;10.0
7172;Mannen;Rwandees;2017/'18;10.0
7173;Mannen;Rwandees;2018/'19;10.0
7174;Mannen;Rwandees;2019/'20;20.0
7175;Mannen;Rwandees;2020/'21;20.0
7176;Mannen;Rwandees;2021/'22;20.0
7177;Mannen;Rwandees;2022/'23;10.0
7178;Mannen;Rwandees;2023/'24;10.0
7179;Mannen;Rwandees;2024/'25;10.0
7180;Mannen;Burger Saint Kitts en Nevis;2005/'06;0.0
7181;Mannen;Burger Saint Kitts en Nevis;2006/'07;0.0
7182;Mannen;Burger Saint Kitts en Nevis;2007/'08;0.0
7183;Mannen;Burger Saint Kitts en Nevis;2008/'09;0.0
7184;Mannen;Burger Saint Kitts en Nevis;2009/'10;0.0
7185;Mannen;Burger Saint Kitts en Nevis;2010/'11;0.0
7186;Mannen;Burger Saint Kitts en Nevis;2011/'12;0.0
7187;Mannen;Burger Saint Kitts en Nevis;2012/'13;0.0
7188;Mannen;Burger Saint Kitts en Nevis;2013/'14;0.0
7189;Mannen;Burger Saint Kitts en Nevis;2014/'15;0.0
7190;Mannen;Burger Saint Kitts en Nevis;2015/'16;0.0
7191;Mannen;Burger Saint Kitts en Nevis;2016/'17;0.0
7192;Mannen;Burger Saint Kitts en Nevis;2017/'18;0.0
7193;Mannen;Burger Saint Kitts en Nevis;2018/'19;0.0
7194;Mannen;Burger Saint Kitts en Nevis;2019/'20;0.0
7195;Mannen;Burger Saint Kitts en Nevis;2020/'21;0.0
7196;Mannen;Burger Saint Kitts en Nevis;2021/'22;0.0
7197;Mannen;Burger Saint Kitts en Nevis;2022/'23;0.0
7198;Mannen;Burger Saint Kitts en Nevis;2023/'24;0.0
7199;Mannen;Burger Saint Kitts en Nevis;2024/'25;10.0
7200;Mannen;Saint Luciaans;2005/'06;0.0
7201;Mannen;Saint Luciaans;2006/'07;0.0
7202;Mannen;Saint Luciaans;2007/'08;0.0
7203;Mannen;Saint Luciaans;2008/'09;0.0
7204;Mannen;Saint Luciaans;2009/'10;0.0
7205;Mannen;Saint Luciaans;2010/'11;0.0
7206;Mannen;Saint Luciaans;2011/'12;0.0
7207;Mannen;Saint Luciaans;2012/'13;0.0
7208;Mannen;Saint Luciaans;2013/'14;0.0
7209;Mannen;Saint Luciaans;2014/'15;0.0
7210;Mannen;Saint Luciaans;2015/'16;0.0
7211;Mannen;Saint Luciaans;2016/'17;0.0
7212;Mannen;Saint Luciaans;2017/'18;0.0
7213;Mannen;Saint Luciaans;2018/'19;0.0
7214;Mannen;Saint Luciaans;2019/'20;0.0
7215;Mannen;Saint Luciaans;2020/'21;0.0
7216;Mannen;Saint Luciaans;2021/'22;0.0
7217;Mannen;Saint Luciaans;2022/'23;0.0
7218;Mannen;Saint Luciaans;2023/'24;0.0
7219;Mannen;Saint Luciaans;2024/'25;0.0
7220;Mannen;Salomonseilands;2005/'06;0.0
7221;Mannen;Salomonseilands;2006/'07;0.0
7222;Mannen;Salomonseilands;2007/'08;0.0
7223;Mannen;Salomonseilands;2008/'09;0.0
7224;Mannen;Salomonseilands;2009/'10;0.0
7225;Mannen;Salomonseilands;2010/'11;0.0
7226;Mannen;Salomonseilands;2011/'12;0.0
7227;Mannen;Salomonseilands;2012/'13;0.0
7228;Mannen;Salomonseilands;2013/'14;0.0
7229;Mannen;Salomonseilands;2014/'15;0.0
7230;Mannen;Salomonseilands;2015/'16;0.0
7231;Mannen;Salomonseilands;2016/'17;0.0
7232;Mannen;Salomonseilands;2017/'18;0.0
7233;Mannen;Salomonseilands;2018/'19;0.0
7234;Mannen;Salomonseilands;2019/'20;0.0
7235;Mannen;Salomonseilands;2020/'21;0.0
7236;Mannen;Salomonseilands;2021/'22;0.0
7237;Mannen;Salomonseilands;2022/'23;0.0
7238;Mannen;Salomonseilands;2023/'24;0.0
7239;Mannen;Salomonseilands;2024/'25;0.0
7240;Mannen;Salvadoraans;2005/'06;0.0
7241;Mannen;Salvadoraans;2006/'07;0.0
7242;Mannen;Salvadoraans;2007/'08;0.0
7243;Mannen;Salvadoraans;2008/'09;0.0
7244;Mannen;Salvadoraans;2009/'10;0.0
7245;Mannen;Salvadoraans;2010/'11;0.0
7246;Mannen;Salvadoraans;2011/'12;0.0
7247;Mannen;Salvadoraans;2012/'13;0.0
7248;Mannen;Salvadoraans;2013/'14;0.0
7249;Mannen;Salvadoraans;2014/'15;0.0
7250;Mannen;Salvadoraans;2015/'16;10.0
7251;Mannen;Salvadoraans;2016/'17;0.0
7252;Mannen;Salvadoraans;2017/'18;10.0
7253;Mannen;Salvadoraans;2018/'19;10.0
7254;Mannen;Salvadoraans;2019/'20;10.0
7255;Mannen;Salvadoraans;2020/'21;10.0
7256;Mannen;Salvadoraans;2021/'22;10.0
7257;Mannen;Salvadoraans;2022/'23;10.0
7258;Mannen;Salvadoraans;2023/'24;10.0
7259;Mannen;Salvadoraans;2024/'25;10.0
7260;Mannen;Samoaans;2005/'06;0.0
7261;Mannen;Samoaans;2006/'07;0.0
7262;Mannen;Samoaans;2007/'08;0.0
7263;Mannen;Samoaans;2008/'09;0.0
7264;Mannen;Samoaans;2009/'10;0.0
7265;Mannen;Samoaans;2010/'11;0.0
7266;Mannen;Samoaans;2011/'12;0.0
7267;Mannen;Samoaans;2012/'13;0.0
7268;Mannen;Samoaans;2013/'14;0.0
7269;Mannen;Samoaans;2014/'15;0.0
7270;Mannen;Samoaans;2015/'16;0.0
7271;Mannen;Samoaans;2016/'17;0.0
7272;Mannen;Samoaans;2017/'18;0.0
7273;Mannen;Samoaans;2018/'19;0.0
7274;Mannen;Samoaans;2019/'20;0.0
7275;Mannen;Samoaans;2020/'21;0.0
7276;Mannen;Samoaans;2021/'22;0.0
7277;Mannen;Samoaans;2022/'23;0.0
7278;Mannen;Samoaans;2023/'24;0.0
7279;Mannen;Samoaans;2024/'25;0.0
7280;Mannen;San Marinees;2005/'06;0.0
7281;Mannen;San Marinees;2006/'07;0.0
7282;Mannen;San Marinees;2007/'08;0.0
7283;Mannen;San Marinees;2008/'09;0.0
7284;Mannen;San Marinees;2009/'10;0.0
7285;Mannen;San Marinees;2010/'11;0.0
7286;Mannen;San Marinees;2011/'12;0.0
7287;Mannen;San Marinees;2012/'13;0.0
7288;Mannen;San Marinees;2013/'14;0.0
7289;Mannen;San Marinees;2014/'15;0.0
7290;Mannen;San Marinees;2015/'16;0.0
7291;Mannen;San Marinees;2016/'17;0.0
7292;Mannen;San Marinees;2017/'18;0.0
7293;Mannen;San Marinees;2018/'19;0.0
7294;Mannen;San Marinees;2019/'20;0.0
7295;Mannen;San Marinees;2020/'21;0.0
7296;Mannen;San Marinees;2021/'22;0.0
7297;Mannen;San Marinees;2022/'23;0.0
7298;Mannen;San Marinees;2023/'24;0.0
7299;Mannen;San Marinees;2024/'25;0.0
7300;Mannen;Saoedi-Arabisch;2005/'06;0.0
7301;Mannen;Saoedi-Arabisch;2006/'07;0.0
7302;Mannen;Saoedi-Arabisch;2007/'08;0.0
7303;Mannen;Saoedi-Arabisch;2008/'09;20.0
7304;Mannen;Saoedi-Arabisch;2009/'10;10.0
7305;Mannen;Saoedi-Arabisch;2010/'11;10.0
7306;Mannen;Saoedi-Arabisch;2011/'12;20.0
7307;Mannen;Saoedi-Arabisch;2012/'13;50.0
7308;Mannen;Saoedi-Arabisch;2013/'14;50.0
7309;Mannen;Saoedi-Arabisch;2014/'15;60.0
7310;Mannen;Saoedi-Arabisch;2015/'16;80.0
7311;Mannen;Saoedi-Arabisch;2016/'17;70.0
7312;Mannen;Saoedi-Arabisch;2017/'18;110.0
7313;Mannen;Saoedi-Arabisch;2018/'19;120.0
7314;Mannen;Saoedi-Arabisch;2019/'20;110.0
7315;Mannen;Saoedi-Arabisch;2020/'21;100.0
7316;Mannen;Saoedi-Arabisch;2021/'22;90.0
7317;Mannen;Saoedi-Arabisch;2022/'23;100.0
7318;Mannen;Saoedi-Arabisch;2023/'24;80.0
7319;Mannen;Saoedi-Arabisch;2024/'25;70.0
7320;Mannen;Burger van São Tomé en Principe;2005/'06;0.0
7321;Mannen;Burger van São Tomé en Principe;2006/'07;0.0
7322;Mannen;Burger van São Tomé en Principe;2007/'08;0.0
7323;Mannen;Burger van São Tomé en Principe;2008/'09;0.0
7324;Mannen;Burger van São Tomé en Principe;2009/'10;0.0
7325;Mannen;Burger van São Tomé en Principe;2010/'11;0.0
7326;Mannen;Burger van São Tomé en Principe;2011/'12;0.0
7327;Mannen;Burger van São Tomé en Principe;2012/'13;0.0
7328;Mannen;Burger van São Tomé en Principe;2013/'14;0.0
7329;Mannen;Burger van São Tomé en Principe;2014/'15;0.0
7330;Mannen;Burger van São Tomé en Principe;2015/'16;0.0
7331;Mannen;Burger van São Tomé en Principe;2016/'17;0.0
7332;Mannen;Burger van São Tomé en Principe;2017/'18;0.0
7333;Mannen;Burger van São Tomé en Principe;2018/'19;0.0
7334;Mannen;Burger van São Tomé en Principe;2019/'20;0.0
7335;Mannen;Burger van São Tomé en Principe;2020/'21;0.0
7336;Mannen;Burger van São Tomé en Principe;2021/'22;0.0
7337;Mannen;Burger van São Tomé en Principe;2022/'23;0.0
7338;Mannen;Burger van São Tomé en Principe;2023/'24;0.0
7339;Mannen;Burger van São Tomé en Principe;2024/'25;0.0
7340;Mannen;Senegalees;2005/'06;10.0
7341;Mannen;Senegalees;2006/'07;10.0
7342;Mannen;Senegalees;2007/'08;0.0
7343;Mannen;Senegalees;2008/'09;0.0
7344;Mannen;Senegalees;2009/'10;0.0
7345;Mannen;Senegalees;2010/'11;0.0
7346;Mannen;Senegalees;2011/'12;0.0
7347;Mannen;Senegalees;2012/'13;0.0
7348;Mannen;Senegalees;2013/'14;0.0
7349;Mannen;Senegalees;2014/'15;0.0
7350;Mannen;Senegalees;2015/'16;0.0
7351;Mannen;Senegalees;2016/'17;0.0
7352;Mannen;Senegalees;2017/'18;0.0
7353;Mannen;Senegalees;2018/'19;10.0
7354;Mannen;Senegalees;2019/'20;10.0
7355;Mannen;Senegalees;2020/'21;0.0
7356;Mannen;Senegalees;2021/'22;0.0
7357;Mannen;Senegalees;2022/'23;0.0
7358;Mannen;Senegalees;2023/'24;0.0
7359;Mannen;Senegalees;2024/'25;0.0
7360;Mannen;Burger van Servië en Montenegro;2005/'06;30.0
7361;Mannen;Burger van Servië en Montenegro;2006/'07;0.0
7362;Mannen;Burger van Servië en Montenegro;2007/'08;0.0
7363;Mannen;Burger van Servië en Montenegro;2008/'09;0.0
7364;Mannen;Burger van Servië en Montenegro;2009/'10;0.0
7365;Mannen;Burger van Servië en Montenegro;2010/'11;0.0
7366;Mannen;Burger van Servië en Montenegro;2011/'12;0.0
7367;Mannen;Burger van Servië en Montenegro;2012/'13;0.0
7368;Mannen;Burger van Servië en Montenegro;2013/'14;0.0
7369;Mannen;Burger van Servië en Montenegro;2014/'15;0.0
7370;Mannen;Burger van Servië en Montenegro;2015/'16;0.0
7371;Mannen;Burger van Servië en Montenegro;2016/'17;0.0
7372;Mannen;Burger van Servië en Montenegro;2017/'18;0.0
7373;Mannen;Burger van Servië en Montenegro;2018/'19;0.0
7374;Mannen;Burger van Servië en Montenegro;2019/'20;0.0
7375;Mannen;Burger van Servië en Montenegro;2020/'21;0.0
7376;Mannen;Burger van Servië en Montenegro;2021/'22;0.0
7377;Mannen;Burger van Servië en Montenegro;2022/'23;0.0
7378;Mannen;Burger van Servië en Montenegro;2023/'24;0.0
7379;Mannen;Burger van Servië en Montenegro;2024/'25;0.0
7380;Mannen;Servisch;2005/'06;
7381;Mannen;Servisch;2006/'07;20.0
7382;Mannen;Servisch;2007/'08;30.0
7383;Mannen;Servisch;2008/'09;20.0
7384;Mannen;Servisch;2009/'10;20.0
7385;Mannen;Servisch;2010/'11;20.0
7386;Mannen;Servisch;2011/'12;20.0
7387;Mannen;Servisch;2012/'13;30.0
7388;Mannen;Servisch;2013/'14;30.0
7389;Mannen;Servisch;2014/'15;30.0
7390;Mannen;Servisch;2015/'16;30.0
7391;Mannen;Servisch;2016/'17;40.0
7392;Mannen;Servisch;2017/'18;50.0
7393;Mannen;Servisch;2018/'19;60.0
7394;Mannen;Servisch;2019/'20;70.0
7395;Mannen;Servisch;2020/'21;70.0
7396;Mannen;Servisch;2021/'22;60.0
7397;Mannen;Servisch;2022/'23;70.0
7398;Mannen;Servisch;2023/'24;70.0
7399;Mannen;Servisch;2024/'25;80.0
7400;Mannen;Seychels;2005/'06;0.0
7401;Mannen;Seychels;2006/'07;0.0
7402;Mannen;Seychels;2007/'08;0.0
7403;Mannen;Seychels;2008/'09;0.0
7404;Mannen;Seychels;2009/'10;0.0
7405;Mannen;Seychels;2010/'11;0.0
7406;Mannen;Seychels;2011/'12;0.0
7407;Mannen;Seychels;2012/'13;0.0
7408;Mannen;Seychels;2013/'14;0.0
7409;Mannen;Seychels;2014/'15;0.0
7410;Mannen;Seychels;2015/'16;0.0
7411;Mannen;Seychels;2016/'17;0.0
7412;Mannen;Seychels;2017/'18;0.0
7413;Mannen;Seychels;2018/'19;0.0
7414;Mannen;Seychels;2019/'20;0.0
7415;Mannen;Seychels;2020/'21;0.0
7416;Mannen;Seychels;2021/'22;0.0
7417;Mannen;Seychels;2022/'23;0.0
7418;Mannen;Seychels;2023/'24;0.0
7419;Mannen;Seychels;2024/'25;0.0
7420;Mannen;Sierra Leoons;2005/'06;20.0
7421;Mannen;Sierra Leoons;2006/'07;20.0
7422;Mannen;Sierra Leoons;2007/'08;30.0
7423;Mannen;Sierra Leoons;2008/'09;20.0
7424;Mannen;Sierra Leoons;2009/'10;30.0
7425;Mannen;Sierra Leoons;2010/'11;30.0
7426;Mannen;Sierra Leoons;2011/'12;20.0
7427;Mannen;Sierra Leoons;2012/'13;10.0
7428;Mannen;Sierra Leoons;2013/'14;10.0
7429;Mannen;Sierra Leoons;2014/'15;0.0
7430;Mannen;Sierra Leoons;2015/'16;0.0
7431;Mannen;Sierra Leoons;2016/'17;0.0
7432;Mannen;Sierra Leoons;2017/'18;0.0
7433;Mannen;Sierra Leoons;2018/'19;0.0
7434;Mannen;Sierra Leoons;2019/'20;0.0
7435;Mannen;Sierra Leoons;2020/'21;10.0
7436;Mannen;Sierra Leoons;2021/'22;10.0
7437;Mannen;Sierra Leoons;2022/'23;10.0
7438;Mannen;Sierra Leoons;2023/'24;0.0
7439;Mannen;Sierra Leoons;2024/'25;0.0
7440;Mannen;Singaporees;2005/'06;10.0
7441;Mannen;Singaporees;2006/'07;20.0
7442;Mannen;Singaporees;2007/'08;10.0
7443;Mannen;Singaporees;2008/'09;10.0
7444;Mannen;Singaporees;2009/'10;20.0
7445;Mannen;Singaporees;2010/'11;20.0
7446;Mannen;Singaporees;2011/'12;20.0
7447;Mannen;Singaporees;2012/'13;30.0
7448;Mannen;Singaporees;2013/'14;30.0
7449;Mannen;Singaporees;2014/'15;30.0
7450;Mannen;Singaporees;2015/'16;30.0
7451;Mannen;Singaporees;2016/'17;30.0
7452;Mannen;Singaporees;2017/'18;40.0
7453;Mannen;Singaporees;2018/'19;40.0
7454;Mannen;Singaporees;2019/'20;40.0
7455;Mannen;Singaporees;2020/'21;50.0
7456;Mannen;Singaporees;2021/'22;60.0
7457;Mannen;Singaporees;2022/'23;60.0
7458;Mannen;Singaporees;2023/'24;50.0
7459;Mannen;Singaporees;2024/'25;50.0
7460;Mannen;Burger Sint Vincent en Grenadines;2005/'06;0.0
7461;Mannen;Burger Sint Vincent en Grenadines;2006/'07;0.0
7462;Mannen;Burger Sint Vincent en Grenadines;2007/'08;0.0
7463;Mannen;Burger Sint Vincent en Grenadines;2008/'09;0.0
7464;Mannen;Burger Sint Vincent en Grenadines;2009/'10;0.0
7465;Mannen;Burger Sint Vincent en Grenadines;2010/'11;0.0
7466;Mannen;Burger Sint Vincent en Grenadines;2011/'12;0.0
7467;Mannen;Burger Sint Vincent en Grenadines;2012/'13;0.0
7468;Mannen;Burger Sint Vincent en Grenadines;2013/'14;0.0
7469;Mannen;Burger Sint Vincent en Grenadines;2014/'15;0.0
7470;Mannen;Burger Sint Vincent en Grenadines;2015/'16;0.0
7471;Mannen;Burger Sint Vincent en Grenadines;2016/'17;0.0
7472;Mannen;Burger Sint Vincent en Grenadines;2017/'18;0.0
7473;Mannen;Burger Sint Vincent en Grenadines;2018/'19;0.0
7474;Mannen;Burger Sint Vincent en Grenadines;2019/'20;0.0
7475;Mannen;Burger Sint Vincent en Grenadines;2020/'21;0.0
7476;Mannen;Burger Sint Vincent en Grenadines;2021/'22;0.0
7477;Mannen;Burger Sint Vincent en Grenadines;2022/'23;0.0
7478;Mannen;Burger Sint Vincent en Grenadines;2023/'24;0.0
7479;Mannen;Burger Sint Vincent en Grenadines;2024/'25;0.0
7480;Mannen;Sloveens;2005/'06;20.0
7481;Mannen;Sloveens;2006/'07;30.0
7482;Mannen;Sloveens;2007/'08;40.0
7483;Mannen;Sloveens;2008/'09;40.0
7484;Mannen;Sloveens;2009/'10;40.0
7485;Mannen;Sloveens;2010/'11;40.0
7486;Mannen;Sloveens;2011/'12;50.0
7487;Mannen;Sloveens;2012/'13;50.0
7488;Mannen;Sloveens;2013/'14;60.0
7489;Mannen;Sloveens;2014/'15;70.0
7490;Mannen;Sloveens;2015/'16;90.0
7491;Mannen;Sloveens;2016/'17;80.0
7492;Mannen;Sloveens;2017/'18;90.0
7493;Mannen;Sloveens;2018/'19;90.0
7494;Mannen;Sloveens;2019/'20;110.0
7495;Mannen;Sloveens;2020/'21;120.0
7496;Mannen;Sloveens;2021/'22;160.0
7497;Mannen;Sloveens;2022/'23;160.0
7498;Mannen;Sloveens;2023/'24;160.0
7499;Mannen;Sloveens;2024/'25;160.0
7500;Mannen;Slowaaks;2005/'06;30.0
7501;Mannen;Slowaaks;2006/'07;30.0
7502;Mannen;Slowaaks;2007/'08;20.0
7503;Mannen;Slowaaks;2008/'09;50.0
7504;Mannen;Slowaaks;2009/'10;70.0
7505;Mannen;Slowaaks;2010/'11;80.0
7506;Mannen;Slowaaks;2011/'12;110.0
7507;Mannen;Slowaaks;2012/'13;130.0
7508;Mannen;Slowaaks;2013/'14;140.0
7509;Mannen;Slowaaks;2014/'15;160.0
7510;Mannen;Slowaaks;2015/'16;180.0
7511;Mannen;Slowaaks;2016/'17;190.0
7512;Mannen;Slowaaks;2017/'18;220.0
7513;Mannen;Slowaaks;2018/'19;270.0
7514;Mannen;Slowaaks;2019/'20;300.0
7515;Mannen;Slowaaks;2020/'21;340.0
7516;Mannen;Slowaaks;2021/'22;440.0
7517;Mannen;Slowaaks;2022/'23;610.0
7518;Mannen;Slowaaks;2023/'24;730.0
7519;Mannen;Slowaaks;2024/'25;840.0
7520;Mannen;Spaans;2005/'06;310.0
7521;Mannen;Spaans;2006/'07;320.0
7522;Mannen;Spaans;2007/'08;320.0
7523;Mannen;Spaans;2008/'09;350.0
7524;Mannen;Spaans;2009/'10;330.0
7525;Mannen;Spaans;2010/'11;350.0
7526;Mannen;Spaans;2011/'12;400.0
7527;Mannen;Spaans;2012/'13;450.0
7528;Mannen;Spaans;2013/'14;560.0
7529;Mannen;Spaans;2014/'15;690.0
7530;Mannen;Spaans;2015/'16;820.0
7531;Mannen;Spaans;2016/'17;1000.0
7532;Mannen;Spaans;2017/'18;1180.0
7533;Mannen;Spaans;2018/'19;1320.0
7534;Mannen;Spaans;2019/'20;1470.0
7535;Mannen;Spaans;2020/'21;1670.0
7536;Mannen;Spaans;2021/'22;2240.0
7537;Mannen;Spaans;2022/'23;2670.0
7538;Mannen;Spaans;2023/'24;2970.0
7539;Mannen;Spaans;2024/'25;3120.0
7540;Mannen;Soedanees;2005/'06;30.0
7541;Mannen;Soedanees;2006/'07;20.0
7542;Mannen;Soedanees;2007/'08;20.0
7543;Mannen;Soedanees;2008/'09;20.0
7544;Mannen;Soedanees;2009/'10;20.0
7545;Mannen;Soedanees;2010/'11;20.0
7546;Mannen;Soedanees;2011/'12;10.0
7547;Mannen;Soedanees;2012/'13;10.0
7548;Mannen;Soedanees;2013/'14;10.0
7549;Mannen;Soedanees;2014/'15;10.0
7550;Mannen;Soedanees;2015/'16;10.0
7551;Mannen;Soedanees;2016/'17;10.0
7552;Mannen;Soedanees;2017/'18;20.0
7553;Mannen;Soedanees;2018/'19;20.0
7554;Mannen;Soedanees;2019/'20;20.0
7555;Mannen;Soedanees;2020/'21;20.0
7556;Mannen;Soedanees;2021/'22;10.0
7557;Mannen;Soedanees;2022/'23;10.0
7558;Mannen;Soedanees;2023/'24;10.0
7559;Mannen;Soedanees;2024/'25;20.0
7560;Mannen;Somalisch;2005/'06;0.0
7561;Mannen;Somalisch;2006/'07;0.0
7562;Mannen;Somalisch;2007/'08;0.0
7563;Mannen;Somalisch;2008/'09;0.0
7564;Mannen;Somalisch;2009/'10;0.0
7565;Mannen;Somalisch;2010/'11;0.0
7566;Mannen;Somalisch;2011/'12;0.0
7567;Mannen;Somalisch;2012/'13;0.0
7568;Mannen;Somalisch;2013/'14;0.0
7569;Mannen;Somalisch;2014/'15;0.0
7570;Mannen;Somalisch;2015/'16;0.0
7571;Mannen;Somalisch;2016/'17;0.0
7572;Mannen;Somalisch;2017/'18;10.0
7573;Mannen;Somalisch;2018/'19;10.0
7574;Mannen;Somalisch;2019/'20;10.0
7575;Mannen;Somalisch;2020/'21;0.0
7576;Mannen;Somalisch;2021/'22;10.0
7577;Mannen;Somalisch;2022/'23;0.0
7578;Mannen;Somalisch;2023/'24;0.0
7579;Mannen;Somalisch;2024/'25;0.0
7580;Mannen;Burger van de Sovjet-Unie;2005/'06;0.0
7581;Mannen;Burger van de Sovjet-Unie;2006/'07;0.0
7582;Mannen;Burger van de Sovjet-Unie;2007/'08;0.0
7583;Mannen;Burger van de Sovjet-Unie;2008/'09;0.0
7584;Mannen;Burger van de Sovjet-Unie;2009/'10;0.0
7585;Mannen;Burger van de Sovjet-Unie;2010/'11;0.0
7586;Mannen;Burger van de Sovjet-Unie;2011/'12;0.0
7587;Mannen;Burger van de Sovjet-Unie;2012/'13;0.0
7588;Mannen;Burger van de Sovjet-Unie;2013/'14;0.0
7589;Mannen;Burger van de Sovjet-Unie;2014/'15;0.0
7590;Mannen;Burger van de Sovjet-Unie;2015/'16;0.0
7591;Mannen;Burger van de Sovjet-Unie;2016/'17;0.0
7592;Mannen;Burger van de Sovjet-Unie;2017/'18;0.0
7593;Mannen;Burger van de Sovjet-Unie;2018/'19;0.0
7594;Mannen;Burger van de Sovjet-Unie;2019/'20;0.0
7595;Mannen;Burger van de Sovjet-Unie;2020/'21;0.0
7596;Mannen;Burger van de Sovjet-Unie;2021/'22;0.0
7597;Mannen;Burger van de Sovjet-Unie;2022/'23;0.0
7598;Mannen;Burger van de Sovjet-Unie;2023/'24;0.0
7599;Mannen;Burger van de Sovjet-Unie;2024/'25;0.0
7600;Mannen;Sri Lankaans;2005/'06;10.0
7601;Mannen;Sri Lankaans;2006/'07;0.0
7602;Mannen;Sri Lankaans;2007/'08;0.0
7603;Mannen;Sri Lankaans;2008/'09;10.0
7604;Mannen;Sri Lankaans;2009/'10;10.0
7605;Mannen;Sri Lankaans;2010/'11;10.0
7606;Mannen;Sri Lankaans;2011/'12;10.0
7607;Mannen;Sri Lankaans;2012/'13;10.0
7608;Mannen;Sri Lankaans;2013/'14;10.0
7609;Mannen;Sri Lankaans;2014/'15;10.0
7610;Mannen;Sri Lankaans;2015/'16;20.0
7611;Mannen;Sri Lankaans;2016/'17;20.0
7612;Mannen;Sri Lankaans;2017/'18;20.0
7613;Mannen;Sri Lankaans;2018/'19;30.0
7614;Mannen;Sri Lankaans;2019/'20;30.0
7615;Mannen;Sri Lankaans;2020/'21;30.0
7616;Mannen;Sri Lankaans;2021/'22;40.0
7617;Mannen;Sri Lankaans;2022/'23;50.0
7618;Mannen;Sri Lankaans;2023/'24;50.0
7619;Mannen;Sri Lankaans;2024/'25;50.0
7620;Mannen;Surinaams;2005/'06;190.0
7621;Mannen;Surinaams;2006/'07;190.0
7622;Mannen;Surinaams;2007/'08;180.0
7623;Mannen;Surinaams;2008/'09;210.0
7624;Mannen;Surinaams;2009/'10;250.0
7625;Mannen;Surinaams;2010/'11;270.0
7626;Mannen;Surinaams;2011/'12;250.0
7627;Mannen;Surinaams;2012/'13;260.0
7628;Mannen;Surinaams;2013/'14;260.0
7629;Mannen;Surinaams;2014/'15;230.0
7630;Mannen;Surinaams;2015/'16;240.0
7631;Mannen;Surinaams;2016/'17;240.0
7632;Mannen;Surinaams;2017/'18;280.0
7633;Mannen;Surinaams;2018/'19;280.0
7634;Mannen;Surinaams;2019/'20;300.0
