ID;Geslacht;Herkomstland;Perioden;Immigratie_1;EmigratieInclusiefCorrecties_2;MigratiesaldoInclusiefCorrecties_3
1129;Mannen;West-Europese landen in de EU;2048;29560;25239;4321
1130;Mannen;West-Europese landen in de EU;2049;29560;25260;4300
1131;Mannen;West-Europese landen in de EU;2050;29560;25276;4284
1132;Mannen;West-Europese landen in de EU;2051;29560;25297;4263
1133;Mannen;West-Europese landen in de EU;2052;29560;25310;4250
1134;Mannen;West-Europese landen in de EU;2053;29560;25320;4240
1135;Mannen;West-Europese landen in de EU;2054;29560;25327;4233
1136;Mannen;West-Europese landen in de EU;2055;29560;25334;4226
1137;Mannen;West-Europese landen in de EU;2056;29560;25339;4221
1138;Mannen;West-Europese landen in de EU;2057;29560;25344;4216
1139;Mannen;West-Europese landen in de EU;2058;29560;25348;4212
1140;Mannen;West-Europese landen in de EU;2059;29560;25351;4209
1141;Mannen;West-Europese landen in de EU;2060;29560;25354;4206
1142;Mannen;West-Europese landen in de EU;2061;29560;25358;4202
1143;Mannen;West-Europese landen in de EU;2062;29560;25362;4198
1144;Mannen;West-Europese landen in de EU;2063;29560;25365;4195
1145;Mannen;West-Europese landen in de EU;2064;29560;25368;4192
1146;Mannen;West-Europese landen in de EU;2065;29560;25372;4188
1147;Mannen;West-Europese landen in de EU;2066;29560;25375;4185
1148;Mannen;West-Europese landen in de EU;2067;29560;25379;4181
1149;Mannen;West-Europese landen in de EU;2068;29560;25382;4178
1150;Mannen;West-Europese landen in de EU;2069;29560;25386;4174
1151;Mannen;West-Europese landen in de EU;2070;29560;25389;4171
1152;Mannen;Overig Europa;2023;26131;13250;12881
1153;Mannen;Overig Europa;2024;20297;12398;7899
1154;Mannen;Overig Europa;2025;15782;11273;4509
1155;Mannen;Overig Europa;2026;10889;9963;926
1156;Mannen;Overig Europa;2027;11150;9559;1591
1157;Mannen;Overig Europa;2028;11297;9408;1889
1158;Mannen;Overig Europa;2029;11500;9138;2362
1159;Mannen;Overig Europa;2030;11649;8963;2686
1160;Mannen;Overig Europa;2031;11766;8865;2901
1161;Mannen;Overig Europa;2032;11855;8817;3038
1162;Mannen;Overig Europa;2033;11855;8785;3070
1163;Mannen;Overig Europa;2034;11855;8768;3087
1164;Mannen;Overig Europa;2035;11855;8751;3104
1165;Mannen;Overig Europa;2036;11855;8736;3119
1166;Mannen;Overig Europa;2037;11855;8735;3120
1167;Mannen;Overig Europa;2038;11855;8737;3118
1168;Mannen;Overig Europa;2039;11855;8743;3112
1169;Mannen;Overig Europa;2040;11855;8750;3105
1170;Mannen;Overig Europa;2041;11855;8759;3096
1171;Mannen;Overig Europa;2042;11855;8770;3085
1172;Mannen;Overig Europa;2043;11855;8781;3074
1173;Mannen;Overig Europa;2044;11855;8793;3062
1174;Mannen;Overig Europa;2045;11855;8803;3052
1175;Mannen;Overig Europa;2046;11855;8812;3042
1176;Mannen;Overig Europa;2047;11855;8821;3034
1177;Mannen;Overig Europa;2048;11855;8828;3027
1178;Mannen;Overig Europa;2049;11855;8834;3021
1179;Mannen;Overig Europa;2050;11855;8839;3016
1180;Mannen;Overig Europa;2051;11855;8844;3010
1181;Mannen;Overig Europa;2052;11855;8844;3011
1182;Mannen;Overig Europa;2053;11855;8848;3007
1183;Mannen;Overig Europa;2054;11855;8852;3003
1184;Mannen;Overig Europa;2055;11855;8856;2999
1185;Mannen;Overig Europa;2056;11855;8859;2996
1186;Mannen;Overig Europa;2057;11855;8862;2993
1187;Mannen;Overig Europa;2058;11855;8864;2991
1188;Mannen;Overig Europa;2059;11855;8867;2988
1189;Mannen;Overig Europa;2060;11855;8869;2986
1190;Mannen;Overig Europa;2061;11855;8871;2984
1191;Mannen;Overig Europa;2062;11855;8873;2982
1192;Mannen;Overig Europa;2063;11855;8875;2980
1193;Mannen;Overig Europa;2064;11855;8877;2978
1194;Mannen;Overig Europa;2065;11855;8879;2976
1195;Mannen;Overig Europa;2066;11855;8881;2974
1196;Mannen;Overig Europa;2067;11855;8883;2972
1197;Mannen;Overig Europa;2068;11855;8885;2970
1198;Mannen;Overig Europa;2069;11855;8886;2969
1199;Mannen;Overig Europa;2070;11855;8888;2967
1200;Mannen;Totaal buiten Europa;2023;71841;22093;49748
1201;Mannen;Totaal buiten Europa;2024;70694;25460;45232
1202;Mannen;Totaal buiten Europa;2025;70326;28938;41389
1203;Mannen;Totaal buiten Europa;2026;69902;32601;37300
1204;Mannen;Totaal buiten Europa;2027;69427;36451;32976
1205;Mannen;Totaal buiten Europa;2028;69537;40625;28911
1206;Mannen;Totaal buiten Europa;2029;70224;41702;28522
1207;Mannen;Totaal buiten Europa;2030;70841;42488;28353
1208;Mannen;Totaal buiten Europa;2031;71329;43165;28164
1209;Mannen;Totaal buiten Europa;2032;71685;43799;27886
1210;Mannen;Totaal buiten Europa;2033;71685;44369;27316
1211;Mannen;Totaal buiten Europa;2034;71685;44830;26855
1212;Mannen;Totaal buiten Europa;2035;71685;45254;26431
1213;Mannen;Totaal buiten Europa;2036;71685;45617;26067
1214;Mannen;Totaal buiten Europa;2037;71685;45939;25746
1215;Mannen;Totaal buiten Europa;2038;71685;46214;25471
1216;Mannen;Totaal buiten Europa;2039;71685;46447;25237
1217;Mannen;Totaal buiten Europa;2040;71685;46659;25026
1218;Mannen;Totaal buiten Europa;2041;71685;46842;24842
1219;Mannen;Totaal buiten Europa;2042;71685;47019;24666
1220;Mannen;Totaal buiten Europa;2043;71685;47192;24495
1221;Mannen;Totaal buiten Europa;2044;71685;47341;24344
1222;Mannen;Totaal buiten Europa;2045;71685;47472;24213
1223;Mannen;Totaal buiten Europa;2046;71685;47572;24114
1224;Mannen;Totaal buiten Europa;2047;71685;47642;24041
1225;Mannen;Totaal buiten Europa;2048;71685;47710;23975
1226;Mannen;Totaal buiten Europa;2049;71685;47777;23908
1227;Mannen;Totaal buiten Europa;2050;71685;47821;23864
1228;Mannen;Totaal buiten Europa;2051;71685;47905;23780
1229;Mannen;Totaal buiten Europa;2052;71685;47952;23732
1230;Mannen;Totaal buiten Europa;2053;71685;47951;23736
1231;Mannen;Totaal buiten Europa;2054;71685;47951;23734
1232;Mannen;Totaal buiten Europa;2055;71685;47955;23729
1233;Mannen;Totaal buiten Europa;2056;71685;47968;23716
1234;Mannen;Totaal buiten Europa;2057;71685;47985;23700
1235;Mannen;Totaal buiten Europa;2058;71685;48008;23677
1236;Mannen;Totaal buiten Europa;2059;71685;48030;23655
1237;Mannen;Totaal buiten Europa;2060;71685;48051;23634
1238;Mannen;Totaal buiten Europa;2061;71685;48072;23615
1239;Mannen;Totaal buiten Europa;2062;71685;48089;23596
1240;Mannen;Totaal buiten Europa;2063;71685;48107;23578
1241;Mannen;Totaal buiten Europa;2064;71685;48126;23559
1242;Mannen;Totaal buiten Europa;2065;71685;48146;23541
1243;Mannen;Totaal buiten Europa;2066;71685;48161;23524
1244;Mannen;Totaal buiten Europa;2067;71685;48182;23503
1245;Mannen;Totaal buiten Europa;2068;71685;48200;23485
1246;Mannen;Totaal buiten Europa;2069;71685;48217;23468
1247;Mannen;Totaal buiten Europa;2070;71685;48233;23451
1248;Mannen;Indonesië;2023;1025;589;436
1249;Mannen;Indonesië;2024;1000;626;374
1250;Mannen;Indonesië;2025;995;654;342
1251;Mannen;Indonesië;2026;992;676;316
1252;Mannen;Indonesië;2027;991;698;293
1253;Mannen;Indonesië;2028;980;714;266
1254;Mannen;Indonesië;2029;987;714;273
1255;Mannen;Indonesië;2030;991;717;274
1256;Mannen;Indonesië;2031;991;720;271
1257;Mannen;Indonesië;2032;992;721;271
1258;Mannen;Indonesië;2033;992;724;268
1259;Mannen;Indonesië;2034;992;725;267
1260;Mannen;Indonesië;2035;992;725;267
1261;Mannen;Indonesië;2036;992;727;265
1262;Mannen;Indonesië;2037;992;728;264
1263;Mannen;Indonesië;2038;992;729;263
1264;Mannen;Indonesië;2039;992;730;262
1265;Mannen;Indonesië;2040;992;731;261
1266;Mannen;Indonesië;2041;992;732;260
1267;Mannen;Indonesië;2042;992;733;259
1268;Mannen;Indonesië;2043;992;733;259
1269;Mannen;Indonesië;2044;992;734;258
1270;Mannen;Indonesië;2045;992;735;257
1271;Mannen;Indonesië;2046;992;735;257
1272;Mannen;Indonesië;2047;992;735;257
1273;Mannen;Indonesië;2048;992;735;257
1274;Mannen;Indonesië;2049;992;735;257
1275;Mannen;Indonesië;2050;992;735;257
1276;Mannen;Indonesië;2051;992;735;257
1277;Mannen;Indonesië;2052;992;735;257
1278;Mannen;Indonesië;2053;992;735;257
1279;Mannen;Indonesië;2054;992;735;257
1280;Mannen;Indonesië;2055;992;735;257
1281;Mannen;Indonesië;2056;992;735;257
1282;Mannen;Indonesië;2057;992;735;257
1283;Mannen;Indonesië;2058;992;735;257
1284;Mannen;Indonesië;2059;992;735;257
1285;Mannen;Indonesië;2060;992;735;257
1286;Mannen;Indonesië;2061;992;735;257
1287;Mannen;Indonesië;2062;992;735;257
1288;Mannen;Indonesië;2063;992;735;257
1289;Mannen;Indonesië;2064;992;735;257
1290;Mannen;Indonesië;2065;992;735;257
1291;Mannen;Indonesië;2066;992;735;257
1292;Mannen;Indonesië;2067;992;736;256
1293;Mannen;Indonesië;2068;992;736;256
1294;Mannen;Indonesië;2069;992;736;256
1295;Mannen;Indonesië;2070;992;736;256
1296;Mannen;Marokko;2023;1469;589;880
1297;Mannen;Marokko;2024;1392;578;814
1298;Mannen;Marokko;2025;1365;563;802
1299;Mannen;Marokko;2026;1336;548;788
1300;Mannen;Marokko;2027;1305;529;776
1301;Mannen;Marokko;2028;1264;510;754
1302;Mannen;Marokko;2029;1265;506;759
1303;Mannen;Marokko;2030;1265;503;762
1304;Mannen;Marokko;2031;1265;502;763
1305;Mannen;Marokko;2032;1265;500;765
1306;Mannen;Marokko;2033;1265;497;768
1307;Mannen;Marokko;2034;1265;492;773
1308;Mannen;Marokko;2035;1265;492;773
1309;Mannen;Marokko;2036;1265;491;774
1310;Mannen;Marokko;2037;1265;491;774
1311;Mannen;Marokko;2038;1265;492;773
1312;Mannen;Marokko;2039;1265;493;772
1313;Mannen;Marokko;2040;1265;494;771
1314;Mannen;Marokko;2041;1265;495;770
1315;Mannen;Marokko;2042;1265;497;768
1316;Mannen;Marokko;2043;1265;499;766
1317;Mannen;Marokko;2044;1265;501;764
1318;Mannen;Marokko;2045;1265;503;762
1319;Mannen;Marokko;2046;1265;505;760
1320;Mannen;Marokko;2047;1265;507;758
1321;Mannen;Marokko;2048;1265;509;756
1322;Mannen;Marokko;2049;1265;511;754
1323;Mannen;Marokko;2050;1265;512;753
1324;Mannen;Marokko;2051;1265;514;751
1325;Mannen;Marokko;2052;1265;516;749
1326;Mannen;Marokko;2053;1265;518;748
1327;Mannen;Marokko;2054;1265;519;746
1328;Mannen;Marokko;2055;1265;520;744
1329;Mannen;Marokko;2056;1265;522;743
1330;Mannen;Marokko;2057;1265;523;742
1331;Mannen;Marokko;2058;1265;524;741
1332;Mannen;Marokko;2059;1265;525;740
1333;Mannen;Marokko;2060;1265;525;740
1334;Mannen;Marokko;2061;1265;525;740
1335;Mannen;Marokko;2062;1265;525;740
1336;Mannen;Marokko;2063;1265;524;741
1337;Mannen;Marokko;2064;1265;524;741
1338;Mannen;Marokko;2065;1265;523;742
1339;Mannen;Marokko;2066;1265;522;743
1340;Mannen;Marokko;2067;1265;521;744
1341;Mannen;Marokko;2068;1265;520;745
1342;Mannen;Marokko;2069;1265;519;746
1343;Mannen;Marokko;2070;1265;518;747
1344;Mannen;Nederlandse Cariben;2023;2461;938;1523
1345;Mannen;Nederlandse Cariben;2024;2232;1033;1199
1346;Mannen;Nederlandse Cariben;2025;2136;1125;1011
1347;Mannen;Nederlandse Cariben;2026;2046;1215;831
1348;Mannen;Nederlandse Cariben;2027;1948;1299;649
1349;Mannen;Nederlandse Cariben;2028;1834;1376;458
1350;Mannen;Nederlandse Cariben;2029;1833;1333;500
1351;Mannen;Nederlandse Cariben;2030;1833;1300;533
1352;Mannen;Nederlandse Cariben;2031;1833;1257;576
1353;Mannen;Nederlandse Cariben;2032;1833;1225;608
1354;Mannen;Nederlandse Cariben;2033;1833;1204;629
1355;Mannen;Nederlandse Cariben;2034;1833;1193;640
1356;Mannen;Nederlandse Cariben;2035;1833;1186;647
1357;Mannen;Nederlandse Cariben;2036;1833;1182;651
1358;Mannen;Nederlandse Cariben;2037;1833;1182;651
1359;Mannen;Nederlandse Cariben;2038;1833;1181;652
1360;Mannen;Nederlandse Cariben;2039;1833;1178;655
1361;Mannen;Nederlandse Cariben;2040;1833;1174;659
1362;Mannen;Nederlandse Cariben;2041;1833;1170;663
1363;Mannen;Nederlandse Cariben;2042;1833;1167;666
1364;Mannen;Nederlandse Cariben;2043;1833;1166;668
1365;Mannen;Nederlandse Cariben;2044;1833;1166;667
1366;Mannen;Nederlandse Cariben;2045;1833;1167;666
1367;Mannen;Nederlandse Cariben;2046;1833;1167;666
1368;Mannen;Nederlandse Cariben;2047;1833;1168;664
1369;Mannen;Nederlandse Cariben;2048;1833;1167;666
1370;Mannen;Nederlandse Cariben;2049;1833;1165;668
1371;Mannen;Nederlandse Cariben;2050;1833;1160;673
1372;Mannen;Nederlandse Cariben;2051;1833;1158;675
1373;Mannen;Nederlandse Cariben;2052;1833;1153;680
1374;Mannen;Nederlandse Cariben;2053;1833;1148;685
1375;Mannen;Nederlandse Cariben;2054;1833;1145;688
1376;Mannen;Nederlandse Cariben;2055;1833;1143;690
1377;Mannen;Nederlandse Cariben;2056;1833;1142;691
1378;Mannen;Nederlandse Cariben;2057;1833;1141;692
1379;Mannen;Nederlandse Cariben;2058;1833;1141;692
1380;Mannen;Nederlandse Cariben;2059;1833;1142;691
1381;Mannen;Nederlandse Cariben;2060;1833;1143;690
1382;Mannen;Nederlandse Cariben;2061;1833;1144;689
1383;Mannen;Nederlandse Cariben;2062;1833;1145;688
1384;Mannen;Nederlandse Cariben;2063;1833;1146;687
1385;Mannen;Nederlandse Cariben;2064;1833;1147;686
1386;Mannen;Nederlandse Cariben;2065;1833;1148;686
1387;Mannen;Nederlandse Cariben;2066;1833;1148;685
1388;Mannen;Nederlandse Cariben;2067;1833;1149;684
1389;Mannen;Nederlandse Cariben;2068;1833;1150;683
1390;Mannen;Nederlandse Cariben;2069;1833;1150;683
1391;Mannen;Nederlandse Cariben;2070;1833;1151;682
1392;Mannen;Suriname;2023;1605;369;1236
1393;Mannen;Suriname;2024;1545;408;1137
1394;Mannen;Suriname;2025;1528;457;1071
1395;Mannen;Suriname;2026;1509;514;994
1396;Mannen;Suriname;2027;1489;579;910
1397;Mannen;Suriname;2028;1456;652;804
1398;Mannen;Suriname;2029;1467;651;816
1399;Mannen;Suriname;2030;1467;657;810
1400;Mannen;Suriname;2031;1467;662;805
1401;Mannen;Suriname;2032;1467;667;800
1402;Mannen;Suriname;2033;1467;668;799
1403;Mannen;Suriname;2034;1467;670;797
1404;Mannen;Suriname;2035;1467;672;795
1405;Mannen;Suriname;2036;1467;675;792
1406;Mannen;Suriname;2037;1467;678;789
1407;Mannen;Suriname;2038;1467;680;787
1408;Mannen;Suriname;2039;1467;683;784
1409;Mannen;Suriname;2040;1467;686;781
1410;Mannen;Suriname;2041;1467;688;779
1411;Mannen;Suriname;2042;1467;691;776
1412;Mannen;Suriname;2043;1467;694;774
1413;Mannen;Suriname;2044;1467;696;771
1414;Mannen;Suriname;2045;1467;699;768
1415;Mannen;Suriname;2046;1467;700;767
1416;Mannen;Suriname;2047;1467;702;765
1417;Mannen;Suriname;2048;1467;703;764
1418;Mannen;Suriname;2049;1467;704;763
1419;Mannen;Suriname;2050;1467;704;763
1420;Mannen;Suriname;2051;1467;705;762
1421;Mannen;Suriname;2052;1467;706;761
1422;Mannen;Suriname;2053;1467;706;761
1423;Mannen;Suriname;2054;1467;706;761
1424;Mannen;Suriname;2055;1467;706;761
1425;Mannen;Suriname;2056;1467;706;761
1426;Mannen;Suriname;2057;1467;706;761
1427;Mannen;Suriname;2058;1467;706;761
1428;Mannen;Suriname;2059;1467;706;761
1429;Mannen;Suriname;2060;1467;706;761
1430;Mannen;Suriname;2061;1467;706;762
1431;Mannen;Suriname;2062;1467;705;762
1432;Mannen;Suriname;2063;1467;705;762
1433;Mannen;Suriname;2064;1467;705;762
1434;Mannen;Suriname;2065;1467;706;762
1435;Mannen;Suriname;2066;1467;705;762
1436;Mannen;Suriname;2067;1467;705;762
1437;Mannen;Suriname;2068;1467;706;761
1438;Mannen;Suriname;2069;1467;706;761
1439;Mannen;Suriname;2070;1467;706;761
1440;Mannen;Turkije;2023;8119;1942;6177
1441;Mannen;Turkije;2024;7336;2234;5102
1442;Mannen;Turkije;2025;6589;2496;4093
1443;Mannen;Turkije;2026;5868;2725;3143
1444;Mannen;Turkije;2027;5180;2923;2257
1445;Mannen;Turkije;2028;5199;3043;2156
1446;Mannen;Turkije;2029;5233;3156;2077
1447;Mannen;Turkije;2030;5261;3137;2124
1448;Mannen;Turkije;2031;5287;3127;2160
1449;Mannen;Turkije;2032;5302;3113;2189
1450;Mannen;Turkije;2033;5302;3120;2182
1451;Mannen;Turkije;2034;5302;3136;2166
1452;Mannen;Turkije;2035;5302;3162;2140
1453;Mannen;Turkije;2036;5302;3191;2111
1454;Mannen;Turkije;2037;5302;3228;2074
1455;Mannen;Turkije;2038;5302;3268;2034
1456;Mannen;Turkije;2039;5302;3299;2003
1457;Mannen;Turkije;2040;5302;3331;1971
1458;Mannen;Turkije;2041;5302;3359;1943
1459;Mannen;Turkije;2042;5302;3385;1917
1460;Mannen;Turkije;2043;5302;3416;1886
1461;Mannen;Turkije;2044;5302;3444;1858
1462;Mannen;Turkije;2045;5302;3472;1830
1463;Mannen;Turkije;2046;5302;3503;1799
1464;Mannen;Turkije;2047;5302;3528;1774
1465;Mannen;Turkije;2048;5302;3546;1756
1466;Mannen;Turkije;2049;5302;3559;1743
1467;Mannen;Turkije;2050;5302;3567;1735
1468;Mannen;Turkije;2051;5302;3586;1716
1469;Mannen;Turkije;2052;5302;3594;1708
1470;Mannen;Turkije;2053;5302;3575;1727
1471;Mannen;Turkije;2054;5302;3556;1746
1472;Mannen;Turkije;2055;5302;3543;1759
1473;Mannen;Turkije;2056;5302;3535;1767
1474;Mannen;Turkije;2057;5302;3534;1768
1475;Mannen;Turkije;2058;5302;3538;1764
1476;Mannen;Turkije;2059;5302;3540;1762
1477;Mannen;Turkije;2060;5302;3543;1759
1478;Mannen;Turkije;2061;5302;3545;1757
1479;Mannen;Turkije;2062;5302;3547;1755
1480;Mannen;Turkije;2063;5302;3549;1753
1481;Mannen;Turkije;2064;5302;3551;1751
1482;Mannen;Turkije;2065;5302;3554;1748
1483;Mannen;Turkije;2066;5302;3556;1746
1484;Mannen;Turkije;2067;5302;3559;1743
1485;Mannen;Turkije;2068;5302;3562;1740
1486;Mannen;Turkije;2069;5302;3565;1737
1487;Mannen;Turkije;2070;5302;3568;1734
1488;Mannen;Afrika;2023;10278;2620;7658
1489;Mannen;Afrika;2024;10601;3175;7426
1490;Mannen;Afrika;2025;11075;3797;7278
1491;Mannen;Afrika;2026;11516;4478;7038
1492;Mannen;Afrika;2027;11938;5250;6688
1493;Mannen;Afrika;2028;11873;6150;5722
1494;Mannen;Afrika;2029;11950;6352;5598
1495;Mannen;Afrika;2030;12030;6513;5517
1496;Mannen;Afrika;2031;12090;6701;5389
1497;Mannen;Afrika;2032;12134;6866;5268
1498;Mannen;Afrika;2033;12134;7005;5129
1499;Mannen;Afrika;2034;12134;7124;5010
1500;Mannen;Afrika;2035;12134;7228;4906
1501;Mannen;Afrika;2036;12134;7325;4809
1502;Mannen;Afrika;2037;12134;7413;4721
1503;Mannen;Afrika;2038;12134;7489;4645
1504;Mannen;Afrika;2039;12134;7556;4578
1505;Mannen;Afrika;2040;12134;7615;4519
1506;Mannen;Afrika;2041;12134;7667;4467
1507;Mannen;Afrika;2042;12134;7713;4421
1508;Mannen;Afrika;2043;12134;7754;4380
1509;Mannen;Afrika;2044;12134;7788;4346
1510;Mannen;Afrika;2045;12134;7815;4319
1511;Mannen;Afrika;2046;12134;7837;4297
1512;Mannen;Afrika;2047;12134;7856;4278
1513;Mannen;Afrika;2048;12134;7871;4263
1514;Mannen;Afrika;2049;12134;7884;4250
1515;Mannen;Afrika;2050;12134;7895;4239
1516;Mannen;Afrika;2051;12134;7906;4228
1517;Mannen;Afrika;2052;12134;7916;4218
1518;Mannen;Afrika;2053;12134;7923;4211
1519;Mannen;Afrika;2054;12134;7930;4204
1520;Mannen;Afrika;2055;12134;7935;4199
1521;Mannen;Afrika;2056;12134;7941;4193
1522;Mannen;Afrika;2057;12134;7945;4189
1523;Mannen;Afrika;2058;12134;7950;4184
1524;Mannen;Afrika;2059;12134;7953;4181
1525;Mannen;Afrika;2060;12134;7958;4176
1526;Mannen;Afrika;2061;12134;7961;4173
1527;Mannen;Afrika;2062;12134;7966;4168
1528;Mannen;Afrika;2063;12134;7970;4164
1529;Mannen;Afrika;2064;12134;7974;4160
1530;Mannen;Afrika;2065;12134;7978;4156
1531;Mannen;Afrika;2066;12134;7983;4151
1532;Mannen;Afrika;2067;12134;7987;4147
1533;Mannen;Afrika;2068;12134;7991;4143
1534;Mannen;Afrika;2069;12134;7995;4139
1535;Mannen;Afrika;2070;12134;7999;4135
1536;Mannen;Latijns-Amerika;2023;6185;2738;3447
1537;Mannen;Latijns-Amerika;2024;6271;3034;3236
1538;Mannen;Latijns-Amerika;2025;6424;3318;3106
1539;Mannen;Latijns-Amerika;2026;6561;3605;2956
1540;Mannen;Latijns-Amerika;2027;6674;3887;2787
1541;Mannen;Latijns-Amerika;2028;6763;4157;2606
1542;Mannen;Latijns-Amerika;2029;6900;4264;2636
1543;Mannen;Latijns-Amerika;2030;7026;4374;2652
1544;Mannen;Latijns-Amerika;2031;7130;4472;2658
1545;Mannen;Latijns-Amerika;2032;7208;4563;2645
1546;Mannen;Latijns-Amerika;2033;7208;4640;2568
1547;Mannen;Latijns-Amerika;2034;7208;4697;2511
1548;Mannen;Latijns-Amerika;2035;7208;4743;2465
1549;Mannen;Latijns-Amerika;2036;7208;4781;2427
1550;Mannen;Latijns-Amerika;2037;7208;4812;2396
1551;Mannen;Latijns-Amerika;2038;7208;4837;2371
1552;Mannen;Latijns-Amerika;2039;7208;4859;2349
1553;Mannen;Latijns-Amerika;2040;7208;4878;2330
1554;Mannen;Latijns-Amerika;2041;7208;4893;2315
1555;Mannen;Latijns-Amerika;2042;7208;4908;2300
1556;Mannen;Latijns-Amerika;2043;7208;4921;2287
1557;Mannen;Latijns-Amerika;2044;7208;4932;2276
1558;Mannen;Latijns-Amerika;2045;7208;4942;2266
1559;Mannen;Latijns-Amerika;2046;7208;4952;2256
1560;Mannen;Latijns-Amerika;2047;7208;4960;2248
1561;Mannen;Latijns-Amerika;2048;7208;4967;2241
1562;Mannen;Latijns-Amerika;2049;7208;4971;2237
1563;Mannen;Latijns-Amerika;2050;7208;4974;2234
1564;Mannen;Latijns-Amerika;2051;7208;4980;2228
1565;Mannen;Latijns-Amerika;2052;7208;4984;2224
1566;Mannen;Latijns-Amerika;2053;7208;4987;2221
1567;Mannen;Latijns-Amerika;2054;7208;4990;2218
1568;Mannen;Latijns-Amerika;2055;7208;4993;2215
1569;Mannen;Latijns-Amerika;2056;7208;4996;2212
1570;Mannen;Latijns-Amerika;2057;7208;4998;2210
1571;Mannen;Latijns-Amerika;2058;7208;5000;2208
1572;Mannen;Latijns-Amerika;2059;7208;5003;2205
1573;Mannen;Latijns-Amerika;2060;7208;5005;2203
1574;Mannen;Latijns-Amerika;2061;7208;5007;2201
1575;Mannen;Latijns-Amerika;2062;7208;5008;2200
1576;Mannen;Latijns-Amerika;2063;7208;5010;2198
1577;Mannen;Latijns-Amerika;2064;7208;5011;2197
1578;Mannen;Latijns-Amerika;2065;7208;5013;2195
1579;Mannen;Latijns-Amerika;2066;7208;5014;2194
1580;Mannen;Latijns-Amerika;2067;7208;5016;2192
1581;Mannen;Latijns-Amerika;2068;7208;5017;2191
1582;Mannen;Latijns-Amerika;2069;7208;5019;2189
1583;Mannen;Latijns-Amerika;2070;7208;5020;2188
1584;Mannen;Noord-Amerika en Oceanië;2023;4851;2930;1921
1585;Mannen;Noord-Amerika en Oceanië;2024;4999;3242;1756
1586;Mannen;Noord-Amerika en Oceanië;2025;5126;3536;1590
1587;Mannen;Noord-Amerika en Oceanië;2026;5245;3813;1432
1588;Mannen;Noord-Amerika en Oceanië;2027;5338;4085;1253
1589;Mannen;Noord-Amerika en Oceanië;2028;5413;4353;1060
1590;Mannen;Noord-Amerika en Oceanië;2029;5424;4444;980
1591;Mannen;Noord-Amerika en Oceanië;2030;5424;4508;916
1592;Mannen;Noord-Amerika en Oceanië;2031;5424;4552;872
1593;Mannen;Noord-Amerika en Oceanië;2032;5424;4587;837
1594;Mannen;Noord-Amerika en Oceanië;2033;5424;4614;810
1595;Mannen;Noord-Amerika en Oceanië;2034;5424;4637;787
1596;Mannen;Noord-Amerika en Oceanië;2035;5424;4656;768
1597;Mannen;Noord-Amerika en Oceanië;2036;5424;4673;751
1598;Mannen;Noord-Amerika en Oceanië;2037;5424;4688;736
1599;Mannen;Noord-Amerika en Oceanië;2038;5424;4701;723
1600;Mannen;Noord-Amerika en Oceanië;2039;5424;4712;712
1601;Mannen;Noord-Amerika en Oceanië;2040;5424;4722;702
1602;Mannen;Noord-Amerika en Oceanië;2041;5424;4729;695
1603;Mannen;Noord-Amerika en Oceanië;2042;5424;4735;689
1604;Mannen;Noord-Amerika en Oceanië;2043;5424;4742;682
1605;Mannen;Noord-Amerika en Oceanië;2044;5424;4749;675
1606;Mannen;Noord-Amerika en Oceanië;2045;5424;4756;668
1607;Mannen;Noord-Amerika en Oceanië;2046;5424;4761;663
1608;Mannen;Noord-Amerika en Oceanië;2047;5424;4765;659
1609;Mannen;Noord-Amerika en Oceanië;2048;5424;4768;656
1610;Mannen;Noord-Amerika en Oceanië;2049;5424;4771;653
1611;Mannen;Noord-Amerika en Oceanië;2050;5424;4772;652
1612;Mannen;Noord-Amerika en Oceanië;2051;5424;4775;649
1613;Mannen;Noord-Amerika en Oceanië;2052;5424;4778;646
1614;Mannen;Noord-Amerika en Oceanië;2053;5424;4780;644
1615;Mannen;Noord-Amerika en Oceanië;2054;5424;4782;642
1616;Mannen;Noord-Amerika en Oceanië;2055;5424;4783;641
1617;Mannen;Noord-Amerika en Oceanië;2056;5424;4784;640
1618;Mannen;Noord-Amerika en Oceanië;2057;5424;4785;639
1619;Mannen;Noord-Amerika en Oceanië;2058;5424;4786;638
1620;Mannen;Noord-Amerika en Oceanië;2059;5424;4786;638
1621;Mannen;Noord-Amerika en Oceanië;2060;5424;4787;637
1622;Mannen;Noord-Amerika en Oceanië;2061;5424;4788;636
1623;Mannen;Noord-Amerika en Oceanië;2062;5424;4788;636
1624;Mannen;Noord-Amerika en Oceanië;2063;5424;4789;635
1625;Mannen;Noord-Amerika en Oceanië;2064;5424;4790;634
1626;Mannen;Noord-Amerika en Oceanië;2065;5424;4790;634
1627;Mannen;Noord-Amerika en Oceanië;2066;5424;4791;633
1628;Mannen;Noord-Amerika en Oceanië;2067;5424;4792;632
1629;Mannen;Noord-Amerika en Oceanië;2068;5424;4792;632
1630;Mannen;Noord-Amerika en Oceanië;2069;5424;4793;631
1631;Mannen;Noord-Amerika en Oceanië;2070;5424;4793;631
1632;Mannen;Aziatisch Midden-Oosten;2023;19466;2130;17336
1633;Mannen;Aziatisch Midden-Oosten;2024;18746;2894;15852
1634;Mannen;Aziatisch Midden-Oosten;2025;18153;3800;14353
1635;Mannen;Aziatisch Midden-Oosten;2026;17568;4884;12684
1636;Mannen;Aziatisch Midden-Oosten;2027;16996;6105;10891
