ID;Feedstocks;Destination;Periods;TotalSupply_1;IndigenousProduction_2;ProductionFromOtherSources_3;Imports_4;Exports_5;StockChange_6;TotalConsumption_7;Processing_8;FinalConsumption_9;OpeningStock_10;ClosingStock_11;StockChange_12
197;Total crude;Total for processing and transit;2020 2nd quarter;13558.0;240.0;211.0;24145.0;10023.0;-1014.0;13558.0;13097.0;461.0;8855.0;9869.0;-1014.0
198;Total crude;Total for processing and transit;2020 July;4255.0;79.0;74.0;6694.0;3210.0;619.0;4255.0;4109.0;146.0;9869.0;9251.0;619.0
199;Total crude;Total for processing and transit;2020 August;4457.0;94.0;94.0;7772.0;3369.0;-132.0;4457.0;4380.0;77.0;9251.0;9382.0;-132.0
200;Total crude;Total for processing and transit;2020 September;4681.0;72.0;127.0;7987.0;3170.0;-335.0;4681.0;4526.0;155.0;9382.0;9717.0;-335.0
201;Total crude;Total for processing and transit;2020 3rd quarter;13394.0;246.0;295.0;22454.0;9748.0;153.0;13394.0;13015.0;378.0;9869.0;9717.0;153.0
202;Total crude;Total for processing and transit;2020 October;5005.0;80.0;173.0;6604.0;2214.0;364.0;5005.0;4913.0;91.0;9717.0;9353.0;364.0
203;Total crude;Total for processing and transit;2020 November;5102.0;92.0;84.0;7588.0;3034.0;373.0;5102.0;4929.0;173.0;9353.0;8980.0;373.0
204;Total crude;Total for processing and transit;2020 December;5001.0;96.0;54.0;8904.0;3735.0;-318.0;5001.0;4818.0;183.0;8980.0;9298.0;-318.0
205;Total crude;Total for processing and transit;2020 4th quarter;15108.0;267.0;311.0;23095.0;8983.0;419.0;15108.0;14660.0;448.0;9717.0;9298.0;419.0
206;Total crude;Total for processing and transit;2021 January;4723.0;130.0;215.0;8205.0;3724.0;-101.0;4723.0;4648.0;75.0;9298.0;9400.0;-101.0
207;Total crude;Total for processing and transit;2021 February;5045.0;104.0;11.0;8458.0;3275.0;-251.0;5045.0;4992.0;53.0;9400.0;9651.0;-251.0
208;Total crude;Total for processing and transit;2021 March;5263.0;97.0;122.0;8700.0;3832.0;175.0;5263.0;5144.0;119.0;9651.0;9476.0;175.0
209;Total crude;Total for processing and transit;2021 1st quater;15031.0;327.0;348.0;25364.0;10831.0;-177.0;15031.0;14783.0;248.0;9298.0;9476.0;-177.0
210;Total crude;Total for processing and transit;2021 April;4972.0;105.0;150.0;8325.0;3416.0;-192.0;4972.0;4857.0;114.0;9474.0;9666.0;-192.0
211;Total crude;Destined for processing the Netherlands;1944;;2.0;;;;;;;;;;
212;Total crude;Destined for processing the Netherlands;1945;;6.0;;;;;;;;;;
213;Total crude;Destined for processing the Netherlands;1946;;63.0;;;;;437.0;437.0;;;;
214;Total crude;Destined for processing the Netherlands;1947;;213.0;;;;;1198.0;1198.0;;;;
215;Total crude;Destined for processing the Netherlands;1948;;496.0;;;;;1663.0;1663.0;;;;
216;Total crude;Destined for processing the Netherlands;1949;;621.0;;;;;3093.0;3093.0;;;;
217;Total crude;Destined for processing the Netherlands;1950;;705.0;;5132.0;;;5778.0;5778.0;;;;
218;Total crude;Destined for processing the Netherlands;1951;;714.0;;6419.0;;;7174.0;7174.0;;;;
219;Total crude;Destined for processing the Netherlands;1952;;715.0;;7468.0;;;8039.0;8039.0;;;;
220;Total crude;Destined for processing the Netherlands;1953;;820.0;;8690.0;;;9364.0;9364.0;;;;
221;Total crude;Destined for processing the Netherlands;1954;;939.0;;10321.0;;;11378.0;11378.0;;;;
222;Total crude;Destined for processing the Netherlands;1955;;1024.0;;11779.0;;;12884.0;12884.0;;;;
223;Total crude;Destined for processing the Netherlands;1956;;1097.0;;13672.0;;;14562.0;14562.0;;;;
224;Total crude;Destined for processing the Netherlands;1957;;1523.0;;14007.0;;;15334.0;15334.0;;;;
225;Total crude;Destined for processing the Netherlands;1958;;1621.0;;14272.0;;;16107.0;16107.0;;;;
226;Total crude;Destined for processing the Netherlands;1959;;1773.0;;14874.0;;;16621.0;16621.0;;;;
227;Total crude;Destined for processing the Netherlands;1960;;1918.0;;18873.0;54.0;;20499.0;20499.0;;;;
228;Total crude;Destined for processing the Netherlands;1961;;2047.0;;19162.0;18.0;;21492.0;21492.0;;;;
229;Total crude;Destined for processing the Netherlands;1962;;2157.0;;22256.0;;;24237.0;24237.0;;;;
230;Total crude;Destined for processing the Netherlands;1963;;2215.0;;22986.0;336.0;;24955.0;24955.0;;;;
231;Total crude;Destined for processing the Netherlands;1964;;2269.0;;26471.0;12.0;;28489.0;28489.0;;;;
232;Total crude;Destined for processing the Netherlands;1965;;2395.0;;28723.0;148.0;;31210.0;31210.0;;;;
233;Total crude;Destined for processing the Netherlands;1966;;2366.0;;31760.0;1.0;;33962.0;33962.0;;;;
234;Total crude;Destined for processing the Netherlands;1967;;2265.0;;33787.0;18.0;;35225.0;35225.0;;;;
235;Total crude;Destined for processing the Netherlands;1968;;2147.0;;38188.0;58.0;;39647.0;39647.0;;;;
236;Total crude;Destined for processing the Netherlands;1969;;2020.0;;50775.0;495.0;;51918.0;51918.0;;;;
237;Total crude;Destined for processing the Netherlands;1970;;1919.0;;60130.0;14.0;;62205.0;62205.0;;;;
238;Total crude;Destined for processing the Netherlands;1971;;1714.0;;60732.0;1.0;;61278.0;61278.0;;;;
239;Total crude;Destined for processing the Netherlands;1972;;1637.0;;67788.0;;;69947.0;69947.0;;;;
240;Total crude;Destined for processing the Netherlands;1973;;1556.0;;72161.0;;;73385.0;73385.0;;;;
241;Total crude;Destined for processing the Netherlands;1974;;1575.0;;64585.0;9.0;;64561.0;64561.0;;;;
242;Total crude;Destined for processing the Netherlands;1975;;1573.0;;55225.0;6.0;;57034.0;57034.0;;;;
243;Total crude;Destined for processing the Netherlands;1976;;1546.0;;63882.0;1.0;;65085.0;65085.0;;;;
244;Total crude;Destined for processing the Netherlands;1977;;1598.0;;58929.0;2.0;;60850.0;60850.0;;;;
245;Total crude;Destined for processing the Netherlands;1978;;1520.0;;55334.0;3.0;;57437.0;57437.0;;;;
246;Total crude;Destined for processing the Netherlands;1979;;1581.0;;59406.0;26.0;;60488.0;60488.0;;;;
247;Total crude;Destined for processing the Netherlands;1980;50530.0;1568.0;;49914.0;24.0;-929.0;50530.0;50530.0;;5077.0;6006.0;-929.0
248;Total crude;Destined for processing the Netherlands;1981;40744.0;1606.0;;38416.0;46.0;768.0;40744.0;40744.0;;5081.0;4313.0;768.0
249;Total crude;Destined for processing the Netherlands;1982;39581.0;1894.0;;37228.0;42.0;501.0;39581.0;39581.0;;4313.0;3812.0;501.0
250;Total crude;Destined for processing the Netherlands;1983;43670.0;2900.0;;40210.0;221.0;781.0;43670.0;43670.0;;3812.0;3031.0;781.0
251;Total crude;Destined for processing the Netherlands;1984;47882.0;3432.0;;44593.0;462.0;319.0;47882.0;47882.0;;3031.0;2711.0;319.0
252;Total crude;Destined for processing the Netherlands;1985;42669.0;4069.0;;39806.0;1450.0;243.0;42669.0;42669.0;;2711.0;2468.0;243.0
253;Total crude;Destined for processing the Netherlands;1986;50155.0;4995.0;;46973.0;1269.0;-545.0;50155.0;50155.0;;2468.0;3013.0;-545.0
254;Total crude;Destined for processing the Netherlands;1987;51765.0;4663.0;;48133.0;928.0;-104.0;51765.0;51765.0;;3013.0;3117.0;-104.0
255;Total crude;Destined for processing the Netherlands;1988;54363.0;4271.0;;51276.0;889.0;-295.0;54363.0;54363.0;;3043.0;3338.0;-295.0
256;Total crude;Destined for processing the Netherlands;1989;54243.0;3814.0;;51107.0;1018.0;340.0;54243.0;54243.0;;3338.0;2998.0;340.0
257;Total crude;Destined for processing the Netherlands;1990;51919.0;4076.0;;52872.0;5255.0;203.0;51919.0;49693.0;2226.0;2746.0;2543.0;203.0
258;Total crude;Destined for processing the Netherlands;1991;55833.0;3908.0;;58421.0;6651.0;151.0;55833.0;53576.0;2257.0;2543.0;2392.0;151.0
259;Total crude;Destined for processing the Netherlands;1992;57547.0;3564.0;;58835.0;3804.0;-1014.0;57547.0;55374.0;2173.0;2392.0;3406.0;-1014.0
260;Total crude;Destined for processing the Netherlands;1993;58804.0;3536.0;;57202.0;2746.0;864.0;58804.0;56048.0;2755.0;3406.0;2542.0;864.0
261;Total crude;Destined for processing the Netherlands;1994;59050.0;4618.0;;57892.0;2878.0;-570.0;59050.0;56081.0;2969.0;2542.0;3112.0;-570.0
262;Total crude;Destined for processing the Netherlands;1995;62698.0;3638.0;0.0;60830.0;1955.0;172.0;62698.0;59774.0;2923.0;3112.0;2904.0;172.0
263;Total crude;Destined for processing the Netherlands;1996;63730.0;3233.0;0.0;61969.0;1468.0;-23.0;63730.0;61098.0;2633.0;2904.0;2927.0;-23.0
264;Total crude;Destined for processing the Netherlands;1997;63480.0;3124.0;0.0;61134.0;993.0;198.0;63480.0;60858.0;2622.0;2927.0;2730.0;198.0
265;Total crude;Destined for processing the Netherlands;1998;64749.0;2846.0;0.0;62313.0;666.0;246.0;64749.0;62116.0;2633.0;2730.0;2484.0;246.0
266;Total crude;Destined for processing the Netherlands;1999;61360.0;2745.0;0.0;59306.0;712.0;7.0;61360.0;58492.0;2869.0;2484.0;2477.0;7.0
267;Total crude;Destined for processing the Netherlands;2000;61949.0;2545.0;0.0;60346.0;599.0;-370.0;61949.0;58797.0;3152.0;2477.0;2847.0;-370.0
268;Total crude;Destined for processing the Netherlands;2001;62250.0;2413.0;0.0;61110.0;734.0;-557.0;62250.0;58933.0;3317.0;2847.0;3404.0;-557.0
269;Total crude;Destined for processing the Netherlands;2002;57706.0;3205.0;0.0;55550.0;1151.0;94.0;57706.0;53741.0;3964.0;3404.0;3310.0;94.0
270;Total crude;Destined for processing the Netherlands;2003;60335.0;3275.0;0.0;58170.0;1661.0;536.0;60335.0;56903.0;3433.0;3310.0;2774.0;536.0
271;Total crude;Destined for processing the Netherlands;2004;62643.0;2977.0;0.0;61170.0;1368.0;-153.0;62643.0;59024.0;3618.0;2774.0;2926.0;-153.0
272;Total crude;Destined for processing the Netherlands;2005;63258.0;2459.0;0.0;62297.0;1292.0;-219.0;63258.0;59295.0;3963.0;2926.0;3145.0;-219.0
273;Total crude;Destined for processing the Netherlands;2006;61789.0;2213.0;62.0;60670.0;986.0;-144.0;61789.0;57590.0;4199.0;3145.0;3289.0;-144.0
274;Total crude;Destined for processing the Netherlands;2007;60863.0;2770.0;522.0;59219.0;1548.0;-45.0;60863.0;57171.0;3693.0;3289.0;3334.0;-45.0
275;Total crude;Destined for processing the Netherlands;2008;60394.0;2304.0;656.0;58951.0;1377.0;-61.0;60394.0;56871.0;3523.0;3334.0;3395.0;-61.0
276;Total crude;Destined for processing the Netherlands;2009;59144.0;1899.0;562.0;58693.0;1203.0;-757.0;59144.0;55745.0;3399.0;3395.0;4152.0;-757.0
277;Total crude;Destined for processing the Netherlands;2010;61447.0;1590.0;211.0;60861.0;1383.0;173.0;61447.0;58115.0;3332.0;4152.0;3978.0;173.0
278;Total crude;Destined for processing the Netherlands;2011;59315.0;1627.0;283.0;57902.0;924.0;464.0;59315.0;56100.0;3215.0;3978.0;3515.0;464.0
279;Total crude;Destined for processing the Netherlands;2012;59165.0;1650.0;500.0;58349.0;870.0;-456.0;59165.0;56144.0;3020.0;3515.0;3971.0;-456.0
280;Total crude;Destined for processing the Netherlands;2013;56898.0;1729.0;534.0;55443.0;811.0;35.0;56898.0;53966.0;2932.0;3971.0;3936.0;35.0
281;Total crude;Destined for processing the Netherlands;2014;57920.0;2089.0;481.0;55014.0;1040.0;1376.0;57920.0;55280.0;2640.0;3936.0;2560.0;1376.0
282;Total crude;Destined for processing the Netherlands;2015;60950.0;2004.0;473.0;59769.0;632.0;-665.0;60950.0;58630.0;2320.0;2560.0;3225.0;-665.0
283;Total crude;Destined for processing the Netherlands;2016;61617.0;1558.0;337.0;61001.0;795.0;-481.0;61617.0;59426.0;2191.0;3225.0;3705.0;-481.0
284;Total crude;Destined for processing the Netherlands;2017;61689.0;1464.0;680.0;60321.0;933.0;158.0;61689.0;59640.0;2048.0;3705.0;3547.0;158.0
285;Total crude;Destined for processing the Netherlands;2018;62590.0;1478.0;948.0;61529.0;900.0;-465.0;62590.0;60940.0;1651.0;3547.0;4012.0;-465.0
286;Total crude;Destined for processing the Netherlands;2019;63689.0;1111.0;935.0;63285.0;905.0;-736.0;63689.0;62303.0;1386.0;4012.0;4748.0;-736.0
287;Total crude;Destined for processing the Netherlands;2020;58569.0;1035.0;1346.0;56895.0;966.0;264.0;58569.0;57008.0;1561.0;4748.0;4484.0;264.0
288;Total crude;Destined for processing the Netherlands;2021;;;;;;;;;;;;
289;Total crude;Destined for processing the Netherlands;2013 January;5164.0;147.0;45.0;4879.0;23.0;118.0;5164.0;4911.0;254.0;3971.0;3853.0;118.0
290;Total crude;Destined for processing the Netherlands;2013 February;4796.0;151.0;20.0;4843.0;100.0;-118.0;4796.0;4435.0;361.0;3853.0;3971.0;-118.0
291;Total crude;Destined for processing the Netherlands;2013 March;4753.0;163.0;84.0;4595.0;58.0;-31.0;4753.0;4518.0;235.0;3971.0;4002.0;-31.0
292;Total crude;Destined for processing the Netherlands;2013 1st quarter;14714.0;461.0;150.0;14317.0;180.0;-31.0;14714.0;13864.0;849.0;3971.0;4002.0;-31.0
293;Total crude;Destined for processing the Netherlands;2013 April;4907.0;137.0;10.0;4795.0;62.0;27.0;4907.0;4656.0;251.0;4002.0;3975.0;27.0
294;Total crude;Destined for processing the Netherlands;2013 May;4813.0;140.0;19.0;4762.0;70.0;-37.0;4813.0;4573.0;239.0;3975.0;4012.0;-37.0
295;Total crude;Destined for processing the Netherlands;2013 June;4933.0;133.0;-20.0;4966.0;77.0;-68.0;4933.0;4687.0;246.0;4012.0;4080.0;-68.0
296;Total crude;Destined for processing the Netherlands;2013 2nd quarter;14652.0;410.0;9.0;14524.0;209.0;-78.0;14652.0;13916.0;736.0;4002.0;4080.0;-78.0
297;Total crude;Destined for processing the Netherlands;2013 July;5004.0;168.0;72.0;4836.0;81.0;10.0;5004.0;4805.0;199.0;4080.0;4070.0;10.0
298;Total crude;Destined for processing the Netherlands;2013 August;5018.0;137.0;53.0;4282.0;67.0;614.0;5018.0;4775.0;243.0;4070.0;3456.0;614.0
299;Total crude;Destined for processing the Netherlands;2013 September;4326.0;123.0;56.0;4482.0;56.0;-281.0;4326.0;4193.0;132.0;3456.0;3738.0;-281.0
300;Total crude;Destined for processing the Netherlands;2013 3rd quarter;14348.0;427.0;181.0;13600.0;204.0;343.0;14348.0;13773.0;575.0;4080.0;3738.0;343.0
301;Total crude;Destined for processing the Netherlands;2013 October;3938.0;136.0;37.0;4294.0;97.0;-432.0;3938.0;3765.0;173.0;3738.0;4169.0;-432.0
302;Total crude;Destined for processing the Netherlands;2013 November;4414.0;150.0;73.0;4339.0;72.0;-75.0;4414.0;4115.0;299.0;4169.0;4245.0;-75.0
303;Total crude;Destined for processing the Netherlands;2013 December;4831.0;144.0;84.0;4370.0;48.0;309.0;4831.0;4533.0;299.0;4245.0;3936.0;309.0
304;Total crude;Destined for processing the Netherlands;2013 4th quarter;13184.0;432.0;194.0;13003.0;217.0;-198.0;13184.0;12412.0;772.0;3738.0;3936.0;-198.0
305;Total crude;Destined for processing the Netherlands;2014 January;4960.0;146.0;5.0;4816.0;54.0;45.0;4960.0;4738.0;221.0;3936.0;3890.0;45.0
306;Total crude;Destined for processing the Netherlands;2014 February;4539.0;133.0;36.0;3259.0;71.0;1182.0;4539.0;4349.0;190.0;3890.0;2708.0;1182.0
307;Total crude;Destined for processing the Netherlands;2014 March;5013.0;165.0;52.0;5276.0;95.0;-385.0;5013.0;4762.0;251.0;2708.0;3092.0;-385.0
308;Total crude;Destined for processing the Netherlands;2014 1st quarter;14512.0;444.0;93.0;13350.0;220.0;843.0;14512.0;13850.0;662.0;3936.0;3092.0;843.0
309;Total crude;Destined for processing the Netherlands;2014 April;4852.0;174.0;57.0;4218.0;96.0;498.0;4852.0;4572.0;280.0;3092.0;2594.0;498.0
310;Total crude;Destined for processing the Netherlands;2014 May;4850.0;180.0;23.0;4990.0;119.0;-224.0;4850.0;4593.0;258.0;2594.0;2818.0;-224.0
311;Total crude;Destined for processing the Netherlands;2014 June;4303.0;140.0;14.0;4580.0;65.0;-367.0;4303.0;4095.0;208.0;2818.0;3184.0;-367.0
312;Total crude;Destined for processing the Netherlands;2014 2nd quarter;14005.0;495.0;95.0;13788.0;280.0;-92.0;14005.0;13260.0;745.0;3092.0;3184.0;-92.0
313;Total crude;Destined for processing the Netherlands;2014 July;4681.0;151.0;-15.0;4364.0;97.0;279.0;4681.0;4472.0;209.0;3184.0;2906.0;279.0
314;Total crude;Destined for processing the Netherlands;2014 August;4673.0;197.0;30.0;4527.0;127.0;46.0;4673.0;4445.0;228.0;2906.0;2859.0;46.0
315;Total crude;Destined for processing the Netherlands;2014 September;4954.0;185.0;113.0;4410.0;65.0;312.0;4954.0;4719.0;235.0;2859.0;2547.0;312.0
316;Total crude;Destined for processing the Netherlands;2014 3rd quarter;14307.0;532.0;128.0;13300.0;290.0;637.0;14307.0;13636.0;671.0;3184.0;2547.0;637.0
317;Total crude;Destined for processing the Netherlands;2014 October;5197.0;199.0;26.0;5070.0;107.0;9.0;5197.0;5004.0;193.0;2547.0;2538.0;9.0
318;Total crude;Destined for processing the Netherlands;2014 November;4911.0;209.0;-4.0;4363.0;74.0;416.0;4911.0;4769.0;142.0;2538.0;2121.0;416.0
319;Total crude;Destined for processing the Netherlands;2014 December;4988.0;209.0;143.0;5143.0;70.0;-439.0;4988.0;4762.0;227.0;2121.0;2560.0;-439.0
320;Total crude;Destined for processing the Netherlands;2014 4th quarter;15096.0;617.0;165.0;14576.0;251.0;-13.0;15096.0;14534.0;562.0;2547.0;2560.0;-13.0
321;Total crude;Destined for processing the Netherlands;2015 January;5149.0;184.0;74.0;4980.0;96.0;9.0;5149.0;5018.0;131.0;2560.0;2551.0;9.0
322;Total crude;Destined for processing the Netherlands;2015 February;4743.0;185.0;53.0;5075.0;64.0;-506.0;4743.0;4626.0;116.0;2551.0;3057.0;-506.0
323;Total crude;Destined for processing the Netherlands;2015 March;4591.0;200.0;101.0;4482.0;50.0;-141.0;4591.0;4494.0;97.0;3057.0;3199.0;-141.0
324;Total crude;Destined for processing the Netherlands;2015 1st quarter;14483.0;567.0;228.0;14537.0;211.0;-639.0;14483.0;14138.0;344.0;2560.0;3199.0;-639.0
325;Total crude;Destined for processing the Netherlands;2015 April;4733.0;171.0;13.0;4539.0;65.0;75.0;4733.0;4575.0;158.0;3199.0;3124.0;75.0
326;Total crude;Destined for processing the Netherlands;2015 May;5293.0;175.0;-9.0;5191.0;90.0;26.0;5293.0;5111.0;182.0;3124.0;3098.0;26.0
327;Total crude;Destined for processing the Netherlands;2015 June;5067.0;140.0;-34.0;5130.0;41.0;-127.0;5067.0;4797.0;270.0;3098.0;3225.0;-127.0
328;Total crude;Destined for processing the Netherlands;2015 2nd quarter;15093.0;487.0;-31.0;14859.0;195.0;-26.0;15093.0;14483.0;610.0;3199.0;3225.0;-26.0
329;Total crude;Destined for processing the Netherlands;2015 July;5269.0;150.0;33.0;4749.0;33.0;370.0;5269.0;5052.0;217.0;3225.0;2855.0;370.0
330;Total crude;Destined for processing the Netherlands;2015 August;5360.0;165.0;59.0;5289.0;50.0;-104.0;5360.0;5080.0;280.0;2855.0;2958.0;-104.0
331;Total crude;Destined for processing the Netherlands;2015 September;5251.0;149.0;15.0;4997.0;66.0;154.0;5251.0;4996.0;254.0;2958.0;2804.0;154.0
332;Total crude;Destined for processing the Netherlands;2015 3rd quarter;15880.0;467.0;107.0;15035.0;149.0;421.0;15880.0;15129.0;751.0;3225.0;2804.0;421.0
333;Total crude;Destined for processing the Netherlands;2015 October;5420.0;151.0;38.0;5278.0;29.0;-18.0;5420.0;5235.0;186.0;2804.0;2821.0;-18.0
334;Total crude;Destined for processing the Netherlands;2015 November;4639.0;175.0;-46.0;4659.0;16.0;-133.0;4639.0;4407.0;231.0;2821.0;2954.0;-133.0
335;Total crude;Destined for processing the Netherlands;2015 December;5435.0;158.0;176.0;5401.0;30.0;-270.0;5435.0;5237.0;198.0;2954.0;3225.0;-270.0
336;Total crude;Destined for processing the Netherlands;2015 4th quarter;15494.0;484.0;168.0;15338.0;76.0;-421.0;15494.0;14879.0;615.0;2804.0;3225.0;-421.0
337;Total crude;Destined for processing the Netherlands;2016 January;5087.0;167.0;63.0;4721.0;90.0;226.0;5087.0;4939.0;149.0;3225.0;2998.0;226.0
338;Total crude;Destined for processing the Netherlands;2016 February;4753.0;133.0;18.0;5244.0;39.0;-602.0;4753.0;4620.0;133.0;2998.0;3600.0;-602.0
339;Total crude;Destined for processing the Netherlands;2016 March;5042.0;149.0;47.0;4688.0;18.0;174.0;5042.0;4778.0;264.0;3600.0;3427.0;174.0
340;Total crude;Destined for processing the Netherlands;2016 1st quarter;14882.0;450.0;128.0;14653.0;146.0;-202.0;14882.0;14336.0;546.0;3225.0;3427.0;-202.0
341;Total crude;Destined for processing the Netherlands;2016 April;5038.0;116.0;6.0;4866.0;98.0;150.0;5038.0;4885.0;153.0;3427.0;3277.0;150.0
342;Total crude;Destined for processing the Netherlands;2016 May;5039.0;127.0;12.0;4989.0;92.0;2.0;5039.0;4804.0;235.0;3277.0;3275.0;2.0
343;Total crude;Destined for processing the Netherlands;2016 June;5030.0;102.0;15.0;5388.0;73.0;-402.0;5030.0;4903.0;126.0;3275.0;3676.0;-402.0
344;Total crude;Destined for processing the Netherlands;2016 2nd quarter;15106.0;345.0;32.0;15243.0;263.0;-249.0;15106.0;14592.0;515.0;3427.0;3676.0;-249.0
