ID;Geslacht;Leeftijd;ZorgvormZvwZorgkosten;Perioden;PersonenMetZvwZorgkostenRelatief_1;GemiddeldeZorgkostenAllePersonen_2;GemiddeldeZorgkostenGebruikers_3;Zorgkosten50ePercentielGebruikers_4;Zorgkosten95ePercentielGebruikers_5;Zorgkosten99ePercentielGebruikers_6
3827;Vrouwen;70500;Multidisciplinaire zorg;2022;59.4;14.0;23.0;16.0;51.0;247.0
3828;Vrouwen;70500;Ziekenhuiszorg;2020;49.6;559.0;1145.0;311.0;4644.0;11902.0
3829;Vrouwen;70500;Ziekenhuiszorg;2021;52.8;617.0;1178.0;332.0;4745.0;11854.0
3830;Vrouwen;70500;Ziekenhuiszorg;2022;53.5;639.0;1208.0;320.0;4943.0;12432.0
3831;Vrouwen;70500;Farmacie;2020;67.9;115.0;176.0;50.0;422.0;1381.0
3832;Vrouwen;70500;Farmacie;2021;68.6;118.0;183.0;54.0;438.0;1471.0
3833;Vrouwen;70500;Farmacie;2022;68.5;132.0;207.0;57.0;458.0;1537.0
3834;Vrouwen;70500;Mondzorg;2020;0.6;6.0;913.0;571.0;2869.0;6100.0
3835;Vrouwen;70500;Mondzorg;2021;0.7;7.0;979.0;630.0;3141.0;6016.0
3836;Vrouwen;70500;Mondzorg;2022;0.7;6.0;941.0;592.0;2950.0;5687.0
3837;Vrouwen;70500;Geboortezorg;2020;3.9;76.0;1939.0;1777.0;4665.0;6551.0
3838;Vrouwen;70500;Geboortezorg;2021;4.0;77.0;1937.0;1776.0;4758.0;6769.0
3839;Vrouwen;70500;Geboortezorg;2022;4.0;76.0;1913.0;1793.0;4755.0;6683.0
3840;Vrouwen;70500;Paramedische zorg;2020;4.1;13.0;314.0;149.0;1350.0;2637.0
3841;Vrouwen;70500;Paramedische zorg;2021;4.8;18.0;367.0;164.0;1602.0;2946.0
3842;Vrouwen;70500;Paramedische zorg;2022;4.7;18.0;380.0;172.0;1635.0;2954.0
3843;Vrouwen;70500;Hulpmiddelen;2020;5.3;31.0;587.0;72.0;3468.0;6851.0
3844;Vrouwen;70500;Hulpmiddelen;2021;5.6;34.0;615.0;62.0;3701.0;7917.0
3845;Vrouwen;70500;Hulpmiddelen;2022;5.6;34.0;617.0;58.0;3948.0;7676.0
3846;Vrouwen;70500;Ziekenvervoer;2020;1.3;14.0;1074.0;779.0;2362.0;6800.0
3847;Vrouwen;70500;Ziekenvervoer;2021;1.5;17.0;1164.0;806.0;2697.0;8229.0
3848;Vrouwen;70500;Ziekenvervoer;2022;1.5;18.0;1186.0;820.0;2804.0;8832.0
3849;Vrouwen;70500;Buitenland;2020;0.9;6.0;608.0;135.0;2411.0;7930.0
3850;Vrouwen;70500;Buitenland;2021;1.0;8.0;723.0;126.0;2485.0;9110.0
3851;Vrouwen;70500;Buitenland;2022;1.8;11.0;566.0;145.0;2024.0;7900.0
3852;Vrouwen;70500;Geriatrische revalidatiezorg;2020;0.0;;;;;
3853;Vrouwen;70500;Geriatrische revalidatiezorg;2021;0.0;;;;;
3854;Vrouwen;70500;Geriatrische revalidatiezorg;2022;0.0;;;;;
3855;Vrouwen;70500;Geestelijke gezondheidszorg-ZPM;2020;;;;;;
3856;Vrouwen;70500;Geestelijke gezondheidszorg-ZPM;2021;;;;;;
3857;Vrouwen;70500;Geestelijke gezondheidszorg-ZPM;2022;13.3;635.0;4688.0;1861.0;15336.0;51934.0
3858;Vrouwen;70500;Verpleging en verzorging;2020;0.2;11.0;5169.0;897.0;26023.0;47425.0
3859;Vrouwen;70500;Verpleging en verzorging;2021;0.2;9.0;4449.0;791.0;21581.0;40211.0
3860;Vrouwen;70500;Verpleging en verzorging;2022;0.2;8.0;4128.0;867.0;19380.0;40264.0
3861;Vrouwen;70500;Zorg zintuiglijk gehandicapten;2020;0.0;3.0;6075.0;1439.0;24658.0;77887.0
3862;Vrouwen;70500;Zorg zintuiglijk gehandicapten;2021;0.1;3.0;5367.0;1726.0;17546.0;85394.0
3863;Vrouwen;70500;Zorg zintuiglijk gehandicapten;2022;0.1;3.0;5969.0;1524.0;23421.0;89645.0
3864;Vrouwen;70500;Eerstelijnsverblijf;2020;0.0;;;;;
3865;Vrouwen;70500;Eerstelijnsverblijf;2021;0.0;0.0;;;;
3866;Vrouwen;70500;Eerstelijnsverblijf;2022;0.0;;;;;
3867;Vrouwen;70500;Generalistische basis GGZ;2020;3.4;38.0;1072.0;1194.0;1522.0;2601.0
3868;Vrouwen;70500;Generalistische basis GGZ;2021;3.9;38.0;966.0;897.0;1469.0;2296.0
3869;Vrouwen;70500;Generalistische basis GGZ;2022;;;;;;
3870;Vrouwen;70500;Gespecialiseerde GGZ;2020;6.2;492.0;7465.0;4138.0;25433.0;73918.0
3871;Vrouwen;70500;Gespecialiseerde GGZ;2021;6.8;360.0;5145.0;2577.0;17943.0;54354.0
3872;Vrouwen;70500;Gespecialiseerde GGZ;2022;;;;;;
3873;Vrouwen;70500;Overige zorgvormen;2020;0.6;10.0;1336.0;280.0;2370.0;2714.0
3874;Vrouwen;70500;Overige zorgvormen;2021;0.7;13.0;1526.0;167.0;2755.0;13919.0
3875;Vrouwen;70500;Overige zorgvormen;2022;0.6;7.0;1256.0;79.0;2768.0;22818.0
3876;Vrouwen;70600;Totaal alle zorgvormen;2020;97.3;2094.0;2143.0;426.0;8632.0;19732.0
3877;Vrouwen;70600;Totaal alle zorgvormen;2021;97.3;2081.0;2142.0;481.0;8645.0;19048.0
3878;Vrouwen;70600;Totaal alle zorgvormen;2022;96.8;2291.0;2374.0;514.0;9357.0;21405.0
3879;Vrouwen;70600;Huisartsenzorg;2020;96.8;172.0;179.0;137.0;412.0;707.0
3880;Vrouwen;70600;Huisartsenzorg;2021;96.9;187.0;192.0;150.0;435.0;729.0
3881;Vrouwen;70600;Huisartsenzorg;2022;96.3;191.0;198.0;155.0;441.0;732.0
3882;Vrouwen;70600;Multidisciplinaire zorg;2020;53.2;14.0;27.0;12.0;60.0;396.0
3883;Vrouwen;70600;Multidisciplinaire zorg;2021;54.4;14.0;26.0;11.0;65.0;385.0
3884;Vrouwen;70600;Multidisciplinaire zorg;2022;59.3;15.0;25.0;16.0;56.0;278.0
3885;Vrouwen;70600;Ziekenhuiszorg;2020;56.2;841.0;1519.0;401.0;5976.0;14401.0
3886;Vrouwen;70600;Ziekenhuiszorg;2021;58.4;933.0;1608.0;430.0;6303.0;15208.0
3887;Vrouwen;70600;Ziekenhuiszorg;2022;58.4;924.0;1602.0;418.0;6458.0;15206.0
3888;Vrouwen;70600;Farmacie;2020;61.8;130.0;220.0;54.0;556.0;1903.0
3889;Vrouwen;70600;Farmacie;2021;62.6;128.0;217.0;58.0;566.0;1935.0
3890;Vrouwen;70600;Farmacie;2022;63.1;145.0;247.0;60.0;602.0;2063.0
3891;Vrouwen;70600;Mondzorg;2020;0.6;4.0;763.0;535.0;2296.0;3862.0
3892;Vrouwen;70600;Mondzorg;2021;0.6;5.0;861.0;572.0;2590.0;4768.0
3893;Vrouwen;70600;Mondzorg;2022;0.6;5.0;884.0;589.0;2666.0;5466.0
3894;Vrouwen;70600;Geboortezorg;2020;14.9;328.0;2188.0;1926.0;4848.0;7103.0
3895;Vrouwen;70600;Geboortezorg;2021;15.0;341.0;2263.0;2011.0;5019.0;7322.0
3896;Vrouwen;70600;Geboortezorg;2022;14.0;316.0;2256.0;2025.0;5075.0;7416.0
3897;Vrouwen;70600;Paramedische zorg;2020;4.8;15.0;317.0;146.0;1380.0;2811.0
3898;Vrouwen;70600;Paramedische zorg;2021;5.7;22.0;391.0;164.0;1704.0;3089.0
3899;Vrouwen;70600;Paramedische zorg;2022;5.9;24.0;411.0;176.0;1739.0;3128.0
3900;Vrouwen;70600;Hulpmiddelen;2020;9.6;38.0;398.0;95.0;2113.0;5556.0
3901;Vrouwen;70600;Hulpmiddelen;2021;9.8;44.0;445.0;95.0;2186.0;7168.0
3902;Vrouwen;70600;Hulpmiddelen;2022;9.5;44.0;462.0;92.0;2300.0;7098.0
3903;Vrouwen;70600;Ziekenvervoer;2020;1.6;16.0;1040.0;783.0;2293.0;5988.0
3904;Vrouwen;70600;Ziekenvervoer;2021;1.7;19.0;1118.0;810.0;2579.0;7252.0
3905;Vrouwen;70600;Ziekenvervoer;2022;1.7;20.0;1155.0;829.0;2673.0;7624.0
3906;Vrouwen;70600;Buitenland;2020;1.0;7.0;760.0;146.0;3837.0;9452.0
3907;Vrouwen;70600;Buitenland;2021;1.1;9.0;831.0;144.0;4260.0;10424.0
3908;Vrouwen;70600;Buitenland;2022;1.7;12.0;713.0;152.0;3129.0;9895.0
3909;Vrouwen;70600;Geriatrische revalidatiezorg;2020;0.0;;;;;
3910;Vrouwen;70600;Geriatrische revalidatiezorg;2021;0.0;;;;;
3911;Vrouwen;70600;Geriatrische revalidatiezorg;2022;0.0;0.0;;;;
3912;Vrouwen;70600;Geestelijke gezondheidszorg-ZPM;2020;;;;;;
3913;Vrouwen;70600;Geestelijke gezondheidszorg-ZPM;2021;;;;;;
3914;Vrouwen;70600;Geestelijke gezondheidszorg-ZPM;2022;13.0;576.0;4332.0;1846.0;13948.0;46165.0
3915;Vrouwen;70600;Verpleging en verzorging;2020;0.3;12.0;4548.0;836.0;23577.0;51650.0
3916;Vrouwen;70600;Verpleging en verzorging;2021;0.3;11.0;4060.0;870.0;20167.0;47034.0
3917;Vrouwen;70600;Verpleging en verzorging;2022;0.2;10.0;3909.0;794.0;19696.0;44019.0
3918;Vrouwen;70600;Zorg zintuiglijk gehandicapten;2020;0.0;2.0;3658.0;1195.0;11370.0;26585.0
3919;Vrouwen;70600;Zorg zintuiglijk gehandicapten;2021;0.0;1.0;2885.0;1211.0;8005.0;28202.0
3920;Vrouwen;70600;Zorg zintuiglijk gehandicapten;2022;0.0;2.0;3304.0;1085.0;10257.0;27340.0
3921;Vrouwen;70600;Eerstelijnsverblijf;2020;0.0;0.0;;;;
3922;Vrouwen;70600;Eerstelijnsverblijf;2021;0.0;;;;;
3923;Vrouwen;70600;Eerstelijnsverblijf;2022;0.0;0.0;;;;
3924;Vrouwen;70600;Generalistische basis GGZ;2020;3.5;39.0;1076.0;1193.0;1522.0;2636.0
3925;Vrouwen;70600;Generalistische basis GGZ;2021;3.8;36.0;958.0;885.0;1477.0;2285.0
3926;Vrouwen;70600;Generalistische basis GGZ;2022;;;;;;
3927;Vrouwen;70600;Gespecialiseerde GGZ;2020;6.5;465.0;6767.0;3221.0;20541.0;65504.0
3928;Vrouwen;70600;Gespecialiseerde GGZ;2021;6.7;320.0;4660.0;2535.0;16089.0;47010.0
3929;Vrouwen;70600;Gespecialiseerde GGZ;2022;;;;;;
3930;Vrouwen;70600;Overige zorgvormen;2020;0.7;9.0;1217.0;369.0;2332.0;2714.0
3931;Vrouwen;70600;Overige zorgvormen;2021;0.7;11.0;1242.0;218.0;2460.0;11038.0
3932;Vrouwen;70600;Overige zorgvormen;2022;0.6;7.0;1159.0;81.0;3646.0;22980.0
3933;Vrouwen;70700;Totaal alle zorgvormen;2020;98.3;2545.0;2586.0;646.0;9476.0;21151.0
3934;Vrouwen;70700;Totaal alle zorgvormen;2021;98.4;2601.0;2653.0;715.0;9707.0;20815.0
3935;Vrouwen;70700;Totaal alle zorgvormen;2022;98.0;2795.0;2866.0;750.0;10473.0;23378.0
3936;Vrouwen;70700;Huisartsenzorg;2020;98.0;175.0;180.0;138.0;410.0;703.0
3937;Vrouwen;70700;Huisartsenzorg;2021;98.0;190.0;193.0;151.0;433.0;722.0
3938;Vrouwen;70700;Huisartsenzorg;2022;97.6;195.0;199.0;157.0;441.0;727.0
3939;Vrouwen;70700;Multidisciplinaire zorg;2020;54.5;15.0;28.0;12.0;71.0;398.0
3940;Vrouwen;70700;Multidisciplinaire zorg;2021;55.7;15.0;27.0;12.0;74.0;404.0
3941;Vrouwen;70700;Multidisciplinaire zorg;2022;61.0;16.0;27.0;17.0;65.0;310.0
3942;Vrouwen;70700;Ziekenhuiszorg;2020;62.6;1116.0;1811.0;522.0;6808.0;15756.0
3943;Vrouwen;70700;Ziekenhuiszorg;2021;64.5;1254.0;1960.0;564.0;7326.0;17257.0
3944;Vrouwen;70700;Ziekenhuiszorg;2022;64.5;1263.0;1982.0;552.0;7571.0;17475.0
3945;Vrouwen;70700;Farmacie;2020;64.5;149.0;241.0;59.0;627.0;2319.0
3946;Vrouwen;70700;Farmacie;2021;65.3;147.0;238.0;62.0;639.0;2305.0
3947;Vrouwen;70700;Farmacie;2022;66.1;165.0;267.0;64.0;671.0;2433.0
3948;Vrouwen;70700;Mondzorg;2020;0.6;5.0;769.0;507.0;2385.0;4520.0
3949;Vrouwen;70700;Mondzorg;2021;0.7;6.0;836.0;570.0;2503.0;4863.0
3950;Vrouwen;70700;Mondzorg;2022;0.7;6.0;861.0;577.0;2505.0;4903.0
3951;Vrouwen;70700;Geboortezorg;2020;22.4;505.0;2244.0;1994.0;4857.0;7144.0
3952;Vrouwen;70700;Geboortezorg;2021;22.7;532.0;2342.0;2131.0;5055.0;7411.0
3953;Vrouwen;70700;Geboortezorg;2022;21.3;496.0;2320.0;2081.0;5086.0;7594.0
3954;Vrouwen;70700;Paramedische zorg;2020;5.0;15.0;300.0;142.0;1276.0;2680.0
3955;Vrouwen;70700;Paramedische zorg;2021;6.0;23.0;379.0;164.0;1641.0;3094.0
3956;Vrouwen;70700;Paramedische zorg;2022;6.4;27.0;415.0;180.0;1755.0;3216.0
3957;Vrouwen;70700;Hulpmiddelen;2020;13.4;43.0;325.0;100.0;1444.0;5133.0
3958;Vrouwen;70700;Hulpmiddelen;2021;14.0;49.0;354.0;100.0;1598.0;6295.0
3959;Vrouwen;70700;Hulpmiddelen;2022;13.3;50.0;381.0;99.0;1871.0;6488.0
3960;Vrouwen;70700;Ziekenvervoer;2020;1.9;19.0;1007.0;779.0;2260.0;5607.0
3961;Vrouwen;70700;Ziekenvervoer;2021;2.1;22.0;1056.0;810.0;2342.0;5738.0
3962;Vrouwen;70700;Ziekenvervoer;2022;2.0;22.0;1086.0;829.0;2402.0;6201.0
3963;Vrouwen;70700;Buitenland;2020;1.0;11.0;1036.0;177.0;5370.0;11369.0
3964;Vrouwen;70700;Buitenland;2021;1.1;12.0;1090.0;176.0;5643.0;11712.0
3965;Vrouwen;70700;Buitenland;2022;1.6;15.0;935.0;170.0;4865.0;11309.0
3966;Vrouwen;70700;Geriatrische revalidatiezorg;2020;0.0;;;;;
3967;Vrouwen;70700;Geriatrische revalidatiezorg;2021;0.0;0.0;;;;
3968;Vrouwen;70700;Geriatrische revalidatiezorg;2022;0.0;0.0;;;;
3969;Vrouwen;70700;Geestelijke gezondheidszorg-ZPM;2020;;;;;;
3970;Vrouwen;70700;Geestelijke gezondheidszorg-ZPM;2021;;;;;;
3971;Vrouwen;70700;Geestelijke gezondheidszorg-ZPM;2022;12.0;520.0;4250.0;1819.0;14041.0;43386.0
3972;Vrouwen;70700;Verpleging en verzorging;2020;0.4;14.0;3839.0;814.0;19656.0;38945.0
3973;Vrouwen;70700;Verpleging en verzorging;2021;0.4;14.0;3834.0;840.0;19336.0;46497.0
3974;Vrouwen;70700;Verpleging en verzorging;2022;0.3;13.0;3857.0;852.0;19075.0;46321.0
3975;Vrouwen;70700;Zorg zintuiglijk gehandicapten;2020;0.0;1.0;2934.0;1184.0;9264.0;26894.0
3976;Vrouwen;70700;Zorg zintuiglijk gehandicapten;2021;0.0;2.0;3710.0;1109.0;10383.0;91605.0
3977;Vrouwen;70700;Zorg zintuiglijk gehandicapten;2022;0.0;1.0;2943.0;1068.0;9872.0;27648.0
3978;Vrouwen;70700;Eerstelijnsverblijf;2020;0.0;;;;;
3979;Vrouwen;70700;Eerstelijnsverblijf;2021;0.0;0.0;;;;
3980;Vrouwen;70700;Eerstelijnsverblijf;2022;0.0;0.0;;;;
3981;Vrouwen;70700;Generalistische basis GGZ;2020;3.2;36.0;1068.0;1193.0;1522.0;2618.0
3982;Vrouwen;70700;Generalistische basis GGZ;2021;3.3;31.0;938.0;885.0;1469.0;2320.0
3983;Vrouwen;70700;Generalistische basis GGZ;2022;;;;;;
3984;Vrouwen;70700;Gespecialiseerde GGZ;2020;6.3;434.0;6492.0;2820.0;19162.0;64084.0
3985;Vrouwen;70700;Gespecialiseerde GGZ;2021;6.3;293.0;4517.0;2497.0;14782.0;46743.0
3986;Vrouwen;70700;Gespecialiseerde GGZ;2022;;;;;;
3987;Vrouwen;70700;Overige zorgvormen;2020;0.6;8.0;1092.0;280.0;2332.0;2714.0
3988;Vrouwen;70700;Overige zorgvormen;2021;0.7;10.0;1262.0;190.0;2815.0;14251.0
3989;Vrouwen;70700;Overige zorgvormen;2022;0.6;6.0;961.0;81.0;3633.0;19319.0
3990;Vrouwen;70800;Totaal alle zorgvormen;2020;98.9;2213.0;2240.0;441.0;9078.0;22095.0
3991;Vrouwen;70800;Totaal alle zorgvormen;2021;98.9;2246.0;2281.0;500.0;9243.0;21537.0
3992;Vrouwen;70800;Totaal alle zorgvormen;2022;98.7;2443.0;2493.0;539.0;9955.0;23939.0
3993;Vrouwen;70800;Huisartsenzorg;2020;98.6;171.0;175.0;135.0;399.0;684.0
3994;Vrouwen;70800;Huisartsenzorg;2021;98.6;186.0;188.0;147.0;419.0;700.0
3995;Vrouwen;70800;Huisartsenzorg;2022;98.4;192.0;194.0;153.0;429.0;707.0
3996;Vrouwen;70800;Multidisciplinaire zorg;2020;55.6;17.0;30.0;12.0;111.0;408.0
3997;Vrouwen;70800;Multidisciplinaire zorg;2021;56.5;17.0;30.0;12.0;100.0;402.0
3998;Vrouwen;70800;Multidisciplinaire zorg;2022;62.2;18.0;29.0;17.0;76.0;340.0
3999;Vrouwen;70800;Ziekenhuiszorg;2020;58.6;1048.0;1817.0;482.0;6958.0;17893.0
4000;Vrouwen;70800;Ziekenhuiszorg;2021;61.0;1165.0;1924.0;514.0;7383.0;18728.0
4001;Vrouwen;70800;Ziekenhuiszorg;2022;61.8;1180.0;1933.0;509.0;7624.0;19013.0
4002;Vrouwen;70800;Farmacie;2020;65.7;180.0;286.0;65.0;775.0;3173.0
4003;Vrouwen;70800;Farmacie;2021;66.2;172.0;275.0;69.0;774.0;3106.0
4004;Vrouwen;70800;Farmacie;2022;67.1;192.0;307.0;70.0;808.0;3154.0
4005;Vrouwen;70800;Mondzorg;2020;0.7;6.0;798.0;484.0;2379.0;4970.0
4006;Vrouwen;70800;Mondzorg;2021;0.8;7.0;854.0;553.0;2639.0;5089.0
4007;Vrouwen;70800;Mondzorg;2022;0.8;7.0;821.0;544.0;2491.0;4733.0
4008;Vrouwen;70800;Geboortezorg;2020;11.7;253.0;2158.0;1982.0;4763.0;7173.0
4009;Vrouwen;70800;Geboortezorg;2021;12.2;275.0;2239.0;2078.0;4978.0;7523.0
4010;Vrouwen;70800;Geboortezorg;2022;11.8;257.0;2182.0;2027.0;4950.0;7462.0
4011;Vrouwen;70800;Paramedische zorg;2020;5.1;17.0;336.0;154.0;1409.0;2889.0
4012;Vrouwen;70800;Paramedische zorg;2021;6.3;27.0;427.0;181.0;1774.0;3307.0
4013;Vrouwen;70800;Paramedische zorg;2022;6.7;31.0;458.0;202.0;1901.0;3340.0
4014;Vrouwen;70800;Hulpmiddelen;2020;10.6;44.0;414.0;97.0;2086.0;5500.0
4015;Vrouwen;70800;Hulpmiddelen;2021;11.1;49.0;444.0;101.0;2147.0;6613.0
4016;Vrouwen;70800;Hulpmiddelen;2022;10.9;50.0;462.0;98.0;2185.0;6809.0
4017;Vrouwen;70800;Ziekenvervoer;2020;1.7;18.0;1036.0;783.0;2397.0;6117.0
4018;Vrouwen;70800;Ziekenvervoer;2021;1.9;21.0;1079.0;810.0;2557.0;6217.0
4019;Vrouwen;70800;Ziekenvervoer;2022;1.9;21.0;1098.0;829.0;2537.0;6040.0
4020;Vrouwen;70800;Buitenland;2020;1.0;14.0;1358.0;225.0;6293.0;13186.0
4021;Vrouwen;70800;Buitenland;2021;1.2;15.0;1304.0;197.0;6599.0;13217.0
4022;Vrouwen;70800;Buitenland;2022;1.6;18.0;1084.0;183.0;5926.0;12707.0
4023;Vrouwen;70800;Geriatrische revalidatiezorg;2020;0.0;1.0;;;;
4024;Vrouwen;70800;Geriatrische revalidatiezorg;2021;0.0;1.0;;;;
4025;Vrouwen;70800;Geriatrische revalidatiezorg;2022;0.0;1.0;;;;
4026;Vrouwen;70800;Geestelijke gezondheidszorg-ZPM;2020;;;;;;
4027;Vrouwen;70800;Geestelijke gezondheidszorg-ZPM;2021;;;;;;
4028;Vrouwen;70800;Geestelijke gezondheidszorg-ZPM;2022;10.3;452.0;4291.0;1823.0;14262.0;45996.0
4029;Vrouwen;70800;Verpleging en verzorging;2020;0.5;21.0;4328.0;952.0;21351.0;41619.0
4030;Vrouwen;70800;Verpleging en verzorging;2021;0.5;19.0;3949.0;911.0;19450.0;40172.0
4031;Vrouwen;70800;Verpleging en verzorging;2022;0.5;18.0;3934.0;867.0;19074.0;38049.0
4032;Vrouwen;70800;Zorg zintuiglijk gehandicapten;2020;0.0;2.0;4407.0;1311.0;10758.0;66908.0
4033;Vrouwen;70800;Zorg zintuiglijk gehandicapten;2021;0.1;2.0;2979.0;1267.0;10640.0;27547.0
4034;Vrouwen;70800;Zorg zintuiglijk gehandicapten;2022;0.1;2.0;2799.0;945.0;9406.0;15138.0
4035;Vrouwen;70800;Eerstelijnsverblijf;2020;0.0;1.0;;;;
4036;Vrouwen;70800;Eerstelijnsverblijf;2021;0.0;0.0;;;;
4037;Vrouwen;70800;Eerstelijnsverblijf;2022;0.0;1.0;;;;
4038;Vrouwen;70800;Generalistische basis GGZ;2020;2.8;31.0;1075.0;1194.0;1522.0;2601.0
4039;Vrouwen;70800;Generalistische basis GGZ;2021;2.8;27.0;935.0;885.0;1469.0;2348.0
4040;Vrouwen;70800;Generalistische basis GGZ;2022;;;;;;
4041;Vrouwen;70800;Gespecialiseerde GGZ;2020;5.8;383.0;6286.0;2736.0;19131.0;59252.0
4042;Vrouwen;70800;Gespecialiseerde GGZ;2021;5.7;254.0;4365.0;2439.0;15527.0;43973.0
4043;Vrouwen;70800;Gespecialiseerde GGZ;2022;;;;;;
4044;Vrouwen;70800;Overige zorgvormen;2020;0.6;7.0;1006.0;275.0;2332.0;2714.0
4045;Vrouwen;70800;Overige zorgvormen;2021;0.7;10.0;1244.0;121.0;2815.0;12242.0
4046;Vrouwen;70800;Overige zorgvormen;2022;0.6;5.0;956.0;81.0;4517.0;17234.0
4047;Vrouwen;70900;Totaal alle zorgvormen;2020;99.1;1910.0;1932.0;375.0;8138.0;23201.0
4048;Vrouwen;70900;Totaal alle zorgvormen;2021;99.1;1951.0;1981.0;418.0;8201.0;22958.0
4049;Vrouwen;70900;Totaal alle zorgvormen;2022;98.9;2160.0;2203.0;452.0;9063.0;26140.0
4050;Vrouwen;70900;Huisartsenzorg;2020;98.9;170.0;173.0;133.0;394.0;679.0
4051;Vrouwen;70900;Huisartsenzorg;2021;98.9;184.0;185.0;145.0;414.0;695.0
4052;Vrouwen;70900;Huisartsenzorg;2022;98.6;189.0;191.0;150.0;422.0;697.0
4053;Vrouwen;70900;Multidisciplinaire zorg;2020;56.7;20.0;35.0;13.0;168.0;445.0
4054;Vrouwen;70900;Multidisciplinaire zorg;2021;57.7;20.0;35.0;12.0;170.0;431.0
4055;Vrouwen;70900;Multidisciplinaire zorg;2022;63.2;21.0;33.0;17.0;141.0;371.0
4056;Vrouwen;70900;Ziekenhuiszorg;2020;56.1;936.0;1694.0;428.0;6664.0;19707.0
4057;Vrouwen;70900;Ziekenhuiszorg;2021;58.8;1059.0;1814.0;455.0;7153.0;20999.0
4058;Vrouwen;70900;Ziekenhuiszorg;2022;59.8;1098.0;1858.0;461.0;7360.0;22131.0
4059;Vrouwen;70900;Farmacie;2020;67.0;211.0;330.0;76.0;955.0;3916.0
4060;Vrouwen;70900;Farmacie;2021;67.3;208.0;328.0;78.0;965.0;3750.0
4061;Vrouwen;70900;Farmacie;2022;68.0;221.0;349.0;80.0;1021.0;4152.0
4062;Vrouwen;70900;Mondzorg;2020;0.9;7.0;759.0;456.0;2572.0;5375.0
4063;Vrouwen;70900;Mondzorg;2021;1.0;8.0;837.0;516.0;2970.0;5349.0
4064;Vrouwen;70900;Mondzorg;2022;1.0;9.0;845.0;526.0;2968.0;5163.0
4065;Vrouwen;70900;Geboortezorg;2020;2.6;49.0;1833.0;1707.0;4556.0;6989.0
4066;Vrouwen;70900;Geboortezorg;2021;2.8;53.0;1896.0;1775.0;4756.0;7375.0
4067;Vrouwen;70900;Geboortezorg;2022;2.7;51.0;1866.0;1709.0;4806.0;7486.0
4068;Vrouwen;70900;Paramedische zorg;2020;5.5;22.0;398.0;177.0;1649.0;3143.0
4069;Vrouwen;70900;Paramedische zorg;2021;6.9;35.0;511.0;196.0;2033.0;3530.0
4070;Vrouwen;70900;Paramedische zorg;2022;7.4;40.0;536.0;214.0;2096.0;3532.0
4071;Vrouwen;70900;Hulpmiddelen;2020;9.0;50.0;553.0;120.0;2600.0;6416.0
4072;Vrouwen;70900;Hulpmiddelen;2021;9.0;53.0;590.0;126.0;2792.0;7283.0
4073;Vrouwen;70900;Hulpmiddelen;2022;9.3;54.0;589.0;125.0;2826.0;7076.0
4074;Vrouwen;70900;Ziekenvervoer;2020;1.8;19.0;1064.0;783.0;2584.0;6247.0
4075;Vrouwen;70900;Ziekenvervoer;2021;1.9;22.0;1136.0;810.0;2657.0;6914.0
4076;Vrouwen;70900;Ziekenvervoer;2022;1.9;22.0;1155.0;829.0;2867.0;6572.0
4077;Vrouwen;70900;Buitenland;2020;0.9;12.0;1387.0;214.0;6590.0;16764.0
4078;Vrouwen;70900;Buitenland;2021;1.0;13.0;1255.0;180.0;6277.0;14796.0
4079;Vrouwen;70900;Buitenland;2022;1.5;18.0;1118.0;176.0;5643.0;13962.0
4080;Vrouwen;70900;Geriatrische revalidatiezorg;2020;0.0;1.0;;;;
4081;Vrouwen;70900;Geriatrische revalidatiezorg;2021;0.0;2.0;;;;
4082;Vrouwen;70900;Geriatrische revalidatiezorg;2022;0.0;2.0;;;;
4083;Vrouwen;70900;Geestelijke gezondheidszorg-ZPM;2020;;;;;;
4084;Vrouwen;70900;Geestelijke gezondheidszorg-ZPM;2021;;;;;;
4085;Vrouwen;70900;Geestelijke gezondheidszorg-ZPM;2022;9.0;399.0;4351.0;1818.0;14742.0;45574.0
4086;Vrouwen;70900;Verpleging en verzorging;2020;0.6;31.0;4806.0;1024.0;23066.0;46047.0
4087;Vrouwen;70900;Verpleging en verzorging;2021;0.7;29.0;4372.0;968.0;21097.0;40525.0
4088;Vrouwen;70900;Verpleging en verzorging;2022;0.6;27.0;4398.0;1087.0;20421.0;40692.0
4089;Vrouwen;70900;Zorg zintuiglijk gehandicapten;2020;0.1;2.0;3299.0;1320.0;8689.0;29502.0
4090;Vrouwen;70900;Zorg zintuiglijk gehandicapten;2021;0.1;2.0;3381.0;1061.0;10395.0;33745.0
4091;Vrouwen;70900;Zorg zintuiglijk gehandicapten;2022;0.1;2.0;2664.0;1197.0;9195.0;17794.0
4092;Vrouwen;70900;Eerstelijnsverblijf;2020;0.0;1.0;;;;
4093;Vrouwen;70900;Eerstelijnsverblijf;2021;0.0;1.0;;;;
4094;Vrouwen;70900;Eerstelijnsverblijf;2022;0.0;1.0;;;;
4095;Vrouwen;70900;Generalistische basis GGZ;2020;2.4;27.0;1079.0;1218.0;1522.0;2629.0
4096;Vrouwen;70900;Generalistische basis GGZ;2021;2.4;22.0;932.0;885.0;1469.0;2320.0
4097;Vrouwen;70900;Generalistische basis GGZ;2022;;;;;;
4098;Vrouwen;70900;Gespecialiseerde GGZ;2020;5.2;346.0;6350.0;2736.0;19255.0;60416.0
