ID;Geslacht;Leeftijd;Marges;Perioden;TotaalWerknemersMetEenOngeval_1;WerknemersOngevalZonderVerzuim_2;WerknemersOngeval1DagOfMeerVerzuim_3;WerknemersOngeval4DgnOfMeerVerzuim_4;LichamelijkLetsel_5;GeestelijkLetsel_6;OnderscheidNietTeMaken_7;LetselOnbekend_8
615;Vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2024;1.5;0.9;0.6;0.4;0.8;0.4;0.1;0.0
616;Vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2014;3.5;2.1;1.9;1.6;2.3;0.8;0.6;0.5
617;Vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2015;3.1;2.0;1.2;1.0;1.6;0.7;0.8;0.5
618;Vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2016;2.3;1.5;1.1;0.9;1.4;0.5;0.5;0.4
619;Vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2017;3.1;2.0;1.5;1.3;1.7;0.9;0.7;0.3
620;Vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2018;3.2;2.1;1.4;1.1;2.0;0.9;0.5;0.2
621;Vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2019;3.0;2.1;1.3;1.1;2.0;0.7;0.5;0.3
622;Vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2020;2.6;1.6;1.1;0.9;1.6;0.7;0.5;0.3
623;Vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2021;2.5;1.3;1.4;1.2;1.7;0.4;0.5;0.4
624;Vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2022;2.5;1.7;1.1;0.9;1.8;0.6;0.3;0.2
625;Vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2023;2.7;1.6;1.4;1.2;1.6;0.9;0.5;0.2
626;Vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2024;2.3;1.5;1.1;0.8;1.3;0.7;0.5;0.2
627;Vrouwen;55 tot 65 jaar;Waarde;2014;2.8;1.5;1.2;0.8;1.3;0.5;0.6;0.3
628;Vrouwen;55 tot 65 jaar;Waarde;2015;2.6;1.4;1.1;0.9;1.3;0.7;0.4;0.3
629;Vrouwen;55 tot 65 jaar;Waarde;2016;2.7;1.5;1.1;0.9;1.5;0.4;0.4;0.3
630;Vrouwen;55 tot 65 jaar;Waarde;2017;2.7;1.2;1.4;1.2;1.7;0.6;0.3;0.2
631;Vrouwen;55 tot 65 jaar;Waarde;2018;2.8;1.5;1.4;1.1;1.5;0.9;0.3;0.1
632;Vrouwen;55 tot 65 jaar;Waarde;2019;2.9;1.4;1.4;1.2;1.7;0.6;0.3;0.2
633;Vrouwen;55 tot 65 jaar;Waarde;2020;2.3;1.1;1.1;0.8;1.3;0.5;0.3;0.2
634;Vrouwen;55 tot 65 jaar;Waarde;2021;2.3;1.3;0.9;0.7;1.3;0.6;0.3;0.2
635;Vrouwen;55 tot 65 jaar;Waarde;2022;2.3;1.1;1.2;1.1;1.4;0.6;0.3;0.1
636;Vrouwen;55 tot 65 jaar;Waarde;2023;2.3;1.3;1.0;0.8;1.5;0.4;0.3;0.1
637;Vrouwen;55 tot 65 jaar;Waarde;2024;2.3;1.2;1.0;0.7;1.2;0.8;0.2;0.1
638;Vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2014;2.2;1.2;0.9;0.6;1.0;0.3;0.4;0.2
639;Vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2015;2.1;1.1;0.8;0.6;1.0;0.5;0.2;0.1
640;Vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2016;2.2;1.2;0.8;0.6;1.1;0.3;0.3;0.2
641;Vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2017;2.2;0.9;1.1;0.9;1.3;0.4;0.1;0.1
642;Vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2018;2.4;1.2;1.1;0.9;1.2;0.7;0.2;0.0
643;Vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2019;2.4;1.1;1.1;0.9;1.4;0.4;0.2;0.1
644;Vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2020;1.9;0.8;0.9;0.6;1.0;0.3;0.2;0.1
645;Vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2021;1.9;1.0;0.7;0.5;1.0;0.4;0.2;0.1
646;Vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2022;1.9;0.9;0.9;0.8;1.1;0.4;0.2;0.0
647;Vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2023;1.9;1.0;0.8;0.6;1.2;0.3;0.2;0.0
648;Vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2024;1.9;0.9;0.7;0.5;0.9;0.6;0.1;0.1
649;Vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2014;3.4;2.0;1.6;1.2;1.8;0.8;1.0;0.6
650;Vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2015;3.2;1.8;1.5;1.2;1.7;1.0;0.6;0.5
651;Vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2016;3.3;1.9;1.5;1.3;1.9;0.7;0.7;0.6
652;Vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2017;3.2;1.6;1.8;1.7;2.1;0.8;0.5;0.4
653;Vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2018;3.3;1.8;1.8;1.4;1.8;1.2;0.5;0.2
654;Vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2019;3.3;1.8;1.7;1.5;2.1;0.8;0.5;0.4
655;Vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2020;2.7;1.4;1.5;1.1;1.6;0.7;0.5;0.4
656;Vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2021;2.8;1.7;1.2;1.0;1.6;0.8;0.5;0.4
657;Vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2022;2.8;1.5;1.5;1.4;1.7;0.8;0.5;0.2
658;Vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2023;2.8;1.6;1.3;1.1;1.8;0.6;0.5;0.3
659;Vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2024;2.7;1.5;1.3;1.0;1.5;1.0;0.3;0.3
660;Vrouwen;65 tot 75 jaar;Waarde;2014;4.1;0.7;2.0;2.0;1.7;0.0;1.0;1.4
661;Vrouwen;65 tot 75 jaar;Waarde;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
662;Vrouwen;65 tot 75 jaar;Waarde;2016;0.3;0.0;0.3;0.3;0.3;0.0;0.0;0.0
663;Vrouwen;65 tot 75 jaar;Waarde;2017;2.3;1.1;1.7;1.4;1.5;0.6;0.3;0.0
664;Vrouwen;65 tot 75 jaar;Waarde;2018;1.6;0.9;0.2;0.2;1.6;0.0;0.0;0.0
665;Vrouwen;65 tot 75 jaar;Waarde;2019;1.4;0.7;0.7;0.7;1.1;0.2;0.0;0.0
666;Vrouwen;65 tot 75 jaar;Waarde;2020;0.9;0.3;0.6;0.5;0.3;0.1;0.3;0.1
667;Vrouwen;65 tot 75 jaar;Waarde;2021;1.2;0.6;0.5;0.5;0.9;0.0;0.0;0.3
668;Vrouwen;65 tot 75 jaar;Waarde;2022;1.6;0.7;0.8;0.8;1.3;0.1;0.2;0.0
669;Vrouwen;65 tot 75 jaar;Waarde;2023;2.2;0.9;1.3;1.0;1.0;0.4;0.3;0.5
670;Vrouwen;65 tot 75 jaar;Waarde;2024;1.7;1.0;0.8;0.7;1.0;0.4;0.3;0.0
671;Vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2014;1.6;0.1;0.6;0.6;0.5;0.0;0.1;0.2
672;Vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
673;Vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
674;Vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2017;1.0;0.3;0.7;0.5;0.6;0.1;0.0;0.0
675;Vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2018;0.6;0.2;0.0;0.0;0.6;0.0;0.0;0.0
676;Vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2019;0.7;0.3;0.2;0.2;0.5;0.0;0.0;0.0
677;Vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2020;0.4;0.1;0.2;0.2;0.1;0.0;0.1;0.0
678;Vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2021;0.5;0.2;0.1;0.1;0.3;0.0;0.0;0.0
679;Vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2022;0.9;0.3;0.3;0.3;0.7;0.0;0.0;0.0
680;Vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2023;1.4;0.4;0.7;0.5;0.5;0.1;0.1;0.2
681;Vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2024;1.1;0.6;0.4;0.3;0.5;0.2;0.1;0.0
682;Vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2014;10.1;4.5;6.4;6.4;5.1;;6.5;9.5
683;Vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2015;;;;;;;;
684;Vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2016;2.2;;2.2;2.2;2.2;;;
685;Vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2017;4.9;3.7;4.3;4.0;3.5;3.9;1.8;
686;Vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2018;4.3;3.6;1.2;1.2;4.3;;;
687;Vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2019;2.9;1.8;2.1;2.1;2.6;1.1;0.2;
688;Vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2020;1.9;1.2;1.5;1.3;1.2;0.9;1.1;0.7
689;Vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2021;2.8;2.0;2.1;2.1;2.3;;;2.0
690;Vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2022;2.9;1.6;1.9;1.9;2.4;1.0;1.2;
691;Vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2023;3.5;1.9;2.4;2.0;1.9;1.2;1.1;1.4
692;Vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2024;2.8;1.9;1.6;1.5;1.9;1.1;0.9;
