ID;Bedrijfskenmerken;Marges;Perioden;AandeelWerknemersDatHeeftVerzuimd_1;GemiddeldeVerzuimfrequentie_2;GemiddeldeVerzuimduur_3;k_1Tot5Werkdagen_4;k_5Tot20Werkdagen_5;k_20Tot210Werkdagen_6;k_210WerkdagenOfMeer_7;JaHoofdzakelijkGevolgVanMijnWerk_8;JaVoorEenDeelGevolgVanMijnWerk_9;NeeGeenGevolgVanMijnWerk_10;WeetNiet_11
569;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2023;51.7;1.4;7.8;76.9;18.3;8.2;1.1;5.8;9.7;84.0;4.8
570;N Verhuur en overige zakelijke diensten;Waarde;2014;37.7;0.9;5.5;68.3;20.9;9.7;1.0;10.7;16.3;66.4;6.6
571;N Verhuur en overige zakelijke diensten;Waarde;2015;39.4;0.9;5.2;67.2;19.7;12.2;0.9;9.8;14.4;69.4;6.4
572;N Verhuur en overige zakelijke diensten;Waarde;2016;42.8;1.0;6.2;65.0;21.8;11.9;1.3;10.7;16.8;65.9;6.7
573;N Verhuur en overige zakelijke diensten;Waarde;2017;38.4;0.9;6.5;69.7;18.6;10.2;1.5;11.5;15.8;65.5;7.3
574;N Verhuur en overige zakelijke diensten;Waarde;2018;43.3;1.1;7.0;67.1;21.0;10.7;1.2;11.1;15.6;65.4;8.0
575;N Verhuur en overige zakelijke diensten;Waarde;2019;42.1;1.1;6.9;64.9;20.8;13.0;1.2;11.0;14.8;65.5;8.6
576;N Verhuur en overige zakelijke diensten;Waarde;2020;40.4;1.1;7.0;64.8;21.4;13.1;0.8;11.1;14.3;65.5;9.1
577;N Verhuur en overige zakelijke diensten;Waarde;2021;40.5;1.2;6.5;63.7;22.8;11.4;2.1;11.5;13.2;66.0;9.4
578;N Verhuur en overige zakelijke diensten;Waarde;2022;54.2;1.5;8.2;63.0;28.1;7.7;1.2;8.4;10.7;71.3;9.5
579;N Verhuur en overige zakelijke diensten;Waarde;2023;47.9;1.4;7.9;67.3;22.6;8.4;1.7;8.2;12.0;71.7;8.1
580;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2014;35.8;0.8;4.7;66.0;19.0;8.4;0.6;9.3;14.5;64.1;5.5
581;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2015;37.5;0.8;4.5;65.0;17.8;10.7;0.6;8.5;12.9;67.1;5.3
582;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2016;40.9;0.9;5.4;62.8;19.9;10.5;0.8;9.4;15.1;63.6;5.6
583;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2017;36.5;0.8;5.5;67.5;16.8;8.9;1.0;10.0;14.1;63.2;6.1
584;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2018;41.7;1.0;6.2;65.1;19.4;9.5;0.9;9.9;14.2;63.5;6.9
585;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2019;40.5;1.0;6.1;62.9;19.2;11.7;0.9;9.8;13.4;63.5;7.5
586;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2020;38.7;1.0;6.2;62.6;19.7;11.7;0.5;9.8;12.9;63.4;7.9
587;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2021;38.6;1.0;5.5;61.3;20.8;10.0;1.6;10.0;11.7;63.6;8.0
588;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2022;52.5;1.4;7.4;61.1;26.3;6.7;0.8;7.4;9.6;69.5;8.4
589;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2023;46.1;1.2;7.0;65.3;20.9;7.3;1.2;7.1;10.7;69.8;7.0
590;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2014;39.7;1.0;6.3;70.6;23.0;11.3;1.5;12.3;18.2;68.7;7.9
591;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2015;41.3;1.0;6.0;69.4;21.6;13.8;1.5;11.3;16.2;71.5;7.7
592;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2016;44.7;1.1;7.0;67.2;23.8;13.5;1.9;12.2;18.6;68.0;8.0
593;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2017;40.3;1.0;7.4;71.9;20.5;11.7;2.1;13.1;17.6;67.7;8.6
594;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2018;44.9;1.2;7.8;68.9;22.7;12.0;1.7;12.4;17.0;67.2;9.1
595;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2019;43.8;1.2;7.6;66.9;22.6;14.5;1.7;12.4;16.4;67.4;9.9
596;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2020;42.2;1.3;7.9;66.8;23.3;14.6;1.3;12.5;15.9;67.5;10.5
597;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2021;42.5;1.3;7.4;66.0;24.9;13.0;2.9;13.1;14.9;68.2;11.0
598;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2022;56.0;1.7;9.1;64.9;29.9;8.8;1.6;9.6;12.0;73.1;10.8
599;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2023;49.7;1.5;8.8;69.2;24.5;9.6;2.3;9.4;13.5;73.6;9.3
600;O-U Niet-commerciële dienstverlening;Waarde;2014;47.6;1.2;7.5;69.7;17.8;11.4;1.1;8.0;16.8;70.4;4.9
601;O-U Niet-commerciële dienstverlening;Waarde;2015;49.8;1.2;8.1;68.8;17.5;12.5;1.2;7.1;14.6;73.2;5.0
602;O-U Niet-commerciële dienstverlening;Waarde;2016;49.9;1.3;7.9;69.2;17.5;12.2;1.2;7.9;16.0;71.5;4.6
603;O-U Niet-commerciële dienstverlening;Waarde;2017;48.1;1.2;8.2;69.7;16.8;12.3;1.3;8.4;16.5;70.2;4.8
604;O-U Niet-commerciële dienstverlening;Waarde;2018;52.1;1.4;8.9;67.6;18.3;12.8;1.2;9.0;16.0;70.2;4.8
605;O-U Niet-commerciële dienstverlening;Waarde;2019;51.1;1.4;9.1;68.4;16.9;13.3;1.4;9.2;16.5;69.4;4.9
606;O-U Niet-commerciële dienstverlening;Waarde;2020;47.1;1.3;8.7;64.1;20.3;14.3;1.4;9.2;15.5;69.5;5.9
607;O-U Niet-commerciële dienstverlening;Waarde;2021;47.1;1.3;9.4;61.2;21.2;16.0;1.6;10.3;16.0;67.0;6.7
608;O-U Niet-commerciële dienstverlening;Waarde;2022;62.3;1.7;10.5;63.8;24.9;10.1;1.2;8.5;13.7;70.5;7.3
609;O-U Niet-commerciële dienstverlening;Waarde;2023;54.2;1.5;9.5;68.8;19.4;10.5;1.3;7.8;14.8;70.3;7.1
610;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2014;46.7;1.1;7.1;68.7;17.0;10.7;0.9;7.4;16.0;69.4;4.4
611;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2015;48.9;1.1;7.6;67.9;16.8;11.9;1.0;6.6;14.0;72.4;4.6
612;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2016;49.1;1.2;7.4;68.3;16.7;11.5;1.0;7.4;15.3;70.6;4.1
613;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2017;47.2;1.1;7.8;68.8;16.1;11.6;1.1;7.9;15.8;69.4;4.4
614;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2018;51.4;1.3;8.5;66.9;17.7;12.3;1.0;8.5;15.5;69.5;4.4
615;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2019;50.3;1.3;8.7;67.7;16.3;12.7;1.3;8.7;15.9;68.6;4.6
616;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2020;46.4;1.2;8.3;63.2;19.6;13.7;1.2;8.7;14.9;68.7;5.5
617;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2021;46.3;1.3;9.0;60.3;20.5;15.4;1.4;9.8;15.3;66.2;6.3
618;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2022;61.6;1.6;10.1;63.0;24.2;9.7;1.0;8.1;13.2;69.8;6.9
619;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2023;53.5;1.4;9.1;68.1;18.8;10.0;1.1;7.4;14.2;69.6;6.7
620;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2014;48.6;1.3;8.0;70.6;18.7;12.1;1.4;8.6;17.6;71.4;5.4
621;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2015;50.6;1.2;8.5;69.7;18.3;13.1;1.4;7.6;15.3;74.0;5.5
622;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2016;50.8;1.4;8.3;70.1;18.3;12.9;1.4;8.4;16.8;72.4;5.2
623;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2017;49.0;1.2;8.6;70.5;17.5;12.9;1.5;9.0;17.2;71.1;5.2
624;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2018;52.8;1.4;9.3;68.4;19.0;13.4;1.4;9.4;16.6;71.0;5.1
625;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2019;51.8;1.4;9.5;69.2;17.5;13.8;1.7;9.6;17.1;70.1;5.3
626;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2020;47.8;1.4;9.1;64.9;21.0;14.9;1.6;9.7;16.1;70.2;6.3
627;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2021;47.9;1.4;9.9;62.0;22.0;16.6;1.8;10.9;16.6;67.8;7.2
628;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2022;63.0;1.7;10.9;64.6;25.6;10.6;1.4;9.0;14.3;71.2;7.7
629;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2023;55.0;1.6;9.9;69.5;20.0;11.0;1.5;8.2;15.3;71.0;7.5
630;O-Q Overheid en zorg;Waarde;2014;48.1;1.2;7.7;69.3;18.1;11.5;1.1;8.0;16.8;70.5;4.7
631;O-Q Overheid en zorg;Waarde;2015;50.6;1.2;8.3;68.6;17.6;12.6;1.2;7.1;14.8;73.1;5.0
632;O-Q Overheid en zorg;Waarde;2016;50.7;1.3;8.1;69.2;17.5;12.1;1.2;7.9;16.0;71.8;4.4
633;O-Q Overheid en zorg;Waarde;2017;48.5;1.2;8.4;69.4;16.8;12.5;1.3;8.6;16.7;69.9;4.9
634;O-Q Overheid en zorg;Waarde;2018;52.8;1.4;9.0;67.4;18.5;12.8;1.3;8.9;16.2;70.3;4.7
635;O-Q Overheid en zorg;Waarde;2019;51.5;1.4;9.3;68.3;16.8;13.4;1.5;9.2;16.8;69.2;4.9
636;O-Q Overheid en zorg;Waarde;2020;47.9;1.3;8.9;63.8;20.4;14.4;1.3;9.2;15.6;69.5;5.7
637;O-Q Overheid en zorg;Waarde;2021;47.8;1.4;9.6;60.8;21.5;16.1;1.6;10.3;16.1;66.9;6.7
638;O-Q Overheid en zorg;Waarde;2022;63.1;1.7;10.8;63.2;25.2;10.4;1.2;8.7;13.9;70.0;7.3
639;O-Q Overheid en zorg;Waarde;2023;55.0;1.5;9.7;68.8;19.4;10.5;1.3;7.8;15.0;70.1;7.1
640;O-Q Overheid en zorg;Ondergrens 95%-interval;2014;47.1;1.1;7.2;68.2;17.2;10.8;0.9;7.4;16.0;69.5;4.3
641;O-Q Overheid en zorg;Ondergrens 95%-interval;2015;49.7;1.1;7.8;67.6;16.9;12.0;1.0;6.6;14.1;72.3;4.6
642;O-Q Overheid en zorg;Ondergrens 95%-interval;2016;49.9;1.3;7.6;68.3;16.8;11.5;1.0;7.4;15.3;70.9;4.0
643;O-Q Overheid en zorg;Ondergrens 95%-interval;2017;47.6;1.1;7.9;68.4;16.1;11.9;1.1;8.0;16.0;68.9;4.5
644;O-Q Overheid en zorg;Ondergrens 95%-interval;2018;52.1;1.3;8.6;66.6;17.8;12.3;1.1;8.4;15.6;69.5;4.3
645;O-Q Overheid en zorg;Ondergrens 95%-interval;2019;50.7;1.3;8.9;67.5;16.2;12.8;1.3;8.7;16.1;68.4;4.5
646;O-Q Overheid en zorg;Ondergrens 95%-interval;2020;47.1;1.3;8.5;63.0;19.7;13.8;1.2;8.7;15.0;68.7;5.3
647;O-Q Overheid en zorg;Ondergrens 95%-interval;2021;47.0;1.3;9.1;59.9;20.8;15.4;1.4;9.7;15.5;66.1;6.3
648;O-Q Overheid en zorg;Ondergrens 95%-interval;2022;62.3;1.6;10.4;62.4;24.5;9.9;1.1;8.3;13.4;69.3;6.9
649;O-Q Overheid en zorg;Ondergrens 95%-interval;2023;54.2;1.5;9.3;68.0;18.8;10.1;1.1;7.4;14.4;69.4;6.6
650;O-Q Overheid en zorg;Bovengrens 95%-interval;2014;49.1;1.3;8.2;70.3;18.9;12.3;1.4;8.6;17.6;71.5;5.3
651;O-Q Overheid en zorg;Bovengrens 95%-interval;2015;51.5;1.2;8.7;69.5;18.4;13.3;1.4;7.6;15.5;74.0;5.5
652;O-Q Overheid en zorg;Bovengrens 95%-interval;2016;51.6;1.4;8.5;70.0;18.2;12.8;1.4;8.5;16.7;72.6;4.8
653;O-Q Overheid en zorg;Bovengrens 95%-interval;2017;49.4;1.3;8.9;70.3;17.6;13.2;1.5;9.1;17.4;70.8;5.3
654;O-Q Overheid en zorg;Bovengrens 95%-interval;2018;53.6;1.5;9.4;68.2;19.2;13.4;1.5;9.3;16.8;71.0;5.0
655;O-Q Overheid en zorg;Bovengrens 95%-interval;2019;52.3;1.4;9.7;69.1;17.5;14.0;1.7;9.7;17.4;69.9;5.3
656;O-Q Overheid en zorg;Bovengrens 95%-interval;2020;48.6;1.4;9.4;64.7;21.1;15.1;1.6;9.7;16.2;70.3;6.2
657;O-Q Overheid en zorg;Bovengrens 95%-interval;2021;48.6;1.4;10.0;61.7;22.3;16.7;1.8;10.8;16.8;67.8;7.2
658;O-Q Overheid en zorg;Bovengrens 95%-interval;2022;63.8;1.8;11.3;64.0;26.0;10.9;1.4;9.2;14.5;70.8;7.8
659;O-Q Overheid en zorg;Bovengrens 95%-interval;2023;55.7;1.6;10.2;69.5;20.1;11.0;1.5;8.3;15.5;70.9;7.5
660;O Openbaar bestuur en overheidsdiensten;Waarde;2014;50.7;1.1;8.5;67.5;20.9;10.6;1.0;6.2;14.5;74.5;4.7
661;O Openbaar bestuur en overheidsdiensten;Waarde;2015;52.5;1.1;8.9;67.5;20.5;10.7;1.4;6.0;11.7;78.1;4.1
662;O Openbaar bestuur en overheidsdiensten;Waarde;2016;53.3;1.1;9.3;67.2;20.0;12.0;0.8;7.9;13.7;74.5;4.0
663;O Openbaar bestuur en overheidsdiensten;Waarde;2017;51.2;1.2;9.5;68.1;18.8;11.9;1.2;6.4;14.4;74.2;4.9
664;O Openbaar bestuur en overheidsdiensten;Waarde;2018;55.6;1.3;9.5;65.4;21.7;11.8;1.1;7.9;11.9;76.0;4.3
665;O Openbaar bestuur en overheidsdiensten;Waarde;2019;53.8;1.2;9.8;66.9;19.8;11.8;1.4;7.9;13.6;73.3;5.2
666;O Openbaar bestuur en overheidsdiensten;Waarde;2020;45.0;1.1;9.5;61.5;22.7;14.2;1.5;7.9;14.0;73.2;4.9
667;O Openbaar bestuur en overheidsdiensten;Waarde;2021;43.8;1.1;8.8;60.1;23.0;14.9;2.0;8.6;13.3;72.7;5.4
668;O Openbaar bestuur en overheidsdiensten;Waarde;2022;58.2;1.4;11.4;61.1;25.4;12.2;1.3;6.5;10.0;78.2;5.3
669;O Openbaar bestuur en overheidsdiensten;Waarde;2023;53.5;1.3;10.5;64.9;22.8;10.9;1.4;5.6;11.0;78.2;5.2
670;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2014;48.7;1.0;7.5;65.4;19.2;9.3;0.7;5.2;13.0;72.6;3.9
671;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2015;50.6;1.0;8.0;65.5;18.9;9.5;1.0;5.2;10.5;76.4;3.4
672;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2016;51.5;1.0;8.3;65.3;18.4;10.8;0.5;6.8;12.4;72.7;3.3
673;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2017;49.3;1.0;8.5;66.2;17.2;10.7;0.9;5.5;13.1;72.5;4.1
674;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2018;53.9;1.2;8.6;63.6;20.2;10.7;0.8;6.9;10.8;74.4;3.6
675;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2019;52.2;1.1;8.8;65.1;18.4;10.7;1.1;7.0;12.4;71.6;4.5
676;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2020;43.3;1.0;8.6;59.7;21.2;13.0;1.1;7.0;12.7;71.5;4.2
677;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2021;42.1;1.0;7.9;58.2;21.3;13.6;1.5;7.6;12.0;71.0;4.5
678;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2022;56.5;1.3;10.3;59.3;23.8;11.0;0.9;5.6;8.9;76.6;4.5
679;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2023;51.9;1.2;9.6;63.2;21.4;9.9;1.1;4.8;10.0;76.7;4.5
680;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2014;52.8;1.3;9.5;69.5;22.8;12.0;1.6;7.3;16.2;76.4;5.8
681;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2015;54.3;1.2;9.9;69.3;22.2;12.0;1.9;7.0;13.1;79.7;5.0
682;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2016;55.1;1.2;10.3;69.0;21.6;13.4;1.2;9.0;15.1;76.2;4.9
683;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2017;53.0;1.3;10.6;69.9;20.4;13.3;1.8;7.5;15.8;75.9;5.9
684;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2018;57.3;1.4;10.5;67.1;23.3;13.1;1.5;8.9;13.1;77.5;5.1
685;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2019;55.5;1.3;10.7;68.6;21.3;13.1;2.0;9.0;14.9;74.8;6.1
686;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2020;46.6;1.2;10.4;63.3;24.3;15.6;2.0;8.9;15.3;74.8;5.8
687;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2021;45.5;1.2;9.7;62.0;24.7;16.3;2.6;9.8;14.7;74.4;6.3
688;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2022;59.9;1.5;12.5;62.9;27.1;13.4;1.8;7.5;11.2;79.7;6.2
689;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2023;55.1;1.4;11.5;66.5;24.3;12.0;1.9;6.5;12.2;79.6;6.0
690;P Onderwijs;Waarde;2014;46.8;1.4;6.6;72.8;15.7;10.1;1.4;8.2;18.0;68.7;5.1
691;P Onderwijs;Waarde;2015;50.2;1.3;7.1;73.1;15.8;10.3;0.8;7.4;15.9;71.8;4.8
692;P Onderwijs;Waarde;2016;49.2;1.6;7.6;73.4;14.8;10.5;1.3;8.1;17.5;70.0;4.4
693;P Onderwijs;Waarde;2017;48.6;1.4;7.2;74.2;14.2;10.6;1.1;8.3;18.9;67.2;5.5
694;P Onderwijs;Waarde;2018;52.6;1.6;7.8;73.1;15.8;10.2;0.9;8.6;18.2;68.4;4.8
695;P Onderwijs;Waarde;2019;51.1;1.5;7.8;73.5;13.9;11.6;1.1;9.5;17.8;68.2;4.5
696;P Onderwijs;Waarde;2020;48.2;1.4;7.2;70.0;17.4;11.4;1.1;8.4;16.3;69.5;5.8
697;P Onderwijs;Waarde;2021;45.8;1.4;7.7;66.0;19.7;13.0;1.2;9.7;18.3;65.5;6.5
698;P Onderwijs;Waarde;2022;61.1;1.8;8.4;68.4;23.2;7.6;0.8;7.8;15.4;69.4;7.3
699;P Onderwijs;Waarde;2023;55.1;1.7;8.6;73.8;17.4;7.9;1.0;7.5;16.5;68.6;7.4
700;P Onderwijs;Ondergrens 95%-interval;2014;44.8;1.2;5.6;70.7;14.1;8.8;0.9;7.1;16.3;66.5;4.2
701;P Onderwijs;Ondergrens 95%-interval;2015;48.3;1.2;6.3;71.2;14.3;9.1;0.5;6.4;14.4;69.9;4.0
702;P Onderwijs;Ondergrens 95%-interval;2016;47.4;1.4;6.7;71.5;13.4;9.3;0.9;7.0;16.0;68.1;3.6
703;P Onderwijs;Ondergrens 95%-interval;2017;46.7;1.3;6.4;72.3;12.8;9.4;0.7;7.3;17.3;65.2;4.7
704;P Onderwijs;Ondergrens 95%-interval;2018;51.3;1.5;7.2;71.7;14.7;9.3;0.7;7.7;17.2;67.0;4.2
705;P Onderwijs;Ondergrens 95%-interval;2019;49.8;1.4;7.2;72.2;12.9;10.7;0.8;8.7;16.8;66.9;3.9
706;P Onderwijs;Ondergrens 95%-interval;2020;46.9;1.3;6.6;68.6;16.3;10.5;0.9;7.7;15.3;68.1;5.1
707;P Onderwijs;Ondergrens 95%-interval;2021;44.4;1.3;7.0;64.5;18.5;12.0;0.9;8.9;17.1;64.0;5.7
708;P Onderwijs;Ondergrens 95%-interval;2022;59.8;1.7;7.7;67.1;22.1;6.9;0.6;7.1;14.5;68.2;6.7
709;P Onderwijs;Ondergrens 95%-interval;2023;53.8;1.6;7.9;72.6;16.3;7.2;0.7;6.9;15.6;67.4;6.7
710;P Onderwijs;Bovengrens 95%-interval;2014;48.9;1.5;7.5;74.8;17.5;11.5;2.1;9.6;19.8;70.7;6.2
711;P Onderwijs;Bovengrens 95%-interval;2015;52.1;1.5;8.0;74.9;17.4;11.6;1.3;8.6;17.5;73.7;5.8
712;P Onderwijs;Bovengrens 95%-interval;2016;51.1;1.7;8.5;75.2;16.3;11.8;1.9;9.2;19.1;71.9;5.4
713;P Onderwijs;Bovengrens 95%-interval;2017;50.5;1.6;8.0;76.0;15.7;11.9;1.6;9.6;20.6;69.1;6.6
714;P Onderwijs;Bovengrens 95%-interval;2018;54.0;1.7;8.4;74.4;17.0;11.1;1.2;9.4;19.3;69.7;5.5
715;P Onderwijs;Bovengrens 95%-interval;2019;52.4;1.6;8.4;74.7;14.9;12.5;1.4;10.4;18.9;69.5;5.1
716;P Onderwijs;Bovengrens 95%-interval;2020;49.5;1.5;7.8;71.3;18.6;12.4;1.5;9.2;17.4;70.8;6.5
717;P Onderwijs;Bovengrens 95%-interval;2021;47.2;1.5;8.4;67.5;21.0;14.1;1.6;10.7;19.6;67.0;7.3
718;P Onderwijs;Bovengrens 95%-interval;2022;62.4;1.9;9.0;69.7;24.4;8.3;1.0;8.6;16.4;70.6;8.1
719;P Onderwijs;Bovengrens 95%-interval;2023;56.3;1.7;9.3;75.0;18.5;8.6;1.3;8.2;17.5;69.8;8.1
720;Q Gezondheids- en welzijnszorg;Waarde;2014;47.5;1.1;7.8;68.7;17.7;12.5;1.1;8.6;17.3;69.5;4.6
721;Q Gezondheids- en welzijnszorg;Waarde;2015;50.0;1.2;8.5;67.2;17.1;14.4;1.3;7.4;15.6;71.5;5.5
722;Q Gezondheids- en welzijnszorg;Waarde;2016;50.3;1.3;7.8;68.3;17.5;12.9;1.3;7.9;16.3;71.3;4.5
723;Q Gezondheids- en welzijnszorg;Waarde;2017;47.3;1.1;8.4;67.9;17.1;13.6;1.4;9.7;16.8;68.9;4.6
724;Q Gezondheids- en welzijnszorg;Waarde;2018;51.8;1.4;9.3;65.9;18.2;14.4;1.5;9.4;17.3;68.5;4.8
725;Q Gezondheids- en welzijnszorg;Waarde;2019;50.7;1.4;9.7;66.8;16.7;14.8;1.7;9.6;17.7;67.8;4.9
726;Q Gezondheids- en welzijnszorg;Waarde;2020;49.0;1.4;9.4;62.4;20.6;15.7;1.4;10.0;16.0;67.9;6.1
727;Q Gezondheids- en welzijnszorg;Waarde;2021;50.3;1.5;10.7;59.1;21.6;17.7;1.6;11.2;16.5;64.9;7.4
728;Q Gezondheids- en welzijnszorg;Waarde;2022;65.9;1.8;11.6;61.9;26.0;10.7;1.4;10.0;15.0;66.9;8.1
729;Q Gezondheids- en welzijnszorg;Waarde;2023;55.6;1.5;9.8;68.4;18.8;11.5;1.3;8.9;16.1;67.2;7.8
730;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2014;46.1;1.1;7.2;67.2;16.6;11.5;0.8;7.8;16.2;68.0;4.0
731;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2015;48.8;1.1;7.8;65.9;16.2;13.5;1.0;6.7;14.7;70.3;4.9
732;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2016;49.1;1.2;7.2;67.0;16.5;12.1;1.1;7.2;15.4;70.1;4.0
733;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2017;46.1;1.0;7.8;66.6;16.1;12.7;1.1;8.9;15.8;67.7;4.0
734;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2018;50.7;1.3;8.7;64.8;17.3;13.6;1.2;8.8;16.4;67.4;4.3
735;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2019;49.6;1.3;9.1;65.6;15.8;13.9;1.4;8.9;16.8;66.6;4.4
736;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2020;47.9;1.3;8.8;61.1;19.6;14.8;1.1;9.3;15.1;66.8;5.5
737;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2021;49.2;1.4;10.0;57.8;20.6;16.8;1.3;10.4;15.6;63.7;6.7
738;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2022;64.9;1.7;10.9;60.8;25.0;10.0;1.1;9.3;14.2;65.8;7.5
739;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2023;54.5;1.5;9.2;67.4;17.9;10.8;1.1;8.3;15.3;66.1;7.2
740;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2014;48.9;1.2;8.5;70.1;19.0;13.6;1.4;9.5;18.5;70.9;5.4
741;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2015;51.2;1.2;9.1;68.4;18.2;15.4;1.6;8.1;16.6;72.7;6.1
742;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2016;51.5;1.4;8.3;69.5;18.5;13.8;1.7;8.6;17.3;72.5;5.1
743;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2017;48.6;1.2;9.0;69.2;18.1;14.6;1.7;10.5;17.9;70.2;5.2
744;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2018;52.8;1.5;9.9;67.1;19.1;15.2;1.8;10.1;18.2;69.6;5.3
745;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2019;51.8;1.4;10.4;67.9;17.7;15.7;2.1;10.3;18.6;68.9;5.5
746;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2020;50.1;1.5;10.0;63.6;21.6;16.7;1.7;10.8;16.9;69.1;6.7
747;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2021;51.5;1.6;11.3;60.3;22.7;18.7;1.9;12.0;17.5;66.1;8.1
748;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2022;66.9;1.9;12.2;63.1;27.0;11.4;1.7;10.7;15.8;67.9;8.8
749;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2023;56.6;1.6;10.4;69.5;19.7;12.2;1.6;9.6;17.0;68.3;8.4
750;R-U Cultuur, recreatie, overige diensten;Waarde;2014;43.4;1.2;5.8;73.5;15.4;9.9;1.2;8.1;16.4;69.1;6.4
751;R-U Cultuur, recreatie, overige diensten;Waarde;2015;41.5;0.9;6.2;71.5;16.5;10.8;1.2;7.4;13.2;74.1;5.3
