ID;Geslacht;Leeftijd;KenmerkenPersonen;Marges;Perioden;Rokers_1;ExRokers_2;NooitRokers_3;Drinkers_4;ExDrinkers_5;NooitDrinkers_6;ZwareDrinkersOnderDrinkers_7;OvermatigeDrinkersOnderDrinkers_8;GlazenAlcoholPerDag_9;Maximaal1GlasPerDagOnderBevolking_10;RichtlijnAlcoholgebruik12JrOfOuder_11;AfgelopenMaand_12;AfgelopenJaar_13;Ooit_14;AfgelopenMaand_15;AfgelopenJaar_16;Ooit_17;AgelopenMaand_18;AfgelopenJaar_19;Ooit_20;AfgelopenMaand_21;AfgelopenJaar_22;Ooit_23;AfgelopenMaand_24;AfgelopenJaar_25;Ooit_26;AfgelopenMaand_27;AfgelopenJaar_28;Ooit_29;AfgelopenMaand_30;AfgelopenJaar_31;Ooit_32;OpgegevenLengte18JaarOfOuder_33;OpgegevenGewicht18JaarOfOuder_34;Ondergewicht_35;NormaalGewicht_36;Overgewicht_37;MatigOvergewicht_38;ErnstigOvergewicht_39;VoldoetAanBeweegrichtlijn_40;VoldoendeMatigIntensieveInspanning_41;VoldoendeBotSpierversterkActiviteit_42;WekelijkseSporters_43;AbonnementSportaanbieder_44;LidSportvereniging_45;Inactief_46;SemiActief_47;Normactief_48;Inactief_49;SemiActief_50;Normactief_51;VoldoenAanCombinorm_52;WekelijkseSporters_53;HeeftRisicovolleSeksGehad_54;RisicoOngeplandeZwangerschap1649Jr_55;HivTest_56;SoaTestExclHivTest_57;AnticonceptiegebruikInclPil1649_58;GebruikAnticonceptiepil1649Jaar_59;k_7DagenPerWeekVoldoendeFruit_60;Minimaal5DagenPWVoldoendeFruit_61;k_7DagenPerWeekVoldoendeGroente_62;Minimaal5DagenPWVoldoendeGroente_63;Minimaal1DagPerWeek_64;Min2DagenPWWaarvan1XVetteVis_65;InDeAfgelopen5Jaar_66;LangerDan5JaarGeleden_67;Nooit_68;WeetNiet_69;InDeAfgelopen2Jaar_70;LangerDan2JaarGeleden_71;Nooit_72;WeetNiet_73;InDeAfgelopen5Jaar_74;NietInDeAfgelopen5Jaar_75;WeetNiet_76;InDeAfgelopen12Maanden_77;LangerDan12MaandenGeleden_78;Nooit_79;WeetNiet_80;InDeAfgelopen12Maanden_81;LangerDan12MaandenGeleden_82;Nooit_83;WeetNiet_84;InDeAfgelopen12Maanden_85;LangerDan12MaandenGeleden_86;Nooit_87;WeetNiet_88;InDeAfgelopen2Jaar_89;LangerDan2JaarGeleden_90;Nooit_91;WeetNiet_92;InDeAfgelopen12Maanden_93;LangerDan12MaandenGeleden_94;Nooit_95;WeetNiet_96;Griepprik16JaarOfOuder_97;Bloeddonoren18Tot70Jaar_98;Mantelzorger_99;UrenMantelzorgPerWeek_100;ZwaarBelasteMantelzorgers_101
2062;Vrouwen;45 tot 65 jaar;Onderwijsniveau: 2 middelbaar;Bovengrens 95%-interval;2018/2019;23.0;38.8;46.1;80.4;14.4;11.1;10.3;10.5;1.0;51.2;51.2;2.3;3.1;13.3;0.7;1.1;4.6;0.2;0.5;1.6;0.4;0.7;3.2;0.0;0.2;2.4;0.6;0.7;2.5;2.5;3.6;14.1;168.4;74.9;1.1;50.4;54.7;34.5;22.4;51.6;56.8;84.7;50.9;30.1;16.6;;;;;;;;;2.8;;2.9;2.5;72.1;29.3;36.0;45.9;23.8;43.0;64.2;23.1;79.8;19.3;4.5;2.9;66.0;16.3;24.5;0.7;;;;57.3;44.6;1.7;3.7;39.6;33.6;27.2;8.9;40.8;33.9;23.3;11.4;29.5;5.9;67.1;5.1;5.1;19.9;80.1;1.0;19.6;;33.2;10.2;18.7
2063;Vrouwen;45 tot 65 jaar;Onderwijsniveau: 2 middelbaar;Bovengrens 95%-interval;2020/2021;20.1;41.5;47.5;79.1;18.1;10.2;10.4;10.1;0.8;55.8;55.8;2.8;4.1;15.1;2.1;2.8;7.1;1.3;1.3;2.6;1.1;1.6;5.4;;1.1;2.7;1.4;1.9;4.5;3.8;5.2;15.8;168.7;75.6;2.3;47.6;57.5;37.5;22.7;53.4;59.6;85.3;50.5;27.7;17.3;;;;;;;;;2.0;16.7;2.5;2.7;73.2;30.7;35.1;44.6;21.7;45.8;59.5;21.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.6;;30.3;11.3;18.4
2064;Vrouwen;45 tot 65 jaar;Onderwijsniveau: 3 hoog;Waarde;2014/2015;14.2;36.9;48.8;86.3;8.9;4.8;8.5;13.7;1.1;38.2;38.2;;;;;;;;;;;;;;;;;;;;;;168.7;71.7;1.3;55.7;43.0;29.5;13.5;;;;;;;6.4;28.7;64.9;48.2;20.5;31.3;66.6;66.2;1.2;31.3;2.5;2.9;65.5;16.7;38.4;48.0;43.1;70.9;70.2;27.2;81.1;13.7;3.3;1.8;57.7;18.4;23.5;0.5;;;;45.7;51.3;1.6;1.4;29.8;36.0;28.0;6.2;30.5;36.7;21.7;11.1;7.5;6.6;80.7;5.3;2.1;13.3;84.2;0.5;18.1;6.3;;;
2065;Vrouwen;45 tot 65 jaar;Onderwijsniveau: 3 hoog;Waarde;2016/2017;13.3;38.2;48.5;86.3;8.7;5.0;7.8;11.1;1.0;42.4;42.4;0.8;1.9;18.5;0.3;1.7;7.9;0.0;0.2;2.6;0.2;0.8;3.9;0.0;0.4;2.8;0.1;0.5;3.9;1.1;2.9;19.5;169.0;71.3;2.0;57.0;41.0;30.6;10.4;57.2;61.7;86.9;65.9;32.9;20.0;5.8;31.0;63.2;49.1;20.4;30.6;65.4;67.6;1.5;;2.8;2.3;67.1;15.0;40.4;50.1;28.2;55.2;68.3;28.2;78.4;16.7;3.5;1.5;57.0;19.0;23.7;0.3;;;;45.3;49.4;1.5;3.7;28.2;35.0;28.7;8.1;26.4;38.5;25.6;9.6;14.7;6.7;75.8;2.8;2.1;16.3;81.2;0.3;16.0;;27.6;6.6;16.7
2066;Vrouwen;45 tot 65 jaar;Onderwijsniveau: 3 hoog;Waarde;2018/2019;11.2;35.6;53.2;87.5;8.7;3.8;7.1;10.7;0.9;41.8;41.8;2.0;3.0;19.2;0.5;1.0;6.1;0.2;0.3;1.8;0.2;0.6;4.2;0.0;0.3;2.2;0.4;0.4;2.8;2.2;3.3;20.3;169.6;71.9;1.4;57.5;41.1;28.1;13.1;57.6;61.9;88.1;66.3;37.0;17.5;;;;;;;;;0.8;;2.8;3.1;66.2;19.3;38.3;47.7;30.1;57.3;67.0;26.3;80.0;14.1;3.7;2.2;57.6;17.5;24.9;0.0;;;;47.7;47.0;1.8;3.4;27.4;40.3;24.2;8.1;29.8;37.4;20.6;12.2;24.1;7.0;62.8;6.1;3.4;17.7;78.4;0.6;16.0;;29.0;7.0;20.8
2067;Vrouwen;45 tot 65 jaar;Onderwijsniveau: 3 hoog;Waarde;2020/2021;10.0;35.1;54.9;81.3;13.8;4.9;7.3;7.6;0.8;51.3;51.3;1.1;1.7;16.9;0.4;1.3;5.9;0.1;0.2;1.2;0.2;0.6;3.3;0.0;0.3;1.9;0.1;0.5;3.0;1.5;2.9;18.2;170.0;73.1;0.9;54.9;44.3;30.9;13.4;56.2;57.9;92.4;65.0;30.4;19.7;;;;;;;;;0.7;9.1;1.0;1.5;65.5;17.0;35.7;45.3;30.5;55.6;66.6;25.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.7;;25.1;9.0;16.8
2068;Vrouwen;45 tot 65 jaar;Onderwijsniveau: 3 hoog;Ondergrens 95%-interval;2014/2015;11.6;33.3;45.0;83.7;6.7;3.2;6.2;10.9;1.0;34.5;34.5;;;;;;;;;;;;;;;;;;;;;;168.2;70.7;0.4;51.9;39.2;26.0;10.9;;;;;;;4.5;25.3;61.2;44.3;17.4;27.7;63.0;62.6;0.3;25.0;1.3;1.6;58.7;11.8;34.8;44.2;39.3;67.5;66.7;23.9;78.2;11.1;1.9;0.8;54.0;15.4;20.2;0.0;;;;41.9;47.5;0.7;0.5;26.3;32.4;24.6;4.3;27.0;33.1;18.6;8.7;5.5;4.7;77.7;3.6;1.0;10.8;81.4;0.0;15.1;4.5;;;
2069;Vrouwen;45 tot 65 jaar;Onderwijsniveau: 3 hoog;Ondergrens 95%-interval;2016/2017;10.9;34.7;44.9;83.9;6.6;3.4;5.7;8.6;0.9;38.8;38.8;0.1;0.9;15.7;0.0;0.8;5.9;0.0;0.0;1.5;0.0;0.2;2.5;0.0;0.0;1.6;0.0;0.0;2.5;0.3;1.7;16.6;168.5;70.4;1.0;53.5;37.4;27.2;8.2;53.6;58.2;84.4;62.5;29.5;17.1;4.1;27.7;59.7;45.4;17.4;27.2;61.9;64.2;0.6;;1.6;1.2;60.5;10.2;36.8;46.5;25.0;51.7;64.9;24.9;75.5;14.0;2.1;0.6;53.4;16.2;20.7;0.0;;;;41.7;45.8;0.6;2.3;24.9;31.6;25.4;6.2;23.2;35.0;22.5;7.4;12.2;4.9;72.7;1.6;1.0;13.7;78.4;0.0;13.4;;24.4;5.2;11.6
2070;Vrouwen;45 tot 65 jaar;Onderwijsniveau: 3 hoog;Ondergrens 95%-interval;2018/2019;9.1;32.3;49.8;85.3;6.8;2.5;5.2;8.5;0.9;38.4;38.4;1.0;1.8;16.5;0.0;0.3;4.4;0.0;0.0;0.9;0.0;0.1;2.8;0.0;0.0;1.2;0.0;0.0;1.7;1.2;2.1;17.6;169.1;70.9;0.6;54.1;37.7;25.0;10.7;54.2;58.5;85.9;63.1;33.7;14.9;;;;;;;;;0.2;;1.7;1.9;59.7;13.9;35.0;44.3;27.0;53.9;63.7;23.3;77.3;11.7;2.4;1.2;54.2;14.9;21.9;0.0;;;;44.3;43.6;0.9;2.2;24.3;36.9;21.3;6.3;26.7;34.1;17.9;9.9;21.2;5.3;59.5;4.5;2.2;15.1;75.6;0.1;13.5;;25.9;5.5;15.7
2071;Vrouwen;45 tot 65 jaar;Onderwijsniveau: 3 hoog;Ondergrens 95%-interval;2020/2021;7.9;31.8;51.3;78.3;11.5;3.5;5.5;5.7;0.7;47.7;47.7;0.5;1.0;14.4;0.1;0.7;4.4;0.0;0.0;0.6;0.0;0.3;2.2;;0.1;1.1;0.0;0.2;2.0;0.8;1.9;15.6;169.5;72.1;0.4;51.3;40.7;27.7;11.1;52.6;54.3;90.2;61.4;27.2;17.0;;;;;;;;;0.2;5.6;0.5;0.8;57.9;12.6;32.3;41.7;27.3;52.1;63.1;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.0;;22.2;6.4;12.2
2072;Vrouwen;45 tot 65 jaar;Onderwijsniveau: 3 hoog;Bovengrens 95%-interval;2014/2015;16.9;40.6;52.6;88.9;11.1;6.4;10.8;16.6;1.2;41.9;41.9;;;;;;;;;;;;;;;;;;;;;;169.2;72.8;2.1;59.5;46.8;32.9;16.1;;;;;;;8.2;32.2;68.6;52.0;23.6;34.9;70.3;69.8;2.1;37.6;3.7;4.2;72.2;21.5;42.1;51.7;46.8;74.3;73.6;30.6;84.1;16.3;4.6;2.9;61.5;21.3;26.7;1.0;;;;49.5;55.1;2.6;2.3;33.2;39.7;31.4;8.0;34.0;40.4;24.8;13.5;9.4;8.5;83.7;7.0;3.1;15.9;86.9;1.0;21.1;8.1;;;
2073;Vrouwen;45 tot 65 jaar;Onderwijsniveau: 3 hoog;Bovengrens 95%-interval;2016/2017;15.8;41.7;52.1;88.8;10.7;6.6;9.9;13.5;1.1;45.9;45.9;1.4;2.9;21.3;0.7;2.7;9.8;0.0;0.5;3.8;0.4;1.5;5.3;0.0;0.9;4.0;0.4;0.9;5.3;1.8;4.1;22.3;169.5;72.3;3.0;60.6;44.6;33.9;12.6;60.8;65.3;89.3;69.4;36.3;22.9;7.5;34.4;66.7;52.7;23.3;33.9;68.9;71.0;2.5;;4.0;3.4;73.7;19.8;43.9;53.7;31.5;58.8;71.6;31.4;81.4;19.3;4.8;2.3;60.5;21.9;26.8;0.7;;;;48.9;53.0;2.4;5.1;31.4;38.4;31.9;10.1;29.5;42.0;28.8;11.7;17.3;8.5;78.9;4.0;3.1;19.0;84.1;0.8;18.7;;30.9;8.0;21.8
2074;Vrouwen;45 tot 65 jaar;Onderwijsniveau: 3 hoog;Bovengrens 95%-interval;2018/2019;13.4;38.9;56.6;89.8;10.6;5.1;8.9;13.0;1.0;45.2;45.2;2.9;4.1;21.9;0.9;1.6;7.7;0.5;0.7;2.7;0.6;1.1;5.6;0.0;0.6;3.2;0.8;0.8;4.0;3.2;4.6;23.1;170.0;72.8;2.2;60.9;44.5;31.1;15.4;61.0;65.2;90.3;69.6;40.3;20.1;;;;;;;;;1.5;;4.0;4.3;72.7;24.6;41.6;51.1;33.2;60.7;70.2;29.3;82.8;16.5;5.0;3.2;61.0;20.1;27.8;0.0;;;;51.1;50.4;2.7;4.7;30.4;43.6;27.1;10.0;33.0;40.7;23.4;14.4;27.0;8.8;66.1;7.7;4.6;20.3;81.2;1.1;18.6;;32.1;8.6;26.0
2075;Vrouwen;45 tot 65 jaar;Onderwijsniveau: 3 hoog;Bovengrens 95%-interval;2020/2021;12.5;38.6;58.5;84.0;16.5;6.8;9.7;10.1;0.9;54.9;54.9;2.4;3.0;19.8;1.1;2.4;7.9;0.8;0.7;2.5;1.0;1.5;4.8;;1.2;3.4;0.5;1.2;4.6;2.9;4.4;21.1;170.5;74.2;1.8;58.4;47.9;34.3;16.0;59.8;61.5;94.1;68.4;33.8;22.6;;;;;;;;;1.9;14.4;2.1;2.7;72.5;22.6;39.2;48.9;33.9;59.2;69.9;28.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.6;;28.2;11.7;22.7
2076;Vrouwen;45 tot 65 jaar;Onderwijsniveau: weet niet of onbekend;Waarde;2014/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2077;Vrouwen;45 tot 65 jaar;Onderwijsniveau: weet niet of onbekend;Waarde;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2078;Vrouwen;45 tot 65 jaar;Onderwijsniveau: weet niet of onbekend;Waarde;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2079;Vrouwen;45 tot 65 jaar;Onderwijsniveau: weet niet of onbekend;Waarde;2020/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2080;Vrouwen;45 tot 65 jaar;Onderwijsniveau: weet niet of onbekend;Ondergrens 95%-interval;2014/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2081;Vrouwen;45 tot 65 jaar;Onderwijsniveau: weet niet of onbekend;Ondergrens 95%-interval;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2082;Vrouwen;45 tot 65 jaar;Onderwijsniveau: weet niet of onbekend;Ondergrens 95%-interval;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2083;Vrouwen;45 tot 65 jaar;Onderwijsniveau: weet niet of onbekend;Ondergrens 95%-interval;2020/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2084;Vrouwen;45 tot 65 jaar;Onderwijsniveau: weet niet of onbekend;Bovengrens 95%-interval;2014/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2085;Vrouwen;45 tot 65 jaar;Onderwijsniveau: weet niet of onbekend;Bovengrens 95%-interval;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2086;Vrouwen;45 tot 65 jaar;Onderwijsniveau: weet niet of onbekend;Bovengrens 95%-interval;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2087;Vrouwen;45 tot 65 jaar;Onderwijsniveau: weet niet of onbekend;Bovengrens 95%-interval;2020/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2088;Vrouwen;45 tot 65 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Waarde;2014/2015;33.2;30.4;36.4;63.6;22.6;13.8;13.2;18.7;1.5;55.9;55.9;;;;;;;;;;;;;;;;;;;;;;166.2;73.5;1.9;39.4;58.7;34.4;24.3;;;;;;;17.1;29.8;53.1;67.5;12.2;20.3;53.8;32.4;2.6;;4.4;3.7;;;28.0;34.2;25.7;52.7;55.8;17.5;68.3;22.8;4.9;4.0;54.5;20.7;23.7;1.2;;;;53.0;41.3;3.6;2.2;34.0;31.8;26.4;7.8;33.5;33.0;23.5;9.9;9.9;7.3;77.4;5.4;3.4;16.3;78.4;2.0;22.7;3.4;;;
2089;Vrouwen;45 tot 65 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Waarde;2016/2017;36.1;27.4;36.5;59.6;19.4;21.0;16.1;15.3;0.9;61.3;61.3;3.0;3.8;16.4;0.4;1.2;6.5;0.0;0.0;3.8;0.0;0.5;3.5;0.0;0.0;3.9;0.4;0.8;3.8;3.4;4.2;16.8;166.1;74.5;2.6;40.0;57.4;26.9;30.5;32.5;40.4;68.4;30.8;15.5;7.7;19.8;28.2;52.0;69.2;9.6;21.1;53.2;33.0;2.1;;2.1;1.7;;;32.2;39.9;21.1;36.4;58.7;21.2;68.9;16.7;8.2;6.2;49.3;23.3;25.6;1.8;;;;62.8;31.9;0.8;4.5;45.7;23.9;20.9;9.5;46.6;24.2;19.3;9.9;21.5;6.4;65.1;7.0;4.5;21.7;70.4;3.4;29.3;;19.1;;
2090;Vrouwen;45 tot 65 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Waarde;2018/2019;32.8;28.6;38.6;58.0;20.7;21.2;15.2;12.0;1.0;60.6;60.6;3.7;5.4;18.3;0.4;0.4;6.2;0.0;0.0;1.5;0.0;0.0;3.8;0.0;0.0;4.1;0.4;0.4;2.5;4.1;5.8;19.5;165.7;74.0;1.7;40.3;57.9;31.8;26.1;37.8;43.6;74.2;27.4;12.3;6.7;;;;;;;;;3.5;;2.5;1.4;;;26.9;34.3;20.6;35.2;58.9;22.1;64.9;21.6;9.2;4.3;53.9;19.7;25.2;1.3;;;;63.3;31.3;2.7;2.7;48.9;28.7;16.5;5.9;50.0;25.6;18.0;6.4;28.3;6.4;58.7;6.6;8.5;24.8;65.4;1.3;26.1;;22.2;;
2091;Vrouwen;45 tot 65 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Waarde;2020/2021;31.1;28.2;40.8;49.3;31.4;19.4;9.3;10.3;0.7;71.8;71.8;3.8;5.6;17.2;3.0;3.4;8.6;0.9;0.9;2.1;1.1;1.1;4.2;0.4;0.8;3.4;1.1;1.1;4.6;6.2;8.0;18.9;166.4;74.0;1.7;44.0;54.3;30.2;24.1;32.5;38.0;76.0;24.3;10.2;5.0;;;;;;;;;1.7;;1.5;1.0;;;28.5;40.2;22.1;41.4;52.4;17.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.2;;19.8;;
2092;Vrouwen;45 tot 65 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Ondergrens 95%-interval;2014/2015;28.4;25.7;31.4;58.6;18.3;10.3;8.8;13.7;1.1;50.8;50.8;;;;;;;;;;;;;;;;;;;;;;165.5;72.0;0.5;34.3;53.6;29.5;19.9;;;;;;;13.2;25.0;47.8;62.6;8.8;16.0;48.6;27.5;0.8;;2.2;1.7;;;23.4;29.4;21.2;47.5;50.8;13.6;63.6;18.5;2.7;2.0;49.4;16.5;19.3;0.1;;;;47.9;36.2;1.7;0.7;29.1;27.1;21.8;5.0;28.7;28.2;19.1;6.9;6.9;4.6;73.1;3.1;1.5;12.5;74.2;0.5;18.3;1.5;;;
2093;Vrouwen;45 tot 65 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Ondergrens 95%-interval;2016/2017;31.0;22.8;31.5;54.4;15.3;16.8;11.1;10.4;0.8;56.2;56.2;1.2;1.8;12.6;0.0;0.1;3.9;0.0;0.0;1.8;0.0;0.0;1.5;0.0;0.0;1.9;0.0;0.0;1.8;1.5;2.1;12.8;165.3;72.9;1.0;34.8;52.2;22.2;25.6;27.5;35.2;63.5;25.9;11.7;4.9;15.5;23.4;46.6;64.3;6.4;16.8;47.8;28.0;0.4;;0.5;0.3;;;27.3;34.8;16.9;31.3;53.5;16.9;64.0;12.8;5.3;3.7;44.1;18.9;21.0;0.4;;;;57.7;27.1;0.0;2.3;40.5;19.4;16.7;6.4;41.4;19.7;15.2;6.8;17.2;3.8;60.2;4.3;2.3;17.4;65.6;1.5;24.5;;15.0;;
2094;Vrouwen;45 tot 65 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Ondergrens 95%-interval;2018/2019;28.3;24.2;33.8;53.2;16.8;17.2;10.6;7.8;0.8;55.9;55.9;1.8;3.2;14.5;0.0;0.0;3.9;0.0;0.0;0.3;0.0;0.0;1.9;0.0;0.0;2.2;0.0;0.0;1.0;2.1;3.5;15.7;165.0;72.4;0.5;35.5;53.1;27.3;21.8;33.1;38.8;69.9;23.0;9.1;4.2;;;;;;;;;1.5;;0.8;0.2;;;22.6;29.7;16.7;30.6;54.1;18.0;60.3;17.6;6.4;2.3;49.0;15.9;20.9;0.2;;;;58.6;26.8;1.2;1.1;44.0;24.3;12.9;3.6;45.2;21.4;14.2;4.0;23.9;4.0;53.9;4.2;5.8;20.6;60.8;0.2;21.7;;18.1;;
2095;Vrouwen;45 tot 65 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Ondergrens 95%-interval;2020/2021;25.5;23.0;34.7;43.0;25.8;14.7;5.3;6.0;0.6;65.9;65.9;1.9;3.2;12.9;1.4;1.7;5.6;0.2;0.2;0.9;0.3;0.3;2.2;0.1;0.2;1.7;0.3;0.3;2.5;3.7;5.1;14.4;165.4;72.0;0.7;37.9;48.0;24.7;18.9;26.8;32.0;70.1;19.3;7.1;2.9;;;;;;;;;0.5;;0.5;0.3;;;23.3;34.2;17.2;35.4;46.1;13.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.6;;15.3;;
2096;Vrouwen;45 tot 65 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Bovengrens 95%-interval;2014/2015;38.1;35.1;41.3;68.5;26.9;17.3;17.7;23.8;1.8;61.0;61.0;;;;;;;;;;;;;;;;;;;;;;166.9;75.0;3.3;44.4;63.8;39.3;28.8;;;;;;;21.1;34.6;58.3;72.5;15.7;24.5;59.1;37.4;4.5;;6.5;5.7;;;32.6;39.1;30.2;57.8;60.9;21.4;73.1;27.1;7.1;6.1;59.6;24.8;28.0;2.3;;;;58.1;46.3;5.5;3.7;38.9;36.6;30.9;10.5;38.4;37.9;27.8;13.0;13.0;10.0;81.7;7.7;5.2;20.0;82.6;3.4;27.2;5.2;;;
2097;Vrouwen;45 tot 65 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Bovengrens 95%-interval;2016/2017;41.1;32.1;41.5;64.7;23.5;25.3;21.2;20.1;1.1;66.4;66.4;4.8;5.8;20.3;1.1;2.4;9.1;0.0;0.0;5.8;0.0;1.2;5.4;0.0;0.0;5.9;1.1;1.7;5.9;5.3;6.2;20.7;166.9;76.1;4.3;45.1;62.6;31.6;35.4;37.4;45.6;73.4;35.7;19.3;10.5;24.1;33.1;57.3;74.2;12.8;25.5;58.5;38.1;3.8;;3.7;3.2;;;37.1;45.0;25.4;41.4;63.8;25.5;73.7;20.6;11.0;8.7;54.5;27.8;30.1;3.2;;;;67.8;36.8;1.7;6.7;50.9;28.3;25.2;12.5;51.8;28.6;23.4;13.0;25.8;8.9;70.1;9.7;6.6;26.0;75.1;5.3;34.1;;23.3;;
2098;Vrouwen;45 tot 65 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Bovengrens 95%-interval;2018/2019;37.4;33.0;43.3;62.8;24.7;25.2;19.8;16.1;1.1;65.4;65.4;5.5;7.6;22.0;1.0;1.0;8.6;0.0;0.0;2.7;0.0;0.0;5.7;0.0;0.0;6.1;1.0;1.0;4.0;6.0;8.1;23.4;166.4;75.7;3.0;45.1;62.8;36.4;30.4;42.6;48.5;78.5;31.7;15.5;9.1;;;;;;;;;5.5;;4.1;2.7;;;31.3;39.0;24.5;39.9;63.7;26.1;69.6;25.6;12.0;6.2;58.7;23.6;29.4;2.3;;;;68.0;35.8;4.3;4.2;53.8;33.1;20.1;8.2;54.9;29.9;21.7;8.8;32.7;8.8;63.5;9.0;11.2;29.0;70.0;2.4;30.4;;26.2;;
2099;Vrouwen;45 tot 65 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Bovengrens 95%-interval;2020/2021;37.2;34.0;47.1;55.5;37.5;25.1;15.8;17.0;0.9;77.0;77.0;7.5;9.7;22.5;6.3;6.8;13.0;3.4;3.4;5.1;4.2;4.2;7.7;2.7;3.1;6.8;3.4;3.4;8.1;10.3;12.4;24.3;167.4;75.9;4.1;50.4;60.5;36.3;30.1;38.7;44.3;81.0;30.1;14.4;8.4;;;;;;;;;5.2;;4.7;4.0;;;34.4;46.4;27.9;47.7;58.6;22.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.7;;25.1;;
2100;Vrouwen;45 tot 65 jaar;Gestandaardiseerd inkomen: 2e 20%-groep;Waarde;2014/2015;32.7;35.0;32.3;66.3;18.3;15.4;8.6;12.8;1.0;55.5;55.5;;;;;;;;;;;;;;;;;;;;;;166.4;74.0;2.2;37.5;60.3;37.4;22.9;;;;;;;14.8;31.3;54.0;64.6;11.4;24.0;55.4;31.4;2.1;;1.7;2.0;;;28.9;36.6;29.4;51.7;57.3;17.6;70.4;20.1;5.2;4.3;60.2;17.8;20.7;1.3;;;;64.8;32.1;1.7;1.4;44.6;25.6;21.7;8.1;45.1;25.0;21.2;8.6;10.3;7.6;78.9;3.2;5.6;22.6;70.3;1.6;30.7;3.1;;;
