ID;Functions;Financing;Periods;HealthCareExpenditure_1
7975;HC42: Imaging diagnosis;HF121a: Long-term care insurance;1998;0.0
7976;HC42: Imaging diagnosis;HF121a: Long-term care insurance;1999;0.0
7977;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2000;0.0
7978;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2001;0.0
7979;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2002;0.0
7980;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2003;0.0
7981;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2004;0.0
7982;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2005;0.0
7983;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2006;0.0
7984;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2007;0.0
7985;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2008;0.0
7986;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2009;0.0
7987;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2010;0.0
7988;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2011;0.0
7989;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2012;0.0
7990;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2013;0.0
7991;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2014;0.0
7992;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2015;0.0
7993;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2016;0.0
7994;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2017;0.0
7995;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2018;0.0
7996;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2019;0.0
7997;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2020;0.0
7998;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2021;0.0
7999;HC42: Imaging diagnosis;HF121a: Long-term care insurance;2022;0.0
8000;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;1998;32.0
8001;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;1999;33.0
8002;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2000;34.0
8003;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2001;38.0
8004;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2002;34.0
8005;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2003;43.0
8006;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2004;39.0
8007;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2005;45.0
8008;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2006;
8009;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2007;
8010;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2008;
8011;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2009;
8012;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2010;
8013;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2011;
8014;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2012;
8015;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2013;
8016;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2014;
8017;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2015;
8018;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2016;
8019;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2017;
8020;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2018;
8021;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2019;
8022;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2020;
8023;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2021;
8024;HC42: Imaging diagnosis;HF121b: Health Insurance Fund;2022;
8025;HC42: Imaging diagnosis;HF122: Compulsory private insurance;1998;
8026;HC42: Imaging diagnosis;HF122: Compulsory private insurance;1999;
8027;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2000;
8028;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2001;
8029;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2002;
8030;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2003;
8031;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2004;
8032;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2005;
8033;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2006;68.0
8034;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2007;71.0
8035;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2008;81.0
8036;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2009;83.0
8037;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2010;90.0
8038;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2011;99.0
8039;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2012;97.0
8040;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2013;97.0
8041;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2014;100.0
8042;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2015;104.0
8043;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2016;104.0
8044;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2017;101.0
8045;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2018;94.0
8046;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2019;103.0
8047;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2020;106.0
8048;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2021;122.0
8049;HC42: Imaging diagnosis;HF122: Compulsory private insurance;2022;128.0
8050;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);1998;10.0
8051;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);1999;11.0
8052;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2000;11.0
8053;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2001;13.0
8054;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2002;12.0
8055;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2003;16.0
8056;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2004;15.0
8057;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2005;19.0
8058;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2006;0.0
8059;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2007;0.0
8060;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2008;0.0
8061;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2009;0.0
8062;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2010;0.0
8063;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2011;0.0
8064;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2012;0.0
8065;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2013;0.0
8066;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2014;0.0
8067;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2015;0.0
8068;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2016;0.0
8069;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2017;0.0
8070;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2018;0.0
8071;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2019;0.0
8072;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2020;0.0
8073;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2021;0.0
8074;HC42: Imaging diagnosis;Voluntary schemes (incl. OOP);2022;0.0
8075;HC42: Imaging diagnosis;HF2: Voluntary schemes;1998;10.0
8076;HC42: Imaging diagnosis;HF2: Voluntary schemes;1999;11.0
8077;HC42: Imaging diagnosis;HF2: Voluntary schemes;2000;11.0
8078;HC42: Imaging diagnosis;HF2: Voluntary schemes;2001;13.0
8079;HC42: Imaging diagnosis;HF2: Voluntary schemes;2002;12.0
8080;HC42: Imaging diagnosis;HF2: Voluntary schemes;2003;16.0
8081;HC42: Imaging diagnosis;HF2: Voluntary schemes;2004;15.0
8082;HC42: Imaging diagnosis;HF2: Voluntary schemes;2005;19.0
8083;HC42: Imaging diagnosis;HF2: Voluntary schemes;2006;0.0
8084;HC42: Imaging diagnosis;HF2: Voluntary schemes;2007;0.0
8085;HC42: Imaging diagnosis;HF2: Voluntary schemes;2008;0.0
8086;HC42: Imaging diagnosis;HF2: Voluntary schemes;2009;0.0
8087;HC42: Imaging diagnosis;HF2: Voluntary schemes;2010;0.0
8088;HC42: Imaging diagnosis;HF2: Voluntary schemes;2011;0.0
8089;HC42: Imaging diagnosis;HF2: Voluntary schemes;2012;0.0
8090;HC42: Imaging diagnosis;HF2: Voluntary schemes;2013;0.0
8091;HC42: Imaging diagnosis;HF2: Voluntary schemes;2014;0.0
8092;HC42: Imaging diagnosis;HF2: Voluntary schemes;2015;0.0
8093;HC42: Imaging diagnosis;HF2: Voluntary schemes;2016;0.0
8094;HC42: Imaging diagnosis;HF2: Voluntary schemes;2017;0.0
8095;HC42: Imaging diagnosis;HF2: Voluntary schemes;2018;0.0
8096;HC42: Imaging diagnosis;HF2: Voluntary schemes;2019;0.0
8097;HC42: Imaging diagnosis;HF2: Voluntary schemes;2020;0.0
8098;HC42: Imaging diagnosis;HF2: Voluntary schemes;2021;0.0
8099;HC42: Imaging diagnosis;HF2: Voluntary schemes;2022;0.0
8100;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;1998;10.0
8101;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;1999;11.0
8102;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2000;11.0
8103;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2001;13.0
8104;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2002;12.0
8105;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2003;16.0
8106;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2004;15.0
8107;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2005;19.0
8108;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2006;0.0
8109;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2007;0.0
8110;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2008;0.0
8111;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2009;0.0
8112;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2010;0.0
8113;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2011;0.0
8114;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2012;0.0
8115;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2013;0.0
8116;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2014;0.0
8117;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2015;0.0
8118;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2016;0.0
8119;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2017;0.0
8120;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2018;0.0
8121;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2019;0.0
8122;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2020;0.0
8123;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2021;0.0
8124;HC42: Imaging diagnosis;HF21: Voluntary health insurance schemes;2022;0.0
8125;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;1998;0.0
8126;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;1999;0.0
8127;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2000;0.0
8128;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2001;0.0
8129;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2002;0.0
8130;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2003;0.0
8131;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2004;0.0
8132;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2005;0.0
8133;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2006;0.0
8134;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2007;0.0
8135;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2008;0.0
8136;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2009;0.0
8137;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2010;0.0
8138;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2011;0.0
8139;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2012;0.0
8140;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2013;0.0
8141;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2014;0.0
8142;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2015;0.0
8143;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2016;0.0
8144;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2017;0.0
8145;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2018;0.0
8146;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2019;0.0
8147;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2020;0.0
8148;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2021;0.0
8149;HC42: Imaging diagnosis;HF22: Financing schemes NPISH;2022;0.0
8150;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;1998;0.0
8151;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;1999;0.0
8152;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2000;0.0
8153;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2001;0.0
8154;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2002;0.0
8155;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2003;0.0
8156;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2004;0.0
8157;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2005;0.0
8158;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2006;0.0
8159;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2007;0.0
8160;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2008;0.0
8161;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2009;0.0
8162;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2010;0.0
8163;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2011;0.0
8164;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2012;0.0
8165;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2013;0.0
8166;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2014;0.0
8167;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2015;0.0
8168;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2016;0.0
8169;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2017;0.0
8170;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2018;0.0
8171;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2019;0.0
8172;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2020;0.0
8173;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2021;0.0
8174;HC42: Imaging diagnosis;HF23: Enterprise financing schemes;2022;0.0
8175;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;1998;0.0
8176;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;1999;0.0
8177;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2000;0.0
8178;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2001;0.0
8179;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2002;0.0
8180;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2003;0.0
8181;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2004;0.0
8182;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2005;0.0
8183;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2006;0.0
8184;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2007;0.0
8185;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2008;0.0
8186;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2009;0.0
8187;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2010;0.0
8188;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2011;0.0
8189;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2012;0.0
8190;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2013;0.0
8191;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2014;0.0
8192;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2015;0.0
8193;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2016;0.0
8194;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2017;0.0
8195;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2018;0.0
8196;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2019;0.0
8197;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2020;0.0
8198;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2021;0.0
8199;HC42: Imaging diagnosis;HF3: Household out-of-pocket payments;2022;0.0
8200;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;1998;0.0
8201;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;1999;0.0
8202;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2000;0.0
8203;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2001;0.0
8204;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2002;0.0
8205;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2003;0.0
8206;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2004;0.0
8207;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2005;0.0
8208;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2006;0.0
8209;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2007;0.0
8210;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2008;0.0
8211;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2009;0.0
8212;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2010;0.0
8213;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2011;0.0
8214;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2012;0.0
8215;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2013;0.0
8216;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2014;0.0
8217;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2015;0.0
8218;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2016;0.0
8219;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2017;0.0
8220;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2018;0.0
8221;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2019;0.0
8222;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2020;0.0
8223;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2021;0.0
8224;HC42: Imaging diagnosis;HF31: Out-of-pocket excl cost sharing;2022;0.0
8225;HC42: Imaging diagnosis;HF32: Cost sharing;1998;0.0
8226;HC42: Imaging diagnosis;HF32: Cost sharing;1999;0.0
8227;HC42: Imaging diagnosis;HF32: Cost sharing;2000;0.0
8228;HC42: Imaging diagnosis;HF32: Cost sharing;2001;0.0
8229;HC42: Imaging diagnosis;HF32: Cost sharing;2002;0.0
8230;HC42: Imaging diagnosis;HF32: Cost sharing;2003;0.0
8231;HC42: Imaging diagnosis;HF32: Cost sharing;2004;0.0
8232;HC42: Imaging diagnosis;HF32: Cost sharing;2005;0.0
8233;HC42: Imaging diagnosis;HF32: Cost sharing;2006;0.0
8234;HC42: Imaging diagnosis;HF32: Cost sharing;2007;0.0
8235;HC42: Imaging diagnosis;HF32: Cost sharing;2008;0.0
8236;HC42: Imaging diagnosis;HF32: Cost sharing;2009;0.0
8237;HC42: Imaging diagnosis;HF32: Cost sharing;2010;0.0
8238;HC42: Imaging diagnosis;HF32: Cost sharing;2011;0.0
8239;HC42: Imaging diagnosis;HF32: Cost sharing;2012;0.0
8240;HC42: Imaging diagnosis;HF32: Cost sharing;2013;0.0
8241;HC42: Imaging diagnosis;HF32: Cost sharing;2014;0.0
8242;HC42: Imaging diagnosis;HF32: Cost sharing;2015;0.0
8243;HC42: Imaging diagnosis;HF32: Cost sharing;2016;0.0
8244;HC42: Imaging diagnosis;HF32: Cost sharing;2017;0.0
8245;HC42: Imaging diagnosis;HF32: Cost sharing;2018;0.0
8246;HC42: Imaging diagnosis;HF32: Cost sharing;2019;0.0
8247;HC42: Imaging diagnosis;HF32: Cost sharing;2020;0.0
8248;HC42: Imaging diagnosis;HF32: Cost sharing;2021;0.0
8249;HC42: Imaging diagnosis;HF32: Cost sharing;2022;0.0
8250;HC43: Patient transport;Total financing of residents;1998;360.0
8251;HC43: Patient transport;Total financing of residents;1999;368.0
8252;HC43: Patient transport;Total financing of residents;2000;389.0
8253;HC43: Patient transport;Total financing of residents;2001;425.0
8254;HC43: Patient transport;Total financing of residents;2002;480.0
8255;HC43: Patient transport;Total financing of residents;2003;503.0
8256;HC43: Patient transport;Total financing of residents;2004;460.0
8257;HC43: Patient transport;Total financing of residents;2005;441.0
8258;HC43: Patient transport;Total financing of residents;2006;438.0
8259;HC43: Patient transport;Total financing of residents;2007;459.0
8260;HC43: Patient transport;Total financing of residents;2008;494.0
8261;HC43: Patient transport;Total financing of residents;2009;521.0
8262;HC43: Patient transport;Total financing of residents;2010;552.0
8263;HC43: Patient transport;Total financing of residents;2011;567.0
8264;HC43: Patient transport;Total financing of residents;2012;567.0
8265;HC43: Patient transport;Total financing of residents;2013;603.0
8266;HC43: Patient transport;Total financing of residents;2014;618.0
8267;HC43: Patient transport;Total financing of residents;2015;600.0
8268;HC43: Patient transport;Total financing of residents;2016;619.0
8269;HC43: Patient transport;Total financing of residents;2017;632.0
8270;HC43: Patient transport;Total financing of residents;2018;676.0
8271;HC43: Patient transport;Total financing of residents;2019;729.0
8272;HC43: Patient transport;Total financing of residents;2020;807.0
8273;HC43: Patient transport;Total financing of residents;2021;856.0
8274;HC43: Patient transport;Total financing of residents;2022;886.0
8275;HC43: Patient transport;HF1: Government, comp. contr. schemes;1998;271.0
8276;HC43: Patient transport;HF1: Government, comp. contr. schemes;1999;276.0
8277;HC43: Patient transport;HF1: Government, comp. contr. schemes;2000;292.0
8278;HC43: Patient transport;HF1: Government, comp. contr. schemes;2001;318.0
8279;HC43: Patient transport;HF1: Government, comp. contr. schemes;2002;354.0
8280;HC43: Patient transport;HF1: Government, comp. contr. schemes;2003;374.0
8281;HC43: Patient transport;HF1: Government, comp. contr. schemes;2004;340.0
8282;HC43: Patient transport;HF1: Government, comp. contr. schemes;2005;331.0
8283;HC43: Patient transport;HF1: Government, comp. contr. schemes;2006;431.0
8284;HC43: Patient transport;HF1: Government, comp. contr. schemes;2007;454.0
8285;HC43: Patient transport;HF1: Government, comp. contr. schemes;2008;477.0
8286;HC43: Patient transport;HF1: Government, comp. contr. schemes;2009;494.0
8287;HC43: Patient transport;HF1: Government, comp. contr. schemes;2010;524.0
8288;HC43: Patient transport;HF1: Government, comp. contr. schemes;2011;537.0
8289;HC43: Patient transport;HF1: Government, comp. contr. schemes;2012;533.0
8290;HC43: Patient transport;HF1: Government, comp. contr. schemes;2013;555.0
8291;HC43: Patient transport;HF1: Government, comp. contr. schemes;2014;568.0
8292;HC43: Patient transport;HF1: Government, comp. contr. schemes;2015;546.0
8293;HC43: Patient transport;HF1: Government, comp. contr. schemes;2016;563.0
8294;HC43: Patient transport;HF1: Government, comp. contr. schemes;2017;576.0
8295;HC43: Patient transport;HF1: Government, comp. contr. schemes;2018;619.0
8296;HC43: Patient transport;HF1: Government, comp. contr. schemes;2019;671.0
8297;HC43: Patient transport;HF1: Government, comp. contr. schemes;2020;750.0
8298;HC43: Patient transport;HF1: Government, comp. contr. schemes;2021;796.0
8299;HC43: Patient transport;HF1: Government, comp. contr. schemes;2022;826.0
8300;HC43: Patient transport;HF11: Government schemes;1998;0.0
8301;HC43: Patient transport;HF11: Government schemes;1999;0.0
8302;HC43: Patient transport;HF11: Government schemes;2000;0.0
8303;HC43: Patient transport;HF11: Government schemes;2001;0.0
8304;HC43: Patient transport;HF11: Government schemes;2002;0.0
8305;HC43: Patient transport;HF11: Government schemes;2003;0.0
8306;HC43: Patient transport;HF11: Government schemes;2004;0.0
8307;HC43: Patient transport;HF11: Government schemes;2005;0.0
8308;HC43: Patient transport;HF11: Government schemes;2006;0.0
8309;HC43: Patient transport;HF11: Government schemes;2007;0.0
8310;HC43: Patient transport;HF11: Government schemes;2008;0.0
8311;HC43: Patient transport;HF11: Government schemes;2009;0.0
8312;HC43: Patient transport;HF11: Government schemes;2010;0.0
8313;HC43: Patient transport;HF11: Government schemes;2011;0.0
8314;HC43: Patient transport;HF11: Government schemes;2012;0.0
8315;HC43: Patient transport;HF11: Government schemes;2013;0.0
8316;HC43: Patient transport;HF11: Government schemes;2014;0.0
8317;HC43: Patient transport;HF11: Government schemes;2015;0.0
8318;HC43: Patient transport;HF11: Government schemes;2016;0.0
8319;HC43: Patient transport;HF11: Government schemes;2017;0.0
8320;HC43: Patient transport;HF11: Government schemes;2018;0.0
8321;HC43: Patient transport;HF11: Government schemes;2019;0.0
8322;HC43: Patient transport;HF11: Government schemes;2020;11.0
8323;HC43: Patient transport;HF11: Government schemes;2021;2.0
8324;HC43: Patient transport;HF11: Government schemes;2022;0.0
8325;HC43: Patient transport;HF12: Compulsory contributory schemes;1998;271.0
8326;HC43: Patient transport;HF12: Compulsory contributory schemes;1999;276.0
8327;HC43: Patient transport;HF12: Compulsory contributory schemes;2000;292.0
8328;HC43: Patient transport;HF12: Compulsory contributory schemes;2001;318.0
8329;HC43: Patient transport;HF12: Compulsory contributory schemes;2002;354.0
8330;HC43: Patient transport;HF12: Compulsory contributory schemes;2003;374.0
8331;HC43: Patient transport;HF12: Compulsory contributory schemes;2004;340.0
8332;HC43: Patient transport;HF12: Compulsory contributory schemes;2005;331.0
8333;HC43: Patient transport;HF12: Compulsory contributory schemes;2006;431.0
8334;HC43: Patient transport;HF12: Compulsory contributory schemes;2007;454.0
8335;HC43: Patient transport;HF12: Compulsory contributory schemes;2008;477.0
8336;HC43: Patient transport;HF12: Compulsory contributory schemes;2009;494.0
8337;HC43: Patient transport;HF12: Compulsory contributory schemes;2010;524.0
8338;HC43: Patient transport;HF12: Compulsory contributory schemes;2011;537.0
8339;HC43: Patient transport;HF12: Compulsory contributory schemes;2012;533.0
8340;HC43: Patient transport;HF12: Compulsory contributory schemes;2013;555.0
8341;HC43: Patient transport;HF12: Compulsory contributory schemes;2014;568.0
8342;HC43: Patient transport;HF12: Compulsory contributory schemes;2015;546.0
8343;HC43: Patient transport;HF12: Compulsory contributory schemes;2016;563.0
8344;HC43: Patient transport;HF12: Compulsory contributory schemes;2017;576.0
8345;HC43: Patient transport;HF12: Compulsory contributory schemes;2018;619.0
8346;HC43: Patient transport;HF12: Compulsory contributory schemes;2019;671.0
8347;HC43: Patient transport;HF12: Compulsory contributory schemes;2020;739.0
8348;HC43: Patient transport;HF12: Compulsory contributory schemes;2021;794.0
8349;HC43: Patient transport;HF12: Compulsory contributory schemes;2022;826.0
