ID;Sex;Age;MaritalStatus;CounrtyOfBirth;Periods;Immigration_1;EmigrationIncludingAdministrativeC_2;NetMigrationIncludingAdministrativ_3;AdministrativeEntries_4;AdministrativeRemoval_5;NetAdministrativeCorrections_6
9282;Total male and female;Total;Never married;Gaza Strip and West Bank;1995;;;;;;
9283;Total male and female;Total;Never married;Gaza Strip and West Bank;1996;;;;;;
9284;Total male and female;Total;Never married;Gaza Strip and West Bank;1997;;;;;;
9285;Total male and female;Total;Never married;Gaza Strip and West Bank;1998;;;;;;
9286;Total male and female;Total;Never married;Gaza Strip and West Bank;1999;;;;;;
9287;Total male and female;Total;Never married;Gaza Strip and West Bank;2000;;;;;;
9288;Total male and female;Total;Never married;Gaza Strip and West Bank;2001;;;;;;
9289;Total male and female;Total;Never married;Gaza Strip and West Bank;2002;;;;;;
9290;Total male and female;Total;Never married;Gaza Strip and West Bank;2003;;;;;;
9291;Total male and female;Total;Never married;Gaza Strip and West Bank;2004;;;;;;
9292;Total male and female;Total;Never married;Gaza Strip and West Bank;2005;;;;;;
9293;Total male and female;Total;Never married;Gaza Strip and West Bank;2006;;;;;;
9294;Total male and female;Total;Never married;Gaza Strip and West Bank;2007;;;;;;
9295;Total male and female;Total;Never married;Gaza Strip and West Bank;2008;;;;;;
9296;Total male and female;Total;Never married;Gaza Strip and West Bank;2009;;;;;;
9297;Total male and female;Total;Never married;Gaza Strip and West Bank;2010;;;;;;
9298;Total male and female;Total;Never married;Gaza Strip and West Bank;2011;;;;;;
9299;Total male and female;Total;Never married;Gaza Strip and West Bank;2012;;;;;;
9300;Total male and female;Total;Never married;Gaza Strip and West Bank;2013;;;;;;
9301;Total male and female;Total;Never married;Gaza Strip and West Bank;2014;;;;;;
9302;Total male and female;Total;Never married;Gaza Strip and West Bank;2015;;;;;;
9303;Total male and female;Total;Never married;Gaza Strip and West Bank;2016;;;;;;
9304;Total male and female;Total;Never married;Gaza Strip and West Bank;2017;;;;;;
9305;Total male and female;Total;Never married;Gaza Strip and West Bank;2018;;;;;;
9306;Total male and female;Total;Never married;Gaza Strip and West Bank;2019;61.0;11.0;50.0;2.0;10.0;-8.0
9307;Total male and female;Total;Never married;Gaza Strip and West Bank;2020;66.0;12.0;54.0;2.0;9.0;-7.0
9308;Total male and female;Total;Never married;Georgia;1995;41.0;0.0;41.0;0.0;0.0;0.0
9309;Total male and female;Total;Never married;Georgia;1996;24.0;3.0;21.0;0.0;2.0;-2.0
9310;Total male and female;Total;Never married;Georgia;1997;8.0;3.0;5.0;1.0;1.0;0.0
9311;Total male and female;Total;Never married;Georgia;1998;11.0;0.0;11.0;0.0;0.0;0.0
9312;Total male and female;Total;Never married;Georgia;1999;12.0;0.0;12.0;0.0;0.0;0.0
9313;Total male and female;Total;Never married;Georgia;2000;31.0;4.0;27.0;0.0;3.0;-3.0
9314;Total male and female;Total;Never married;Georgia;2001;25.0;2.0;23.0;0.0;1.0;-1.0
9315;Total male and female;Total;Never married;Georgia;2002;15.0;7.0;8.0;1.0;5.0;-4.0
9316;Total male and female;Total;Never married;Georgia;2003;19.0;3.0;16.0;1.0;4.0;-3.0
9317;Total male and female;Total;Never married;Georgia;2004;14.0;3.0;11.0;4.0;7.0;-3.0
9318;Total male and female;Total;Never married;Georgia;2005;4.0;3.0;1.0;2.0;2.0;0.0
9319;Total male and female;Total;Never married;Georgia;2006;10.0;7.0;3.0;1.0;3.0;-2.0
9320;Total male and female;Total;Never married;Georgia;2007;12.0;2.0;10.0;3.0;5.0;-2.0
9321;Total male and female;Total;Never married;Georgia;2008;14.0;2.0;12.0;1.0;0.0;1.0
9322;Total male and female;Total;Never married;Georgia;2009;25.0;5.0;20.0;1.0;3.0;-2.0
9323;Total male and female;Total;Never married;Georgia;2010;67.0;20.0;47.0;0.0;16.0;-16.0
9324;Total male and female;Total;Never married;Georgia;2011;40.0;21.0;19.0;1.0;19.0;-18.0
9325;Total male and female;Total;Never married;Georgia;2012;38.0;25.0;13.0;3.0;16.0;-13.0
9326;Total male and female;Total;Never married;Georgia;2013;30.0;25.0;5.0;2.0;16.0;-14.0
9327;Total male and female;Total;Never married;Georgia;2014;40.0;13.0;27.0;0.0;2.0;-2.0
9328;Total male and female;Total;Never married;Georgia;2015;48.0;32.0;16.0;1.0;10.0;-9.0
9329;Total male and female;Total;Never married;Georgia;2016;68.0;33.0;35.0;5.0;6.0;-1.0
9330;Total male and female;Total;Never married;Georgia;2017;84.0;35.0;49.0;1.0;10.0;-9.0
9331;Total male and female;Total;Never married;Georgia;2018;97.0;59.0;38.0;5.0;19.0;-14.0
9332;Total male and female;Total;Never married;Georgia;2019;142.0;56.0;86.0;6.0;15.0;-9.0
9333;Total male and female;Total;Never married;Georgia;2020;257.0;196.0;61.0;15.0;76.0;-61.0
9334;Total male and female;Total;Never married;Germany;1995;3885.0;2373.0;1512.0;107.0;680.0;-573.0
9335;Total male and female;Total;Never married;Germany;1996;3947.0;2971.0;976.0;160.0;1059.0;-899.0
9336;Total male and female;Total;Never married;Germany;1997;4097.0;2553.0;1544.0;179.0;831.0;-652.0
9337;Total male and female;Total;Never married;Germany;1998;4225.0;2629.0;1596.0;116.0;821.0;-705.0
9338;Total male and female;Total;Never married;Germany;1999;4118.0;2480.0;1638.0;153.0;741.0;-588.0
9339;Total male and female;Total;Never married;Germany;2000;4210.0;2322.0;1888.0;119.0;552.0;-433.0
9340;Total male and female;Total;Never married;Germany;2001;4176.0;2271.0;1905.0;146.0;648.0;-502.0
9341;Total male and female;Total;Never married;Germany;2002;4045.0;2773.0;1272.0;168.0;986.0;-818.0
9342;Total male and female;Total;Never married;Germany;2003;3897.0;2615.0;1282.0;182.0;1038.0;-856.0
9343;Total male and female;Total;Never married;Germany;2004;4327.0;2994.0;1333.0;230.0;1243.0;-1013.0
9344;Total male and female;Total;Never married;Germany;2005;4529.0;2894.0;1635.0;202.0;1067.0;-865.0
9345;Total male and female;Total;Never married;Germany;2006;5291.0;3395.0;1896.0;239.0;1349.0;-1110.0
9346;Total male and female;Total;Never married;Germany;2007;6042.0;3271.0;2771.0;281.0;1226.0;-945.0
9347;Total male and female;Total;Never married;Germany;2008;7720.0;3610.0;4110.0;308.0;1295.0;-987.0
9348;Total male and female;Total;Never married;Germany;2009;7618.0;4424.0;3194.0;340.0;1656.0;-1316.0
9349;Total male and female;Total;Never married;Germany;2010;8425.0;4927.0;3498.0;311.0;1520.0;-1209.0
9350;Total male and female;Total;Never married;Germany;2011;8361.0;6151.0;2210.0;286.0;1554.0;-1268.0
9351;Total male and female;Total;Never married;Germany;2012;7783.0;6884.0;899.0;247.0;1701.0;-1454.0
9352;Total male and female;Total;Never married;Germany;2013;7243.0;6879.0;364.0;249.0;1531.0;-1282.0
9353;Total male and female;Total;Never married;Germany;2014;7320.0;7134.0;186.0;204.0;1513.0;-1309.0
9354;Total male and female;Total;Never married;Germany;2015;7647.0;6516.0;1131.0;216.0;1208.0;-992.0
9355;Total male and female;Total;Never married;Germany;2016;8636.0;6840.0;1796.0;194.0;1312.0;-1118.0
9356;Total male and female;Total;Never married;Germany;2017;9399.0;7082.0;2317.0;180.0;1275.0;-1095.0
9357;Total male and female;Total;Never married;Germany;2018;9737.0;7368.0;2369.0;174.0;1088.0;-914.0
9358;Total male and female;Total;Never married;Germany;2019;10307.0;7582.0;2725.0;174.0;1021.0;-847.0
9359;Total male and female;Total;Never married;Germany;2020;9525.0;7612.0;1913.0;125.0;731.0;-606.0
9360;Total male and female;Total;Never married;Ghana;1995;347.0;241.0;106.0;64.0;252.0;-188.0
9361;Total male and female;Total;Never married;Ghana;1996;588.0;328.0;260.0;79.0;348.0;-269.0
9362;Total male and female;Total;Never married;Ghana;1997;640.0;182.0;458.0;98.0;213.0;-115.0
9363;Total male and female;Total;Never married;Ghana;1998;628.0;186.0;442.0;64.0;185.0;-121.0
9364;Total male and female;Total;Never married;Ghana;1999;429.0;148.0;281.0;53.0;142.0;-89.0
9365;Total male and female;Total;Never married;Ghana;2000;421.0;134.0;287.0;43.0;118.0;-75.0
9366;Total male and female;Total;Never married;Ghana;2001;436.0;191.0;245.0;41.0;139.0;-98.0
9367;Total male and female;Total;Never married;Ghana;2002;457.0;145.0;312.0;48.0;141.0;-93.0
9368;Total male and female;Total;Never married;Ghana;2003;528.0;220.0;308.0;59.0;204.0;-145.0
9369;Total male and female;Total;Never married;Ghana;2004;395.0;266.0;129.0;61.0;235.0;-174.0
9370;Total male and female;Total;Never married;Ghana;2005;779.0;360.0;419.0;45.0;285.0;-240.0
9371;Total male and female;Total;Never married;Ghana;2006;598.0;481.0;117.0;82.0;389.0;-307.0
9372;Total male and female;Total;Never married;Ghana;2007;434.0;406.0;28.0;87.0;285.0;-198.0
9373;Total male and female;Total;Never married;Ghana;2008;734.0;305.0;429.0;124.0;286.0;-162.0
9374;Total male and female;Total;Never married;Ghana;2009;1193.0;259.0;934.0;131.0;245.0;-114.0
9375;Total male and female;Total;Never married;Ghana;2010;744.0;395.0;349.0;113.0;345.0;-232.0
9376;Total male and female;Total;Never married;Ghana;2011;736.0;387.0;349.0;109.0;286.0;-177.0
9377;Total male and female;Total;Never married;Ghana;2012;535.0;333.0;202.0;130.0;275.0;-145.0
9378;Total male and female;Total;Never married;Ghana;2013;519.0;411.0;108.0;103.0;291.0;-188.0
9379;Total male and female;Total;Never married;Ghana;2014;456.0;369.0;87.0;68.0;242.0;-174.0
9380;Total male and female;Total;Never married;Ghana;2015;477.0;362.0;115.0;71.0;191.0;-120.0
9381;Total male and female;Total;Never married;Ghana;2016;461.0;367.0;94.0;55.0;185.0;-130.0
9382;Total male and female;Total;Never married;Ghana;2017;517.0;335.0;182.0;73.0;194.0;-121.0
9383;Total male and female;Total;Never married;Ghana;2018;640.0;308.0;332.0;56.0;149.0;-93.0
9384;Total male and female;Total;Never married;Ghana;2019;768.0;240.0;528.0;87.0;161.0;-74.0
9385;Total male and female;Total;Never married;Ghana;2020;453.0;207.0;246.0;70.0;118.0;-48.0
9386;Total male and female;Total;Never married;Gibraltar;1995;1.0;0.0;1.0;0.0;0.0;0.0
9387;Total male and female;Total;Never married;Gibraltar;1996;0.0;4.0;-4.0;0.0;3.0;-3.0
9388;Total male and female;Total;Never married;Gibraltar;1997;1.0;0.0;1.0;0.0;0.0;0.0
9389;Total male and female;Total;Never married;Gibraltar;1998;3.0;0.0;3.0;0.0;0.0;0.0
9390;Total male and female;Total;Never married;Gibraltar;1999;1.0;0.0;1.0;0.0;0.0;0.0
9391;Total male and female;Total;Never married;Gibraltar;2000;2.0;0.0;2.0;0.0;0.0;0.0
9392;Total male and female;Total;Never married;Gibraltar;2001;3.0;2.0;1.0;0.0;0.0;0.0
9393;Total male and female;Total;Never married;Gibraltar;2002;5.0;1.0;4.0;0.0;1.0;-1.0
9394;Total male and female;Total;Never married;Gibraltar;2003;3.0;4.0;-1.0;0.0;4.0;-4.0
9395;Total male and female;Total;Never married;Gibraltar;2004;0.0;0.0;0.0;0.0;0.0;0.0
9396;Total male and female;Total;Never married;Gibraltar;2005;1.0;1.0;0.0;0.0;0.0;0.0
9397;Total male and female;Total;Never married;Gibraltar;2006;1.0;1.0;0.0;0.0;1.0;-1.0
9398;Total male and female;Total;Never married;Gibraltar;2007;4.0;5.0;-1.0;0.0;3.0;-3.0
9399;Total male and female;Total;Never married;Gibraltar;2008;0.0;2.0;-2.0;0.0;0.0;0.0
9400;Total male and female;Total;Never married;Gibraltar;2009;1.0;2.0;-1.0;0.0;2.0;-2.0
9401;Total male and female;Total;Never married;Gibraltar;2010;3.0;1.0;2.0;0.0;0.0;0.0
9402;Total male and female;Total;Never married;Gibraltar;2011;1.0;1.0;0.0;0.0;0.0;0.0
9403;Total male and female;Total;Never married;Gibraltar;2012;2.0;1.0;1.0;0.0;0.0;0.0
9404;Total male and female;Total;Never married;Gibraltar;2013;1.0;0.0;1.0;0.0;0.0;0.0
9405;Total male and female;Total;Never married;Gibraltar;2014;2.0;3.0;-1.0;0.0;0.0;0.0
9406;Total male and female;Total;Never married;Gibraltar;2015;1.0;3.0;-2.0;1.0;1.0;0.0
9407;Total male and female;Total;Never married;Gibraltar;2016;1.0;1.0;0.0;0.0;0.0;0.0
9408;Total male and female;Total;Never married;Gibraltar;2017;4.0;0.0;4.0;0.0;0.0;0.0
9409;Total male and female;Total;Never married;Gibraltar;2018;2.0;2.0;0.0;0.0;1.0;-1.0
9410;Total male and female;Total;Never married;Gibraltar;2019;5.0;3.0;2.0;0.0;1.0;-1.0
9411;Total male and female;Total;Never married;Gibraltar;2020;6.0;2.0;4.0;0.0;1.0;-1.0
9412;Total male and female;Total;Never married;Greece;1995;346.0;277.0;69.0;14.0;111.0;-97.0
9413;Total male and female;Total;Never married;Greece;1996;437.0;315.0;122.0;17.0;153.0;-136.0
9414;Total male and female;Total;Never married;Greece;1997;584.0;250.0;334.0;23.0;116.0;-93.0
9415;Total male and female;Total;Never married;Greece;1998;575.0;380.0;195.0;14.0;117.0;-103.0
9416;Total male and female;Total;Never married;Greece;1999;574.0;262.0;312.0;14.0;134.0;-120.0
9417;Total male and female;Total;Never married;Greece;2000;603.0;296.0;307.0;24.0;169.0;-145.0
9418;Total male and female;Total;Never married;Greece;2001;694.0;317.0;377.0;9.0;174.0;-165.0
9419;Total male and female;Total;Never married;Greece;2002;720.0;427.0;293.0;26.0;256.0;-230.0
9420;Total male and female;Total;Never married;Greece;2003;580.0;416.0;164.0;34.0;265.0;-231.0
9421;Total male and female;Total;Never married;Greece;2004;625.0;466.0;159.0;48.0;332.0;-284.0
9422;Total male and female;Total;Never married;Greece;2005;690.0;476.0;214.0;36.0;280.0;-244.0
9423;Total male and female;Total;Never married;Greece;2006;806.0;574.0;232.0;40.0;404.0;-364.0
9424;Total male and female;Total;Never married;Greece;2007;813.0;511.0;302.0;53.0;295.0;-242.0
9425;Total male and female;Total;Never married;Greece;2008;1163.0;604.0;559.0;63.0;364.0;-301.0
9426;Total male and female;Total;Never married;Greece;2009;1114.0;758.0;356.0;77.0;402.0;-325.0
9427;Total male and female;Total;Never married;Greece;2010;1535.0;750.0;785.0;72.0;372.0;-300.0
9428;Total male and female;Total;Never married;Greece;2011;2193.0;874.0;1319.0;56.0;350.0;-294.0
9429;Total male and female;Total;Never married;Greece;2012;2719.0;1243.0;1476.0;71.0;515.0;-444.0
9430;Total male and female;Total;Never married;Greece;2013;2491.0;1593.0;898.0;66.0;561.0;-495.0
9431;Total male and female;Total;Never married;Greece;2014;2156.0;1576.0;580.0;88.0;514.0;-426.0
9432;Total male and female;Total;Never married;Greece;2015;2317.0;1469.0;848.0;60.0;440.0;-380.0
9433;Total male and female;Total;Never married;Greece;2016;2678.0;1505.0;1173.0;74.0;429.0;-355.0
9434;Total male and female;Total;Never married;Greece;2017;3101.0;1556.0;1545.0;78.0;421.0;-343.0
9435;Total male and female;Total;Never married;Greece;2018;3372.0;1788.0;1584.0;83.0;446.0;-363.0
9436;Total male and female;Total;Never married;Greece;2019;3945.0;1822.0;2123.0;79.0;373.0;-294.0
9437;Total male and female;Total;Never married;Greece;2020;3053.0;2395.0;658.0;88.0;515.0;-427.0
9438;Total male and female;Total;Never married;Greenland;1995;1.0;3.0;-2.0;0.0;1.0;-1.0
9439;Total male and female;Total;Never married;Greenland;1996;2.0;2.0;0.0;0.0;1.0;-1.0
9440;Total male and female;Total;Never married;Greenland;1997;1.0;1.0;0.0;0.0;0.0;0.0
9441;Total male and female;Total;Never married;Greenland;1998;1.0;0.0;1.0;0.0;0.0;0.0
9442;Total male and female;Total;Never married;Greenland;1999;0.0;3.0;-3.0;0.0;0.0;0.0
9443;Total male and female;Total;Never married;Greenland;2000;1.0;2.0;-1.0;0.0;1.0;-1.0
9444;Total male and female;Total;Never married;Greenland;2001;1.0;1.0;0.0;1.0;1.0;0.0
9445;Total male and female;Total;Never married;Greenland;2002;0.0;0.0;0.0;0.0;0.0;0.0
9446;Total male and female;Total;Never married;Greenland;2003;0.0;0.0;0.0;0.0;0.0;0.0
9447;Total male and female;Total;Never married;Greenland;2004;0.0;0.0;0.0;0.0;0.0;0.0
9448;Total male and female;Total;Never married;Greenland;2005;0.0;1.0;-1.0;0.0;0.0;0.0
9449;Total male and female;Total;Never married;Greenland;2006;0.0;0.0;0.0;0.0;0.0;0.0
9450;Total male and female;Total;Never married;Greenland;2007;0.0;1.0;-1.0;0.0;1.0;-1.0
9451;Total male and female;Total;Never married;Greenland;2008;0.0;0.0;0.0;0.0;0.0;0.0
9452;Total male and female;Total;Never married;Greenland;2009;4.0;1.0;3.0;0.0;1.0;-1.0
9453;Total male and female;Total;Never married;Greenland;2010;0.0;0.0;0.0;0.0;0.0;0.0
9454;Total male and female;Total;Never married;Greenland;2011;0.0;0.0;0.0;0.0;0.0;0.0
9455;Total male and female;Total;Never married;Greenland;2012;1.0;1.0;0.0;0.0;1.0;-1.0
9456;Total male and female;Total;Never married;Greenland;2013;0.0;0.0;0.0;0.0;0.0;0.0
9457;Total male and female;Total;Never married;Greenland;2014;1.0;1.0;0.0;0.0;0.0;0.0
9458;Total male and female;Total;Never married;Greenland;2015;3.0;1.0;2.0;0.0;0.0;0.0
9459;Total male and female;Total;Never married;Greenland;2016;2.0;2.0;0.0;0.0;0.0;0.0
9460;Total male and female;Total;Never married;Greenland;2017;2.0;2.0;0.0;0.0;0.0;0.0
9461;Total male and female;Total;Never married;Greenland;2018;0.0;0.0;0.0;0.0;0.0;0.0
9462;Total male and female;Total;Never married;Greenland;2019;2.0;1.0;1.0;0.0;0.0;0.0
9463;Total male and female;Total;Never married;Greenland;2020;3.0;0.0;3.0;0.0;0.0;0.0
9464;Total male and female;Total;Never married;Grenada;1995;2.0;2.0;0.0;0.0;1.0;-1.0
9465;Total male and female;Total;Never married;Grenada;1996;5.0;4.0;1.0;0.0;1.0;-1.0
9466;Total male and female;Total;Never married;Grenada;1997;0.0;0.0;0.0;0.0;0.0;0.0
9467;Total male and female;Total;Never married;Grenada;1998;5.0;1.0;4.0;1.0;1.0;0.0
9468;Total male and female;Total;Never married;Grenada;1999;1.0;2.0;-1.0;0.0;1.0;-1.0
9469;Total male and female;Total;Never married;Grenada;2000;3.0;1.0;2.0;0.0;0.0;0.0
9470;Total male and female;Total;Never married;Grenada;2001;4.0;0.0;4.0;1.0;1.0;0.0
9471;Total male and female;Total;Never married;Grenada;2002;3.0;1.0;2.0;1.0;1.0;0.0
9472;Total male and female;Total;Never married;Grenada;2003;1.0;2.0;-1.0;0.0;1.0;-1.0
9473;Total male and female;Total;Never married;Grenada;2004;3.0;0.0;3.0;2.0;1.0;1.0
9474;Total male and female;Total;Never married;Grenada;2005;2.0;1.0;1.0;0.0;0.0;0.0
9475;Total male and female;Total;Never married;Grenada;2006;1.0;1.0;0.0;0.0;1.0;-1.0
9476;Total male and female;Total;Never married;Grenada;2007;2.0;3.0;-1.0;0.0;0.0;0.0
9477;Total male and female;Total;Never married;Grenada;2008;3.0;2.0;1.0;1.0;1.0;0.0
9478;Total male and female;Total;Never married;Grenada;2009;2.0;-1.0;3.0;1.0;0.0;1.0
9479;Total male and female;Total;Never married;Grenada;2010;1.0;2.0;-1.0;0.0;1.0;-1.0
9480;Total male and female;Total;Never married;Grenada;2011;2.0;0.0;2.0;1.0;1.0;0.0
9481;Total male and female;Total;Never married;Grenada;2012;2.0;0.0;2.0;0.0;0.0;0.0
9482;Total male and female;Total;Never married;Grenada;2013;0.0;2.0;-2.0;0.0;1.0;-1.0
9483;Total male and female;Total;Never married;Grenada;2014;2.0;2.0;0.0;1.0;1.0;0.0
9484;Total male and female;Total;Never married;Grenada;2015;2.0;2.0;0.0;1.0;0.0;1.0
9485;Total male and female;Total;Never married;Grenada;2016;3.0;1.0;2.0;0.0;1.0;-1.0
9486;Total male and female;Total;Never married;Grenada;2017;2.0;2.0;0.0;0.0;0.0;0.0
9487;Total male and female;Total;Never married;Grenada;2018;2.0;1.0;1.0;0.0;0.0;0.0
9488;Total male and female;Total;Never married;Grenada;2019;2.0;1.0;1.0;0.0;0.0;0.0
9489;Total male and female;Total;Never married;Grenada;2020;2.0;3.0;-1.0;0.0;2.0;-2.0
9490;Total male and female;Total;Never married;Guadeloupe;1995;6.0;10.0;-4.0;1.0;5.0;-4.0
9491;Total male and female;Total;Never married;Guadeloupe;1996;8.0;11.0;-3.0;2.0;7.0;-5.0
9492;Total male and female;Total;Never married;Guadeloupe;1997;9.0;1.0;8.0;1.0;1.0;0.0
9493;Total male and female;Total;Never married;Guadeloupe;1998;7.0;4.0;3.0;1.0;2.0;-1.0
9494;Total male and female;Total;Never married;Guadeloupe;1999;15.0;8.0;7.0;4.0;6.0;-2.0
9495;Total male and female;Total;Never married;Guadeloupe;2000;24.0;6.0;18.0;1.0;4.0;-3.0
9496;Total male and female;Total;Never married;Guadeloupe;2001;10.0;6.0;4.0;5.0;7.0;-2.0
9497;Total male and female;Total;Never married;Guadeloupe;2002;28.0;6.0;22.0;3.0;6.0;-3.0
9498;Total male and female;Total;Never married;Guadeloupe;2003;24.0;16.0;8.0;3.0;8.0;-5.0
9499;Total male and female;Total;Never married;Guadeloupe;2004;18.0;15.0;3.0;2.0;11.0;-9.0
9500;Total male and female;Total;Never married;Guadeloupe;2005;9.0;11.0;-2.0;3.0;9.0;-6.0
9501;Total male and female;Total;Never married;Guadeloupe;2006;10.0;17.0;-7.0;3.0;10.0;-7.0
9502;Total male and female;Total;Never married;Guadeloupe;2007;12.0;14.0;-2.0;1.0;9.0;-8.0
9503;Total male and female;Total;Never married;Guadeloupe;2008;11.0;11.0;0.0;2.0;9.0;-7.0
9504;Total male and female;Total;Never married;Guadeloupe;2009;15.0;16.0;-1.0;3.0;6.0;-3.0
9505;Total male and female;Total;Never married;Guadeloupe;2010;23.0;18.0;5.0;4.0;7.0;-3.0
9506;Total male and female;Total;Never married;Guadeloupe;2011;11.0;16.0;-5.0;2.0;10.0;-8.0
9507;Total male and female;Total;Never married;Guadeloupe;2012;15.0;4.0;11.0;3.0;2.0;1.0
9508;Total male and female;Total;Never married;Guadeloupe;2013;20.0;14.0;6.0;2.0;9.0;-7.0
9509;Total male and female;Total;Never married;Guadeloupe;2014;16.0;12.0;4.0;0.0;2.0;-2.0
9510;Total male and female;Total;Never married;Guadeloupe;2015;15.0;11.0;4.0;6.0;3.0;3.0
9511;Total male and female;Total;Never married;Guadeloupe;2016;20.0;10.0;10.0;1.0;3.0;-2.0
9512;Total male and female;Total;Never married;Guadeloupe;2017;28.0;12.0;16.0;4.0;3.0;1.0
9513;Total male and female;Total;Never married;Guadeloupe;2018;44.0;19.0;25.0;1.0;9.0;-8.0
9514;Total male and female;Total;Never married;Guadeloupe;2019;37.0;15.0;22.0;7.0;6.0;1.0
9515;Total male and female;Total;Never married;Guadeloupe;2020;28.0;14.0;14.0;3.0;8.0;-5.0
9516;Total male and female;Total;Never married;Guam;1995;0.0;0.0;0.0;0.0;0.0;0.0
9517;Total male and female;Total;Never married;Guam;1996;0.0;0.0;0.0;0.0;0.0;0.0
9518;Total male and female;Total;Never married;Guam;1997;0.0;0.0;0.0;0.0;0.0;0.0
9519;Total male and female;Total;Never married;Guam;1998;0.0;0.0;0.0;0.0;0.0;0.0
9520;Total male and female;Total;Never married;Guam;1999;0.0;0.0;0.0;0.0;0.0;0.0
9521;Total male and female;Total;Never married;Guam;2000;1.0;1.0;0.0;0.0;0.0;0.0
9522;Total male and female;Total;Never married;Guam;2001;1.0;0.0;1.0;0.0;0.0;0.0
9523;Total male and female;Total;Never married;Guam;2002;0.0;0.0;0.0;0.0;0.0;0.0
9524;Total male and female;Total;Never married;Guam;2003;0.0;0.0;0.0;0.0;0.0;0.0
9525;Total male and female;Total;Never married;Guam;2004;0.0;1.0;-1.0;0.0;1.0;-1.0
9526;Total male and female;Total;Never married;Guam;2005;0.0;1.0;-1.0;0.0;1.0;-1.0
9527;Total male and female;Total;Never married;Guam;2006;0.0;0.0;0.0;0.0;0.0;0.0
9528;Total male and female;Total;Never married;Guam;2007;0.0;0.0;0.0;0.0;0.0;0.0
9529;Total male and female;Total;Never married;Guam;2008;0.0;0.0;0.0;0.0;0.0;0.0
9530;Total male and female;Total;Never married;Guam;2009;0.0;0.0;0.0;0.0;0.0;0.0
9531;Total male and female;Total;Never married;Guam;2010;0.0;0.0;0.0;0.0;0.0;0.0
9532;Total male and female;Total;Never married;Guam;2011;0.0;0.0;0.0;0.0;0.0;0.0
9533;Total male and female;Total;Never married;Guam;2012;0.0;0.0;0.0;0.0;0.0;0.0
9534;Total male and female;Total;Never married;Guam;2013;0.0;0.0;0.0;0.0;0.0;0.0
9535;Total male and female;Total;Never married;Guam;2014;1.0;0.0;1.0;0.0;0.0;0.0
9536;Total male and female;Total;Never married;Guam;2015;0.0;0.0;0.0;0.0;0.0;0.0
9537;Total male and female;Total;Never married;Guam;2016;0.0;0.0;0.0;0.0;0.0;0.0
9538;Total male and female;Total;Never married;Guam;2017;0.0;0.0;0.0;0.0;0.0;0.0
9539;Total male and female;Total;Never married;Guam;2018;0.0;1.0;-1.0;0.0;0.0;0.0
9540;Total male and female;Total;Never married;Guam;2019;0.0;0.0;0.0;0.0;0.0;0.0
9541;Total male and female;Total;Never married;Guam;2020;1.0;0.0;1.0;0.0;0.0;0.0
9542;Total male and female;Total;Never married;Guatemala;1995;14.0;2.0;12.0;0.0;0.0;0.0
9543;Total male and female;Total;Never married;Guatemala;1996;12.0;5.0;7.0;0.0;0.0;0.0
9544;Total male and female;Total;Never married;Guatemala;1997;16.0;2.0;14.0;1.0;0.0;1.0
9545;Total male and female;Total;Never married;Guatemala;1998;31.0;4.0;27.0;0.0;2.0;-2.0
9546;Total male and female;Total;Never married;Guatemala;1999;58.0;13.0;45.0;0.0;3.0;-3.0
9547;Total male and female;Total;Never married;Guatemala;2000;78.0;12.0;66.0;1.0;2.0;-1.0
9548;Total male and female;Total;Never married;Guatemala;2001;85.0;12.0;73.0;0.0;2.0;-2.0
9549;Total male and female;Total;Never married;Guatemala;2002;29.0;9.0;20.0;2.0;4.0;-2.0
9550;Total male and female;Total;Never married;Guatemala;2003;40.0;17.0;23.0;1.0;5.0;-4.0
9551;Total male and female;Total;Never married;Guatemala;2004;32.0;11.0;21.0;0.0;2.0;-2.0
9552;Total male and female;Total;Never married;Guatemala;2005;34.0;10.0;24.0;0.0;4.0;-4.0
9553;Total male and female;Total;Never married;Guatemala;2006;29.0;20.0;9.0;1.0;8.0;-7.0
9554;Total male and female;Total;Never married;Guatemala;2007;29.0;20.0;9.0;2.0;12.0;-10.0
9555;Total male and female;Total;Never married;Guatemala;2008;37.0;21.0;16.0;1.0;6.0;-5.0
9556;Total male and female;Total;Never married;Guatemala;2009;41.0;24.0;17.0;1.0;8.0;-7.0
9557;Total male and female;Total;Never married;Guatemala;2010;41.0;19.0;22.0;0.0;4.0;-4.0
9558;Total male and female;Total;Never married;Guatemala;2011;38.0;29.0;9.0;1.0;8.0;-7.0
9559;Total male and female;Total;Never married;Guatemala;2012;57.0;21.0;36.0;1.0;7.0;-6.0
9560;Total male and female;Total;Never married;Guatemala;2013;51.0;21.0;30.0;0.0;4.0;-4.0
9561;Total male and female;Total;Never married;Guatemala;2014;32.0;31.0;1.0;1.0;1.0;0.0
9562;Total male and female;Total;Never married;Guatemala;2015;43.0;23.0;20.0;3.0;9.0;-6.0
9563;Total male and female;Total;Never married;Guatemala;2016;42.0;28.0;14.0;0.0;2.0;-2.0
9564;Total male and female;Total;Never married;Guatemala;2017;62.0;32.0;30.0;0.0;8.0;-8.0
9565;Total male and female;Total;Never married;Guatemala;2018;67.0;22.0;45.0;1.0;5.0;-4.0
9566;Total male and female;Total;Never married;Guatemala;2019;86.0;31.0;55.0;1.0;9.0;-8.0
