ID;SectorsAssets;CounterpartSectorsLiabilities;BalanceSheetsAndTransactions;Periods;SavingsTransferableAndOtherDeposits_1;ShortTermSecurities_2;LongTermSecurities_3;ShortTermLoans_4;LongTermLoans_5;HomeMortgages_6;ListedShares_7;InvestmentFundSharesOrUnits_8
8542;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2017 3rd quarter;0.0;600.0;147465.0;117281.0;114631.0;0.0;66.0;0.0
8543;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2017 4th quarter;0.0;643.0;142720.0;122568.0;105195.0;0.0;42.0;0.0
8544;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2017;0.0;643.0;142720.0;122568.0;105195.0;0.0;42.0;0.0
8545;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2018 1st quarter;0.0;582.0;153230.0;108495.0;108483.0;0.0;159.0;0.0
8546;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2018 2nd quarter;0.0;621.0;157099.0;98094.0;106258.0;0.0;143.0;0.0
8547;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2018 3rd quarter;0.0;385.0;145471.0;97653.0;105299.0;0.0;81.0;0.0
8548;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2018 4th quarter;0.0;380.0;141678.0;84708.0;104209.0;0.0;92.0;0.0
8549;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2018;0.0;380.0;141678.0;84708.0;104209.0;0.0;92.0;0.0
8550;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2019 1st quarter;0.0;351.0;138393.0;94403.0;105426.0;0.0;64.0;0.0
8551;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2019 2nd quarter;0.0;381.0;140456.0;94788.0;106348.0;0.0;68.0;0.0
8552;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2019 3rd quarter;0.0;255.0;136524.0;93632.0;104891.0;0.0;53.0;0.0
8553;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2019 4th quarter;0.0;236.0;134362.0;93413.0;99611.0;0.0;31.0;0.0
8554;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2019;0.0;236.0;134362.0;93413.0;99611.0;0.0;31.0;0.0
8555;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2020 1st quarter;0.0;339.0;131203.0;90990.0;100442.0;0.0;46.0;0.0
8556;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2020 2nd quarter;0.0;117.0;134292.0;88641.0;99925.0;0.0;74.0;0.0
8557;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2020 3rd quarter;0.0;31.0;127988.0;67977.0;97661.0;0.0;86.0;0.0
8558;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2020 4th quarter;0.0;27.0;126999.0;67292.0;84344.0;0.0;32.0;0.0
8559;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2020;0.0;27.0;126999.0;67292.0;84344.0;0.0;32.0;0.0
8560;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2021 1st quarter;0.0;23.0;123228.0;70491.0;85559.0;0.0;38.0;0.0
8561;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2021 2nd quarter;0.0;44.0;121199.0;74172.0;86415.0;0.0;39.0;0.0
8562;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2021 3rd quarter;0.0;18.0;112985.0;43828.0;85655.0;0.0;44.0;0.0
8563;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2021 4th quarter;0.0;18.0;135895.0;41336.0;88289.0;0.0;45.0;0.0
8564;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2021;0.0;18.0;135895.0;41336.0;88289.0;0.0;45.0;0.0
8565;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2022 1st quarter;0.0;15.0;128597.0;37868.0;89498.0;0.0;44.0;0.0
8566;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2022 2nd quarter;0.0;11.0;116688.0;43223.0;89833.0;0.0;46.0;0.0
8567;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2022 3rd quarter;0.0;10.0;104409.0;46949.0;86003.0;0.0;44.0;0.0
8568;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2022 4th quarter;0.0;10.0;104436.0;43954.0;87858.0;0.0;48.0;0.0
8569;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2022;0.0;10.0;104436.0;43954.0;87858.0;0.0;48.0;0.0
8570;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2023 1st quarter;0.0;12.0;103095.0;44191.0;88469.0;0.0;64.0;0.0
8571;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2023 2nd quarter;0.0;10.0;105048.0;42842.0;89285.0;0.0;30.0;0.0
8572;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2023 3rd quarter;0.0;9.0;105245.0;41417.0;90176.0;0.0;31.0;0.0
8573;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2023 4th quarter;0.0;10.0;96843.0;42090.0;90550.0;0.0;29.0;0.0
8574;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2023;0.0;10.0;96843.0;42090.0;90550.0;0.0;29.0;0.0
8575;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2024 1st quarter;0.0;10.0;95368.0;44083.0;91284.0;0.0;29.0;0.0
8576;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2024 2nd quarter;0.0;10.0;95606.0;42776.0;92733.0;0.0;28.0;0.0
8577;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2024 3rd quarter;0.0;11.0;94810.0;41979.0;90309.0;0.0;28.0;0.0
8578;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2024 4th quarter;0.0;11.0;92804.0;38313.0;88911.0;0.0;29.0;0.0
8579;Total domestic sectors;Other financial intermediaries;Closing balance sheet;2024;0.0;11.0;92804.0;38313.0;88911.0;0.0;29.0;0.0
8580;Total domestic sectors;Financial auxiliaries;Opening balance sheet;1999 1st quarter;;;;;;;;
8581;Total domestic sectors;Financial auxiliaries;Opening balance sheet;1999 2nd quarter;;;;;;;;
8582;Total domestic sectors;Financial auxiliaries;Opening balance sheet;1999 3rd quarter;;;;;;;;
8583;Total domestic sectors;Financial auxiliaries;Opening balance sheet;1999 4th quarter;;;;;;;;
8584;Total domestic sectors;Financial auxiliaries;Opening balance sheet;1999;;;;;;;;
8585;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2000 1st quarter;;;;;;;;
8586;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2000 2nd quarter;;;;;;;;
8587;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2000 3rd quarter;;;;;;;;
8588;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2000 4th quarter;;;;;;;;
8589;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2000;;;;;;;;
8590;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2001 1st quarter;;;;;;;;
8591;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2001 2nd quarter;;;;;;;;
8592;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2001 3rd quarter;;;;;;;;
8593;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2001 4th quarter;;;;;;;;
8594;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2001;;;;;;;;
8595;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2002 1st quarter;;;;;;;;
8596;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2002 2nd quarter;;;;;;;;
8597;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2002 3rd quarter;;;;;;;;
8598;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2002 4th quarter;;;;;;;;
8599;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2002;;;;;;;;
8600;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2003 1st quarter;;;;;;;;
8601;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2003 2nd quarter;;;;;;;;
8602;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2003 3rd quarter;;;;;;;;
8603;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2003 4th quarter;;;;;;;;
8604;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2003;;;;;;;;
8605;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2004 1st quarter;;;;;;;;
8606;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2004 2nd quarter;;;;;;;;
8607;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2004 3rd quarter;;;;;;;;
8608;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2004 4th quarter;;;;;;;;
8609;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2004;;;;;;;;
8610;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2005 1st quarter;;;;;;;;
8611;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2005 2nd quarter;;;;;;;;
8612;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2005 3rd quarter;;;;;;;;
8613;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2005 4th quarter;;;;;;;;
8614;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2005;;;;;;;;
8615;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2006 1st quarter;;;;;;;;
8616;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2006 2nd quarter;;;;;;;;
8617;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2006 3rd quarter;;;;;;;;
8618;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2006 4th quarter;;;;;;;;
8619;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2006;;;;;;;;
8620;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2007 1st quarter;;;;;;;;
8621;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2007 2nd quarter;;;;;;;;
8622;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2007 3rd quarter;;;;;;;;
8623;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2007 4th quarter;;;;;;;;
8624;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2007;;;;;;;;
8625;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2008 1st quarter;;;;;;;;
8626;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2008 2nd quarter;;;;;;;;
8627;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2008 3rd quarter;;;;;;;;
8628;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2008 4th quarter;;;;;;;;
8629;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2008;;;;;;;;
8630;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2009 1st quarter;;;;;;;;
8631;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2009 2nd quarter;;;;;;;;
8632;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2009 3rd quarter;;;;;;;;
8633;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2009 4th quarter;;;;;;;;
8634;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2009;;;;;;;;
8635;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2010 1st quarter;;;;;;;;
8636;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2010 2nd quarter;;;;;;;;
8637;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2010 3rd quarter;;;;;;;;
8638;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2010 4th quarter;;;;;;;;
8639;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2010;;;;;;;;
8640;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2011 1st quarter;;;;;;;;
8641;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2011 2nd quarter;;;;;;;;
8642;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2011 3rd quarter;;;;;;;;
8643;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2011 4th quarter;;;;;;;;
8644;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2011;;;;;;;;
8645;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2012 1st quarter;;;;;;;;
8646;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2012 2nd quarter;;;;;;;;
8647;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2012 3rd quarter;;;;;;;;
8648;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2012 4th quarter;;;;;;;;
8649;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2012;;;;;;;;
8650;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2013 1st quarter;;;;;;;;
8651;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2013 2nd quarter;;;;;;;;
8652;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2013 3rd quarter;;;;;;;;
8653;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2013 4th quarter;0.0;0.0;2222.0;9345.0;12284.0;0.0;10413.0;0.0
8654;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2013;;;;;;;;
8655;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2014 1st quarter;0.0;0.0;2035.0;8959.0;12411.0;0.0;10546.0;0.0
8656;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2014 2nd quarter;0.0;0.0;1968.0;8629.0;12467.0;0.0;10747.0;0.0
8657;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2014 3rd quarter;0.0;0.0;1890.0;8406.0;12689.0;0.0;10613.0;0.0
8658;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2014 4th quarter;0.0;0.0;1829.0;8365.0;12631.0;0.0;16218.0;0.0
8659;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2014;0.0;0.0;2035.0;8959.0;12411.0;0.0;10546.0;0.0
8660;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2015 1st quarter;0.0;0.0;1745.0;7882.0;12843.0;0.0;15681.0;0.0
8661;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2015 2nd quarter;0.0;0.0;1399.0;7585.0;13385.0;0.0;14659.0;0.0
8662;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2015 3rd quarter;0.0;0.0;1396.0;7060.0;13454.0;0.0;12343.0;0.0
8663;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2015 4th quarter;0.0;0.0;1256.0;5880.0;13558.0;0.0;11072.0;0.0
8664;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2015;0.0;0.0;1745.0;7882.0;12843.0;0.0;15681.0;0.0
8665;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2016 1st quarter;0.0;0.0;1304.0;5873.0;13754.0;0.0;10855.0;0.0
8666;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2016 2nd quarter;0.0;0.0;1669.0;7317.0;14158.0;0.0;8934.0;0.0
8667;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2016 3rd quarter;0.0;0.0;1941.0;5849.0;14338.0;0.0;8594.0;0.0
8668;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2016 4th quarter;0.0;0.0;2169.0;5844.0;13727.0;0.0;9083.0;0.0
8669;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2016;0.0;0.0;1304.0;5873.0;13754.0;0.0;10855.0;0.0
8670;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2017 1st quarter;0.0;0.0;2311.0;6440.0;12538.0;0.0;10663.0;0.0
8671;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2017 2nd quarter;0.0;0.0;2464.0;6936.0;11622.0;0.0;10665.0;0.0
8672;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2017 3rd quarter;0.0;0.0;2579.0;6885.0;10730.0;0.0;9555.0;0.0
8673;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2017 4th quarter;0.0;0.0;2872.0;7690.0;10142.0;0.0;8999.0;0.0
8674;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2017;0.0;0.0;2311.0;6440.0;12538.0;0.0;10663.0;0.0
8675;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2018 1st quarter;0.0;0.0;2896.0;7970.0;8991.0;0.0;8686.0;0.0
8676;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2018 2nd quarter;0.0;0.0;3122.0;7428.0;8852.0;0.0;8772.0;0.0
8677;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2018 3rd quarter;0.0;0.0;3217.0;6511.0;8612.0;0.0;8319.0;0.0
8678;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2018 4th quarter;0.0;0.0;3225.0;6318.0;8198.0;0.0;8428.0;0.0
8679;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2018;0.0;0.0;2896.0;7970.0;8991.0;0.0;8686.0;0.0
8680;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2019 1st quarter;0.0;0.0;1694.0;6141.0;6963.0;0.0;6795.0;0.0
8681;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2019 2nd quarter;0.0;0.0;1822.0;7556.0;6283.0;0.0;7498.0;0.0
8682;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2019 3rd quarter;0.0;0.0;1943.0;8802.0;5000.0;0.0;7631.0;0.0
8683;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2019 4th quarter;0.0;0.0;2078.0;10245.0;4491.0;0.0;7505.0;0.0
8684;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2019;0.0;0.0;1694.0;6141.0;6963.0;0.0;6795.0;0.0
8685;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2020 1st quarter;0.0;0.0;2214.0;9625.0;2662.0;0.0;7900.0;0.0
8686;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2020 2nd quarter;0.0;0.0;2339.0;11571.0;2482.0;0.0;2605.0;0.0
8687;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2020 3rd quarter;0.0;0.0;2465.0;10591.0;2496.0;0.0;3280.0;0.0
8688;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2020 4th quarter;0.0;0.0;2589.0;10761.0;3162.0;0.0;2004.0;0.0
8689;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2020;0.0;0.0;2214.0;9625.0;2662.0;0.0;7900.0;0.0
8690;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2021 1st quarter;0.0;0.0;2714.0;10652.0;2643.0;0.0;6355.0;0.0
8691;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2021 2nd quarter;0.0;0.0;2729.0;10999.0;2725.0;0.0;7565.0;0.0
8692;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2021 3rd quarter;0.0;21.0;2768.0;9224.0;2678.0;0.0;7415.0;0.0
8693;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2021 4th quarter;0.0;43.0;2780.0;8956.0;2649.0;0.0;8224.0;0.0
8694;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2021;0.0;0.0;2714.0;10652.0;2643.0;0.0;6355.0;0.0
8695;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2022 1st quarter;0.0;22.0;3093.0;9226.0;1737.0;0.0;8138.0;0.0
8696;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2022 2nd quarter;0.0;22.0;2953.0;7440.0;1734.0;0.0;7875.0;0.0
8697;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2022 3rd quarter;0.0;22.0;2825.0;5192.0;2859.0;0.0;7372.0;0.0
8698;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2022 4th quarter;0.0;22.0;2799.0;5153.0;2912.0;0.0;7053.0;0.0
8699;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2022;0.0;22.0;3093.0;9226.0;1737.0;0.0;8138.0;0.0
8700;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2023 1st quarter;0.0;22.0;2866.0;5869.0;2923.0;0.0;7636.0;0.0
8701;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2023 2nd quarter;0.0;22.0;2712.0;5823.0;2958.0;0.0;7260.0;0.0
8702;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2023 3rd quarter;0.0;22.0;2639.0;4554.0;2981.0;0.0;7977.0;0.0
8703;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2023 4th quarter;0.0;22.0;2537.0;5006.0;3001.0;0.0;9960.0;0.0
8704;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2023;0.0;22.0;2866.0;5869.0;2923.0;0.0;7636.0;0.0
8705;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2024 1st quarter;0.0;22.0;2588.0;4832.0;2914.0;0.0;8225.0;0.0
8706;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2024 2nd quarter;0.0;22.0;2734.0;4453.0;2938.0;0.0;8902.0;0.0
8707;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2024 3rd quarter;0.0;22.0;2675.0;4326.0;3022.0;0.0;8887.0;0.0
8708;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2024 4th quarter;0.0;22.0;2920.0;4168.0;2745.0;0.0;8912.0;0.0
8709;Total domestic sectors;Financial auxiliaries;Opening balance sheet;2024;0.0;22.0;2588.0;4832.0;2914.0;0.0;8225.0;0.0
8710;Total domestic sectors;Financial auxiliaries;Financial transactions;1999 1st quarter;;;;;;;;
8711;Total domestic sectors;Financial auxiliaries;Financial transactions;1999 2nd quarter;;;;;;;;
8712;Total domestic sectors;Financial auxiliaries;Financial transactions;1999 3rd quarter;;;;;;;;
8713;Total domestic sectors;Financial auxiliaries;Financial transactions;1999 4th quarter;;;;;;;;
8714;Total domestic sectors;Financial auxiliaries;Financial transactions;1999;;;;;;;;
8715;Total domestic sectors;Financial auxiliaries;Financial transactions;2000 1st quarter;;;;;;;;
8716;Total domestic sectors;Financial auxiliaries;Financial transactions;2000 2nd quarter;;;;;;;;
8717;Total domestic sectors;Financial auxiliaries;Financial transactions;2000 3rd quarter;;;;;;;;
8718;Total domestic sectors;Financial auxiliaries;Financial transactions;2000 4th quarter;;;;;;;;
8719;Total domestic sectors;Financial auxiliaries;Financial transactions;2000;;;;;;;;
8720;Total domestic sectors;Financial auxiliaries;Financial transactions;2001 1st quarter;;;;;;;;
8721;Total domestic sectors;Financial auxiliaries;Financial transactions;2001 2nd quarter;;;;;;;;
8722;Total domestic sectors;Financial auxiliaries;Financial transactions;2001 3rd quarter;;;;;;;;
8723;Total domestic sectors;Financial auxiliaries;Financial transactions;2001 4th quarter;;;;;;;;
8724;Total domestic sectors;Financial auxiliaries;Financial transactions;2001;;;;;;;;
8725;Total domestic sectors;Financial auxiliaries;Financial transactions;2002 1st quarter;;;;;;;;
8726;Total domestic sectors;Financial auxiliaries;Financial transactions;2002 2nd quarter;;;;;;;;
8727;Total domestic sectors;Financial auxiliaries;Financial transactions;2002 3rd quarter;;;;;;;;
8728;Total domestic sectors;Financial auxiliaries;Financial transactions;2002 4th quarter;;;;;;;;
8729;Total domestic sectors;Financial auxiliaries;Financial transactions;2002;;;;;;;;
8730;Total domestic sectors;Financial auxiliaries;Financial transactions;2003 1st quarter;;;;;;;;
8731;Total domestic sectors;Financial auxiliaries;Financial transactions;2003 2nd quarter;;;;;;;;
8732;Total domestic sectors;Financial auxiliaries;Financial transactions;2003 3rd quarter;;;;;;;;
8733;Total domestic sectors;Financial auxiliaries;Financial transactions;2003 4th quarter;;;;;;;;
8734;Total domestic sectors;Financial auxiliaries;Financial transactions;2003;;;;;;;;
8735;Total domestic sectors;Financial auxiliaries;Financial transactions;2004 1st quarter;;;;;;;;
8736;Total domestic sectors;Financial auxiliaries;Financial transactions;2004 2nd quarter;;;;;;;;
8737;Total domestic sectors;Financial auxiliaries;Financial transactions;2004 3rd quarter;;;;;;;;
8738;Total domestic sectors;Financial auxiliaries;Financial transactions;2004 4th quarter;;;;;;;;
8739;Total domestic sectors;Financial auxiliaries;Financial transactions;2004;;;;;;;;
8740;Total domestic sectors;Financial auxiliaries;Financial transactions;2005 1st quarter;;;;;;;;
8741;Total domestic sectors;Financial auxiliaries;Financial transactions;2005 2nd quarter;;;;;;;;
8742;Total domestic sectors;Financial auxiliaries;Financial transactions;2005 3rd quarter;;;;;;;;
8743;Total domestic sectors;Financial auxiliaries;Financial transactions;2005 4th quarter;;;;;;;;
8744;Total domestic sectors;Financial auxiliaries;Financial transactions;2005;;;;;;;;
8745;Total domestic sectors;Financial auxiliaries;Financial transactions;2006 1st quarter;;;;;;;;
8746;Total domestic sectors;Financial auxiliaries;Financial transactions;2006 2nd quarter;;;;;;;;
8747;Total domestic sectors;Financial auxiliaries;Financial transactions;2006 3rd quarter;;;;;;;;
8748;Total domestic sectors;Financial auxiliaries;Financial transactions;2006 4th quarter;;;;;;;;
8749;Total domestic sectors;Financial auxiliaries;Financial transactions;2006;;;;;;;;
8750;Total domestic sectors;Financial auxiliaries;Financial transactions;2007 1st quarter;;;;;;;;
8751;Total domestic sectors;Financial auxiliaries;Financial transactions;2007 2nd quarter;;;;;;;;
8752;Total domestic sectors;Financial auxiliaries;Financial transactions;2007 3rd quarter;;;;;;;;
8753;Total domestic sectors;Financial auxiliaries;Financial transactions;2007 4th quarter;;;;;;;;
8754;Total domestic sectors;Financial auxiliaries;Financial transactions;2007;;;;;;;;
8755;Total domestic sectors;Financial auxiliaries;Financial transactions;2008 1st quarter;;;;;;;;
8756;Total domestic sectors;Financial auxiliaries;Financial transactions;2008 2nd quarter;;;;;;;;
8757;Total domestic sectors;Financial auxiliaries;Financial transactions;2008 3rd quarter;;;;;;;;
8758;Total domestic sectors;Financial auxiliaries;Financial transactions;2008 4th quarter;;;;;;;;
8759;Total domestic sectors;Financial auxiliaries;Financial transactions;2008;;;;;;;;
8760;Total domestic sectors;Financial auxiliaries;Financial transactions;2009 1st quarter;;;;;;;;
8761;Total domestic sectors;Financial auxiliaries;Financial transactions;2009 2nd quarter;;;;;;;;
8762;Total domestic sectors;Financial auxiliaries;Financial transactions;2009 3rd quarter;;;;;;;;
8763;Total domestic sectors;Financial auxiliaries;Financial transactions;2009 4th quarter;;;;;;;;
8764;Total domestic sectors;Financial auxiliaries;Financial transactions;2009;;;;;;;;
8765;Total domestic sectors;Financial auxiliaries;Financial transactions;2010 1st quarter;;;;;;;;
8766;Total domestic sectors;Financial auxiliaries;Financial transactions;2010 2nd quarter;;;;;;;;
8767;Total domestic sectors;Financial auxiliaries;Financial transactions;2010 3rd quarter;;;;;;;;
8768;Total domestic sectors;Financial auxiliaries;Financial transactions;2010 4th quarter;;;;;;;;
8769;Total domestic sectors;Financial auxiliaries;Financial transactions;2010;;;;;;;;
8770;Total domestic sectors;Financial auxiliaries;Financial transactions;2011 1st quarter;;;;;;;;
8771;Total domestic sectors;Financial auxiliaries;Financial transactions;2011 2nd quarter;;;;;;;;
8772;Total domestic sectors;Financial auxiliaries;Financial transactions;2011 3rd quarter;;;;;;;;
8773;Total domestic sectors;Financial auxiliaries;Financial transactions;2011 4th quarter;;;;;;;;
8774;Total domestic sectors;Financial auxiliaries;Financial transactions;2011;;;;;;;;
8775;Total domestic sectors;Financial auxiliaries;Financial transactions;2012 1st quarter;;;;;;;;
8776;Total domestic sectors;Financial auxiliaries;Financial transactions;2012 2nd quarter;;;;;;;;
8777;Total domestic sectors;Financial auxiliaries;Financial transactions;2012 3rd quarter;;;;;;;;
8778;Total domestic sectors;Financial auxiliaries;Financial transactions;2012 4th quarter;;;;;;;;
8779;Total domestic sectors;Financial auxiliaries;Financial transactions;2012;;;;;;;;
8780;Total domestic sectors;Financial auxiliaries;Financial transactions;2013 1st quarter;;;;;;;;
8781;Total domestic sectors;Financial auxiliaries;Financial transactions;2013 2nd quarter;;;;;;;;
8782;Total domestic sectors;Financial auxiliaries;Financial transactions;2013 3rd quarter;;;;;;;;
