ID;PlaatsEnGemeentenamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;Provincienaam_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9
230;231;200;Apeldoorn                      ;33;Apeldoorn                               ;25;Gelderland    ;nee;nee;Assel                          
231;232;957;Roermond                       ;122;Overig Midden-Limburg ten oosten v. Maas;31;Limburg       ;nee;nee;Asselt                         
232;233;106;Assen                          ;17;Drentse Zandgronden                     ;22;Drenthe       ;ja ;ja ;Assen                          
233;234;479;Zaanstad                       ;58;Zaanstreek                              ;27;Noord-Holland ;ja ;nee;Assendelft                     
234;235;193;Zwolle                         ;20;IJssel- en Vechtdelta                   ;23;Overijssel    ;nee;nee;Assendorp                      
235;236;450;Uitgeest                       ;55;Noord-Kennemerland                      ;27;Noord-Holland ;nee;nee;Assum                          
236;237;396;Heemskerk                      ;59;IJmond                                  ;27;Noord-Holland ;nee;nee;Assumburg                      
237;238;743;Asten                          ;118;Brabantse Peel                          ;30;Noord-Brabant ;ja ;ja ;Asten                          
238;239;777;Etten-Leur                     ;104;Gebied om Breda                         ;30;Noord-Brabant ;nee;nee;Atterlaken                     
239;240;710;Wûnseradiel                    ;10;Fries Weidegebied                       ;21;Friesland     ;nee;nee;Atzeburen                      
240;241;79;Kollumerland en Nieuwkruisland ;12;Friese Bouwstreek                       ;21;Friesland     ;ja ;nee;Augsbuurt                      
241;242;59;Achtkarspelen                  ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Augustinusga                   
242;243;355;Zeist                          ;44;Utrechtse Heuvelrug                     ;26;Utrecht       ;ja ;nee;Austerlitz                     
243;244;748;Bergen op Zoom                 ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;Noord-Brabant ;nee;nee;Auvergnepolder                 
244;245;1598;Koggenland                     ;54;Midden- en oostelijk West-Friesland     ;27;Noord-Holland ;ja ;nee;Avenhorn                       
245;246;160;Hardenberg                     ;21;Noordoost-Overijssel                    ;23;Overijssel    ;nee;nee;Avereest                       
246;247;150;Deventer                       ;22;Zuidwest-Overijssel                     ;23;Overijssel    ;nee;nee;Averlo                         
247;248;1859;Berkelland                     ;30;Overige gemeenten oostelijke Achterhoek ;25;Gelderland    ;nee;nee;Avest                          
248;249;281;Tiel                           ;38;Westelijke Betuwe                       ;25;Gelderland    ;nee;nee;Avezaath                       
249;250;715;Terneuzen                      ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Zeeland       ;ja ;nee;Axel                           
250;251;715;Terneuzen                      ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Zeeland       ;nee;nee;Axelsche Sassing               
251;252;478;Zeevang                        ;56;Noordhollands Middengewest              ;27;Noord-Holland ;nee;nee;Axwijk                         
252;253;1735;Hof van Twente                 ;24;Overige gemeenten in Twente             ;23;Overijssel    ;nee;nee;Azelo                          
253;254;1955;Montferland                    ;27;Oude-IJsselgebied (westelijk deel)      ;25;Gelderland    ;ja ;nee;Azewijn                        
254;255;93;Terschelling                   ;13;Friese Waddeneilanden                   ;21;Friesland     ;ja ;nee;Baaiduinen                     
255;256;140;Littenseradiel                 ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Baaium                         
256;257;1876;Bronckhorst                    ;28;Overige gemeenten westelijke Achterhoek ;25;Gelderland    ;ja ;nee;Baak                           
257;258;1711;Echt-Susteren                  ;122;Overig Midden-Limburg ten oosten v. Maas;31;Limburg       ;nee;nee;Baakhoven                      
258;259;965;Simpelveld                     ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Baaks                          
259;260;1705;Lingewaard                     ;37;Oostelijke Betuwe                       ;25;Gelderland    ;nee;nee;Baal                           
260;261;160;Hardenberg                     ;21;Noordoost-Overijssel                    ;23;Overijssel    ;nee;nee;Baalder                        
261;262;677;Hulst                          ;100;Overig Oost-Zeeuwsch-Vlaanderen         ;29;Zeeland       ;nee;nee;Baalhoek                       
262;263;305;Abcoude                        ;48;Vechtstreek en Plassengebied in Utrecht ;26;Utrecht       ;ja ;nee;Baambrugge                     
263;264;736;De Ronde Venen                 ;48;Vechtstreek en Plassengebied in Utrecht ;26;Utrecht       ;nee;nee;Baambrugse Zuwe                
264;265;10;Delfzijl                       ;2;Appingedam en Delfzijl                  ;20;Groningen     ;nee;nee;Baamsum                        
265;266;809;Loon op Zand                   ;108;Gebied om Tilburg                       ;30;Noord-Brabant ;nee;nee;Baan                           
266;267;870;Werkendam                      ;105;Land van Altena                         ;30;Noord-Brabant ;nee;nee;Baan, De                       
267;268;140;Littenseradiel                 ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Baard                          
268;269;140;Littenseradiel                 ;10;Fries Weidegebied                       ;21;Friesland     ;nee;nee;Baarderadeel                   
269;270;80;Leeuwarden                     ;11;Leeuwarden                              ;21;Friesland     ;nee;nee;Baarderburen                   
270;271;710;Wûnseradiel                    ;10;Fries Weidegebied                       ;21;Friesland     ;nee;nee;Baarderburen                   
271;272;867;Waalwijk                       ;106;Langstraat                              ;30;Noord-Brabant ;nee;nee;Baardwijk                      
272;273;654;Borsele                        ;97;Noord- en Zuid-Beveland                 ;29;Zeeland       ;ja ;nee;Baarland                       
273;274;744;Baarle-Nassau                  ;108;Gebied om Tilburg                       ;30;Noord-Brabant ;ja ;ja ;Baarle-Nassau                  
274;275;744;Baarle-Nassau                  ;108;Gebied om Tilburg                       ;30;Noord-Brabant ;nee;nee;Baarle-Nassau-Grens            
275;276;934;Maasbree                       ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;ja ;nee;Baarlo                         
276;277;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;Overijssel    ;ja ;nee;Baarlo                         
277;278;1896;Zwartewaterland                ;20;IJssel- en Vechtdelta                   ;23;Overijssel    ;ja ;nee;Baarlo                         
278;279;308;Baarn                          ;44;Utrechtse Heuvelrug                     ;26;Utrecht       ;ja ;ja ;Baarn                          
279;280;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;Overijssel    ;ja ;nee;Baars                          
280;281;798;Hilvarenbeek                   ;108;Gebied om Tilburg                       ;30;Noord-Brabant ;nee;nee;Baarschot                      
281;282;654;Borsele                        ;97;Noord- en Zuid-Beveland                 ;29;Zeeland       ;nee;nee;Baarsdorp                      
282;283;1598;Koggenland                     ;54;Midden- en oostelijk West-Friesland     ;27;Noord-Holland ;nee;nee;Baarsdorpermeer                
283;284;1641;Maasgouw                       ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;nee;nee;Baarstraat                     
284;285;299;Zevenaar                       ;26;De Lijmers                              ;25;Gelderland    ;ja ;nee;Babberich                      
285;286;710;Wûnseradiel                    ;10;Fries Weidegebied                       ;21;Friesland     ;nee;nee;Baburen                        
286;287;738;Aalburg                        ;105;Land van Altena                         ;30;Noord-Brabant ;ja ;nee;Babyloniënbroek                
287;288;394;Haarlemmermeer                 ;62;Noordhollandse Meerlanden               ;27;Noord-Holland ;ja ;nee;Badhoevedorp                   
288;289;1640;Leudal                         ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;ja ;nee;Baexem                         
289;290;53;Winsum                         ;6;Groninger centrale Weidestreek          ;20;Groningen     ;ja ;nee;Baflo                          
290;291;299;Zevenaar                       ;26;De Lijmers                              ;25;Gelderland    ;nee;nee;Bahr en Lathum                 
291;292;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;Noord-Brabant ;ja ;nee;Bakel                          
292;293;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;Noord-Brabant ;nee;nee;Bakelsebrug                    
293;294;762;Deurne                         ;118;Brabantse Peel                          ;30;Noord-Brabant ;nee;nee;Bakelsedijk                    
294;295;202;Arnhem                         ;35;Arnhem                                  ;25;Gelderland    ;nee;nee;Bakenberg                      
295;296;654;Borsele                        ;97;Noord- en Zuid-Beveland                 ;29;Zeeland       ;nee;nee;Bakendorp                      
296;297;785;Goirle                         ;108;Gebied om Tilburg                       ;30;Noord-Brabant ;nee;nee;Bakertand                      
297;298;889;Beesel                         ;121;Industriegebied Venlo-Beesel            ;31;Limburg       ;nee;nee;Bakheide                       
298;299;653;Gaasterlân-Sleat               ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Bakhuizen                      
299;300;1714;Sluis                          ;98;West-Zeeuwsch-Vlaanderen                ;29;Zeeland       ;nee;nee;Bakkersdam                     
300;301;86;Opsterland                     ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Bakkeveen                      
301;302;383;Castricum                      ;55;Noord-Kennemerland                      ;27;Noord-Holland ;nee;nee;Bakkum                         
302;303;48;Vlagtwedde                     ;4;Groninger Veenkoloniën                  ;20;Groningen     ;nee;nee;Bakovensmee                    
303;304;296;Wijchen                        ;40;Gebied om Nijmegen                      ;25;Gelderland    ;ja ;nee;Balgoij                        
304;305;1731;Midden-Drenthe                 ;17;Drentse Zandgronden                     ;22;Drenthe       ;ja ;nee;Balinge                        
305;306;653;Gaasterlân-Sleat               ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Balk                           
306;307;160;Hardenberg                     ;21;Noordoost-Overijssel                    ;23;Overijssel    ;ja ;nee;Balkbrug                       
307;308;109;Coevorden                      ;18;Zuid-Drents Randgebied                  ;22;Drenthe       ;nee;nee;Ballast                        
