ID;Geslacht;Leeftijd;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDatHeeftVerzuimd_2;GemiddeldeVerzuimfrequentie_3;GemiddeldeVerzuimduur_4;k_1Tot5Werkdagen_5;k_5Tot20Werkdagen_6;k_20Tot210Werkdagen_7;k_210WerkdagenOfMeer_8;JaHoofdzakelijkGevolgVanMijnWerk_9;JaVoorEenDeelGevolgVanMijnWerk_10;NeeGeenGevolgVanMijnWerk_11;WeetNiet_12
489;Vrouwen;25 tot 35 jaar;Waarde;2023;6.0;62.5;1.8;10.3;75.6;15.2;8.1;1.0;8.2;15.6;70.1;6.1
490;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2014;3.5;51.5;1.2;5.9;74.7;12.9;7.5;0.4;6.4;15.3;70.4;2.8
491;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2015;3.9;52.5;1.2;6.5;75.2;11.6;8.8;0.3;5.8;13.8;72.5;3.4
492;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2016;3.9;55.0;1.4;6.6;73.5;12.6;8.5;0.4;6.8;15.7;69.1;3.3
493;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2017;3.8;52.2;1.3;6.3;76.4;11.4;7.7;0.5;7.0;16.9;67.8;3.6
494;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2018;4.7;56.5;1.6;8.0;73.3;13.5;9.1;0.5;8.1;16.1;67.8;3.9
495;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2019;4.8;55.5;1.5;8.2;73.1;12.9;9.6;0.7;8.0;17.6;66.0;4.2
496;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2020;4.2;52.1;1.4;7.2;69.9;15.6;10.1;0.5;7.5;16.4;67.2;4.4
497;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2021;5.1;52.4;1.4;8.6;65.7;17.3;12.0;0.4;9.7;16.8;63.8;4.9
498;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2022;5.9;68.5;1.9;10.0;68.7;19.4;7.7;0.5;7.1;13.3;70.6;5.1
499;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2023;5.5;61.2;1.7;9.5;74.3;14.2;7.3;0.8;7.4;14.6;68.7;5.4
500;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2014;4.5;55.2;1.4;7.5;78.2;15.8;9.8;1.0;8.6;18.3;74.1;4.4
501;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2015;4.8;55.9;1.4;8.1;78.3;14.1;11.0;0.9;7.6;16.4;75.7;5.0
502;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2016;4.8;58.5;1.7;8.1;77.2;15.1;11.9;1.1;8.7;19.2;72.9;4.7
503;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2017;4.6;55.4;1.5;7.8;79.5;13.9;9.8;1.1;9.0;19.7;71.2;5.1
504;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2018;5.6;59.3;1.8;9.4;76.1;15.7;11.0;1.0;9.9;18.4;70.7;5.2
505;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2019;5.6;58.4;1.8;9.6;75.9;15.2;11.5;1.3;9.8;20.1;68.9;5.7
506;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2020;5.1;55.0;1.6;8.6;72.9;18.1;12.2;1.0;9.4;18.9;70.3;5.9
507;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2021;6.1;55.6;1.7;10.3;69.1;20.1;14.5;1.0;11.9;19.5;67.2;6.6
508;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2022;6.8;71.1;2.1;11.5;71.4;21.9;9.4;1.1;8.8;15.4;73.3;6.5
509;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2023;6.4;63.9;2.0;11.1;76.9;16.3;9.0;1.4;9.0;16.7;71.5;6.9
510;Vrouwen;35 tot 45 jaar;Waarde;2014;4.7;48.4;1.1;7.6;71.5;16.9;10.6;1.0;7.3;15.7;73.0;4.0
511;Vrouwen;35 tot 45 jaar;Waarde;2015;4.7;50.5;1.1;7.5;71.7;16.5;11.1;0.8;6.2;14.1;74.8;4.9
512;Vrouwen;35 tot 45 jaar;Waarde;2016;4.5;51.6;1.3;7.4;71.3;16.8;11.2;0.7;7.3;14.1;74.6;3.9
513;Vrouwen;35 tot 45 jaar;Waarde;2017;5.1;50.1;1.2;8.0;73.0;14.8;11.2;1.0;8.2;14.7;72.3;4.8
514;Vrouwen;35 tot 45 jaar;Waarde;2018;5.5;53.1;1.5;8.9;69.3;16.1;13.4;1.2;8.3;16.3;71.5;3.9
515;Vrouwen;35 tot 45 jaar;Waarde;2019;5.6;52.6;1.4;9.1;70.5;15.2;13.2;1.1;7.7;14.8;72.1;5.4
516;Vrouwen;35 tot 45 jaar;Waarde;2020;5.3;48.8;1.2;8.7;67.3;18.3;13.3;1.0;8.7;14.4;71.2;5.6
517;Vrouwen;35 tot 45 jaar;Waarde;2021;5.7;48.3;1.3;9.2;64.8;18.5;15.1;1.6;8.9;15.3;69.6;6.2
518;Vrouwen;35 tot 45 jaar;Waarde;2022;6.8;65.2;1.7;11.3;65.1;24.1;9.6;1.2;6.8;13.3;73.7;6.2
519;Vrouwen;35 tot 45 jaar;Waarde;2023;6.1;56.7;1.6;10.0;70.6;18.0;10.2;1.3;6.9;14.3;72.8;6.0
520;Vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2014;4.2;46.7;1.0;6.7;69.7;15.5;9.4;0.7;6.3;14.4;71.3;3.3
521;Vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2015;4.2;48.9;1.0;6.7;70.1;15.2;10.0;0.5;5.4;13.0;73.2;4.2
522;Vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2016;4.1;50.0;1.2;6.7;69.6;15.5;10.2;0.5;6.5;13.0;73.1;3.3
523;Vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2017;4.5;48.4;1.1;7.2;71.4;13.6;10.1;0.7;7.2;13.5;70.6;4.1
524;Vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2018;5.0;51.7;1.3;8.2;67.8;15.0;12.3;0.9;7.5;15.2;70.1;3.3
525;Vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2019;5.1;51.1;1.3;8.3;69.0;14.0;12.1;0.8;6.9;13.7;70.7;4.7
526;Vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2020;4.8;47.4;1.1;7.9;65.8;17.1;12.2;0.8;7.9;13.4;69.8;4.9
527;Vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2021;5.2;46.8;1.2;8.3;63.2;17.2;13.9;1.2;7.9;14.1;68.0;5.4
528;Vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2022;6.3;63.8;1.6;10.4;63.6;22.8;8.7;0.9;6.1;12.3;72.3;5.5
529;Vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2023;5.7;55.3;1.5;9.2;69.2;16.8;9.3;1.0;6.2;13.3;71.4;5.3
530;Vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2014;5.2;50.1;1.2;8.4;73.2;18.4;11.8;1.5;8.3;17.2;74.6;4.8
531;Vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2015;5.1;52.1;1.3;8.3;73.3;17.8;12.2;1.1;7.1;15.4;76.3;5.7
532;Vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2016;5.0;53.2;1.4;8.2;72.8;18.2;12.4;1.1;8.3;15.4;76.1;4.6
533;Vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2017;5.6;51.7;1.4;8.8;74.6;16.1;12.4;1.4;9.3;16.0;73.9;5.7
534;Vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2018;5.9;54.5;1.6;9.7;70.7;17.3;14.5;1.6;9.3;17.4;72.9;4.6
535;Vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2019;6.1;54.0;1.5;9.9;72.0;16.4;14.3;1.5;8.6;15.9;73.5;6.2
536;Vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2020;5.8;50.3;1.4;9.5;68.9;19.7;14.4;1.4;9.7;15.6;72.7;6.4
537;Vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2021;6.2;49.9;1.4;10.1;66.5;19.9;16.4;2.1;9.9;16.5;71.2;7.1
538;Vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2022;7.4;66.5;1.8;12.1;66.5;25.5;10.5;1.6;7.6;14.4;75.0;7.0
539;Vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2023;6.6;58.1;1.7;10.8;71.9;19.2;11.1;1.7;7.7;15.4;74.1;6.8
540;Vrouwen;45 tot 55 jaar;Waarde;2014;4.7;43.2;1.0;7.7;65.4;20.3;13.3;1.1;8.8;14.8;71.5;4.9
541;Vrouwen;45 tot 55 jaar;Waarde;2015;5.6;46.6;1.1;9.2;62.0;20.4;15.9;1.8;7.9;14.1;72.7;5.3
542;Vrouwen;45 tot 55 jaar;Waarde;2016;4.9;47.7;1.2;8.3;64.5;19.2;14.8;1.5;8.4;16.1;70.8;4.7
543;Vrouwen;45 tot 55 jaar;Waarde;2017;5.6;45.6;1.1;9.2;65.3;19.8;13.4;1.5;9.6;15.2;69.8;5.3
544;Vrouwen;45 tot 55 jaar;Waarde;2018;5.9;49.2;1.2;9.7;63.0;20.2;15.3;1.6;10.1;15.1;69.9;4.8
545;Vrouwen;45 tot 55 jaar;Waarde;2019;5.7;45.9;1.2;9.7;62.4;19.8;15.9;1.9;9.6;16.0;69.5;4.9
546;Vrouwen;45 tot 55 jaar;Waarde;2020;5.1;43.8;1.1;8.5;61.1;22.4;14.8;1.7;8.9;14.0;71.1;6.0
547;Vrouwen;45 tot 55 jaar;Waarde;2021;5.8;42.7;1.2;9.6;55.9;23.2;18.9;2.1;10.4;15.0;67.9;6.7
548;Vrouwen;45 tot 55 jaar;Waarde;2022;6.7;58.9;1.5;11.1;60.2;26.9;11.4;1.5;8.5;12.4;72.5;6.6
549;Vrouwen;45 tot 55 jaar;Waarde;2023;5.8;49.7;1.3;9.6;65.3;21.3;12.0;1.4;7.8;12.5;73.6;6.1
550;Vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2014;4.3;41.7;0.9;7.0;63.7;18.9;12.1;0.8;7.8;13.6;70.0;4.2
551;Vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2015;5.1;45.2;1.0;8.4;60.4;19.1;14.8;1.4;7.1;13.1;71.3;4.7
552;Vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2016;4.5;46.2;1.1;7.6;62.9;18.0;13.7;1.2;7.5;15.0;69.4;4.1
553;Vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2017;5.1;44.2;1.0;8.4;63.7;18.5;12.4;1.2;8.7;14.1;68.3;4.6
554;Vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2018;5.5;48.0;1.1;9.0;61.6;19.0;14.3;1.3;9.3;14.2;68.7;4.3
555;Vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2019;5.2;44.6;1.1;8.9;60.9;18.6;14.8;1.6;8.8;15.0;68.2;4.3
556;Vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2020;4.7;42.5;1.0;7.7;59.6;21.1;13.7;1.4;8.1;13.0;69.7;5.3
557;Vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2021;5.3;41.3;1.1;8.8;54.2;21.8;17.6;1.7;9.4;13.9;66.4;5.9
558;Vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2022;6.2;57.6;1.4;10.3;58.8;25.6;10.4;1.2;7.8;11.5;71.1;5.9
559;Vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2023;5.4;48.4;1.2;8.8;63.9;20.1;11.1;1.1;7.0;11.6;72.3;5.4
560;Vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2014;5.2;44.7;1.1;8.5;67.0;21.7;14.5;1.5;9.8;16.0;73.1;5.7
561;Vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2015;6.1;48.0;1.2;10.1;63.5;21.7;17.1;2.3;8.8;15.2;74.1;6.1
562;Vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2016;5.3;49.1;1.3;9.0;66.0;20.5;16.0;2.0;9.3;17.3;72.2;5.5
563;Vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2017;6.0;47.1;1.2;10.1;66.8;21.1;14.6;2.0;10.6;16.4;71.3;6.1
564;Vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2018;6.3;50.5;1.3;10.5;64.4;21.3;16.3;2.0;11.0;16.1;71.2;5.4
565;Vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2019;6.1;47.2;1.2;10.4;63.8;21.0;17.0;2.4;10.5;17.1;70.8;5.5
566;Vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2020;5.6;45.1;1.2;9.2;62.6;23.7;15.9;2.2;9.8;15.1;72.4;6.7
567;Vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2021;6.3;44.1;1.4;10.4;57.5;24.6;20.2;2.6;11.4;16.2;69.4;7.5
568;Vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2022;7.2;60.3;1.6;12.0;61.7;28.2;12.3;1.9;9.4;13.4;73.8;7.3
569;Vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2023;6.3;51.1;1.4;10.3;66.7;22.5;13.0;1.8;8.6;13.5;74.9;6.9
570;Vrouwen;55 tot 65 jaar;Waarde;2014;6.7;43.9;1.4;10.7;56.6;23.3;18.1;2.1;9.0;17.0;66.3;7.7
571;Vrouwen;55 tot 65 jaar;Waarde;2015;6.5;47.8;1.3;10.3;54.5;24.2;19.5;1.7;9.0;14.2;70.3;6.5
572;Vrouwen;55 tot 65 jaar;Waarde;2016;6.2;45.4;1.3;10.3;56.9;22.6;18.7;1.8;9.7;15.4;67.9;7.0
573;Vrouwen;55 tot 65 jaar;Waarde;2017;6.8;45.7;1.3;11.1;57.1;23.0;17.6;2.3;10.5;15.3;67.9;6.3
574;Vrouwen;55 tot 65 jaar;Waarde;2018;7.2;49.9;1.4;11.7;53.8;23.9;20.2;2.0;10.7;15.4;68.2;5.6
575;Vrouwen;55 tot 65 jaar;Waarde;2019;7.0;48.4;1.4;11.2;54.8;23.3;20.0;1.9;10.2;15.4;67.7;6.6
576;Vrouwen;55 tot 65 jaar;Waarde;2020;6.8;43.7;1.4;10.7;52.2;25.0;20.5;2.2;9.8;14.1;69.6;6.6
577;Vrouwen;55 tot 65 jaar;Waarde;2021;6.9;42.3;1.3;11.4;50.4;26.8;20.5;2.2;10.8;14.8;66.4;8.0
578;Vrouwen;55 tot 65 jaar;Waarde;2022;7.9;58.7;1.7;12.5;56.3;27.4;14.3;2.0;8.4;12.3;70.4;8.9
579;Vrouwen;55 tot 65 jaar;Waarde;2023;7.0;50.6;1.4;11.4;58.8;24.3;15.1;1.7;9.2;13.3;69.8;7.7
580;Vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2014;6.1;42.2;1.2;9.6;54.5;21.6;16.6;1.5;7.9;15.6;64.4;6.7
581;Vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2015;5.9;46.2;1.2;9.4;52.7;22.7;18.1;1.3;8.0;13.0;68.7;5.7
582;Vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2016;5.6;43.7;1.2;9.3;54.8;20.6;17.3;1.4;8.7;14.1;65.8;5.3
583;Vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2017;6.2;44.1;1.1;10.1;55.4;21.5;16.3;1.9;9.5;14.1;66.3;5.5
584;Vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2018;6.7;48.6;1.3;10.8;52.3;22.6;18.9;1.6;9.8;14.4;66.9;5.0
585;Vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2019;6.5;47.0;1.2;10.4;53.2;22.0;18.8;1.5;9.4;14.4;66.4;5.9
586;Vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2020;6.3;42.4;1.3;9.9;50.7;23.7;19.3;1.8;9.0;13.1;68.2;5.8
587;Vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2021;6.4;40.9;1.1;10.5;48.8;25.4;19.3;1.8;9.8;13.7;64.9;7.1
588;Vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2022;7.3;57.4;1.6;11.6;54.9;26.1;13.3;1.6;7.6;11.4;69.1;8.1
589;Vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2023;6.5;49.3;1.3;10.5;57.4;23.1;14.1;1.4;8.4;12.3;68.5;7.0
590;Vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2014;7.4;45.7;1.6;11.8;58.6;25.0;19.7;2.7;10.2;18.6;68.2;8.8
591;Vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2015;7.1;49.5;1.4;11.3;56.4;25.8;21.0;2.3;10.0;15.5;72.0;7.5
592;Vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2016;6.7;47.0;1.5;11.3;59.0;24.8;20.1;2.3;10.8;16.7;69.9;9.3
593;Vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2017;7.3;47.3;1.4;12.1;58.9;24.5;19.0;3.0;11.6;16.6;69.5;7.2
594;Vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2018;7.7;51.2;1.6;12.5;55.4;25.3;21.5;2.5;11.6;16.5;69.6;6.3
595;Vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2019;7.5;49.7;1.5;12.0;56.4;24.7;21.3;2.3;11.2;16.5;69.1;7.4
596;Vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2020;7.3;45.0;1.5;11.5;53.8;26.4;21.8;2.7;10.7;15.1;70.9;7.4
597;Vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2021;7.4;43.7;1.4;12.4;52.0;28.3;21.9;2.8;11.8;16.0;67.9;8.9
598;Vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2022;8.4;60.0;1.8;13.3;57.7;28.7;15.4;2.4;9.2;13.3;71.7;9.7
599;Vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2023;7.5;51.9;1.6;12.2;60.2;25.6;16.2;2.1;10.1;14.3;71.1;8.6
600;Vrouwen;65 tot 75 jaar;Waarde;2014;1.3;18.1;0.6;1.6;;;;;;;;
601;Vrouwen;65 tot 75 jaar;Waarde;2015;2.8;22.2;0.7;3.1;;;;;;;;
602;Vrouwen;65 tot 75 jaar;Waarde;2016;5.3;25.2;0.6;7.1;52.3;23.3;22.5;1.8;1.0;5.4;87.8;5.7
603;Vrouwen;65 tot 75 jaar;Waarde;2017;2.9;32.6;1.2;3.7;51.5;33.6;14.5;0.5;8.2;13.3;66.5;12.0
604;Vrouwen;65 tot 75 jaar;Waarde;2018;4.5;30.8;1.1;6.3;52.2;29.4;16.4;2.0;4.1;12.9;77.5;5.5
605;Vrouwen;65 tot 75 jaar;Waarde;2019;7.0;34.6;1.3;10.8;49.8;25.3;20.9;4.0;7.4;12.2;72.1;8.3
606;Vrouwen;65 tot 75 jaar;Waarde;2020;7.5;32.5;1.3;10.7;42.5;26.2;28.3;3.0;12.4;8.9;73.0;5.7
607;Vrouwen;65 tot 75 jaar;Waarde;2021;5.6;32.4;1.2;8.5;48.9;26.7;19.9;4.5;7.8;12.1;71.3;8.8
608;Vrouwen;65 tot 75 jaar;Waarde;2022;6.5;46.2;1.2;9.4;60.5;23.6;14.0;1.8;9.0;9.9;72.4;8.7
609;Vrouwen;65 tot 75 jaar;Waarde;2023;6.9;41.5;1.4;9.9;55.4;26.8;14.7;3.0;7.1;11.9;72.1;8.9
610;Vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2014;0.5;12.6;0.2;0.5;;;;;;;;
611;Vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2015;1.3;15.7;0.2;1.1;;;;;;;;
612;Vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2016;2.6;19.2;0.3;3.4;42.1;15.7;15.0;0.4;0.1;2.5;80.2;2.6
613;Vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2017;1.7;26.8;0.6;2.3;42.8;25.7;9.4;0.1;4.5;8.4;58.0;7.5
614;Vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2018;3.0;26.4;0.6;4.1;44.8;22.9;11.8;0.8;2.3;9.3;72.0;3.4
615;Vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2019;5.0;30.3;0.8;7.6;43.2;20.0;16.0;2.1;5.0;8.8;66.5;5.5
616;Vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2020;5.3;28.4;0.8;7.5;36.5;21.1;22.8;1.5;8.8;6.2;67.4;3.5
617;Vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2021;3.9;28.4;0.8;5.7;43.2;21.8;15.6;2.6;5.3;9.0;66.0;6.0
618;Vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2022;5.0;42.5;1.0;7.1;56.0;20.0;11.2;0.9;6.7;7.6;68.4;6.6
619;Vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2023;5.5;38.3;1.1;7.8;51.4;23.4;12.0;1.9;5.3;9.5;68.4;6.9
620;Vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2014;2.1;25.5;1.1;2.6;;;;;;;;
621;Vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2015;4.3;30.5;1.1;5.2;;;;;;;;
622;Vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2016;8.0;32.3;0.9;10.9;62.4;33.2;32.4;7.3;7.0;11.3;92.8;12.3
623;Vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2017;4.1;39.1;1.7;5.1;60.1;42.5;21.7;3.3;14.5;20.4;74.1;18.5
624;Vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2018;6.0;35.6;1.6;8.5;59.5;36.7;22.3;5.3;7.2;17.6;82.2;8.8
625;Vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2019;9.0;39.1;1.9;14.0;56.3;31.5;26.7;7.7;10.8;16.7;77.0;12.3
626;Vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2020;9.6;36.9;1.7;14.0;48.7;32.0;34.5;6.0;17.2;12.5;77.9;9.1
627;Vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2021;7.4;36.7;1.7;11.3;54.7;32.1;25.0;7.8;11.2;16.2;76.0;12.8
628;Vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2022;8.0;49.9;1.5;11.7;64.9;27.7;17.5;3.7;11.8;12.7;76.1;11.4
629;Vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2023;8.3;44.8;1.8;11.9;59.4;30.6;17.9;4.8;9.5;14.8;75.5;11.4
