ID;TravelMotives;Population;TripCharacteristics;Margins;RegionCharacteristics;Periods;Trips_1;DistanceTravelled_2;TimeTravelled_3;Trips_4;DistanceTravelled_5;TimeTravelled_6
7990;Total;Population 6 years or older;Friday;Value;Utrecht (PV);2022;2.97;32.05;74.81;155.0;1667.0;64.8
7991;Total;Population 6 years or older;Friday;Value;Utrecht (PV);2023;3.06;36.16;77.37;159.0;1881.0;67.1
7992;Total;Population 6 years or older;Friday;Value;Noord-Holland (PV);2018;2.96;39.23;82.7;154.0;2040.0;71.7
7993;Total;Population 6 years or older;Friday;Value;Noord-Holland (PV);2019;2.82;32.4;81.1;147.0;1685.0;70.3
7994;Total;Population 6 years or older;Friday;Value;Noord-Holland (PV);2020;2.54;23.99;64.82;132.0;1248.0;56.2
7995;Total;Population 6 years or older;Friday;Value;Noord-Holland (PV);2021;2.68;27.36;74.28;142.0;1450.0;65.6
7996;Total;Population 6 years or older;Friday;Value;Noord-Holland (PV);2022;2.85;30.34;75.74;148.0;1578.0;65.6
7997;Total;Population 6 years or older;Friday;Value;Noord-Holland (PV);2023;2.77;28.26;71.07;144.0;1469.0;61.6
7998;Total;Population 6 years or older;Friday;Value;Zuid-Holland (PV);2018;3.04;34.98;82.84;158.0;1819.0;71.8
7999;Total;Population 6 years or older;Friday;Value;Zuid-Holland (PV);2019;2.98;34.93;82.19;155.0;1816.0;71.2
8000;Total;Population 6 years or older;Friday;Value;Zuid-Holland (PV);2020;2.46;26.52;67.6;128.0;1379.0;58.6
8001;Total;Population 6 years or older;Friday;Value;Zuid-Holland (PV);2021;2.7;28.41;73.37;143.0;1506.0;64.8
8002;Total;Population 6 years or older;Friday;Value;Zuid-Holland (PV);2022;2.77;26.46;71.74;144.0;1376.0;62.2
8003;Total;Population 6 years or older;Friday;Value;Zuid-Holland (PV);2023;2.78;28.59;72.96;144.0;1487.0;63.2
8004;Total;Population 6 years or older;Friday;Value;Zeeland (PV);2018;2.76;37.2;72.48;143.0;1934.0;62.8
8005;Total;Population 6 years or older;Friday;Value;Zeeland (PV);2019;2.78;43.32;79.56;145.0;2253.0;69.0
8006;Total;Population 6 years or older;Friday;Value;Zeeland (PV);2020;2.47;31.77;63.27;128.0;1652.0;54.8
8007;Total;Population 6 years or older;Friday;Value;Zeeland (PV);2021;2.9;33.75;63.49;154.0;1789.0;56.1
8008;Total;Population 6 years or older;Friday;Value;Zeeland (PV);2022;3.03;35.43;78.59;157.0;1842.0;68.1
8009;Total;Population 6 years or older;Friday;Value;Zeeland (PV);2023;2.98;32.95;67.3;155.0;1714.0;58.3
8010;Total;Population 6 years or older;Friday;Value;Noord-Brabant (PV);2018;3.06;40.08;77.13;159.0;2084.0;66.9
8011;Total;Population 6 years or older;Friday;Value;Noord-Brabant (PV);2019;3.16;38.21;74.41;164.0;1987.0;64.5
8012;Total;Population 6 years or older;Friday;Value;Noord-Brabant (PV);2020;2.69;25.85;63.07;140.0;1344.0;54.7
8013;Total;Population 6 years or older;Friday;Value;Noord-Brabant (PV);2021;3.02;28.1;68.6;160.0;1489.0;60.6
8014;Total;Population 6 years or older;Friday;Value;Noord-Brabant (PV);2022;2.99;32.62;71.83;155.0;1696.0;62.3
8015;Total;Population 6 years or older;Friday;Value;Noord-Brabant (PV);2023;2.99;33.82;74.27;156.0;1759.0;64.4
8016;Total;Population 6 years or older;Friday;Value;Limburg (PV);2018;3.19;34.43;72.44;166.0;1790.0;62.8
8017;Total;Population 6 years or older;Friday;Value;Limburg (PV);2019;2.96;31.28;68.3;154.0;1627.0;59.2
8018;Total;Population 6 years or older;Friday;Value;Limburg (PV);2020;2.66;29.94;65.37;138.0;1557.0;56.7
8019;Total;Population 6 years or older;Friday;Value;Limburg (PV);2021;2.82;28.31;70.19;150.0;1500.0;62.0
8020;Total;Population 6 years or older;Friday;Value;Limburg (PV);2022;3.03;31.11;73.15;157.0;1618.0;63.4
8021;Total;Population 6 years or older;Friday;Value;Limburg (PV);2023;2.98;29.89;68.58;155.0;1554.0;59.4
8022;Total;Population 6 years or older;Friday;Value;Extremely urbanised;2018;2.94;35.76;84.64;153.0;1860.0;73.4
8023;Total;Population 6 years or older;Friday;Value;Extremely urbanised;2019;2.84;32.64;83.32;148.0;1697.0;72.2
8024;Total;Population 6 years or older;Friday;Value;Extremely urbanised;2020;2.32;22.26;63.46;121.0;1157.0;55.0
8025;Total;Population 6 years or older;Friday;Value;Extremely urbanised;2021;2.55;25.45;74.08;135.0;1349.0;65.4
8026;Total;Population 6 years or older;Friday;Value;Extremely urbanised;2022;2.69;25.39;71.29;140.0;1320.0;61.8
8027;Total;Population 6 years or older;Friday;Value;Extremely urbanised;2023;2.69;25.18;73.41;140.0;1309.0;63.6
8028;Total;Population 6 years or older;Friday;Value;Strongly urbanised;2018;3.11;39.24;80.4;162.0;2041.0;69.7
8029;Total;Population 6 years or older;Friday;Value;Strongly urbanised;2019;3.07;35.42;77.23;160.0;1842.0;66.9
8030;Total;Population 6 years or older;Friday;Value;Strongly urbanised;2020;2.62;26.83;64.13;136.0;1395.0;55.6
8031;Total;Population 6 years or older;Friday;Value;Strongly urbanised;2021;2.83;30.51;73.6;150.0;1617.0;65.0
8032;Total;Population 6 years or older;Friday;Value;Strongly urbanised;2022;2.98;32.96;76.19;155.0;1714.0;66.0
8033;Total;Population 6 years or older;Friday;Value;Strongly urbanised;2023;3.01;32.64;72.93;156.0;1697.0;63.2
8034;Total;Population 6 years or older;Friday;Value;Moderately urbanised;2018;3.16;36.32;75.51;164.0;1889.0;65.4
8035;Total;Population 6 years or older;Friday;Value;Moderately urbanised;2019;2.97;38.19;72.93;154.0;1986.0;63.2
8036;Total;Population 6 years or older;Friday;Value;Moderately urbanised;2020;2.84;29.78;67.78;148.0;1549.0;58.7
8037;Total;Population 6 years or older;Friday;Value;Moderately urbanised;2021;2.91;30.61;70.61;154.0;1622.0;62.4
8038;Total;Population 6 years or older;Friday;Value;Moderately urbanised;2022;3.07;29.65;70.77;160.0;1542.0;61.3
8039;Total;Population 6 years or older;Friday;Value;Moderately urbanised;2023;3.09;34.35;72.38;161.0;1786.0;62.7
8040;Total;Population 6 years or older;Friday;Value;Hardly urbanised;2018;3.16;42.61;77.12;164.0;2216.0;66.8
8041;Total;Population 6 years or older;Friday;Value;Hardly urbanised;2019;3.06;41.88;76.88;159.0;2178.0;66.6
8042;Total;Population 6 years or older;Friday;Value;Hardly urbanised;2020;2.78;30.36;66.14;145.0;1579.0;57.3
8043;Total;Population 6 years or older;Friday;Value;Hardly urbanised;2021;3.02;33.36;70.6;160.0;1768.0;62.4
8044;Total;Population 6 years or older;Friday;Value;Hardly urbanised;2022;3.05;33.72;73.77;158.0;1753.0;63.9
8045;Total;Population 6 years or older;Friday;Value;Hardly urbanised;2023;3.07;36.87;72.63;160.0;1917.0;62.9
8046;Total;Population 6 years or older;Friday;Value;Not urbanised;2018;2.89;40.51;73.24;150.0;2107.0;63.5
8047;Total;Population 6 years or older;Friday;Value;Not urbanised;2019;2.85;42.56;73.08;148.0;2213.0;63.3
8048;Total;Population 6 years or older;Friday;Value;Not urbanised;2020;2.8;37.2;70.72;145.0;1934.0;61.3
8049;Total;Population 6 years or older;Friday;Value;Not urbanised;2021;2.78;29.61;66.68;147.0;1569.0;58.9
8050;Total;Population 6 years or older;Friday;Value;Not urbanised;2022;2.96;35.2;73.03;154.0;1830.0;63.3
8051;Total;Population 6 years or older;Friday;Value;Not urbanised;2023;2.75;34.24;66.42;143.0;1781.0;57.6
8052;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;The Netherlands;2018;3.01;37.33;77.33;157.0;1941.0;67.0
8053;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;The Netherlands;2019;2.92;35.67;75.45;152.0;1855.0;65.4
8054;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;The Netherlands;2020;2.58;26.54;63.72;134.0;1380.0;55.2
8055;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;The Netherlands;2021;2.76;28.59;70.4;146.0;1515.0;62.2
8056;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;The Netherlands;2022;2.88;29.54;71.42;150.0;1536.0;61.9
8057;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;The Netherlands;2023;2.88;30.74;70.7;150.0;1599.0;61.3
8058;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Noord-Nederland (LD);2018;2.81;35.89;66.66;146.0;1866.0;57.8
8059;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Noord-Nederland (LD);2019;2.74;41.12;72.95;143.0;2138.0;63.2
8060;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Noord-Nederland (LD);2020;2.51;27.25;60.01;131.0;1417.0;52.0
8061;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Noord-Nederland (LD);2021;2.52;28.04;65.27;134.0;1486.0;57.7
8062;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Noord-Nederland (LD);2022;2.71;29.35;64.94;141.0;1526.0;56.3
8063;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Noord-Nederland (LD);2023;2.82;29.76;64.79;146.0;1548.0;56.2
8064;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Oost-Nederland (LD);2018;3.03;38.79;75.88;157.0;2017.0;65.8
8065;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Oost-Nederland (LD);2019;2.83;35.45;69.89;147.0;1843.0;60.6
8066;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Oost-Nederland (LD);2020;2.62;27.32;61.07;136.0;1421.0;52.9
8067;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Oost-Nederland (LD);2021;2.79;30.0;68.6;148.0;1590.0;60.6
8068;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Oost-Nederland (LD);2022;2.95;29.15;69.71;154.0;1516.0;60.4
8069;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Oost-Nederland (LD);2023;2.96;32.19;69.0;154.0;1674.0;59.8
8070;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;West-Nederland (LD);2018;2.96;35.05;79.0;154.0;1823.0;68.5
8071;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;West-Nederland (LD);2019;2.86;32.89;77.58;149.0;1710.0;67.2
8072;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;West-Nederland (LD);2020;2.48;24.59;64.09;129.0;1279.0;55.5
8073;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;West-Nederland (LD);2021;2.65;27.03;71.17;141.0;1432.0;62.9
8074;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;West-Nederland (LD);2022;2.77;27.41;71.35;144.0;1425.0;61.8
8075;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;West-Nederland (LD);2023;2.76;28.28;70.35;143.0;1471.0;61.0
8076;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Zuid-Nederland (LD);2018;2.98;35.28;71.17;155.0;1834.0;61.7
8077;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Zuid-Nederland (LD);2019;2.96;32.88;68.16;154.0;1710.0;59.1
8078;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Zuid-Nederland (LD);2020;2.56;24.56;59.65;133.0;1277.0;51.7
8079;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Zuid-Nederland (LD);2021;2.84;25.54;65.22;150.0;1354.0;57.6
8080;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Zuid-Nederland (LD);2022;2.87;29.27;67.93;149.0;1522.0;58.9
8081;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Zuid-Nederland (LD);2023;2.86;29.86;68.19;149.0;1553.0;59.1
8082;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Groningen (PV);2018;2.51;27.0;53.44;130.0;1404.0;46.3
8083;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Groningen (PV);2019;2.53;38.03;70.07;132.0;1978.0;60.7
8084;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Groningen (PV);2020;2.18;21.25;50.45;113.0;1105.0;43.7
8085;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Groningen (PV);2021;2.25;27.24;62.79;119.0;1444.0;55.5
8086;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Groningen (PV);2022;2.58;25.96;59.88;134.0;1350.0;51.9
8087;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Groningen (PV);2023;2.65;26.87;65.61;138.0;1397.0;56.9
8088;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Fryslân (PV);2018;2.7;34.6;67.88;140.0;1799.0;58.8
8089;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Fryslân (PV);2019;2.75;42.36;72.44;143.0;2203.0;62.8
8090;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Fryslân (PV);2020;2.46;26.03;58.49;128.0;1354.0;50.7
8091;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Fryslân (PV);2021;2.33;22.44;59.01;124.0;1189.0;52.1
8092;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Fryslân (PV);2022;2.78;30.02;66.84;145.0;1561.0;57.9
8093;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Fryslân (PV);2023;2.81;27.24;58.74;146.0;1416.0;50.9
8094;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Drenthe (PV);2018;2.89;35.78;65.76;150.0;1861.0;57.0
8095;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Drenthe (PV);2019;2.49;29.16;60.33;130.0;1516.0;52.3
8096;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Drenthe (PV);2020;2.56;25.78;59.89;133.0;1340.0;51.9
8097;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Drenthe (PV);2021;2.68;24.61;61.47;142.0;1304.0;54.3
8098;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Drenthe (PV);2022;2.28;21.8;53.2;119.0;1134.0;46.1
8099;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Drenthe (PV);2023;2.56;26.23;58.03;133.0;1364.0;50.3
8100;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Overijssel (PV);2018;2.89;37.72;72.54;150.0;1961.0;62.9
8101;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Overijssel (PV);2019;2.86;30.96;67.16;149.0;1610.0;58.2
8102;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Overijssel (PV);2020;2.53;23.35;56.36;131.0;1214.0;48.8
8103;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Overijssel (PV);2021;2.87;26.42;65.68;152.0;1400.0;58.0
8104;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Overijssel (PV);2022;3.01;28.3;69.0;156.0;1471.0;59.8
8105;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Overijssel (PV);2023;3.01;28.88;66.6;157.0;1502.0;57.7
8106;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Flevoland (PV);2018;2.59;34.98;65.36;135.0;1819.0;56.6
8107;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Flevoland (PV);2019;2.54;30.41;61.81;132.0;1582.0;53.6
8108;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Flevoland (PV);2020;1.92;22.13;48.47;100.0;1151.0;42.0
8109;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Flevoland (PV);2021;2.17;28.91;60.03;115.0;1532.0;53.0
8110;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Flevoland (PV);2022;2.27;27.86;60.26;118.0;1449.0;52.2
8111;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Flevoland (PV);2023;2.47;28.43;62.38;128.0;1479.0;54.1
8112;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Gelderland (PV);2018;3.05;36.35;74.8;159.0;1890.0;64.8
8113;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Gelderland (PV);2019;2.72;35.26;68.12;142.0;1833.0;59.0
8114;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Gelderland (PV);2020;2.69;27.61;62.06;140.0;1436.0;53.8
8115;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Gelderland (PV);2021;2.75;29.1;67.56;146.0;1542.0;59.7
8116;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Gelderland (PV);2022;2.93;26.93;67.47;152.0;1400.0;58.5
8117;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Gelderland (PV);2023;2.88;31.7;67.31;150.0;1648.0;58.3
8118;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Utrecht (PV);2018;3.1;33.82;73.75;161.0;1759.0;63.9
8119;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Utrecht (PV);2019;2.94;32.31;70.81;153.0;1680.0;61.4
8120;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Utrecht (PV);2020;2.66;24.44;63.76;138.0;1271.0;55.3
8121;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Utrecht (PV);2021;2.69;27.35;70.74;143.0;1449.0;62.5
8122;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Utrecht (PV);2022;2.82;28.95;69.76;147.0;1506.0;60.5
8123;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Utrecht (PV);2023;2.92;32.78;72.65;152.0;1704.0;63.0
8124;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Noord-Holland (PV);2018;2.82;35.39;77.87;147.0;1840.0;67.5
8125;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Noord-Holland (PV);2019;2.67;29.28;74.43;139.0;1522.0;64.5
8126;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Noord-Holland (PV);2020;2.41;21.52;60.57;125.0;1119.0;52.5
8127;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Noord-Holland (PV);2021;2.56;24.71;69.9;136.0;1309.0;61.7
8128;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Noord-Holland (PV);2022;2.71;26.73;70.77;141.0;1390.0;61.3
8129;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Noord-Holland (PV);2023;2.64;25.41;66.72;137.0;1321.0;57.8
8130;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Zuid-Holland (PV);2018;2.91;32.11;78.48;152.0;1670.0;68.0
8131;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Zuid-Holland (PV);2019;2.86;32.02;77.55;149.0;1665.0;67.2
8132;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Zuid-Holland (PV);2020;2.36;24.26;63.61;123.0;1261.0;55.1
8133;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Zuid-Holland (PV);2021;2.6;26.0;69.9;138.0;1378.0;61.7
8134;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Zuid-Holland (PV);2022;2.66;24.31;68.06;139.0;1264.0;59.0
8135;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Zuid-Holland (PV);2023;2.67;26.15;69.42;139.0;1360.0;60.2
8136;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Zeeland (PV);2018;2.39;26.03;57.44;124.0;1354.0;49.8
8137;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Zeeland (PV);2019;2.42;32.29;61.91;126.0;1679.0;53.7
8138;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Zeeland (PV);2020;2.13;21.78;51.26;111.0;1133.0;44.4
8139;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Zeeland (PV);2021;2.55;23.2;53.6;135.0;1230.0;47.4
8140;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Zeeland (PV);2022;2.67;26.08;65.03;139.0;1356.0;56.4
8141;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Zeeland (PV);2023;2.58;24.32;53.24;134.0;1265.0;46.1
8142;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Noord-Brabant (PV);2018;2.91;36.31;71.51;151.0;1888.0;62.0
8143;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Noord-Brabant (PV);2019;3.0;34.34;69.34;156.0;1785.0;60.1
8144;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Noord-Brabant (PV);2020;2.55;23.26;58.15;132.0;1209.0;50.4
8145;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Noord-Brabant (PV);2021;2.87;25.14;64.1;152.0;1332.0;56.6
8146;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Noord-Brabant (PV);2022;2.83;29.18;66.83;147.0;1518.0;57.9
8147;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Noord-Brabant (PV);2023;2.84;30.36;68.76;148.0;1579.0;59.6
8148;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Limburg (PV);2018;2.98;29.2;64.93;155.0;1518.0;56.3
8149;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Limburg (PV);2019;2.68;25.62;59.76;139.0;1332.0;51.8
8150;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Limburg (PV);2020;2.46;24.12;57.87;128.0;1254.0;50.2
8151;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Limburg (PV);2021;2.62;22.99;62.73;139.0;1218.0;55.4
8152;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Limburg (PV);2022;2.78;25.76;64.86;144.0;1339.0;56.2
8153;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Limburg (PV);2023;2.76;25.39;61.75;144.0;1320.0;53.5
8154;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Extremely urbanised;2018;2.83;32.87;80.18;147.0;1709.0;69.5
8155;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Extremely urbanised;2019;2.73;29.85;78.23;142.0;1552.0;67.8
8156;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Extremely urbanised;2020;2.22;20.36;59.93;116.0;1059.0;51.9
8157;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Extremely urbanised;2021;2.46;23.39;70.36;131.0;1240.0;62.2
8158;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Extremely urbanised;2022;2.59;23.11;67.73;134.0;1202.0;58.7
8159;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Extremely urbanised;2023;2.59;23.32;69.81;135.0;1213.0;60.5
8160;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Strongly urbanised;2018;3.01;36.52;76.65;156.0;1899.0;66.4
8161;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Strongly urbanised;2019;2.96;32.83;73.41;154.0;1707.0;63.6
8162;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Strongly urbanised;2020;2.53;24.68;61.06;132.0;1284.0;52.9
8163;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Strongly urbanised;2021;2.74;28.27;70.55;145.0;1498.0;62.3
8164;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Strongly urbanised;2022;2.88;30.4;72.49;150.0;1581.0;62.8
8165;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Strongly urbanised;2023;2.91;30.23;69.73;151.0;1572.0;60.4
8166;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Moderately urbanised;2018;3.01;33.07;70.77;157.0;1720.0;61.3
8167;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Moderately urbanised;2019;2.82;34.48;68.45;147.0;1793.0;59.3
8168;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Moderately urbanised;2020;2.72;26.63;63.36;141.0;1385.0;54.9
8169;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Moderately urbanised;2021;2.78;27.31;66.27;148.0;1447.0;58.5
8170;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Moderately urbanised;2022;2.92;27.03;66.44;152.0;1406.0;57.6
8171;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Moderately urbanised;2023;2.95;31.51;68.47;154.0;1639.0;59.3
8172;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Hardly urbanised;2018;3.04;39.33;72.9;158.0;2045.0;63.2
8173;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Hardly urbanised;2019;2.93;38.47;72.08;152.0;2000.0;62.5
8174;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Hardly urbanised;2020;2.66;28.02;62.3;139.0;1457.0;54.0
8175;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Hardly urbanised;2021;2.91;30.69;67.14;154.0;1627.0;59.3
8176;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Hardly urbanised;2022;2.92;31.02;69.72;152.0;1613.0;60.4
8177;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Hardly urbanised;2023;2.94;33.94;68.7;153.0;1765.0;59.5
8178;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Not urbanised;2018;2.7;35.65;67.14;141.0;1854.0;58.2
8179;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Not urbanised;2019;2.66;37.06;65.83;138.0;1927.0;57.0
8180;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Not urbanised;2020;2.6;31.63;64.23;135.0;1645.0;55.7
8181;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Not urbanised;2021;2.57;25.5;61.02;136.0;1352.0;53.9
8182;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Not urbanised;2022;2.72;30.9;65.69;142.0;1607.0;56.9
8183;Total;Population 6 years or older;Friday;Lower bound 95% confidence interval;Not urbanised;2023;2.55;29.01;59.84;133.0;1508.0;51.9
8184;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;The Netherlands;2018;3.13;40.22;81.38;163.0;2091.0;70.5
8185;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;The Netherlands;2019;3.04;38.61;79.83;158.0;2008.0;69.2
8186;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;The Netherlands;2020;2.68;28.85;67.21;139.0;1500.0;58.2
8187;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;The Netherlands;2021;2.86;30.97;73.83;152.0;1641.0;65.2
8188;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;The Netherlands;2022;2.99;32.01;75.2;155.0;1665.0;65.2
8189;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;The Netherlands;2023;2.99;33.18;74.21;155.0;1725.0;64.3
8190;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Noord-Nederland (LD);2018;3.15;45.82;79.19;164.0;2382.0;68.6
8191;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Noord-Nederland (LD);2019;3.14;52.75;86.55;163.0;2743.0;75.0
8192;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Noord-Nederland (LD);2020;2.84;36.08;70.79;148.0;1876.0;61.4
8193;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Noord-Nederland (LD);2021;2.86;37.18;77.0;152.0;1971.0;68.0
8194;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Noord-Nederland (LD);2022;3.09;38.16;77.17;161.0;1984.0;66.9
8195;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Noord-Nederland (LD);2023;3.18;37.98;75.6;166.0;1975.0;65.5
