ID;Beroep;Perioden;Werknemer_1;k_25ePercentiel_2;k_50ePercentielMediaan_3;k_75ePercentiel_4
1303;0821 Gebruikersondersteuning ICT;2018;44;14.5;18.1;25.1
1304;0821 Gebruikersondersteuning ICT;2019;47;14.1;18.4;25.8
1305;0821 Gebruikersondersteuning ICT;2020;43;15.0;20.0;26.9
1306;0821 Gebruikersondersteuning ICT;2021;49;16.6;21.9;26.4
1307;0821 Gebruikersondersteuning ICT;2022;57;17.6;23.2;29.4
1308;0821 Gebruikersondersteuning ICT;2023;51;17.8;23.3;29.7
1309;0822 Radio- en televisietechnici;2013;7;;;
1310;0822 Radio- en televisietechnici;2014;7;;;
1311;0822 Radio- en televisietechnici;2015;9;;;
1312;0822 Radio- en televisietechnici;2016;7;;;
1313;0822 Radio- en televisietechnici;2017;8;;;
1314;0822 Radio- en televisietechnici;2018;9;;;
1315;0822 Radio- en televisietechnici;2019;11;;;
1316;0822 Radio- en televisietechnici;2020;11;;;
1317;0822 Radio- en televisietechnici;2021;11;;;
1318;0822 Radio- en televisietechnici;2022;11;;;
1319;0822 Radio- en televisietechnici;2023;11;;;
1320;09 Agrarische beroepen;2013;115;9.8;12.7;16.3
1321;09 Agrarische beroepen;2014;120;9.9;12.5;16.0
1322;09 Agrarische beroepen;2015;116;10.5;13.1;16.3
1323;09 Agrarische beroepen;2016;109;10.1;12.9;16.6
1324;09 Agrarische beroepen;2017;106;10.9;13.1;17.0
1325;09 Agrarische beroepen;2018;105;11.0;13.5;17.2
1326;09 Agrarische beroepen;2019;113;11.3;13.5;17.5
1327;09 Agrarische beroepen;2020;123;11.9;14.2;17.2
1328;09 Agrarische beroepen;2021;100;11.0;14.0;17.4
1329;09 Agrarische beroepen;2022;90;12.3;15.1;19.0
1330;09 Agrarische beroepen;2023;103;13.8;16.0;20.6
1331;091 Tuinders, akkerbouwers en veetelers;2013;82;10.7;13.6;17.1
1332;091 Tuinders, akkerbouwers en veetelers;2014;85;10.7;13.6;17.0
1333;091 Tuinders, akkerbouwers en veetelers;2015;83;11.0;13.9;17.0
1334;091 Tuinders, akkerbouwers en veetelers;2016;79;11.1;13.6;17.6
1335;091 Tuinders, akkerbouwers en veetelers;2017;79;11.4;13.7;17.6
1336;091 Tuinders, akkerbouwers en veetelers;2018;79;11.6;14.4;17.9
1337;091 Tuinders, akkerbouwers en veetelers;2019;88;12.0;14.1;18.2
1338;091 Tuinders, akkerbouwers en veetelers;2020;89;12.7;14.6;18.5
1339;091 Tuinders, akkerbouwers en veetelers;2021;67;12.6;15.0;18.9
1340;091 Tuinders, akkerbouwers en veetelers;2022;63;13.3;16.3;21.2
1341;091 Tuinders, akkerbouwers en veetelers;2023;74;14.5;17.4;21.2
1342;0911 Land- en bosbouwers;2013;8;;;
1343;0911 Land- en bosbouwers;2014;9;;;
1344;0911 Land- en bosbouwers;2015;8;;;
1345;0911 Land- en bosbouwers;2016;11;;;
1346;0911 Land- en bosbouwers;2017;12;;;
1347;0911 Land- en bosbouwers;2018;10;;;
1348;0911 Land- en bosbouwers;2019;10;;;
1349;0911 Land- en bosbouwers;2020;11;;;
1350;0911 Land- en bosbouwers;2021;8;;;
1351;0911 Land- en bosbouwers;2022;9;;;
1352;0911 Land- en bosbouwers;2023;11;;;
1353;0912 Hoveniers, tuinders en kwekers;2013;64;10.7;13.4;16.6
1354;0912 Hoveniers, tuinders en kwekers;2014;65;10.8;13.7;16.7
1355;0912 Hoveniers, tuinders en kwekers;2015;63;11.0;13.7;16.7
1356;0912 Hoveniers, tuinders en kwekers;2016;53;11.2;13.4;17.3
1357;0912 Hoveniers, tuinders en kwekers;2017;56;11.4;13.3;17.5
1358;0912 Hoveniers, tuinders en kwekers;2018;57;11.6;14.3;17.6
1359;0912 Hoveniers, tuinders en kwekers;2019;65;12.2;13.9;17.6
1360;0912 Hoveniers, tuinders en kwekers;2020;65;13.0;14.6;18.5
1361;0912 Hoveniers, tuinders en kwekers;2021;47;12.6;15.0;19.2
1362;0912 Hoveniers, tuinders en kwekers;2022;44;13.3;16.2;20.8
1363;0912 Hoveniers, tuinders en kwekers;2023;52;14.4;16.8;20.8
1364;0913 Veetelers;2013;10;;;
1365;0913 Veetelers;2014;11;;;
1366;0913 Veetelers;2015;12;;;
1367;0913 Veetelers;2016;15;;;
1368;0913 Veetelers;2017;11;;;
1369;0913 Veetelers;2018;12;;;
1370;0913 Veetelers;2019;13;;;
1371;0913 Veetelers;2020;13;;;
1372;0913 Veetelers;2021;12;;;
1373;0913 Veetelers;2022;9;;;
1374;0913 Veetelers;2023;11;;;
1375;092 Hulpkrachten landbouw;2013;32;6.6;10.8;13.9
1376;092 Hulpkrachten landbouw;2014;35;6.9;10.8;13.5
1377;092 Hulpkrachten landbouw;2015;33;6.8;11.0;14.3
1378;092 Hulpkrachten landbouw;2016;30;6.4;10.8;13.3
1379;092 Hulpkrachten landbouw;2017;27;;;
1380;092 Hulpkrachten landbouw;2018;26;;;
1381;092 Hulpkrachten landbouw;2019;25;;;
1382;092 Hulpkrachten landbouw;2020;34;8.0;12.6;15.1
1383;092 Hulpkrachten landbouw;2021;33;6.6;11.3;14.2
1384;092 Hulpkrachten landbouw;2022;28;;;
1385;092 Hulpkrachten landbouw;2023;29;;;
1386;0921 Hulpkrachten landbouw;2013;32;6.6;10.8;13.9
1387;0921 Hulpkrachten landbouw;2014;35;6.9;10.8;13.5
1388;0921 Hulpkrachten landbouw;2015;33;6.8;11.0;14.3
1389;0921 Hulpkrachten landbouw;2016;30;6.4;10.8;13.3
1390;0921 Hulpkrachten landbouw;2017;27;;;
1391;0921 Hulpkrachten landbouw;2018;26;;;
1392;0921 Hulpkrachten landbouw;2019;25;;;
1393;0921 Hulpkrachten landbouw;2020;34;8.0;12.6;15.1
1394;0921 Hulpkrachten landbouw;2021;33;6.6;11.3;14.2
1395;0921 Hulpkrachten landbouw;2022;28;;;
1396;0921 Hulpkrachten landbouw;2023;29;;;
1397;10 Zorg en welzijn beroepen;2013;1023;16.6;20.1;23.9
1398;10 Zorg en welzijn beroepen;2014;974;17.1;20.5;24.4
1399;10 Zorg en welzijn beroepen;2015;969;17.4;21.0;25.0
1400;10 Zorg en welzijn beroepen;2016;986;17.8;21.3;25.3
1401;10 Zorg en welzijn beroepen;2017;1016;17.8;21.3;25.3
1402;10 Zorg en welzijn beroepen;2018;1038;18.2;21.8;26.0
1403;10 Zorg en welzijn beroepen;2019;1099;18.5;22.2;26.5
1404;10 Zorg en welzijn beroepen;2020;1119;19.1;22.9;27.7
1405;10 Zorg en welzijn beroepen;2021;1150;19.4;23.4;28.2
1406;10 Zorg en welzijn beroepen;2022;1153;20.6;24.4;29.5
1407;10 Zorg en welzijn beroepen;2023;1214;21.6;25.9;31.3
1408;101 Artsen, therapeuten en gespeciali...;2013;221;20.7;24.4;28.6
1409;101 Artsen, therapeuten en gespeciali...;2014;224;20.9;24.6;28.8
1410;101 Artsen, therapeuten en gespeciali...;2015;219;21.8;25.3;29.3
1411;101 Artsen, therapeuten en gespeciali...;2016;229;22.0;25.5;29.9
1412;101 Artsen, therapeuten en gespeciali...;2017;242;22.1;25.6;30.2
1413;101 Artsen, therapeuten en gespeciali...;2018;249;22.4;26.3;30.8
1414;101 Artsen, therapeuten en gespeciali...;2019;262;23.0;26.7;31.3
1415;101 Artsen, therapeuten en gespeciali...;2020;265;23.8;27.8;33.0
1416;101 Artsen, therapeuten en gespeciali...;2021;276;24.3;28.5;33.4
1417;101 Artsen, therapeuten en gespeciali...;2022;295;25.3;29.6;35.1
1418;101 Artsen, therapeuten en gespeciali...;2023;301;26.6;31.3;37.9
1419;1011 Artsen;2013;71;21.2;27.1;39.8
1420;1011 Artsen;2014;70;21.6;28.0;41.4
1421;1011 Artsen;2015;70;22.2;29.0;44.0
1422;1011 Artsen;2016;78;22.8;28.1;44.3
1423;1011 Artsen;2017;85;22.8;27.9;44.3
1424;1011 Artsen;2018;88;23.6;28.9;43.1
1425;1011 Artsen;2019;89;24.2;29.9;46.7
1426;1011 Artsen;2020;103;25.2;31.1;48.5
1427;1011 Artsen;2021;91;26.1;33.0;53.5
1428;1011 Artsen;2022;98;26.8;34.2;52.8
1429;1011 Artsen;2023;104;29.1;36.9;57.6
1430;1012 Gespecialiseerd verpleegkundigen;2013;104;21.0;23.9;26.8
1431;1012 Gespecialiseerd verpleegkundigen;2014;107;21.4;24.2;27.1
1432;1012 Gespecialiseerd verpleegkundigen;2015;104;22.2;24.7;27.6
1433;1012 Gespecialiseerd verpleegkundigen;2016;105;22.4;25.0;28.0
1434;1012 Gespecialiseerd verpleegkundigen;2017;112;22.1;25.0;28.3
1435;1012 Gespecialiseerd verpleegkundigen;2018;108;22.8;25.8;29.0
1436;1012 Gespecialiseerd verpleegkundigen;2019;118;22.9;26.0;29.4
1437;1012 Gespecialiseerd verpleegkundigen;2020;112;23.8;27.1;30.5
1438;1012 Gespecialiseerd verpleegkundigen;2021;123;24.6;27.9;31.1
1439;1012 Gespecialiseerd verpleegkundigen;2022;130;26.1;29.2;33.1
1440;1012 Gespecialiseerd verpleegkundigen;2023;134;27.4;30.8;35.1
1441;1013 Fysiotherapeuten;2013;47;18.4;23.5;27.4
1442;1013 Fysiotherapeuten;2014;47;18.6;23.3;27.3
1443;1013 Fysiotherapeuten;2015;45;20.3;24.5;27.7
1444;1013 Fysiotherapeuten;2016;45;19.5;24.7;28.2
1445;1013 Fysiotherapeuten;2017;45;19.9;25.3;28.6
1446;1013 Fysiotherapeuten;2018;53;19.3;25.0;28.9
1447;1013 Fysiotherapeuten;2019;56;20.9;25.5;29.1
1448;1013 Fysiotherapeuten;2020;50;20.9;25.7;30.1
1449;1013 Fysiotherapeuten;2021;61;21.8;26.5;30.4
1450;1013 Fysiotherapeuten;2022;66;22.4;27.3;32.3
1451;1013 Fysiotherapeuten;2023;63;22.7;28.2;33.7
1452;102 Specialisten op maatschappelijk g...;2013;110;19.7;23.2;27.4
1453;102 Specialisten op maatschappelijk g...;2014;104;19.8;23.7;28.3
1454;102 Specialisten op maatschappelijk g...;2015;100;19.7;23.7;28.4
1455;102 Specialisten op maatschappelijk g...;2016;116;20.1;24.5;28.6
1456;102 Specialisten op maatschappelijk g...;2017;111;19.9;24.6;29.2
1457;102 Specialisten op maatschappelijk g...;2018;116;20.4;24.8;29.5
1458;102 Specialisten op maatschappelijk g...;2019;122;20.6;24.9;30.3
1459;102 Specialisten op maatschappelijk g...;2020;135;21.5;26.4;31.3
1460;102 Specialisten op maatschappelijk g...;2021;125;22.4;27.5;32.6
1461;102 Specialisten op maatschappelijk g...;2022;140;23.3;28.2;33.5
1462;102 Specialisten op maatschappelijk g...;2023;160;24.1;29.4;35.3
1463;1021 Maatschappelijk werkers;2013;70;19.7;22.8;25.9
1464;1021 Maatschappelijk werkers;2014;60;19.6;22.8;26.2
1465;1021 Maatschappelijk werkers;2015;61;19.9;23.1;26.3
1466;1021 Maatschappelijk werkers;2016;66;20.3;23.8;26.7
1467;1021 Maatschappelijk werkers;2017;63;19.8;23.5;26.4
1468;1021 Maatschappelijk werkers;2018;60;20.3;23.8;27.6
1469;1021 Maatschappelijk werkers;2019;66;19.7;23.1;27.4
1470;1021 Maatschappelijk werkers;2020;77;20.6;24.3;28.6
1471;1021 Maatschappelijk werkers;2021;69;22.0;25.4;29.3
1472;1021 Maatschappelijk werkers;2022;73;22.3;25.4;29.9
1473;1021 Maatschappelijk werkers;2023;89;22.8;26.9;31.5
1474;1022 Psychologen en sociologen;2013;39;19.5;24.4;31.8
1475;1022 Psychologen en sociologen;2014;44;20.5;26.3;32.8
1476;1022 Psychologen en sociologen;2015;40;19.4;26.3;33.6
1477;1022 Psychologen en sociologen;2016;50;19.9;26.3;33.1
1478;1022 Psychologen en sociologen;2017;48;20.7;26.5;33.6
1479;1022 Psychologen en sociologen;2018;56;20.7;26.4;33.1
1480;1022 Psychologen en sociologen;2019;55;22.0;28.2;34.6
1481;1022 Psychologen en sociologen;2020;58;24.2;29.9;36.6
1482;1022 Psychologen en sociologen;2021;56;23.9;31.3;36.7
1483;1022 Psychologen en sociologen;2022;67;26.1;31.7;38.4
1484;1022 Psychologen en sociologen;2023;71;27.2;34.0;40.9
1485;103 Vakspecialisten gezondheidszorg;2013;197;16.2;19.5;23.1
1486;103 Vakspecialisten gezondheidszorg;2014;190;16.3;19.6;23.4
1487;103 Vakspecialisten gezondheidszorg;2015;201;16.5;20.0;24.3
1488;103 Vakspecialisten gezondheidszorg;2016;209;17.2;20.2;24.2
1489;103 Vakspecialisten gezondheidszorg;2017;215;16.9;20.2;24.1
1490;103 Vakspecialisten gezondheidszorg;2018;224;17.7;20.7;25.3
1491;103 Vakspecialisten gezondheidszorg;2019;227;17.9;21.2;25.8
1492;103 Vakspecialisten gezondheidszorg;2020;228;18.3;21.8;26.9
1493;103 Vakspecialisten gezondheidszorg;2021;264;18.1;21.6;26.5
1494;103 Vakspecialisten gezondheidszorg;2022;252;19.2;22.8;27.7
1495;103 Vakspecialisten gezondheidszorg;2023;249;20.7;24.4;30.1
1496;1031 Laboranten;2013;22;;;
1497;1031 Laboranten;2014;21;;;
1498;1031 Laboranten;2015;18;;;
1499;1031 Laboranten;2016;19;;;
1500;1031 Laboranten;2017;25;;;
1501;1031 Laboranten;2018;23;;;
1502;1031 Laboranten;2019;26;;;
1503;1031 Laboranten;2020;21;;;
1504;1031 Laboranten;2021;27;;;
1505;1031 Laboranten;2022;30;20.5;24.9;28.8
1506;1031 Laboranten;2023;28;;;
1507;1032 Apothekersassistenten;2013;22;;;
1508;1032 Apothekersassistenten;2014;24;;;
1509;1032 Apothekersassistenten;2015;19;;;
1510;1032 Apothekersassistenten;2016;19;;;
1511;1032 Apothekersassistenten;2017;21;;;
1512;1032 Apothekersassistenten;2018;23;;;
1513;1032 Apothekersassistenten;2019;24;;;
1514;1032 Apothekersassistenten;2020;22;;;
1515;1032 Apothekersassistenten;2021;32;18.2;20.9;22.0
1516;1032 Apothekersassistenten;2022;27;;;
1517;1032 Apothekersassistenten;2023;23;;;
1518;1033 Verpleegkundigen (mbo);2013;47;17.2;21.0;23.6
1519;1033 Verpleegkundigen (mbo);2014;48;18.5;21.6;24.0
1520;1033 Verpleegkundigen (mbo);2015;56;18.9;22.0;24.9
1521;1033 Verpleegkundigen (mbo);2016;64;19.3;22.1;24.9
1522;1033 Verpleegkundigen (mbo);2017;63;18.3;21.6;24.6
1523;1033 Verpleegkundigen (mbo);2018;65;19.8;23.1;25.8
1524;1033 Verpleegkundigen (mbo);2019;64;20.4;23.4;26.2
1525;1033 Verpleegkundigen (mbo);2020;65;20.3;24.0;27.8
1526;1033 Verpleegkundigen (mbo);2021;73;19.5;23.9;27.0
1527;1033 Verpleegkundigen (mbo);2022;69;21.3;25.0;28.2
1528;1033 Verpleegkundigen (mbo);2023;69;22.2;26.6;29.9
1529;1034 Medisch praktijkassistenten;2013;61;15.3;17.7;20.5
1530;1034 Medisch praktijkassistenten;2014;61;15.0;18.1;20.7
1531;1034 Medisch praktijkassistenten;2015;70;14.8;18.1;21.1
1532;1034 Medisch praktijkassistenten;2016;70;15.6;18.8;20.9
1533;1034 Medisch praktijkassistenten;2017;67;16.3;18.8;20.9
1534;1034 Medisch praktijkassistenten;2018;73;15.9;19.3;21.6
1535;1034 Medisch praktijkassistenten;2019;74;16.5;19.4;22.6
1536;1034 Medisch praktijkassistenten;2020;73;16.4;20.3;22.7
1537;1034 Medisch praktijkassistenten;2021;78;16.8;20.2;22.3
1538;1034 Medisch praktijkassistenten;2022;73;18.4;21.3;23.5
1539;1034 Medisch praktijkassistenten;2023;78;19.0;22.6;24.7
1540;1035 Medisch vakspecialisten;2013;45;16.6;21.1;26.1
1541;1035 Medisch vakspecialisten;2014;36;16.5;21.3;28.2
1542;1035 Medisch vakspecialisten;2015;38;16.6;22.5;27.7
1543;1035 Medisch vakspecialisten;2016;36;17.4;22.4;28.3
1544;1035 Medisch vakspecialisten;2017;39;16.9;22.1;28.2
1545;1035 Medisch vakspecialisten;2018;39;18.1;23.3;30.4
1546;1035 Medisch vakspecialisten;2019;40;18.2;22.9;30.2
1547;1035 Medisch vakspecialisten;2020;47;18.7;23.4;31.6
1548;1035 Medisch vakspecialisten;2021;53;18.6;24.9;31.9
1549;1035 Medisch vakspecialisten;2022;53;18.7;24.4;32.2
1550;1035 Medisch vakspecialisten;2023;52;22.7;29.9;38.5
1551;104 Sociaal werkers, groeps- en woon...;2013;214;16.1;18.7;21.6
1552;104 Sociaal werkers, groeps- en woon...;2014;202;16.8;19.4;22.1
1553;104 Sociaal werkers, groeps- en woon...;2015;202;16.9;19.7;22.7
1554;104 Sociaal werkers, groeps- en woon...;2016;209;17.0;20.0;22.6
1555;104 Sociaal werkers, groeps- en woon...;2017;217;17.1;20.1;22.5
1556;104 Sociaal werkers, groeps- en woon...;2018;221;17.1;20.4;23.2
1557;104 Sociaal werkers, groeps- en woon...;2019;244;17.5;20.7;23.4
1558;104 Sociaal werkers, groeps- en woon...;2020;251;18.6;21.4;24.3
1559;104 Sociaal werkers, groeps- en woon...;2021;249;18.7;21.9;24.8
1560;104 Sociaal werkers, groeps- en woon...;2022;238;19.7;22.8;25.9
1561;104 Sociaal werkers, groeps- en woon...;2023;254;21.0;24.0;27.2
1562;1041 Sociaal werkers, groeps- en woon...;2013;214;16.1;18.7;21.6
1563;1041 Sociaal werkers, groeps- en woon...;2014;202;16.8;19.4;22.1
1564;1041 Sociaal werkers, groeps- en woon...;2015;202;16.9;19.7;22.7
1565;1041 Sociaal werkers, groeps- en woon...;2016;209;17.0;20.0;22.6
1566;1041 Sociaal werkers, groeps- en woon...;2017;217;17.1;20.1;22.5
1567;1041 Sociaal werkers, groeps- en woon...;2018;221;17.1;20.4;23.2
1568;1041 Sociaal werkers, groeps- en woon...;2019;244;17.5;20.7;23.4
1569;1041 Sociaal werkers, groeps- en woon...;2020;251;18.6;21.4;24.3
1570;1041 Sociaal werkers, groeps- en woon...;2021;249;18.7;21.9;24.8
1571;1041 Sociaal werkers, groeps- en woon...;2022;238;19.7;22.8;25.9
1572;1041 Sociaal werkers, groeps- en woon...;2023;254;21.0;24.0;27.2
1573;105 Verzorgenden;2013;282;14.3;17.7;21.0
1574;105 Verzorgenden;2014;254;14.9;18.4;21.4
1575;105 Verzorgenden;2015;246;15.2;18.9;21.7
1576;105 Verzorgenden;2016;222;15.6;19.0;21.9
1577;105 Verzorgenden;2017;232;15.9;19.3;22.1
1578;105 Verzorgenden;2018;229;15.9;19.4;22.4
1579;105 Verzorgenden;2019;243;16.0;19.8;23.0
1580;105 Verzorgenden;2020;240;16.5;20.2;23.5
1581;105 Verzorgenden;2021;236;16.9;20.9;24.3
1582;105 Verzorgenden;2022;229;18.2;21.9;24.8
1583;105 Verzorgenden;2023;250;19.1;22.8;26.4
1584;1051 Verzorgenden;2013;282;14.3;17.7;21.0
1585;1051 Verzorgenden;2014;254;14.9;18.4;21.4
1586;1051 Verzorgenden;2015;246;15.2;18.9;21.7
1587;1051 Verzorgenden;2016;222;15.6;19.0;21.9
1588;1051 Verzorgenden;2017;232;15.9;19.3;22.1
1589;1051 Verzorgenden;2018;229;15.9;19.4;22.4
1590;1051 Verzorgenden;2019;243;16.0;19.8;23.0
1591;1051 Verzorgenden;2020;240;16.5;20.2;23.5
1592;1051 Verzorgenden;2021;236;16.9;20.9;24.3
1593;1051 Verzorgenden;2022;229;18.2;21.9;24.8
1594;1051 Verzorgenden;2023;250;19.1;22.8;26.4
1595;11 Dienstverlenende beroepen;2013;692;9.8;12.2;14.6
1596;11 Dienstverlenende beroepen;2014;692;9.6;12.1;14.6
1597;11 Dienstverlenende beroepen;2015;708;9.6;12.3;14.7
1598;11 Dienstverlenende beroepen;2016;717;9.6;12.3;14.7
1599;11 Dienstverlenende beroepen;2017;735;9.7;12.3;14.7
1600;11 Dienstverlenende beroepen;2018;743;9.9;12.6;14.9
1601;11 Dienstverlenende beroepen;2019;762;10.6;12.8;15.2
1602;11 Dienstverlenende beroepen;2020;695;11.5;13.6;16.1
1603;11 Dienstverlenende beroepen;2021;574;11.9;14.4;16.9
1604;11 Dienstverlenende beroepen;2022;623;11.8;14.5;17.2
1605;11 Dienstverlenende beroepen;2023;652;12.8;15.4;18.2
1606;111 Medewerkers persoonlijke dienstve...;2013;365;9.2;12.1;15.3
1607;111 Medewerkers persoonlijke dienstve...;2014;365;8.9;12.0;15.3
1608;111 Medewerkers persoonlijke dienstve...;2015;391;9.2;12.2;15.7
1609;111 Medewerkers persoonlijke dienstve...;2016;399;9.1;12.2;15.6
1610;111 Medewerkers persoonlijke dienstve...;2017;408;9.2;12.2;15.4
1611;111 Medewerkers persoonlijke dienstve...;2018;421;9.4;12.2;15.7
1612;111 Medewerkers persoonlijke dienstve...;2019;432;9.8;12.5;15.6
1613;111 Medewerkers persoonlijke dienstve...;2020;387;11.3;13.5;17.0
1614;111 Medewerkers persoonlijke dienstve...;2021;301;11.6;14.3;18.2
1615;111 Medewerkers persoonlijke dienstve...;2022;346;11.5;14.4;18.3
1616;111 Medewerkers persoonlijke dienstve...;2023;371;12.2;15.2;19.2
1617;1111 Reisbegeleiders;2013;21;;;
1618;1111 Reisbegeleiders;2014;21;;;
1619;1111 Reisbegeleiders;2015;21;;;
1620;1111 Reisbegeleiders;2016;22;;;
1621;1111 Reisbegeleiders;2017;22;;;
1622;1111 Reisbegeleiders;2018;19;;;
1623;1111 Reisbegeleiders;2019;23;;;
1624;1111 Reisbegeleiders;2020;23;;;
1625;1111 Reisbegeleiders;2021;20;;;
1626;1111 Reisbegeleiders;2022;22;;;
1627;1111 Reisbegeleiders;2023;23;;;
1628;1112 Koks;2013;53;10.8;12.8;17.0
1629;1112 Koks;2014;56;10.6;12.6;15.8
1630;1112 Koks;2015;58;10.6;12.8;16.4
1631;1112 Koks;2016;57;11.0;12.9;16.1
1632;1112 Koks;2017;60;10.9;13.1;16.3
1633;1112 Koks;2018;62;11.5;13.5;16.9
1634;1112 Koks;2019;69;11.5;13.1;17.0
1635;1112 Koks;2020;61;12.4;14.4;17.7
1636;1112 Koks;2021;50;12.7;14.7;19.1
1637;1112 Koks;2022;55;13.0;15.8;19.9
1638;1112 Koks;2023;51;14.1;16.6;20.2
1639;1113 Kelners en barpersoneel;2013;209;7.5;10.9;13.3
1640;1113 Kelners en barpersoneel;2014;206;6.9;10.5;13.0
1641;1113 Kelners en barpersoneel;2015;222;7.2;10.9;13.1
1642;1113 Kelners en barpersoneel;2016;227;7.2;10.8;13.2
1643;1113 Kelners en barpersoneel;2017;236;7.2;10.9;12.9
1644;1113 Kelners en barpersoneel;2018;251;7.6;11.1;13.2
1645;1113 Kelners en barpersoneel;2019;254;7.9;11.5;13.5
1646;1113 Kelners en barpersoneel;2020;208;8.2;12.1;14.1
1647;1113 Kelners en barpersoneel;2021;143;8.2;12.3;14.8
1648;1113 Kelners en barpersoneel;2022;182;8.9;12.4;15.0
1649;1113 Kelners en barpersoneel;2023;209;9.9;13.7;15.6
1650;1114 Kappers en schoonheidsspecialisten;2013;30;8.8;12.3;13.8
1651;1114 Kappers en schoonheidsspecialisten;2014;29;;;
1652;1114 Kappers en schoonheidsspecialisten;2015;31;10.3;12.9;14.2
1653;1114 Kappers en schoonheidsspecialisten;2016;29;;;
1654;1114 Kappers en schoonheidsspecialisten;2017;32;10.1;12.8;14.1
1655;1114 Kappers en schoonheidsspecialisten;2018;27;;;
1656;1114 Kappers en schoonheidsspecialisten;2019;25;;;
1657;1114 Kappers en schoonheidsspecialisten;2020;30;11.5;13.9;15.3
1658;1114 Kappers en schoonheidsspecialisten;2021;21;;;
1659;1114 Kappers en schoonheidsspecialisten;2022;21;;;
1660;1114 Kappers en schoonheidsspecialisten;2023;17;;;
1661;1115 Conciërges en teamleiders schoon...;2013;33;13.4;15.8;19.5
1662;1115 Conciërges en teamleiders schoon...;2014;35;13.1;15.4;18.8
1663;1115 Conciërges en teamleiders schoon...;2015;38;13.7;16.4;20.3
1664;1115 Conciërges en teamleiders schoon...;2016;42;13.5;16.2;19.7
1665;1115 Conciërges en teamleiders schoon...;2017;40;14.3;17.1;20.6
1666;1115 Conciërges en teamleiders schoon...;2018;41;14.2;17.2;21.0
1667;1115 Conciërges en teamleiders schoon...;2019;40;14.2;16.5;20.3
1668;1115 Conciërges en teamleiders schoon...;2020;43;14.5;17.1;21.5
1669;1115 Conciërges en teamleiders schoon...;2021;36;15.6;17.4;21.9
1670;1115 Conciërges en teamleiders schoon...;2022;39;16.0;18.8;23.0
1671;1115 Conciërges en teamleiders schoon...;2023;46;17.2;20.0;24.0
1672;1116 Verleners van overige persoonlij...;2013;18;;;
1673;1116 Verleners van overige persoonlij...;2014;18;;;
1674;1116 Verleners van overige persoonlij...;2015;21;;;
1675;1116 Verleners van overige persoonlij...;2016;21;;;
1676;1116 Verleners van overige persoonlij...;2017;18;;;
1677;1116 Verleners van overige persoonlij...;2018;20;;;
1678;1116 Verleners van overige persoonlij...;2019;21;;;
1679;1116 Verleners van overige persoonlij...;2020;21;;;
1680;1116 Verleners van overige persoonlij...;2021;30;13.5;17.0;21.2
1681;1116 Verleners van overige persoonlij...;2022;27;;;
1682;1116 Verleners van overige persoonlij...;2023;26;;;
1683;112 Schoonmakers en keukenhulpen;2013;327;10.3;12.2;14.0
1684;112 Schoonmakers en keukenhulpen;2014;326;10.4;12.2;13.9
1685;112 Schoonmakers en keukenhulpen;2015;317;10.3;12.3;13.7
1686;112 Schoonmakers en keukenhulpen;2016;319;10.4;12.4;13.8
1687;112 Schoonmakers en keukenhulpen;2017;327;10.7;12.4;14.0
1688;112 Schoonmakers en keukenhulpen;2018;322;10.8;12.9;14.3
1689;112 Schoonmakers en keukenhulpen;2019;330;11.2;13.2;14.8
1690;112 Schoonmakers en keukenhulpen;2020;309;11.8;13.8;15.3
1691;112 Schoonmakers en keukenhulpen;2021;274;12.4;14.4;16.1
1692;112 Schoonmakers en keukenhulpen;2022;277;12.2;14.5;16.3
1693;112 Schoonmakers en keukenhulpen;2023;281;13.4;15.5;17.6
1694;1121 Schoonmakers;2013;255;11.3;12.4;14.5
1695;1121 Schoonmakers;2014;253;11.3;12.5;14.4
1696;1121 Schoonmakers;2015;239;11.4;12.7;14.2
1697;1121 Schoonmakers;2016;242;11.6;12.8;14.4
1698;1121 Schoonmakers;2017;242;11.8;13.0;14.5
1699;1121 Schoonmakers;2018;238;12.2;13.5;14.8
1700;1121 Schoonmakers;2019;240;12.5;13.9;15.5
1701;1121 Schoonmakers;2020;234;12.8;14.4;15.9
1702;1121 Schoonmakers;2021;215;13.4;14.8;16.4
1703;1121 Schoonmakers;2022;204;13.9;15.3;16.9
1704;1121 Schoonmakers;2023;205;14.8;16.1;18.0
1705;1122 Keukenhulpen;2013;71;4.9;7.4;11.6
1706;1122 Keukenhulpen;2014;73;4.8;7.0;11.5
1707;1122 Keukenhulpen;2015;78;4.9;7.5;11.2
1708;1122 Keukenhulpen;2016;77;4.7;6.7;11.0
1709;1122 Keukenhulpen;2017;85;4.8;7.0;11.3
1710;1122 Keukenhulpen;2018;84;4.8;7.4;11.5
1711;1122 Keukenhulpen;2019;90;5.2;8.4;12.2
1712;1122 Keukenhulpen;2020;74;5.4;8.5;12.3
1713;1122 Keukenhulpen;2021;58;5.6;8.5;12.3
1714;1122 Keukenhulpen;2022;73;6.0;8.8;12.9
1715;1122 Keukenhulpen;2023;75;7.2;10.0;13.8
1716;12 Transport en logistiek beroepen;2013;582;9.5;13.7;16.5
1717;12 Transport en logistiek beroepen;2014;594;9.8;13.7;16.5
1718;12 Transport en logistiek beroepen;2015;569;9.1;13.6;16.7
1719;12 Transport en logistiek beroepen;2016;606;8.2;13.5;16.8
