ID;VissoortenSchaalEnSchelpdieren;Perioden;Prijzen_1
802;Griet;2024 augustus;8080.0
803;Griet;2024 september;8820.0
804;Griet;2024 oktober;9761.0
805;Griet;2024 november;11786.0
806;Griet;2024 december;17123.0
807;Griet;2024 ;10345.0
808;Griet;2025 januari;12042.0
809;Griet;2025 februari;13286.0
810;Noordzee garnalen;1994 januari;4474.0
811;Noordzee garnalen;1994 februari;5100.0
812;Noordzee garnalen;1994 maart;5804.0
813;Noordzee garnalen;1994 april;4624.0
814;Noordzee garnalen;1994 mei;3594.0
815;Noordzee garnalen;1994 juni;3136.0
816;Noordzee garnalen;1994 juli;1965.0
817;Noordzee garnalen;1994 augustus;1951.0
818;Noordzee garnalen;1994 september;1615.0
819;Noordzee garnalen;1994 oktober;1783.0
820;Noordzee garnalen;1994 november;2251.0
821;Noordzee garnalen;1994 december;2546.0
822;Noordzee garnalen;1994;2514.0
823;Noordzee garnalen;1995 januari;2759.0
824;Noordzee garnalen;1995 februari;3013.0
825;Noordzee garnalen;1995 maart;3571.0
826;Noordzee garnalen;1995 april;3054.0
827;Noordzee garnalen;1995 mei;2627.0
828;Noordzee garnalen;1995 juni;2872.0
829;Noordzee garnalen;1995 juli;3086.0
830;Noordzee garnalen;1995 augustus;2895.0
831;Noordzee garnalen;1995 september;2931.0
832;Noordzee garnalen;1995 oktober;2391.0
833;Noordzee garnalen;1995 november;2904.0
834;Noordzee garnalen;1995 december;3117.0
835;Noordzee garnalen;1995;2732.0
836;Noordzee garnalen;1996 januari;3358.0
837;Noordzee garnalen;1996 februari;4202.0
838;Noordzee garnalen;1996 maart;4592.0
839;Noordzee garnalen;1996 april;5141.0
840;Noordzee garnalen;1996 mei;5264.0
841;Noordzee garnalen;1996 juni;4783.0
842;Noordzee garnalen;1996 juli;3245.0
843;Noordzee garnalen;1996 augustus;2224.0
844;Noordzee garnalen;1996 september;1842.0
845;Noordzee garnalen;1996 oktober;2028.0
846;Noordzee garnalen;1996 november;2124.0
847;Noordzee garnalen;1996 december;1951.0
848;Noordzee garnalen;1996;2528.0
849;Noordzee garnalen;1997 januari;2133.0
850;Noordzee garnalen;1997 februari;2269.0
851;Noordzee garnalen;1997 maart;2378.0
852;Noordzee garnalen;1997 april;2042.0
853;Noordzee garnalen;1997 mei;1770.0
854;Noordzee garnalen;1997 juni;1711.0
855;Noordzee garnalen;1997 juli;1638.0
856;Noordzee garnalen;1997 augustus;1638.0
857;Noordzee garnalen;1997 september;1897.0
858;Noordzee garnalen;1997 oktober;1938.0
859;Noordzee garnalen;1997 november;1960.0
860;Noordzee garnalen;1997 december;2028.0
861;Noordzee garnalen;1997;1915.0
862;Noordzee garnalen;1998 januari;2024.0
863;Noordzee garnalen;1998 februari;2155.0
864;Noordzee garnalen;1998 maart;2106.0
865;Noordzee garnalen;1998 april;2083.0
866;Noordzee garnalen;1998 mei;2355.0
867;Noordzee garnalen;1998 juni;
868;Noordzee garnalen;1998 juli;2364.0
869;Noordzee garnalen;1998 augustus;2437.0
870;Noordzee garnalen;1998 september;2832.0
871;Noordzee garnalen;1998 oktober;3285.0
872;Noordzee garnalen;1998 november;3372.0
873;Noordzee garnalen;1998 december;3757.0
874;Noordzee garnalen;1998;2700.0
875;Noordzee garnalen;1999 januari;5019.0
876;Noordzee garnalen;1999 februari;5336.0
877;Noordzee garnalen;1999 maart;5287.0
878;Noordzee garnalen;1999 april;5019.0
879;Noordzee garnalen;1999 mei;4497.0
880;Noordzee garnalen;1999 juni;5128.0
881;Noordzee garnalen;1999 juli;3131.0
882;Noordzee garnalen;1999 augustus;2764.0
883;Noordzee garnalen;1999 september;2618.0
884;Noordzee garnalen;1999 oktober;2950.0
885;Noordzee garnalen;1999 november;
886;Noordzee garnalen;1999 december;
887;Noordzee garnalen;1999;3471.0
888;Noordzee garnalen;2000 januari;3258.0
889;Noordzee garnalen;2000 februari;3653.0
890;Noordzee garnalen;2000 maart;3254.0
891;Noordzee garnalen;2000 april;2954.0
892;Noordzee garnalen;2000 mei;2963.0
893;Noordzee garnalen;2000 juni;2773.0
894;Noordzee garnalen;2000 juli;2723.0
895;Noordzee garnalen;2000 augustus;2782.0
896;Noordzee garnalen;2000 september;3317.0
897;Noordzee garnalen;2000 oktober;3567.0
898;Noordzee garnalen;2000 november;4238.0
899;Noordzee garnalen;2000 december;4579.0
900;Noordzee garnalen;2000;3372.0
901;Noordzee garnalen;2001 januari;4365.0
902;Noordzee garnalen;2001 februari;5400.0
903;Noordzee garnalen;2001 maart;7120.0
904;Noordzee garnalen;2001 april;6067.0
905;Noordzee garnalen;2001 mei;7447.0
906;Noordzee garnalen;2001 juni;4828.0
907;Noordzee garnalen;2001 juli;3353.0
908;Noordzee garnalen;2001 augustus;2768.0
909;Noordzee garnalen;2001 september;3022.0
910;Noordzee garnalen;2001 oktober;3045.0
911;Noordzee garnalen;2001 november;3512.0
912;Noordzee garnalen;2001 december;3385.0
913;Noordzee garnalen;2001;3785.0
914;Noordzee garnalen;2002 januari;3600.0
915;Noordzee garnalen;2002 februari;4160.0
916;Noordzee garnalen;2002 maart;3990.0
917;Noordzee garnalen;2002 april;3470.0
918;Noordzee garnalen;2002 mei;3520.0
919;Noordzee garnalen;2002 juni;4200.0
920;Noordzee garnalen;2002 juli;4030.0
921;Noordzee garnalen;2002 augustus;3620.0
922;Noordzee garnalen;2002 september;3270.0
923;Noordzee garnalen;2002 oktober;3450.0
924;Noordzee garnalen;2002 november;2950.0
925;Noordzee garnalen;2002 december;3310.0
926;Noordzee garnalen;2002;3510.0
927;Noordzee garnalen;2003 januari;3310.0
928;Noordzee garnalen;2003 februari;2530.0
929;Noordzee garnalen;2003 maart;2320.0
930;Noordzee garnalen;2003 april;1970.0
931;Noordzee garnalen;2003 mei;2050.0
932;Noordzee garnalen;2003 juni;1880.0
933;Noordzee garnalen;2003 juli;2160.0
934;Noordzee garnalen;2003 augustus;2420.0
935;Noordzee garnalen;2003 september;3730.0
936;Noordzee garnalen;2003 oktober;2910.0
937;Noordzee garnalen;2003 november;2570.0
938;Noordzee garnalen;2003 december;2960.0
939;Noordzee garnalen;2003;2670.0
940;Noordzee garnalen;2004 januari;3170.0
941;Noordzee garnalen;2004 februari;4150.0
942;Noordzee garnalen;2004 maart;4690.0
943;Noordzee garnalen;2004 april;3310.0
944;Noordzee garnalen;2004 mei;2720.0
945;Noordzee garnalen;2004 juni;2260.0
946;Noordzee garnalen;2004 juli;2230.0
947;Noordzee garnalen;2004 augustus;1840.0
948;Noordzee garnalen;2004 september;1810.0
949;Noordzee garnalen;2004 oktober;1640.0
950;Noordzee garnalen;2004 november;1550.0
951;Noordzee garnalen;2004 december;2180.0
952;Noordzee garnalen;2004;2530.0
953;Noordzee garnalen;2005 januari;3010.0
954;Noordzee garnalen;2005 februari;2910.0
955;Noordzee garnalen;2005 maart;3840.0
956;Noordzee garnalen;2005 april;3580.0
957;Noordzee garnalen;2005 mei;3140.0
958;Noordzee garnalen;2005 juni;3550.0
959;Noordzee garnalen;2005 juli;3250.0
960;Noordzee garnalen;2005 augustus;2820.0
961;Noordzee garnalen;2005 september;2260.0
962;Noordzee garnalen;2005 oktober;2060.0
963;Noordzee garnalen;2005 november;2120.0
964;Noordzee garnalen;2005 december;2210.0
965;Noordzee garnalen;2005;2630.0
966;Noordzee garnalen;2006 januari;2190.0
967;Noordzee garnalen;2006 februari;2180.0
968;Noordzee garnalen;2006 maart;2350.0
969;Noordzee garnalen;2006 april;2440.0
970;Noordzee garnalen;2006 mei;2370.0
971;Noordzee garnalen;2006 juni;2440.0
972;Noordzee garnalen;2006 juli;2610.0
973;Noordzee garnalen;2006 augustus;3040.0
974;Noordzee garnalen;2006 september;3190.0
975;Noordzee garnalen;2006 oktober;3120.0
976;Noordzee garnalen;2006 november;3170.0
977;Noordzee garnalen;2006 december;3600.0
978;Noordzee garnalen;2006;2870.0
979;Noordzee garnalen;2007 januari;3420.0
980;Noordzee garnalen;2007 februari;3650.0
981;Noordzee garnalen;2007 maart;4180.0
982;Noordzee garnalen;2007 april;2960.0
983;Noordzee garnalen;2007 mei;2710.0
984;Noordzee garnalen;2007 juni;2950.0
985;Noordzee garnalen;2007 juli;3030.0
986;Noordzee garnalen;2007 augustus;3770.0
987;Noordzee garnalen;2007 september;4740.0
988;Noordzee garnalen;2007 oktober;4450.0
989;Noordzee garnalen;2007 november;5550.0
990;Noordzee garnalen;2007 december;5580.0
991;Noordzee garnalen;2007;3830.0
992;Noordzee garnalen;2008 januari;5890.0
993;Noordzee garnalen;2008 februari;7480.0
994;Noordzee garnalen;2008 maart;10450.0
995;Noordzee garnalen;2008 april;6360.0
996;Noordzee garnalen;2008 mei;6710.0
997;Noordzee garnalen;2008 juni;6200.0
998;Noordzee garnalen;2008 juli;4490.0
999;Noordzee garnalen;2008 augustus;3480.0
1000;Noordzee garnalen;2008 september;2520.0
1001;Noordzee garnalen;2008 oktober;1920.0
1002;Noordzee garnalen;2008 november;2010.0
1003;Noordzee garnalen;2008 december;1950.0
1004;Noordzee garnalen;2008;3650.0
1005;Noordzee garnalen;2009 januari;2240.0
1006;Noordzee garnalen;2009 februari;2370.0
1007;Noordzee garnalen;2009 maart;2840.0
1008;Noordzee garnalen;2009 april;2700.0
1009;Noordzee garnalen;2009 mei;2980.0
1010;Noordzee garnalen;2009 juni;3290.0
1011;Noordzee garnalen;2009 juli;3300.0
1012;Noordzee garnalen;2009 augustus;3000.0
1013;Noordzee garnalen;2009 september;2330.0
1014;Noordzee garnalen;2009 oktober;2190.0
1015;Noordzee garnalen;2009 november;1970.0
1016;Noordzee garnalen;2009 december;2170.0
1017;Noordzee garnalen;2009;2520.0
1018;Noordzee garnalen;2010 januari;2830.0
1019;Noordzee garnalen;2010 februari;3190.0
1020;Noordzee garnalen;2010 maart;3550.0
1021;Noordzee garnalen;2010 april;3240.0
1022;Noordzee garnalen;2010 mei;3450.0
1023;Noordzee garnalen;2010 juni;3570.0
1024;Noordzee garnalen;2010 juli;3230.0
1025;Noordzee garnalen;2010 augustus;3260.0
1026;Noordzee garnalen;2010 september;2700.0
1027;Noordzee garnalen;2010 oktober;2430.0
1028;Noordzee garnalen;2010 november;1920.0
1029;Noordzee garnalen;2010 december;1850.0
1030;Noordzee garnalen;2010;2710.0
1031;Noordzee garnalen;2011 januari;2120.0
1032;Noordzee garnalen;2011 februari;2190.0
1033;Noordzee garnalen;2011 maart;1900.0
1034;Noordzee garnalen;2011 april;1550.0
1035;Noordzee garnalen;2011 mei;2570.0
1036;Noordzee garnalen;2011 juni;2760.0
1037;Noordzee garnalen;2011 juli;2620.0
1038;Noordzee garnalen;2011 augustus;2660.0
1039;Noordzee garnalen;2011 september;1820.0
1040;Noordzee garnalen;2011 oktober;1570.0
1041;Noordzee garnalen;2011 november;1610.0
1042;Noordzee garnalen;2011 december;2880.0
1043;Noordzee garnalen;2011;2030.0
1044;Noordzee garnalen;2012 januari;3021.0
1045;Noordzee garnalen;2012 februari;3730.0
1046;Noordzee garnalen;2012 maart;3699.0
1047;Noordzee garnalen;2012 april;4254.0
1048;Noordzee garnalen;2012 mei;4040.0
1049;Noordzee garnalen;2012 juni;5344.0
1050;Noordzee garnalen;2012 juli;6164.0
1051;Noordzee garnalen;2012 augustus;5511.0
1052;Noordzee garnalen;2012 september;3932.0
1053;Noordzee garnalen;2012 oktober;3555.0
1054;Noordzee garnalen;2012 november;3508.0
1055;Noordzee garnalen;2012 december;3269.0
1056;Noordzee garnalen;2012;4191.0
1057;Noordzee garnalen;2013 januari;3603.0
1058;Noordzee garnalen;2013 februari;4539.0
1059;Noordzee garnalen;2013 maart;7260.0
1060;Noordzee garnalen;2013 april;6080.0
1061;Noordzee garnalen;2013 mei;5736.0
1062;Noordzee garnalen;2013 juni;7204.0
1063;Noordzee garnalen;2013 juli;7715.0
1064;Noordzee garnalen;2013 augustus;5387.0
1065;Noordzee garnalen;2013 september;3296.0
1066;Noordzee garnalen;2013 oktober;2328.0
1067;Noordzee garnalen;2013 november;2916.0
1068;Noordzee garnalen;2013 december;2431.0
1069;Noordzee garnalen;2013;4195.0
1070;Noordzee garnalen;2014 januari;2610.0
1071;Noordzee garnalen;2014 februari;4453.0
1072;Noordzee garnalen;2014 maart;4943.0
1073;Noordzee garnalen;2014 april;4530.0
1074;Noordzee garnalen;2014 mei;5461.0
1075;Noordzee garnalen;2014 juni;6196.0
1076;Noordzee garnalen;2014 juli;4987.0
1077;Noordzee garnalen;2014 augustus;3668.0
1078;Noordzee garnalen;2014 september;3216.0
1079;Noordzee garnalen;2014 oktober;2815.0
1080;Noordzee garnalen;2014 november;2771.0
1081;Noordzee garnalen;2014 december;2823.0
1082;Noordzee garnalen;2014 ;3471.0
1083;Noordzee garnalen;2015 januari;2815.0
1084;Noordzee garnalen;2015 februari;2853.0
1085;Noordzee garnalen;2015 maart;2981.0
1086;Noordzee garnalen;2015 april;2982.0
1087;Noordzee garnalen;2015 mei;3159.0
1088;Noordzee garnalen;2015 juni;3734.0
1089;Noordzee garnalen;2015 juli;3563.0
1090;Noordzee garnalen;2015  augustus;3346.0
1091;Noordzee garnalen;2015 september;3168.0
1092;Noordzee garnalen;2015 oktober;3429.0
1093;Noordzee garnalen;2015 november;4697.0
1094;Noordzee garnalen;2015 december;5777.0
1095;Noordzee garnalen;2015 ;3645.0
1096;Noordzee garnalen;2016  januari;6237.0
1097;Noordzee garnalen;2016 februari;8331.0
1098;Noordzee garnalen;2016 maart;9200.0
1099;Noordzee garnalen;2016 april;9724.0
1100;Noordzee garnalen;2016 mei;10599.0
1101;Noordzee garnalen;2016 juni;8945.0
1102;Noordzee garnalen;2016 juli;6319.0
1103;Noordzee garnalen;2016 augustus;5463.0
1104;Noordzee garnalen;2016 september;5675.0
1105;Noordzee garnalen;2016 oktober;7724.0
1106;Noordzee garnalen;2016 november;9100.0
1107;Noordzee garnalen;2016 december;8805.0
1108;Noordzee garnalen;2016;7384.0
1109;Noordzee garnalen;2017 januari;8964.0
1110;Noordzee garnalen;2017 februari;8893.0
1111;Noordzee garnalen;2017 maart;9893.0
1112;Noordzee garnalen;2017 april;10740.0
1113;Noordzee garnalen;2017 mei;12050.0
1114;Noordzee garnalen;2017 juni;12443.0
1115;Noordzee garnalen;2017 juli;11338.0
1116;Noordzee garnalen;2017 augustus;7530.0
1117;Noordzee garnalen;2017 september;4915.0
1118;Noordzee garnalen;2017 oktober;4355.0
1119;Noordzee garnalen;2017 november;5260.0
1120;Noordzee garnalen;2017 december;6091.0
1121;Noordzee garnalen;2017;7305.0
1122;Noordzee garnalen;2018 januari;6837.0
1123;Noordzee garnalen;2018 februari;8472.0
1124;Noordzee garnalen;2018 maart;9339.0
1125;Noordzee garnalen;2018 april;9776.0
1126;Noordzee garnalen;2018 mei;9351.0
1127;Noordzee garnalen;2018 juni;5895.0
1128;Noordzee garnalen;2018 juli;2903.0
1129;Noordzee garnalen;2018 augustus;2720.0
1130;Noordzee garnalen;2018 september;2724.0
1131;Noordzee garnalen;2018 oktober;2744.0
1132;Noordzee garnalen;2018 november;2734.0
1133;Noordzee garnalen;2018 december;2727.0
1134;Noordzee garnalen;2018;3344.0
1135;Noordzee garnalen;2019 januari;2689.0
1136;Noordzee garnalen;2019 februari;2626.0
1137;Noordzee garnalen;2019 maart;2606.0
1138;Noordzee garnalen;2019 april ;2660.0
1139;Noordzee garnalen;2019 mei;2717.0
1140;Noordzee garnalen;2019 juni;2697.0
1141;Noordzee garnalen;2019 juli;2692.0
1142;Noordzee garnalen;2019 augustus;2582.0
1143;Noordzee garnalen;2019 september;2526.0
1144;Noordzee garnalen;2019 oktober;2791.0
1145;Noordzee garnalen;2019 november;3011.0
1146;Noordzee garnalen;2019 december;3508.0
1147;Noordzee garnalen;2019;2760.0
1148;Noordzee garnalen;2020 januari;3931.0
1149;Noordzee garnalen;2020 februari;4446.0
1150;Noordzee garnalen;2020 maart;4637.0
1151;Noordzee garnalen;2020 april;4482.0
1152;Noordzee garnalen;2020 mei;4377.0
1153;Noordzee garnalen;2020 juni;4172.0
1154;Noordzee garnalen;2020 juli;3540.0
1155;Noordzee garnalen;2020 augustus;2741.0
1156;Noordzee garnalen;2020 september;2785.0
1157;Noordzee garnalen;2020 oktober;2726.0
1158;Noordzee garnalen;2020 november;2909.0
1159;Noordzee garnalen;2020 december;3031.0
1160;Noordzee garnalen;2020;3221.0
1161;Noordzee garnalen;2021 januari;3245.0
1162;Noordzee garnalen;2021 februari;4482.0
1163;Noordzee garnalen;2021 maart;5663.0
1164;Noordzee garnalen;2021 april;5980.0
1165;Noordzee garnalen;2021 mei;5840.0
1166;Noordzee garnalen;2021 juni;5700.0
1167;Noordzee garnalen;2021 juli;4923.0
1168;Noordzee garnalen;2021 augustus;3103.0
1169;Noordzee garnalen;2021 september;2796.0
1170;Noordzee garnalen;2021 oktober;3068.0
1171;Noordzee garnalen;2021 november;3541.0
1172;Noordzee garnalen;2021 december;4100.0
1173;Noordzee garnalen;2021 ;3699.0
1174;Noordzee garnalen;2022  januari;4945.0
1175;Noordzee garnalen;2022 februari;5550.0
1176;Noordzee garnalen;2022 maart;7257.0
1177;Noordzee garnalen;2022 april;8083.0
1178;Noordzee garnalen;2022 mei;8024.0
1179;Noordzee garnalen;2022 juni;7584.0
1180;Noordzee garnalen;2022 juli;6395.0
1181;Noordzee garnalen;2022 augustus;5449.0
1182;Noordzee garnalen;2022 september;5426.0
1183;Noordzee garnalen;2022 oktober;5175.0
1184;Noordzee garnalen;2022 november;5411.0
1185;Noordzee garnalen;2022 december;5682.0
1186;Noordzee garnalen;2022;5836.0
1187;Noordzee garnalen;2023 januari;5865.0
1188;Noordzee garnalen;2023 februari;5939.0
1189;Noordzee garnalen;2023 maart;6520.0
1190;Noordzee garnalen;2023 april;6824.0
1191;Noordzee garnalen;2023 mei;6766.0
1192;Noordzee garnalen;2023 juni;6613.0
1193;Noordzee garnalen;2023 juli;6458.0
1194;Noordzee garnalen;2023 augustus;6409.0
1195;Noordzee garnalen;2023 september;6706.0
1196;Noordzee garnalen;2023 oktober;7230.0
1197;Noordzee garnalen;2023 november;7536.0
1198;Noordzee garnalen;2023 december;7904.0
1199;Noordzee garnalen;2023;6770.0
1200;Noordzee garnalen;2024 januari;8179.0
1201;Noordzee garnalen;2024 februari;9496.0
1202;Noordzee garnalen;2024 maart;11287.0
1203;Noordzee garnalen;2024 april;11465.0
1204;Noordzee garnalen;2024 mei;10042.0
1205;Noordzee garnalen;2024 juni;7392.0
1206;Noordzee garnalen;2024 juli ;6032.0
1207;Noordzee garnalen;2024 augustus;4547.0
1208;Noordzee garnalen;2024 september;4232.0
1209;Noordzee garnalen;2024 oktober;5488.0
1210;Noordzee garnalen;2024 november;6983.0
1211;Noordzee garnalen;2024 december;8227.0
1212;Noordzee garnalen;2024 ;6362.0
1213;Noordzee garnalen;2025 januari;8486.0
1214;Noordzee garnalen;2025 februari;8401.0
1215;Noordzeekrab;1994 januari;
1216;Noordzeekrab;1994 februari;
1217;Noordzeekrab;1994 maart;
1218;Noordzeekrab;1994 april;
1219;Noordzeekrab;1994 mei;
1220;Noordzeekrab;1994 juni;
1221;Noordzeekrab;1994 juli;
1222;Noordzeekrab;1994 augustus;
1223;Noordzeekrab;1994 september;
1224;Noordzeekrab;1994 oktober;
1225;Noordzeekrab;1994 november;
1226;Noordzeekrab;1994 december;
1227;Noordzeekrab;1994;
1228;Noordzeekrab;1995 januari;
1229;Noordzeekrab;1995 februari;
1230;Noordzeekrab;1995 maart;
1231;Noordzeekrab;1995 april;
1232;Noordzeekrab;1995 mei;
1233;Noordzeekrab;1995 juni;
1234;Noordzeekrab;1995 juli;
1235;Noordzeekrab;1995 augustus;
1236;Noordzeekrab;1995 september;
1237;Noordzeekrab;1995 oktober;
1238;Noordzeekrab;1995 november;
1239;Noordzeekrab;1995 december;
1240;Noordzeekrab;1995;
1241;Noordzeekrab;1996 januari;
1242;Noordzeekrab;1996 februari;
1243;Noordzeekrab;1996 maart;
1244;Noordzeekrab;1996 april;
1245;Noordzeekrab;1996 mei;
1246;Noordzeekrab;1996 juni;
1247;Noordzeekrab;1996 juli;
1248;Noordzeekrab;1996 augustus;
1249;Noordzeekrab;1996 september;
1250;Noordzeekrab;1996 oktober;
1251;Noordzeekrab;1996 november;
1252;Noordzeekrab;1996 december;
1253;Noordzeekrab;1996;
1254;Noordzeekrab;1997 januari;
1255;Noordzeekrab;1997 februari;
1256;Noordzeekrab;1997 maart;
1257;Noordzeekrab;1997 april;
1258;Noordzeekrab;1997 mei;
1259;Noordzeekrab;1997 juni;
1260;Noordzeekrab;1997 juli;
1261;Noordzeekrab;1997 augustus;
1262;Noordzeekrab;1997 september;
1263;Noordzeekrab;1997 oktober;
1264;Noordzeekrab;1997 november;
1265;Noordzeekrab;1997 december;
1266;Noordzeekrab;1997;
1267;Noordzeekrab;1998 januari;
1268;Noordzeekrab;1998 februari;
1269;Noordzeekrab;1998 maart;
1270;Noordzeekrab;1998 april;
1271;Noordzeekrab;1998 mei;
1272;Noordzeekrab;1998 juni;
1273;Noordzeekrab;1998 juli;
1274;Noordzeekrab;1998 augustus;
1275;Noordzeekrab;1998 september;
1276;Noordzeekrab;1998 oktober;
1277;Noordzeekrab;1998 november;
1278;Noordzeekrab;1998 december;
1279;Noordzeekrab;1998;
1280;Noordzeekrab;1999 januari;
1281;Noordzeekrab;1999 februari;
1282;Noordzeekrab;1999 maart;
1283;Noordzeekrab;1999 april;
1284;Noordzeekrab;1999 mei;
1285;Noordzeekrab;1999 juni;
1286;Noordzeekrab;1999 juli;
1287;Noordzeekrab;1999 augustus;
1288;Noordzeekrab;1999 september;
1289;Noordzeekrab;1999 oktober;
1290;Noordzeekrab;1999 november;
1291;Noordzeekrab;1999 december;
