ID;Geslacht;Sector;Vooropleiding;Perioden;TotaalAantalStudenten_1;Na4Jaar_2;Na5Jaar_3;Na6Jaar_4;Na7Jaar_5;Na8Jaar_6;Na9JaarOfMeer_7;Na4Jaar_8;Na5Jaar_9;Na6Jaar_10;Na7Jaar_11;Na8Jaar_12;Na9JaarOfMeer_13;Na4Jaar_14;Na5Jaar_15;Na6Jaar_16;Na7Jaar_17;Na8Jaar_18;Na9JaarOfMeer_19;Na1Jaar_20;Na2Jaar_21;Na3Jaar_22;Na4Jaar_23;Na5Jaar_24;Na6Jaar_25;Na7Jaar_26;Na8Jaar_27;Na9JaarOfMeer_28;InJaar2_29;InJaar3_30;InJaar4_31;InJaar5_32;InJaar6_33;InJaar7_34;InJaar8_35;InJaar9_36;InJaar10OfMeer_37;InJaar2_38;InJaar3_39;InJaar4_40;InJaar5_41;InJaar6_42;InJaar7_43;InJaar8_44;InJaar9_45;InJaar10OfMeer_46;InJaar2_47;InJaar3_48;InJaar4_49;InJaar5_50;InJaar6_51;InJaar7_52;InJaar8_53;InJaar9_54;InJaar10OfMeer_55;InJaar2_56;InJaar3_57;InJaar4_58;InJaar5_59;InJaar6_60;InJaar7_61;InJaar8_62;InJaar9_63;InJaar10OfMeer_64
443;Vrouwen;Technisch onderwijs;Vooropleiding vwo;Cohort 1994;440;58.0;78.0;84.0;86.0;89.0;;57.0;75.0;80.0;80.0;81.0;;1.0;3.0;5.0;6.0;8.0;;5.0;5.0;6.0;7.0;8.0;9.0;9.0;9.0;;95.0;94.0;93.0;35.0;14.0;6.0;4.0;2.0;;88.0;85.0;83.0;26.0;7.0;1.0;1.0;0.0;;3.0;4.0;5.0;5.0;4.0;2.0;1.0;0.0;;4.0;5.0;4.0;4.0;3.0;3.0;2.0;1.0;
444;Vrouwen;Technisch onderwijs;Vooropleiding mbo;Cohort 1991;290;52.0;71.0;75.0;76.0;76.0;77.0;52.0;69.0;72.0;72.0;72.0;72.0;0.0;2.0;3.0;4.0;4.0;5.0;11.0;19.0;20.0;22.0;21.0;21.0;22.0;23.0;22.0;89.0;77.0;63.0;26.0;8.0;4.0;2.0;1.0;1.0;86.0;74.0;59.0;21.0;4.0;1.0;1.0;0.0;0.0;3.0;3.0;4.0;3.0;2.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
445;Vrouwen;Technisch onderwijs;Vooropleiding mbo;Cohort 1992;290;62.0;74.0;78.0;80.0;80.0;81.0;61.0;71.0;74.0;74.0;74.0;75.0;1.0;3.0;4.0;6.0;6.0;6.0;8.0;13.0;17.0;17.0;17.0;18.0;18.0;18.0;18.0;91.0;80.0;63.0;21.0;8.0;4.0;2.0;2.0;1.0;87.0;73.0;57.0;15.0;5.0;2.0;1.0;1.0;0.0;4.0;5.0;5.0;4.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
446;Vrouwen;Technisch onderwijs;Vooropleiding mbo;Cohort 1993;70;63.0;74.0;79.0;80.0;80.0;80.0;63.0;73.0;76.0;77.0;77.0;77.0;0.0;1.0;3.0;3.0;3.0;3.0;6.0;13.0;16.0;17.0;17.0;16.0;14.0;17.0;19.0;94.0;87.0;70.0;20.0;9.0;6.0;6.0;3.0;1.0;93.0;83.0;67.0;16.0;6.0;4.0;3.0;1.0;1.0;1.0;4.0;3.0;4.0;3.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
447;Vrouwen;Technisch onderwijs;Vooropleiding mbo;Cohort 1994;490;51.0;65.0;68.0;69.0;70.0;;50.0;61.0;63.0;64.0;65.0;;0.0;3.0;4.0;5.0;5.0;;19.0;24.0;27.0;27.0;28.0;29.0;28.0;28.0;;80.0;68.0;56.0;22.0;7.0;3.0;2.0;2.0;;76.0;63.0;49.0;16.0;4.0;2.0;1.0;0.0;;5.0;5.0;6.0;6.0;2.0;1.0;1.0;1.0;;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;
448;Vrouwen;Technisch onderwijs;Vooropleiding wo;Cohort 1991;120;63.0;77.0;84.0;87.0;88.0;88.0;62.0;74.0;80.0;82.0;83.0;83.0;1.0;3.0;4.0;5.0;5.0;6.0;4.0;6.0;10.0;12.0;12.0;13.0;14.0;15.0;14.0;98.0;96.0;87.0;29.0;15.0;6.0;3.0;1.0;1.0;96.0;90.0;80.0;23.0;10.0;3.0;1.0;0.0;0.0;1.0;3.0;3.0;3.0;2.0;0.0;0.0;0.0;1.0;2.0;3.0;4.0;4.0;3.0;3.0;2.0;1.0;0.0
449;Vrouwen;Technisch onderwijs;Vooropleiding wo;Cohort 1992;130;56.0;75.0;79.0;81.0;82.0;82.0;55.0;72.0;75.0;76.0;76.0;76.0;2.0;4.0;4.0;5.0;5.0;5.0;5.0;9.0;12.0;16.0;17.0;17.0;16.0;18.0;18.0;95.0;88.0;81.0;28.0;8.0;5.0;4.0;2.0;1.0;90.0;83.0;75.0;22.0;5.0;2.0;1.0;0.0;0.0;4.0;5.0;5.0;5.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;2.0;2.0;3.0;2.0;1.0
450;Vrouwen;Technisch onderwijs;Vooropleiding wo;Cohort 1993;90;63.0;83.0;87.0;88.0;88.0;88.0;63.0;83.0;86.0;87.0;87.0;87.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;4.0;8.0;11.0;11.0;10.0;11.0;11.0;11.0;100.0;92.0;83.0;27.0;7.0;4.0;2.0;2.0;2.0;99.0;91.0;82.0;26.0;6.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
451;Vrouwen;Technisch onderwijs;Vooropleiding wo;Cohort 1994;110;68.0;75.0;82.0;83.0;87.0;;67.0;75.0;81.0;82.0;84.0;;1.0;1.0;1.0;1.0;4.0;;5.0;8.0;10.0;11.0;10.0;12.0;12.0;12.0;;96.0;87.0;77.0;22.0;15.0;7.0;6.0;2.0;;95.0;83.0;73.0;18.0;10.0;4.0;3.0;0.0;;1.0;1.0;1.0;0.0;2.0;0.0;0.0;1.0;;1.0;4.0;4.0;4.0;4.0;4.0;4.0;1.0;
452;Vrouwen;Technisch onderwijs;Andere vooropleiding;Cohort 1991;100;25.0;55.0;59.0;61.0;64.0;65.0;25.0;53.0;56.0;57.0;59.0;59.0;0.0;2.0;3.0;4.0;5.0;6.0;21.0;30.0;29.0;31.0;32.0;32.0;33.0;33.0;35.0;79.0;69.0;68.0;45.0;14.0;10.0;7.0;4.0;1.0;76.0;64.0;62.0;37.0;9.0;5.0;4.0;2.0;1.0;2.0;4.0;5.0;5.0;4.0;3.0;2.0;2.0;0.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;0.0;0.0
453;Vrouwen;Technisch onderwijs;Andere vooropleiding;Cohort 1992;280;27.0;52.0;60.0;65.0;66.0;68.0;27.0;49.0;54.0;57.0;57.0;58.0;0.0;3.0;5.0;8.0;9.0;10.0;14.0;24.0;29.0;29.0;30.0;32.0;32.0;33.0;31.0;87.0;77.0;70.0;46.0;20.0;10.0;4.0;3.0;2.0;81.0;66.0;60.0;34.0;10.0;4.0;1.0;1.0;0.0;5.0;7.0;8.0;9.0;6.0;4.0;3.0;1.0;1.0;2.0;4.0;3.0;3.0;3.0;2.0;1.0;1.0;1.0
454;Vrouwen;Technisch onderwijs;Andere vooropleiding;Cohort 1993;1420;46.0;67.0;74.0;76.0;77.0;78.0;46.0;64.0;69.0;70.0;70.0;70.0;0.0;3.0;5.0;7.0;7.0;8.0;11.0;15.0;17.0;18.0;19.0;19.0;20.0;19.0;20.0;89.0;82.0;76.0;36.0;15.0;8.0;5.0;4.0;2.0;81.0;72.0;66.0;26.0;7.0;2.0;1.0;1.0;0.0;6.0;7.0;7.0;7.0;5.0;3.0;2.0;2.0;1.0;2.0;3.0;3.0;3.0;3.0;2.0;2.0;1.0;1.0
455;Vrouwen;Technisch onderwijs;Andere vooropleiding;Cohort 1994;70;37.0;54.0;60.0;69.0;70.0;;37.0;51.0;56.0;63.0;64.0;;0.0;3.0;4.0;6.0;6.0;;11.0;16.0;19.0;24.0;26.0;27.0;27.0;27.0;;87.0;81.0;76.0;41.0;23.0;16.0;7.0;4.0;;83.0;71.0;66.0;31.0;17.0;11.0;4.0;1.0;;4.0;9.0;9.0;7.0;3.0;3.0;1.0;1.0;;0.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;
456;Vrouwen;Gezondheidszorgonderwijs;Totaal alle vooropleidingen;Cohort 1991;3020;46.0;67.0;72.0;73.0;75.0;76.0;46.0;64.0;68.0;69.0;69.0;69.0;0.0;2.0;4.0;5.0;6.0;6.0;13.0;18.0;22.0;23.0;23.0;23.0;23.0;24.0;23.0;87.0;79.0;73.0;31.0;10.0;5.0;3.0;2.0;1.0;83.0;73.0;66.0;24.0;5.0;2.0;1.0;1.0;0.0;3.0;5.0;5.0;5.0;4.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;0.0;0.0
457;Vrouwen;Gezondheidszorgonderwijs;Totaal alle vooropleidingen;Cohort 1992;3290;47.0;67.0;72.0;75.0;76.0;77.0;46.0;64.0;68.0;69.0;69.0;70.0;0.0;3.0;4.0;6.0;6.0;7.0;11.0;16.0;19.0;20.0;22.0;22.0;22.0;22.0;22.0;89.0;83.0;76.0;33.0;11.0;5.0;3.0;2.0;1.0;84.0;76.0;68.0;25.0;6.0;2.0;1.0;0.0;0.0;4.0;5.0;6.0;6.0;3.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;0.0;0.0
458;Vrouwen;Gezondheidszorgonderwijs;Totaal alle vooropleidingen;Cohort 1993;3580;50.0;69.0;74.0;77.0;78.0;78.0;50.0;66.0;70.0;71.0;71.0;72.0;0.0;3.0;4.0;6.0;6.0;7.0;11.0;15.0;18.0;20.0;20.0;20.0;20.0;20.0;20.0;89.0;83.0;76.0;30.0;11.0;6.0;3.0;2.0;2.0;84.0;76.0;69.0;23.0;6.0;2.0;1.0;0.0;0.0;3.0;4.0;4.0;4.0;3.0;2.0;1.0;1.0;1.0;2.0;3.0;3.0;3.0;2.0;2.0;1.0;1.0;1.0
459;Vrouwen;Gezondheidszorgonderwijs;Totaal alle vooropleidingen;Cohort 1994;3560;45.0;64.0;69.0;70.0;72.0;;45.0;62.0;65.0;66.0;66.0;;0.0;2.0;4.0;5.0;6.0;;14.0;18.0;21.0;25.0;26.0;26.0;26.0;26.0;;86.0;80.0;74.0;29.0;10.0;5.0;3.0;2.0;;81.0;74.0;67.0;22.0;5.0;2.0;1.0;1.0;;3.0;4.0;4.0;4.0;3.0;2.0;1.0;1.0;;1.0;2.0;2.0;3.0;2.0;2.0;1.0;1.0;
460;Vrouwen;Gezondheidszorgonderwijs;Vooropleiding havo;Cohort 1991;1500;41.0;65.0;71.0;73.0;75.0;76.0;41.0;62.0;67.0;68.0;68.0;69.0;0.0;2.0;4.0;5.0;7.0;7.0;12.0;18.0;21.0;22.0;22.0;23.0;23.0;23.0;22.0;88.0;82.0;79.0;36.0;13.0;6.0;4.0;2.0;1.0;84.0;76.0;71.0;28.0;7.0;2.0;1.0;0.0;0.0;4.0;6.0;7.0;7.0;5.0;4.0;3.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
461;Vrouwen;Gezondheidszorgonderwijs;Vooropleiding havo;Cohort 1992;1660;41.0;65.0;72.0;75.0;76.0;77.0;40.0;62.0;67.0;68.0;69.0;69.0;1.0;3.0;5.0;6.0;7.0;8.0;10.0;15.0;18.0;20.0;21.0;22.0;22.0;22.0;22.0;90.0;85.0;81.0;39.0;13.0;6.0;3.0;2.0;1.0;84.0;77.0;72.0;31.0;7.0;2.0;1.0;0.0;0.0;5.0;7.0;8.0;7.0;5.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
462;Vrouwen;Gezondheidszorgonderwijs;Vooropleiding havo;Cohort 1993;810;45.0;67.0;75.0;78.0;79.0;80.0;44.0;64.0;70.0;72.0;73.0;73.0;0.0;3.0;5.0;6.0;7.0;7.0;10.0;14.0;17.0;18.0;19.0;19.0;19.0;19.0;19.0;90.0;86.0;83.0;37.0;14.0;6.0;3.0;2.0;2.0;85.0;79.0;75.0;30.0;9.0;3.0;1.0;0.0;0.0;5.0;6.0;6.0;6.0;4.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
463;Vrouwen;Gezondheidszorgonderwijs;Vooropleiding havo;Cohort 1994;1630;40.0;63.0;69.0;71.0;73.0;;40.0;61.0;65.0;66.0;66.0;;0.0;2.0;4.0;5.0;6.0;;13.0;17.0;19.0;24.0;24.0;25.0;25.0;25.0;;87.0;83.0;81.0;36.0;12.0;6.0;3.0;2.0;;82.0;77.0;73.0;28.0;6.0;2.0;1.0;1.0;;5.0;6.0;6.0;6.0;4.0;2.0;2.0;1.0;;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
464;Vrouwen;Gezondheidszorgonderwijs;Vooropleiding vwo;Cohort 1991;580;56.0;78.0;83.0;84.0;86.0;87.0;56.0;75.0;78.0;78.0;78.0;79.0;1.0;3.0;6.0;6.0;7.0;8.0;6.0;8.0;9.0;11.0;11.0;12.0;12.0;12.0;12.0;94.0;92.0;90.0;33.0;10.0;4.0;3.0;2.0;1.0;88.0;84.0;82.0;24.0;4.0;2.0;1.0;1.0;0.0;3.0;4.0;4.0;4.0;2.0;1.0;1.0;1.0;1.0;3.0;4.0;4.0;4.0;4.0;2.0;1.0;1.0;0.0
465;Vrouwen;Gezondheidszorgonderwijs;Vooropleiding vwo;Cohort 1992;510;60.0;79.0;84.0;87.0;89.0;90.0;60.0;76.0;78.0;79.0;80.0;80.0;0.0;3.0;6.0;8.0;9.0;10.0;6.0;8.0;10.0;10.0;10.0;11.0;10.0;11.0;11.0;95.0;93.0;90.0;30.0;12.0;6.0;4.0;2.0;0.0;88.0;83.0;80.0;19.0;4.0;2.0;1.0;0.0;0.0;3.0;4.0;4.0;5.0;2.0;1.0;1.0;1.0;0.0;4.0;5.0;6.0;6.0;5.0;3.0;1.0;0.0;0.0
466;Vrouwen;Gezondheidszorgonderwijs;Vooropleiding vwo;Cohort 1993;290;56.0;76.0;84.0;87.0;89.0;89.0;56.0;71.0;75.0;76.0;77.0;77.0;0.0;5.0;9.0;11.0;12.0;13.0;6.0;8.0;8.0;9.0;10.0;9.0;10.0;10.0;10.0;96.0;93.0;93.0;36.0;16.0;8.0;4.0;2.0;2.0;84.0;81.0;79.0;22.0;7.0;2.0;1.0;0.0;0.0;2.0;3.0;3.0;3.0;2.0;2.0;1.0;1.0;1.0;9.0;10.0;10.0;11.0;8.0;4.0;2.0;1.0;1.0
467;Vrouwen;Gezondheidszorgonderwijs;Vooropleiding vwo;Cohort 1994;630;57.0;75.0;80.0;82.0;84.0;;56.0;72.0;74.0;74.0;74.0;;0.0;3.0;6.0;8.0;10.0;;6.0;7.0;8.0;12.0;12.0;12.0;13.0;13.0;;94.0;93.0;93.0;31.0;13.0;8.0;5.0;3.0;;87.0;83.0;81.0;19.0;3.0;1.0;1.0;0.0;;2.0;3.0;3.0;4.0;2.0;2.0;1.0;1.0;;5.0;7.0;8.0;8.0;7.0;5.0;3.0;2.0;
468;Vrouwen;Gezondheidszorgonderwijs;Vooropleiding mbo;Cohort 1991;670;49.0;62.0;64.0;65.0;65.0;66.0;49.0;60.0;62.0;62.0;63.0;63.0;0.0;1.0;2.0;3.0;3.0;3.0;19.0;27.0;31.0;33.0;34.0;33.0;33.0;33.0;33.0;81.0;64.0;45.0;18.0;5.0;3.0;2.0;2.0;1.0;78.0;60.0;41.0;14.0;2.0;1.0;1.0;1.0;0.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
469;Vrouwen;Gezondheidszorgonderwijs;Vooropleiding mbo;Cohort 1992;600;51.0;63.0;66.0;67.0;67.0;68.0;51.0;61.0;64.0;64.0;64.0;65.0;1.0;2.0;3.0;3.0;3.0;3.0;16.0;25.0;29.0;30.0;32.0;31.0;31.0;31.0;31.0;84.0;67.0;49.0;19.0;6.0;3.0;2.0;2.0;1.0;81.0;64.0;45.0;15.0;3.0;1.0;1.0;1.0;0.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
470;Vrouwen;Gezondheidszorgonderwijs;Vooropleiding mbo;Cohort 1993;380;58.0;69.0;71.0;71.0;72.0;72.0;58.0;68.0;69.0;69.0;69.0;70.0;0.0;1.0;2.0;2.0;2.0;2.0;17.0;23.0;27.0;27.0;26.0;26.0;26.0;26.0;25.0;82.0;65.0;39.0;14.0;4.0;2.0;2.0;2.0;2.0;80.0;63.0;37.0;12.0;2.0;1.0;1.0;1.0;0.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
471;Vrouwen;Gezondheidszorgonderwijs;Vooropleiding mbo;Cohort 1994;1020;45.0;57.0;60.0;61.0;62.0;;45.0;56.0;58.0;59.0;59.0;;0.0;1.0;2.0;2.0;3.0;;22.0;29.0;33.0;36.0;37.0;37.0;37.0;37.0;;78.0;67.0;51.0;19.0;6.0;3.0;2.0;1.0;;75.0;64.0;48.0;16.0;4.0;1.0;1.0;1.0;;3.0;3.0;3.0;3.0;2.0;1.0;1.0;1.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
472;Vrouwen;Gezondheidszorgonderwijs;Vooropleiding wo;Cohort 1991;150;59.0;81.0;83.0;85.0;86.0;87.0;57.0;78.0;80.0;81.0;81.0;82.0;1.0;3.0;3.0;4.0;5.0;5.0;9.0;9.0;11.0;11.0;13.0;13.0;13.0;13.0;13.0;92.0;87.0;82.0;32.0;8.0;5.0;3.0;3.0;1.0;89.0;81.0;75.0;26.0;5.0;3.0;1.0;1.0;0.0;1.0;2.0;3.0;3.0;1.0;2.0;1.0;1.0;1.0;2.0;4.0;3.0;3.0;3.0;1.0;0.0;0.0;0.0
473;Vrouwen;Gezondheidszorgonderwijs;Vooropleiding wo;Cohort 1992;160;61.0;76.0;79.0;81.0;81.0;82.0;60.0;74.0;75.0;76.0;76.0;76.0;1.0;3.0;4.0;5.0;5.0;6.0;6.0;8.0;11.0;12.0;15.0;16.0;15.0;16.0;16.0;93.0;90.0;86.0;25.0;7.0;4.0;3.0;1.0;1.0;90.0;84.0;79.0;20.0;4.0;1.0;2.0;1.0;0.0;1.0;3.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0;3.0;4.0;4.0;3.0;1.0;1.0;0.0;1.0
474;Vrouwen;Gezondheidszorgonderwijs;Vooropleiding wo;Cohort 1993;160;58.0;79.0;81.0;81.0;83.0;83.0;56.0;75.0;76.0;76.0;76.0;76.0;2.0;4.0;6.0;6.0;7.0;7.0;6.0;11.0;13.0;15.0;16.0;16.0;16.0;15.0;14.0;94.0;89.0;86.0;28.0;4.0;3.0;3.0;2.0;3.0;89.0;83.0;79.0;23.0;1.0;1.0;1.0;0.0;0.0;1.0;3.0;3.0;2.0;1.0;1.0;1.0;1.0;3.0;4.0;4.0;4.0;3.0;2.0;1.0;1.0;1.0;1.0
475;Vrouwen;Gezondheidszorgonderwijs;Vooropleiding wo;Cohort 1994;160;58.0;76.0;80.0;80.0;81.0;;56.0;74.0;76.0;76.0;77.0;;1.0;3.0;4.0;4.0;4.0;;6.0;9.0;12.0;18.0;18.0;19.0;20.0;18.0;;96.0;89.0;83.0;26.0;7.0;3.0;1.0;3.0;;92.0;83.0;78.0;21.0;3.0;1.0;1.0;0.0;;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;;4.0;5.0;5.0;4.0;3.0;1.0;0.0;2.0;
476;Vrouwen;Gezondheidszorgonderwijs;Andere vooropleiding;Cohort 1991;120;26.0;44.0;50.0;53.0;56.0;56.0;26.0;43.0;48.0;50.0;51.0;51.0;0.0;1.0;2.0;3.0;5.0;5.0;30.0;42.0;46.0;47.0;46.0;46.0;46.0;45.0;44.0;73.0;60.0;55.0;30.0;13.0;7.0;3.0;2.0;3.0;69.0;58.0;50.0;24.0;7.0;3.0;1.0;0.0;0.0;3.0;2.0;3.0;4.0;4.0;3.0;1.0;2.0;3.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;0.0;0.0
477;Vrouwen;Gezondheidszorgonderwijs;Andere vooropleiding;Cohort 1992;360;43.0;60.0;65.0;68.0;69.0;70.0;43.0;57.0;62.0;63.0;64.0;64.0;1.0;3.0;3.0;4.0;5.0;6.0;13.0;20.0;23.0;24.0;26.0;27.0;28.0;29.0;29.0;87.0;79.0;74.0;32.0;14.0;7.0;4.0;1.0;1.0;83.0;73.0;67.0;25.0;9.0;3.0;1.0;0.0;0.0;3.0;4.0;5.0;5.0;3.0;2.0;1.0;1.0;0.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0
478;Vrouwen;Gezondheidszorgonderwijs;Andere vooropleiding;Cohort 1993;1940;49.0;68.0;73.0;75.0;76.0;77.0;49.0;65.0;69.0;70.0;70.0;70.0;0.0;2.0;4.0;5.0;6.0;6.0;11.0;16.0;19.0;21.0;21.0;21.0;22.0;22.0;21.0;89.0;83.0;77.0;30.0;11.0;6.0;3.0;2.0;2.0;83.0;76.0;69.0;22.0;6.0;2.0;1.0;0.0;0.0;3.0;4.0;4.0;5.0;3.0;2.0;1.0;1.0;1.0;2.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0;1.0
479;Vrouwen;Gezondheidszorgonderwijs;Andere vooropleiding;Cohort 1994;120;45.0;59.0;63.0;64.0;65.0;;45.0;59.0;62.0;62.0;63.0;;0.0;0.0;2.0;3.0;3.0;;21.0;23.0;27.0;28.0;29.0;30.0;30.0;30.0;;76.0;73.0;68.0;23.0;8.0;3.0;3.0;2.0;;70.0;69.0;63.0;18.0;4.0;1.0;1.0;0.0;;3.0;3.0;2.0;3.0;3.0;2.0;1.0;1.0;;3.0;2.0;3.0;3.0;2.0;1.0;1.0;1.0;
480;Vrouwen;Economisch onderwijs;Totaal alle vooropleidingen;Cohort 1991;7250;35.0;62.0;70.0;73.0;74.0;75.0;35.0;59.0;65.0;66.0;67.0;67.0;0.0;3.0;5.0;6.0;7.0;8.0;15.0;19.0;21.0;22.0;23.0;23.0;23.0;24.0;23.0;85.0;79.0;77.0;43.0;15.0;7.0;4.0;3.0;1.0;79.0;70.0;68.0;34.0;9.0;3.0;2.0;1.0;1.0;4.0;6.0;6.0;6.0;3.0;2.0;1.0;1.0;0.0;2.0;3.0;3.0;3.0;2.0;2.0;1.0;1.0;0.0
481;Vrouwen;Economisch onderwijs;Totaal alle vooropleidingen;Cohort 1992;7440;37.0;62.0;69.0;72.0;73.0;74.0;36.0;59.0;64.0;66.0;66.0;67.0;0.0;3.0;5.0;6.0;7.0;7.0;15.0;19.0;21.0;22.0;23.0;24.0;24.0;24.0;24.0;85.0;79.0;77.0;41.0;15.0;7.0;4.0;3.0;2.0;79.0;71.0;68.0;33.0;9.0;4.0;2.0;1.0;1.0;4.0;6.0;6.0;6.0;3.0;1.0;1.0;1.0;1.0;2.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0;1.0
482;Vrouwen;Economisch onderwijs;Totaal alle vooropleidingen;Cohort 1993;7520;41.0;66.0;72.0;75.0;76.0;77.0;41.0;63.0;68.0;69.0;70.0;70.0;0.0;3.0;5.0;6.0;6.0;7.0;12.0;17.0;18.0;18.0;20.0;20.0;21.0;21.0;21.0;88.0;82.0;80.0;40.0;15.0;7.0;4.0;3.0;2.0;81.0;73.0;72.0;33.0;10.0;4.0;2.0;2.0;1.0;4.0;5.0;5.0;5.0;3.0;1.0;1.0;1.0;0.0;2.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0;0.0
483;Vrouwen;Economisch onderwijs;Totaal alle vooropleidingen;Cohort 1994;7210;42.0;64.0;71.0;74.0;76.0;;41.0;61.0;67.0;68.0;69.0;;0.0;3.0;5.0;6.0;6.0;;14.0;18.0;18.0;19.0;20.0;20.0;21.0;21.0;;86.0;81.0;79.0;39.0;16.0;9.0;5.0;3.0;;79.0;73.0;71.0;31.0;11.0;5.0;3.0;2.0;;5.0;5.0;5.0;5.0;3.0;2.0;1.0;1.0;;2.0;3.0;3.0;3.0;2.0;2.0;1.0;1.0;
484;Vrouwen;Economisch onderwijs;Vooropleiding havo;Cohort 1991;2300;23.0;52.0;63.0;66.0;68.0;70.0;23.0;47.0;54.0;56.0;57.0;58.0;0.0;5.0;9.0;10.0;11.0;12.0;20.0;24.0;26.0;27.0;28.0;28.0;28.0;28.0;28.0;80.0;74.0;72.0;50.0;20.0;9.0;6.0;4.0;2.0;72.0;60.0;58.0;37.0;12.0;4.0;2.0;2.0;1.0;8.0;12.0;12.0;11.0;6.0;3.0;2.0;1.0;1.0;0.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;0.0
485;Vrouwen;Economisch onderwijs;Vooropleiding havo;Cohort 1992;3040;26.0;54.0;63.0;67.0;68.0;70.0;26.0;50.0;56.0;58.0;59.0;60.0;0.0;4.0;7.0;8.0;9.0;10.0;17.0;23.0;25.0;26.0;27.0;28.0;28.0;28.0;28.0;83.0;75.0;72.0;48.0;19.0;10.0;5.0;4.0;3.0;75.0;64.0;61.0;36.0;11.0;5.0;2.0;2.0;1.0;7.0;9.0;9.0;9.0;5.0;3.0;2.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0
486;Vrouwen;Economisch onderwijs;Vooropleiding havo;Cohort 1993;1190;28.0;59.0;68.0;72.0;73.0;74.0;28.0;53.0;60.0;62.0;63.0;63.0;1.0;5.0;8.0;9.0;10.0;11.0;14.0;17.0;19.0;20.0;20.0;21.0;21.0;22.0;23.0;85.0;82.0;81.0;51.0;21.0;11.0;7.0;5.0;3.0;75.0;69.0;67.0;39.0;13.0;6.0;3.0;2.0;2.0;8.0;10.0;11.0;10.0;5.0;3.0;2.0;2.0;1.0;2.0;2.0;3.0;3.0;2.0;2.0;1.0;1.0;1.0
487;Vrouwen;Economisch onderwijs;Vooropleiding havo;Cohort 1994;2380;29.0;54.0;63.0;67.0;70.0;;29.0;49.0;57.0;59.0;60.0;;0.0;4.0;7.0;8.0;9.0;;18.0;22.0;22.0;23.0;24.0;24.0;25.0;26.0;;82.0;77.0;77.0;48.0;23.0;13.0;8.0;4.0;;72.0;66.0;65.0;37.0;15.0;7.0;4.0;2.0;;9.0;10.0;10.0;9.0;5.0;3.0;2.0;1.0;;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;
488;Vrouwen;Economisch onderwijs;Vooropleiding vwo;Cohort 1991;2360;47.0;74.0;81.0;84.0;85.0;86.0;47.0;72.0;77.0;78.0;79.0;79.0;0.0;2.0;4.0;6.0;6.0;7.0;7.0;9.0;10.0;11.0;12.0;13.0;13.0;13.0;13.0;93.0;90.0;89.0;42.0;14.0;7.0;3.0;2.0;1.0;86.0;82.0;81.0;34.0;8.0;3.0;1.0;1.0;0.0;2.0;3.0;3.0;3.0;2.0;1.0;1.0;0.0;0.0;5.0;5.0;5.0;5.0;4.0;3.0;1.0;1.0;0.0
