ID;Geslacht;Onderwijssoort;SoortDiploma;Studierichting;Migratieachtergrond;Perioden;Gediplomeerden_1
6861;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0731 Architectuur en stedebouwkunde;Onbekende migratieachtergrond;2018/'19;0
6862;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0731 Architectuur en stedebouwkunde;Onbekende migratieachtergrond;2019/'20;0
6863;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0731 Architectuur en stedebouwkunde;Onbekende migratieachtergrond;2020/'21;0
6864;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Totaal;2015/'16;19
6865;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Totaal;2016/'17;38
6866;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Totaal;2017/'18;39
6867;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Totaal;2018/'19;55
6868;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Totaal;2019/'20;56
6869;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Totaal;2020/'21;74
6870;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Nederlandse achtergrond;2015/'16;18
6871;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Nederlandse achtergrond;2016/'17;36
6872;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Nederlandse achtergrond;2017/'18;34
6873;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Nederlandse achtergrond;2018/'19;45
6874;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Nederlandse achtergrond;2019/'20;49
6875;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Nederlandse achtergrond;2020/'21;64
6876;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Met migratieachtergrond;2015/'16;1
6877;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Met migratieachtergrond;2016/'17;2
6878;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Met migratieachtergrond;2017/'18;5
6879;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Met migratieachtergrond;2018/'19;10
6880;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Met migratieachtergrond;2019/'20;7
6881;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Met migratieachtergrond;2020/'21;10
6882;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Westerse migratieachtergrond;2015/'16;1
6883;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Westerse migratieachtergrond;2016/'17;0
6884;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Westerse migratieachtergrond;2017/'18;1
6885;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Westerse migratieachtergrond;2018/'19;2
6886;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Westerse migratieachtergrond;2019/'20;0
6887;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Westerse migratieachtergrond;2020/'21;2
6888;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Niet-westerse migratieachtergrond;2015/'16;0
6889;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Niet-westerse migratieachtergrond;2016/'17;2
6890;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Niet-westerse migratieachtergrond;2017/'18;4
6891;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Niet-westerse migratieachtergrond;2018/'19;8
6892;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Niet-westerse migratieachtergrond;2019/'20;7
6893;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Niet-westerse migratieachtergrond;2020/'21;8
6894;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Turkije;2015/'16;0
6895;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Turkije;2016/'17;1
6896;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Turkije;2017/'18;1
6897;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Turkije;2018/'19;0
6898;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Turkije;2019/'20;2
6899;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Turkije;2020/'21;3
6900;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Marokko;2015/'16;0
6901;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Marokko;2016/'17;1
6902;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Marokko;2017/'18;0
6903;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Marokko;2018/'19;0
6904;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Marokko;2019/'20;0
6905;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Marokko;2020/'21;0
6906;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Suriname;2015/'16;0
6907;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Suriname;2016/'17;0
6908;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Suriname;2017/'18;0
6909;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Suriname;2018/'19;2
6910;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Suriname;2019/'20;0
6911;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Suriname;2020/'21;1
6912;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;(voormalige) Nederlandse Antillen, Aruba;2015/'16;0
6913;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;(voormalige) Nederlandse Antillen, Aruba;2016/'17;0
6914;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;(voormalige) Nederlandse Antillen, Aruba;2017/'18;0
6915;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;(voormalige) Nederlandse Antillen, Aruba;2018/'19;0
6916;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;(voormalige) Nederlandse Antillen, Aruba;2019/'20;1
6917;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;(voormalige) Nederlandse Antillen, Aruba;2020/'21;0
6918;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Overige niet-westerse migratieachterg...;2015/'16;0
6919;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Overige niet-westerse migratieachterg...;2016/'17;0
6920;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Overige niet-westerse migratieachterg...;2017/'18;3
6921;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Overige niet-westerse migratieachterg...;2018/'19;6
6922;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Overige niet-westerse migratieachterg...;2019/'20;4
6923;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Overige niet-westerse migratieachterg...;2020/'21;4
6924;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Onbekende migratieachtergrond;2015/'16;0
6925;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Onbekende migratieachtergrond;2016/'17;0
6926;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Onbekende migratieachtergrond;2017/'18;0
6927;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Onbekende migratieachtergrond;2018/'19;0
6928;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Onbekende migratieachtergrond;2019/'20;0
6929;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0732 Bouwkunde en civiele techniek;Onbekende migratieachtergrond;2020/'21;0
6930;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Totaal;2015/'16;25
6931;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Totaal;2016/'17;32
6932;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Totaal;2017/'18;50
6933;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Totaal;2018/'19;43
6934;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Totaal;2019/'20;37
6935;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Totaal;2020/'21;59
6936;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Nederlandse achtergrond;2015/'16;25
6937;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Nederlandse achtergrond;2016/'17;32
6938;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Nederlandse achtergrond;2017/'18;48
6939;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Nederlandse achtergrond;2018/'19;43
6940;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Nederlandse achtergrond;2019/'20;34
6941;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Nederlandse achtergrond;2020/'21;58
6942;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Met migratieachtergrond;2015/'16;0
6943;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Met migratieachtergrond;2016/'17;0
6944;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Met migratieachtergrond;2017/'18;2
6945;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Met migratieachtergrond;2018/'19;0
6946;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Met migratieachtergrond;2019/'20;3
6947;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Met migratieachtergrond;2020/'21;1
6948;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Westerse migratieachtergrond;2015/'16;0
6949;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Westerse migratieachtergrond;2016/'17;0
6950;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Westerse migratieachtergrond;2017/'18;2
6951;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Westerse migratieachtergrond;2018/'19;0
6952;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Westerse migratieachtergrond;2019/'20;1
6953;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Westerse migratieachtergrond;2020/'21;0
6954;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Niet-westerse migratieachtergrond;2015/'16;0
6955;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Niet-westerse migratieachtergrond;2016/'17;0
6956;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Niet-westerse migratieachtergrond;2017/'18;0
6957;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Niet-westerse migratieachtergrond;2018/'19;0
6958;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Niet-westerse migratieachtergrond;2019/'20;2
6959;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Niet-westerse migratieachtergrond;2020/'21;1
6960;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Turkije;2015/'16;0
6961;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Turkije;2016/'17;0
6962;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Turkije;2017/'18;0
6963;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Turkije;2018/'19;0
6964;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Turkije;2019/'20;0
6965;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Turkije;2020/'21;0
6966;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Marokko;2015/'16;0
6967;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Marokko;2016/'17;0
6968;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Marokko;2017/'18;0
6969;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Marokko;2018/'19;0
6970;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Marokko;2019/'20;0
6971;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Marokko;2020/'21;0
6972;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Suriname;2015/'16;0
6973;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Suriname;2016/'17;0
6974;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Suriname;2017/'18;0
6975;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Suriname;2018/'19;0
6976;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Suriname;2019/'20;1
6977;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Suriname;2020/'21;0
6978;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;(voormalige) Nederlandse Antillen, Aruba;2015/'16;0
6979;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;(voormalige) Nederlandse Antillen, Aruba;2016/'17;0
6980;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;(voormalige) Nederlandse Antillen, Aruba;2017/'18;0
6981;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;(voormalige) Nederlandse Antillen, Aruba;2018/'19;0
6982;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;(voormalige) Nederlandse Antillen, Aruba;2019/'20;1
6983;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;(voormalige) Nederlandse Antillen, Aruba;2020/'21;1
6984;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Overige niet-westerse migratieachterg...;2015/'16;0
6985;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Overige niet-westerse migratieachterg...;2016/'17;0
6986;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Overige niet-westerse migratieachterg...;2017/'18;0
6987;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Overige niet-westerse migratieachterg...;2018/'19;0
6988;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Overige niet-westerse migratieachterg...;2019/'20;0
6989;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Overige niet-westerse migratieachterg...;2020/'21;0
6990;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Onbekende migratieachtergrond;2015/'16;0
6991;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Onbekende migratieachtergrond;2016/'17;0
6992;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Onbekende migratieachtergrond;2017/'18;0
6993;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Onbekende migratieachtergrond;2018/'19;0
6994;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Onbekende migratieachtergrond;2019/'20;0
6995;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;08 Landbouw, diergeneeskunde en -verz...;Onbekende migratieachtergrond;2020/'21;0
6996;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Totaal;2015/'16;0
6997;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Totaal;2016/'17;0
6998;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Totaal;2017/'18;0
6999;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Totaal;2018/'19;0
7000;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Totaal;2019/'20;0
7001;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Totaal;2020/'21;0
7002;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Nederlandse achtergrond;2015/'16;0
7003;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Nederlandse achtergrond;2016/'17;0
7004;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Nederlandse achtergrond;2017/'18;0
7005;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Nederlandse achtergrond;2018/'19;0
7006;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Nederlandse achtergrond;2019/'20;0
7007;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Nederlandse achtergrond;2020/'21;0
7008;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Met migratieachtergrond;2015/'16;0
7009;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Met migratieachtergrond;2016/'17;0
7010;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Met migratieachtergrond;2017/'18;0
7011;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Met migratieachtergrond;2018/'19;0
7012;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Met migratieachtergrond;2019/'20;0
7013;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Met migratieachtergrond;2020/'21;0
7014;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Westerse migratieachtergrond;2015/'16;0
7015;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Westerse migratieachtergrond;2016/'17;0
7016;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Westerse migratieachtergrond;2017/'18;0
7017;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Westerse migratieachtergrond;2018/'19;0
7018;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Westerse migratieachtergrond;2019/'20;0
7019;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Westerse migratieachtergrond;2020/'21;0
7020;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Niet-westerse migratieachtergrond;2015/'16;0
7021;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Niet-westerse migratieachtergrond;2016/'17;0
7022;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Niet-westerse migratieachtergrond;2017/'18;0
7023;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Niet-westerse migratieachtergrond;2018/'19;0
7024;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Niet-westerse migratieachtergrond;2019/'20;0
7025;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Niet-westerse migratieachtergrond;2020/'21;0
7026;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Turkije;2015/'16;0
7027;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Turkije;2016/'17;0
7028;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Turkije;2017/'18;0
7029;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Turkije;2018/'19;0
7030;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Turkije;2019/'20;0
7031;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;080 Landbouw, diergeneeskunde en… z.n.d.;Turkije;2020/'21;0
