ID;Persoonskenmerken;Marges;Perioden;WegenPadenPleintjesGoedOnderhouden_1;PlantsoenenEnParkenGoedOnderhouden_2;BuitenGoedVerlicht_3;GoedeSpeelplekkenVoorKinderen_4;GoedeVoorzieningenVoorJongeren_5;FysiekeVoorzieningenSchaalscore_6;MensenKennenElkaarNauwelijks_7;MensenGaanPrettigMetElkaarOm_8;GezelligeBuurtMetVeelSaamhorigheid_9;VoelMijThuisBijMensenInDezeBuurt_10;VeelContactMetAndereBuurtbewoners_11;TevredenMetSamenstellingBevolking_12;SocialeCohesieSchaalscore_13;VooruitGegaan_14;AchteruitGegaan_15;GelijkGebleven_16;RapportcijferLeefbaarheidWoonbuurt_17;ZeerTevreden_18;NietTevredenNietOntevreden_19;ZeerOntevreden_20;GeenOordeel_21;HeeftAandachtVerbeterenLeefbaarheid_22;InformeertBuurtMbtAanpakLeefbaarheid_23;BetrektBuurtBijAanpakLeefbaarheid_24;EenOfMeerVormenKomenVoor_25;ErvaartEenOfMeerVormenVanOverlast_26;RommelOpStraat_27;StraatmeubilairDatVernieldIs_28;BekladdeMurenOfGebouwen_29;Hondenpoep_30;EenOfMeerVormenFysiekeVerloedering_31;RommelOpStraat_32;StraatmeubilairDatVernieldIs_33;BekladdeMurenOfGebouwen_34;Hondenpoep_35;EenOfMeerVormenFysiekeVerloedering_36;DronkenMensenOpStraat_37;DrugsgebruikOfDrugshandel_38;OverlastDoorBuurtbewoners_39;MensenWordenOpStraatLastiggevallen_40;RondhangendeJongeren_41;EenOfMeerVormenVanSocialeOverlast_42;DronkenMensenOpStraat_43;DrugsgebruikOfDrugshandel_44;OverlastDoorBuurtbewoners_45;MensenWordenOpStraatLastiggevallen_46;RondhangendeJongeren_47;EenOfMeerVormenVanSocialeOverlast_48;TeHardRijden_49;Parkeerproblemen_50;AgressiefGedragInVerkeer_51;EenOfMeerVormenVanVerkeersoverlast_52;TeHardRijden_53;Parkeerproblemen_54;AgressiefGedragInVerkeer_55;EenOfMeerVormenVanVerkeersoverlast_56;KomtWeleensVoor_57;ErvaartVeelOverlast_58
452;Onderwijsniveau: havo, vwo, mbo;Waarde;2016;68.6;67.0;76.9;64.1;25.7;6.2;22.2;71.1;44.0;60.3;37.8;68.8;6.3;9.3;13.8;73.4;7.4;37.7;28.2;12.9;21.3;44.7;39.2;33.1;94.3;45.1;52.8;29.5;22.2;67.6;81.3;6.2;2.5;1.4;17.3;21.7;25.0;22.7;28.4;12.1;37.1;56.2;2.6;3.6;6.1;1.3;5.2;12.4;71.7;49.1;27.8;82.0;22.0;18.2;6.0;32.7;11.5;1.4
453;Onderwijsniveau: havo, vwo, mbo;Waarde;2017;66.9;66.0;76.3;63.1;24.7;6.2;22.8;70.4;43.4;60.3;36.5;67.7;6.3;9.8;15.0;71.4;7.4;37.9;27.6;12.8;21.6;44.4;38.5;32.7;94.0;45.5;53.8;28.0;21.8;67.1;80.8;6.5;2.3;1.2;18.0;22.4;24.5;23.4;28.1;12.0;35.6;54.8;2.5;3.5;5.4;1.2;5.1;11.9;72.1;51.0;28.8;82.4;22.7;18.8;6.0;33.6;12.1;1.5
454;Onderwijsniveau: havo, vwo, mbo;Waarde;2019;67.7;66.5;77.4;64.9;24.9;6.3;22.5;72.2;45.5;61.7;36.9;68.9;6.3;10.2;13.9;72.5;7.6;41.0;27.2;12.2;19.7;47.7;40.7;35.1;94.3;44.9;54.1;27.3;19.4;65.7;80.5;7.4;2.6;1.3;15.8;21.1;25.4;24.0;27.9;10.6;33.6;55.3;2.5;4.0;5.6;1.2;4.7;11.9;74.0;51.5;28.8;84.1;23.1;19.3;6.2;34.2;10.4;1.3
455;Onderwijsniveau: havo, vwo, mbo;Betrouwbaarheidsmarge;2012;0.8;0.8;0.7;0.8;0.7;0.0;0.7;0.8;0.8;0.8;0.8;0.8;0.0;0.6;0.6;0.8;0.0;0.8;0.8;0.6;0.7;0.9;0.9;0.9;0.4;0.8;0.8;0.8;0.8;0.8;0.6;0.5;0.4;0.3;0.7;0.7;0.8;0.7;0.8;0.6;0.8;0.8;0.3;0.4;0.4;0.3;0.5;0.6;0.8;0.8;0.8;0.6;0.7;0.7;0.5;0.8;0.6;0.2
456;Onderwijsniveau: havo, vwo, mbo;Betrouwbaarheidsmarge;2013;0.7;0.7;0.6;0.7;0.6;0.0;0.6;0.6;0.7;0.7;0.7;0.7;0.0;0.4;0.5;0.6;0.0;0.7;0.6;0.5;0.6;0.8;0.8;0.7;0.3;0.7;0.7;0.6;0.6;0.7;0.5;0.4;0.2;0.2;0.6;0.6;0.6;0.6;0.6;0.5;0.7;0.7;0.3;0.3;0.3;0.2;0.4;0.5;0.6;0.7;0.6;0.5;0.6;0.6;0.3;0.7;0.5;0.2
457;Onderwijsniveau: havo, vwo, mbo;Betrouwbaarheidsmarge;2014;0.7;0.7;0.7;0.7;0.7;0.0;0.7;0.7;0.8;0.8;0.7;0.7;0.0;0.5;0.5;0.7;0.0;0.7;0.7;0.5;0.6;0.9;0.8;0.8;0.3;0.8;0.8;0.7;0.7;0.7;0.6;0.4;0.2;0.2;0.6;0.6;0.7;0.7;0.7;0.5;0.8;0.8;0.3;0.3;0.4;0.2;0.4;0.5;0.7;0.8;0.7;0.6;0.6;0.6;0.4;0.7;0.5;0.2
458;Onderwijsniveau: havo, vwo, mbo;Betrouwbaarheidsmarge;2015;0.7;0.7;0.7;0.7;0.7;0.0;0.6;0.7;0.7;0.7;0.7;0.7;0.0;0.5;0.5;0.7;0.0;0.7;0.7;0.5;0.6;0.8;0.8;0.8;0.4;0.7;0.7;0.7;0.6;0.7;0.6;0.4;0.3;0.2;0.6;0.6;0.7;0.6;0.7;0.5;0.7;0.7;0.3;0.3;0.4;0.2;0.4;0.5;0.7;0.7;0.7;0.6;0.6;0.6;0.3;0.7;0.5;0.2
459;Onderwijsniveau: havo, vwo, mbo;Betrouwbaarheidsmarge;2016;0.7;0.7;0.7;0.7;0.7;0.0;0.6;0.7;0.8;0.8;0.7;0.7;0.0;0.5;0.5;0.7;0.0;0.8;0.7;0.5;0.6;0.9;0.9;0.8;0.4;0.8;0.8;0.7;0.6;0.7;0.6;0.4;0.2;0.2;0.6;0.6;0.7;0.6;0.7;0.5;0.8;0.8;0.3;0.3;0.4;0.2;0.4;0.5;0.7;0.8;0.7;0.6;0.6;0.6;0.4;0.7;0.5;0.2
460;Onderwijsniveau: havo, vwo, mbo;Betrouwbaarheidsmarge;2017;0.6;0.7;0.6;0.7;0.6;0.0;0.6;0.6;0.7;0.7;0.7;0.7;0.0;0.4;0.5;0.6;0.0;0.7;0.6;0.5;0.6;0.8;0.8;0.7;0.3;0.7;0.7;0.6;0.6;0.7;0.5;0.3;0.2;0.2;0.5;0.6;0.6;0.6;0.6;0.5;0.7;0.7;0.2;0.3;0.3;0.2;0.3;0.5;0.6;0.7;0.6;0.5;0.6;0.5;0.3;0.7;0.5;0.2
461;Onderwijsniveau: havo, vwo, mbo;Betrouwbaarheidsmarge;2019;0.6;0.6;0.6;0.7;0.6;0.0;0.6;0.6;0.7;0.7;0.7;0.6;0.0;0.4;0.5;0.6;0.0;0.7;0.6;0.4;0.5;0.8;0.8;0.7;0.3;0.7;0.7;0.6;0.5;0.7;0.5;0.4;0.2;0.2;0.5;0.6;0.6;0.6;0.6;0.4;0.6;0.7;0.2;0.3;0.3;0.2;0.3;0.5;0.6;0.7;0.6;0.5;0.6;0.5;0.3;0.6;0.4;0.2
462;Onderwijsniveau: hbo, wo bachelor;Waarde;2012;74.2;72.4;78.6;62.7;24.8;6.3;24.0;73.9;42.0;59.8;33.5;71.7;6.2;12.3;12.5;71.0;7.5;44.2;28.4;11.6;15.9;52.9;45.1;37.0;95.6;45.2;56.2;31.7;28.3;69.9;84.2;6.4;2.7;1.8;18.3;22.9;27.7;21.4;27.5;12.2;42.3;60.0;3.2;3.2;5.0;1.6;5.7;12.3;70.4;51.5;27.9;82.9;19.6;17.4;5.6;31.1;12.0;1.5
463;Onderwijsniveau: hbo, wo bachelor;Waarde;2013;73.1;71.6;79.8;62.9;25.1;6.3;24.6;72.8;42.2;59.4;33.4;70.6;6.2;10.7;12.6;73.3;7.5;42.4;29.0;12.3;16.3;51.8;45.0;36.8;95.1;44.1;56.5;29.9;27.2;69.6;84.1;6.2;2.4;2.1;18.5;23.0;28.1;21.7;28.7;12.3;39.7;59.1;2.9;3.3;5.0;1.4;5.5;12.2;70.6;49.8;28.4;81.6;19.4;15.9;5.7;29.9;12.1;1.5
464;Onderwijsniveau: hbo, wo bachelor;Waarde;2014;73.7;71.4;79.2;63.5;25.7;6.4;24.2;74.6;42.4;59.5;33.8;71.5;6.3;11.1;11.8;73.4;7.5;43.3;27.9;12.1;16.6;51.5;43.7;36.0;94.8;43.9;54.8;28.7;26.2;68.2;83.1;6.3;2.3;1.7;17.4;22.2;27.2;22.2;28.7;11.8;38.7;58.2;2.7;2.9;5.3;1.3;4.7;11.4;69.4;49.5;26.6;81.7;18.8;16.1;5.0;29.6;11.7;1.4
465;Onderwijsniveau: hbo, wo bachelor;Waarde;2015;74.4;72.8;79.6;63.6;25.6;6.4;24.5;74.1;42.6;60.1;33.0;71.3;6.3;11.1;11.2;74.1;7.6;44.0;27.4;11.7;16.9;51.5;43.3;36.3;94.7;43.2;55.9;28.7;24.9;67.7;82.9;6.4;2.2;1.6;17.4;22.4;27.5;22.4;28.1;12.0;38.1;58.0;2.7;3.2;4.3;1.4;4.8;10.9;70.5;49.5;26.7;81.9;18.8;15.9;5.3;29.0;11.7;1.7
466;Onderwijsniveau: hbo, wo bachelor;Waarde;2016;74.8;72.8;80.2;64.6;25.9;6.4;23.3;74.9;43.0;60.1;33.6;70.5;6.3;12.3;11.6;72.3;7.6;44.1;27.7;11.1;17.1;51.9;43.3;36.0;94.9;42.5;55.1;27.9;23.7;67.3;82.4;6.4;1.9;1.3;15.8;20.6;27.1;22.3;28.8;11.4;37.3;58.0;2.7;3.1;5.1;1.5;4.8;11.5;71.6;49.8;27.6;82.8;19.3;15.9;5.7;29.7;11.4;1.6
467;Onderwijsniveau: hbo, wo bachelor;Waarde;2017;73.6;72.0;79.8;64.7;25.6;6.4;25.0;74.9;42.5;59.7;32.4;70.3;6.2;11.7;11.7;72.5;7.6;43.9;26.7;11.3;18.0;51.4;42.8;36.1;94.4;43.5;54.7;26.6;22.7;65.8;81.4;6.4;1.9;1.2;15.9;20.8;26.6;22.5;28.1;10.9;36.4;56.6;2.7;3.0;5.2;1.3;4.8;11.5;70.3;49.6;27.1;82.0;19.7;16.6;5.8;30.4;11.0;1.6
468;Onderwijsniveau: hbo, wo bachelor;Waarde;2019;74.2;72.7;81.1;65.3;25.5;6.5;24.5;76.6;44.6;61.7;34.1;71.3;6.3;11.3;11.3;74.0;7.7;45.4;26.3;11.2;17.1;53.8;43.5;37.2;95.3;43.5;56.8;25.9;20.6;65.8;82.3;7.5;2.0;1.0;14.8;20.3;26.6;22.9;28.6;9.6;33.6;57.4;2.6;3.5;4.9;1.2;4.1;10.9;73.7;50.5;28.0;84.1;21.6;16.6;5.9;31.7;9.7;1.6
469;Onderwijsniveau: hbo, wo bachelor;Betrouwbaarheidsmarge;2012;0.9;0.9;0.8;1.0;0.9;0.0;0.9;0.9;1.0;1.0;0.9;0.9;0.0;0.7;0.7;0.9;0.0;1.0;0.9;0.6;0.7;1.1;1.1;1.0;0.4;1.0;1.0;0.9;0.9;0.9;0.7;0.6;0.4;0.3;0.8;0.9;0.9;0.9;0.9;0.7;1.0;1.0;0.4;0.4;0.5;0.3;0.5;0.7;0.9;1.0;0.9;0.7;0.8;0.8;0.5;0.9;0.7;0.2
470;Onderwijsniveau: hbo, wo bachelor;Betrouwbaarheidsmarge;2013;0.7;0.7;0.7;0.8;0.7;0.0;0.7;0.7;0.8;0.8;0.8;0.8;0.0;0.5;0.5;0.7;0.0;0.8;0.7;0.5;0.6;0.9;0.9;0.9;0.3;0.8;0.8;0.7;0.7;0.8;0.6;0.4;0.3;0.2;0.6;0.7;0.8;0.7;0.7;0.6;0.8;0.8;0.3;0.3;0.4;0.2;0.4;0.6;0.8;0.8;0.7;0.6;0.6;0.6;0.4;0.7;0.5;0.2
471;Onderwijsniveau: hbo, wo bachelor;Betrouwbaarheidsmarge;2014;0.8;0.8;0.7;0.8;0.8;0.0;0.8;0.8;0.9;0.9;0.8;0.8;0.0;0.6;0.6;0.8;0.0;0.9;0.8;0.6;0.6;0.9;0.9;0.9;0.4;0.9;0.9;0.8;0.8;0.8;0.7;0.4;0.3;0.2;0.7;0.7;0.8;0.7;0.8;0.6;0.8;0.8;0.3;0.3;0.4;0.2;0.4;0.6;0.8;0.9;0.8;0.7;0.7;0.7;0.4;0.8;0.5;0.2
472;Onderwijsniveau: hbo, wo bachelor;Betrouwbaarheidsmarge;2015;0.7;0.7;0.7;0.8;0.8;0.0;0.7;0.7;0.8;0.8;0.8;0.8;0.0;0.5;0.5;0.8;0.0;0.8;0.8;0.5;0.6;0.9;0.9;0.9;0.4;0.8;0.8;0.8;0.7;0.8;0.6;0.4;0.3;0.2;0.6;0.7;0.8;0.7;0.8;0.6;0.8;0.8;0.3;0.3;0.4;0.2;0.4;0.5;0.8;0.8;0.7;0.7;0.7;0.6;0.4;0.8;0.5;0.2
473;Onderwijsniveau: hbo, wo bachelor;Betrouwbaarheidsmarge;2016;0.7;0.8;0.7;0.8;0.8;0.0;0.7;0.7;0.9;0.8;0.8;0.8;0.0;0.6;0.5;0.8;0.0;0.9;0.8;0.5;0.7;0.9;0.9;0.9;0.4;0.9;0.9;0.8;0.7;0.8;0.7;0.4;0.2;0.2;0.6;0.7;0.8;0.7;0.8;0.5;0.8;0.8;0.3;0.3;0.4;0.2;0.4;0.6;0.8;0.9;0.8;0.7;0.7;0.6;0.4;0.8;0.5;0.2
474;Onderwijsniveau: hbo, wo bachelor;Betrouwbaarheidsmarge;2017;0.7;0.7;0.6;0.7;0.7;0.0;0.7;0.7;0.8;0.8;0.7;0.7;0.0;0.5;0.5;0.7;0.0;0.8;0.7;0.5;0.6;0.8;0.8;0.8;0.4;0.8;0.8;0.7;0.7;0.7;0.6;0.4;0.2;0.2;0.6;0.6;0.7;0.6;0.7;0.5;0.7;0.8;0.3;0.3;0.4;0.2;0.3;0.5;0.7;0.8;0.7;0.6;0.6;0.6;0.4;0.7;0.5;0.2
475;Onderwijsniveau: hbo, wo bachelor;Betrouwbaarheidsmarge;2019;0.6;0.7;0.6;0.7;0.7;0.0;0.6;0.6;0.7;0.7;0.7;0.7;0.0;0.5;0.5;0.7;0.0;0.7;0.7;0.5;0.6;0.8;0.8;0.8;0.3;0.7;0.7;0.7;0.6;0.7;0.6;0.4;0.2;0.1;0.5;0.6;0.7;0.6;0.7;0.4;0.7;0.7;0.2;0.3;0.3;0.2;0.3;0.5;0.7;0.7;0.7;0.6;0.6;0.6;0.3;0.7;0.4;0.2
476;Onderwijsniveau: wo, master, doctor;Waarde;2012;79.2;77.6;81.3;63.1;25.2;6.6;27.2;75.1;40.5;58.8;29.4;72.2;6.2;14.3;9.1;71.9;7.7;48.3;26.7;9.8;15.1;58.9;48.6;40.1;95.1;41.6;57.2;29.6;30.2;68.7;84.5;6.6;2.5;2.4;15.2;21.1;28.2;20.1;25.8;12.1;41.3;59.5;3.0;2.5;4.2;1.5;5.4;11.0;66.4;50.5;28.8;80.3;16.2;14.6;6.1;26.8;12.7;1.8
477;Onderwijsniveau: wo, master, doctor;Waarde;2013;78.0;75.2;81.5;61.7;25.6;6.5;25.7;75.3;41.3;57.9;30.0;70.2;6.2;11.7;9.4;75.1;7.6;47.3;27.0;10.8;14.9;56.7;48.2;39.2;94.8;41.6;58.8;29.7;29.6;68.1;84.5;6.1;2.0;2.1;16.0;21.3;29.5;21.9;29.0;11.7;41.0;60.9;3.4;3.1;4.6;1.2;4.4;11.0;68.7;49.5;29.3;81.1;16.4;14.2;5.7;26.2;12.7;2.1
478;Onderwijsniveau: wo, master, doctor;Waarde;2014;79.9;78.2;81.5;64.3;27.0;6.7;26.0;77.9;42.3;60.7;32.3;72.2;6.3;13.4;7.8;75.3;7.7;47.7;26.6;10.5;15.2;57.4;47.4;38.4;94.9;39.0;56.8;27.9;27.7;67.5;83.8;6.2;2.1;1.7;15.8;20.5;28.9;21.3;28.6;12.6;40.0;60.2;2.9;2.6;4.4;1.6;4.8;10.7;67.7;47.7;28.0;80.1;15.7;12.1;5.6;24.3;12.9;1.4
479;Onderwijsniveau: wo, master, doctor;Waarde;2015;79.1;77.8;81.4;64.0;27.2;6.7;25.9;76.5;41.4;58.9;29.6;70.9;6.2;14.3;7.6;74.2;7.8;50.8;24.8;9.6;14.7;58.6;47.2;38.0;94.7;39.0;56.9;25.9;26.4;65.7;82.4;6.1;2.0;1.6;14.2;19.2;29.0;21.2;28.5;11.2;38.4;59.7;2.8;2.7;4.6;1.1;4.1;10.3;67.4;48.9;27.0;80.5;15.3;13.9;5.2;25.1;12.2;1.7
480;Onderwijsniveau: wo, master, doctor;Waarde;2016;80.8;78.6;84.2;65.9;28.9;6.8;24.9;77.4;43.5;60.0;31.9;71.0;6.3;14.4;7.4;74.4;7.8;51.5;24.2;9.4;14.9;59.8;47.8;39.6;94.4;38.2;56.3;25.7;24.3;65.2;82.3;6.5;1.6;1.3;13.8;19.0;27.7;20.9;28.3;10.8;37.5;58.5;2.5;2.5;4.4;1.3;3.8;9.7;66.8;48.0;26.3;80.1;15.9;12.8;5.0;24.7;11.7;1.8
481;Onderwijsniveau: wo, master, doctor;Waarde;2017;79.1;77.9;82.3;65.6;27.9;6.7;26.6;77.3;42.1;60.5;30.7;71.4;6.3;15.3;7.8;72.7;7.8;51.7;23.5;8.9;15.9;60.1;48.4;41.2;94.2;39.5;56.0;24.5;22.6;63.2;80.9;7.0;1.6;0.9;13.7;18.8;27.1;21.3;27.6;10.7;35.8;57.4;2.7;2.6;4.2;1.2;3.7;9.9;67.7;48.7;28.2;80.2;17.6;13.3;6.4;26.6;12.1;2.0
482;Onderwijsniveau: wo, master, doctor;Waarde;2019;79.1;78.0;83.1;65.5;26.8;6.7;27.5;78.8;44.2;60.4;30.8;69.5;6.3;13.9;8.6;73.5;7.9;50.5;24.3;10.0;15.2;59.2;46.8;40.4;94.6;41.5;58.4;24.4;21.7;62.9;81.9;7.9;1.9;1.0;12.8;19.2;28.9;22.7;29.9;10.4;34.6;59.5;3.1;3.3;4.7;1.3;3.9;11.0;70.6;49.3;29.2;82.0;19.0;14.5;6.8;28.6;11.6;1.9
483;Onderwijsniveau: wo, master, doctor;Betrouwbaarheidsmarge;2012;1.3;1.3;1.2;1.5;1.4;0.1;1.5;1.4;1.5;1.6;1.4;1.4;0.1;1.2;0.9;1.5;0.0;1.6;1.4;0.9;1.1;1.7;1.7;1.7;0.7;1.6;1.5;1.4;1.5;1.5;1.1;0.9;0.6;0.5;1.1;1.3;1.4;1.3;1.4;1.1;1.6;1.5;0.6;0.5;0.6;0.5;0.8;1.0;1.5;1.6;1.4;1.3;1.2;1.2;0.8;1.4;1.1;0.4
484;Onderwijsniveau: wo, master, doctor;Betrouwbaarheidsmarge;2013;1.0;1.1;1.0;1.2;1.1;0.0;1.1;1.1;1.2;1.2;1.1;1.2;0.0;0.8;0.7;1.1;0.0;1.3;1.1;0.8;0.9;1.3;1.4;1.3;0.6;1.2;1.2;1.1;1.1;1.2;0.9;0.6;0.3;0.4;0.9;1.0;1.2;1.0;1.1;0.8;1.2;1.2;0.5;0.5;0.5;0.3;0.5;0.8;1.2;1.3;1.1;1.0;0.9;0.9;0.6;1.1;0.8;0.4
485;Onderwijsniveau: wo, master, doctor;Betrouwbaarheidsmarge;2014;1.0;1.0;1.0;1.2;1.1;0.0;1.1;1.1;1.3;1.3;1.2;1.1;0.0;0.9;0.7;1.1;0.0;1.3;1.1;0.8;0.9;1.4;1.4;1.3;0.6;1.2;1.3;1.1;1.1;1.2;0.9;0.6;0.4;0.3;0.9;1.0;1.1;1.0;1.2;0.8;1.3;1.2;0.4;0.4;0.5;0.3;0.5;0.8;1.2;1.3;1.1;1.0;0.9;0.8;0.6;1.1;0.8;0.3
486;Onderwijsniveau: wo, master, doctor;Betrouwbaarheidsmarge;2015;1.0;1.0;1.0;1.2;1.1;0.0;1.1;1.1;1.2;1.2;1.1;1.2;0.0;0.9;0.7;1.1;0.0;1.3;1.1;0.7;0.9;1.3;1.4;1.3;0.5;1.2;1.2;1.1;1.1;1.2;1.0;0.6;0.4;0.3;0.9;1.0;1.1;1.0;1.1;0.8;1.2;1.2;0.4;0.4;0.5;0.3;0.5;0.8;1.2;1.3;1.1;1.0;0.9;0.9;0.6;1.1;0.8;0.3
487;Onderwijsniveau: wo, master, doctor;Betrouwbaarheidsmarge;2016;1.0;1.0;0.9;1.2;1.1;0.0;1.1;1.1;1.2;1.2;1.2;1.1;0.0;0.9;0.6;1.1;0.0;1.2;1.1;0.7;0.9;1.3;1.3;1.3;0.6;1.2;1.2;1.1;1.1;1.2;1.0;0.6;0.3;0.3;0.9;1.0;1.1;1.0;1.1;0.8;1.2;1.2;0.4;0.4;0.5;0.3;0.5;0.8;1.2;1.2;1.1;1.0;0.9;0.8;0.5;1.1;0.8;0.3
488;Onderwijsniveau: wo, master, doctor;Betrouwbaarheidsmarge;2017;0.9;0.9;0.9;1.1;1.0;0.0;1.0;0.9;1.1;1.1;1.0;1.0;0.0;0.8;0.6;1.0;0.0;1.1;0.9;0.6;0.8;1.2;1.2;1.2;0.5;1.1;1.1;1.0;0.9;1.1;0.9;0.6;0.3;0.2;0.8;0.9;1.0;0.9;1.0;0.7;1.1;1.1;0.4;0.4;0.5;0.2;0.4;0.7;1.1;1.1;1.0;0.9;0.9;0.8;0.5;1.0;0.7;0.3
489;Onderwijsniveau: wo, master, doctor;Betrouwbaarheidsmarge;2019;0.9;0.9;0.8;1.0;1.0;0.0;1.0;0.9;1.1;1.0;1.0;1.0;0.0;0.7;0.6;0.9;0.0;1.1;0.9;0.6;0.8;1.1;1.1;1.1;0.5;1.0;1.1;0.9;0.9;1.0;0.8;0.6;0.3;0.2;0.7;0.8;1.0;0.9;1.0;0.6;1.0;1.0;0.4;0.4;0.4;0.2;0.4;0.7;1.0;1.1;1.0;0.8;0.8;0.7;0.5;1.0;0.7;0.3
490;Seksuele geaardheid: homo's;Waarde;2012;71.6;68.9;78.0;58.5;26.2;6.4;33.2;66.0;35.7;58.5;32.7;64.6;5.8;14.0;19.0;63.1;7.2;45.7;25.4;14.3;14.6;53.2;43.8;36.9;95.0;46.4;61.5;34.4;37.6;63.3;83.7;11.8;5.2;6.3;17.1;28.6;29.8;28.2;29.0;16.9;47.2;64.6;5.9;7.5;6.0;3.2;10.0;17.1;64.7;52.2;33.3;79.5;20.7;19.7;8.1;31.0;14.8;3.7
491;Seksuele geaardheid: homo's;Waarde;2013;72.6;70.4;80.1;64.0;26.2;6.4;33.2;67.3;35.1;56.5;30.2;63.2;5.8;14.7;13.8;67.6;7.3;45.9;28.1;12.9;13.1;53.3;46.3;38.8;95.7;49.3;63.4;33.9;37.0;65.2;85.5;11.5;4.6;3.7;17.2;26.8;34.8;31.1;35.9;16.1;44.5;67.5;5.1;5.8;7.5;2.2;8.0;18.8;67.3;52.3;36.6;81.3;20.6;18.7;8.9;32.5;16.6;3.0
492;Seksuele geaardheid: homo's;Waarde;2014;74.0;70.2;78.7;58.6;30.6;6.4;34.8;65.2;34.1;53.5;28.8;65.3;5.8;14.0;13.8;68.5;7.3;47.5;23.6;14.8;14.2;54.8;48.0;37.6;96.2;47.2;62.4;32.0;34.0;63.8;85.2;10.5;4.5;3.9;13.8;22.7;33.0;30.5;32.1;17.2;45.9;66.4;5.7;5.0;8.2;3.5;10.9;20.6;65.0;51.9;34.6;80.3;20.3;17.9;7.4;30.2;17.9;2.7
493;Seksuele geaardheid: homo's;Waarde;2015;73.9;69.6;77.9;57.0;27.8;6.4;35.0;68.2;38.0;56.9;28.3;66.2;5.9;18.4;11.8;65.4;7.4;46.9;26.8;12.9;13.3;52.4;46.3;38.2;94.1;46.7;63.7;31.7;35.1;60.6;82.1;10.3;3.5;3.0;13.6;23.6;34.4;29.7;35.4;16.1;44.6;66.9;5.5;6.1;7.7;2.2;7.8;18.8;63.5;46.5;33.2;77.3;19.7;16.0;8.6;30.0;16.4;3.0
494;Seksuele geaardheid: homo's;Waarde;2016;74.9;73.4;81.3;60.9;32.0;6.6;37.3;66.3;35.2;55.1;30.7;68.6;5.8;17.1;12.4;65.5;7.5;47.5;26.0;12.6;13.8;56.3;46.1;37.6;95.1;43.9;60.9;33.0;29.6;59.9;81.2;10.6;4.1;3.5;13.3;22.6;35.0;29.9;32.8;13.6;42.7;66.0;4.3;6.3;6.2;2.1;8.0;15.9;65.9;51.8;32.0;79.8;19.0;18.2;8.9;30.2;15.4;2.9
495;Seksuele geaardheid: homo's;Waarde;2017;72.9;69.7;80.7;59.3;29.0;6.4;36.6;68.4;37.1;56.3;30.3;67.0;5.9;16.4;12.5;66.8;7.5;46.6;24.6;12.5;16.4;52.9;44.3;38.2;93.8;46.9;60.6;30.8;27.7;61.0;83.0;10.5;3.3;2.4;14.7;24.2;30.4;26.4;31.1;12.5;38.0;60.9;3.6;5.1;6.5;2.2;6.4;15.6;67.5;48.5;31.6;79.7;23.2;17.2;8.7;33.3;13.9;2.5
496;Seksuele geaardheid: homo's;Waarde;2019;72.4;71.3;82.5;59.4;28.7;6.5;32.1;70.9;40.8;58.0;30.7;64.9;6.0;16.8;13.7;66.0;7.5;47.7;25.3;13.0;14.0;56.0;46.8;41.2;93.7;46.7;62.8;31.0;29.1;59.3;83.1;13.0;4.4;2.2;12.3;23.3;32.7;30.6;32.4;14.3;41.7;66.2;4.2;5.3;7.3;2.3;6.6;16.6;67.9;53.3;34.3;80.1;22.2;19.3;10.0;33.2;15.6;3.3
497;Seksuele geaardheid: homo's;Betrouwbaarheidsmarge;2012;4.1;4.2;3.7;4.7;4.2;0.2;4.5;4.4;4.5;4.6;4.4;4.5;0.2;3.3;3.8;4.6;0.1;4.7;4.0;3.1;3.4;5.0;5.0;4.7;2.0;4.7;4.6;4.4;4.7;4.6;3.4;3.0;2.2;2.8;3.5;4.4;4.3;4.1;4.1;3.4;4.7;4.5;2.6;2.3;2.1;1.6;3.1;3.6;4.5;4.7;4.3;3.7;3.9;3.7;2.5;4.4;3.1;1.6
498;Seksuele geaardheid: homo's;Betrouwbaarheidsmarge;2013;3.2;3.3;2.9;3.6;3.1;0.1;3.4;3.4;3.4;3.7;3.4;3.6;0.1;2.6;2.4;3.4;0.1;3.7;3.3;2.4;2.5;3.9;3.9;3.8;1.4;3.7;3.5;3.5;3.6;3.6;2.5;2.2;1.5;1.3;2.8;3.2;3.6;3.5;3.6;2.7;3.7;3.3;1.7;1.8;2.0;1.1;1.9;3.0;3.5;3.7;3.6;2.9;2.9;2.9;2.2;3.4;2.7;1.2
499;Seksuele geaardheid: homo's;Betrouwbaarheidsmarge;2014;3.5;3.8;3.4;4.1;3.8;0.2;3.9;4.0;3.9;4.1;3.7;4.0;0.2;2.9;2.7;3.8;0.1;4.1;3.4;2.9;2.9;4.4;4.4;4.3;1.6;4.1;4.1;3.8;3.9;4.0;2.9;2.5;1.7;1.6;2.7;3.4;3.8;3.7;3.9;3.1;4.1;3.9;1.9;1.7;2.3;1.6;2.9;3.5;4.0;4.1;3.8;3.3;3.3;3.1;2.0;3.7;2.9;1.1
