ID;Geslacht;Leeftijd;Marges;Perioden;RegelmatigVeelKrachtZetten_1;RegelmatigHardPraten_2;RegelmatigTeMakenMetTrillingen_3;GevaarlijkWerkTot2018_4;GevaarlijkWerkVanaf2018_5;Vallen_6;Struikelen_7;Bekneld_8;Snijden_9;Botsen_10;GevaarlijkeStoffen_11;Geweld_12;Verbranden_13;Verstikking_14;Anders_15;WaterigeOplossingen_16;StoffenOpHuid_17;AdemtStoffenIn_18;BesmettePersonen_19;WerktMetOfDichtbijOngezondeStoffen_20;Besmettingskans_21;BesmettingskansViaPatienten_22;BesmettingskansViaAndereMensen_23;BesmettingskansViaDieren_24;BesmettingskansViaWater_25;BesmettingskansViaOnderzoeksmateriaal_26;BesmettingskansViaAnderMateriaal_27;InOngemakkelijkeWerkhoudingWerken_28;TijdensWerkRepeterendeBewegingMaken_29;UurPerDagAanBeeldschermVoorWerk_30
325;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2020;21.0;11.1;14.5;;20.1;3.8;8.8;4.0;7.6;7.2;4.1;3.6;4.2;1.0;3.9;13.2;9.2;12.5;9.5;;;;;;;;;11.6;29.5;5.2
326;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2021;20.4;10.9;13.3;;19.6;3.5;8.3;3.9;6.8;7.3;4.4;3.3;3.7;1.7;4.7;13.8;9.8;12.2;10.5;;;;;;;;;11.9;26.4;5.4
327;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2022;19.8;9.8;11.9;;18.9;3.3;7.7;3.3;6.6;6.8;4.2;2.9;3.5;0.9;4.0;;;;;10.3;44.2;6.3;36.7;2.2;2.7;1.6;4.3;10.0;24.8;5.4
328;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2023;19.5;9.7;11.7;;17.4;3.0;6.8;2.7;6.7;5.9;3.8;2.8;3.3;1.0;3.6;;;;;9.9;37.8;6.3;29.9;2.8;2.7;1.9;4.4;9.7;24.3;5.3
329;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2024;19.3;9.3;11.6;;17.5;3.0;7.0;2.7;7.1;6.1;4.2;2.8;3.4;0.9;3.3;;;;;10.6;37.5;7.0;29.5;2.3;2.7;1.8;4.6;9.7;23.7;5.4
330;Mannen;35 tot 45 jaar;Waarde;2014;21.4;10.5;15.3;6.4;;;;;;;;;;;;12.3;8.1;10.9;3.6;;;;;;;;;11.2;30.9;4.5
331;Mannen;35 tot 45 jaar;Waarde;2015;19.9;10.7;14.2;6.5;;;;;;;;;;;;12.9;7.5;11.2;3.3;;;;;;;;;11.2;31.3;4.6
332;Mannen;35 tot 45 jaar;Waarde;2016;19.2;10.2;13.7;5.9;;;;;;;;;;;;11.4;8.4;11.7;3.4;;;;;;;;;10.3;29.2;4.7
333;Mannen;35 tot 45 jaar;Waarde;2017;20.6;11.0;15.2;7.1;;;;;;;;;;;;10.8;7.6;11.5;3.9;;;;;;;;;11.6;30.9;4.7
334;Mannen;35 tot 45 jaar;Waarde;2018;19.8;10.3;13.0;;19.7;4.1;8.1;3.7;6.8;7.8;3.8;3.0;3.2;0.9;3.8;11.0;8.0;11.4;4.4;;;;;;;;;11.0;29.2;4.7
335;Mannen;35 tot 45 jaar;Waarde;2019;19.1;11.0;13.1;;19.5;3.8;7.9;2.8;6.5;6.7;3.5;2.9;3.2;0.8;3.4;11.9;8.6;12.3;4.7;;;;;;;;;11.5;28.7;4.8
336;Mannen;35 tot 45 jaar;Waarde;2020;17.4;9.4;12.4;;16.1;3.0;5.6;2.8;5.1;5.8;2.7;2.2;2.4;0.7;3.4;10.2;7.2;9.5;7.0;;;;;;;;;9.7;26.2;5.3
337;Mannen;35 tot 45 jaar;Waarde;2021;17.5;9.7;12.6;;17.0;3.4;7.8;2.9;5.7;6.1;3.0;2.2;2.8;0.9;2.9;10.6;7.7;10.1;6.6;;;;;;;;;9.7;26.3;5.3
338;Mannen;35 tot 45 jaar;Waarde;2022;19.8;9.1;11.9;;17.7;3.3;7.1;2.7;5.6;6.1;3.6;2.4;2.4;0.9;3.3;;;;;8.5;43.7;5.3;36.8;2.2;2.4;0.9;4.3;9.0;24.9;5.1
339;Mannen;35 tot 45 jaar;Waarde;2023;17.4;8.8;11.0;;15.9;3.2;6.5;2.2;5.8;5.7;2.5;1.9;2.6;0.5;3.0;;;;;8.0;37.6;4.5;30.4;1.8;2.3;1.2;4.0;8.9;23.8;5.2
340;Mannen;35 tot 45 jaar;Waarde;2024;18.6;9.3;12.4;;18.0;3.3;7.6;2.9;6.3;7.0;3.0;2.5;2.8;0.8;3.2;;;;;8.4;34.8;4.9;27.7;1.8;2.3;1.0;4.5;9.5;24.6;5.2
341;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2014;20.0;9.5;14.1;5.6;;;;;;;;;;;;11.3;7.2;9.9;3.0;;;;;;;;;10.1;29.3;4.4
342;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2015;18.7;9.8;13.2;5.8;;;;;;;;;;;;11.9;6.7;10.3;2.8;;;;;;;;;10.2;29.8;4.5
343;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2016;18.0;9.3;12.7;5.2;;;;;;;;;;;;10.4;7.5;10.7;2.8;;;;;;;;;9.4;27.8;4.6
344;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2017;19.2;10.0;14.1;6.3;;;;;;;;;;;;9.8;6.8;10.5;3.3;;;;;;;;;10.6;29.4;4.6
345;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2018;18.7;9.5;12.1;;18.6;3.6;7.4;3.2;6.1;7.1;3.3;2.6;2.8;0.7;3.3;10.1;7.3;10.6;3.9;;;;;;;;;10.2;27.9;4.6
346;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2019;18.0;10.1;12.2;;18.3;3.3;7.1;2.4;5.8;6.0;3.0;2.4;2.7;0.6;2.8;11.0;7.8;11.4;4.1;;;;;;;;;10.6;27.4;4.7
347;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2020;16.3;8.6;11.5;;15.0;2.5;4.9;2.3;4.4;5.1;2.3;1.8;2.0;0.5;2.9;9.3;6.5;8.6;6.3;;;;;;;;;8.9;24.9;5.2
348;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2021;16.2;8.8;11.5;;15.8;2.8;7.0;2.4;5.0;5.4;2.5;1.7;2.3;0.6;2.4;9.7;6.8;9.2;5.8;;;;;;;;;8.7;24.9;5.2
349;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2022;18.7;8.3;11.0;;16.7;2.8;6.4;2.3;4.9;5.5;3.1;2.0;2.0;0.7;2.8;;;;;7.7;42.3;4.7;35.4;1.8;2.0;0.7;3.7;8.3;23.7;5.0
350;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2023;16.4;8.0;10.2;;14.9;2.7;5.8;1.8;5.1;5.1;2.1;1.6;2.2;0.4;2.5;;;;;7.2;36.2;3.9;29.1;1.4;1.9;0.9;3.5;8.1;22.6;5.1
351;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2024;17.6;8.6;11.5;;17.0;2.9;6.9;2.5;5.7;6.3;2.5;2.1;2.4;0.6;2.8;;;;;7.7;33.6;4.4;26.5;1.5;1.9;0.8;4.0;8.7;23.5;5.1
352;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2014;22.8;11.6;16.6;7.3;;;;;;;;;;;;13.5;9.0;12.0;4.3;;;;;;;;;12.3;32.4;4.6
353;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2015;21.2;11.8;15.4;7.3;;;;;;;;;;;;14.0;8.4;12.3;3.9;;;;;;;;;12.2;32.7;4.6
354;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2016;20.5;11.2;14.9;6.7;;;;;;;;;;;;12.4;9.3;12.8;4.0;;;;;;;;;11.3;30.7;4.8
355;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2017;22.0;12.1;16.5;8.0;;;;;;;;;;;;11.8;8.6;12.6;4.5;;;;;;;;;12.8;32.4;4.8
356;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2018;20.9;11.1;13.9;;20.8;4.7;8.9;4.2;7.5;8.6;4.3;3.6;3.8;1.2;4.4;11.9;8.8;12.3;5.0;;;;;;;;;11.9;30.4;4.8
357;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2019;20.3;12.0;14.2;;20.7;4.4;8.7;3.3;7.2;7.5;4.1;3.4;3.8;1.1;3.9;12.9;9.5;13.3;5.4;;;;;;;;;12.5;30.0;4.8
358;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2020;18.6;10.3;13.5;;17.3;3.6;6.3;3.3;5.8;6.5;3.3;2.7;2.9;1.1;4.0;11.1;8.1;10.4;7.9;;;;;;;;;10.7;27.5;5.4
359;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2021;18.7;10.7;13.7;;18.3;4.0;8.8;3.6;6.5;7.0;3.7;2.7;3.5;1.3;3.5;11.7;8.6;11.2;7.4;;;;;;;;;10.7;27.7;5.4
360;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2022;21.0;9.9;12.8;;18.9;3.8;7.9;3.2;6.3;6.9;4.1;2.9;2.9;1.2;3.8;;;;;9.4;45.1;6.0;38.2;2.6;2.9;1.2;4.9;9.9;26.2;5.2
361;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2023;18.5;9.6;11.9;;16.9;3.7;7.2;2.6;6.4;6.4;3.0;2.3;3.1;0.8;3.5;;;;;8.8;38.9;5.1;31.6;2.2;2.7;1.6;4.6;9.7;25.0;5.3
362;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2024;19.7;10.2;13.3;;19.1;3.8;8.3;3.4;7.0;7.7;3.5;3.0;3.3;1.1;3.7;;;;;9.2;36.1;5.6;28.9;2.2;2.7;1.3;5.1;10.3;25.8;5.2
363;Mannen;45 tot 55 jaar;Waarde;2014;19.5;10.4;13.2;6.0;;;;;;;;;;;;12.5;6.9;9.9;3.3;;;;;;;;;10.3;32.2;4.2
364;Mannen;45 tot 55 jaar;Waarde;2015;19.5;10.7;14.4;6.1;;;;;;;;;;;;10.8;6.4;10.6;2.8;;;;;;;;;11.1;31.1;4.3
365;Mannen;45 tot 55 jaar;Waarde;2016;20.5;11.6;14.6;6.3;;;;;;;;;;;;11.6;7.1;11.6;3.8;;;;;;;;;11.0;31.1;4.4
366;Mannen;45 tot 55 jaar;Waarde;2017;21.6;11.2;15.8;6.8;;;;;;;;;;;;12.1;7.8;12.2;3.9;;;;;;;;;12.5;32.1;4.3
367;Mannen;45 tot 55 jaar;Waarde;2018;20.8;11.7;13.8;;20.7;3.9;8.8;3.5;6.3;8.5;3.6;2.5;2.9;0.7;3.1;12.0;8.4;12.0;3.8;;;;;;;;;11.7;30.9;4.3
368;Mannen;45 tot 55 jaar;Waarde;2019;20.4;11.4;13.9;;19.8;4.3;9.1;3.7;6.0;8.3;3.6;2.2;2.9;0.8;2.6;11.6;7.9;12.3;3.5;;;;;;;;;11.6;30.4;4.4
369;Mannen;45 tot 55 jaar;Waarde;2020;17.8;10.4;13.0;;17.3;3.5;7.1;2.9;5.2;6.5;3.0;2.0;2.5;0.6;3.0;10.7;6.9;9.8;5.8;;;;;;;;;9.5;27.8;4.8
370;Mannen;45 tot 55 jaar;Waarde;2021;18.4;9.6;12.9;;16.7;3.0;7.3;3.1;4.9;6.6;2.6;2.2;2.2;0.5;2.6;10.7;7.3;10.4;6.2;;;;;;;;;10.2;28.8;5.0
371;Mannen;45 tot 55 jaar;Waarde;2022;19.9;8.7;12.4;;16.9;3.3;7.1;2.7;5.2;6.6;2.9;1.8;2.5;0.7;2.9;;;;;8.4;45.8;4.8;39.9;1.8;2.4;0.6;4.4;9.9;26.7;4.7
372;Mannen;45 tot 55 jaar;Waarde;2023;18.4;8.4;11.5;;15.3;3.1;6.5;2.6;5.0;5.6;2.9;1.4;2.2;0.6;2.0;;;;;8.2;38.3;4.5;31.3;2.0;2.4;0.7;4.2;8.7;25.2;4.8
373;Mannen;45 tot 55 jaar;Waarde;2024;19.2;9.4;12.4;;17.9;3.7;7.6;3.0;5.9;6.7;3.0;1.7;2.8;0.8;3.1;;;;;8.3;37.1;4.2;29.2;2.3;2.8;0.9;4.9;9.5;25.5;4.9
374;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2014;18.4;9.6;12.3;5.3;;;;;;;;;;;;11.6;6.2;9.2;2.8;;;;;;;;;9.4;30.9;4.2
375;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2015;18.5;9.8;13.4;5.5;;;;;;;;;;;;10.0;5.8;9.8;2.4;;;;;;;;;10.3;29.8;4.2
376;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2016;19.4;10.8;13.7;5.7;;;;;;;;;;;;10.8;6.5;10.8;3.3;;;;;;;;;10.2;29.9;4.3
377;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2017;20.5;10.3;14.8;6.2;;;;;;;;;;;;11.2;7.1;11.3;3.4;;;;;;;;;11.6;30.8;4.2
378;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2018;19.8;11.0;13.0;;19.7;3.5;8.2;3.1;5.7;7.9;3.2;2.1;2.6;0.5;2.7;11.3;7.7;11.2;3.4;;;;;;;;;11.0;29.9;4.3
379;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2019;19.4;10.6;13.1;;18.7;3.8;8.3;3.2;5.4;7.6;3.2;1.9;2.5;0.6;2.3;10.8;7.3;11.5;3.1;;;;;;;;;10.8;29.2;4.3
380;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2020;16.7;9.6;12.1;;16.3;3.0;6.4;2.5;4.6;5.8;2.6;1.7;2.1;0.4;2.6;9.9;6.3;9.0;5.2;;;;;;;;;8.7;26.6;4.7
381;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2021;17.3;8.8;12.0;;15.7;2.5;6.6;2.6;4.3;5.9;2.2;1.8;1.8;0.4;2.2;9.8;6.6;9.6;5.6;;;;;;;;;9.3;27.5;4.9
382;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2022;18.8;8.0;11.5;;15.9;2.9;6.5;2.3;4.6;5.9;2.5;1.5;2.1;0.5;2.4;;;;;7.7;44.5;4.2;38.6;1.5;2.1;0.4;3.9;9.2;25.5;4.6
383;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2023;17.3;7.7;10.6;;14.3;2.7;5.9;2.2;4.4;5.0;2.5;1.1;1.8;0.4;1.7;;;;;7.5;37.0;3.9;30.1;1.6;2.0;0.5;3.7;8.0;24.0;4.7
384;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2024;18.2;8.6;11.6;;16.9;3.2;6.9;2.5;5.3;6.1;2.6;1.4;2.4;0.6;2.7;;;;;7.6;35.8;3.7;28.0;2.0;2.4;0.7;4.4;8.8;24.3;4.8
385;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2014;20.6;11.3;14.2;6.7;;;;;;;;;;;;13.5;7.6;10.8;3.9;;;;;;;;;11.1;33.6;4.3
386;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2015;20.6;11.5;15.4;6.8;;;;;;;;;;;;11.7;7.1;11.5;3.3;;;;;;;;;12.0;32.3;4.3
387;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2016;21.6;12.5;15.6;7.0;;;;;;;;;;;;12.5;7.9;12.5;4.3;;;;;;;;;11.9;32.4;4.5
388;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2017;22.8;12.1;16.9;7.6;;;;;;;;;;;;13.0;8.6;13.2;4.5;;;;;;;;;13.4;33.4;4.4
389;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2018;21.8;12.5;14.7;;21.7;4.4;9.5;4.0;6.9;9.2;4.1;2.9;3.4;0.9;3.5;12.8;9.1;12.8;4.3;;;;;;;;;12.5;32.1;4.4
390;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2019;21.5;12.2;14.9;;20.8;4.9;9.8;4.2;6.7;9.0;4.2;2.6;3.4;1.1;3.1;12.5;8.7;13.2;4.0;;;;;;;;;12.5;31.6;4.5
391;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2020;18.8;11.3;13.9;;18.3;4.0;7.8;3.4;5.8;7.2;3.5;2.4;2.9;0.9;3.5;11.6;7.6;10.6;6.4;;;;;;;;;10.3;29.0;4.9
392;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2021;19.6;10.5;13.9;;17.8;3.5;8.1;3.7;5.6;7.4;3.1;2.6;2.6;0.8;3.1;11.6;8.1;11.4;7.0;;;;;;;;;11.1;30.1;5.0
393;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2022;21.0;9.5;13.3;;17.9;3.8;7.9;3.1;5.8;7.2;3.4;2.2;3.0;0.9;3.3;;;;;9.2;47.1;5.4;41.2;2.2;2.9;0.9;5.0;10.8;27.9;4.8
394;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2023;19.4;9.2;12.4;;16.3;3.6;7.2;3.1;5.6;6.3;3.4;1.7;2.6;0.9;2.5;;;;;9.0;39.6;5.1;32.6;2.4;2.8;1.0;4.8;9.5;26.4;4.9
395;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2024;20.3;10.2;13.4;;18.9;4.2;8.3;3.5;6.6;7.4;3.5;2.1;3.2;1.1;3.6;;;;;9.1;38.4;4.8;30.4;2.8;3.3;1.2;5.5;10.3;26.7;4.9
396;Mannen;55 tot 65 jaar;Waarde;2014;16.0;9.3;12.6;4.8;;;;;;;;;;;;9.9;5.3;8.9;2.8;;;;;;;;;9.4;31.7;4.0
397;Mannen;55 tot 65 jaar;Waarde;2015;16.7;10.5;13.1;6.0;;;;;;;;;;;;10.4;6.2;9.7;3.8;;;;;;;;;10.2;31.9;4.0
398;Mannen;55 tot 65 jaar;Waarde;2016;18.3;10.7;14.1;5.3;;;;;;;;;;;;10.7;6.6;10.7;3.6;;;;;;;;;10.2;33.5;3.9
399;Mannen;55 tot 65 jaar;Waarde;2017;19.4;11.5;14.8;5.5;;;;;;;;;;;;11.4;7.8;11.8;3.7;;;;;;;;;11.3;33.2;4.0
400;Mannen;55 tot 65 jaar;Waarde;2018;19.2;11.6;13.4;;19.6;3.5;8.1;3.1;4.9;8.1;2.7;2.5;2.1;0.6;2.6;10.7;7.2;11.2;4.1;;;;;;;;;11.9;33.0;4.0
401;Mannen;55 tot 65 jaar;Waarde;2019;19.7;12.3;13.5;;19.4;3.4;7.7;2.8;4.7;8.1;3.0;2.5;2.2;0.5;2.5;11.0;7.2;11.8;3.9;;;;;;;;;11.6;31.9;4.1
402;Mannen;55 tot 65 jaar;Waarde;2020;18.6;10.4;13.2;;17.3;3.2;7.4;2.5;4.6;6.5;2.5;2.2;2.0;0.5;2.2;10.7;6.9;9.5;5.9;;;;;;;;;11.0;30.3;4.3
403;Mannen;55 tot 65 jaar;Waarde;2021;20.2;10.7;14.3;;18.6;3.7;8.5;2.7;4.5;7.3;3.3;2.0;2.2;0.7;2.5;11.0;6.6;10.1;6.4;;;;;;;;;11.6;30.7;4.3
404;Mannen;55 tot 65 jaar;Waarde;2022;20.6;9.5;12.7;;18.3;3.3;7.7;2.9;4.3;7.8;2.9;2.3;2.1;0.7;2.4;;;;;8.5;50.1;5.7;42.8;2.2;2.8;0.5;4.2;9.8;28.6;4.2
405;Mannen;55 tot 65 jaar;Waarde;2023;20.6;9.0;13.0;;17.3;3.1;7.3;2.5;4.6;6.5;2.7;1.9;2.1;0.4;2.0;;;;;7.8;42.6;5.1;35.2;1.9;2.3;0.7;3.8;9.8;28.2;4.3
406;Mannen;55 tot 65 jaar;Waarde;2024;22.0;10.6;13.9;;17.7;3.6;8.0;2.6;5.0;7.0;2.4;2.0;2.0;0.4;2.5;;;;;8.0;41.2;4.6;33.6;2.0;2.1;0.6;4.6;11.0;29.1;4.3
407;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2014;15.0;8.5;11.7;4.2;;;;;;;;;;;;9.1;4.7;8.1;2.4;;;;;;;;;8.6;30.4;3.9
408;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2015;15.7;9.6;12.2;5.4;;;;;;;;;;;;9.6;5.5;8.9;3.3;;;;;;;;;9.4;30.6;3.9
409;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2016;17.2;9.9;13.1;4.7;;;;;;;;;;;;9.9;5.9;9.9;3.2;;;;;;;;;9.4;32.3;3.8
410;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2017;18.3;10.6;13.8;4.9;;;;;;;;;;;;10.5;7.1;11.0;3.2;;;;;;;;;10.5;31.9;3.9
411;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2018;18.3;10.9;12.6;;18.7;3.1;7.4;2.7;4.4;7.4;2.3;2.1;1.8;0.4;2.2;10.0;6.6;10.5;3.6;;;;;;;;;11.2;32.0;3.9
412;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2019;18.7;11.5;12.7;;18.5;3.0;7.1;2.4;4.2;7.5;2.6;2.2;1.8;0.3;2.2;10.3;6.5;11.0;3.5;;;;;;;;;10.8;30.8;4.0
413;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2020;17.6;9.7;12.4;;16.4;2.8;6.8;2.2;4.1;5.9;2.2;1.8;1.7;0.3;1.9;10.0;6.3;8.8;5.4;;;;;;;;;10.2;29.2;4.2
414;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2021;19.2;9.9;13.4;;17.6;3.2;7.8;2.3;4.0;6.7;2.8;1.7;1.8;0.5;2.2;10.2;6.0;9.4;5.8;;;;;;;;;10.8;29.5;4.2
415;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2022;19.6;8.8;11.9;;17.4;2.9;7.1;2.5;3.8;7.2;2.5;1.9;1.7;0.5;2.0;;;;;7.8;48.9;5.2;41.6;1.9;2.4;0.4;3.7;9.1;27.5;4.1
416;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2023;19.6;8.3;12.2;;16.4;2.7;6.6;2.1;4.1;5.9;2.4;1.6;1.7;0.3;1.7;;;;;7.1;41.4;4.5;34.0;1.6;1.9;0.5;3.3;9.1;27.1;4.2
417;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2024;21.0;9.8;13.1;;16.8;3.1;7.4;2.2;4.5;6.4;2.1;1.7;1.7;0.3;2.1;;;;;7.4;40.0;4.1;32.5;1.7;1.8;0.4;4.2;10.3;28.0;4.2
418;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2014;17.1;10.2;13.6;5.5;;;;;;;;;;;;10.8;5.9;9.7;3.4;;;;;;;;;10.3;33.1;4.1
419;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2015;17.8;11.4;14.1;6.7;;;;;;;;;;;;11.3;6.9;10.5;4.4;;;;;;;;;11.1;33.2;4.1
420;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2016;19.4;11.5;15.1;5.9;;;;;;;;;;;;11.6;7.3;11.5;4.2;;;;;;;;;11.0;34.8;3.9
421;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2017;20.5;12.4;15.8;6.1;;;;;;;;;;;;12.3;8.6;12.8;4.2;;;;;;;;;12.2;34.5;4.1
422;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2018;20.1;12.4;14.3;;20.6;4.0;8.7;3.5;5.5;8.7;3.1;2.9;2.4;0.8;3.0;11.4;7.9;12.0;4.6;;;;;;;;;12.7;34.2;4.0
423;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2019;20.7;13.1;14.4;;20.4;3.9;8.4;3.2;5.2;8.8;3.4;2.9;2.6;0.7;2.9;11.8;7.8;12.7;4.4;;;;;;;;;12.4;33.1;4.1
424;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2020;19.6;11.2;14.1;;18.3;3.7;8.1;3.0;5.1;7.1;2.9;2.6;2.4;0.7;2.6;11.5;7.6;10.3;6.6;;;;;;;;;11.8;31.5;4.4
425;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2021;21.3;11.5;15.2;;19.7;4.3;9.3;3.2;5.1;8.1;3.8;2.4;2.6;1.0;3.0;11.8;7.3;11.0;7.0;;;;;;;;;12.5;31.9;4.4
426;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2022;21.6;10.3;13.6;;19.3;3.8;8.4;3.3;4.8;8.5;3.4;2.7;2.4;1.0;2.8;;;;;9.2;51.3;6.3;44.0;2.6;3.3;0.8;4.7;10.5;29.7;4.2
427;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2023;21.6;9.8;13.9;;18.3;3.6;7.9;2.9;5.2;7.1;3.2;2.3;2.4;0.5;2.3;;;;;8.5;43.8;5.6;36.4;2.3;2.7;1.0;4.3;10.6;29.3;4.4
428;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2024;23.0;11.3;14.8;;18.7;4.0;8.7;3.0;5.6;7.6;2.8;2.4;2.4;0.6;2.9;;;;;8.7;42.3;5.1;34.8;2.4;2.5;0.8;5.2;11.8;30.2;4.4
429;Mannen;65 tot 75 jaar;Waarde;2014;8.8;2.5;6.1;2.6;;;;;;;;;;;;7.2;3.0;3.8;2.6;;;;;;;;;4.1;16.8;2.1
430;Mannen;65 tot 75 jaar;Waarde;2015;8.8;3.5;7.3;2.6;;;;;;;;;;;;7.1;2.9;4.4;2.0;;;;;;;;;3.4;19.8;2.4
431;Mannen;65 tot 75 jaar;Waarde;2016;9.0;3.3;7.8;2.7;;;;;;;;;;;;6.7;4.1;5.5;3.3;;;;;;;;;3.8;18.5;2.4
432;Mannen;65 tot 75 jaar;Waarde;2017;11.9;5.3;10.0;3.3;;;;;;;;;;;;10.1;5.3;7.8;4.6;;;;;;;;;6.2;24.5;2.6
433;Mannen;65 tot 75 jaar;Waarde;2018;12.3;5.2;8.5;;14.8;0.9;4.1;0.4;1.7;8.2;1.1;1.3;0.8;0.0;1.0;9.8;4.0;7.6;4.5;;;;;;;;;6.4;24.4;2.6
434;Mannen;65 tot 75 jaar;Waarde;2019;12.5;7.3;9.2;;16.3;2.1;4.3;1.5;2.0;9.2;1.5;1.3;1.5;0.5;2.0;9.7;5.0;9.5;3.9;;;;;;;;;7.0;22.3;2.9
435;Mannen;65 tot 75 jaar;Waarde;2020;11.4;6.0;8.6;;9.3;0.8;2.6;1.3;1.8;5.3;0.8;0.9;0.8;0.2;1.1;8.0;5.0;7.0;4.6;;;;;;;;;6.1;23.1;3.0
436;Mannen;65 tot 75 jaar;Waarde;2021;15.1;5.7;11.6;;13.7;2.3;5.1;1.0;2.0;7.5;1.3;0.8;0.8;0.0;1.2;9.2;5.4;6.9;5.5;;;;;;;;;7.4;24.7;3.1
437;Mannen;65 tot 75 jaar;Waarde;2022;14.0;5.6;8.5;;14.4;1.6;4.2;0.7;2.4;7.8;1.5;0.8;1.0;0.3;1.4;;;;;3.6;45.8;6.6;38.6;1.9;1.0;0.4;1.4;4.9;21.3;2.9
438;Mannen;65 tot 75 jaar;Waarde;2023;16.1;5.2;8.4;;15.3;1.5;4.4;1.3;2.3;8.9;1.2;1.0;1.0;0.1;1.0;;;;;4.5;41.2;5.5;34.9;1.4;1.9;0.4;3.0;6.3;23.1;2.9
439;Mannen;65 tot 75 jaar;Waarde;2024;16.9;6.0;9.5;;15.3;1.8;5.1;1.7;2.9;7.6;1.7;1.1;1.2;0.4;1.4;;;;;5.8;38.5;6.0;31.1;1.8;1.9;0.3;3.2;6.1;21.7;3.1
