ID;KenmerkenWerknemers;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDieHebbenVerzuimd_2;AantalKeerVerzuimd_3;AantalWerkdagenVerzuimd_4;AantalWerkdagenMeestRecenteVerzuim_5;k_1Tot5Werkdagen_6;k_5Tot20Werkdagen_7;k_20Tot210Werkdagen_8;k_210WerkdagenOfMeer_9;Rug_10;NekSchoudersArmenPolsenHanden_11;HeupBenenKnieenVoeten_12;HartEnVaatstelsel_13;PsychischOverspannenheidBurnOut_14;VermoeidheidOfConcentratieproblemen_15;ConflictOpHetWerk_16;Luchtwegen_17;BuikMaagOfDarmen_18;Huid_19;OrenOfOgen_20;GriepOfVerkoudheid_21;Hoofdpijn_22;KlachtenInVerbandMetZwangerschap_23;OverigeKlachten_24;GriepVerkoudheidOfAnderVirus_25;Hoofdpijn_26;PsychischOverspannenheidBurnOut_27;VermoeidheidOfConcentratieproblemen_28;Rug_29;NekSchoudersArmenPolsenHanden_30;HeupBenenKnieenVoeten_31;HartEnVaatstelsel_32;BuikMaagOfDarmen_33;Luchtwegen_34;Huid_35;OrenOfOgen_36;OverigeKlachten_37;Zwangerschapsklachten_38;Menstruatieklachten_39;Overgangsklachten_40;MenstruatieOfOvergangsklachten_41;JaHoofdzakelijkGevolgVanMijnWerk_42;JaVoorEenDeelGevolgVanMijnWerk_43;NeeGeenGevolgVanMijnWerk_44;WeetNiet_45;WerkdrukWerkstress_46;EmotioneelTeZwaar_47;LichamelijkTeZwaar_48;LangdurigDezelfdeHandelingOfPcWerk_49;TeMoeilijkWerk_50;ProblemenMetLeidingWerkgever_51;ProblemenMetCollegaOfOndergeschikte_52;ProblemenMetKlanten_53;GevaarlijkWerkBedrijfsongeval_54;GevaarlijkeStoffen_55;AndereReden_56;TeHogeWerkdruk_57;LangDezelfdeBewegingenDoen_58;LangAchterDeComputerWerken_59;SlechteFysiekeWerkomstandigheden_60;LichamelijkTeZwaarWerk_61;EmotioneelTeZwaarWerk_62;RuzieConflictOngewenstGedrag_63;ArbeidsongevalOfOngeluk_64;BesmettingOpHetWerk_65;AndereReden_66
232;Herkomst: geboren buiten Europa;Waarde;2015;3.6;41.2;2.7;16.2;12.0;65.3;23.5;10.4;0.7;7.2;6.6;5.7;1.4;5.7;3.5;0.5;2.4;7.0;0.7;0.7;44.0;4.5;0.8;11.5;;;;;;;;;;;;;;;;;;11.9;17.9;60.0;10.2;36.3;4.7;19.6;12.4;0.7;5.3;2.4;1.2;2.2;0.2;14.9;;;;;;;;;;
233;Herkomst: geboren buiten Europa;Waarde;2016;3.5;40.3;2.6;16.9;14.4;63.5;22.3;12.9;1.3;6.3;8.6;4.9;0.9;5.2;2.6;0.7;2.5;8.5;0.9;1.2;42.4;5.3;1.0;11.6;;;;;;;;;;;;;;;;;;12.5;17.2;59.5;10.8;33.1;3.4;21.7;10.6;0.8;6.0;2.1;1.3;1.9;1.0;18.1;;;;;;;;;;
234;Herkomst: geboren buiten Europa;Waarde;2017;3.4;41.8;2.8;15.5;12.8;69.2;19.1;10.8;0.9;6.9;8.1;4.8;1.6;7.0;3.3;1.2;3.0;7.9;0.2;1.1;41.8;4.5;0.6;10.3;;;;;;;;;;;;;;;;;;17.0;18.2;55.2;9.5;38.0;2.4;19.0;13.1;0.7;7.7;1.3;1.2;0.8;0.9;14.9;;;;;;;;;;
235;Herkomst: geboren buiten Europa;Waarde;2018;4.3;42.7;3.0;18.5;14.8;64.2;22.9;11.9;1.0;8.1;7.4;5.2;1.6;7.5;2.5;0.5;1.6;6.9;1.1;1.5;41.2;4.7;1.1;11.6;;;;;;;;;;;;;;;;;;15.7;19.1;55.5;9.7;35.9;3.2;19.4;13.4;1.2;4.5;2.9;1.2;0.3;0.9;17.1;;;;;;;;;;
236;Herkomst: geboren buiten Europa;Waarde;2019;3.8;41.9;3.0;17.0;14.3;65.3;22.2;10.9;1.5;7.4;8.2;5.0;1.8;7.4;2.8;0.8;2.2;5.6;0.8;1.5;42.3;4.7;0.9;11.0;;;;;;;;;;;;;;;;;;15.8;18.3;55.4;10.6;35.1;2.7;19.9;11.5;0.2;7.4;2.8;1.9;1.4;0.4;16.6;;;;;;;;;;
237;Herkomst: geboren buiten Europa;Waarde;2020;4.0;37.9;3.1;19.9;14.8;58.0;28.9;12.0;1.1;7.5;8.2;4.8;0.9;6.5;2.7;0.5;2.1;5.4;0.4;1.5;39.6;5.8;1.3;15.7;;;;;;;;;;;;;;;;;;15.9;15.6;57.8;10.7;35.6;2.0;18.1;12.7;0.9;5.3;2.4;1.5;3.0;0.8;17.7;;;;;;;;;;
238;Herkomst: geboren buiten Europa;Waarde;2021;4.0;39.3;3.0;19.3;16.6;58.0;27.2;13.6;1.3;8.4;6.1;4.4;1.4;7.2;3.5;1.0;1.7;5.8;0.5;1.8;35.3;5.9;1.4;18.2;;;;;;;;;;;;;;;;;;14.8;20.6;52.5;12.1;32.8;4.0;16.6;13.7;1.3;5.9;1.4;1.4;1.5;0.0;21.3;;;;;;;;;;
239;Herkomst: geboren buiten Europa;Waarde;2022;4.6;54.1;3.1;16.2;12.2;63.6;26.3;9.1;0.9;;;;;;;;;;;;;;;;60.3;4.6;6.3;2.5;4.8;4.0;2.7;1.0;3.5;1.8;0.4;0.8;7.4;4.1;5.4;3.2;8.2;10.2;15.8;64.1;9.8;;;;;;;;;;;;24.9;7.6;9.3;3.3;13.4;6.3;4.5;2.7;16.2;11.8
240;Herkomst: geboren buiten Europa;Waarde;2023;4.2;50.5;3.1;16.1;12.5;70.8;19.5;8.6;1.0;;;;;;;;;;;;;;;;51.3;6.5;7.6;2.2;5.6;5.0;4.0;0.9;5.1;1.2;0.7;1.2;8.7;4.8;9.4;3.8;12.3;12.3;17.8;57.9;12.0;;;;;;;;;;;;25.5;9.3;8.5;3.7;14.0;7.3;5.9;2.9;8.2;14.6
241;Herkomst: geboren buiten Europa;Waarde;2024;4.3;51.0;3.5;16.7;12.5;69.9;18.7;10.3;1.0;;;;;;;;;;;;;;;;52.9;5.8;7.1;1.5;4.9;5.8;4.5;0.8;4.5;1.5;0.4;1.1;9.3;2.8;6.8;0.9;7.7;11.5;16.4;61.4;10.7;;;;;;;;;;;;24.1;10.8;13.1;2.5;14.0;5.6;5.0;3.4;9.6;11.8
242;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2014;2.8;37.7;2.4;13.3;10.0;61.5;19.7;8.9;0.6;6.1;5.8;3.1;0.8;3.0;1.9;0.1;1.1;7.0;0.3;0.9;41.0;3.6;0.5;8.6;;;;;;;;;;;;;;;;;;9.4;18.4;52.1;9.4;27.4;2.2;11.8;10.7;0.1;4.5;0.3;0.2;0.0;0.1;16.7;;;;;;;;;;
243;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2015;3.1;39.2;2.4;14.1;9.9;62.1;20.8;8.6;0.4;5.7;5.2;4.4;0.8;4.4;2.4;0.2;1.6;5.5;0.3;0.4;40.7;3.3;0.4;9.6;;;;;;;;;;;;;;;;;;10.0;15.5;56.7;8.3;30.8;2.6;15.4;9.0;0.2;3.3;1.1;0.4;1.0;0.0;11.3;;;;;;;;;;
244;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2016;3.0;38.3;2.3;14.7;11.8;60.3;19.7;10.9;0.8;4.9;6.9;3.7;0.5;4.0;1.8;0.4;1.7;6.9;0.4;0.7;39.1;4.1;0.5;9.7;;;;;;;;;;;;;;;;;;10.5;14.9;56.2;8.9;27.8;1.8;17.1;7.4;0.2;3.8;1.0;0.5;0.7;0.3;13.9;;;;;;;;;;
245;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2017;3.0;39.8;2.5;13.5;10.2;66.2;16.7;9.0;0.5;5.5;6.5;3.7;1.0;5.5;2.4;0.7;2.1;6.3;0.0;0.6;38.6;3.3;0.3;8.5;;;;;;;;;;;;;;;;;;14.8;15.9;52.0;7.8;33.0;1.2;15.2;9.9;0.2;5.3;0.5;0.4;0.3;0.3;11.3;;;;;;;;;;
246;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2018;3.8;41.0;2.7;16.6;12.4;61.5;20.7;10.3;0.6;6.8;6.2;4.2;1.1;6.2;1.8;0.2;1.1;5.6;0.7;1.0;38.6;3.6;0.7;10.0;;;;;;;;;;;;;;;;;;13.9;17.1;52.9;8.2;31.8;1.9;16.2;10.6;0.5;2.9;1.8;0.5;0.1;0.3;14.1;;;;;;;;;;
247;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2019;3.3;40.2;2.7;15.1;12.0;62.6;20.0;9.4;1.0;6.1;6.8;4.0;1.2;6.1;2.0;0.4;1.5;4.4;0.5;0.9;39.6;3.7;0.5;9.5;;;;;;;;;;;;;;;;;;13.9;16.3;52.7;9.0;30.8;1.5;16.5;8.9;0.0;5.3;1.7;1.0;0.7;0.1;13.5;;;;;;;;;;
248;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2020;3.6;36.2;2.8;17.7;12.6;55.2;26.4;10.3;0.7;6.1;6.8;3.7;0.5;5.3;1.9;0.2;1.4;4.3;0.2;1.0;36.8;4.6;0.8;13.8;;;;;;;;;;;;;;;;;;14.0;13.7;55.0;9.1;31.0;1.0;14.6;9.8;0.3;3.5;1.3;0.6;1.6;0.3;14.2;;;;;;;;;;
249;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2021;3.5;37.4;2.7;17.1;13.6;54.8;24.4;11.6;0.8;6.8;4.8;3.4;0.9;5.7;2.5;0.6;1.1;4.5;0.2;1.1;32.2;4.6;0.8;15.9;;;;;;;;;;;;;;;;;;12.8;18.1;49.3;10.2;28.1;2.4;13.0;10.5;0.5;3.8;0.6;0.6;0.6;0.0;17.0;;;;;;;;;;
250;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2022;4.0;52.3;2.8;14.4;10.3;61.2;24.2;7.7;0.5;;;;;;;;;;;;;;;;57.8;3.6;5.1;1.8;3.8;3.1;2.0;0.6;2.7;1.3;0.2;0.5;6.2;2.5;3.6;1.9;5.9;8.8;14.1;61.6;8.5;;;;;;;;;;;;20.8;5.4;6.8;1.8;10.4;4.2;2.7;1.4;12.9;9.0
251;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2023;3.7;48.8;2.8;14.4;10.4;68.5;17.6;7.3;0.6;;;;;;;;;;;;;;;;48.8;5.4;6.4;1.5;4.5;4.0;3.1;0.6;4.1;0.8;0.4;0.7;7.4;3.1;6.9;2.3;9.4;10.7;16.0;55.4;10.5;;;;;;;;;;;;21.7;6.9;6.2;2.3;11.0;5.2;4.0;1.7;6.0;11.5
252;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2024;3.8;49.4;3.2;14.9;10.6;67.7;16.9;8.9;0.6;;;;;;;;;;;;;;;;50.5;4.8;6.0;1.0;4.0;4.7;3.6;0.5;3.6;1.0;0.2;0.7;8.0;1.6;4.7;0.3;5.5;10.0;14.7;59.1;9.3;;;;;;;;;;;;20.4;8.3;10.2;1.4;11.1;3.8;3.3;2.1;7.2;9.2
253;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2014;3.8;42.2;3.0;17.7;15.7;68.6;26.0;13.5;2.4;10.0;9.5;6.1;2.5;5.8;4.6;1.3;3.0;11.3;1.8;2.7;48.5;6.5;2.3;12.9;;;;;;;;;;;;;;;;;;13.9;24.5;59.4;14.0;39.4;7.7;21.8;19.8;3.1;10.8;3.5;2.8;2.3;2.8;28.0;;;;;;;;;;
254;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2015;4.1;43.3;2.9;18.3;14.2;68.4;26.5;12.6;1.5;9.1;8.4;7.4;2.3;7.4;5.0;1.2;3.6;8.9;1.5;1.5;47.3;6.2;1.7;13.8;;;;;;;;;;;;;;;;;;14.1;20.6;63.2;12.4;42.2;8.4;24.7;17.0;2.7;8.5;5.3;3.6;4.6;1.6;19.5;;;;;;;;;;
255;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2016;3.9;42.3;2.9;19.1;16.9;66.6;25.2;15.2;2.3;8.1;10.6;6.5;1.7;6.9;3.9;1.5;3.8;10.4;1.8;2.1;45.7;7.0;2.0;13.8;;;;;;;;;;;;;;;;;;14.8;19.8;62.7;13.0;39.0;6.4;27.1;14.9;3.2;9.4;4.4;3.5;4.9;3.1;23.1;;;;;;;;;;
256;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2017;3.9;43.8;3.1;17.5;15.3;72.1;21.7;12.9;1.7;8.6;10.0;6.3;2.7;8.8;4.7;2.0;4.2;9.9;0.7;1.9;45.0;6.0;1.4;12.4;;;;;;;;;;;;;;;;;;19.6;20.8;58.3;11.6;43.2;4.6;23.5;17.1;2.7;11.0;3.1;3.5;2.5;2.5;19.3;;;;;;;;;;
257;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2018;4.7;44.4;3.2;20.5;17.1;66.7;25.2;13.8;1.6;9.6;8.9;6.5;2.3;9.0;3.5;0.9;2.3;8.4;1.9;2.2;43.9;6.0;1.9;13.3;;;;;;;;;;;;;;;;;;17.7;21.2;58.1;11.4;40.2;5.2;23.1;16.7;2.9;6.8;4.8;2.8;1.2;2.5;20.7;;;;;;;;;;
258;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2019;4.2;43.6;3.2;19.0;16.7;67.9;24.7;12.8;2.3;8.9;9.7;6.2;2.7;8.9;3.9;1.4;3.2;6.9;1.5;2.3;45.1;6.1;1.5;12.8;;;;;;;;;;;;;;;;;;17.8;20.5;58.1;12.4;39.7;4.8;23.8;14.8;1.3;10.3;4.7;3.6;2.9;1.7;20.2;;;;;;;;;;
259;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2020;4.5;39.6;3.4;22.0;17.1;60.8;31.5;14.0;1.8;9.1;9.9;6.1;1.6;8.1;3.7;1.1;3.0;6.7;0.9;2.3;42.5;7.3;2.2;17.8;;;;;;;;;;;;;;;;;;18.1;17.8;60.5;12.5;40.4;4.0;22.1;16.5;2.4;7.8;4.6;3.3;5.6;2.6;21.9;;;;;;;;;;
260;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2021;4.5;41.3;3.3;21.5;19.6;61.1;30.1;15.8;2.1;10.4;7.8;5.8;2.2;9.0;4.9;1.8;2.7;7.3;1.2;2.9;38.5;7.5;2.3;20.7;;;;;;;;;;;;;;;;;;17.1;23.4;55.6;14.3;37.9;6.8;20.9;17.8;3.3;8.8;3.4;3.6;3.9;;26.3;;;;;;;;;;
261;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2022;5.1;55.9;3.3;17.9;14.1;66.0;28.6;10.7;1.5;;;;;;;;;;;;;;;;62.7;5.8;7.6;3.4;6.0;5.0;3.6;1.6;4.6;2.6;0.9;1.4;8.8;6.7;8.1;5.4;11.3;11.9;17.8;66.4;11.4;;;;;;;;;;;;29.6;10.6;12.7;5.9;17.2;9.2;7.3;4.9;20.2;15.4
262;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2023;4.7;52.3;3.3;17.8;14.5;73.1;21.6;10.2;1.7;;;;;;;;;;;;;;;;53.7;7.8;9.1;3.1;6.9;6.2;5.1;1.5;6.3;1.8;1.2;1.8;10.2;7.4;12.8;6.1;16.0;14.0;19.8;60.4;13.8;;;;;;;;;;;;29.8;12.4;11.4;5.9;17.6;10.2;8.5;5.0;11.1;18.3
263;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2024;4.8;52.7;3.7;18.4;14.3;72.1;20.7;11.9;1.6;;;;;;;;;;;;;;;;55.2;7.0;8.4;2.1;6.1;7.0;5.6;1.4;5.6;2.2;0.9;1.7;10.7;5.1;9.6;2.5;10.7;13.1;18.2;63.7;12.3;;;;;;;;;;;;28.2;14.0;16.6;4.4;17.6;8.0;7.5;5.5;12.7;15.1
264;Herkomstland: Nederland;Waarde;2014;3.7;42.8;2.3;15.3;13.6;68.6;19.1;11.2;1.1;6.1;5.4;5.2;1.5;5.7;2.8;0.6;2.9;9.8;0.6;1.0;42.4;5.5;1.8;11.8;;;;;;;;;;;;;;;;;;8.6;16.7;70.6;4.1;39.4;3.3;15.8;9.7;0.2;6.8;1.7;0.8;2.0;0.3;19.9;;;;;;;;;;
265;Herkomstland: Nederland;Waarde;2015;4.0;45.1;2.3;15.8;13.9;67.9;19.3;11.9;0.9;6.0;4.9;5.6;1.4;6.3;2.1;0.5;2.7;7.8;0.6;1.1;46.5;5.3;1.4;11.0;;;;;;;;;;;;;;;;;;8.2;15.1;71.8;4.8;37.4;3.4;16.8;10.9;0.3;5.7;2.1;0.7;1.9;0.4;20.4;;;;;;;;;;
266;Herkomstland: Nederland;Waarde;2016;3.9;46.0;2.4;15.2;13.3;69.2;18.7;11.1;1.0;5.8;4.4;4.9;1.5;6.3;2.8;0.4;2.8;8.6;0.6;1.1;45.6;5.1;1.3;11.7;;;;;;;;;;;;;;;;;;8.2;15.6;72.1;4.0;38.7;3.2;16.6;10.1;0.4;6.1;1.4;0.6;1.6;0.7;20.6;;;;;;;;;;
267;Herkomstland: Nederland;Waarde;2017;4.1;43.8;2.4;16.4;14.8;67.9;18.8;12.0;1.2;5.5;5.2;5.1;1.4;7.4;2.7;0.5;2.5;8.5;0.6;1.0;44.6;4.9;1.2;11.6;;;;;;;;;;;;;;;;;;9.7;16.5;69.4;4.4;40.5;3.6;16.2;10.0;0.3;5.6;1.9;0.6;1.6;0.4;19.3;;;;;;;;;;
268;Herkomstland: Nederland;Waarde;2018;4.4;48.3;2.6;16.2;13.9;67.7;19.6;11.7;1.0;5.0;4.5;4.8;1.5;7.2;2.5;0.6;2.3;8.3;0.5;1.1;47.4;4.9;1.3;11.0;;;;;;;;;;;;;;;;;;8.8;15.7;71.5;4.0;38.4;3.0;16.4;9.6;0.3;6.0;2.1;0.8;1.9;0.6;20.8;;;;;;;;;;
269;Herkomstland: Nederland;Waarde;2019;4.6;46.9;2.6;17.6;15.3;67.8;18.3;12.7;1.2;5.1;4.7;5.0;1.3;8.2;2.5;0.6;2.5;8.5;0.5;1.1;45.1;4.8;1.5;11.5;;;;;;;;;;;;;;;;;;8.9;16.4;70.1;4.7;38.9;3.6;16.4;9.6;0.2;6.2;2.3;0.8;1.9;0.6;19.5;;;;;;;;;;
270;Herkomstland: Nederland;Waarde;2020;4.4;44.0;2.7;17.9;15.7;62.6;23.1;13.1;1.2;5.1;4.5;4.2;1.5;7.4;2.5;0.6;2.9;7.3;0.5;1.1;42.7;5.9;1.5;15.4;;;;;;;;;;;;;;;;;;8.7;14.4;71.1;5.8;34.6;3.5;16.7;9.1;0.2;5.6;1.9;1.3;2.0;0.5;24.8;;;;;;;;;;
271;Herkomstland: Nederland;Waarde;2021;4.7;43.6;2.7;19.3;17.1;61.4;23.4;13.9;1.3;4.5;3.9;4.3;1.3;8.5;3.1;0.5;2.6;7.0;0.4;0.9;39.8;5.2;1.4;19.3;;;;;;;;;;;;;;;;;;9.4;15.1;69.2;6.2;37.5;3.7;15.6;7.3;0.4;5.2;1.9;1.1;2.0;0.1;25.2;;;;;;;;;;
272;Herkomstland: Nederland;Waarde;2022;5.3;57.8;2.6;16.2;13.5;63.4;25.9;9.6;1.1;;;;;;;;;;;;;;;;63.7;3.4;6.7;1.8;2.9;2.7;3.0;1.0;3.6;1.2;0.3;0.7;8.9;2.9;3.7;2.2;5.7;7.0;12.5;74.5;6.0;;;;;;;;;;;;29.6;4.8;4.6;1.2;10.0;4.2;4.9;2.8;23.0;14.9
273;Herkomstland: Nederland;Waarde;2023;4.9;50.1;2.7;17.3;15.2;69.3;17.9;11.4;1.3;;;;;;;;;;;;;;;;54.8;4.8;8.1;2.4;3.5;3.2;3.7;1.1;4.9;1.5;0.4;0.9;10.6;3.1;5.3;3.1;8.3;7.2;13.7;73.7;5.4;;;;;;;;;;;;30.0;5.3;4.7;1.9;11.8;5.4;6.0;3.2;15.9;15.8
274;Herkomstland: Nederland;Waarde;2024;4.9;50.7;2.8;17.4;14.7;70.7;16.9;11.2;1.2;;;;;;;;;;;;;;;;55.2;4.8;8.2;2.4;3.7;3.1;3.8;1.1;4.9;1.4;0.5;0.9;10.2;3.1;5.8;3.9;9.3;7.1;14.0;73.5;5.4;;;;;;;;;;;;27.5;4.6;4.9;2.1;12.7;5.7;6.6;2.9;15.6;17.4
275;Herkomstland: Nederland;Ondergrens 95%-interval;2014;3.6;42.2;2.3;14.7;12.8;67.7;18.4;10.6;0.9;5.7;5.0;4.8;1.3;5.3;2.5;0.5;2.6;9.3;0.4;0.8;41.5;5.1;1.6;11.2;;;;;;;;;;;;;;;;;;8.1;16.0;69.8;3.8;37.7;2.7;14.6;8.7;0.1;6.0;1.3;0.5;1.6;0.2;18.5;;;;;;;;;;
276;Herkomstland: Nederland;Ondergrens 95%-interval;2015;3.9;44.6;2.2;15.3;13.2;67.1;18.6;11.4;0.8;5.6;4.5;5.2;1.2;5.9;1.9;0.4;2.4;7.4;0.5;1.0;45.7;4.9;1.2;10.5;;;;;;;;;;;;;;;;;;7.8;14.5;71.1;4.5;35.7;2.8;15.6;10.0;0.2;5.0;1.7;0.5;1.5;0.2;19.0;;;;;;;;;;
277;Herkomstland: Nederland;Ondergrens 95%-interval;2016;3.8;45.4;2.4;14.6;12.7;68.5;18.1;10.6;0.8;5.4;4.1;4.6;1.3;5.9;2.5;0.4;2.5;8.2;0.5;1.0;44.8;4.7;1.2;11.2;;;;;;;;;;;;;;;;;;7.8;15.0;71.4;3.7;37.1;2.6;15.4;9.2;0.3;5.4;1.1;0.4;1.2;0.4;19.3;;;;;;;;;;
278;Herkomstland: Nederland;Ondergrens 95%-interval;2017;3.9;43.3;2.3;15.9;14.1;67.1;18.2;11.5;1.0;5.1;4.8;4.8;1.2;7.0;2.5;0.4;2.3;8.0;0.5;0.9;43.7;4.6;1.0;11.1;;;;;;;;;;;;;;;;;;9.2;15.9;68.7;4.1;38.9;3.0;15.1;9.0;0.2;4.9;1.5;0.4;1.2;0.3;18.1;;;;;;;;;;
279;Herkomstland: Nederland;Ondergrens 95%-interval;2018;4.3;47.8;2.6;15.8;13.4;67.1;19.1;11.3;0.8;4.8;4.2;4.5;1.4;6.9;2.3;0.5;2.1;8.0;0.4;1.0;46.7;4.6;1.1;10.6;;;;;;;;;;;;;;;;;;8.4;15.2;70.9;3.7;37.1;2.6;15.4;8.8;0.2;5.4;1.7;0.6;1.6;0.4;19.7;;;;;;;;;;
280;Herkomstland: Nederland;Ondergrens 95%-interval;2019;4.5;46.4;2.6;17.1;14.7;67.2;17.7;12.3;1.0;4.8;4.4;4.7;1.2;7.9;2.3;0.5;2.3;8.1;0.4;0.9;44.4;4.5;1.4;11.0;;;;;;;;;;;;;;;;;;8.5;15.8;69.4;4.4;37.5;3.1;15.4;8.8;0.1;5.6;1.9;0.6;1.5;0.4;18.4;;;;;;;;;;
281;Herkomstland: Nederland;Ondergrens 95%-interval;2020;4.3;43.5;2.6;17.3;15.1;61.9;22.5;12.6;1.0;4.8;4.2;3.9;1.3;7.0;2.3;0.5;2.7;6.9;0.4;0.9;42.0;5.6;1.3;14.9;;;;;;;;;;;;;;;;;;8.3;13.9;70.5;5.4;33.1;3.0;15.5;8.2;0.1;4.9;1.5;1.0;1.6;0.3;23.5;;;;;;;;;;
282;Herkomstland: Nederland;Ondergrens 95%-interval;2021;4.6;43.1;2.6;18.7;16.3;60.6;22.7;13.4;1.1;4.2;3.6;4.0;1.1;8.0;2.8;0.4;2.3;6.6;0.3;0.8;39.0;4.9;1.2;18.6;;;;;;;;;;;;;;;;;;9.0;14.6;68.5;5.9;35.9;3.2;14.4;6.5;0.2;4.5;1.5;0.8;1.6;0.1;23.8;;;;;;;;;;
283;Herkomstland: Nederland;Ondergrens 95%-interval;2022;5.2;57.3;2.5;15.8;12.9;62.8;25.3;9.3;1.0;;;;;;;;;;;;;;;;63.1;3.2;6.4;1.7;2.7;2.5;2.8;0.9;3.4;1.1;0.2;0.6;8.6;2.5;3.2;1.9;5.2;6.7;12.0;73.9;5.8;;;;;;;;;;;;28.3;4.2;4.0;0.9;9.2;3.6;4.3;2.4;21.8;13.9
284;Herkomstland: Nederland;Ondergrens 95%-interval;2023;4.7;49.6;2.6;16.8;14.5;68.7;17.4;11.0;1.1;;;;;;;;;;;;;;;;54.2;4.5;7.8;2.2;3.3;3.0;3.5;1.0;4.6;1.3;0.3;0.8;10.2;2.6;4.8;2.7;7.6;6.8;13.3;73.1;5.1;;;;;;;;;;;;28.7;4.7;4.1;1.5;10.9;4.8;5.3;2.7;14.9;14.7
285;Herkomstland: Nederland;Ondergrens 95%-interval;2024;4.8;50.3;2.7;16.9;14.2;70.1;16.4;10.8;1.1;;;;;;;;;;;;;;;;54.5;4.5;7.9;2.2;3.4;2.9;3.5;0.9;4.7;1.2;0.4;0.8;9.8;2.7;5.2;3.4;8.6;6.8;13.5;72.9;5.1;;;;;;;;;;;;26.3;4.0;4.3;1.7;11.8;5.1;5.9;2.4;14.6;16.3
286;Herkomstland: Nederland;Bovengrens 95%-interval;2014;3.9;43.4;2.4;15.9;14.3;69.4;19.8;11.8;1.3;6.5;5.9;5.6;1.7;6.2;3.1;0.8;3.2;10.4;0.7;1.1;43.3;5.9;2.1;12.4;;;;;;;;;;;;;;;;;;9.1;17.4;71.4;4.5;41.2;4.0;17.2;10.8;0.4;7.8;2.3;1.2;2.6;0.5;21.4;;;;;;;;;;
287;Herkomstland: Nederland;Bovengrens 95%-interval;2015;4.2;45.7;2.3;16.4;14.6;68.6;19.9;12.5;1.1;6.4;5.2;6.0;1.6;6.7;2.3;0.7;2.9;8.2;0.7;1.3;47.4;5.6;1.6;11.5;;;;;;;;;;;;;;;;;;8.7;15.7;72.6;5.2;39.0;4.1;18.1;12.0;0.6;6.5;2.6;1.0;2.5;0.7;21.8;;;;;;;;;;
288;Herkomstland: Nederland;Bovengrens 95%-interval;2016;4.0;46.5;2.5;15.7;13.9;69.9;19.3;11.6;1.2;6.2;4.7;5.3;1.7;6.7;3.0;0.6;3.0;9.1;0.7;1.3;46.5;5.4;1.5;12.3;;;;;;;;;;;;;;;;;;8.7;16.2;72.9;4.3;40.3;3.8;17.9;11.2;0.7;6.9;1.8;0.8;2.1;1.0;22.0;;;;;;;;;;
289;Herkomstland: Nederland;Bovengrens 95%-interval;2017;4.2;44.4;2.4;17.0;15.5;68.7;19.5;12.6;1.4;5.8;5.6;5.5;1.6;7.9;3.0;0.6;2.8;9.0;0.8;1.2;45.4;5.3;1.4;12.2;;;;;;;;;;;;;;;;;;10.2;17.1;70.2;4.7;42.1;4.2;17.5;11.0;0.6;6.4;2.4;0.9;2.1;0.7;20.7;;;;;;;;;;
290;Herkomstland: Nederland;Bovengrens 95%-interval;2018;4.6;48.7;2.7;16.7;14.5;68.4;20.1;12.1;1.1;5.3;4.8;5.1;1.7;7.6;2.7;0.7;2.5;8.7;0.6;1.3;48.1;5.2;1.5;11.4;;;;;;;;;;;;;;;;;;9.2;16.2;72.1;4.3;39.7;3.5;17.5;10.4;0.5;6.7;2.5;1.1;2.3;0.8;21.9;;;;;;;;;;
291;Herkomstland: Nederland;Bovengrens 95%-interval;2019;4.8;47.3;2.7;18.1;15.9;68.5;18.8;13.2;1.3;5.4;5.0;5.3;1.5;8.6;2.7;0.7;2.7;8.9;0.6;1.2;45.8;5.1;1.7;11.9;;;;;;;;;;;;;;;;;;9.3;16.9;70.7;5.0;40.2;4.1;17.5;10.4;0.4;7.0;2.8;1.1;2.3;0.9;20.7;;;;;;;;;;
