ID;Geslacht;Leeftijd;Marges;Perioden;Ondergewicht_1;NormaalGewicht_2;Overgewicht_3;MatigOvergewicht_4;ErnstigOvergewicht_5;OpgegevenLengte20JaarOfOuder_6;OpgegevenGewicht20JaarOfOuder_7
3264;Vrouwen;16 tot 20 jaar;Standaardfout;2012;0.9;2.1;1.9;1.9;0.6;;
3265;Vrouwen;16 tot 20 jaar;Standaardfout;2013;1.3;2.0;1.6;1.3;1.0;;
3266;Vrouwen;16 tot 20 jaar;Standaardfout;2014;1.3;2.8;2.6;2.3;1.4;;
3267;Vrouwen;16 tot 20 jaar;Standaardfout;2015;1.0;2.2;2.0;1.8;0.9;;
3268;Vrouwen;16 tot 20 jaar;Standaardfout;2016;1.4;2.7;2.4;2.3;1.0;;
3269;Vrouwen;16 tot 20 jaar;Standaardfout;2017;1.2;2.5;2.3;2.2;0.9;;
3270;Vrouwen;16 tot 20 jaar;Standaardfout;2018;1.1;2.5;2.4;2.3;0.9;;
3271;Vrouwen;16 tot 20 jaar;Standaardfout;2019;0.6;2.7;2.6;2.4;1.4;;
3272;Vrouwen;16 tot 20 jaar;Standaardfout;2020;1.0;2.5;2.3;2.0;1.2;;
3273;Vrouwen;16 tot 20 jaar;Standaardfout;2021;1.2;3.1;3.0;2.7;1.5;;
3274;Vrouwen;16 tot 20 jaar;Standaardfout;2022;1.4;2.9;2.7;2.5;1.3;;
3275;Vrouwen;16 tot 20 jaar;Standaardfout;2023;1.0;3.0;2.9;2.6;1.6;;
3276;Vrouwen;16 tot 20 jaar;Standaardfout;1981/1984;0.6;0.8;0.6;0.6;0.2;;
3277;Vrouwen;16 tot 20 jaar;Standaardfout;1985/1988;0.6;0.8;0.6;0.6;0.3;;
3278;Vrouwen;16 tot 20 jaar;Standaardfout;1989/1992;0.6;1.1;0.9;0.9;0.3;;
3279;Vrouwen;16 tot 20 jaar;Standaardfout;1993/1996;0.7;1.2;1.0;0.9;0.5;;
3280;Vrouwen;16 tot 20 jaar;Standaardfout;1997/2000;0.7;1.2;1.0;1.0;0.3;;
3281;Vrouwen;16 tot 20 jaar;Standaardfout;2001/2004;0.6;1.2;1.0;1.0;0.3;;
3282;Vrouwen;16 tot 20 jaar;Standaardfout;2005/2008;0.5;1.2;1.1;1.0;0.5;;
3283;Vrouwen;16 tot 20 jaar;Standaardfout;2009/2012;0.5;1.1;1.0;0.9;0.4;;
3284;Vrouwen;16 tot 20 jaar;Standaardfout;2013/2016;0.6;1.2;1.1;1.0;0.5;;
3285;Vrouwen;16 tot 20 jaar;Standaardfout;2017/2020;0.5;1.3;1.2;1.1;0.6;;
3286;Vrouwen;20 jaar of ouder;Waarde;1981;4.0;66.2;29.8;23.4;6.4;165.9;65.0
3287;Vrouwen;20 jaar of ouder;Waarde;1982;4.3;66.2;29.6;23.4;6.2;166.0;64.9
3288;Vrouwen;20 jaar of ouder;Waarde;1983;4.3;65.4;30.3;24.2;6.0;166.0;65.1
3289;Vrouwen;20 jaar of ouder;Waarde;1984;4.5;66.4;29.2;22.4;6.7;166.1;65.1
3290;Vrouwen;20 jaar of ouder;Waarde;1985;4.5;67.1;28.4;21.9;6.4;166.2;65.1
3291;Vrouwen;20 jaar of ouder;Waarde;1986;4.5;64.4;31.1;24.7;6.4;166.3;65.5
3292;Vrouwen;20 jaar of ouder;Waarde;1987;3.4;65.7;30.9;24.2;6.6;166.4;65.6
3293;Vrouwen;20 jaar of ouder;Waarde;1988;3.9;65.7;30.4;24.2;6.2;166.6;65.6
3294;Vrouwen;20 jaar of ouder;Waarde;1989;3.1;64.8;32.2;24.3;7.8;166.3;66.2
3295;Vrouwen;20 jaar of ouder;Waarde;1990;3.6;65.7;30.7;23.6;7.1;167.1;66.2
3296;Vrouwen;20 jaar of ouder;Waarde;1991;3.5;65.3;31.2;24.5;6.7;166.9;66.3
3297;Vrouwen;20 jaar of ouder;Waarde;1992;3.7;63.5;32.8;24.7;8.1;166.8;66.5
3298;Vrouwen;20 jaar of ouder;Waarde;1993;4.1;63.5;32.4;25.5;6.9;167.1;66.5
3299;Vrouwen;20 jaar of ouder;Waarde;1994;3.5;63.6;32.9;25.5;7.4;166.9;66.8
3300;Vrouwen;20 jaar of ouder;Waarde;1995;3.3;61.7;34.9;26.4;8.6;167.1;67.4
3301;Vrouwen;20 jaar of ouder;Waarde;1996;3.8;60.3;35.9;27.7;8.2;167.3;67.6
3302;Vrouwen;20 jaar of ouder;Waarde;1997;2.7;60.4;36.9;27.1;9.8;167.1;68.1
3303;Vrouwen;20 jaar of ouder;Waarde;1998;2.7;59.9;37.5;27.3;10.2;167.2;68.3
3304;Vrouwen;20 jaar of ouder;Waarde;1999;2.8;59.1;38.1;27.5;10.5;167.3;68.6
3305;Vrouwen;20 jaar of ouder;Waarde;2000;2.5;56.8;40.8;30.1;10.7;167.7;69.3
3306;Vrouwen;20 jaar of ouder;Waarde;2001;2.5;57.6;39.9;29.1;10.8;167.5;69.3
3307;Vrouwen;20 jaar of ouder;Waarde;2002;2.3;58.3;39.4;28.1;11.3;167.6;69.5
3308;Vrouwen;20 jaar of ouder;Waarde;2003;2.3;56.2;41.5;28.9;12.7;167.6;69.7
3309;Vrouwen;20 jaar of ouder;Waarde;2004;2.4;55.3;42.3;29.6;12.7;167.4;69.8
3310;Vrouwen;20 jaar of ouder;Waarde;2005;2.6;57.4;40.0;28.0;12.0;167.5;69.6
3311;Vrouwen;20 jaar of ouder;Waarde;2006;2.2;55.5;42.3;29.0;13.3;167.6;70.3
3312;Vrouwen;20 jaar of ouder;Waarde;2007;2.5;57.3;40.2;27.5;12.7;167.6;69.7
3313;Vrouwen;20 jaar of ouder;Waarde;2008;2.8;55.4;41.9;29.0;12.8;167.8;70.3
3314;Vrouwen;20 jaar of ouder;Waarde;2009;2.1;55.7;42.2;29.3;12.9;167.4;69.9
3315;Vrouwen;20 jaar of ouder;Waarde;2010;2.0;55.1;42.9;30.3;12.6;167.6;70.2
3316;Vrouwen;20 jaar of ouder;Waarde;2011;2.3;54.8;43.0;30.3;12.6;167.5;70.0
3317;Vrouwen;20 jaar of ouder;Waarde;2012;2.3;55.4;42.3;29.5;12.8;167.6;70.1
3318;Vrouwen;20 jaar of ouder;Waarde;2013;2.6;53.9;43.6;30.7;12.9;167.5;70.3
3319;Vrouwen;20 jaar of ouder;Waarde;2014;1.9;52.1;46.0;30.6;15.4;167.3;71.2
3320;Vrouwen;20 jaar of ouder;Waarde;2015;2.5;51.2;46.3;31.2;15.1;167.5;71.0
3321;Vrouwen;20 jaar of ouder;Waarde;2016;2.2;50.3;47.4;30.6;16.8;167.3;71.3
3322;Vrouwen;20 jaar of ouder;Waarde;2017;2.0;51.3;46.6;31.0;15.6;167.3;71.2
3323;Vrouwen;20 jaar of ouder;Waarde;2018;1.6;50.4;48.0;30.7;17.3;167.4;72.0
3324;Vrouwen;20 jaar of ouder;Waarde;2019;2.5;51.7;45.7;29.3;16.5;167.7;71.6
3325;Vrouwen;20 jaar of ouder;Waarde;2020;2.0;50.2;47.8;32.1;15.7;167.4;71.7
3326;Vrouwen;20 jaar of ouder;Waarde;2021;1.9;50.2;47.9;30.9;17.0;167.5;72.2
3327;Vrouwen;20 jaar of ouder;Waarde;2022;2.6;50.5;46.9;30.5;16.5;167.7;72.0
3328;Vrouwen;20 jaar of ouder;Waarde;2023;2.2;49.9;48.0;30.5;17.5;167.6;72.5
3329;Vrouwen;20 jaar of ouder;Waarde;1981/1984;4.3;66.0;29.7;23.4;6.3;166.0;65.0
3330;Vrouwen;20 jaar of ouder;Waarde;1985/1988;4.1;65.7;30.2;23.8;6.4;166.4;65.4
3331;Vrouwen;20 jaar of ouder;Waarde;1989/1992;3.5;64.8;31.7;24.3;7.4;166.8;66.3
3332;Vrouwen;20 jaar of ouder;Waarde;1993/1996;3.7;62.3;34.0;26.2;7.8;167.1;67.1
3333;Vrouwen;20 jaar of ouder;Waarde;1997/2000;2.7;59.0;38.3;28.0;10.3;167.3;68.6
3334;Vrouwen;20 jaar of ouder;Waarde;2001/2004;2.4;56.8;40.8;28.9;11.9;167.5;69.6
3335;Vrouwen;20 jaar of ouder;Waarde;2005/2008;2.5;56.4;41.1;28.4;12.7;167.6;70.0
3336;Vrouwen;20 jaar of ouder;Waarde;2009/2012;2.2;55.2;42.6;29.9;12.7;167.5;70.1
3337;Vrouwen;20 jaar of ouder;Waarde;2013/2016;2.3;51.8;45.8;30.8;15.1;167.4;70.9
3338;Vrouwen;20 jaar of ouder;Waarde;2017/2020;2.0;50.9;47.0;30.7;16.3;167.5;71.7
3339;Vrouwen;20 jaar of ouder;Standaardfout;1981;0.3;0.8;0.8;0.7;0.4;0.1;0.2
3340;Vrouwen;20 jaar of ouder;Standaardfout;1982;0.3;0.8;0.8;0.7;0.4;0.1;0.2
3341;Vrouwen;20 jaar of ouder;Standaardfout;1983;0.3;0.8;0.8;0.7;0.4;0.1;0.2
3342;Vrouwen;20 jaar of ouder;Standaardfout;1984;0.3;0.8;0.8;0.7;0.4;0.1;0.2
3343;Vrouwen;20 jaar of ouder;Standaardfout;1985;0.4;0.8;0.8;0.7;0.4;0.1;0.2
3344;Vrouwen;20 jaar of ouder;Standaardfout;1986;0.4;0.8;0.8;0.7;0.4;0.1;0.2
3345;Vrouwen;20 jaar of ouder;Standaardfout;1987;0.3;0.8;0.8;0.8;0.4;0.1;0.2
3346;Vrouwen;20 jaar of ouder;Standaardfout;1988;0.4;0.9;0.8;0.8;0.4;0.1;0.2
3347;Vrouwen;20 jaar of ouder;Standaardfout;1989;0.3;0.8;0.8;0.8;0.5;0.1;0.2
3348;Vrouwen;20 jaar of ouder;Standaardfout;1990;0.3;0.9;0.9;0.8;0.5;0.1;0.2
3349;Vrouwen;20 jaar of ouder;Standaardfout;1991;0.4;0.9;0.9;0.8;0.5;0.1;0.2
3350;Vrouwen;20 jaar of ouder;Standaardfout;1992;0.3;0.8;0.8;0.7;0.5;0.1;0.2
3351;Vrouwen;20 jaar of ouder;Standaardfout;1993;0.3;0.8;0.8;0.8;0.4;0.1;0.2
3352;Vrouwen;20 jaar of ouder;Standaardfout;1994;0.3;0.8;0.8;0.7;0.4;0.1;0.2
3353;Vrouwen;20 jaar of ouder;Standaardfout;1995;0.3;0.8;0.8;0.7;0.5;0.1;0.2
3354;Vrouwen;20 jaar of ouder;Standaardfout;1996;0.3;0.8;0.8;0.8;0.5;0.1;0.2
3355;Vrouwen;20 jaar of ouder;Standaardfout;1997;0.3;0.8;0.8;0.7;0.5;0.1;0.2
3356;Vrouwen;20 jaar of ouder;Standaardfout;1998;0.3;0.8;0.8;0.8;0.5;0.1;0.2
3357;Vrouwen;20 jaar of ouder;Standaardfout;1999;0.3;0.8;0.8;0.7;0.5;0.1;0.2
3358;Vrouwen;20 jaar of ouder;Standaardfout;2000;0.3;0.8;0.8;0.8;0.5;0.1;0.2
3359;Vrouwen;20 jaar of ouder;Standaardfout;2001;0.3;0.8;0.8;0.8;0.5;0.1;0.2
3360;Vrouwen;20 jaar of ouder;Standaardfout;2002;0.2;0.8;0.8;0.7;0.5;0.1;0.2
3361;Vrouwen;20 jaar of ouder;Standaardfout;2003;0.2;0.8;0.8;0.8;0.6;0.1;0.2
3362;Vrouwen;20 jaar of ouder;Standaardfout;2004;0.2;0.8;0.8;0.7;0.5;0.1;0.2
3363;Vrouwen;20 jaar of ouder;Standaardfout;2005;0.3;0.8;0.8;0.7;0.5;0.1;0.2
3364;Vrouwen;20 jaar of ouder;Standaardfout;2006;0.2;0.8;0.8;0.8;0.6;0.1;0.2
3365;Vrouwen;20 jaar of ouder;Standaardfout;2007;0.3;0.9;0.9;0.8;0.6;0.1;0.2
3366;Vrouwen;20 jaar of ouder;Standaardfout;2008;0.3;0.8;0.8;0.8;0.6;0.1;0.2
3367;Vrouwen;20 jaar of ouder;Standaardfout;2009;0.2;0.9;0.8;0.8;0.6;0.1;0.2
3368;Vrouwen;20 jaar of ouder;Standaardfout;2010;0.2;0.6;0.6;0.6;0.4;0.1;0.2
3369;Vrouwen;20 jaar of ouder;Standaardfout;2011;0.2;0.7;0.7;0.6;0.5;0.1;0.2
3370;Vrouwen;20 jaar of ouder;Standaardfout;2012;0.2;0.7;0.7;0.6;0.5;0.1;0.2
3371;Vrouwen;20 jaar of ouder;Standaardfout;2013;0.2;0.7;0.7;0.6;0.5;0.1;0.2
3372;Vrouwen;20 jaar of ouder;Standaardfout;2014;0.2;0.8;0.8;0.8;0.6;0.1;0.2
3373;Vrouwen;20 jaar of ouder;Standaardfout;2015;0.3;0.8;0.8;0.8;0.6;0.1;0.2
3374;Vrouwen;20 jaar of ouder;Standaardfout;2016;0.2;0.8;0.8;0.8;0.6;0.1;0.2
3375;Vrouwen;20 jaar of ouder;Standaardfout;2017;0.2;0.8;0.8;0.8;0.6;0.1;0.2
3376;Vrouwen;20 jaar of ouder;Standaardfout;2018;0.2;0.8;0.8;0.7;0.6;0.1;0.2
3377;Vrouwen;20 jaar of ouder;Standaardfout;2019;0.3;0.8;0.8;0.7;0.6;0.1;0.2
3378;Vrouwen;20 jaar of ouder;Standaardfout;2020;0.2;0.9;0.9;0.8;0.6;0.1;0.2
3379;Vrouwen;20 jaar of ouder;Standaardfout;2021;0.2;0.9;0.9;0.8;0.7;0.1;0.3
3380;Vrouwen;20 jaar of ouder;Standaardfout;2022;0.3;0.8;0.8;0.7;0.6;0.1;0.2
3381;Vrouwen;20 jaar of ouder;Standaardfout;2023;0.2;0.8;0.8;0.8;0.6;0.1;0.2
3382;Vrouwen;20 jaar of ouder;Standaardfout;1981/1984;0.2;0.4;0.4;0.4;0.2;0.1;0.1
3383;Vrouwen;20 jaar of ouder;Standaardfout;1985/1988;0.2;0.4;0.4;0.4;0.2;0.1;0.1
3384;Vrouwen;20 jaar of ouder;Standaardfout;1989/1992;0.2;0.4;0.4;0.4;0.2;0.1;0.1
3385;Vrouwen;20 jaar of ouder;Standaardfout;1993/1996;0.2;0.4;0.4;0.4;0.2;0.1;0.1
3386;Vrouwen;20 jaar of ouder;Standaardfout;1997/2000;0.1;0.4;0.4;0.4;0.2;0.1;0.1
3387;Vrouwen;20 jaar of ouder;Standaardfout;2001/2004;0.1;0.4;0.4;0.4;0.3;0.1;0.1
3388;Vrouwen;20 jaar of ouder;Standaardfout;2005/2008;0.1;0.4;0.4;0.4;0.3;0.1;0.1
3389;Vrouwen;20 jaar of ouder;Standaardfout;2009/2012;0.1;0.4;0.3;0.3;0.2;0.1;0.1
3390;Vrouwen;20 jaar of ouder;Standaardfout;2013/2016;0.1;0.4;0.4;0.4;0.3;0.1;0.1
3391;Vrouwen;20 jaar of ouder;Standaardfout;2017/2020;0.1;0.4;0.4;0.4;0.3;0.1;0.1
3392;Vrouwen;20 tot 30 jaar;Waarde;1981;9.2;80.6;10.2;7.9;2.3;167.6;60.8
3393;Vrouwen;20 tot 30 jaar;Waarde;1982;8.9;81.7;9.4;7.4;1.9;167.8;60.6
3394;Vrouwen;20 tot 30 jaar;Waarde;1983;9.0;78.9;12.1;10.4;1.7;167.8;61.1
3395;Vrouwen;20 tot 30 jaar;Waarde;1984;9.8;80.3;10.0;8.3;1.7;167.9;61.1
3396;Vrouwen;20 tot 30 jaar;Waarde;1985;9.6;78.0;12.4;9.7;2.6;167.8;61.6
3397;Vrouwen;20 tot 30 jaar;Waarde;1986;7.7;79.6;12.7;11.3;1.4;168.4;62.0
3398;Vrouwen;20 tot 30 jaar;Waarde;1987;5.8;81.4;12.8;10.1;2.7;168.7;62.6
3399;Vrouwen;20 tot 30 jaar;Waarde;1988;8.8;78.7;12.5;10.8;1.8;168.9;62.4
3400;Vrouwen;20 tot 30 jaar;Waarde;1989;6.2;79.3;14.5;11.3;3.2;168.6;63.3
3401;Vrouwen;20 tot 30 jaar;Waarde;1990;6.0;79.3;14.7;12.0;2.7;169.2;63.0
3402;Vrouwen;20 tot 30 jaar;Waarde;1991;7.0;80.5;12.5;10.4;2.1;169.3;63.5
3403;Vrouwen;20 tot 30 jaar;Waarde;1992;5.7;76.6;17.7;13.1;4.6;169.4;64.4
3404;Vrouwen;20 tot 30 jaar;Waarde;1993;9.5;72.0;18.5;15.8;2.7;169.8;64.0
3405;Vrouwen;20 tot 30 jaar;Waarde;1994;6.2;76.3;17.5;14.6;2.9;169.1;64.4
3406;Vrouwen;20 tot 30 jaar;Waarde;1995;6.6;73.6;19.8;15.2;4.6;169.5;65.0
3407;Vrouwen;20 tot 30 jaar;Waarde;1996;8.3;74.0;17.7;14.0;3.7;169.9;64.8
3408;Vrouwen;20 tot 30 jaar;Waarde;1997;5.8;72.6;21.6;15.5;6.1;169.3;65.6
3409;Vrouwen;20 tot 30 jaar;Waarde;1998;5.1;71.7;23.2;16.7;6.5;170.1;67.0
3410;Vrouwen;20 tot 30 jaar;Waarde;1999;5.6;71.3;23.1;17.1;6.0;169.4;66.2
3411;Vrouwen;20 tot 30 jaar;Waarde;2000;5.2;73.9;20.9;15.9;5.1;169.9;66.1
3412;Vrouwen;20 tot 30 jaar;Waarde;2001;5.4;73.6;21.0;16.2;4.8;170.9;66.4
3413;Vrouwen;20 tot 30 jaar;Waarde;2002;5.1;74.0;20.9;16.0;4.9;170.1;66.5
3414;Vrouwen;20 tot 30 jaar;Waarde;2003;3.1;74.6;22.3;16.4;6.0;170.0;66.6
3415;Vrouwen;20 tot 30 jaar;Waarde;2004;4.5;71.2;24.4;17.0;7.4;169.5;66.8
3416;Vrouwen;20 tot 30 jaar;Waarde;2005;6.2;74.1;19.7;15.1;4.7;169.9;66.0
3417;Vrouwen;20 tot 30 jaar;Waarde;2006;5.0;69.4;25.6;20.6;5.0;169.6;67.0
3418;Vrouwen;20 tot 30 jaar;Waarde;2007;5.6;70.6;23.8;17.1;6.7;169.9;66.9
3419;Vrouwen;20 tot 30 jaar;Waarde;2008;7.1;68.8;24.1;15.1;9.0;169.9;67.7
3420;Vrouwen;20 tot 30 jaar;Waarde;2009;6.5;69.1;24.4;16.9;7.5;169.2;66.2
3421;Vrouwen;20 tot 30 jaar;Waarde;2010;4.0;69.9;26.1;19.5;6.7;169.9;67.6
3422;Vrouwen;20 tot 30 jaar;Waarde;2011;5.3;67.6;27.1;20.3;6.7;169.5;67.2
3423;Vrouwen;20 tot 30 jaar;Waarde;2012;5.5;71.5;23.0;17.1;5.9;169.1;65.6
3424;Vrouwen;20 tot 30 jaar;Waarde;2013;5.7;69.9;24.4;17.6;6.8;168.8;66.5
3425;Vrouwen;20 tot 30 jaar;Waarde;2014;4.7;66.0;29.3;20.7;8.6;169.3;68.1
3426;Vrouwen;20 tot 30 jaar;Waarde;2015;6.2;67.6;26.2;19.9;6.3;169.2;66.6
3427;Vrouwen;20 tot 30 jaar;Waarde;2016;4.1;66.9;29.0;20.3;8.6;169.2;67.7
3428;Vrouwen;20 tot 30 jaar;Waarde;2017;4.4;66.3;29.2;21.6;7.6;168.6;67.1
3429;Vrouwen;20 tot 30 jaar;Waarde;2018;3.6;63.1;33.2;23.0;10.2;168.9;69.0
3430;Vrouwen;20 tot 30 jaar;Waarde;2019;5.0;66.1;28.9;18.7;10.2;169.7;68.8
3431;Vrouwen;20 tot 30 jaar;Waarde;2020;4.1;64.7;31.2;22.9;8.3;169.1;68.4
3432;Vrouwen;20 tot 30 jaar;Waarde;2021;2.9;64.3;32.8;21.4;11.4;168.8;69.7
3433;Vrouwen;20 tot 30 jaar;Waarde;2022;6.2;62.4;31.5;20.7;10.8;169.2;69.0
3434;Vrouwen;20 tot 30 jaar;Waarde;2023;4.4;63.0;32.7;24.2;8.4;169.3;68.9
3435;Vrouwen;20 tot 30 jaar;Waarde;1981/1984;9.2;80.4;10.4;8.5;1.9;167.8;60.9
3436;Vrouwen;20 tot 30 jaar;Waarde;1985/1988;8.0;79.4;12.6;10.5;2.1;168.5;62.2
3437;Vrouwen;20 tot 30 jaar;Waarde;1989/1992;6.2;78.9;14.9;11.7;3.2;169.1;63.5
3438;Vrouwen;20 tot 30 jaar;Waarde;1993/1996;7.7;74.0;18.4;14.9;3.5;169.6;64.5
3439;Vrouwen;20 tot 30 jaar;Waarde;1997/2000;5.4;72.4;22.2;16.3;5.9;169.7;66.2
3440;Vrouwen;20 tot 30 jaar;Waarde;2001/2004;4.5;73.3;22.1;16.4;5.7;170.1;66.6
3441;Vrouwen;20 tot 30 jaar;Waarde;2005/2008;6.0;70.7;23.3;16.9;6.3;169.8;66.9
3442;Vrouwen;20 tot 30 jaar;Waarde;2009/2012;5.3;69.5;25.2;18.5;6.7;169.4;66.6
3443;Vrouwen;20 tot 30 jaar;Waarde;2013/2016;5.2;67.6;27.2;19.6;7.6;169.1;67.2
3444;Vrouwen;20 tot 30 jaar;Waarde;2017/2020;4.3;65.1;30.6;21.5;9.1;169.1;68.3
3445;Vrouwen;20 tot 30 jaar;Standaardfout;1981;1.0;1.4;1.1;0.9;0.5;0.2;0.3
3446;Vrouwen;20 tot 30 jaar;Standaardfout;1982;1.0;1.4;1.0;0.9;0.5;0.2;0.3
3447;Vrouwen;20 tot 30 jaar;Standaardfout;1983;1.0;1.5;1.2;1.1;0.5;0.2;0.3
3448;Vrouwen;20 tot 30 jaar;Standaardfout;1984;1.0;1.4;1.1;1.0;0.5;0.2;0.3
3449;Vrouwen;20 tot 30 jaar;Standaardfout;1985;1.1;1.5;1.2;1.1;0.6;0.3;0.3
3450;Vrouwen;20 tot 30 jaar;Standaardfout;1986;0.9;1.4;1.2;1.1;0.4;0.2;0.3
3451;Vrouwen;20 tot 30 jaar;Standaardfout;1987;0.9;1.5;1.2;1.1;0.6;0.2;0.4
3452;Vrouwen;20 tot 30 jaar;Standaardfout;1988;1.1;1.6;1.3;1.2;0.5;0.3;0.4
3453;Vrouwen;20 tot 30 jaar;Standaardfout;1989;0.9;1.5;1.3;1.2;0.7;0.2;0.3
3454;Vrouwen;20 tot 30 jaar;Standaardfout;1990;0.9;1.6;1.4;1.3;0.6;0.3;0.4
3455;Vrouwen;20 tot 30 jaar;Standaardfout;1991;1.0;1.6;1.4;1.2;0.6;0.3;0.4
3456;Vrouwen;20 tot 30 jaar;Standaardfout;1992;0.9;1.5;1.4;1.2;0.8;0.2;0.4
3457;Vrouwen;20 tot 30 jaar;Standaardfout;1993;1.1;1.7;1.5;1.4;0.6;0.3;0.4
3458;Vrouwen;20 tot 30 jaar;Standaardfout;1994;0.9;1.6;1.4;1.3;0.6;0.3;0.4
3459;Vrouwen;20 tot 30 jaar;Standaardfout;1995;0.9;1.6;1.5;1.3;0.8;0.3;0.4
3460;Vrouwen;20 tot 30 jaar;Standaardfout;1996;1.1;1.7;1.5;1.3;0.7;0.3;0.4
3461;Vrouwen;20 tot 30 jaar;Standaardfout;1997;0.8;1.6;1.5;1.3;0.8;0.3;0.4
3462;Vrouwen;20 tot 30 jaar;Standaardfout;1998;0.9;1.8;1.6;1.5;1.0;0.3;0.5
3463;Vrouwen;20 tot 30 jaar;Standaardfout;1999;0.9;1.7;1.6;1.4;0.9;0.3;0.5
3464;Vrouwen;20 tot 30 jaar;Standaardfout;2000;0.9;1.7;1.6;1.4;0.9;0.3;0.4
3465;Vrouwen;20 tot 30 jaar;Standaardfout;2001;0.9;1.8;1.7;1.5;0.9;0.3;0.5
3466;Vrouwen;20 tot 30 jaar;Standaardfout;2002;0.9;1.8;1.7;1.5;0.9;0.3;0.4
3467;Vrouwen;20 tot 30 jaar;Standaardfout;2003;0.7;1.8;1.7;1.5;1.0;0.3;0.5
3468;Vrouwen;20 tot 30 jaar;Standaardfout;2004;0.8;1.8;1.7;1.5;1.0;0.3;0.5
3469;Vrouwen;20 tot 30 jaar;Standaardfout;2005;1.0;1.8;1.6;1.4;0.9;0.3;0.5
3470;Vrouwen;20 tot 30 jaar;Standaardfout;2006;0.9;1.9;1.8;1.7;0.9;0.3;0.5
3471;Vrouwen;20 tot 30 jaar;Standaardfout;2007;1.0;2.0;1.9;1.7;1.1;0.3;0.5
3472;Vrouwen;20 tot 30 jaar;Standaardfout;2008;1.1;2.0;1.8;1.5;1.2;0.3;0.6
3473;Vrouwen;20 tot 30 jaar;Standaardfout;2009;1.1;2.0;1.9;1.6;1.1;0.3;0.5
3474;Vrouwen;20 tot 30 jaar;Standaardfout;2010;0.6;1.5;1.4;1.3;0.8;0.2;0.4
3475;Vrouwen;20 tot 30 jaar;Standaardfout;2011;0.8;1.6;1.5;1.4;0.9;0.2;0.4
3476;Vrouwen;20 tot 30 jaar;Standaardfout;2012;0.8;1.6;1.5;1.3;0.8;0.3;0.4
3477;Vrouwen;20 tot 30 jaar;Standaardfout;2013;0.8;1.6;1.5;1.3;0.9;0.3;0.5
3478;Vrouwen;20 tot 30 jaar;Standaardfout;2014;0.9;2.0;1.9;1.7;1.2;0.3;0.5
3479;Vrouwen;20 tot 30 jaar;Standaardfout;2015;1.0;1.9;1.8;1.7;1.0;0.3;0.5
3480;Vrouwen;20 tot 30 jaar;Standaardfout;2016;0.8;2.0;1.9;1.7;1.2;0.3;0.5
3481;Vrouwen;20 tot 30 jaar;Standaardfout;2017;0.8;1.9;1.9;1.7;1.1;0.3;0.5
3482;Vrouwen;20 tot 30 jaar;Standaardfout;2018;0.7;1.9;1.9;1.7;1.2;0.3;0.6
3483;Vrouwen;20 tot 30 jaar;Standaardfout;2019;0.9;1.9;1.8;1.6;1.2;0.3;0.6
3484;Vrouwen;20 tot 30 jaar;Standaardfout;2020;0.8;2.0;2.0;1.8;1.2;0.3;0.6
3485;Vrouwen;20 tot 30 jaar;Standaardfout;2021;0.7;2.1;2.0;1.8;1.4;0.3;0.6
3486;Vrouwen;20 tot 30 jaar;Standaardfout;2022;1.0;1.9;1.9;1.6;1.2;0.3;0.6
3487;Vrouwen;20 tot 30 jaar;Standaardfout;2023;0.8;2.0;1.9;1.7;1.1;0.3;0.6
3488;Vrouwen;20 tot 30 jaar;Standaardfout;1981/1984;0.5;0.7;0.5;0.5;0.2;0.1;0.2
3489;Vrouwen;20 tot 30 jaar;Standaardfout;1985/1988;0.5;0.7;0.6;0.6;0.3;0.1;0.2
3490;Vrouwen;20 tot 30 jaar;Standaardfout;1989/1992;0.5;0.8;0.7;0.6;0.3;0.1;0.2
3491;Vrouwen;20 tot 30 jaar;Standaardfout;1993/1996;0.5;0.8;0.7;0.7;0.3;0.1;0.2
3492;Vrouwen;20 tot 30 jaar;Standaardfout;1997/2000;0.4;0.8;0.8;0.7;0.4;0.1;0.2
3493;Vrouwen;20 tot 30 jaar;Standaardfout;2001/2004;0.4;0.9;0.8;0.7;0.5;0.1;0.2
3494;Vrouwen;20 tot 30 jaar;Standaardfout;2005/2008;0.5;1.0;0.9;0.8;0.5;0.1;0.3
3495;Vrouwen;20 tot 30 jaar;Standaardfout;2009/2012;0.4;0.8;0.8;0.7;0.4;0.1;0.2
3496;Vrouwen;20 tot 30 jaar;Standaardfout;2013/2016;0.4;0.9;0.9;0.8;0.5;0.1;0.3
3497;Vrouwen;20 tot 30 jaar;Standaardfout;2017/2020;0.4;1.0;0.9;0.8;0.6;0.1;0.3
3498;Vrouwen;30 tot 40 jaar;Waarde;1981;4.3;78.1;17.5;14.8;2.8;166.5;62.8
3499;Vrouwen;30 tot 40 jaar;Waarde;1982;6.0;75.7;18.4;15.1;3.3;166.9;62.8
3500;Vrouwen;30 tot 40 jaar;Waarde;1983;5.5;74.7;19.7;15.1;4.6;166.4;63.2
3501;Vrouwen;30 tot 40 jaar;Waarde;1984;5.0;75.2;19.8;15.2;4.5;166.9;63.4
3502;Vrouwen;30 tot 40 jaar;Waarde;1985;5.3;77.4;17.3;14.3;3.0;166.9;62.9
3503;Vrouwen;30 tot 40 jaar;Waarde;1986;5.9;76.2;17.8;13.3;4.5;167.3;63.5
