ID;Geslacht;Herkomstgroepering;Opleidingsfase;Opleidingsvorm;Perioden;TotaalGeslaagden_1;StudieduurInMaanden_2
3050;Vrouwen;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 1995;;
3051;Vrouwen;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 1996;;
3052;Vrouwen;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 1997;;
3053;Vrouwen;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 1998;;
3054;Vrouwen;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 1999;;
3055;Vrouwen;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 2000;;
3056;Vrouwen;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 2001;;
3057;Vrouwen;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 2002;;
3058;Vrouwen;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 2003;0.0;
3059;Vrouwen;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 2004;0.0;
3060;Vrouwen;Marokkanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1995;0.0;
3061;Vrouwen;Marokkanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1996;0.0;
3062;Vrouwen;Marokkanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1997;0.0;
3063;Vrouwen;Marokkanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1998;10.0;
3064;Vrouwen;Marokkanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1999;0.0;
3065;Vrouwen;Marokkanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2000;10.0;
3066;Vrouwen;Marokkanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2001;0.0;
3067;Vrouwen;Marokkanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2002;10.0;
3068;Vrouwen;Marokkanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2003;10.0;
3069;Vrouwen;Marokkanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2004;10.0;
3070;Vrouwen;Marokkanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1995;0.0;
3071;Vrouwen;Marokkanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1996;0.0;
3072;Vrouwen;Marokkanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1997;0.0;
3073;Vrouwen;Marokkanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1998;10.0;
3074;Vrouwen;Marokkanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1999;0.0;
3075;Vrouwen;Marokkanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2000;10.0;
3076;Vrouwen;Marokkanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2001;0.0;
3077;Vrouwen;Marokkanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2002;10.0;
3078;Vrouwen;Marokkanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2003;10.0;
3079;Vrouwen;Marokkanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2004;10.0;
3080;Vrouwen;Marokkanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1995;;
3081;Vrouwen;Marokkanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1996;;
3082;Vrouwen;Marokkanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1997;;
3083;Vrouwen;Marokkanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1998;;
3084;Vrouwen;Marokkanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1999;;
3085;Vrouwen;Marokkanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2000;;
3086;Vrouwen;Marokkanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2001;;
3087;Vrouwen;Marokkanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2002;;
3088;Vrouwen;Marokkanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2003;;
3089;Vrouwen;Marokkanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2004;;
3090;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1995;0.0;
3091;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1996;;
3092;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1997;0.0;
3093;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1998;;
3094;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1999;0.0;
3095;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2000;;
3096;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2001;0.0;
3097;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2002;0.0;
3098;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2003;;
3099;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2004;0.0;
3100;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1995;0.0;
3101;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1996;;
3102;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1997;0.0;
3103;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1998;;
3104;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1999;0.0;
3105;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2000;;
3106;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2001;0.0;
3107;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2002;0.0;
3108;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2003;;
3109;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2004;0.0;
3110;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1995;;
3111;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1996;;
3112;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1997;0.0;
3113;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1998;;
3114;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1999;;
3115;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2000;;
3116;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2001;;
3117;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2002;;
3118;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2003;;
3119;Vrouwen;Marokkanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2004;;
3120;Vrouwen;Surinamers;Doctoraal;Totaal opleidingsvorm;Cohort 1995;220.0;70.0
3121;Vrouwen;Surinamers;Doctoraal;Totaal opleidingsvorm;Cohort 1996;180.0;71.0
3122;Vrouwen;Surinamers;Doctoraal;Totaal opleidingsvorm;Cohort 1997;170.0;75.0
3123;Vrouwen;Surinamers;Doctoraal;Totaal opleidingsvorm;Cohort 1998;170.0;76.0
3124;Vrouwen;Surinamers;Doctoraal;Totaal opleidingsvorm;Cohort 1999;170.0;77.0
3125;Vrouwen;Surinamers;Doctoraal;Totaal opleidingsvorm;Cohort 2000;150.0;77.0
3126;Vrouwen;Surinamers;Doctoraal;Totaal opleidingsvorm;Cohort 2001;160.0;74.0
3127;Vrouwen;Surinamers;Doctoraal;Totaal opleidingsvorm;Cohort 2002;210.0;76.0
3128;Vrouwen;Surinamers;Doctoraal;Totaal opleidingsvorm;Cohort 2003;210.0;76.0
3129;Vrouwen;Surinamers;Doctoraal;Totaal opleidingsvorm;Cohort 2004;260.0;72.0
3130;Vrouwen;Surinamers;Doctoraal;Voltijdopleidingen;Cohort 1995;200.0;71.0
3131;Vrouwen;Surinamers;Doctoraal;Voltijdopleidingen;Cohort 1996;170.0;70.0
3132;Vrouwen;Surinamers;Doctoraal;Voltijdopleidingen;Cohort 1997;150.0;75.0
3133;Vrouwen;Surinamers;Doctoraal;Voltijdopleidingen;Cohort 1998;150.0;75.0
3134;Vrouwen;Surinamers;Doctoraal;Voltijdopleidingen;Cohort 1999;150.0;76.0
3135;Vrouwen;Surinamers;Doctoraal;Voltijdopleidingen;Cohort 2000;130.0;76.0
3136;Vrouwen;Surinamers;Doctoraal;Voltijdopleidingen;Cohort 2001;130.0;72.0
3137;Vrouwen;Surinamers;Doctoraal;Voltijdopleidingen;Cohort 2002;170.0;74.0
3138;Vrouwen;Surinamers;Doctoraal;Voltijdopleidingen;Cohort 2003;170.0;71.0
3139;Vrouwen;Surinamers;Doctoraal;Voltijdopleidingen;Cohort 2004;220.0;68.0
3140;Vrouwen;Surinamers;Doctoraal;Deeltijdopleidingen;Cohort 1995;20.0;
3141;Vrouwen;Surinamers;Doctoraal;Deeltijdopleidingen;Cohort 1996;20.0;
3142;Vrouwen;Surinamers;Doctoraal;Deeltijdopleidingen;Cohort 1997;20.0;
3143;Vrouwen;Surinamers;Doctoraal;Deeltijdopleidingen;Cohort 1998;20.0;
3144;Vrouwen;Surinamers;Doctoraal;Deeltijdopleidingen;Cohort 1999;20.0;
3145;Vrouwen;Surinamers;Doctoraal;Deeltijdopleidingen;Cohort 2000;20.0;
3146;Vrouwen;Surinamers;Doctoraal;Deeltijdopleidingen;Cohort 2001;30.0;
3147;Vrouwen;Surinamers;Doctoraal;Deeltijdopleidingen;Cohort 2002;30.0;
3148;Vrouwen;Surinamers;Doctoraal;Deeltijdopleidingen;Cohort 2003;40.0;
3149;Vrouwen;Surinamers;Doctoraal;Deeltijdopleidingen;Cohort 2004;40.0;
3150;Vrouwen;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 1995;;
3151;Vrouwen;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 1996;;
3152;Vrouwen;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 1997;;
3153;Vrouwen;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 1998;;
3154;Vrouwen;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 1999;;
3155;Vrouwen;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 2000;;
3156;Vrouwen;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 2001;;
3157;Vrouwen;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 2002;10.0;
3158;Vrouwen;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 2003;60.0;54.0
3159;Vrouwen;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 2004;130.0;50.0
3160;Vrouwen;Surinamers;Bachelor;Voltijdopleidingen;Cohort 1995;;
3161;Vrouwen;Surinamers;Bachelor;Voltijdopleidingen;Cohort 1996;;
3162;Vrouwen;Surinamers;Bachelor;Voltijdopleidingen;Cohort 1997;;
3163;Vrouwen;Surinamers;Bachelor;Voltijdopleidingen;Cohort 1998;;
3164;Vrouwen;Surinamers;Bachelor;Voltijdopleidingen;Cohort 1999;;
3165;Vrouwen;Surinamers;Bachelor;Voltijdopleidingen;Cohort 2000;;
3166;Vrouwen;Surinamers;Bachelor;Voltijdopleidingen;Cohort 2001;;
3167;Vrouwen;Surinamers;Bachelor;Voltijdopleidingen;Cohort 2002;10.0;
3168;Vrouwen;Surinamers;Bachelor;Voltijdopleidingen;Cohort 2003;50.0;52.0
3169;Vrouwen;Surinamers;Bachelor;Voltijdopleidingen;Cohort 2004;120.0;48.0
3170;Vrouwen;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 1995;;
3171;Vrouwen;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 1996;;
3172;Vrouwen;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 1997;;
3173;Vrouwen;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 1998;;
3174;Vrouwen;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 1999;;
3175;Vrouwen;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 2000;;
3176;Vrouwen;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 2001;;
3177;Vrouwen;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 2002;;
3178;Vrouwen;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 2003;0.0;
3179;Vrouwen;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 2004;10.0;
3180;Vrouwen;Surinamers;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1995;30.0;
3181;Vrouwen;Surinamers;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1996;30.0;
3182;Vrouwen;Surinamers;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1997;30.0;
3183;Vrouwen;Surinamers;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1998;40.0;
3184;Vrouwen;Surinamers;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1999;20.0;
3185;Vrouwen;Surinamers;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2000;30.0;
3186;Vrouwen;Surinamers;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2001;30.0;
3187;Vrouwen;Surinamers;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2002;20.0;
3188;Vrouwen;Surinamers;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2003;20.0;
3189;Vrouwen;Surinamers;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2004;40.0;
3190;Vrouwen;Surinamers;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1995;30.0;
3191;Vrouwen;Surinamers;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1996;30.0;
3192;Vrouwen;Surinamers;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1997;30.0;
3193;Vrouwen;Surinamers;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1998;40.0;
3194;Vrouwen;Surinamers;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1999;20.0;
3195;Vrouwen;Surinamers;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2000;30.0;
3196;Vrouwen;Surinamers;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2001;30.0;
3197;Vrouwen;Surinamers;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2002;20.0;
3198;Vrouwen;Surinamers;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2003;20.0;
3199;Vrouwen;Surinamers;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2004;40.0;
3200;Vrouwen;Surinamers;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1995;;
3201;Vrouwen;Surinamers;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1996;;
3202;Vrouwen;Surinamers;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1997;;
3203;Vrouwen;Surinamers;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1998;;
3204;Vrouwen;Surinamers;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1999;;
3205;Vrouwen;Surinamers;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2000;;
3206;Vrouwen;Surinamers;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2001;;
3207;Vrouwen;Surinamers;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2002;;
3208;Vrouwen;Surinamers;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2003;;
3209;Vrouwen;Surinamers;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2004;;
3210;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1995;10.0;
3211;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1996;10.0;
3212;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1997;0.0;
3213;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1998;0.0;
3214;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1999;0.0;
3215;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2000;0.0;
3216;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2001;0.0;
3217;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2002;0.0;
3218;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2003;0.0;
3219;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2004;0.0;
3220;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1995;10.0;
3221;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1996;0.0;
3222;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1997;0.0;
3223;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1998;0.0;
3224;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1999;0.0;
3225;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2000;0.0;
3226;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2001;0.0;
3227;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2002;0.0;
3228;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2003;0.0;
3229;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2004;0.0;
3230;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1995;;
3231;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1996;0.0;
3232;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1997;;
3233;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1998;;
3234;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1999;0.0;
3235;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2000;;
3236;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2001;0.0;
3237;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2002;0.0;
3238;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2003;;
3239;Vrouwen;Surinamers;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2004;0.0;
3240;Vrouwen;Antillianen en Arubanen;Doctoraal;Totaal opleidingsvorm;Cohort 1995;120.0;69.0
3241;Vrouwen;Antillianen en Arubanen;Doctoraal;Totaal opleidingsvorm;Cohort 1996;110.0;73.0
3242;Vrouwen;Antillianen en Arubanen;Doctoraal;Totaal opleidingsvorm;Cohort 1997;90.0;69.0
3243;Vrouwen;Antillianen en Arubanen;Doctoraal;Totaal opleidingsvorm;Cohort 1998;90.0;69.0
3244;Vrouwen;Antillianen en Arubanen;Doctoraal;Totaal opleidingsvorm;Cohort 1999;70.0;72.0
3245;Vrouwen;Antillianen en Arubanen;Doctoraal;Totaal opleidingsvorm;Cohort 2000;90.0;71.0
3246;Vrouwen;Antillianen en Arubanen;Doctoraal;Totaal opleidingsvorm;Cohort 2001;90.0;64.0
3247;Vrouwen;Antillianen en Arubanen;Doctoraal;Totaal opleidingsvorm;Cohort 2002;130.0;66.0
3248;Vrouwen;Antillianen en Arubanen;Doctoraal;Totaal opleidingsvorm;Cohort 2003;130.0;65.0
3249;Vrouwen;Antillianen en Arubanen;Doctoraal;Totaal opleidingsvorm;Cohort 2004;160.0;70.0
3250;Vrouwen;Antillianen en Arubanen;Doctoraal;Voltijdopleidingen;Cohort 1995;120.0;69.0
3251;Vrouwen;Antillianen en Arubanen;Doctoraal;Voltijdopleidingen;Cohort 1996;110.0;72.0
3252;Vrouwen;Antillianen en Arubanen;Doctoraal;Voltijdopleidingen;Cohort 1997;90.0;69.0
3253;Vrouwen;Antillianen en Arubanen;Doctoraal;Voltijdopleidingen;Cohort 1998;80.0;69.0
3254;Vrouwen;Antillianen en Arubanen;Doctoraal;Voltijdopleidingen;Cohort 1999;60.0;72.0
3255;Vrouwen;Antillianen en Arubanen;Doctoraal;Voltijdopleidingen;Cohort 2000;80.0;71.0
3256;Vrouwen;Antillianen en Arubanen;Doctoraal;Voltijdopleidingen;Cohort 2001;80.0;62.0
3257;Vrouwen;Antillianen en Arubanen;Doctoraal;Voltijdopleidingen;Cohort 2002;120.0;65.0
3258;Vrouwen;Antillianen en Arubanen;Doctoraal;Voltijdopleidingen;Cohort 2003;120.0;63.0
3259;Vrouwen;Antillianen en Arubanen;Doctoraal;Voltijdopleidingen;Cohort 2004;150.0;69.0
3260;Vrouwen;Antillianen en Arubanen;Doctoraal;Deeltijdopleidingen;Cohort 1995;0.0;
3261;Vrouwen;Antillianen en Arubanen;Doctoraal;Deeltijdopleidingen;Cohort 1996;0.0;
3262;Vrouwen;Antillianen en Arubanen;Doctoraal;Deeltijdopleidingen;Cohort 1997;10.0;
3263;Vrouwen;Antillianen en Arubanen;Doctoraal;Deeltijdopleidingen;Cohort 1998;10.0;
3264;Vrouwen;Antillianen en Arubanen;Doctoraal;Deeltijdopleidingen;Cohort 1999;10.0;
3265;Vrouwen;Antillianen en Arubanen;Doctoraal;Deeltijdopleidingen;Cohort 2000;10.0;
3266;Vrouwen;Antillianen en Arubanen;Doctoraal;Deeltijdopleidingen;Cohort 2001;10.0;
3267;Vrouwen;Antillianen en Arubanen;Doctoraal;Deeltijdopleidingen;Cohort 2002;10.0;
3268;Vrouwen;Antillianen en Arubanen;Doctoraal;Deeltijdopleidingen;Cohort 2003;10.0;
3269;Vrouwen;Antillianen en Arubanen;Doctoraal;Deeltijdopleidingen;Cohort 2004;20.0;
3270;Vrouwen;Antillianen en Arubanen;Bachelor;Totaal opleidingsvorm;Cohort 1995;;
3271;Vrouwen;Antillianen en Arubanen;Bachelor;Totaal opleidingsvorm;Cohort 1996;;
3272;Vrouwen;Antillianen en Arubanen;Bachelor;Totaal opleidingsvorm;Cohort 1997;;
3273;Vrouwen;Antillianen en Arubanen;Bachelor;Totaal opleidingsvorm;Cohort 1998;;
3274;Vrouwen;Antillianen en Arubanen;Bachelor;Totaal opleidingsvorm;Cohort 1999;;
3275;Vrouwen;Antillianen en Arubanen;Bachelor;Totaal opleidingsvorm;Cohort 2000;;
3276;Vrouwen;Antillianen en Arubanen;Bachelor;Totaal opleidingsvorm;Cohort 2001;;
3277;Vrouwen;Antillianen en Arubanen;Bachelor;Totaal opleidingsvorm;Cohort 2002;10.0;
3278;Vrouwen;Antillianen en Arubanen;Bachelor;Totaal opleidingsvorm;Cohort 2003;20.0;
3279;Vrouwen;Antillianen en Arubanen;Bachelor;Totaal opleidingsvorm;Cohort 2004;80.0;51.0
3280;Vrouwen;Antillianen en Arubanen;Bachelor;Voltijdopleidingen;Cohort 1995;;
3281;Vrouwen;Antillianen en Arubanen;Bachelor;Voltijdopleidingen;Cohort 1996;;
3282;Vrouwen;Antillianen en Arubanen;Bachelor;Voltijdopleidingen;Cohort 1997;;
3283;Vrouwen;Antillianen en Arubanen;Bachelor;Voltijdopleidingen;Cohort 1998;;
3284;Vrouwen;Antillianen en Arubanen;Bachelor;Voltijdopleidingen;Cohort 1999;;
3285;Vrouwen;Antillianen en Arubanen;Bachelor;Voltijdopleidingen;Cohort 2000;;
3286;Vrouwen;Antillianen en Arubanen;Bachelor;Voltijdopleidingen;Cohort 2001;;
3287;Vrouwen;Antillianen en Arubanen;Bachelor;Voltijdopleidingen;Cohort 2002;10.0;
3288;Vrouwen;Antillianen en Arubanen;Bachelor;Voltijdopleidingen;Cohort 2003;20.0;
3289;Vrouwen;Antillianen en Arubanen;Bachelor;Voltijdopleidingen;Cohort 2004;80.0;52.0
3290;Vrouwen;Antillianen en Arubanen;Bachelor;Deeltijdopleidingen;Cohort 1995;;
3291;Vrouwen;Antillianen en Arubanen;Bachelor;Deeltijdopleidingen;Cohort 1996;;
3292;Vrouwen;Antillianen en Arubanen;Bachelor;Deeltijdopleidingen;Cohort 1997;;
3293;Vrouwen;Antillianen en Arubanen;Bachelor;Deeltijdopleidingen;Cohort 1998;;
3294;Vrouwen;Antillianen en Arubanen;Bachelor;Deeltijdopleidingen;Cohort 1999;;
3295;Vrouwen;Antillianen en Arubanen;Bachelor;Deeltijdopleidingen;Cohort 2000;;
3296;Vrouwen;Antillianen en Arubanen;Bachelor;Deeltijdopleidingen;Cohort 2001;;
3297;Vrouwen;Antillianen en Arubanen;Bachelor;Deeltijdopleidingen;Cohort 2002;;
3298;Vrouwen;Antillianen en Arubanen;Bachelor;Deeltijdopleidingen;Cohort 2003;0.0;
3299;Vrouwen;Antillianen en Arubanen;Bachelor;Deeltijdopleidingen;Cohort 2004;0.0;
3300;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1995;10.0;
3301;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1996;10.0;
3302;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1997;10.0;
3303;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1998;20.0;
3304;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1999;10.0;
3305;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2000;10.0;
3306;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2001;10.0;
3307;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2002;10.0;
3308;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2003;10.0;
3309;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2004;20.0;
3310;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1995;10.0;
