ID;Geslacht;KerkelijkeGezindte;Regio;Bewoners_1
7891;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Dalen;0
7892;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Dalfsen;4
7893;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Dantumadeel;1
7894;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Deil;0
7895;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Delden (Ambt-);0
7896;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Delden (Stad-);4
7897;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Delft;29
7898;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Delfzijl;0
7899;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Denekamp;2
7900;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Deurne;0
7901;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Deventer;31
7902;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Didam;0
7903;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Diemen;15
7904;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Diepenheim;0
7905;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Diepenveen;0
7906;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Diessen;0
7907;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Diever;0
7908;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Dinteloord en Prinsenland;0
7909;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Dinther;0
7910;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Dinxperlo;0
7911;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Dirksland;0
7912;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Dodewaard;0
7913;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Doesburg;0
7914;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Doetinchem;1
7915;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Dokkum;0
7916;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Domburg;0
7917;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Dommelen;0
7918;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Dongen;0
7919;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Doniawerstal;0
7920;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Doorn;3
7921;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Doornspijk;0
7922;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Dordrecht;19
7923;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Dreischor;0
7924;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Dreumel;0
7925;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Driebergen;8
7926;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Driel;0
7927;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Driewegen;0
7928;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Drunen;0
7929;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Druten;0
7930;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Dubbeldam;0
7931;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Duiven;0
7932;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Duivendijke;0
7933;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Dungen (den);0
7934;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Dussen;0
7935;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Dwingeloo;0
7936;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Echt;0
7937;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Echteld;0
7938;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Edam;5
7939;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Ede;8
7940;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Eede;0
7941;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Eelde;1
7942;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Eemnes;0
7943;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Eenrum;0
7944;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Eersel;0
7945;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Eethen;0
7946;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Egmond aan Zee;1
7947;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Egmond-Binnen;0
7948;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Eibergen;3
7949;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Eijgelshoven;9
7950;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Eijsden;0
7951;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Eindhoven;27
7952;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Elburg;0
7953;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Elkerzee;0
7954;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Ellemeet;0
7955;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Ellewoutsdijk;0
7956;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Elsloo;0
7957;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Elst;1
7958;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Emmen;0
7959;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Empel en Meerwijk;0
7960;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Engelen;0
7961;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Enkhuizen;154
7962;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Enschede;26
7963;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Epe;2
7964;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Ermelo;11
7965;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Erp;0
7966;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Esch;0
7967;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Escharen;0
7968;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Est en Opijnen;0
7969;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Etten en Leur;0
7970;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Everdingen;0
7971;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Ewijk;0
7972;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Ezinge;0
7973;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Ferwerderadeel;0
7974;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Fijnaart en Heijningen;0
7975;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Finsterwolde;0
7976;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Franeker;1
7977;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Franekeradeel;0
7978;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Gaasterland;0
7979;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Gameren;0
7980;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Gassel;0
7981;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Gasselte;0
7982;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Geertruid (St.);0
7983;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Geertruidenberg;0
7984;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Geervliet;0
7985;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Geffen;0
7986;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Geldermalsen;0
7987;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Geldrop;0
7988;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Geleen;2
7989;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Gemert;0
7990;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Gendringen;0
7991;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Genemuiden;0
7992;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Gennep;0
7993;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Gent;0
7994;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Geulle;0
7995;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Giessen;0
7996;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Giessendam;1
7997;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Giessen-Nieuwkerk;0
7998;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Gieten;0
7999;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Giethoorn;0
8000;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Gilze en Rijen;0
8001;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Ginneken en Bavel;6
8002;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Goedereede;0
8003;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Goes;1
8004;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Goirle;0
8005;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Goor;1
8006;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Gorinchem;73
8007;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Gorssel;0
8008;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Gouda;21
8009;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Gouderak;1
8010;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Goudriaan;0
8011;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Goudswaard;0
8012;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Graauw en Langendam;0
8013;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Grafhorst;0
8014;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Graft;0
8015;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Gramsbergen;0
8016;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Grathem;0
8017;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Grave;2
8018;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;'s-Graveland;0
8019;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;'s-Gravendeel;0
8020;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;'s-Gravenhage;298
8021;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;'s-Gravenpolder;0
8022;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;'s-Gravenzande;1
8023;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Grevenbicht;1
8024;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Grijpskerk;0
8025;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Grijpskerke;0
8026;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Groede;0
8027;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Groenlo;0
8028;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Groesbeek;1
8029;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Groningen;17
8030;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Gronsveld;0
8031;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Groot-Ammers;0
8032;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Grootebroek;0
8033;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Grootegast;0
8034;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Grubbenvorst;0
8035;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Gulpen;1
8036;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Haaften;0
8037;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Haaksbergen;0
8038;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Haamstede;0
8039;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Haaren;0
8040;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Haarlem;192
8041;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Haarlemmerliede en Spaarnwoude;0
8042;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Haarlemmermeer;19
8043;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Haarzuilens;0
8044;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Haastrecht;0
8045;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Haelen;0
8046;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hagestein;0
8047;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Halsteren;1
8048;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Ham (den);0
8049;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Haps;0
8050;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hardenberg (Ambt-);0
8051;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hardenberg (Stad-);0
8052;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Harderwijk;0
8053;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hardinxveld;0
8054;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Haren;2
8055;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Harenkarspel;0
8056;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Harlingen;97
8057;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Harmelen;0
8058;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Haskerland;1
8059;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hasselt;0
8060;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hattem;8
8061;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Havelte;0
8062;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hazerswoude;0
8063;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hedel;0
8064;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hedikhuizen;0
8065;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Heel en Panheel;0
8066;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Heemskerk;1
8067;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Heemstede;53
8068;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Heenvliet;0
8069;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Heer;0
8070;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;'s-Heer-Abtskerke;0
8071;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;'s-Heer-Arendskerke;0
8072;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Heerde;0
8073;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;'s-Heerenhoek;0
8074;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Heerewaarden;0
8075;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Heerhugowaard;0
8076;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Heerjansdam;0
8077;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Heerlen;9
8078;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Heesch;0
8079;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Heeswijk;0
8080;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Heeze;0
8081;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hei- en Boeicop;0
8082;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Heijthuizen;0
8083;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Heilo;3
8084;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Heinenoord;0
8085;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Heinkenszand;0
8086;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Heino;0
8087;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hekelingen;0
8088;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hekendorp;0
8089;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Helden;0
8090;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Helder (Den);383
8091;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hellendoorn;0
8092;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hellevoetsluis;2
8093;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Helmond;0
8094;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Helvoet (Nieuw-);0
8095;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Helvoirt;0
8096;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hemelumer Oldephaerd en Noordwolde;0
8097;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hemmen;0
8098;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hendrik-Ido-Ambacht;0
8099;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hengelo (Gld.);3
8100;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hengelo (O.);3
8101;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hengstdijk;0
8102;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hennaarderadeel;0
8103;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hensbroek;0
8104;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Herkingen;0
8105;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Herpen;0
8106;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Herpt;0
8107;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Herten;0
8108;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;'s-Hertogenbosch;0
8109;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Herwen en Aerdt;0
8110;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Herwijnen;0
8111;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Heteren;0
8112;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Heukelum;0
8113;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Heumen;0
8114;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Heusden;0
8115;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hillegersberg;8
8116;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hillegom;3
8117;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hilvarenbeek;0
8118;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hilversum;124
8119;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hindeloopen;0
8120;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hoedekenskerke;0
8121;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hoek;0
8122;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hoenkoop;0
8123;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hoensbroek;4
8124;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hoevelaken;0
8125;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hoeven;0
8126;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Holten;0
8127;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hontenisse;0
8128;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hoofdplaat;0
8129;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hoogblokland;0
8130;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hooge en Lage Mierde;0
8131;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hooge en Lage Zwaluwe;0
8132;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hoogeloon, Hapert en Casteren;0
8133;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hoogeveen;3
8134;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hoogezand;0
8135;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hoogkarspel;3
8136;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hoogkerk;0
8137;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hoogland;0
8138;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hoogvliet;0
8139;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hoogwoud;0
8140;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hoorn;203
8141;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hoornaar;0
8142;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Horn;0
8143;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Horssen;0
8144;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Horst;0
8145;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Houten;0
8146;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Houthem;0
8147;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Huijbergen;0
8148;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Huissen;0
8149;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Huizen;13
8150;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hulsberg;0
8151;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hulst;0
8152;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hummelo en Keppel;0
8153;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hunsel;0
8154;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Hurwenen;0
8155;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Idaarderadeel;1
8156;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Ilpendam;0
8157;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Itteren;0
8158;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Ittervoort;0
8159;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Jaarsveld;0
8160;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Jabeek;0
8161;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Janssteen (St.);0
8162;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Jisp;0
8163;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Jutphaas;1
8164;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kamerik;0
8165;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kampen;4
8166;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kamperveen;0
8167;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kantens;0
8168;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kapelle;0
8169;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kats;0
8170;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kattendijke;0
8171;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Katwijk;5
8172;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Katwoude;0
8173;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kedichem;0
8174;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kerkrade;6
8175;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kerkwerve;0
8176;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kerkwijk;0
8177;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kessel;0
8178;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kesteren;0
8179;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kethel en Spaland;1
8180;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Klaaswaal;0
8181;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Klimmen;0
8182;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kloetinge;0
8183;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kloosterburen;0
8184;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Klundert;0
8185;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kockengen;0
8186;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Koedijk;0
8187;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Koewacht;0
8188;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kollumerland en Nieuwkruisland;1
8189;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Koog aan de Zaan;1
8190;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kortenhoef;0
8191;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kortgene;0
8192;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Koudekerk;0
8193;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Koudekerke;0
8194;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Krabbendijke;0
8195;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Krimpen aan de Lek;0
8196;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Krimpen aan den IJssel;0
8197;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Krommenie;4
8198;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kruiningen;0
8199;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kruis (St.);0
8200;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kuinre;0
8201;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Kwadijk;0
8202;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Laag-Nieuwkoop;0
8203;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Landsmeer;4
8204;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Langbroek;0
8205;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Lange Ruige Weide;0
8206;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Langerak;0
8207;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Laren (Gld.);0
8208;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Laren (NH.);10
8209;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Laurens (St.);0
8210;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Leek;0
8211;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Leende;0
8212;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Leens;0
8213;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Leerbroek;0
8214;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;Leerdam;0
