ID;Geslacht;Leeftijden;SociaalEconomischeCategorie;PositieInHuishouden;Perioden;Emigranten_1
6880;Vrouwen;Totaal leeftijd;Werknemer en zelfstandige;Overig lid huishouden;2004;0.5
6881;Vrouwen;Totaal leeftijd;Werknemer en zelfstandige;Overig lid huishouden;2005;0.4
6882;Vrouwen;Totaal leeftijd;Werknemer en zelfstandige;Overig lid huishouden;2006;0.6
6883;Vrouwen;Totaal leeftijd;Werknemer en zelfstandige;Overig lid huishouden;2007;0.6
6884;Vrouwen;Totaal leeftijd;Werknemer en zelfstandige;Overig lid huishouden;2008;0.6
6885;Vrouwen;Totaal leeftijd;Werknemer en zelfstandige;Overig lid huishouden;2009;0.6
6886;Vrouwen;Totaal leeftijd;Werknemer en zelfstandige;Overig lid huishouden;2010;0.6
6887;Vrouwen;Totaal leeftijd;Werknemer en zelfstandige;Overig lid huishouden;2011;0.7
6888;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Persoon in particulier huishouden;2000;2.6
6889;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Persoon in particulier huishouden;2001;2.9
6890;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Persoon in particulier huishouden;2002;3.2
6891;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Persoon in particulier huishouden;2003;3.7
6892;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Persoon in particulier huishouden;2004;4.6
6893;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Persoon in particulier huishouden;2005;5.0
6894;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Persoon in particulier huishouden;2006;5.1
6895;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Persoon in particulier huishouden;2007;4.6
6896;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Persoon in particulier huishouden;2008;4.1
6897;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Persoon in particulier huishouden;2009;3.9
6898;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Persoon in particulier huishouden;2010;4.3
6899;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Persoon in particulier huishouden;2011;4.5
6900;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Alleenstaande;2000;0.7
6901;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Alleenstaande;2001;0.7
6902;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Alleenstaande;2002;0.8
6903;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Alleenstaande;2003;1.0
6904;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Alleenstaande;2004;1.2
6905;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Alleenstaande;2005;1.2
6906;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Alleenstaande;2006;1.3
6907;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Alleenstaande;2007;1.2
6908;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Alleenstaande;2008;1.1
6909;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Alleenstaande;2009;1.1
6910;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Alleenstaande;2010;1.1
6911;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Alleenstaande;2011;1.3
6912;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Thuiswonend kind;2000;0.1
6913;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Thuiswonend kind;2001;0.1
6914;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Thuiswonend kind;2002;0.1
6915;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Thuiswonend kind;2003;0.1
6916;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Thuiswonend kind;2004;0.1
6917;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Thuiswonend kind;2005;0.2
6918;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Thuiswonend kind;2006;0.2
6919;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Thuiswonend kind;2007;0.2
6920;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Thuiswonend kind;2008;0.1
6921;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Thuiswonend kind;2009;0.1
6922;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Thuiswonend kind;2010;0.2
6923;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Thuiswonend kind;2011;0.2
6924;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Ouder in eenouderhuishouden;2000;0.5
6925;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Ouder in eenouderhuishouden;2001;0.7
6926;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Ouder in eenouderhuishouden;2002;0.6
6927;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Ouder in eenouderhuishouden;2003;0.8
6928;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Ouder in eenouderhuishouden;2004;1.0
6929;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Ouder in eenouderhuishouden;2005;1.0
6930;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Ouder in eenouderhuishouden;2006;1.0
6931;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Ouder in eenouderhuishouden;2007;0.9
6932;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Ouder in eenouderhuishouden;2008;0.7
6933;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Ouder in eenouderhuishouden;2009;0.6
6934;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Ouder in eenouderhuishouden;2010;0.7
6935;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Ouder in eenouderhuishouden;2011;0.7
6936;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar met kind(eren);2000;0.5
6937;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar met kind(eren);2001;0.5
6938;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar met kind(eren);2002;0.6
6939;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar met kind(eren);2003;0.7
6940;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar met kind(eren);2004;0.9
6941;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar met kind(eren);2005;1.0
6942;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar met kind(eren);2006;1.0
6943;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar met kind(eren);2007;0.8
6944;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar met kind(eren);2008;0.7
6945;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar met kind(eren);2009;0.6
6946;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar met kind(eren);2010;0.8
6947;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar met kind(eren);2011;0.7
6948;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar, geen kind(eren);2000;0.5
6949;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar, geen kind(eren);2001;0.7
6950;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar, geen kind(eren);2002;0.7
6951;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar, geen kind(eren);2003;0.8
6952;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar, geen kind(eren);2004;1.0
6953;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar, geen kind(eren);2005;1.2
6954;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar, geen kind(eren);2006;1.2
6955;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar, geen kind(eren);2007;1.1
6956;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar, geen kind(eren);2008;1.0
6957;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar, geen kind(eren);2009;1.0
6958;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar, geen kind(eren);2010;1.0
6959;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Partner in paar, geen kind(eren);2011;1.0
6960;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Overig lid huishouden;2000;0.2
6961;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Overig lid huishouden;2001;0.3
6962;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Overig lid huishouden;2002;0.3
6963;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Overig lid huishouden;2003;0.4
6964;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Overig lid huishouden;2004;0.4
6965;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Overig lid huishouden;2005;0.4
6966;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Overig lid huishouden;2006;0.4
6967;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Overig lid huishouden;2007;0.4
6968;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Overig lid huishouden;2008;0.4
6969;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Overig lid huishouden;2009;0.4
6970;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Overig lid huishouden;2010;0.5
6971;Vrouwen;Totaal leeftijd;Uitkeringsontvanger;Overig lid huishouden;2011;0.5
6972;Vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2000;9.0
6973;Vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2001;9.1
6974;Vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2002;10.0
6975;Vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2003;11.3
6976;Vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2004;12.8
6977;Vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2005;14.1
6978;Vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2006;15.2
6979;Vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2007;14.3
6980;Vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2008;13.9
6981;Vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2009;12.8
6982;Vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2010;13.8
6983;Vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2011;14.7
6984;Vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2000;0.6
6985;Vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2001;0.5
6986;Vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2002;0.6
6987;Vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2003;0.8
6988;Vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2004;1.2
6989;Vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2005;1.5
6990;Vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2006;1.9
6991;Vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2007;1.9
6992;Vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2008;2.2
6993;Vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2009;2.5
6994;Vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2010;2.8
6995;Vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2011;3.3
6996;Vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2000;7.4
6997;Vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2001;7.5
6998;Vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2002;8.1
6999;Vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2003;8.7
7000;Vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2004;9.9
7001;Vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2005;10.9
7002;Vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2006;11.4
7003;Vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2007;10.6
7004;Vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2008;9.9
7005;Vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2009;8.5
7006;Vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2010;8.9
7007;Vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2011;9.1
7008;Vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2000;0.0
7009;Vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2001;0.0
7010;Vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2002;0.0
7011;Vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2003;0.0
7012;Vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2004;0.0
7013;Vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2005;0.1
7014;Vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2006;0.1
7015;Vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2007;0.1
7016;Vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2008;0.1
7017;Vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2009;0.1
7018;Vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2010;0.1
7019;Vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2011;0.1
7020;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2000;0.0
7021;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2001;0.0
7022;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2002;0.0
7023;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2003;0.0
7024;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2004;0.0
7025;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2005;0.1
7026;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2006;0.1
7027;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2007;0.1
7028;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2008;0.1
7029;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2009;0.1
7030;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2010;0.1
7031;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2011;0.1
7032;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2000;0.1
7033;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2001;0.2
7034;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2002;0.2
7035;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2003;0.2
7036;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2004;0.3
7037;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2005;0.4
7038;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2006;0.5
7039;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2007;0.5
7040;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2008;0.5
7041;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2009;0.5
7042;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2010;0.7
7043;Vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2011;0.7
7044;Vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2000;0.9
7045;Vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2001;0.9
7046;Vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2002;1.0
7047;Vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2003;1.4
7048;Vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2004;1.4
7049;Vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2005;1.1
7050;Vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2006;1.2
7051;Vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2007;1.1
7052;Vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2008;1.1
7053;Vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2009;1.1
7054;Vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2010;1.2
7055;Vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2011;1.4
7056;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2000;15.7
7057;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2001;15.8
7058;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2002;17.9
7059;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2003;19.2
7060;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2004;20.2
7061;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2005;21.9
7062;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2006;25.2
7063;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2007;23.7
7064;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2008;23.3
7065;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2009;24.6
7066;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2010;25.1
7067;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2011;28.8
7068;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2000;4.6
7069;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2001;4.7
7070;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2002;5.8
7071;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2003;6.0
7072;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2004;6.8
7073;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2005;7.1
7074;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2006;8.7
7075;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2007;8.5
7076;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2008;8.7
7077;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2009;10.1
7078;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2010;10.7
7079;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2011;11.5
7080;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2000;1.3
7081;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2001;1.3
7082;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2002;1.3
7083;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2003;1.4
7084;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2004;1.6
7085;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2005;2.2
7086;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2006;2.5
7087;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2007;2.0
7088;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2008;1.9
7089;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2009;1.9
7090;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2010;1.9
7091;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2011;3.8
7092;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2000;0.8
7093;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2001;0.8
7094;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2002;1.0
7095;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2003;1.2
7096;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2004;1.2
7097;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2005;1.4
7098;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2006;1.4
7099;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2007;1.2
7100;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2008;1.1
7101;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2009;1.0
7102;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2010;1.0
7103;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2011;1.0
7104;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2000;4.0
7105;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2001;4.0
7106;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2002;4.1
7107;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2003;4.2
7108;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2004;4.6
7109;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2005;5.0
7110;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2006;5.3
7111;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2007;4.9
7112;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2008;4.5
7113;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2009;4.2
7114;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2010;4.2
7115;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2011;4.3
7116;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2000;3.3
7117;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2001;3.4
7118;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2002;3.8
7119;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2003;3.9
7120;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2004;4.0
7121;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2005;4.5
7122;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2006;5.0
7123;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2007;4.7
7124;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2008;4.5
7125;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2009;4.7
7126;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2010;4.6
7127;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2011;4.9
7128;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2000;1.7
7129;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2001;1.7
7130;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2002;1.8
7131;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2003;2.4
7132;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2004;2.0
7133;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2005;1.8
7134;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2006;2.4
7135;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2007;2.4
7136;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2008;2.5
7137;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2009;2.7
7138;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2010;2.7
7139;Vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2011;3.2
7140;Vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2000;7.3
7141;Vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2001;7.5
7142;Vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2002;7.9
7143;Vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2003;8.9
7144;Vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2004;9.7
7145;Vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2005;10.3
7146;Vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2006;10.7
7147;Vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2007;9.8
7148;Vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2008;9.2
7149;Vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2009;8.1
7150;Vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2010;8.5
7151;Vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2011;8.8
7152;Vrouwen;Jonger dan 15 jaar;Totaal;Alleenstaande;2000;
7153;Vrouwen;Jonger dan 15 jaar;Totaal;Alleenstaande;2001;
7154;Vrouwen;Jonger dan 15 jaar;Totaal;Alleenstaande;2002;
7155;Vrouwen;Jonger dan 15 jaar;Totaal;Alleenstaande;2003;
7156;Vrouwen;Jonger dan 15 jaar;Totaal;Alleenstaande;2004;
7157;Vrouwen;Jonger dan 15 jaar;Totaal;Alleenstaande;2005;
7158;Vrouwen;Jonger dan 15 jaar;Totaal;Alleenstaande;2006;
7159;Vrouwen;Jonger dan 15 jaar;Totaal;Alleenstaande;2007;
7160;Vrouwen;Jonger dan 15 jaar;Totaal;Alleenstaande;2008;
