ID;Sex;Age;Nationality;CaribbeanNetherlands;Periods;PopulationOnJanuary1st_1
450;Total male and female;Total;North America;Caribbean Netherlands;2013;1757
451;Total male and female;Total;North America;Caribbean Netherlands;2014;1677
452;Total male and female;Total;North America;Caribbean Netherlands;2015;1527
453;Total male and female;Total;North America;Caribbean Netherlands;2016;1270
454;Total male and female;Total;North America;Caribbean Netherlands;2017;906
455;Total male and female;Total;North America;Caribbean Netherlands;2018;965
456;Total male and female;Total;North America;Caribbean Netherlands;2019;777
457;Total male and female;Total;North America;Caribbean Netherlands;2020;836
458;Total male and female;Total;North America;Caribbean Netherlands;2021;858
459;Total male and female;Total;North America;Caribbean Netherlands;2022;850
460;Total male and female;Total;North America;Caribbean Netherlands;2023;1036
461;Total male and female;Total;North America;Caribbean Netherlands;2024;1058
462;Total male and female;Total;North America;Bonaire;2011;391
463;Total male and female;Total;North America;Bonaire;2012;568
464;Total male and female;Total;North America;Bonaire;2013;678
465;Total male and female;Total;North America;Bonaire;2014;777
466;Total male and female;Total;North America;Bonaire;2015;796
467;Total male and female;Total;North America;Bonaire;2016;804
468;Total male and female;Total;North America;Bonaire;2017;394
469;Total male and female;Total;North America;Bonaire;2018;358
470;Total male and female;Total;North America;Bonaire;2019;383
471;Total male and female;Total;North America;Bonaire;2020;440
472;Total male and female;Total;North America;Bonaire;2021;477
473;Total male and female;Total;North America;Bonaire;2022;513
474;Total male and female;Total;North America;Bonaire;2023;624
475;Total male and female;Total;North America;Bonaire;2024;685
476;Total male and female;Total;North America;St. Eustatius;2011;427
477;Total male and female;Total;North America;St. Eustatius;2012;461
478;Total male and female;Total;North America;St. Eustatius;2013;510
479;Total male and female;Total;North America;St. Eustatius;2014;490
480;Total male and female;Total;North America;St. Eustatius;2015;416
481;Total male and female;Total;North America;St. Eustatius;2016;93
482;Total male and female;Total;North America;St. Eustatius;2017;94
483;Total male and female;Total;North America;St. Eustatius;2018;87
484;Total male and female;Total;North America;St. Eustatius;2019;65
485;Total male and female;Total;North America;St. Eustatius;2020;61
486;Total male and female;Total;North America;St. Eustatius;2021;65
487;Total male and female;Total;North America;St. Eustatius;2022;69
488;Total male and female;Total;North America;St. Eustatius;2023;80
489;Total male and female;Total;North America;St. Eustatius;2024;63
490;Total male and female;Total;North America;Saba;2011;423
491;Total male and female;Total;North America;Saba;2012;560
492;Total male and female;Total;North America;Saba;2013;569
493;Total male and female;Total;North America;Saba;2014;410
494;Total male and female;Total;North America;Saba;2015;315
495;Total male and female;Total;North America;Saba;2016;373
496;Total male and female;Total;North America;Saba;2017;418
497;Total male and female;Total;North America;Saba;2018;520
498;Total male and female;Total;North America;Saba;2019;329
499;Total male and female;Total;North America;Saba;2020;335
500;Total male and female;Total;North America;Saba;2021;316
501;Total male and female;Total;North America;Saba;2022;268
502;Total male and female;Total;North America;Saba;2023;332
503;Total male and female;Total;North America;Saba;2024;310
504;Total male and female;Total;Central and  South America;Caribbean Netherlands;2011;2734
505;Total male and female;Total;Central and  South America;Caribbean Netherlands;2012;2858
506;Total male and female;Total;Central and  South America;Caribbean Netherlands;2013;3068
507;Total male and female;Total;Central and  South America;Caribbean Netherlands;2014;3305
508;Total male and female;Total;Central and  South America;Caribbean Netherlands;2015;3390
509;Total male and female;Total;Central and  South America;Caribbean Netherlands;2016;3262
510;Total male and female;Total;Central and  South America;Caribbean Netherlands;2017;3141
511;Total male and female;Total;Central and  South America;Caribbean Netherlands;2018;3335
512;Total male and female;Total;Central and  South America;Caribbean Netherlands;2019;3492
513;Total male and female;Total;Central and  South America;Caribbean Netherlands;2020;3796
514;Total male and female;Total;Central and  South America;Caribbean Netherlands;2021;3884
515;Total male and female;Total;Central and  South America;Caribbean Netherlands;2022;4240
516;Total male and female;Total;Central and  South America;Caribbean Netherlands;2023;4876
517;Total male and female;Total;Central and  South America;Caribbean Netherlands;2024;5545
518;Total male and female;Total;Central and  South America;Bonaire;2011;1893
519;Total male and female;Total;Central and  South America;Bonaire;2012;1988
520;Total male and female;Total;Central and  South America;Bonaire;2013;2156
521;Total male and female;Total;Central and  South America;Bonaire;2014;2320
522;Total male and female;Total;Central and  South America;Bonaire;2015;2406
523;Total male and female;Total;Central and  South America;Bonaire;2016;2557
524;Total male and female;Total;Central and  South America;Bonaire;2017;2391
525;Total male and female;Total;Central and  South America;Bonaire;2018;2525
526;Total male and female;Total;Central and  South America;Bonaire;2019;2772
527;Total male and female;Total;Central and  South America;Bonaire;2020;3043
528;Total male and female;Total;Central and  South America;Bonaire;2021;3174
529;Total male and female;Total;Central and  South America;Bonaire;2022;3478
530;Total male and female;Total;Central and  South America;Bonaire;2023;4044
531;Total male and female;Total;Central and  South America;Bonaire;2024;4652
532;Total male and female;Total;Central and  South America;St. Eustatius;2011;625
533;Total male and female;Total;Central and  South America;St. Eustatius;2012;653
534;Total male and female;Total;Central and  South America;St. Eustatius;2013;682
535;Total male and female;Total;Central and  South America;St. Eustatius;2014;733
536;Total male and female;Total;Central and  South America;St. Eustatius;2015;722
537;Total male and female;Total;Central and  South America;St. Eustatius;2016;423
538;Total male and female;Total;Central and  South America;St. Eustatius;2017;455
539;Total male and female;Total;Central and  South America;St. Eustatius;2018;516
540;Total male and female;Total;Central and  South America;St. Eustatius;2019;456
541;Total male and female;Total;Central and  South America;St. Eustatius;2020;468
542;Total male and female;Total;Central and  South America;St. Eustatius;2021;426
543;Total male and female;Total;Central and  South America;St. Eustatius;2022;451
544;Total male and female;Total;Central and  South America;St. Eustatius;2023;478
545;Total male and female;Total;Central and  South America;St. Eustatius;2024;490
546;Total male and female;Total;Central and  South America;Saba;2011;216
547;Total male and female;Total;Central and  South America;Saba;2012;217
548;Total male and female;Total;Central and  South America;Saba;2013;230
549;Total male and female;Total;Central and  South America;Saba;2014;252
550;Total male and female;Total;Central and  South America;Saba;2015;262
551;Total male and female;Total;Central and  South America;Saba;2016;282
552;Total male and female;Total;Central and  South America;Saba;2017;295
553;Total male and female;Total;Central and  South America;Saba;2018;294
554;Total male and female;Total;Central and  South America;Saba;2019;264
555;Total male and female;Total;Central and  South America;Saba;2020;285
556;Total male and female;Total;Central and  South America;Saba;2021;284
557;Total male and female;Total;Central and  South America;Saba;2022;311
558;Total male and female;Total;Central and  South America;Saba;2023;354
559;Total male and female;Total;Central and  South America;Saba;2024;403
560;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2011;251
561;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2012;331
562;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2013;380
563;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2014;436
564;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2015;417
565;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2016;443
566;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2017;416
567;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2018;442
568;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2019;426
569;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2020;458
570;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2021;392
571;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2022;402
572;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2023;425
573;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2024;446
574;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2011;162
575;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2012;201
576;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2013;228
577;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2014;273
578;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2015;293
579;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2016;313
580;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2017;279
581;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2018;295
582;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2019;312
583;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2020;335
584;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2021;307
585;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2022;306
586;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2023;338
587;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2024;366
588;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2011;53
589;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2012;80
590;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2013;97
591;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2014;109
592;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2015;69
593;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2016;63
594;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2017;68
595;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2018;65
596;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2019;54
597;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2020;64
598;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2021;57
599;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2022;60
600;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2023;55
601;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2024;51
602;Total male and female;Total;European Union (excluding Dutch natio...;Saba;2011;36
603;Total male and female;Total;European Union (excluding Dutch natio...;Saba;2012;50
604;Total male and female;Total;European Union (excluding Dutch natio...;Saba;2013;55
605;Total male and female;Total;European Union (excluding Dutch natio...;Saba;2014;54
606;Total male and female;Total;European Union (excluding Dutch natio...;Saba;2015;55
607;Total male and female;Total;European Union (excluding Dutch natio...;Saba;2016;67
608;Total male and female;Total;European Union (excluding Dutch natio...;Saba;2017;69
609;Total male and female;Total;European Union (excluding Dutch natio...;Saba;2018;82
610;Total male and female;Total;European Union (excluding Dutch natio...;Saba;2019;60
611;Total male and female;Total;European Union (excluding Dutch natio...;Saba;2020;59
612;Total male and female;Total;European Union (excluding Dutch natio...;Saba;2021;28
613;Total male and female;Total;European Union (excluding Dutch natio...;Saba;2022;36
614;Total male and female;Total;European Union (excluding Dutch natio...;Saba;2023;32
615;Total male and female;Total;European Union (excluding Dutch natio...;Saba;2024;29
616;Total male and female;Total;European Union (including Dutch natio...;Caribbean Netherlands;2011;16670
617;Total male and female;Total;European Union (including Dutch natio...;Caribbean Netherlands;2012;17387
618;Total male and female;Total;European Union (including Dutch natio...;Caribbean Netherlands;2013;17957
