ID;RegioS;Migratieachtergrond;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
1471;Edam-Volendam;Nederlandse achtergrond;17.5;18.6
1472;Edam-Volendam;Met migratieachtergrond;1.0;16.4
1473;Edam-Volendam;Westerse migratieachtergrond;0.7;18.1
1474;Edam-Volendam;Niet-westerse migratieachtergrond;0.3;13.2
1475;Enkhuizen;Totaal;11.5;16.2
1476;Enkhuizen;Nederlandse achtergrond;10.3;16.4
1477;Enkhuizen;Met migratieachtergrond;1.2;14.6
1478;Enkhuizen;Westerse migratieachtergrond;0.7;16.0
1479;Enkhuizen;Niet-westerse migratieachtergrond;0.5;12.8
1480;Haarlem;Totaal;102.7;17.3
1481;Haarlem;Nederlandse achtergrond;84.0;17.5
1482;Haarlem;Met migratieachtergrond;18.7;16.2
1483;Haarlem;Westerse migratieachtergrond;10.2;18.1
1484;Haarlem;Niet-westerse migratieachtergrond;8.5;13.8
1485;Haarlemmerliede c.a.;Totaal;3.6;19.2
1486;Haarlemmerliede c.a.;Nederlandse achtergrond;3.3;18.9
1487;Haarlemmerliede c.a.;Met migratieachtergrond;0.3;22.3
1488;Haarlemmerliede c.a.;Westerse migratieachtergrond;0.2;22.2
1489;Haarlemmerliede c.a.;Niet-westerse migratieachtergrond;;
1490;Haarlemmermeer;Totaal;79.2;18.7
1491;Haarlemmermeer;Nederlandse achtergrond;67.0;18.9
1492;Haarlemmermeer;Met migratieachtergrond;12.2;18.1
1493;Haarlemmermeer;Westerse migratieachtergrond;7.5;19.4
1494;Haarlemmermeer;Niet-westerse migratieachtergrond;4.7;16.2
1495;Harenkarspel;Totaal;10.1;17.0
1496;Harenkarspel;Nederlandse achtergrond;9.6;17.1
1497;Harenkarspel;Met migratieachtergrond;0.6;15.3
1498;Harenkarspel;Westerse migratieachtergrond;0.4;16.2
1499;Harenkarspel;Niet-westerse migratieachtergrond;;
1500;Heemskerk;Totaal;24.5;17.3
1501;Heemskerk;Nederlandse achtergrond;20.9;17.6
1502;Heemskerk;Met migratieachtergrond;3.6;15.4
1503;Heemskerk;Westerse migratieachtergrond;2.4;16.3
1504;Heemskerk;Niet-westerse migratieachtergrond;1.2;13.6
1505;Heemstede;Totaal;17.7;23.1
1506;Heemstede;Nederlandse achtergrond;15.2;22.8
1507;Heemstede;Met migratieachtergrond;2.5;24.6
1508;Heemstede;Westerse migratieachtergrond;2.0;26.8
1509;Heemstede;Niet-westerse migratieachtergrond;0.5;15.9
1510;Heerhugowaard;Totaal;30.7;16.9
1511;Heerhugowaard;Nederlandse achtergrond;26.7;17.2
1512;Heerhugowaard;Met migratieachtergrond;4.0;15.6
1513;Heerhugowaard;Westerse migratieachtergrond;2.2;16.2
1514;Heerhugowaard;Niet-westerse migratieachtergrond;1.7;14.7
1515;Heiloo;Totaal;14.7;19.8
1516;Heiloo;Nederlandse achtergrond;13.6;19.6
1517;Heiloo;Met migratieachtergrond;1.2;22.1
1518;Heiloo;Westerse migratieachtergrond;0.9;23.8
1519;Heiloo;Niet-westerse migratieachtergrond;0.3;16.6
1520;Den Helder;Totaal;40.1;16.0
1521;Den Helder;Nederlandse achtergrond;33.8;16.2
1522;Den Helder;Met migratieachtergrond;6.2;14.9
1523;Den Helder;Westerse migratieachtergrond;4.2;15.9
1524;Den Helder;Niet-westerse migratieachtergrond;2.0;12.8
1525;Hilversum;Totaal;57.8;18.9
1526;Hilversum;Nederlandse achtergrond;48.6;19.1
1527;Hilversum;Met migratieachtergrond;9.2;18.0
1528;Hilversum;Westerse migratieachtergrond;5.8;19.9
1529;Hilversum;Niet-westerse migratieachtergrond;3.4;14.5
1530;Hoorn;Totaal;44.4;17.0
1531;Hoorn;Nederlandse achtergrond;37.4;17.2
1532;Hoorn;Met migratieachtergrond;6.9;16.2
1533;Hoorn;Westerse migratieachtergrond;3.5;18.2
1534;Hoorn;Niet-westerse migratieachtergrond;3.4;14.2
1535;Huizen;Totaal;27.5;19.2
1536;Huizen;Nederlandse achtergrond;23.3;19.3
1537;Huizen;Met migratieachtergrond;4.1;18.5
1538;Huizen;Westerse migratieachtergrond;2.8;20.2
1539;Huizen;Niet-westerse migratieachtergrond;1.4;15.0
1540;Niedorp;Totaal;7.4;17.5
1541;Niedorp;Nederlandse achtergrond;7.1;17.4
1542;Niedorp;Met migratieachtergrond;0.3;17.8
1543;Niedorp;Westerse migratieachtergrond;0.3;19.2
1544;Niedorp;Niet-westerse migratieachtergrond;;
1545;Landsmeer;Totaal;7.1;19.3
1546;Landsmeer;Nederlandse achtergrond;6.4;19.2
1547;Landsmeer;Met migratieachtergrond;0.6;20.5
1548;Landsmeer;Westerse migratieachtergrond;0.5;21.7
1549;Landsmeer;Niet-westerse migratieachtergrond;;
1550;Langedijk;Totaal;16.2;17.7
1551;Langedijk;Nederlandse achtergrond;15.0;17.7
1552;Langedijk;Met migratieachtergrond;1.2;16.7
1553;Langedijk;Westerse migratieachtergrond;0.8;18.1
1554;Langedijk;Niet-westerse migratieachtergrond;0.4;13.8
1555;Laren;Totaal;7.4;24.6
1556;Laren;Nederlandse achtergrond;6.5;24.3
1557;Laren;Met migratieachtergrond;1.0;26.6
1558;Laren;Westerse migratieachtergrond;0.8;28.0
1559;Laren;Niet-westerse migratieachtergrond;;
1560;Medemblik;Totaal;5.1;16.7
1561;Medemblik;Nederlandse achtergrond;4.6;17.0
1562;Medemblik;Met migratieachtergrond;0.6;14.2
1563;Medemblik;Westerse migratieachtergrond;0.3;14.4
1564;Medemblik;Niet-westerse migratieachtergrond;0.3;14.0
1565;Muiden;Totaal;4.4;21.2
1566;Muiden;Nederlandse achtergrond;3.8;21.0
1567;Muiden;Met migratieachtergrond;0.6;22.0
1568;Muiden;Westerse migratieachtergrond;0.5;23.4
1569;Muiden;Niet-westerse migratieachtergrond;;
1570;Naarden;Totaal;10.9;24.5
1571;Naarden;Nederlandse achtergrond;9.2;24.2
1572;Naarden;Met migratieachtergrond;1.7;25.8
1573;Naarden;Westerse migratieachtergrond;1.3;28.0
1574;Naarden;Niet-westerse migratieachtergrond;0.4;19.4
1575;Obdam;Totaal;4.2;17.0
1576;Obdam;Nederlandse achtergrond;4.0;17.0
1577;Obdam;Met migratieachtergrond;0.2;18.4
1578;Obdam;Westerse migratieachtergrond;;
1579;Obdam;Niet-westerse migratieachtergrond;;
1580;Oostzaan;Totaal;6.2;18.4
1581;Oostzaan;Nederlandse achtergrond;5.7;18.4
1582;Oostzaan;Met migratieachtergrond;0.6;18.4
1583;Oostzaan;Westerse migratieachtergrond;0.4;19.3
1584;Oostzaan;Niet-westerse migratieachtergrond;;
1585;Opmeer;Totaal;7.2;16.9
1586;Opmeer;Nederlandse achtergrond;6.9;16.8
1587;Opmeer;Met migratieachtergrond;0.4;17.6
1588;Opmeer;Westerse migratieachtergrond;0.3;18.2
1589;Opmeer;Niet-westerse migratieachtergrond;;
1590;Ouder-Amstel;Totaal;9.0;20.8
1591;Ouder-Amstel;Nederlandse achtergrond;7.7;20.9
1592;Ouder-Amstel;Met migratieachtergrond;1.3;20.2
1593;Ouder-Amstel;Westerse migratieachtergrond;0.9;22.3
1594;Ouder-Amstel;Niet-westerse migratieachtergrond;0.5;16.3
1595;Purmerend;Totaal;50.1;16.7
1596;Purmerend;Nederlandse achtergrond;41.1;17.0
1597;Purmerend;Met migratieachtergrond;9.0;15.5
1598;Purmerend;Westerse migratieachtergrond;4.6;16.1
1599;Purmerend;Niet-westerse migratieachtergrond;4.5;14.8
1600;Schagen;Totaal;11.6;17.0
1601;Schagen;Nederlandse achtergrond;10.4;17.2
1602;Schagen;Met migratieachtergrond;1.2;15.7
1603;Schagen;Westerse migratieachtergrond;0.9;16.5
1604;Schagen;Niet-westerse migratieachtergrond;0.3;13.5
1605;Texel;Totaal;8.9;16.1
1606;Texel;Nederlandse achtergrond;8.4;16.2
1607;Texel;Met migratieachtergrond;0.6;14.9
1608;Texel;Westerse migratieachtergrond;0.5;15.4
1609;Texel;Niet-westerse migratieachtergrond;;
1610;Uitgeest;Totaal;7.6;18.6
1611;Uitgeest;Nederlandse achtergrond;7.0;18.6
1612;Uitgeest;Met migratieachtergrond;0.6;19.0
1613;Uitgeest;Westerse migratieachtergrond;0.5;19.9
1614;Uitgeest;Niet-westerse migratieachtergrond;;
1615;Uithoorn;Totaal;18.0;19.5
1616;Uithoorn;Nederlandse achtergrond;15.6;19.5
1617;Uithoorn;Met migratieachtergrond;2.4;19.4
1618;Uithoorn;Westerse migratieachtergrond;1.7;20.6
1619;Uithoorn;Niet-westerse migratieachtergrond;0.7;16.6
1620;Velsen;Totaal;45.7;17.5
1621;Velsen;Nederlandse achtergrond;40.4;17.6
1622;Velsen;Met migratieachtergrond;5.4;16.9
1623;Velsen;Westerse migratieachtergrond;3.6;18.5
1624;Velsen;Niet-westerse migratieachtergrond;1.8;13.7
1625;Venhuizen;Totaal;5.0;17.7
1626;Venhuizen;Nederlandse achtergrond;4.7;17.9
1627;Venhuizen;Met migratieachtergrond;0.4;15.2
1628;Venhuizen;Westerse migratieachtergrond;0.3;14.9
1629;Venhuizen;Niet-westerse migratieachtergrond;;
1630;Weesp;Totaal;12.7;18.1
1631;Weesp;Nederlandse achtergrond;10.4;18.3
1632;Weesp;Met migratieachtergrond;2.3;17.0
1633;Weesp;Westerse migratieachtergrond;1.3;18.8
1634;Weesp;Niet-westerse migratieachtergrond;1.0;14.6
1635;Schermer;Totaal;3.2;19.8
1636;Schermer;Nederlandse achtergrond;3.0;18.9
1637;Schermer;Met migratieachtergrond;;
1638;Schermer;Westerse migratieachtergrond;;
1639;Schermer;Niet-westerse migratieachtergrond;;
1640;Wervershoof;Totaal;5.3;16.2
1641;Wervershoof;Nederlandse achtergrond;5.1;16.4
1642;Wervershoof;Met migratieachtergrond;0.2;11.7
1643;Wervershoof;Westerse migratieachtergrond;;
1644;Wervershoof;Niet-westerse migratieachtergrond;;
1645;Wieringen;Totaal;5.5;18.1
1646;Wieringen;Nederlandse achtergrond;5.3;18.2
1647;Wieringen;Met migratieachtergrond;0.3;16.0
1648;Wieringen;Westerse migratieachtergrond;0.3;16.2
1649;Wieringen;Niet-westerse migratieachtergrond;;
1650;Wieringermeer;Totaal;8.1;16.1
1651;Wieringermeer;Nederlandse achtergrond;7.7;16.1
1652;Wieringermeer;Met migratieachtergrond;0.5;16.5
1653;Wieringermeer;Westerse migratieachtergrond;0.4;16.7
1654;Wieringermeer;Niet-westerse migratieachtergrond;;
1655;Wognum;Totaal;5.2;17.0
1656;Wognum;Nederlandse achtergrond;4.9;17.0
1657;Wognum;Met migratieachtergrond;0.3;16.6
1658;Wognum;Westerse migratieachtergrond;0.2;17.9
1659;Wognum;Niet-westerse migratieachtergrond;;
1660;Zandvoort;Totaal;11.8;18.5
1661;Zandvoort;Nederlandse achtergrond;10.1;18.5
1662;Zandvoort;Met migratieachtergrond;1.7;18.8
1663;Zandvoort;Westerse migratieachtergrond;1.3;19.3
1664;Zandvoort;Niet-westerse migratieachtergrond;0.3;16.6
1665;Zijpe;Totaal;7.3;17.0
1666;Zijpe;Nederlandse achtergrond;6.9;17.1
1667;Zijpe;Met migratieachtergrond;0.5;16.4
1668;Zijpe;Westerse migratieachtergrond;0.4;17.3
1669;Zijpe;Niet-westerse migratieachtergrond;;
1670;Zeevang;Totaal;4.2;18.7
1671;Zeevang;Nederlandse achtergrond;3.8;18.8
1672;Zeevang;Met migratieachtergrond;0.4;18.4
1673;Zeevang;Westerse migratieachtergrond;0.3;18.5
1674;Zeevang;Niet-westerse migratieachtergrond;;
1675;Zaanstad;Totaal;94.0;16.8
1676;Zaanstad;Nederlandse achtergrond;76.3;17.1
1677;Zaanstad;Met migratieachtergrond;17.7;15.2
1678;Zaanstad;Westerse migratieachtergrond;8.1;16.8
1679;Zaanstad;Niet-westerse migratieachtergrond;9.6;13.9
1680;Ter Aar;Totaal;5.8;18.2
1681;Ter Aar;Nederlandse achtergrond;5.4;18.3
1682;Ter Aar;Met migratieachtergrond;0.3;17.7
1683;Ter Aar;Westerse migratieachtergrond;0.2;20.1
1684;Ter Aar;Niet-westerse migratieachtergrond;;
1685;Alblasserdam;Totaal;11.5;16.7
1686;Alblasserdam;Nederlandse achtergrond;10.1;17.0
1687;Alblasserdam;Met migratieachtergrond;1.4;15.1
1688;Alblasserdam;Westerse migratieachtergrond;0.9;16.3
1689;Alblasserdam;Niet-westerse migratieachtergrond;0.5;12.8
1690;Alkemade;Totaal;9.5;17.6
1691;Alkemade;Nederlandse achtergrond;9.0;17.5
1692;Alkemade;Met migratieachtergrond;0.5;19.0
1693;Alkemade;Westerse migratieachtergrond;0.3;21.7
1694;Alkemade;Niet-westerse migratieachtergrond;;
1695;Alphen aan den Rijn;Totaal;46.7;18.1
1696;Alphen aan den Rijn;Nederlandse achtergrond;39.2;18.4
1697;Alphen aan den Rijn;Met migratieachtergrond;7.5;16.6
1698;Alphen aan den Rijn;Westerse migratieachtergrond;4.4;18.2
1699;Alphen aan den Rijn;Niet-westerse migratieachtergrond;3.0;14.2
1700;Barendrecht;Totaal;21.7;19.1
1701;Barendrecht;Nederlandse achtergrond;19.5;19.2
1702;Barendrecht;Met migratieachtergrond;2.2;18.6
1703;Barendrecht;Westerse migratieachtergrond;1.4;20.3
1704;Barendrecht;Niet-westerse migratieachtergrond;0.8;15.9
1705;Bergambacht;Totaal;5.8;18.3
1706;Bergambacht;Nederlandse achtergrond;5.5;18.4
1707;Bergambacht;Met migratieachtergrond;0.3;16.3
1708;Bergambacht;Westerse migratieachtergrond;0.3;17.0
1709;Bergambacht;Niet-westerse migratieachtergrond;;
1710;Bergschenhoek;Totaal;8.4;20.2
1711;Bergschenhoek;Nederlandse achtergrond;7.6;20.1
1712;Bergschenhoek;Met migratieachtergrond;0.8;21.4
1713;Bergschenhoek;Westerse migratieachtergrond;0.6;23.4
1714;Bergschenhoek;Niet-westerse migratieachtergrond;0.3;17.1
1715;Berkel en Rodenrijs;Totaal;10.9;18.8
1716;Berkel en Rodenrijs;Nederlandse achtergrond;10.0;18.9
1717;Berkel en Rodenrijs;Met migratieachtergrond;0.8;17.9
1718;Berkel en Rodenrijs;Westerse migratieachtergrond;0.6;19.8
1719;Berkel en Rodenrijs;Niet-westerse migratieachtergrond;0.3;13.8
1720;Bleiswijk;Totaal;6.3;18.6
1721;Bleiswijk;Nederlandse achtergrond;5.8;18.5
1722;Bleiswijk;Met migratieachtergrond;0.6;18.8
1723;Bleiswijk;Westerse migratieachtergrond;0.4;20.5
1724;Bleiswijk;Niet-westerse migratieachtergrond;;
1725;Bodegraven;Totaal;12.4;18.3
1726;Bodegraven;Nederlandse achtergrond;11.3;18.6
1727;Bodegraven;Met migratieachtergrond;1.1;16.1
1728;Bodegraven;Westerse migratieachtergrond;0.7;17.3
1729;Bodegraven;Niet-westerse migratieachtergrond;0.4;14.2
1730;Drechterland;Totaal;6.5;17.2
1731;Drechterland;Nederlandse achtergrond;6.2;17.2
1732;Drechterland;Met migratieachtergrond;0.3;16.7
1733;Drechterland;Westerse migratieachtergrond;0.2;16.4
1734;Drechterland;Niet-westerse migratieachtergrond;;
1735;Boskoop;Totaal;9.8;18.1
1736;Boskoop;Nederlandse achtergrond;8.9;18.3
1737;Boskoop;Met migratieachtergrond;0.9;15.8
1738;Boskoop;Westerse migratieachtergrond;0.4;17.7
1739;Boskoop;Niet-westerse migratieachtergrond;0.5;14.0
1740;Brielle;Totaal;10.6;19.1
1741;Brielle;Nederlandse achtergrond;9.6;19.1
1742;Brielle;Met migratieachtergrond;1.0;19.5
1743;Brielle;Westerse migratieachtergrond;0.8;20.9
1744;Brielle;Niet-westerse migratieachtergrond;0.2;13.8
1745;Capelle aan den IJssel;Totaal;43.9;18.0
1746;Capelle aan den IJssel;Nederlandse achtergrond;34.9;18.2
1747;Capelle aan den IJssel;Met migratieachtergrond;9.0;16.9
1748;Capelle aan den IJssel;Westerse migratieachtergrond;4.8;17.6
1749;Capelle aan den IJssel;Niet-westerse migratieachtergrond;4.2;16.1
1750;Delft;Totaal;64.1;16.4
1751;Delft;Nederlandse achtergrond;51.6;16.7
1752;Delft;Met migratieachtergrond;12.4;15.5
1753;Delft;Westerse migratieachtergrond;6.3;17.3
1754;Delft;Niet-westerse migratieachtergrond;6.1;13.6
1755;Dirksland;Totaal;5.2;17.4
1756;Dirksland;Nederlandse achtergrond;5.1;17.3
1757;Dirksland;Met migratieachtergrond;;
1758;Dirksland;Westerse migratieachtergrond;;
1759;Dirksland;Niet-westerse migratieachtergrond;;
1760;Dordrecht;Totaal;78.6;16.4
1761;Dordrecht;Nederlandse achtergrond;62.1;16.9
1762;Dordrecht;Met migratieachtergrond;16.5;14.6
1763;Dordrecht;Westerse migratieachtergrond;7.9;16.5
1764;Dordrecht;Niet-westerse migratieachtergrond;8.6;12.8
1765;Goedereede;Totaal;7.1;18.1
1766;Goedereede;Nederlandse achtergrond;6.9;17.9
1767;Goedereede;Met migratieachtergrond;0.2;22.3
1768;Goedereede;Westerse migratieachtergrond;;
1769;Goedereede;Niet-westerse migratieachtergrond;;
1770;Gorinchem;Totaal;22.9;16.7
1771;Gorinchem;Nederlandse achtergrond;18.9;17.1
1772;Gorinchem;Met migratieachtergrond;4.0;15.1
1773;Gorinchem;Westerse migratieachtergrond;2.1;16.5
1774;Gorinchem;Niet-westerse migratieachtergrond;2.0;13.6
1775;Gouda;Totaal;47.3;17.6
1776;Gouda;Nederlandse achtergrond;39.7;18.0
1777;Gouda;Met migratieachtergrond;7.6;15.6
1778;Gouda;Westerse migratieachtergrond;3.5;18.1
1779;Gouda;Niet-westerse migratieachtergrond;4.1;13.5
1780;'s-Gravendeel;Totaal;5.8;17.2
1781;'s-Gravendeel;Nederlandse achtergrond;5.5;17.1
1782;'s-Gravendeel;Met migratieachtergrond;0.3;17.5
1783;'s-Gravendeel;Westerse migratieachtergrond;0.2;17.4
1784;'s-Gravendeel;Niet-westerse migratieachtergrond;;
1785;'s-Gravenhage;Totaal;302.7;17.2
1786;'s-Gravenhage;Nederlandse achtergrond;198.7;17.7
1787;'s-Gravenhage;Met migratieachtergrond;103.9;16.3
1788;'s-Gravenhage;Westerse migratieachtergrond;36.9;20.5
1789;'s-Gravenhage;Niet-westerse migratieachtergrond;67.1;14.0
1790;'s-Gravenzande;Totaal;12.9;17.5
1791;'s-Gravenzande;Nederlandse achtergrond;12.0;17.6
1792;'s-Gravenzande;Met migratieachtergrond;0.8;16.3
1793;'s-Gravenzande;Westerse migratieachtergrond;0.5;18.1
1794;'s-Gravenzande;Niet-westerse migratieachtergrond;0.3;13.1
1795;Hardinxveld-Giessendam;Totaal;11.0;17.2
1796;Hardinxveld-Giessendam;Nederlandse achtergrond;10.5;17.2
1797;Hardinxveld-Giessendam;Met migratieachtergrond;0.5;16.5
1798;Hardinxveld-Giessendam;Westerse migratieachtergrond;0.3;17.4
1799;Hardinxveld-Giessendam;Niet-westerse migratieachtergrond;;
1800;Heerjansdam;Totaal;2.4;18.9
1801;Heerjansdam;Nederlandse achtergrond;2.3;18.8
1802;Heerjansdam;Met migratieachtergrond;;
1803;Heerjansdam;Westerse migratieachtergrond;;
1804;Heerjansdam;Niet-westerse migratieachtergrond;;
1805;Noorder-Koggenland;Totaal;6.8;17.6
1806;Noorder-Koggenland;Nederlandse achtergrond;6.4;17.4
1807;Noorder-Koggenland;Met migratieachtergrond;0.5;20.1
1808;Noorder-Koggenland;Westerse migratieachtergrond;0.4;20.9
1809;Noorder-Koggenland;Niet-westerse migratieachtergrond;;
1810;Hellevoetsluis;Totaal;24.9;17.9
1811;Hellevoetsluis;Nederlandse achtergrond;21.3;18.0
1812;Hellevoetsluis;Met migratieachtergrond;3.7;17.2
1813;Hellevoetsluis;Westerse migratieachtergrond;2.3;18.6
1814;Hellevoetsluis;Niet-westerse migratieachtergrond;1.4;14.8
1815;Hendrik-Ido-Ambacht;Totaal;13.4;18.3
1816;Hendrik-Ido-Ambacht;Nederlandse achtergrond;12.2;18.5
1817;Hendrik-Ido-Ambacht;Met migratieachtergrond;1.2;16.6
1818;Hendrik-Ido-Ambacht;Westerse migratieachtergrond;0.8;17.2
1819;Hendrik-Ido-Ambacht;Niet-westerse migratieachtergrond;0.4;15.0
1820;Stede Broec;Totaal;13.8;16.3
1821;Stede Broec;Nederlandse achtergrond;12.8;16.4
1822;Stede Broec;Met migratieachtergrond;1.0;15.6
1823;Stede Broec;Westerse migratieachtergrond;0.7;16.0
1824;Stede Broec;Niet-westerse migratieachtergrond;0.3;14.6
1825;Hillegom;Totaal;14.4;17.7
1826;Hillegom;Nederlandse achtergrond;12.9;18.0
1827;Hillegom;Met migratieachtergrond;1.5;15.7
1828;Hillegom;Westerse migratieachtergrond;1.1;16.9
1829;Hillegom;Niet-westerse migratieachtergrond;0.4;12.8
1830;Katwijk;Totaal;26.2;16.6
1831;Katwijk;Nederlandse achtergrond;24.5;16.7
1832;Katwijk;Met migratieachtergrond;1.7;15.0
1833;Katwijk;Westerse migratieachtergrond;1.1;16.2
1834;Katwijk;Niet-westerse migratieachtergrond;0.6;12.7
1835;Krimpen aan den IJssel;Totaal;18.6;18.4
1836;Krimpen aan den IJssel;Nederlandse achtergrond;16.5;18.6
1837;Krimpen aan den IJssel;Met migratieachtergrond;2.1;16.6
1838;Krimpen aan den IJssel;Westerse migratieachtergrond;1.6;17.1
1839;Krimpen aan den IJssel;Niet-westerse migratieachtergrond;0.5;15.1
1840;Leerdam;Totaal;13.3;16.7
1841;Leerdam;Nederlandse achtergrond;11.1;16.9
1842;Leerdam;Met migratieachtergrond;2.2;15.5
1843;Leerdam;Westerse migratieachtergrond;1.2;16.4
1844;Leerdam;Niet-westerse migratieachtergrond;1.0;14.5
1845;Leiden;Totaal;79.0;17.4
1846;Leiden;Nederlandse achtergrond;64.2;17.5
1847;Leiden;Met migratieachtergrond;14.9;16.7
1848;Leiden;Westerse migratieachtergrond;7.8;18.9
1849;Leiden;Niet-westerse migratieachtergrond;7.0;14.2
1850;Leiderdorp;Totaal;18.1;19.6
1851;Leiderdorp;Nederlandse achtergrond;15.2;19.6
1852;Leiderdorp;Met migratieachtergrond;2.9;19.7
1853;Leiderdorp;Westerse migratieachtergrond;1.9;21.5
1854;Leiderdorp;Niet-westerse migratieachtergrond;1.0;16.1
1855;De Lier;Totaal;7.5;16.9
1856;De Lier;Nederlandse achtergrond;7.1;17.1
1857;De Lier;Met migratieachtergrond;0.4;14.1
1858;De Lier;Westerse migratieachtergrond;0.2;14.3
1859;De Lier;Niet-westerse migratieachtergrond;;
1860;Lisse;Totaal;14.8;17.9
1861;Lisse;Nederlandse achtergrond;13.6;17.9
1862;Lisse;Met migratieachtergrond;1.2;18.0
1863;Lisse;Westerse migratieachtergrond;0.9;18.5
1864;Lisse;Niet-westerse migratieachtergrond;0.3;16.0
1865;Maasland;Totaal;4.4;19.2
1866;Maasland;Nederlandse achtergrond;4.2;19.2
1867;Maasland;Met migratieachtergrond;0.2;19.1
1868;Maasland;Westerse migratieachtergrond;;
1869;Maasland;Niet-westerse migratieachtergrond;;
1870;Maassluis;Totaal;22.3;16.9
1871;Maassluis;Nederlandse achtergrond;18.3;17.5
1872;Maassluis;Met migratieachtergrond;4.0;14.3
1873;Maassluis;Westerse migratieachtergrond;1.7;16.0
1874;Maassluis;Niet-westerse migratieachtergrond;2.3;13.0
1875;Wester-Koggenland;Totaal;8.9;17.2
1876;Wester-Koggenland;Nederlandse achtergrond;8.5;17.0
1877;Wester-Koggenland;Met migratieachtergrond;0.4;19.9
1878;Wester-Koggenland;Westerse migratieachtergrond;0.4;20.6
1879;Wester-Koggenland;Niet-westerse migratieachtergrond;;
1880;Middelharnis;Totaal;11.2;16.8
1881;Middelharnis;Nederlandse achtergrond;10.7;16.8
1882;Middelharnis;Met migratieachtergrond;0.5;18.3
1883;Middelharnis;Westerse migratieachtergrond;0.3;20.9
1884;Middelharnis;Niet-westerse migratieachtergrond;;
1885;Monster;Totaal;13.8;16.3
1886;Monster;Nederlandse achtergrond;12.8;16.2
1887;Monster;Met migratieachtergrond;1.0;17.0
1888;Monster;Westerse migratieachtergrond;0.7;17.7
1889;Monster;Niet-westerse migratieachtergrond;0.2;14.6
1890;Moordrecht;Totaal;5.2;17.4
1891;Moordrecht;Nederlandse achtergrond;4.0;18.0
1892;Moordrecht;Met migratieachtergrond;1.2;15.5
1893;Moordrecht;Westerse migratieachtergrond;0.9;16.1
1894;Moordrecht;Niet-westerse migratieachtergrond;0.3;13.7
1895;Naaldwijk;Totaal;19.8;16.6
1896;Naaldwijk;Nederlandse achtergrond;18.5;16.8
1897;Naaldwijk;Met migratieachtergrond;1.3;14.9
1898;Naaldwijk;Westerse migratieachtergrond;0.7;17.5
1899;Naaldwijk;Niet-westerse migratieachtergrond;0.5;11.1
1900;Nieuwerkerk aan den IJssel;Totaal;14.1;19.4
1901;Nieuwerkerk aan den IJssel;Nederlandse achtergrond;12.6;19.5
1902;Nieuwerkerk aan den IJssel;Met migratieachtergrond;1.5;18.5
1903;Nieuwerkerk aan den IJssel;Westerse migratieachtergrond;0.9;20.3
1904;Nieuwerkerk aan den IJssel;Niet-westerse migratieachtergrond;0.6;15.4
1905;Bernisse;Totaal;8.2;18.7
1906;Bernisse;Nederlandse achtergrond;7.7;18.8
1907;Bernisse;Met migratieachtergrond;0.5;17.8
1908;Bernisse;Westerse migratieachtergrond;0.5;18.0
1909;Bernisse;Niet-westerse migratieachtergrond;;
1910;Nieuwkoop;Totaal;7.1;18.9
1911;Nieuwkoop;Nederlandse achtergrond;6.5;18.9
1912;Nieuwkoop;Met migratieachtergrond;0.5;18.9
1913;Nieuwkoop;Westerse migratieachtergrond;0.3;21.1
1914;Nieuwkoop;Niet-westerse migratieachtergrond;;
1915;Nieuw-Lekkerland;Totaal;5.4;17.0
1916;Nieuw-Lekkerland;Nederlandse achtergrond;5.1;17.0
1917;Nieuw-Lekkerland;Met migratieachtergrond;0.4;16.6
1918;Nieuw-Lekkerland;Westerse migratieachtergrond;0.3;17.0
1919;Nieuw-Lekkerland;Niet-westerse migratieachtergrond;;
1920;Noordwijk;Totaal;16.9;18.5
1921;Noordwijk;Nederlandse achtergrond;15.4;18.5
1922;Noordwijk;Met migratieachtergrond;1.6;19.0
1923;Noordwijk;Westerse migratieachtergrond;1.2;21.3
1924;Noordwijk;Niet-westerse migratieachtergrond;0.3;10.9
1925;Noordwijkerhout;Totaal;10.1;18.0
1926;Noordwijkerhout;Nederlandse achtergrond;9.2;17.9
1927;Noordwijkerhout;Met migratieachtergrond;0.9;19.2
1928;Noordwijkerhout;Westerse migratieachtergrond;0.7;20.1
1929;Noordwijkerhout;Niet-westerse migratieachtergrond;;
1930;Oegstgeest;Totaal;13.4;23.0
1931;Oegstgeest;Nederlandse achtergrond;11.4;23.0
1932;Oegstgeest;Met migratieachtergrond;2.0;23.2
1933;Oegstgeest;Westerse migratieachtergrond;1.6;24.9
1934;Oegstgeest;Niet-westerse migratieachtergrond;0.4;16.8
1935;Oostflakkee;Totaal;6.7;16.6
1936;Oostflakkee;Nederlandse achtergrond;6.4;16.6
1937;Oostflakkee;Met migratieachtergrond;0.3;15.5
1938;Oostflakkee;Westerse migratieachtergrond;0.2;15.9
1939;Oostflakkee;Niet-westerse migratieachtergrond;;
1940;Oud-Beijerland;Totaal;14.5;18.0
1941;Oud-Beijerland;Nederlandse achtergrond;13.4;18.1
1942;Oud-Beijerland;Met migratieachtergrond;1.1;17.0
1943;Oud-Beijerland;Westerse migratieachtergrond;0.7;18.0
1944;Oud-Beijerland;Niet-westerse migratieachtergrond;0.3;14.6
1945;Binnenmaas;Totaal;12.7;19.0
1946;Binnenmaas;Nederlandse achtergrond;11.9;19.1
