ID;Persoonskenmerken;Perioden;InwonersMetNederlandseNationaliteit_1;NeemtNietDeel_2;NeemtDeel_3;Gemiddeld_4;NeemtNietDeel_5;NeemtDeel_6;Gemiddeld_7
807;Regio Midden;2014;5687;3233.0;2454.0;2.1;1297.0;4389.0;2.0
808;Regio Midden;2015;5747;3314.0;2433.0;2.0;1396.0;4351.0;2.0
809;Regio Midden;2016;5724;3252.0;2472.0;2.1;1256.0;4468.0;1.9
810;Regio Zuid;2002;4312;2564.0;1748.0;2.0;1119.0;3193.0;1.9
811;Regio Zuid;2003;4390;2644.0;1746.0;1.9;1220.0;3170.0;1.8
812;Regio Zuid;2004;4362;2622.0;1740.0;1.9;1224.0;3139.0;1.9
813;Regio Zuid;2005;4367;2648.0;1719.0;1.8;1276.0;3091.0;1.9
814;Regio Zuid;2006;4393;2683.0;1710.0;1.8;1269.0;3124.0;1.9
815;Regio Zuid;2007;4402;2637.0;1766.0;1.9;1383.0;3019.0;1.9
816;Regio Zuid;2008;4339;2565.0;1774.0;1.9;1208.0;3131.0;1.9
817;Regio Zuid;2009;4360;2545.0;1815.0;1.9;1178.0;3182.0;1.9
818;Regio Zuid;2010;4376;2551.0;1825.0;2.0;1213.0;3163.0;1.9
819;Regio Zuid;2011;4399;2562.0;1837.0;1.8;1139.0;3260.0;1.8
820;Regio Zuid;2012;4389;2524.0;1865.0;2.0;1249.0;3139.0;1.9
821;Regio Zuid;2013;4397;2686.0;1711.0;2.0;1267.0;3130.0;1.9
822;Regio Zuid;2014;4453;2695.0;1758.0;1.9;1431.0;3022.0;1.9
823;Regio Zuid;2015;4438;2587.0;1851.0;1.9;1362.0;3076.0;2.0
824;Regio Zuid;2016;4472;2570.0;1902.0;1.9;1346.0;3126.0;1.9
