ID;Geslacht;Verblijfsjaar;Onderwijssoort;Studierichting;Opleidingsfase;Perioden;TotaalIngeschrevenen_1;TotaalNietInternationaleStudenten_2;TotaalInternationaleStudenten_3
7562;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Totaal opleidingsfase;2007/'08;13620;13160;460
7563;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Totaal opleidingsfase;2008/'09;12950;12530;420
7564;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Totaal opleidingsfase;2009/'10;13270;12850;420
7565;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Totaal opleidingsfase;2010/'11;13160;12730;430
7566;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Totaal opleidingsfase;2011/'12;13800;13330;470
7567;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Totaal opleidingsfase;2012/'13;13950;13530;420
7568;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Totaal opleidingsfase;2013/'14;15260;14800;460
7569;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Totaal opleidingsfase;2014/'15;16210;15730;480
7570;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Totaal opleidingsfase;2015/'16;17460;16930;530
7571;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Totaal opleidingsfase;2016/'17;19080;18450;640
7572;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Totaal opleidingsfase;2017/'18;21140;20320;820
7573;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Totaal opleidingsfase;2018/'19;22560;21540;1030
7574;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Totaal opleidingsfase;2019/'20;23170;21950;1220
7575;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Totaal opleidingsfase;2020/'21;24400;22960;1440
7576;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Totaal opleidingsfase;2021/'22;24330;22770;1570
7577;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Totaal opleidingsfase;2022/'23;23910;22120;1790
7578;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Totaal opleidingsfase;2023/'24;23040;21040;2000
7579;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Totaal opleidingsfase;2024/'25;22400;20310;2090
7580;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Bachelor- en doctoraalopleidingen;2005/'06;15090;14550;550
7581;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Bachelor- en doctoraalopleidingen;2006/'07;14380;13890;490
7582;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Bachelor- en doctoraalopleidingen;2007/'08;13620;13160;460
7583;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Bachelor- en doctoraalopleidingen;2008/'09;12950;12530;420
7584;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Bachelor- en doctoraalopleidingen;2009/'10;13270;12850;420
7585;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Bachelor- en doctoraalopleidingen;2010/'11;13160;12730;430
7586;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Bachelor- en doctoraalopleidingen;2011/'12;13800;13330;470
7587;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Bachelor- en doctoraalopleidingen;2012/'13;13950;13530;420
7588;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Bachelor- en doctoraalopleidingen;2013/'14;15260;14800;460
7589;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Bachelor- en doctoraalopleidingen;2014/'15;16210;15730;480
7590;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Bachelor- en doctoraalopleidingen;2015/'16;17460;16930;530
7591;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Bachelor- en doctoraalopleidingen;2016/'17;19080;18450;640
7592;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Bachelor- en doctoraalopleidingen;2017/'18;21140;20320;820
7593;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Bachelor- en doctoraalopleidingen;2018/'19;22540;21510;1030
7594;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Bachelor- en doctoraalopleidingen;2019/'20;23130;21910;1220
7595;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Bachelor- en doctoraalopleidingen;2020/'21;24330;22920;1420
7596;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Bachelor- en doctoraalopleidingen;2021/'22;24260;22720;1540
7597;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Bachelor- en doctoraalopleidingen;2022/'23;23790;22020;1770
7598;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Bachelor- en doctoraalopleidingen;2023/'24;22870;20910;1960
7599;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Bachelor- en doctoraalopleidingen;2024/'25;22140;20120;2030
7600;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Master- en vervolgopleidingen;2005/'06;0;0;0
7601;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Master- en vervolgopleidingen;2006/'07;0;0;0
7602;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Master- en vervolgopleidingen;2007/'08;0;0;0
7603;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Master- en vervolgopleidingen;2008/'09;0;0;0
7604;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Master- en vervolgopleidingen;2009/'10;0;0;0
7605;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Master- en vervolgopleidingen;2010/'11;0;0;0
7606;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Master- en vervolgopleidingen;2011/'12;0;0;0
7607;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Master- en vervolgopleidingen;2012/'13;0;0;0
7608;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Master- en vervolgopleidingen;2013/'14;0;0;0
7609;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Master- en vervolgopleidingen;2014/'15;0;0;0
7610;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Master- en vervolgopleidingen;2015/'16;0;0;0
7611;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Master- en vervolgopleidingen;2016/'17;0;0;0
7612;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Master- en vervolgopleidingen;2017/'18;0;0;0
7613;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Master- en vervolgopleidingen;2018/'19;30;20;0
7614;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Master- en vervolgopleidingen;2019/'20;40;40;0
7615;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Master- en vervolgopleidingen;2020/'21;60;40;20
7616;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Master- en vervolgopleidingen;2021/'22;70;50;20
7617;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Master- en vervolgopleidingen;2022/'23;120;90;30
7618;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Master- en vervolgopleidingen;2023/'24;170;130;50
7619;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;06 Informatica;Master- en vervolgopleidingen;2024/'25;260;190;70
7620;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Totaal opleidingsfase;2005/'06;27080;26340;740
7621;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Totaal opleidingsfase;2006/'07;27000;26340;660
7622;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Totaal opleidingsfase;2007/'08;27410;26770;650
7623;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Totaal opleidingsfase;2008/'09;28110;27450;660
7624;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Totaal opleidingsfase;2009/'10;28720;28020;700
7625;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Totaal opleidingsfase;2010/'11;29120;28340;790
7626;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Totaal opleidingsfase;2011/'12;29270;28410;870
7627;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Totaal opleidingsfase;2012/'13;29110;28140;970
7628;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Totaal opleidingsfase;2013/'14;30040;28980;1060
7629;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Totaal opleidingsfase;2014/'15;30700;29610;1090
7630;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Totaal opleidingsfase;2015/'16;31090;29960;1130
7631;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Totaal opleidingsfase;2016/'17;31530;30340;1190
7632;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Totaal opleidingsfase;2017/'18;32120;30720;1400
7633;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Totaal opleidingsfase;2018/'19;32500;30970;1520
7634;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Totaal opleidingsfase;2019/'20;32850;31210;1640
7635;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Totaal opleidingsfase;2020/'21;33780;32070;1710
7636;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Totaal opleidingsfase;2021/'22;33530;31740;1790
7637;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Totaal opleidingsfase;2022/'23;32160;30200;1960
7638;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Totaal opleidingsfase;2023/'24;31060;28930;2130
7639;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Totaal opleidingsfase;2024/'25;30140;27920;2220
7640;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Bachelor- en doctoraalopleidingen;2005/'06;26600;25890;710
7641;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Bachelor- en doctoraalopleidingen;2006/'07;26490;25860;630
7642;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Bachelor- en doctoraalopleidingen;2007/'08;26920;26300;620
7643;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Bachelor- en doctoraalopleidingen;2008/'09;27640;26990;650
7644;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Bachelor- en doctoraalopleidingen;2009/'10;28260;27590;680
7645;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Bachelor- en doctoraalopleidingen;2010/'11;28660;27890;760
7646;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Bachelor- en doctoraalopleidingen;2011/'12;28850;28000;850
7647;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Bachelor- en doctoraalopleidingen;2012/'13;28730;27780;950
7648;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Bachelor- en doctoraalopleidingen;2013/'14;29660;28620;1040
7649;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Bachelor- en doctoraalopleidingen;2014/'15;30330;29270;1060
7650;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Bachelor- en doctoraalopleidingen;2015/'16;30700;29600;1090
7651;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Bachelor- en doctoraalopleidingen;2016/'17;31110;29960;1140
7652;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Bachelor- en doctoraalopleidingen;2017/'18;31480;30250;1240
7653;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Bachelor- en doctoraalopleidingen;2018/'19;31750;30430;1320
7654;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Bachelor- en doctoraalopleidingen;2019/'20;31980;30600;1390
7655;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Bachelor- en doctoraalopleidingen;2020/'21;32880;31440;1440
7656;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Bachelor- en doctoraalopleidingen;2021/'22;32550;31050;1500
7657;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Bachelor- en doctoraalopleidingen;2022/'23;31160;29510;1650
7658;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Bachelor- en doctoraalopleidingen;2023/'24;30090;28250;1840
7659;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Bachelor- en doctoraalopleidingen;2024/'25;29160;27220;1940
7660;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Master- en vervolgopleidingen;2005/'06;480;450;30
7661;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Master- en vervolgopleidingen;2006/'07;510;490;30
7662;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Master- en vervolgopleidingen;2007/'08;490;470;20
7663;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Master- en vervolgopleidingen;2008/'09;470;450;20
7664;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Master- en vervolgopleidingen;2009/'10;460;440;20
7665;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Master- en vervolgopleidingen;2010/'11;470;440;30
7666;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Master- en vervolgopleidingen;2011/'12;430;410;20
7667;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Master- en vervolgopleidingen;2012/'13;380;360;20
7668;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Master- en vervolgopleidingen;2013/'14;380;360;20
7669;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Master- en vervolgopleidingen;2014/'15;370;340;30
7670;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Master- en vervolgopleidingen;2015/'16;400;360;40
7671;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Master- en vervolgopleidingen;2016/'17;420;380;50
7672;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Master- en vervolgopleidingen;2017/'18;640;470;170
7673;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Master- en vervolgopleidingen;2018/'19;740;540;200
7674;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Master- en vervolgopleidingen;2019/'20;860;620;250
7675;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Master- en vervolgopleidingen;2020/'21;900;640;270
7676;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Master- en vervolgopleidingen;2021/'22;990;690;300
7677;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Master- en vervolgopleidingen;2022/'23;1000;690;310
7678;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Master- en vervolgopleidingen;2023/'24;970;690;290
7679;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;07 Techniek, industrie en bouwkunde;Master- en vervolgopleidingen;2024/'25;980;690;290
7680;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Totaal opleidingsfase;2005/'06;2040;1810;230
7681;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Totaal opleidingsfase;2006/'07;2070;1900;180
7682;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Totaal opleidingsfase;2007/'08;1980;1830;150
7683;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Totaal opleidingsfase;2008/'09;1990;1860;130
7684;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Totaal opleidingsfase;2009/'10;2070;1970;100
7685;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Totaal opleidingsfase;2010/'11;2130;2050;80
7686;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Totaal opleidingsfase;2011/'12;2060;1970;90
7687;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Totaal opleidingsfase;2012/'13;2070;2000;80
7688;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Totaal opleidingsfase;2013/'14;2160;2080;80
7689;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Totaal opleidingsfase;2014/'15;2240;2170;60
7690;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Totaal opleidingsfase;2015/'16;2340;2260;80
7691;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Totaal opleidingsfase;2016/'17;2460;2370;90
7692;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Totaal opleidingsfase;2017/'18;2630;2520;110
7693;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Totaal opleidingsfase;2018/'19;2620;2490;130
7694;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Totaal opleidingsfase;2019/'20;2670;2550;120
7695;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Totaal opleidingsfase;2020/'21;2740;2630;120
7696;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Totaal opleidingsfase;2021/'22;2800;2690;110
7697;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Totaal opleidingsfase;2022/'23;2770;2650;120
7698;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Totaal opleidingsfase;2023/'24;2680;2560;120
7699;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Totaal opleidingsfase;2024/'25;2580;2480;100
7700;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Bachelor- en doctoraalopleidingen;2005/'06;2040;1810;230
7701;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Bachelor- en doctoraalopleidingen;2006/'07;2070;1900;180
7702;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Bachelor- en doctoraalopleidingen;2007/'08;1980;1830;150
7703;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Bachelor- en doctoraalopleidingen;2008/'09;1990;1860;130
7704;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Bachelor- en doctoraalopleidingen;2009/'10;2070;1970;100
7705;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Bachelor- en doctoraalopleidingen;2010/'11;2130;2050;80
7706;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Bachelor- en doctoraalopleidingen;2011/'12;2060;1970;90
7707;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Bachelor- en doctoraalopleidingen;2012/'13;2070;2000;80
7708;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Bachelor- en doctoraalopleidingen;2013/'14;2160;2080;80
7709;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Bachelor- en doctoraalopleidingen;2014/'15;2240;2170;60
7710;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Bachelor- en doctoraalopleidingen;2015/'16;2340;2260;80
7711;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Bachelor- en doctoraalopleidingen;2016/'17;2460;2370;90
7712;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Bachelor- en doctoraalopleidingen;2017/'18;2630;2520;110
7713;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Bachelor- en doctoraalopleidingen;2018/'19;2620;2490;130
7714;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Bachelor- en doctoraalopleidingen;2019/'20;2670;2550;120
7715;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Bachelor- en doctoraalopleidingen;2020/'21;2740;2630;120
7716;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Bachelor- en doctoraalopleidingen;2021/'22;2800;2690;110
7717;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Bachelor- en doctoraalopleidingen;2022/'23;2770;2650;120
7718;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Bachelor- en doctoraalopleidingen;2023/'24;2680;2560;120
7719;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Bachelor- en doctoraalopleidingen;2024/'25;2580;2480;100
7720;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Master- en vervolgopleidingen;2005/'06;0;0;0
7721;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Master- en vervolgopleidingen;2006/'07;0;0;0
7722;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Master- en vervolgopleidingen;2007/'08;0;0;0
7723;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Master- en vervolgopleidingen;2008/'09;0;0;0
7724;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Master- en vervolgopleidingen;2009/'10;0;0;0
7725;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Master- en vervolgopleidingen;2010/'11;0;0;0
7726;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Master- en vervolgopleidingen;2011/'12;0;0;0
7727;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Master- en vervolgopleidingen;2012/'13;0;0;0
7728;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Master- en vervolgopleidingen;2013/'14;0;0;0
7729;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Master- en vervolgopleidingen;2014/'15;0;0;0
7730;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Master- en vervolgopleidingen;2015/'16;0;0;0
7731;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Master- en vervolgopleidingen;2016/'17;0;0;0
7732;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Master- en vervolgopleidingen;2017/'18;0;0;0
7733;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Master- en vervolgopleidingen;2018/'19;0;0;0
7734;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Master- en vervolgopleidingen;2019/'20;0;0;0
7735;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Master- en vervolgopleidingen;2020/'21;0;0;0
7736;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Master- en vervolgopleidingen;2021/'22;0;0;0
7737;Mannen;Totaal verblijfsjaar;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;Master- en vervolgopleidingen;2022/'23;0;0;0
