ID;VormenVanJeugdzorg;Wijken;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;k_0Tot4Jaar_2;k_4Tot12Jaar_3;k_12Tot18Jaar_4;k_18Tot23Jaar_5;ThuiswonendKindInEenouderhuishouden_6;ThuiswonendKindBijEenPaar_7;AnderHuishouden_8;TotaalTrajectenInNatura_9;StabilisatieVanEenCrisissituatie_10;Diagnostiek_11;Begeleiden_12;Behandelen_13;GemeentelijkeToegang_14;Huisarts_15;Jeugdarts_16;GecertificeerdeInstelling_17;MedischSpecialist_18;RechterOfficierVanJustitie_19;GeenVerwijzer_20;VerwijzerOnbekend_21;Gemeentenaam_22;SoortRegio_23;Codering_24;IndelingswijzigingWijken_25
7699;Totaal alle jeugdzorg in natura;Wijk 04 Zijpe;2e halfjaar 2018;175.0;;100.0;60.0;;55.0;95.0;25.0;235.0;;;;;40.0;45.0;;;20.0;;80.0;25.0;Schagen                                 ;Wijk     ;WK044104  ;1.0
7700;Totaal alle jeugdzorg in natura;Wijk 04 Zijpe;2018;195.0;;105.0;70.0;10.0;60.0;110.0;25.0;285.0;;;;;45.0;55.0;;10.0;25.0;;100.0;30.0;Schagen                                 ;Wijk     ;WK044104  ;1.0
7701;Totaal alle jeugdzorg in natura;Scherpenzeel;1e halfjaar 2018;175.0;;105.0;60.0;;30.0;135.0;10.0;235.0;;;;;105.0;85.0;;10.0;20.0;;10.0;;Scherpenzeel                            ;Gemeente ;GM0279    ;
7702;Totaal alle jeugdzorg in natura;Scherpenzeel;2e halfjaar 2018;190.0;10.0;120.0;55.0;;25.0;155.0;;250.0;;;;;110.0;85.0;;;20.0;;;;Scherpenzeel                            ;Gemeente ;GM0279    ;
7703;Totaal alle jeugdzorg in natura;Scherpenzeel;2018;210.0;10.0;130.0;70.0;;30.0;170.0;10.0;310.0;;;;;135.0;105.0;;10.0;25.0;;10.0;;Scherpenzeel                            ;Gemeente ;GM0279    ;
7704;Totaal alle jeugdzorg in natura;Wijk 00;1e halfjaar 2018;160.0;;95.0;60.0;;25.0;125.0;10.0;215.0;;;;;90.0;85.0;;;20.0;;10.0;;Scherpenzeel                            ;Wijk     ;WK027900  ;1.0
7705;Totaal alle jeugdzorg in natura;Wijk 00;2e halfjaar 2018;170.0;;110.0;55.0;;25.0;140.0;;230.0;;;;;95.0;80.0;;;20.0;;;;Scherpenzeel                            ;Wijk     ;WK027900  ;1.0
7706;Totaal alle jeugdzorg in natura;Wijk 00;2018;195.0;;115.0;65.0;;30.0;155.0;10.0;280.0;;;;;115.0;100.0;;10.0;25.0;;10.0;;Scherpenzeel                            ;Wijk     ;WK027900  ;1.0
7707;Totaal alle jeugdzorg in natura;Schiedam;1e halfjaar 2018;1030.0;75.0;475.0;430.0;55.0;370.0;525.0;135.0;1460.0;;;;;295.0;385.0;10.0;265.0;100.0;;70.0;40.0;Schiedam                                ;Gemeente ;GM0606    ;
7708;Totaal alle jeugdzorg in natura;Schiedam;2e halfjaar 2018;1185.0;100.0;545.0;510.0;35.0;420.0;625.0;140.0;1690.0;;;;;345.0;460.0;10.0;320.0;105.0;10.0;85.0;60.0;Schiedam                                ;Gemeente ;GM0606    ;
7709;Totaal alle jeugdzorg in natura;Schiedam;2018;1320.0;110.0;610.0;545.0;55.0;470.0;695.0;155.0;2010.0;;;;;395.0;525.0;10.0;405.0;130.0;10.0;90.0;70.0;Schiedam                                ;Gemeente ;GM0606    ;
7710;Totaal alle jeugdzorg in natura;Wijk 00 Centrum;1e halfjaar 2018;25.0;;15.0;;;10.0;15.0;;30.0;;;;;;10.0;;;;;;;Schiedam                                ;Wijk     ;WK060600  ;1.0
7711;Totaal alle jeugdzorg in natura;Wijk 00 Centrum;2e halfjaar 2018;25.0;;10.0;10.0;;;15.0;;25.0;;;;;;10.0;;;;;;;Schiedam                                ;Wijk     ;WK060600  ;1.0
7712;Totaal alle jeugdzorg in natura;Wijk 00 Centrum;2018;30.0;;15.0;10.0;;10.0;15.0;;35.0;;;;;;10.0;;;;;;;Schiedam                                ;Wijk     ;WK060600  ;1.0
7713;Totaal alle jeugdzorg in natura;Wijk 01 Oost;1e halfjaar 2018;135.0;;60.0;55.0;10.0;55.0;60.0;20.0;200.0;;;;;35.0;45.0;;35.0;20.0;;10.0;;Schiedam                                ;Wijk     ;WK060601  ;1.0
7714;Totaal alle jeugdzorg in natura;Wijk 01 Oost;2e halfjaar 2018;140.0;10.0;60.0;65.0;;50.0;65.0;25.0;205.0;;;;;35.0;55.0;;40.0;15.0;;15.0;;Schiedam                                ;Wijk     ;WK060601  ;1.0
7715;Totaal alle jeugdzorg in natura;Wijk 01 Oost;2018;165.0;10.0;70.0;70.0;10.0;60.0;80.0;25.0;260.0;;;;;45.0;65.0;;50.0;25.0;;15.0;;Schiedam                                ;Wijk     ;WK060601  ;1.0
7716;Totaal alle jeugdzorg in natura;Wijk 02 Tussen Havens en Grachten;1e halfjaar 2018;25.0;;10.0;10.0;;;15.0;;35.0;;;;;;10.0;;10.0;;;;;Schiedam                                ;Wijk     ;WK060602  ;1.0
7717;Totaal alle jeugdzorg in natura;Wijk 02 Tussen Havens en Grachten;2e halfjaar 2018;25.0;;10.0;10.0;;;15.0;;35.0;;;;;;10.0;;;;;;;Schiedam                                ;Wijk     ;WK060602  ;1.0
7718;Totaal alle jeugdzorg in natura;Wijk 02 Tussen Havens en Grachten;2018;30.0;;10.0;10.0;;;15.0;;45.0;;;;;;10.0;;10.0;10.0;;;;Schiedam                                ;Wijk     ;WK060602  ;1.0
7719;Totaal alle jeugdzorg in natura;Wijk 03 West;1e halfjaar 2018;140.0;10.0;65.0;60.0;;40.0;80.0;20.0;170.0;;;;;25.0;65.0;;25.0;15.0;;10.0;;Schiedam                                ;Wijk     ;WK060603  ;1.0
7720;Totaal alle jeugdzorg in natura;Wijk 03 West;2e halfjaar 2018;155.0;10.0;70.0;70.0;;45.0;90.0;20.0;200.0;;;;;35.0;75.0;;30.0;10.0;;10.0;;Schiedam                                ;Wijk     ;WK060603  ;1.0
7721;Totaal alle jeugdzorg in natura;Wijk 03 West;2018;170.0;10.0;80.0;75.0;;50.0;100.0;20.0;225.0;;;;;35.0;80.0;;40.0;15.0;;10.0;10.0;Schiedam                                ;Wijk     ;WK060603  ;1.0
7722;Totaal alle jeugdzorg in natura;Wijk 04 Zuid;1e halfjaar 2018;85.0;;30.0;45.0;;45.0;35.0;;125.0;;;;;25.0;25.0;;25.0;;;10.0;10.0;Schiedam                                ;Wijk     ;WK060604  ;1.0
7723;Totaal alle jeugdzorg in natura;Wijk 04 Zuid;2e halfjaar 2018;95.0;;40.0;45.0;;45.0;45.0;;145.0;;;;;30.0;30.0;;25.0;10.0;;10.0;10.0;Schiedam                                ;Wijk     ;WK060604  ;1.0
7724;Totaal alle jeugdzorg in natura;Wijk 04 Zuid;2018;105.0;;45.0;50.0;;50.0;45.0;;175.0;;;;;35.0;35.0;;40.0;10.0;;10.0;10.0;Schiedam                                ;Wijk     ;WK060604  ;1.0
7725;Totaal alle jeugdzorg in natura;Wijk 05 Nieuw Mathenesse;1e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Schiedam                                ;Wijk     ;WK060605  ;1.0
7726;Totaal alle jeugdzorg in natura;Wijk 05 Nieuw Mathenesse;2e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Schiedam                                ;Wijk     ;WK060605  ;1.0
7727;Totaal alle jeugdzorg in natura;Wijk 05 Nieuw Mathenesse;2018;;;;;;;;;;;;;;;;;;;;;;Schiedam                                ;Wijk     ;WK060605  ;1.0
7728;Totaal alle jeugdzorg in natura;Wijk 06 Nieuwland;1e halfjaar 2018;165.0;20.0;75.0;60.0;;55.0;75.0;30.0;250.0;;;;;40.0;45.0;;60.0;15.0;;10.0;;Schiedam                                ;Wijk     ;WK060606  ;1.0
7729;Totaal alle jeugdzorg in natura;Wijk 06 Nieuwland;2e halfjaar 2018;195.0;25.0;95.0;70.0;;75.0;90.0;30.0;295.0;;;;;50.0;65.0;;70.0;20.0;;15.0;10.0;Schiedam                                ;Wijk     ;WK060606  ;1.0
7730;Totaal alle jeugdzorg in natura;Wijk 06 Nieuwland;2018;215.0;30.0;95.0;80.0;10.0;80.0;100.0;35.0;355.0;;;;;55.0;75.0;;90.0;20.0;;15.0;10.0;Schiedam                                ;Wijk     ;WK060606  ;1.0
7731;Totaal alle jeugdzorg in natura;Wijk 07 Groenoord en Kethel;1e halfjaar 2018;195.0;15.0;95.0;75.0;10.0;90.0;80.0;20.0;295.0;;;;;50.0;75.0;;60.0;15.0;;15.0;;Schiedam                                ;Wijk     ;WK060607  ;1.0
7732;Totaal alle jeugdzorg in natura;Wijk 07 Groenoord en Kethel;2e halfjaar 2018;220.0;20.0;105.0;90.0;10.0;95.0;100.0;25.0;340.0;;;;;55.0;75.0;;65.0;15.0;;20.0;10.0;Schiedam                                ;Wijk     ;WK060607  ;1.0
7733;Totaal alle jeugdzorg in natura;Wijk 07 Groenoord en Kethel;2018;245.0;25.0;110.0;95.0;15.0;105.0;110.0;30.0;400.0;;;;;60.0;95.0;;85.0;20.0;;20.0;15.0;Schiedam                                ;Wijk     ;WK060607  ;1.0
7734;Totaal alle jeugdzorg in natura;Wijk 08 Industriegeb. ten N. v. Rijksweg;1e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Schiedam                                ;Wijk     ;WK060608  ;1.0
7735;Totaal alle jeugdzorg in natura;Wijk 08 Industriegeb. ten N. v. Rijksweg;2e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Schiedam                                ;Wijk     ;WK060608  ;1.0
7736;Totaal alle jeugdzorg in natura;Wijk 08 Industriegeb. ten N. v. Rijksweg;2018;;;;;;;;;;;;;;;;;;;;;;Schiedam                                ;Wijk     ;WK060608  ;1.0
7737;Totaal alle jeugdzorg in natura;Wijk 09 Woudhoek/Spaland /Sveaparken;1e halfjaar 2018;195.0;;90.0;90.0;10.0;45.0;135.0;15.0;245.0;;;;;40.0;110.0;;25.0;25.0;;10.0;;Schiedam                                ;Wijk     ;WK060609  ;1.0
7738;Totaal alle jeugdzorg in natura;Wijk 09 Woudhoek/Spaland /Sveaparken;2e halfjaar 2018;240.0;10.0;110.0;115.0;;60.0;165.0;15.0;310.0;;;;;50.0;130.0;;45.0;25.0;;10.0;10.0;Schiedam                                ;Wijk     ;WK060609  ;1.0
7739;Totaal alle jeugdzorg in natura;Wijk 09 Woudhoek/Spaland /Sveaparken;2018;270.0;10.0;125.0;125.0;10.0;65.0;185.0;20.0;360.0;;;;;60.0;155.0;;50.0;35.0;;10.0;15.0;Schiedam                                ;Wijk     ;WK060609  ;1.0
7740;Totaal alle jeugdzorg in natura;Schiermonnikoog;1e halfjaar 2018;10.0;;;;;;10.0;;10.0;;;;;;;;;;;;;Schiermonnikoog                         ;Gemeente ;GM0088    ;
7741;Totaal alle jeugdzorg in natura;Schiermonnikoog;2e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Schiermonnikoog                         ;Gemeente ;GM0088    ;
7742;Totaal alle jeugdzorg in natura;Schiermonnikoog;2018;10.0;;;;;;10.0;;10.0;;;;;;;;;;;;;Schiermonnikoog                         ;Gemeente ;GM0088    ;
7743;Totaal alle jeugdzorg in natura;Wijk 00;1e halfjaar 2018;10.0;;;;;;10.0;;10.0;;;;;;;;;;;;;Schiermonnikoog                         ;Wijk     ;WK008800  ;1.0
7744;Totaal alle jeugdzorg in natura;Wijk 00;2e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Schiermonnikoog                         ;Wijk     ;WK008800  ;1.0
7745;Totaal alle jeugdzorg in natura;Wijk 00;2018;10.0;;;;;;10.0;;10.0;;;;;;;;;;;;;Schiermonnikoog                         ;Wijk     ;WK008800  ;1.0
7746;Totaal alle jeugdzorg in natura;Schinnen;1e halfjaar 2018;260.0;15.0;135.0;110.0;;55.0;185.0;20.0;370.0;;;;;140.0;115.0;10.0;35.0;40.0;;;;Schinnen                                ;Gemeente ;GM0962    ;
7747;Totaal alle jeugdzorg in natura;Schinnen;2e halfjaar 2018;260.0;20.0;140.0;95.0;;55.0;190.0;15.0;400.0;;;;;155.0;115.0;20.0;40.0;45.0;;;;Schinnen                                ;Gemeente ;GM0962    ;
7748;Totaal alle jeugdzorg in natura;Schinnen;2018;295.0;20.0;155.0;120.0;;65.0;215.0;15.0;460.0;;;;;170.0;145.0;20.0;40.0;45.0;;;;Schinnen                                ;Gemeente ;GM0962    ;
7749;Totaal alle jeugdzorg in natura;Wijk 00;1e halfjaar 2018;105.0;;60.0;45.0;;25.0;80.0;;140.0;;;;;55.0;55.0;;;20.0;;;;Schinnen                                ;Wijk     ;WK096200  ;1.0
7750;Totaal alle jeugdzorg in natura;Wijk 00;2e halfjaar 2018;105.0;;60.0;40.0;;25.0;80.0;;155.0;;;;;65.0;55.0;;;20.0;;;;Schinnen                                ;Wijk     ;WK096200  ;1.0
7751;Totaal alle jeugdzorg in natura;Wijk 00;2018;120.0;;65.0;50.0;;25.0;90.0;;180.0;;;;;75.0;70.0;;;20.0;;;;Schinnen                                ;Wijk     ;WK096200  ;1.0
7752;Totaal alle jeugdzorg in natura;Wijk 01 Amstenrade - Oirsbeek;1e halfjaar 2018;115.0;;65.0;50.0;;20.0;90.0;;155.0;;;;;60.0;50.0;;10.0;20.0;;;;Schinnen                                ;Wijk     ;WK096201  ;1.0
7753;Totaal alle jeugdzorg in natura;Wijk 01 Amstenrade - Oirsbeek;2e halfjaar 2018;115.0;;65.0;45.0;;20.0;95.0;;165.0;;;;;65.0;50.0;;15.0;20.0;;;;Schinnen                                ;Wijk     ;WK096201  ;1.0
7754;Totaal alle jeugdzorg in natura;Wijk 01 Amstenrade - Oirsbeek;2018;130.0;;70.0;55.0;;20.0;105.0;;190.0;;;;;70.0;65.0;;15.0;20.0;;;;Schinnen                                ;Wijk     ;WK096201  ;1.0
7755;Totaal alle jeugdzorg in natura;Schouwen-Duiveland;1e halfjaar 2018;575.0;30.0;305.0;230.0;10.0;120.0;380.0;75.0;790.0;;;;;345.0;200.0;;30.0;95.0;;;25.0;Schouwen-Duiveland                      ;Gemeente ;GM1676    ;
7756;Totaal alle jeugdzorg in natura;Schouwen-Duiveland;2e halfjaar 2018;585.0;40.0;295.0;245.0;;125.0;385.0;75.0;835.0;;;;;335.0;255.0;;35.0;80.0;;;25.0;Schouwen-Duiveland                      ;Gemeente ;GM1676    ;
7757;Totaal alle jeugdzorg in natura;Schouwen-Duiveland;2018;670.0;40.0;345.0;275.0;10.0;140.0;450.0;80.0;990.0;;;;;415.0;280.0;;40.0;110.0;;;25.0;Schouwen-Duiveland                      ;Gemeente ;GM1676    ;
7758;Totaal alle jeugdzorg in natura;Wijk 00 Zierikzee;1e halfjaar 2018;210.0;15.0;115.0;80.0;;55.0;135.0;20.0;305.0;;;;;160.0;75.0;;10.0;25.0;;;;Schouwen-Duiveland                      ;Wijk     ;WK167600  ;1.0
7759;Totaal alle jeugdzorg in natura;Wijk 00 Zierikzee;2e halfjaar 2018;225.0;20.0;115.0;85.0;;65.0;135.0;25.0;325.0;;;;;155.0;105.0;;10.0;25.0;;;;Schouwen-Duiveland                      ;Wijk     ;WK167600  ;1.0
7760;Totaal alle jeugdzorg in natura;Wijk 00 Zierikzee;2018;250.0;20.0;130.0;95.0;;70.0;155.0;25.0;385.0;;;;;190.0;110.0;;15.0;35.0;;;;Schouwen-Duiveland                      ;Wijk     ;WK167600  ;1.0
7761;Totaal alle jeugdzorg in natura;Wijk 01 Brouwershaven;1e halfjaar 2018;25.0;;10.0;15.0;;;15.0;;40.0;;;;;15.0;15.0;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167601  ;1.0
7762;Totaal alle jeugdzorg in natura;Wijk 01 Brouwershaven;2e halfjaar 2018;20.0;;10.0;10.0;;;15.0;;35.0;;;;;10.0;15.0;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167601  ;1.0
7763;Totaal alle jeugdzorg in natura;Wijk 01 Brouwershaven;2018;25.0;;10.0;15.0;;;15.0;;45.0;;;;;15.0;15.0;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167601  ;1.0
7764;Totaal alle jeugdzorg in natura;Wijk 02 Zonnemaire;1e halfjaar 2018;15.0;;10.0;;;;15.0;;20.0;;;;;;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167602  ;1.0
7765;Totaal alle jeugdzorg in natura;Wijk 02 Zonnemaire;2e halfjaar 2018;15.0;;10.0;;;;15.0;;20.0;;;;;;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167602  ;1.0
7766;Totaal alle jeugdzorg in natura;Wijk 02 Zonnemaire;2018;15.0;;10.0;;;;15.0;;20.0;;;;;10.0;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167602  ;1.0
7767;Totaal alle jeugdzorg in natura;Wijk 03 Dreischor;1e halfjaar 2018;25.0;;10.0;;;;15.0;;25.0;;;;;;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167603  ;1.0
7768;Totaal alle jeugdzorg in natura;Wijk 03 Dreischor;2e halfjaar 2018;20.0;;10.0;;;;10.0;;20.0;;;;;;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167603  ;1.0
7769;Totaal alle jeugdzorg in natura;Wijk 03 Dreischor;2018;25.0;;15.0;;;;15.0;;30.0;;;;;;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167603  ;1.0
7770;Totaal alle jeugdzorg in natura;Wijk 04 Noordgouwe;1e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167604  ;1.0
7771;Totaal alle jeugdzorg in natura;Wijk 04 Noordgouwe;2e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167604  ;1.0
7772;Totaal alle jeugdzorg in natura;Wijk 04 Noordgouwe;2018;;;;;;;;;10.0;;;;;;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167604  ;1.0
7773;Totaal alle jeugdzorg in natura;Wijk 05 Bruinisse;1e halfjaar 2018;65.0;;30.0;30.0;;;45.0;10.0;85.0;;;;;35.0;20.0;;;10.0;;;;Schouwen-Duiveland                      ;Wijk     ;WK167605  ;1.0
7774;Totaal alle jeugdzorg in natura;Wijk 05 Bruinisse;2e halfjaar 2018;70.0;;35.0;35.0;;15.0;50.0;10.0;95.0;;;;;30.0;25.0;;;10.0;;;;Schouwen-Duiveland                      ;Wijk     ;WK167605  ;1.0
7775;Totaal alle jeugdzorg in natura;Wijk 05 Bruinisse;2018;75.0;;40.0;35.0;;15.0;55.0;10.0;110.0;;;;;40.0;25.0;;;15.0;;;;Schouwen-Duiveland                      ;Wijk     ;WK167605  ;1.0
7776;Totaal alle jeugdzorg in natura;Wijk 06 Nieuwerkerk;1e halfjaar 2018;50.0;;35.0;10.0;;;35.0;10.0;80.0;;;;;30.0;25.0;;;10.0;;;;Schouwen-Duiveland                      ;Wijk     ;WK167606  ;1.0
7777;Totaal alle jeugdzorg in natura;Wijk 06 Nieuwerkerk;2e halfjaar 2018;60.0;;35.0;20.0;;;40.0;10.0;95.0;;;;;35.0;35.0;;;10.0;;;;Schouwen-Duiveland                      ;Wijk     ;WK167606  ;1.0
7778;Totaal alle jeugdzorg in natura;Wijk 06 Nieuwerkerk;2018;65.0;;40.0;20.0;;10.0;45.0;10.0;110.0;;;;;40.0;35.0;;;15.0;;;;Schouwen-Duiveland                      ;Wijk     ;WK167606  ;1.0
7779;Totaal alle jeugdzorg in natura;Wijk 07 Oosterland;1e halfjaar 2018;40.0;;20.0;20.0;;10.0;25.0;;50.0;;;;;20.0;20.0;;;10.0;;;;Schouwen-Duiveland                      ;Wijk     ;WK167607  ;1.0
7780;Totaal alle jeugdzorg in natura;Wijk 07 Oosterland;2e halfjaar 2018;45.0;;20.0;20.0;;10.0;30.0;;60.0;;;;;20.0;25.0;;;10.0;;;;Schouwen-Duiveland                      ;Wijk     ;WK167607  ;1.0
7781;Totaal alle jeugdzorg in natura;Wijk 07 Oosterland;2018;50.0;;20.0;25.0;;10.0;35.0;;70.0;;;;;25.0;30.0;;;10.0;;;;Schouwen-Duiveland                      ;Wijk     ;WK167607  ;1.0
7782;Totaal alle jeugdzorg in natura;Wijk 08 Ouwerkerk;1e halfjaar 2018;;;;;;;;;10.0;;;;;;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167608  ;1.0
7783;Totaal alle jeugdzorg in natura;Wijk 08 Ouwerkerk;2e halfjaar 2018;;;;;;;;;10.0;;;;;;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167608  ;1.0
7784;Totaal alle jeugdzorg in natura;Wijk 08 Ouwerkerk;2018;10.0;;;;;;;;15.0;;;;;;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167608  ;1.0
7785;Totaal alle jeugdzorg in natura;Wijk 09 Scharendijke;1e halfjaar 2018;15.0;;10.0;;;;;;15.0;;;;;10.0;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167609  ;1.0
7786;Totaal alle jeugdzorg in natura;Wijk 09 Scharendijke;2e halfjaar 2018;10.0;;;;;;;;15.0;;;;;;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167609  ;1.0
7787;Totaal alle jeugdzorg in natura;Wijk 09 Scharendijke;2018;10.0;;;;;;;;15.0;;;;;10.0;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167609  ;1.0
7788;Totaal alle jeugdzorg in natura;Wijk 10 Kerkwerve;1e halfjaar 2018;20.0;;;10.0;;;15.0;;25.0;;;;;10.0;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167610  ;1.0
7789;Totaal alle jeugdzorg in natura;Wijk 10 Kerkwerve;2e halfjaar 2018;20.0;;;15.0;;;15.0;;25.0;;;;;;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167610  ;1.0
7790;Totaal alle jeugdzorg in natura;Wijk 10 Kerkwerve;2018;25.0;;;15.0;;;20.0;;30.0;;;;;10.0;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167610  ;1.0
7791;Totaal alle jeugdzorg in natura;Wijk 11 Ellemeet;1e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167611  ;1.0
7792;Totaal alle jeugdzorg in natura;Wijk 11 Ellemeet;2e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167611  ;1.0
7793;Totaal alle jeugdzorg in natura;Wijk 11 Ellemeet;2018;;;;;;;;;;;;;;;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167611  ;1.0
7794;Totaal alle jeugdzorg in natura;Wijk 12 Haamstede;1e halfjaar 2018;50.0;;20.0;25.0;;;40.0;;55.0;;;;;25.0;10.0;;;15.0;;;;Schouwen-Duiveland                      ;Wijk     ;WK167612  ;1.0
7795;Totaal alle jeugdzorg in natura;Wijk 12 Haamstede;2e halfjaar 2018;50.0;;20.0;25.0;;;40.0;;60.0;;;;;25.0;20.0;;;10.0;;;;Schouwen-Duiveland                      ;Wijk     ;WK167612  ;1.0
7796;Totaal alle jeugdzorg in natura;Wijk 12 Haamstede;2018;60.0;;25.0;30.0;;;50.0;;70.0;;;;;30.0;20.0;;;15.0;;;;Schouwen-Duiveland                      ;Wijk     ;WK167612  ;1.0
7797;Totaal alle jeugdzorg in natura;Wijk 13 Renesse;1e halfjaar 2018;20.0;;15.0;;;10.0;10.0;;30.0;;;;;15.0;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167613  ;1.0
7798;Totaal alle jeugdzorg in natura;Wijk 13 Renesse;2e halfjaar 2018;20.0;;10.0;;;10.0;10.0;;30.0;;;;;15.0;10.0;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167613  ;1.0
7799;Totaal alle jeugdzorg in natura;Wijk 13 Renesse;2018;25.0;;15.0;10.0;;10.0;15.0;;35.0;;;;;20.0;10.0;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167613  ;1.0
7800;Totaal alle jeugdzorg in natura;Wijk 14 Noordwelle;1e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167614  ;1.0
7801;Totaal alle jeugdzorg in natura;Wijk 14 Noordwelle;2e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167614  ;1.0
7802;Totaal alle jeugdzorg in natura;Wijk 14 Noordwelle;2018;;;;;;;;;;;;;;;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167614  ;1.0
7803;Totaal alle jeugdzorg in natura;Wijk 15 Serooskerke;1e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167615  ;1.0
7804;Totaal alle jeugdzorg in natura;Wijk 15 Serooskerke;2e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167615  ;1.0
7805;Totaal alle jeugdzorg in natura;Wijk 15 Serooskerke;2018;;;;;;;;;;;;;;;;;;;;;;Schouwen-Duiveland                      ;Wijk     ;WK167615  ;1.0
7806;Totaal alle jeugdzorg in natura;Simpelveld;1e halfjaar 2018;205.0;10.0;110.0;80.0;;65.0;105.0;30.0;320.0;;;;;115.0;65.0;;50.0;20.0;;;15.0;Simpelveld                              ;Gemeente ;GM0965    ;
7807;Totaal alle jeugdzorg in natura;Simpelveld;2e halfjaar 2018;215.0;15.0;115.0;85.0;;70.0;115.0;30.0;340.0;;;;;115.0;75.0;;50.0;20.0;;;15.0;Simpelveld                              ;Gemeente ;GM0965    ;
7808;Totaal alle jeugdzorg in natura;Simpelveld;2018;230.0;15.0;120.0;90.0;;70.0;125.0;30.0;395.0;;;;;135.0;90.0;;60.0;25.0;10.0;;15.0;Simpelveld                              ;Gemeente ;GM0965    ;
7809;Totaal alle jeugdzorg in natura;Wijk 00 Simpelveld;1e halfjaar 2018;75.0;;40.0;35.0;;25.0;40.0;10.0;115.0;;;;;45.0;25.0;;15.0;10.0;;;;Simpelveld                              ;Wijk     ;WK096500  ;1.0
7810;Totaal alle jeugdzorg in natura;Wijk 00 Simpelveld;2e halfjaar 2018;80.0;;40.0;40.0;;30.0;40.0;10.0;120.0;;;;;50.0;30.0;;15.0;10.0;;;10.0;Simpelveld                              ;Wijk     ;WK096500  ;1.0
7811;Totaal alle jeugdzorg in natura;Wijk 00 Simpelveld;2018;90.0;;45.0;40.0;;30.0;45.0;10.0;140.0;;;;;55.0;40.0;;20.0;10.0;;;10.0;Simpelveld                              ;Wijk     ;WK096500  ;1.0
7812;Totaal alle jeugdzorg in natura;Wijk 01 Bocholtz;1e halfjaar 2018;70.0;;40.0;30.0;;15.0;50.0;10.0;105.0;;;;;40.0;35.0;;10.0;;;;;Simpelveld                              ;Wijk     ;WK096501  ;1.0
7813;Totaal alle jeugdzorg in natura;Wijk 01 Bocholtz;2e halfjaar 2018;75.0;;45.0;30.0;;15.0;55.0;;110.0;;;;;35.0;45.0;;10.0;;;;;Simpelveld                              ;Wijk     ;WK096501  ;1.0
7814;Totaal alle jeugdzorg in natura;Wijk 01 Bocholtz;2018;80.0;;45.0;30.0;;15.0;55.0;;135.0;;;;;50.0;50.0;;10.0;10.0;;;;Simpelveld                              ;Wijk     ;WK096501  ;1.0
7815;Totaal alle jeugdzorg in natura;Sint Anthonis;1e halfjaar 2018;205.0;;105.0;95.0;;30.0;160.0;15.0;275.0;;;;;95.0;110.0;;35.0;;;;;Sint Anthonis                           ;Gemeente ;GM1702    ;
