ID;Providers;Financing;Periods;ExpenditureOnHealthAndSocialCare_1
5022;HP81: Households prov. home health care;HF3: Household out-of-pocket payments;2011;0.0
5023;HP81: Households prov. home health care;HF3: Household out-of-pocket payments;2012;0.0
5024;HP81: Households prov. home health care;HF3: Household out-of-pocket payments;2013;0.0
5025;HP81: Households prov. home health care;HF3: Household out-of-pocket payments;2014;0.0
5026;HP81: Households prov. home health care;HF3: Household out-of-pocket payments;2015;0.0
5027;HP81: Households prov. home health care;HF3: Household out-of-pocket payments;2016;0.0
5028;HP81: Households prov. home health care;"Rest of the world; exports";2005;0.0
5029;HP81: Households prov. home health care;"Rest of the world; exports";2006;0.0
5030;HP81: Households prov. home health care;"Rest of the world; exports";2007;0.0
5031;HP81: Households prov. home health care;"Rest of the world; exports";2008;0.0
5032;HP81: Households prov. home health care;"Rest of the world; exports";2009;0.0
5033;HP81: Households prov. home health care;"Rest of the world; exports";2010;0.0
5034;HP81: Households prov. home health care;"Rest of the world; exports";2011;0.0
5035;HP81: Households prov. home health care;"Rest of the world; exports";2012;0.0
5036;HP81: Households prov. home health care;"Rest of the world; exports";2013;0.0
5037;HP81: Households prov. home health care;"Rest of the world; exports";2014;0.0
5038;HP81: Households prov. home health care;"Rest of the world; exports";2015;0.0
5039;HP81: Households prov. home health care;"Rest of the world; exports";2016;0.0
5040;HP82: Secondary providers of health care;Total financ schemes health,social care;2005;430.0
5041;HP82: Secondary providers of health care;Total financ schemes health,social care;2006;479.0
5042;HP82: Secondary providers of health care;Total financ schemes health,social care;2007;532.0
5043;HP82: Secondary providers of health care;Total financ schemes health,social care;2008;646.0
5044;HP82: Secondary providers of health care;Total financ schemes health,social care;2009;682.0
5045;HP82: Secondary providers of health care;Total financ schemes health,social care;2010;730.0
5046;HP82: Secondary providers of health care;Total financ schemes health,social care;2011;738.0
5047;HP82: Secondary providers of health care;Total financ schemes health,social care;2012;826.0
5048;HP82: Secondary providers of health care;Total financ schemes health,social care;2013;839.0
5049;HP82: Secondary providers of health care;Total financ schemes health,social care;2014;842.0
5050;HP82: Secondary providers of health care;Total financ schemes health,social care;2015;827.0
5051;HP82: Secondary providers of health care;Total financ schemes health,social care;2016;854.0
5052;HP82: Secondary providers of health care;Total financing of residents;2005;430.0
5053;HP82: Secondary providers of health care;Total financing of residents;2006;479.0
5054;HP82: Secondary providers of health care;Total financing of residents;2007;532.0
5055;HP82: Secondary providers of health care;Total financing of residents;2008;646.0
5056;HP82: Secondary providers of health care;Total financing of residents;2009;682.0
5057;HP82: Secondary providers of health care;Total financing of residents;2010;730.0
5058;HP82: Secondary providers of health care;Total financing of residents;2011;738.0
5059;HP82: Secondary providers of health care;Total financing of residents;2012;826.0
5060;HP82: Secondary providers of health care;Total financing of residents;2013;839.0
5061;HP82: Secondary providers of health care;Total financing of residents;2014;842.0
5062;HP82: Secondary providers of health care;Total financing of residents;2015;827.0
5063;HP82: Secondary providers of health care;Total financing of residents;2016;854.0
5064;HP82: Secondary providers of health care;HF1: Government, comp. Contr. schemes;2005;295.0
5065;HP82: Secondary providers of health care;HF1: Government, comp. Contr. schemes;2006;391.0
5066;HP82: Secondary providers of health care;HF1: Government, comp. Contr. schemes;2007;436.0
5067;HP82: Secondary providers of health care;HF1: Government, comp. Contr. schemes;2008;545.0
5068;HP82: Secondary providers of health care;HF1: Government, comp. Contr. schemes;2009;578.0
5069;HP82: Secondary providers of health care;HF1: Government, comp. Contr. schemes;2010;624.0
5070;HP82: Secondary providers of health care;HF1: Government, comp. Contr. schemes;2011;639.0
5071;HP82: Secondary providers of health care;HF1: Government, comp. Contr. schemes;2012;735.0
5072;HP82: Secondary providers of health care;HF1: Government, comp. Contr. schemes;2013;740.0
5073;HP82: Secondary providers of health care;HF1: Government, comp. Contr. schemes;2014;746.0
5074;HP82: Secondary providers of health care;HF1: Government, comp. Contr. schemes;2015;733.0
5075;HP82: Secondary providers of health care;HF1: Government, comp. Contr. schemes;2016;769.0
5076;HP82: Secondary providers of health care;HF11: Government schemes;2005;147.0
5077;HP82: Secondary providers of health care;HF11: Government schemes;2006;63.0
5078;HP82: Secondary providers of health care;HF11: Government schemes;2007;77.0
5079;HP82: Secondary providers of health care;HF11: Government schemes;2008;89.0
5080;HP82: Secondary providers of health care;HF11: Government schemes;2009;93.0
5081;HP82: Secondary providers of health care;HF11: Government schemes;2010;93.0
5082;HP82: Secondary providers of health care;HF11: Government schemes;2011;86.0
5083;HP82: Secondary providers of health care;HF11: Government schemes;2012;84.0
5084;HP82: Secondary providers of health care;HF11: Government schemes;2013;136.0
5085;HP82: Secondary providers of health care;HF11: Government schemes;2014;135.0
5086;HP82: Secondary providers of health care;HF11: Government schemes;2015;427.0
5087;HP82: Secondary providers of health care;HF11: Government schemes;2016;448.0
5088;HP82: Secondary providers of health care;HF12: Compulsory contributory schemes;2005;148.0
5089;HP82: Secondary providers of health care;HF12: Compulsory contributory schemes;2006;328.0
5090;HP82: Secondary providers of health care;HF12: Compulsory contributory schemes;2007;359.0
5091;HP82: Secondary providers of health care;HF12: Compulsory contributory schemes;2008;456.0
5092;HP82: Secondary providers of health care;HF12: Compulsory contributory schemes;2009;484.0
5093;HP82: Secondary providers of health care;HF12: Compulsory contributory schemes;2010;531.0
5094;HP82: Secondary providers of health care;HF12: Compulsory contributory schemes;2011;554.0
5095;HP82: Secondary providers of health care;HF12: Compulsory contributory schemes;2012;650.0
5096;HP82: Secondary providers of health care;HF12: Compulsory contributory schemes;2013;605.0
5097;HP82: Secondary providers of health care;HF12: Compulsory contributory schemes;2014;611.0
5098;HP82: Secondary providers of health care;HF12: Compulsory contributory schemes;2015;306.0
5099;HP82: Secondary providers of health care;HF12: Compulsory contributory schemes;2016;320.0
5100;HP82: Secondary providers of health care;HF121a: Long-term care insurance;2005;42.0
5101;HP82: Secondary providers of health care;HF121a: Long-term care insurance;2006;63.0
5102;HP82: Secondary providers of health care;HF121a: Long-term care insurance;2007;56.0
5103;HP82: Secondary providers of health care;HF121a: Long-term care insurance;2008;51.0
5104;HP82: Secondary providers of health care;HF121a: Long-term care insurance;2009;52.0
5105;HP82: Secondary providers of health care;HF121a: Long-term care insurance;2010;56.0
5106;HP82: Secondary providers of health care;HF121a: Long-term care insurance;2011;54.0
5107;HP82: Secondary providers of health care;HF121a: Long-term care insurance;2012;68.0
5108;HP82: Secondary providers of health care;HF121a: Long-term care insurance;2013;67.0
5109;HP82: Secondary providers of health care;HF121a: Long-term care insurance;2014;67.0
5110;HP82: Secondary providers of health care;HF121a: Long-term care insurance;2015;67.0
5111;HP82: Secondary providers of health care;HF121a: Long-term care insurance;2016;70.0
5112;HP82: Secondary providers of health care;HF121b: Health Insurance Fund;2005;106.0
5113;HP82: Secondary providers of health care;HF121b: Health Insurance Fund;2006;
5114;HP82: Secondary providers of health care;HF121b: Health Insurance Fund;2007;
5115;HP82: Secondary providers of health care;HF121b: Health Insurance Fund;2008;
5116;HP82: Secondary providers of health care;HF121b: Health Insurance Fund;2009;
5117;HP82: Secondary providers of health care;HF121b: Health Insurance Fund;2010;
5118;HP82: Secondary providers of health care;HF121b: Health Insurance Fund;2011;
5119;HP82: Secondary providers of health care;HF121b: Health Insurance Fund;2012;
5120;HP82: Secondary providers of health care;HF121b: Health Insurance Fund;2013;
5121;HP82: Secondary providers of health care;HF121b: Health Insurance Fund;2014;
5122;HP82: Secondary providers of health care;HF121b: Health Insurance Fund;2015;
5123;HP82: Secondary providers of health care;HF121b: Health Insurance Fund;2016;
5124;HP82: Secondary providers of health care;HF122: Compulsory private insurance;2005;
5125;HP82: Secondary providers of health care;HF122: Compulsory private insurance;2006;265.0
5126;HP82: Secondary providers of health care;HF122: Compulsory private insurance;2007;303.0
5127;HP82: Secondary providers of health care;HF122: Compulsory private insurance;2008;405.0
5128;HP82: Secondary providers of health care;HF122: Compulsory private insurance;2009;432.0
5129;HP82: Secondary providers of health care;HF122: Compulsory private insurance;2010;475.0
5130;HP82: Secondary providers of health care;HF122: Compulsory private insurance;2011;500.0
5131;HP82: Secondary providers of health care;HF122: Compulsory private insurance;2012;582.0
5132;HP82: Secondary providers of health care;HF122: Compulsory private insurance;2013;537.0
5133;HP82: Secondary providers of health care;HF122: Compulsory private insurance;2014;544.0
5134;HP82: Secondary providers of health care;HF122: Compulsory private insurance;2015;239.0
5135;HP82: Secondary providers of health care;HF122: Compulsory private insurance;2016;251.0
5136;HP82: Secondary providers of health care;Voluntary schemes (incl. OOP);2005;135.0
5137;HP82: Secondary providers of health care;Voluntary schemes (incl. OOP);2006;89.0
5138;HP82: Secondary providers of health care;Voluntary schemes (incl. OOP);2007;96.0
5139;HP82: Secondary providers of health care;Voluntary schemes (incl. OOP);2008;100.0
5140;HP82: Secondary providers of health care;Voluntary schemes (incl. OOP);2009;104.0
5141;HP82: Secondary providers of health care;Voluntary schemes (incl. OOP);2010;106.0
5142;HP82: Secondary providers of health care;Voluntary schemes (incl. OOP);2011;99.0
5143;HP82: Secondary providers of health care;Voluntary schemes (incl. OOP);2012;91.0
5144;HP82: Secondary providers of health care;Voluntary schemes (incl. OOP);2013;99.0
5145;HP82: Secondary providers of health care;Voluntary schemes (incl. OOP);2014;96.0
5146;HP82: Secondary providers of health care;Voluntary schemes (incl. OOP);2015;94.0
5147;HP82: Secondary providers of health care;Voluntary schemes (incl. OOP);2016;85.0
5148;HP82: Secondary providers of health care;HF2: Voluntary schemes;2005;129.0
5149;HP82: Secondary providers of health care;HF2: Voluntary schemes;2006;89.0
5150;HP82: Secondary providers of health care;HF2: Voluntary schemes;2007;96.0
5151;HP82: Secondary providers of health care;HF2: Voluntary schemes;2008;98.0
5152;HP82: Secondary providers of health care;HF2: Voluntary schemes;2009;102.0
5153;HP82: Secondary providers of health care;HF2: Voluntary schemes;2010;104.0
5154;HP82: Secondary providers of health care;HF2: Voluntary schemes;2011;97.0
5155;HP82: Secondary providers of health care;HF2: Voluntary schemes;2012;89.0
5156;HP82: Secondary providers of health care;HF2: Voluntary schemes;2013;83.0
5157;HP82: Secondary providers of health care;HF2: Voluntary schemes;2014;81.0
5158;HP82: Secondary providers of health care;HF2: Voluntary schemes;2015;77.0
5159;HP82: Secondary providers of health care;HF2: Voluntary schemes;2016;81.0
5160;HP82: Secondary providers of health care;HF21: Voluntary health insurance schemes;2005;30.0
5161;HP82: Secondary providers of health care;HF21: Voluntary health insurance schemes;2006;0.0
5162;HP82: Secondary providers of health care;HF21: Voluntary health insurance schemes;2007;0.0
5163;HP82: Secondary providers of health care;HF21: Voluntary health insurance schemes;2008;0.0
5164;HP82: Secondary providers of health care;HF21: Voluntary health insurance schemes;2009;0.0
5165;HP82: Secondary providers of health care;HF21: Voluntary health insurance schemes;2010;0.0
5166;HP82: Secondary providers of health care;HF21: Voluntary health insurance schemes;2011;0.0
5167;HP82: Secondary providers of health care;HF21: Voluntary health insurance schemes;2012;0.0
5168;HP82: Secondary providers of health care;HF21: Voluntary health insurance schemes;2013;0.0
5169;HP82: Secondary providers of health care;HF21: Voluntary health insurance schemes;2014;0.0
5170;HP82: Secondary providers of health care;HF21: Voluntary health insurance schemes;2015;0.0
5171;HP82: Secondary providers of health care;HF21: Voluntary health insurance schemes;2016;0.0
5172;HP82: Secondary providers of health care;HF22: Financing schemes NPI;2005;0.0
5173;HP82: Secondary providers of health care;HF22: Financing schemes NPI;2006;0.0
5174;HP82: Secondary providers of health care;HF22: Financing schemes NPI;2007;0.0
5175;HP82: Secondary providers of health care;HF22: Financing schemes NPI;2008;0.0
5176;HP82: Secondary providers of health care;HF22: Financing schemes NPI;2009;0.0
5177;HP82: Secondary providers of health care;HF22: Financing schemes NPI;2010;0.0
5178;HP82: Secondary providers of health care;HF22: Financing schemes NPI;2011;0.0
5179;HP82: Secondary providers of health care;HF22: Financing schemes NPI;2012;0.0
5180;HP82: Secondary providers of health care;HF22: Financing schemes NPI;2013;0.0
5181;HP82: Secondary providers of health care;HF22: Financing schemes NPI;2014;0.0
5182;HP82: Secondary providers of health care;HF22: Financing schemes NPI;2015;0.0
5183;HP82: Secondary providers of health care;HF22: Financing schemes NPI;2016;0.0
5184;HP82: Secondary providers of health care;HF23: Enterprise financing schemes;2005;99.0
5185;HP82: Secondary providers of health care;HF23: Enterprise financing schemes;2006;89.0
5186;HP82: Secondary providers of health care;HF23: Enterprise financing schemes;2007;96.0
5187;HP82: Secondary providers of health care;HF23: Enterprise financing schemes;2008;98.0
5188;HP82: Secondary providers of health care;HF23: Enterprise financing schemes;2009;102.0
5189;HP82: Secondary providers of health care;HF23: Enterprise financing schemes;2010;104.0
5190;HP82: Secondary providers of health care;HF23: Enterprise financing schemes;2011;97.0
5191;HP82: Secondary providers of health care;HF23: Enterprise financing schemes;2012;89.0
5192;HP82: Secondary providers of health care;HF23: Enterprise financing schemes;2013;83.0
5193;HP82: Secondary providers of health care;HF23: Enterprise financing schemes;2014;81.0
5194;HP82: Secondary providers of health care;HF23: Enterprise financing schemes;2015;77.0
5195;HP82: Secondary providers of health care;HF23: Enterprise financing schemes;2016;81.0
5196;HP82: Secondary providers of health care;HF3: Household out-of-pocket payments;2005;6.0
5197;HP82: Secondary providers of health care;HF3: Household out-of-pocket payments;2006;0.0
5198;HP82: Secondary providers of health care;HF3: Household out-of-pocket payments;2007;0.0
5199;HP82: Secondary providers of health care;HF3: Household out-of-pocket payments;2008;2.0
5200;HP82: Secondary providers of health care;HF3: Household out-of-pocket payments;2009;2.0
5201;HP82: Secondary providers of health care;HF3: Household out-of-pocket payments;2010;2.0
5202;HP82: Secondary providers of health care;HF3: Household out-of-pocket payments;2011;2.0
5203;HP82: Secondary providers of health care;HF3: Household out-of-pocket payments;2012;2.0
5204;HP82: Secondary providers of health care;HF3: Household out-of-pocket payments;2013;16.0
5205;HP82: Secondary providers of health care;HF3: Household out-of-pocket payments;2014;15.0
5206;HP82: Secondary providers of health care;HF3: Household out-of-pocket payments;2015;17.0
5207;HP82: Secondary providers of health care;HF3: Household out-of-pocket payments;2016;4.0
5208;HP82: Secondary providers of health care;"Rest of the world; exports";2005;0.0
5209;HP82: Secondary providers of health care;"Rest of the world; exports";2006;0.0
5210;HP82: Secondary providers of health care;"Rest of the world; exports";2007;0.0
5211;HP82: Secondary providers of health care;"Rest of the world; exports";2008;0.0
5212;HP82: Secondary providers of health care;"Rest of the world; exports";2009;0.0
5213;HP82: Secondary providers of health care;"Rest of the world; exports";2010;0.0
5214;HP82: Secondary providers of health care;"Rest of the world; exports";2011;0.0
5215;HP82: Secondary providers of health care;"Rest of the world; exports";2012;0.0
5216;HP82: Secondary providers of health care;"Rest of the world; exports";2013;0.0
5217;HP82: Secondary providers of health care;"Rest of the world; exports";2014;0.0
5218;HP82: Secondary providers of health care;"Rest of the world; exports";2015;0.0
5219;HP82: Secondary providers of health care;"Rest of the world; exports";2016;0.0
5220;HP9: Rest of the world;Total financ schemes health,social care;2005;448.0
5221;HP9: Rest of the world;Total financ schemes health,social care;2006;517.0
5222;HP9: Rest of the world;Total financ schemes health,social care;2007;556.0
5223;HP9: Rest of the world;Total financ schemes health,social care;2008;573.0
5224;HP9: Rest of the world;Total financ schemes health,social care;2009;626.0
5225;HP9: Rest of the world;Total financ schemes health,social care;2010;658.0
5226;HP9: Rest of the world;Total financ schemes health,social care;2011;692.0
5227;HP9: Rest of the world;Total financ schemes health,social care;2012;677.0
5228;HP9: Rest of the world;Total financ schemes health,social care;2013;632.0
5229;HP9: Rest of the world;Total financ schemes health,social care;2014;633.0
5230;HP9: Rest of the world;Total financ schemes health,social care;2015;662.0
5231;HP9: Rest of the world;Total financ schemes health,social care;2016;649.0
5232;HP9: Rest of the world;Total financing of residents;2005;448.0
5233;HP9: Rest of the world;Total financing of residents;2006;517.0
5234;HP9: Rest of the world;Total financing of residents;2007;556.0
5235;HP9: Rest of the world;Total financing of residents;2008;573.0
5236;HP9: Rest of the world;Total financing of residents;2009;626.0
5237;HP9: Rest of the world;Total financing of residents;2010;658.0
5238;HP9: Rest of the world;Total financing of residents;2011;692.0
5239;HP9: Rest of the world;Total financing of residents;2012;677.0
5240;HP9: Rest of the world;Total financing of residents;2013;632.0
5241;HP9: Rest of the world;Total financing of residents;2014;633.0
5242;HP9: Rest of the world;Total financing of residents;2015;662.0
5243;HP9: Rest of the world;Total financing of residents;2016;649.0
5244;HP9: Rest of the world;HF1: Government, comp. Contr. schemes;2005;146.0
5245;HP9: Rest of the world;HF1: Government, comp. Contr. schemes;2006;360.0
5246;HP9: Rest of the world;HF1: Government, comp. Contr. schemes;2007;379.0
5247;HP9: Rest of the world;HF1: Government, comp. Contr. schemes;2008;387.0
5248;HP9: Rest of the world;HF1: Government, comp. Contr. schemes;2009;411.0
5249;HP9: Rest of the world;HF1: Government, comp. Contr. schemes;2010;445.0
5250;HP9: Rest of the world;HF1: Government, comp. Contr. schemes;2011;473.0
5251;HP9: Rest of the world;HF1: Government, comp. Contr. schemes;2012;448.0
5252;HP9: Rest of the world;HF1: Government, comp. Contr. schemes;2013;409.0
5253;HP9: Rest of the world;HF1: Government, comp. Contr. schemes;2014;403.0
5254;HP9: Rest of the world;HF1: Government, comp. Contr. schemes;2015;424.0
5255;HP9: Rest of the world;HF1: Government, comp. Contr. schemes;2016;416.0
5256;HP9: Rest of the world;HF11: Government schemes;2005;0.0
5257;HP9: Rest of the world;HF11: Government schemes;2006;0.0
5258;HP9: Rest of the world;HF11: Government schemes;2007;0.0
5259;HP9: Rest of the world;HF11: Government schemes;2008;0.0
5260;HP9: Rest of the world;HF11: Government schemes;2009;0.0
5261;HP9: Rest of the world;HF11: Government schemes;2010;0.0
5262;HP9: Rest of the world;HF11: Government schemes;2011;0.0
5263;HP9: Rest of the world;HF11: Government schemes;2012;0.0
5264;HP9: Rest of the world;HF11: Government schemes;2013;0.0
5265;HP9: Rest of the world;HF11: Government schemes;2014;0.0
5266;HP9: Rest of the world;HF11: Government schemes;2015;0.0
5267;HP9: Rest of the world;HF11: Government schemes;2016;0.0
5268;HP9: Rest of the world;HF12: Compulsory contributory schemes;2005;146.0
5269;HP9: Rest of the world;HF12: Compulsory contributory schemes;2006;360.0
5270;HP9: Rest of the world;HF12: Compulsory contributory schemes;2007;379.0
5271;HP9: Rest of the world;HF12: Compulsory contributory schemes;2008;387.0
5272;HP9: Rest of the world;HF12: Compulsory contributory schemes;2009;411.0
5273;HP9: Rest of the world;HF12: Compulsory contributory schemes;2010;445.0
5274;HP9: Rest of the world;HF12: Compulsory contributory schemes;2011;473.0
5275;HP9: Rest of the world;HF12: Compulsory contributory schemes;2012;448.0
5276;HP9: Rest of the world;HF12: Compulsory contributory schemes;2013;409.0
5277;HP9: Rest of the world;HF12: Compulsory contributory schemes;2014;403.0
5278;HP9: Rest of the world;HF12: Compulsory contributory schemes;2015;424.0
5279;HP9: Rest of the world;HF12: Compulsory contributory schemes;2016;416.0
5280;HP9: Rest of the world;HF121a: Long-term care insurance;2005;14.0
5281;HP9: Rest of the world;HF121a: Long-term care insurance;2006;19.0
5282;HP9: Rest of the world;HF121a: Long-term care insurance;2007;19.0
5283;HP9: Rest of the world;HF121a: Long-term care insurance;2008;12.0
5284;HP9: Rest of the world;HF121a: Long-term care insurance;2009;12.0
5285;HP9: Rest of the world;HF121a: Long-term care insurance;2010;12.0
5286;HP9: Rest of the world;HF121a: Long-term care insurance;2011;10.0
5287;HP9: Rest of the world;HF121a: Long-term care insurance;2012;11.0
5288;HP9: Rest of the world;HF121a: Long-term care insurance;2013;11.0
5289;HP9: Rest of the world;HF121a: Long-term care insurance;2014;10.0
5290;HP9: Rest of the world;HF121a: Long-term care insurance;2015;8.0
5291;HP9: Rest of the world;HF121a: Long-term care insurance;2016;8.0
5292;HP9: Rest of the world;HF121b: Health Insurance Fund;2005;132.0
5293;HP9: Rest of the world;HF121b: Health Insurance Fund;2006;
5294;HP9: Rest of the world;HF121b: Health Insurance Fund;2007;
5295;HP9: Rest of the world;HF121b: Health Insurance Fund;2008;
5296;HP9: Rest of the world;HF121b: Health Insurance Fund;2009;
5297;HP9: Rest of the world;HF121b: Health Insurance Fund;2010;
5298;HP9: Rest of the world;HF121b: Health Insurance Fund;2011;
5299;HP9: Rest of the world;HF121b: Health Insurance Fund;2012;
5300;HP9: Rest of the world;HF121b: Health Insurance Fund;2013;
5301;HP9: Rest of the world;HF121b: Health Insurance Fund;2014;
5302;HP9: Rest of the world;HF121b: Health Insurance Fund;2015;
5303;HP9: Rest of the world;HF121b: Health Insurance Fund;2016;
5304;HP9: Rest of the world;HF122: Compulsory private insurance;2005;
5305;HP9: Rest of the world;HF122: Compulsory private insurance;2006;341.0
5306;HP9: Rest of the world;HF122: Compulsory private insurance;2007;360.0
5307;HP9: Rest of the world;HF122: Compulsory private insurance;2008;375.0
5308;HP9: Rest of the world;HF122: Compulsory private insurance;2009;399.0
5309;HP9: Rest of the world;HF122: Compulsory private insurance;2010;433.0
5310;HP9: Rest of the world;HF122: Compulsory private insurance;2011;463.0
5311;HP9: Rest of the world;HF122: Compulsory private insurance;2012;437.0
5312;HP9: Rest of the world;HF122: Compulsory private insurance;2013;398.0
5313;HP9: Rest of the world;HF122: Compulsory private insurance;2014;393.0
5314;HP9: Rest of the world;HF122: Compulsory private insurance;2015;416.0
5315;HP9: Rest of the world;HF122: Compulsory private insurance;2016;408.0
5316;HP9: Rest of the world;Voluntary schemes (incl. OOP);2005;302.0
5317;HP9: Rest of the world;Voluntary schemes (incl. OOP);2006;157.0
5318;HP9: Rest of the world;Voluntary schemes (incl. OOP);2007;177.0
5319;HP9: Rest of the world;Voluntary schemes (incl. OOP);2008;186.0
5320;HP9: Rest of the world;Voluntary schemes (incl. OOP);2009;215.0
5321;HP9: Rest of the world;Voluntary schemes (incl. OOP);2010;213.0
5322;HP9: Rest of the world;Voluntary schemes (incl. OOP);2011;219.0
5323;HP9: Rest of the world;Voluntary schemes (incl. OOP);2012;229.0
5324;HP9: Rest of the world;Voluntary schemes (incl. OOP);2013;224.0
5325;HP9: Rest of the world;Voluntary schemes (incl. OOP);2014;230.0
5326;HP9: Rest of the world;Voluntary schemes (incl. OOP);2015;238.0
5327;HP9: Rest of the world;Voluntary schemes (incl. OOP);2016;233.0
5328;HP9: Rest of the world;HF2: Voluntary schemes;2005;202.0
5329;HP9: Rest of the world;HF2: Voluntary schemes;2006;47.0
5330;HP9: Rest of the world;HF2: Voluntary schemes;2007;57.0
5331;HP9: Rest of the world;HF2: Voluntary schemes;2008;53.0
5332;HP9: Rest of the world;HF2: Voluntary schemes;2009;72.0
5333;HP9: Rest of the world;HF2: Voluntary schemes;2010;65.0
5334;HP9: Rest of the world;HF2: Voluntary schemes;2011;66.0
5335;HP9: Rest of the world;HF2: Voluntary schemes;2012;75.0
5336;HP9: Rest of the world;HF2: Voluntary schemes;2013;67.0
5337;HP9: Rest of the world;HF2: Voluntary schemes;2014;71.0
5338;HP9: Rest of the world;HF2: Voluntary schemes;2015;77.0
5339;HP9: Rest of the world;HF2: Voluntary schemes;2016;73.0
5340;HP9: Rest of the world;HF21: Voluntary health insurance schemes;2005;202.0
5341;HP9: Rest of the world;HF21: Voluntary health insurance schemes;2006;47.0
5342;HP9: Rest of the world;HF21: Voluntary health insurance schemes;2007;57.0
5343;HP9: Rest of the world;HF21: Voluntary health insurance schemes;2008;53.0
5344;HP9: Rest of the world;HF21: Voluntary health insurance schemes;2009;72.0
5345;HP9: Rest of the world;HF21: Voluntary health insurance schemes;2010;65.0
5346;HP9: Rest of the world;HF21: Voluntary health insurance schemes;2011;66.0
5347;HP9: Rest of the world;HF21: Voluntary health insurance schemes;2012;75.0
5348;HP9: Rest of the world;HF21: Voluntary health insurance schemes;2013;67.0
5349;HP9: Rest of the world;HF21: Voluntary health insurance schemes;2014;71.0
5350;HP9: Rest of the world;HF21: Voluntary health insurance schemes;2015;77.0
5351;HP9: Rest of the world;HF21: Voluntary health insurance schemes;2016;73.0
5352;HP9: Rest of the world;HF22: Financing schemes NPI;2005;0.0
5353;HP9: Rest of the world;HF22: Financing schemes NPI;2006;0.0
5354;HP9: Rest of the world;HF22: Financing schemes NPI;2007;0.0
5355;HP9: Rest of the world;HF22: Financing schemes NPI;2008;0.0
5356;HP9: Rest of the world;HF22: Financing schemes NPI;2009;0.0
5357;HP9: Rest of the world;HF22: Financing schemes NPI;2010;0.0
5358;HP9: Rest of the world;HF22: Financing schemes NPI;2011;0.0
5359;HP9: Rest of the world;HF22: Financing schemes NPI;2012;0.0
5360;HP9: Rest of the world;HF22: Financing schemes NPI;2013;0.0
5361;HP9: Rest of the world;HF22: Financing schemes NPI;2014;0.0
5362;HP9: Rest of the world;HF22: Financing schemes NPI;2015;0.0
5363;HP9: Rest of the world;HF22: Financing schemes NPI;2016;0.0
5364;HP9: Rest of the world;HF23: Enterprise financing schemes;2005;0.0
5365;HP9: Rest of the world;HF23: Enterprise financing schemes;2006;0.0
5366;HP9: Rest of the world;HF23: Enterprise financing schemes;2007;0.0
5367;HP9: Rest of the world;HF23: Enterprise financing schemes;2008;0.0
5368;HP9: Rest of the world;HF23: Enterprise financing schemes;2009;0.0
5369;HP9: Rest of the world;HF23: Enterprise financing schemes;2010;0.0
5370;HP9: Rest of the world;HF23: Enterprise financing schemes;2011;0.0
5371;HP9: Rest of the world;HF23: Enterprise financing schemes;2012;0.0
5372;HP9: Rest of the world;HF23: Enterprise financing schemes;2013;0.0
5373;HP9: Rest of the world;HF23: Enterprise financing schemes;2014;0.0
5374;HP9: Rest of the world;HF23: Enterprise financing schemes;2015;0.0
5375;HP9: Rest of the world;HF23: Enterprise financing schemes;2016;0.0
5376;HP9: Rest of the world;HF3: Household out-of-pocket payments;2005;100.0
5377;HP9: Rest of the world;HF3: Household out-of-pocket payments;2006;110.0
5378;HP9: Rest of the world;HF3: Household out-of-pocket payments;2007;120.0
5379;HP9: Rest of the world;HF3: Household out-of-pocket payments;2008;133.0
5380;HP9: Rest of the world;HF3: Household out-of-pocket payments;2009;143.0
5381;HP9: Rest of the world;HF3: Household out-of-pocket payments;2010;148.0
5382;HP9: Rest of the world;HF3: Household out-of-pocket payments;2011;153.0
5383;HP9: Rest of the world;HF3: Household out-of-pocket payments;2012;154.0
5384;HP9: Rest of the world;HF3: Household out-of-pocket payments;2013;157.0
5385;HP9: Rest of the world;HF3: Household out-of-pocket payments;2014;159.0
5386;HP9: Rest of the world;HF3: Household out-of-pocket payments;2015;161.0
5387;HP9: Rest of the world;HF3: Household out-of-pocket payments;2016;160.0
5388;HP9: Rest of the world;"Rest of the world; exports";2005;0.0
5389;HP9: Rest of the world;"Rest of the world; exports";2006;0.0
5390;HP9: Rest of the world;"Rest of the world; exports";2007;0.0
5391;HP9: Rest of the world;"Rest of the world; exports";2008;0.0
5392;HP9: Rest of the world;"Rest of the world; exports";2009;0.0
5393;HP9: Rest of the world;"Rest of the world; exports";2010;0.0
5394;HP9: Rest of the world;"Rest of the world; exports";2011;0.0
5395;HP9: Rest of the world;"Rest of the world; exports";2012;0.0
5396;HP9: Rest of the world;"Rest of the world; exports";2013;0.0
5397;HP9: Rest of the world;"Rest of the world; exports";2014;0.0
5398;HP9: Rest of the world;"Rest of the world; exports";2015;0.0
5399;HP9: Rest of the world;"Rest of the world; exports";2016;0.0
5400;Welfare, children's day care;Total financ schemes health,social care;2005;8491.0
5401;Welfare, children's day care;Total financ schemes health,social care;2006;8677.0
5402;Welfare, children's day care;Total financ schemes health,social care;2007;9204.0
5403;Welfare, children's day care;Total financ schemes health,social care;2008;9987.0
5404;Welfare, children's day care;Total financ schemes health,social care;2009;11105.0
5405;Welfare, children's day care;Total financ schemes health,social care;2010;11464.0
5406;Welfare, children's day care;Total financ schemes health,social care;2011;11507.0
5407;Welfare, children's day care;Total financ schemes health,social care;2012;11145.0
