ID;MaterialLivingConditions;PersonalCharacteristics;AllPeriods;NotHappy_1;Happy_2;NotSatisfiedWithLife_3;SatisfiedWithLife_4
1066;Housing: rented without rent subsidy;Age: 65 years or older;2009;14.0;86.0;13.0;87.0
1067;Housing: rented without rent subsidy;Age: 65 years or older;2010 old method;20.0;80.0;15.0;85.0
1068;Housing: rented without rent subsidy;Age: 65 years or older;2010 new method;19.0;81.0;16.0;84.0
1069;Housing: rented without rent subsidy;Age: 65 years or older;2012;;;;
1070;Housing: rented without rent subsidy;Origin: Native Dutch background;2003;15.0;85.0;15.0;85.0
1071;Housing: rented without rent subsidy;Origin: Native Dutch background;2004;14.0;86.0;15.0;85.0
1072;Housing: rented without rent subsidy;Origin: Native Dutch background;2005;14.0;86.0;15.0;85.0
1073;Housing: rented without rent subsidy;Origin: Native Dutch background;2006;13.0;87.0;16.0;84.0
1074;Housing: rented without rent subsidy;Origin: Native Dutch background;2007;13.0;87.0;16.0;84.0
1075;Housing: rented without rent subsidy;Origin: Native Dutch background;2008;13.0;87.0;14.0;86.0
1076;Housing: rented without rent subsidy;Origin: Native Dutch background;2009;12.0;88.0;14.0;86.0
1077;Housing: rented without rent subsidy;Origin: Native Dutch background;2010 old method;15.0;85.0;14.0;86.0
1078;Housing: rented without rent subsidy;Origin: Native Dutch background;2010 new method;17.0;83.0;18.0;82.0
1079;Housing: rented without rent subsidy;Origin: Native Dutch background;2012;21.0;79.0;19.0;81.0
1080;Housing: rented without rent subsidy;Origin: Foreign western background;2003;19.0;81.0;19.0;81.0
1081;Housing: rented without rent subsidy;Origin: Foreign western background;2004;17.0;83.0;16.0;84.0
1082;Housing: rented without rent subsidy;Origin: Foreign western background;2005;20.0;80.0;17.0;83.0
1083;Housing: rented without rent subsidy;Origin: Foreign western background;2006;13.0;87.0;18.0;82.0
1084;Housing: rented without rent subsidy;Origin: Foreign western background;2007;17.0;83.0;14.0;86.0
1085;Housing: rented without rent subsidy;Origin: Foreign western background;2008;17.0;83.0;18.0;82.0
1086;Housing: rented without rent subsidy;Origin: Foreign western background;2009;13.0;87.0;17.0;83.0
1087;Housing: rented without rent subsidy;Origin: Foreign western background;2010 old method;;;;
1088;Housing: rented without rent subsidy;Origin: Foreign western background;2010 new method;;;;
1089;Housing: rented without rent subsidy;Origin: Foreign western background;2012;;;;
1090;Housing: rented without rent subsidy;Origin: Foreign non-western background;2003;27.0;73.0;24.0;76.0
1091;Housing: rented without rent subsidy;Origin: Foreign non-western background;2004;24.0;76.0;27.0;73.0
1092;Housing: rented without rent subsidy;Origin: Foreign non-western background;2005;27.0;73.0;26.0;74.0
1093;Housing: rented without rent subsidy;Origin: Foreign non-western background;2006;28.0;72.0;34.0;66.0
1094;Housing: rented without rent subsidy;Origin: Foreign non-western background;2007;24.0;76.0;19.0;81.0
1095;Housing: rented without rent subsidy;Origin: Foreign non-western background;2008;21.0;79.0;19.0;81.0
1096;Housing: rented without rent subsidy;Origin: Foreign non-western background;2009;15.0;85.0;19.0;81.0
1097;Housing: rented without rent subsidy;Origin: Foreign non-western background;2010 old method;;;;
1098;Housing: rented without rent subsidy;Origin: Foreign non-western background;2010 new method;25.0;75.0;14.0;86.0
1099;Housing: rented without rent subsidy;Origin: Foreign non-western background;2012;;;;
