ID;Functions;Providers;Periods;HealthCareExpenditure_1
2395;HC6: Preventive care;HP51: Pharmacies;2022;0
2396;HC6: Preventive care;HP51: Pharmacies;2023;0
2397;HC6: Preventive care;HP52-59 : Suppl. med. appliances, other;2021;12
2398;HC6: Preventive care;HP52-59 : Suppl. med. appliances, other;2022;11
2399;HC6: Preventive care;HP52-59 : Suppl. med. appliances, other;2023;12
2400;HC6: Preventive care;HP6: Providers of preventive care;2021;6596
2401;HC6: Preventive care;HP6: Providers of preventive care;2022;4325
2402;HC6: Preventive care;HP6: Providers of preventive care;2023;3322
2403;HC6: Preventive care;HP7: Healthcare adm. and financ.;2021;0
2404;HC6: Preventive care;HP7: Healthcare adm. and financ.;2022;0
2405;HC6: Preventive care;HP7: Healthcare adm. and financ.;2023;0
2406;HC6: Preventive care;HP71: Government health administration;2021;0
2407;HC6: Preventive care;HP71: Government health administration;2022;0
2408;HC6: Preventive care;HP71: Government health administration;2023;0
2409;HC6: Preventive care;HP72: Social health insurance agencies;2021;0
2410;HC6: Preventive care;HP72: Social health insurance agencies;2022;0
2411;HC6: Preventive care;HP72: Social health insurance agencies;2023;0
2412;HC6: Preventive care;HP73: Providers of health insurance;2021;0
2413;HC6: Preventive care;HP73: Providers of health insurance;2022;0
2414;HC6: Preventive care;HP73: Providers of health insurance;2023;0
2415;HC6: Preventive care;HP79: Other administration agencies;2021;0
2416;HC6: Preventive care;HP79: Other administration agencies;2022;0
2417;HC6: Preventive care;HP79: Other administration agencies;2023;0
2418;HC6: Preventive care;HP8: Rest of economy;2021;626
2419;HC6: Preventive care;HP8: Rest of economy;2022;531
2420;HC6: Preventive care;HP8: Rest of economy;2023;275
2421;HC6: Preventive care;HP81: Households prov. home health care;2021;0
2422;HC6: Preventive care;HP81: Households prov. home health care;2022;0
2423;HC6: Preventive care;HP81: Households prov. home health care;2023;0
2424;HC6: Preventive care;HP82: Secondary providers of health care;2021;626
2425;HC6: Preventive care;HP82: Secondary providers of health care;2022;531
2426;HC6: Preventive care;HP82: Secondary providers of health care;2023;275
2427;HC6: Preventive care;HP9: Rest of the world;2021;249
2428;HC6: Preventive care;HP9: Rest of the world;2022;74
2429;HC6: Preventive care;HP9: Rest of the world;2023;0
2430;HC7: Governance, health system, fin.;Total health care providers;2021;3677
2431;HC7: Governance, health system, fin.;Total health care providers;2022;3758
2432;HC7: Governance, health system, fin.;Total health care providers;2023;3825
2433;HC7: Governance, health system, fin.;HP1: Hospitals;2021;0
2434;HC7: Governance, health system, fin.;HP1: Hospitals;2022;0
2435;HC7: Governance, health system, fin.;HP1: Hospitals;2023;0
2436;HC7: Governance, health system, fin.;HP11: General and university hospitals;2021;0
2437;HC7: Governance, health system, fin.;HP11: General and university hospitals;2022;0
2438;HC7: Governance, health system, fin.;HP11: General and university hospitals;2023;0
2439;HC7: Governance, health system, fin.;HP12: Mental health institutions,;2021;0
2440;HC7: Governance, health system, fin.;HP12: Mental health institutions,;2022;0
2441;HC7: Governance, health system, fin.;HP12: Mental health institutions,;2023;0
2442;HC7: Governance, health system, fin.;HP13: Specialised hospitals;2021;0
2443;HC7: Governance, health system, fin.;HP13: Specialised hospitals;2022;0
2444;HC7: Governance, health system, fin.;HP13: Specialised hospitals;2023;0
2445;HC7: Governance, health system, fin.;HP2: Nursing and residential care facil.;2021;0
2446;HC7: Governance, health system, fin.;HP2: Nursing and residential care facil.;2022;0
2447;HC7: Governance, health system, fin.;HP2: Nursing and residential care facil.;2023;0
2448;HC7: Governance, health system, fin.;HP21: Nursing care facilities;2021;0
2449;HC7: Governance, health system, fin.;HP21: Nursing care facilities;2022;0
2450;HC7: Governance, health system, fin.;HP21: Nursing care facilities;2023;0
2451;HC7: Governance, health system, fin.;HP22-29: Facilities for the disabled;2021;0
2452;HC7: Governance, health system, fin.;HP22-29: Facilities for the disabled;2022;0
2453;HC7: Governance, health system, fin.;HP22-29: Facilities for the disabled;2023;0
2454;HC7: Governance, health system, fin.;HP3: Providers of ambulatory health care;2021;0
2455;HC7: Governance, health system, fin.;HP3: Providers of ambulatory health care;2022;0
2456;HC7: Governance, health system, fin.;HP3: Providers of ambulatory health care;2023;0
2457;HC7: Governance, health system, fin.;HP31: Medical practices;2021;0
2458;HC7: Governance, health system, fin.;HP31: Medical practices;2022;0
2459;HC7: Governance, health system, fin.;HP31: Medical practices;2023;0
2460;HC7: Governance, health system, fin.;HP32: Dental practices;2021;0
2461;HC7: Governance, health system, fin.;HP32: Dental practices;2022;0
2462;HC7: Governance, health system, fin.;HP32: Dental practices;2023;0
2463;HC7: Governance, health system, fin.;HP33 : Other health care practitioners;2021;0
2464;HC7: Governance, health system, fin.;HP33 : Other health care practitioners;2022;0
2465;HC7: Governance, health system, fin.;HP33 : Other health care practitioners;2023;0
2466;HC7: Governance, health system, fin.;HP34: Ambulatory health care centres;2021;0
2467;HC7: Governance, health system, fin.;HP34: Ambulatory health care centres;2022;0
2468;HC7: Governance, health system, fin.;HP34: Ambulatory health care centres;2023;0
2469;HC7: Governance, health system, fin.;HP35: Providers home healthcare services;2021;0
2470;HC7: Governance, health system, fin.;HP35: Providers home healthcare services;2022;0
2471;HC7: Governance, health system, fin.;HP35: Providers home healthcare services;2023;0
2472;HC7: Governance, health system, fin.;HP4: Providers of ancillary services;2021;0
2473;HC7: Governance, health system, fin.;HP4: Providers of ancillary services;2022;0
2474;HC7: Governance, health system, fin.;HP4: Providers of ancillary services;2023;0
2475;HC7: Governance, health system, fin.;HP41: Patient transportation, emergency;2021;0
2476;HC7: Governance, health system, fin.;HP41: Patient transportation, emergency;2022;0
2477;HC7: Governance, health system, fin.;HP41: Patient transportation, emergency;2023;0
2478;HC7: Governance, health system, fin.;HP42-49: Laboratories, other anc. serv.;2021;0
2479;HC7: Governance, health system, fin.;HP42-49: Laboratories, other anc. serv.;2022;0
2480;HC7: Governance, health system, fin.;HP42-49: Laboratories, other anc. serv.;2023;0
2481;HC7: Governance, health system, fin.;HP5: Retailers of medical goods;2021;0
2482;HC7: Governance, health system, fin.;HP5: Retailers of medical goods;2022;0
2483;HC7: Governance, health system, fin.;HP5: Retailers of medical goods;2023;0
2484;HC7: Governance, health system, fin.;HP51: Pharmacies;2021;0
2485;HC7: Governance, health system, fin.;HP51: Pharmacies;2022;0
2486;HC7: Governance, health system, fin.;HP51: Pharmacies;2023;0
2487;HC7: Governance, health system, fin.;HP52-59 : Suppl. med. appliances, other;2021;0
2488;HC7: Governance, health system, fin.;HP52-59 : Suppl. med. appliances, other;2022;0
2489;HC7: Governance, health system, fin.;HP52-59 : Suppl. med. appliances, other;2023;0
2490;HC7: Governance, health system, fin.;HP6: Providers of preventive care;2021;25
2491;HC7: Governance, health system, fin.;HP6: Providers of preventive care;2022;23
2492;HC7: Governance, health system, fin.;HP6: Providers of preventive care;2023;24
2493;HC7: Governance, health system, fin.;HP7: Healthcare adm. and financ.;2021;3653
2494;HC7: Governance, health system, fin.;HP7: Healthcare adm. and financ.;2022;3735
2495;HC7: Governance, health system, fin.;HP7: Healthcare adm. and financ.;2023;3801
2496;HC7: Governance, health system, fin.;HP71: Government health administration;2021;1394
2497;HC7: Governance, health system, fin.;HP71: Government health administration;2022;1398
2498;HC7: Governance, health system, fin.;HP71: Government health administration;2023;1370
2499;HC7: Governance, health system, fin.;HP72: Social health insurance agencies;2021;1797
2500;HC7: Governance, health system, fin.;HP72: Social health insurance agencies;2022;1849
2501;HC7: Governance, health system, fin.;HP72: Social health insurance agencies;2023;1939
2502;HC7: Governance, health system, fin.;HP73: Providers of health insurance;2021;462
2503;HC7: Governance, health system, fin.;HP73: Providers of health insurance;2022;488
2504;HC7: Governance, health system, fin.;HP73: Providers of health insurance;2023;492
2505;HC7: Governance, health system, fin.;HP79: Other administration agencies;2021;0
2506;HC7: Governance, health system, fin.;HP79: Other administration agencies;2022;0
2507;HC7: Governance, health system, fin.;HP79: Other administration agencies;2023;0
2508;HC7: Governance, health system, fin.;HP8: Rest of economy;2021;0
2509;HC7: Governance, health system, fin.;HP8: Rest of economy;2022;0
2510;HC7: Governance, health system, fin.;HP8: Rest of economy;2023;0
2511;HC7: Governance, health system, fin.;HP81: Households prov. home health care;2021;0
2512;HC7: Governance, health system, fin.;HP81: Households prov. home health care;2022;0
2513;HC7: Governance, health system, fin.;HP81: Households prov. home health care;2023;0
2514;HC7: Governance, health system, fin.;HP82: Secondary providers of health care;2021;0
2515;HC7: Governance, health system, fin.;HP82: Secondary providers of health care;2022;0
2516;HC7: Governance, health system, fin.;HP82: Secondary providers of health care;2023;0
2517;HC7: Governance, health system, fin.;HP9: Rest of the world;2021;0
2518;HC7: Governance, health system, fin.;HP9: Rest of the world;2022;0
2519;HC7: Governance, health system, fin.;HP9: Rest of the world;2023;0
2520;HC71: Governance, health system adm.;Total health care providers;2021;1525
2521;HC71: Governance, health system adm.;Total health care providers;2022;1528
2522;HC71: Governance, health system adm.;Total health care providers;2023;1515
2523;HC71: Governance, health system adm.;HP1: Hospitals;2021;0
2524;HC71: Governance, health system adm.;HP1: Hospitals;2022;0
2525;HC71: Governance, health system adm.;HP1: Hospitals;2023;0
2526;HC71: Governance, health system adm.;HP11: General and university hospitals;2021;0
2527;HC71: Governance, health system adm.;HP11: General and university hospitals;2022;0
2528;HC71: Governance, health system adm.;HP11: General and university hospitals;2023;0
2529;HC71: Governance, health system adm.;HP12: Mental health institutions,;2021;0
2530;HC71: Governance, health system adm.;HP12: Mental health institutions,;2022;0
2531;HC71: Governance, health system adm.;HP12: Mental health institutions,;2023;0
2532;HC71: Governance, health system adm.;HP13: Specialised hospitals;2021;0
2533;HC71: Governance, health system adm.;HP13: Specialised hospitals;2022;0
2534;HC71: Governance, health system adm.;HP13: Specialised hospitals;2023;0
2535;HC71: Governance, health system adm.;HP2: Nursing and residential care facil.;2021;0
2536;HC71: Governance, health system adm.;HP2: Nursing and residential care facil.;2022;0
2537;HC71: Governance, health system adm.;HP2: Nursing and residential care facil.;2023;0
2538;HC71: Governance, health system adm.;HP21: Nursing care facilities;2021;0
2539;HC71: Governance, health system adm.;HP21: Nursing care facilities;2022;0
2540;HC71: Governance, health system adm.;HP21: Nursing care facilities;2023;0
2541;HC71: Governance, health system adm.;HP22-29: Facilities for the disabled;2021;0
2542;HC71: Governance, health system adm.;HP22-29: Facilities for the disabled;2022;0
2543;HC71: Governance, health system adm.;HP22-29: Facilities for the disabled;2023;0
2544;HC71: Governance, health system adm.;HP3: Providers of ambulatory health care;2021;0
2545;HC71: Governance, health system adm.;HP3: Providers of ambulatory health care;2022;0
2546;HC71: Governance, health system adm.;HP3: Providers of ambulatory health care;2023;0
2547;HC71: Governance, health system adm.;HP31: Medical practices;2021;0
2548;HC71: Governance, health system adm.;HP31: Medical practices;2022;0
2549;HC71: Governance, health system adm.;HP31: Medical practices;2023;0
2550;HC71: Governance, health system adm.;HP32: Dental practices;2021;0
2551;HC71: Governance, health system adm.;HP32: Dental practices;2022;0
2552;HC71: Governance, health system adm.;HP32: Dental practices;2023;0
2553;HC71: Governance, health system adm.;HP33 : Other health care practitioners;2021;0
2554;HC71: Governance, health system adm.;HP33 : Other health care practitioners;2022;0
2555;HC71: Governance, health system adm.;HP33 : Other health care practitioners;2023;0
2556;HC71: Governance, health system adm.;HP34: Ambulatory health care centres;2021;0
2557;HC71: Governance, health system adm.;HP34: Ambulatory health care centres;2022;0
2558;HC71: Governance, health system adm.;HP34: Ambulatory health care centres;2023;0
2559;HC71: Governance, health system adm.;HP35: Providers home healthcare services;2021;0
2560;HC71: Governance, health system adm.;HP35: Providers home healthcare services;2022;0
2561;HC71: Governance, health system adm.;HP35: Providers home healthcare services;2023;0
2562;HC71: Governance, health system adm.;HP4: Providers of ancillary services;2021;0
2563;HC71: Governance, health system adm.;HP4: Providers of ancillary services;2022;0
2564;HC71: Governance, health system adm.;HP4: Providers of ancillary services;2023;0
2565;HC71: Governance, health system adm.;HP41: Patient transportation, emergency;2021;0
2566;HC71: Governance, health system adm.;HP41: Patient transportation, emergency;2022;0
2567;HC71: Governance, health system adm.;HP41: Patient transportation, emergency;2023;0
2568;HC71: Governance, health system adm.;HP42-49: Laboratories, other anc. serv.;2021;0
2569;HC71: Governance, health system adm.;HP42-49: Laboratories, other anc. serv.;2022;0
2570;HC71: Governance, health system adm.;HP42-49: Laboratories, other anc. serv.;2023;0
2571;HC71: Governance, health system adm.;HP5: Retailers of medical goods;2021;0
2572;HC71: Governance, health system adm.;HP5: Retailers of medical goods;2022;0
2573;HC71: Governance, health system adm.;HP5: Retailers of medical goods;2023;0
2574;HC71: Governance, health system adm.;HP51: Pharmacies;2021;0
2575;HC71: Governance, health system adm.;HP51: Pharmacies;2022;0
2576;HC71: Governance, health system adm.;HP51: Pharmacies;2023;0
2577;HC71: Governance, health system adm.;HP52-59 : Suppl. med. appliances, other;2021;0
2578;HC71: Governance, health system adm.;HP52-59 : Suppl. med. appliances, other;2022;0
2579;HC71: Governance, health system adm.;HP52-59 : Suppl. med. appliances, other;2023;0
2580;HC71: Governance, health system adm.;HP6: Providers of preventive care;2021;25
2581;HC71: Governance, health system adm.;HP6: Providers of preventive care;2022;23
2582;HC71: Governance, health system adm.;HP6: Providers of preventive care;2023;24
2583;HC71: Governance, health system adm.;HP7: Healthcare adm. and financ.;2021;1500
2584;HC71: Governance, health system adm.;HP7: Healthcare adm. and financ.;2022;1505
2585;HC71: Governance, health system adm.;HP7: Healthcare adm. and financ.;2023;1492
2586;HC71: Governance, health system adm.;HP71: Government health administration;2021;1394
2587;HC71: Governance, health system adm.;HP71: Government health administration;2022;1398
2588;HC71: Governance, health system adm.;HP71: Government health administration;2023;1370
2589;HC71: Governance, health system adm.;HP72: Social health insurance agencies;2021;106
2590;HC71: Governance, health system adm.;HP72: Social health insurance agencies;2022;107
2591;HC71: Governance, health system adm.;HP72: Social health insurance agencies;2023;121
2592;HC71: Governance, health system adm.;HP73: Providers of health insurance;2021;0
2593;HC71: Governance, health system adm.;HP73: Providers of health insurance;2022;0
2594;HC71: Governance, health system adm.;HP73: Providers of health insurance;2023;0
2595;HC71: Governance, health system adm.;HP79: Other administration agencies;2021;0
2596;HC71: Governance, health system adm.;HP79: Other administration agencies;2022;0
2597;HC71: Governance, health system adm.;HP79: Other administration agencies;2023;0
2598;HC71: Governance, health system adm.;HP8: Rest of economy;2021;0
2599;HC71: Governance, health system adm.;HP8: Rest of economy;2022;0
2600;HC71: Governance, health system adm.;HP8: Rest of economy;2023;0
2601;HC71: Governance, health system adm.;HP81: Households prov. home health care;2021;0
2602;HC71: Governance, health system adm.;HP81: Households prov. home health care;2022;0
2603;HC71: Governance, health system adm.;HP81: Households prov. home health care;2023;0
2604;HC71: Governance, health system adm.;HP82: Secondary providers of health care;2021;0
2605;HC71: Governance, health system adm.;HP82: Secondary providers of health care;2022;0
2606;HC71: Governance, health system adm.;HP82: Secondary providers of health care;2023;0
2607;HC71: Governance, health system adm.;HP9: Rest of the world;2021;0
2608;HC71: Governance, health system adm.;HP9: Rest of the world;2022;0
2609;HC71: Governance, health system adm.;HP9: Rest of the world;2023;0
2610;HC72: Administration of health financing;Total health care providers;2021;2153
2611;HC72: Administration of health financing;Total health care providers;2022;2230
2612;HC72: Administration of health financing;Total health care providers;2023;2309
2613;HC72: Administration of health financing;HP1: Hospitals;2021;0
2614;HC72: Administration of health financing;HP1: Hospitals;2022;0
2615;HC72: Administration of health financing;HP1: Hospitals;2023;0
2616;HC72: Administration of health financing;HP11: General and university hospitals;2021;0
2617;HC72: Administration of health financing;HP11: General and university hospitals;2022;0
2618;HC72: Administration of health financing;HP11: General and university hospitals;2023;0
2619;HC72: Administration of health financing;HP12: Mental health institutions,;2021;0
2620;HC72: Administration of health financing;HP12: Mental health institutions,;2022;0
2621;HC72: Administration of health financing;HP12: Mental health institutions,;2023;0
2622;HC72: Administration of health financing;HP13: Specialised hospitals;2021;0
2623;HC72: Administration of health financing;HP13: Specialised hospitals;2022;0
2624;HC72: Administration of health financing;HP13: Specialised hospitals;2023;0
2625;HC72: Administration of health financing;HP2: Nursing and residential care facil.;2021;0
2626;HC72: Administration of health financing;HP2: Nursing and residential care facil.;2022;0
2627;HC72: Administration of health financing;HP2: Nursing and residential care facil.;2023;0
2628;HC72: Administration of health financing;HP21: Nursing care facilities;2021;0
2629;HC72: Administration of health financing;HP21: Nursing care facilities;2022;0
2630;HC72: Administration of health financing;HP21: Nursing care facilities;2023;0
2631;HC72: Administration of health financing;HP22-29: Facilities for the disabled;2021;0
2632;HC72: Administration of health financing;HP22-29: Facilities for the disabled;2022;0
2633;HC72: Administration of health financing;HP22-29: Facilities for the disabled;2023;0
2634;HC72: Administration of health financing;HP3: Providers of ambulatory health care;2021;0
2635;HC72: Administration of health financing;HP3: Providers of ambulatory health care;2022;0
2636;HC72: Administration of health financing;HP3: Providers of ambulatory health care;2023;0
2637;HC72: Administration of health financing;HP31: Medical practices;2021;0
2638;HC72: Administration of health financing;HP31: Medical practices;2022;0
2639;HC72: Administration of health financing;HP31: Medical practices;2023;0
2640;HC72: Administration of health financing;HP32: Dental practices;2021;0
2641;HC72: Administration of health financing;HP32: Dental practices;2022;0
2642;HC72: Administration of health financing;HP32: Dental practices;2023;0
2643;HC72: Administration of health financing;HP33 : Other health care practitioners;2021;0
2644;HC72: Administration of health financing;HP33 : Other health care practitioners;2022;0
2645;HC72: Administration of health financing;HP33 : Other health care practitioners;2023;0
2646;HC72: Administration of health financing;HP34: Ambulatory health care centres;2021;0
2647;HC72: Administration of health financing;HP34: Ambulatory health care centres;2022;0
2648;HC72: Administration of health financing;HP34: Ambulatory health care centres;2023;0
2649;HC72: Administration of health financing;HP35: Providers home healthcare services;2021;0
2650;HC72: Administration of health financing;HP35: Providers home healthcare services;2022;0
2651;HC72: Administration of health financing;HP35: Providers home healthcare services;2023;0
2652;HC72: Administration of health financing;HP4: Providers of ancillary services;2021;0
2653;HC72: Administration of health financing;HP4: Providers of ancillary services;2022;0
2654;HC72: Administration of health financing;HP4: Providers of ancillary services;2023;0
2655;HC72: Administration of health financing;HP41: Patient transportation, emergency;2021;0
2656;HC72: Administration of health financing;HP41: Patient transportation, emergency;2022;0
2657;HC72: Administration of health financing;HP41: Patient transportation, emergency;2023;0
2658;HC72: Administration of health financing;HP42-49: Laboratories, other anc. serv.;2021;0
2659;HC72: Administration of health financing;HP42-49: Laboratories, other anc. serv.;2022;0
2660;HC72: Administration of health financing;HP42-49: Laboratories, other anc. serv.;2023;0
2661;HC72: Administration of health financing;HP5: Retailers of medical goods;2021;0
2662;HC72: Administration of health financing;HP5: Retailers of medical goods;2022;0
2663;HC72: Administration of health financing;HP5: Retailers of medical goods;2023;0
2664;HC72: Administration of health financing;HP51: Pharmacies;2021;0
2665;HC72: Administration of health financing;HP51: Pharmacies;2022;0
2666;HC72: Administration of health financing;HP51: Pharmacies;2023;0
2667;HC72: Administration of health financing;HP52-59 : Suppl. med. appliances, other;2021;0
2668;HC72: Administration of health financing;HP52-59 : Suppl. med. appliances, other;2022;0
2669;HC72: Administration of health financing;HP52-59 : Suppl. med. appliances, other;2023;0
2670;HC72: Administration of health financing;HP6: Providers of preventive care;2021;0
2671;HC72: Administration of health financing;HP6: Providers of preventive care;2022;0
2672;HC72: Administration of health financing;HP6: Providers of preventive care;2023;0
2673;HC72: Administration of health financing;HP7: Healthcare adm. and financ.;2021;2153
2674;HC72: Administration of health financing;HP7: Healthcare adm. and financ.;2022;2230
2675;HC72: Administration of health financing;HP7: Healthcare adm. and financ.;2023;2309
2676;HC72: Administration of health financing;HP71: Government health administration;2021;0
2677;HC72: Administration of health financing;HP71: Government health administration;2022;0
2678;HC72: Administration of health financing;HP71: Government health administration;2023;0
2679;HC72: Administration of health financing;HP72: Social health insurance agencies;2021;1691
2680;HC72: Administration of health financing;HP72: Social health insurance agencies;2022;1742
2681;HC72: Administration of health financing;HP72: Social health insurance agencies;2023;1818
2682;HC72: Administration of health financing;HP73: Providers of health insurance;2021;462
2683;HC72: Administration of health financing;HP73: Providers of health insurance;2022;488
2684;HC72: Administration of health financing;HP73: Providers of health insurance;2023;492
2685;HC72: Administration of health financing;HP79: Other administration agencies;2021;0
2686;HC72: Administration of health financing;HP79: Other administration agencies;2022;0
2687;HC72: Administration of health financing;HP79: Other administration agencies;2023;0
2688;HC72: Administration of health financing;HP8: Rest of economy;2021;0
2689;HC72: Administration of health financing;HP8: Rest of economy;2022;0
2690;HC72: Administration of health financing;HP8: Rest of economy;2023;0
2691;HC72: Administration of health financing;HP81: Households prov. home health care;2021;0
2692;HC72: Administration of health financing;HP81: Households prov. home health care;2022;0
2693;HC72: Administration of health financing;HP81: Households prov. home health care;2023;0
2694;HC72: Administration of health financing;HP82: Secondary providers of health care;2021;0
2695;HC72: Administration of health financing;HP82: Secondary providers of health care;2022;0
2696;HC72: Administration of health financing;HP82: Secondary providers of health care;2023;0
2697;HC72: Administration of health financing;HP9: Rest of the world;2021;0
2698;HC72: Administration of health financing;HP9: Rest of the world;2022;0
2699;HC72: Administration of health financing;HP9: Rest of the world;2023;0
2700;HC9: Healthcare n.e.c.;Total health care providers;2021;1617
2701;HC9: Healthcare n.e.c.;Total health care providers;2022;2123
2702;HC9: Healthcare n.e.c.;Total health care providers;2023;2077
2703;HC9: Healthcare n.e.c.;HP1: Hospitals;2021;869
2704;HC9: Healthcare n.e.c.;HP1: Hospitals;2022;1091
2705;HC9: Healthcare n.e.c.;HP1: Hospitals;2023;970
2706;HC9: Healthcare n.e.c.;HP11: General and university hospitals;2021;697
2707;HC9: Healthcare n.e.c.;HP11: General and university hospitals;2022;864
2708;HC9: Healthcare n.e.c.;HP11: General and university hospitals;2023;725
2709;HC9: Healthcare n.e.c.;HP12: Mental health institutions,;2021;153
2710;HC9: Healthcare n.e.c.;HP12: Mental health institutions,;2022;212
2711;HC9: Healthcare n.e.c.;HP12: Mental health institutions,;2023;230
2712;HC9: Healthcare n.e.c.;HP13: Specialised hospitals;2021;18
2713;HC9: Healthcare n.e.c.;HP13: Specialised hospitals;2022;14
2714;HC9: Healthcare n.e.c.;HP13: Specialised hospitals;2023;15
2715;HC9: Healthcare n.e.c.;HP2: Nursing and residential care facil.;2021;95
2716;HC9: Healthcare n.e.c.;HP2: Nursing and residential care facil.;2022;160
2717;HC9: Healthcare n.e.c.;HP2: Nursing and residential care facil.;2023;189
2718;HC9: Healthcare n.e.c.;HP21: Nursing care facilities;2021;0
2719;HC9: Healthcare n.e.c.;HP21: Nursing care facilities;2022;0
2720;HC9: Healthcare n.e.c.;HP21: Nursing care facilities;2023;0
2721;HC9: Healthcare n.e.c.;HP22-29: Facilities for the disabled;2021;95
2722;HC9: Healthcare n.e.c.;HP22-29: Facilities for the disabled;2022;160
2723;HC9: Healthcare n.e.c.;HP22-29: Facilities for the disabled;2023;189
2724;HC9: Healthcare n.e.c.;HP3: Providers of ambulatory health care;2021;653
2725;HC9: Healthcare n.e.c.;HP3: Providers of ambulatory health care;2022;872
2726;HC9: Healthcare n.e.c.;HP3: Providers of ambulatory health care;2023;917
2727;HC9: Healthcare n.e.c.;HP31: Medical practices;2021;0
2728;HC9: Healthcare n.e.c.;HP31: Medical practices;2022;0
2729;HC9: Healthcare n.e.c.;HP31: Medical practices;2023;0
2730;HC9: Healthcare n.e.c.;HP32: Dental practices;2021;0
2731;HC9: Healthcare n.e.c.;HP32: Dental practices;2022;0
2732;HC9: Healthcare n.e.c.;HP32: Dental practices;2023;0
2733;HC9: Healthcare n.e.c.;HP33 : Other health care practitioners;2021;0
2734;HC9: Healthcare n.e.c.;HP33 : Other health care practitioners;2022;0
2735;HC9: Healthcare n.e.c.;HP33 : Other health care practitioners;2023;0
2736;HC9: Healthcare n.e.c.;HP34: Ambulatory health care centres;2021;653
2737;HC9: Healthcare n.e.c.;HP34: Ambulatory health care centres;2022;872
2738;HC9: Healthcare n.e.c.;HP34: Ambulatory health care centres;2023;917
2739;HC9: Healthcare n.e.c.;HP35: Providers home healthcare services;2021;0
2740;HC9: Healthcare n.e.c.;HP35: Providers home healthcare services;2022;0
2741;HC9: Healthcare n.e.c.;HP35: Providers home healthcare services;2023;0
2742;HC9: Healthcare n.e.c.;HP4: Providers of ancillary services;2021;0
2743;HC9: Healthcare n.e.c.;HP4: Providers of ancillary services;2022;0
2744;HC9: Healthcare n.e.c.;HP4: Providers of ancillary services;2023;0
2745;HC9: Healthcare n.e.c.;HP41: Patient transportation, emergency;2021;0
2746;HC9: Healthcare n.e.c.;HP41: Patient transportation, emergency;2022;0
2747;HC9: Healthcare n.e.c.;HP41: Patient transportation, emergency;2023;0
2748;HC9: Healthcare n.e.c.;HP42-49: Laboratories, other anc. serv.;2021;0
2749;HC9: Healthcare n.e.c.;HP42-49: Laboratories, other anc. serv.;2022;0
2750;HC9: Healthcare n.e.c.;HP42-49: Laboratories, other anc. serv.;2023;0
2751;HC9: Healthcare n.e.c.;HP5: Retailers of medical goods;2021;0
2752;HC9: Healthcare n.e.c.;HP5: Retailers of medical goods;2022;0
2753;HC9: Healthcare n.e.c.;HP5: Retailers of medical goods;2023;0
2754;HC9: Healthcare n.e.c.;HP51: Pharmacies;2021;0
2755;HC9: Healthcare n.e.c.;HP51: Pharmacies;2022;0
2756;HC9: Healthcare n.e.c.;HP51: Pharmacies;2023;0
2757;HC9: Healthcare n.e.c.;HP52-59 : Suppl. med. appliances, other;2021;0
2758;HC9: Healthcare n.e.c.;HP52-59 : Suppl. med. appliances, other;2022;0
2759;HC9: Healthcare n.e.c.;HP52-59 : Suppl. med. appliances, other;2023;0
2760;HC9: Healthcare n.e.c.;HP6: Providers of preventive care;2021;0
2761;HC9: Healthcare n.e.c.;HP6: Providers of preventive care;2022;0
2762;HC9: Healthcare n.e.c.;HP6: Providers of preventive care;2023;0
2763;HC9: Healthcare n.e.c.;HP7: Healthcare adm. and financ.;2021;0
2764;HC9: Healthcare n.e.c.;HP7: Healthcare adm. and financ.;2022;0
2765;HC9: Healthcare n.e.c.;HP7: Healthcare adm. and financ.;2023;0
2766;HC9: Healthcare n.e.c.;HP71: Government health administration;2021;0
2767;HC9: Healthcare n.e.c.;HP71: Government health administration;2022;0
2768;HC9: Healthcare n.e.c.;HP71: Government health administration;2023;0
2769;HC9: Healthcare n.e.c.;HP72: Social health insurance agencies;2021;0
2770;HC9: Healthcare n.e.c.;HP72: Social health insurance agencies;2022;0
2771;HC9: Healthcare n.e.c.;HP72: Social health insurance agencies;2023;0
2772;HC9: Healthcare n.e.c.;HP73: Providers of health insurance;2021;0
2773;HC9: Healthcare n.e.c.;HP73: Providers of health insurance;2022;0
2774;HC9: Healthcare n.e.c.;HP73: Providers of health insurance;2023;0
2775;HC9: Healthcare n.e.c.;HP79: Other administration agencies;2021;0
2776;HC9: Healthcare n.e.c.;HP79: Other administration agencies;2022;0
2777;HC9: Healthcare n.e.c.;HP79: Other administration agencies;2023;0
2778;HC9: Healthcare n.e.c.;HP8: Rest of economy;2021;0
2779;HC9: Healthcare n.e.c.;HP8: Rest of economy;2022;0
2780;HC9: Healthcare n.e.c.;HP8: Rest of economy;2023;0
2781;HC9: Healthcare n.e.c.;HP81: Households prov. home health care;2021;0
2782;HC9: Healthcare n.e.c.;HP81: Households prov. home health care;2022;0
2783;HC9: Healthcare n.e.c.;HP81: Households prov. home health care;2023;0
2784;HC9: Healthcare n.e.c.;HP82: Secondary providers of health care;2021;0
2785;HC9: Healthcare n.e.c.;HP82: Secondary providers of health care;2022;0
2786;HC9: Healthcare n.e.c.;HP82: Secondary providers of health care;2023;0
2787;HC9: Healthcare n.e.c.;HP9: Rest of the world;2021;0
2788;HC9: Healthcare n.e.c.;HP9: Rest of the world;2022;0
2789;HC9: Healthcare n.e.c.;HP9: Rest of the world;2023;0
