ID;Sex;Characteristics;CaribbeanNetherlands;Periods;Persons_1;PersonalGrossIncomeMean_2;PersonalGrossIncomeMedian_3;PersonalIncomeMean_4;PersonalIncomeMedian_5
2833;Female;Age: 20 to 39 years;Caribbean Netherlands;2012;2000.0;23.1;18.7;21.2;17.8
2834;Female;Age: 20 to 39 years;Caribbean Netherlands;2013;2250.0;23.8;19.5;21.8;18.7
2835;Female;Age: 20 to 39 years;Caribbean Netherlands;2014;2350.0;24.4;19.2;22.4;18.4
2836;Female;Age: 20 to 39 years;Caribbean Netherlands;2015;2450.0;25.6;20.6;23.3;19.7
2837;Female;Age: 20 to 39 years;Caribbean Netherlands;2016;2650.0;24.6;19.0;22.6;18.5
2838;Female;Age: 20 to 39 years;Caribbean Netherlands;2017;2800.0;25.4;19.3;23.4;18.8
2839;Female;Age: 20 to 39 years;Caribbean Netherlands;2018;2800.0;26.4;21.0;24.2;20.4
2840;Female;Age: 20 to 39 years;Caribbean Netherlands;2019;2950.0;26.3;20.9;24.3;20.4
2841;Female;Age: 20 to 39 years;Caribbean Netherlands;2020;3050.0;27.0;21.0;24.9;20.6
2842;Female;Age: 20 to 39 years;Caribbean Netherlands;2021;3150.0;28.0;21.3;26.0;21.0
2843;Female;Age: 20 to 39 years;Caribbean Netherlands;2022;3250.0;29.1;23.4;26.7;22.8
2844;Female;Age: 20 to 39 years;Bonaire;2011;1500.0;21.4;17.5;19.7;16.8
2845;Female;Age: 20 to 39 years;Bonaire;2012;1600.0;22.1;17.9;20.4;17.0
2846;Female;Age: 20 to 39 years;Bonaire;2013;1800.0;22.7;18.9;20.9;18.1
2847;Female;Age: 20 to 39 years;Bonaire;2014;1950.0;23.3;18.5;21.5;17.7
2848;Female;Age: 20 to 39 years;Bonaire;2015;2000.0;24.9;20.2;22.8;19.3
2849;Female;Age: 20 to 39 years;Bonaire;2016;2150.0;24.3;19.1;22.3;18.8
2850;Female;Age: 20 to 39 years;Bonaire;2017;2250.0;25.2;19.3;23.2;18.8
2851;Female;Age: 20 to 39 years;Bonaire;2018;2300.0;26.3;21.2;24.3;20.4
2852;Female;Age: 20 to 39 years;Bonaire;2019;2450.0;26.1;20.9;24.2;20.4
2853;Female;Age: 20 to 39 years;Bonaire;2020;2500.0;26.6;20.7;24.5;20.1
2854;Female;Age: 20 to 39 years;Bonaire;2021;2600.0;27.6;21.0;25.6;20.6
2855;Female;Age: 20 to 39 years;Bonaire;2022;2700.0;28.7;23.1;26.3;22.3
2856;Female;Age: 20 to 39 years;St. Eustatius;2011;250.0;23.9;19.1;21.6;18.0
2857;Female;Age: 20 to 39 years;St. Eustatius;2012;250.0;25.7;20.7;23.2;19.4
2858;Female;Age: 20 to 39 years;St. Eustatius;2013;300.0;27.1;21.7;24.4;20.5
2859;Female;Age: 20 to 39 years;St. Eustatius;2014;300.0;28.7;22.3;26.0;21.9
2860;Female;Age: 20 to 39 years;St. Eustatius;2015;300.0;29.0;22.6;26.4;22.0
2861;Female;Age: 20 to 39 years;St. Eustatius;2016;300.0;25.4;18.1;23.4;17.7
2862;Female;Age: 20 to 39 years;St. Eustatius;2017;350.0;26.1;19.3;24.1;18.5
2863;Female;Age: 20 to 39 years;St. Eustatius;2018;350.0;26.2;19.8;24.0;19.5
2864;Female;Age: 20 to 39 years;St. Eustatius;2019;350.0;26.5;19.0;24.3;18.6
2865;Female;Age: 20 to 39 years;St. Eustatius;2020;350.0;27.4;21.3;25.4;21.3
2866;Female;Age: 20 to 39 years;St. Eustatius;2021;350.0;28.0;21.7;26.1;21.7
2867;Female;Age: 20 to 39 years;St. Eustatius;2022;350.0;28.6;23.1;26.4;23.1
2868;Female;Age: 20 to 39 years;Saba;2011;150.0;27.8;24.5;25.3;22.6
2869;Female;Age: 20 to 39 years;Saba;2012;150.0;29.7;25.0;26.6;22.6
2870;Female;Age: 20 to 39 years;Saba;2013;150.0;29.2;23.8;26.3;21.8
2871;Female;Age: 20 to 39 years;Saba;2014;150.0;30.6;25.6;27.6;23.4
2872;Female;Age: 20 to 39 years;Saba;2015;150.0;27.6;20.9;24.6;20.2
2873;Female;Age: 20 to 39 years;Saba;2016;200.0;27.0;18.6;24.3;17.5
2874;Female;Age: 20 to 39 years;Saba;2017;200.0;26.8;18.6;24.4;18.4
2875;Female;Age: 20 to 39 years;Saba;2018;200.0;27.3;23.9;24.7;22.3
2876;Female;Age: 20 to 39 years;Saba;2019;200.0;28.6;23.9;26.0;23.9
2877;Female;Age: 20 to 39 years;Saba;2020;200.0;32.2;25.6;29.3;24.9
2878;Female;Age: 20 to 39 years;Saba;2021;200.0;33.7;26.2;30.9;25.8
2879;Female;Age: 20 to 39 years;Saba;2022;200.0;35.8;29.0;32.5;27.7
2880;Female;Age: 20 to 29 years;Caribbean Netherlands;2011;850.0;17.0;13.7;15.8;13.3
2881;Female;Age: 20 to 29 years;Caribbean Netherlands;2012;900.0;17.6;14.7;16.4;14.1
2882;Female;Age: 20 to 29 years;Caribbean Netherlands;2013;1000.0;18.2;14.9;16.9;14.5
2883;Female;Age: 20 to 29 years;Caribbean Netherlands;2014;1050.0;18.6;14.7;17.3;14.2
2884;Female;Age: 20 to 29 years;Caribbean Netherlands;2015;1100.0;19.3;15.7;17.9;15.1
2885;Female;Age: 20 to 29 years;Caribbean Netherlands;2016;1150.0;18.0;14.5;16.8;14.2
2886;Female;Age: 20 to 29 years;Caribbean Netherlands;2017;1250.0;18.6;14.9;17.3;14.6
2887;Female;Age: 20 to 29 years;Caribbean Netherlands;2018;1200.0;19.4;16.1;18.1;15.5
2888;Female;Age: 20 to 29 years;Caribbean Netherlands;2019;1200.0;20.1;16.4;18.8;16.1
2889;Female;Age: 20 to 29 years;Caribbean Netherlands;2020;1250.0;20.0;16.1;18.8;15.9
2890;Female;Age: 20 to 29 years;Caribbean Netherlands;2021;1250.0;20.6;16.7;19.3;16.2
2891;Female;Age: 20 to 29 years;Caribbean Netherlands;2022;1300.0;21.6;18.1;20.2;17.7
2892;Female;Age: 20 to 29 years;Bonaire;2011;700.0;16.2;13.7;15.2;13.2
2893;Female;Age: 20 to 29 years;Bonaire;2012;750.0;17.1;14.2;16.0;13.8
2894;Female;Age: 20 to 29 years;Bonaire;2013;850.0;17.8;14.8;16.5;14.1
2895;Female;Age: 20 to 29 years;Bonaire;2014;900.0;18.1;14.3;16.8;13.9
2896;Female;Age: 20 to 29 years;Bonaire;2015;900.0;19.0;15.8;17.6;15.2
2897;Female;Age: 20 to 29 years;Bonaire;2016;950.0;18.4;15.3;17.2;14.6
2898;Female;Age: 20 to 29 years;Bonaire;2017;1000.0;19.0;15.4;17.7;15.0
2899;Female;Age: 20 to 29 years;Bonaire;2018;1000.0;19.6;16.6;18.4;16.1
2900;Female;Age: 20 to 29 years;Bonaire;2019;1050.0;20.3;16.6;19.1;16.2
2901;Female;Age: 20 to 29 years;Bonaire;2020;1050.0;20.1;16.0;18.8;15.8
2902;Female;Age: 20 to 29 years;Bonaire;2021;1050.0;20.6;16.8;19.4;16.2
2903;Female;Age: 20 to 29 years;Bonaire;2022;1100.0;21.7;18.3;20.3;17.8
2904;Female;Age: 20 to 29 years;St. Eustatius;2011;100.0;;;;
2905;Female;Age: 20 to 29 years;St. Eustatius;2012;100.0;;;;
2906;Female;Age: 20 to 29 years;St. Eustatius;2013;100.0;20.8;15.1;18.9;14.8
2907;Female;Age: 20 to 29 years;St. Eustatius;2014;100.0;20.9;15.2;19.2;14.9
2908;Female;Age: 20 to 29 years;St. Eustatius;2015;100.0;;;;
2909;Female;Age: 20 to 29 years;St. Eustatius;2016;100.0;15.1;10.8;14.1;10.5
2910;Female;Age: 20 to 29 years;St. Eustatius;2017;100.0;16.4;11.6;15.2;11.0
2911;Female;Age: 20 to 29 years;St. Eustatius;2018;100.0;16.7;8.2;15.6;8.3
2912;Female;Age: 20 to 29 years;St. Eustatius;2019;100.0;16.4;9.9;15.4;9.8
2913;Female;Age: 20 to 29 years;St. Eustatius;2020;100.0;16.0;12.1;15.1;11.1
2914;Female;Age: 20 to 29 years;St. Eustatius;2021;100.0;16.2;11.3;15.3;11.1
2915;Female;Age: 20 to 29 years;St. Eustatius;2022;100.0;16.7;12.3;15.8;12.2
2916;Female;Age: 20 to 29 years;Saba;2011;50.0;;;;
2917;Female;Age: 20 to 29 years;Saba;2012;50.0;;;;
2918;Female;Age: 20 to 29 years;Saba;2013;50.0;;;;
2919;Female;Age: 20 to 29 years;Saba;2014;50.0;;;;
2920;Female;Age: 20 to 29 years;Saba;2015;100.0;;;;
2921;Female;Age: 20 to 29 years;Saba;2016;100.0;;;;
2922;Female;Age: 20 to 29 years;Saba;2017;100.0;;;;
2923;Female;Age: 20 to 29 years;Saba;2018;100.0;;;;
2924;Female;Age: 20 to 29 years;Saba;2019;100.0;;;;
2925;Female;Age: 20 to 29 years;Saba;2020;100.0;;;;
2926;Female;Age: 20 to 29 years;Saba;2021;50.0;;;;
2927;Female;Age: 20 to 29 years;Saba;2022;50.0;;;;
2928;Female;Age: 30 to 39 years;Caribbean Netherlands;2011;1050.0;26.3;22.0;23.9;20.9
2929;Female;Age: 30 to 39 years;Caribbean Netherlands;2012;1100.0;27.6;23.0;25.2;21.8
2930;Female;Age: 30 to 39 years;Caribbean Netherlands;2013;1200.0;28.4;23.1;25.8;21.9
2931;Female;Age: 30 to 39 years;Caribbean Netherlands;2014;1300.0;29.1;23.9;26.5;22.5
2932;Female;Age: 30 to 39 years;Caribbean Netherlands;2015;1350.0;30.6;25.1;27.7;23.6
2933;Female;Age: 30 to 39 years;Caribbean Netherlands;2016;1500.0;29.8;24.4;27.1;23.5
2934;Female;Age: 30 to 39 years;Caribbean Netherlands;2017;1550.0;30.9;24.7;28.2;23.8
2935;Female;Age: 30 to 39 years;Caribbean Netherlands;2018;1600.0;31.5;25.7;28.8;24.9
2936;Female;Age: 30 to 39 years;Caribbean Netherlands;2019;1750.0;30.7;24.1;28.1;23.6
2937;Female;Age: 30 to 39 years;Caribbean Netherlands;2020;1800.0;31.7;25.0;29.1;24.4
2938;Female;Age: 30 to 39 years;Caribbean Netherlands;2021;1900.0;33.0;26.3;30.4;25.6
2939;Female;Age: 30 to 39 years;Caribbean Netherlands;2022;1950.0;34.1;28.4;31.1;27.5
2940;Female;Age: 30 to 39 years;Bonaire;2011;800.0;25.7;21.4;23.5;20.3
2941;Female;Age: 30 to 39 years;Bonaire;2012;850.0;26.5;22.2;24.3;21.2
2942;Female;Age: 30 to 39 years;Bonaire;2013;950.0;27.2;22.5;24.8;21.3
2943;Female;Age: 30 to 39 years;Bonaire;2014;1050.0;27.8;22.8;25.4;21.9
2944;Female;Age: 30 to 39 years;Bonaire;2015;1100.0;29.8;24.6;27.1;23.4
2945;Female;Age: 30 to 39 years;Bonaire;2016;1200.0;29.1;23.8;26.5;23.3
2946;Female;Age: 30 to 39 years;Bonaire;2017;1250.0;30.3;24.2;27.7;23.4
2947;Female;Age: 30 to 39 years;Bonaire;2018;1300.0;31.5;25.7;28.7;24.8
2948;Female;Age: 30 to 39 years;Bonaire;2019;1400.0;30.4;23.9;27.9;23.4
2949;Female;Age: 30 to 39 years;Bonaire;2020;1500.0;31.1;24.6;28.5;24.0
2950;Female;Age: 30 to 39 years;Bonaire;2021;1550.0;32.5;25.8;29.9;25.3
2951;Female;Age: 30 to 39 years;Bonaire;2022;1600.0;33.6;28.1;30.6;27.1
2952;Female;Age: 30 to 39 years;St. Eustatius;2011;150.0;27.2;23.6;24.3;22.8
2953;Female;Age: 30 to 39 years;St. Eustatius;2012;150.0;29.5;25.4;26.4;24.0
2954;Female;Age: 30 to 39 years;St. Eustatius;2013;150.0;31.2;26.5;28.0;25.3
2955;Female;Age: 30 to 39 years;St. Eustatius;2014;200.0;33.3;30.0;30.0;27.8
2956;Female;Age: 30 to 39 years;St. Eustatius;2015;200.0;33.1;25.6;29.9;24.4
2957;Female;Age: 30 to 39 years;St. Eustatius;2016;200.0;31.1;25.4;28.5;24.4
2958;Female;Age: 30 to 39 years;St. Eustatius;2017;200.0;31.7;25.7;29.1;24.4
2959;Female;Age: 30 to 39 years;St. Eustatius;2018;250.0;30.9;24.8;28.2;23.2
2960;Female;Age: 30 to 39 years;St. Eustatius;2019;250.0;30.9;24.3;28.3;23.2
2961;Female;Age: 30 to 39 years;St. Eustatius;2020;250.0;32.9;25.3;30.3;24.9
2962;Female;Age: 30 to 39 years;St. Eustatius;2021;250.0;34.0;28.1;31.5;27.5
2963;Female;Age: 30 to 39 years;St. Eustatius;2022;200.0;35.1;29.7;32.2;28.4
2964;Female;Age: 30 to 39 years;Saba;2011;100.0;;;;
2965;Female;Age: 30 to 39 years;Saba;2012;100.0;;;;
2966;Female;Age: 30 to 39 years;Saba;2013;100.0;35.1;28.4;31.3;25.5
2967;Female;Age: 30 to 39 years;Saba;2014;100.0;;;;
2968;Female;Age: 30 to 39 years;Saba;2015;100.0;;;;
2969;Female;Age: 30 to 39 years;Saba;2016;100.0;35.5;32.2;31.5;28.9
2970;Female;Age: 30 to 39 years;Saba;2017;100.0;35.3;31.3;31.7;28.7
2971;Female;Age: 30 to 39 years;Saba;2018;100.0;;;;
2972;Female;Age: 30 to 39 years;Saba;2019;100.0;33.2;26.4;29.9;25.8
2973;Female;Age: 30 to 39 years;Saba;2020;100.0;37.3;29.0;33.6;27.0
2974;Female;Age: 30 to 39 years;Saba;2021;100.0;37.8;31.3;34.6;30.5
2975;Female;Age: 30 to 39 years;Saba;2022;150.0;39.1;32.4;35.5;30.5
2976;Female;Age: 40 to 59 year;Caribbean Netherlands;2011;2500.0;26.3;19.1;24.1;18.3
2977;Female;Age: 40 to 59 year;Caribbean Netherlands;2012;2550.0;28.4;20.5;26.0;19.6
2978;Female;Age: 40 to 59 year;Caribbean Netherlands;2013;2700.0;28.8;21.3;26.4;20.4
2979;Female;Age: 40 to 59 year;Caribbean Netherlands;2014;2800.0;30.3;22.2;27.6;21.3
2980;Female;Age: 40 to 59 year;Caribbean Netherlands;2015;2850.0;31.8;23.5;28.8;22.5
2981;Female;Age: 40 to 59 year;Caribbean Netherlands;2016;3000.0;31.9;23.1;28.4;22.2
2982;Female;Age: 40 to 59 year;Caribbean Netherlands;2017;3050.0;33.4;23.6;29.6;22.7
2983;Female;Age: 40 to 59 year;Caribbean Netherlands;2018;3100.0;33.4;24.0;29.9;23.2
2984;Female;Age: 40 to 59 year;Caribbean Netherlands;2019;3200.0;34.0;24.4;30.2;23.3
2985;Female;Age: 40 to 59 year;Caribbean Netherlands;2020;3350.0;33.9;23.8;30.2;22.6
2986;Female;Age: 40 to 59 year;Caribbean Netherlands;2021;3450.0;35.3;24.3;31.6;23.5
2987;Female;Age: 40 to 59 year;Caribbean Netherlands;2022;3550.0;37.2;26.2;33.1;24.7
2988;Female;Age: 40 to 59 year;Bonaire;2011;2000.0;25.5;18.2;23.4;17.4
2989;Female;Age: 40 to 59 year;Bonaire;2012;2050.0;27.3;19.4;25.1;18.6
2990;Female;Age: 40 to 59 year;Bonaire;2013;2200.0;27.7;20.2;25.4;19.2
2991;Female;Age: 40 to 59 year;Bonaire;2014;2250.0;28.9;20.6;26.5;19.9
2992;Female;Age: 40 to 59 year;Bonaire;2015;2300.0;30.2;22.0;27.4;21.0
2993;Female;Age: 40 to 59 year;Bonaire;2016;2400.0;30.6;21.9;27.3;21.0
2994;Female;Age: 40 to 59 year;Bonaire;2017;2500.0;32.1;22.3;28.4;21.3
2995;Female;Age: 40 to 59 year;Bonaire;2018;2500.0;32.1;23.0;28.7;21.9
2996;Female;Age: 40 to 59 year;Bonaire;2019;2600.0;32.4;22.8;28.8;22.0
2997;Female;Age: 40 to 59 year;Bonaire;2020;2700.0;32.4;22.4;28.9;21.4
2998;Female;Age: 40 to 59 year;Bonaire;2021;2800.0;34.1;22.9;30.4;22.2
2999;Female;Age: 40 to 59 year;Bonaire;2022;2900.0;35.7;24.6;31.6;23.1
3000;Female;Age: 40 to 59 year;St. Eustatius;2011;300.0;31.2;25.2;28.1;23.2
3001;Female;Age: 40 to 59 year;St. Eustatius;2012;300.0;34.6;29.5;31.0;27.0
3002;Female;Age: 40 to 59 year;St. Eustatius;2013;300.0;35.7;29.5;32.1;27.1
3003;Female;Age: 40 to 59 year;St. Eustatius;2014;350.0;37.8;33.1;34.1;30.7
3004;Female;Age: 40 to 59 year;St. Eustatius;2015;350.0;39.4;34.3;35.2;31.3
3005;Female;Age: 40 to 59 year;St. Eustatius;2016;350.0;38.5;32.6;34.6;29.8
3006;Female;Age: 40 to 59 year;St. Eustatius;2017;400.0;40.5;35.1;36.4;32.6
3007;Female;Age: 40 to 59 year;St. Eustatius;2018;400.0;40.6;32.6;36.1;29.9
3008;Female;Age: 40 to 59 year;St. Eustatius;2019;400.0;42.3;33.7;37.9;31.8
3009;Female;Age: 40 to 59 year;St. Eustatius;2020;400.0;42.0;33.3;37.4;31.3
3010;Female;Age: 40 to 59 year;St. Eustatius;2021;450.0;40.4;30.2;36.7;28.9
3011;Female;Age: 40 to 59 year;St. Eustatius;2022;450.0;42.9;33.9;38.7;31.5
3012;Female;Age: 40 to 59 year;Saba;2011;150.0;26.9;20.7;24.3;19.5
3013;Female;Age: 40 to 59 year;Saba;2012;150.0;30.6;24.2;27.8;22.7
3014;Female;Age: 40 to 59 year;Saba;2013;200.0;30.2;24.7;27.3;23.0
3015;Female;Age: 40 to 59 year;Saba;2014;200.0;33.2;27.3;30.0;25.2
3016;Female;Age: 40 to 59 year;Saba;2015;200.0;37.1;26.9;33.0;24.3
3017;Female;Age: 40 to 59 year;Saba;2016;200.0;34.8;28.3;31.1;25.3
3018;Female;Age: 40 to 59 year;Saba;2017;200.0;35.4;28.3;31.7;25.6
3019;Female;Age: 40 to 59 year;Saba;2018;200.0;37.2;29.3;33.1;26.4
3020;Female;Age: 40 to 59 year;Saba;2019;200.0;38.7;31.4;34.1;28.2
3021;Female;Age: 40 to 59 year;Saba;2020;250.0;37.4;28.6;33.3;27.6
3022;Female;Age: 40 to 59 year;Saba;2021;200.0;40.2;33.2;36.3;30.4
3023;Female;Age: 40 to 59 year;Saba;2022;250.0;44.2;34.7;40.0;32.1
3024;Female;Age: 40 to 49 years;Caribbean Netherlands;2011;1400.0;27.2;20.4;24.8;19.5
3025;Female;Age: 40 to 49 years;Caribbean Netherlands;2012;1350.0;29.7;22.2;27.2;20.9
3026;Female;Age: 40 to 49 years;Caribbean Netherlands;2013;1400.0;30.1;23.1;27.4;21.8
3027;Female;Age: 40 to 49 years;Caribbean Netherlands;2014;1400.0;31.8;23.6;28.9;22.8
3028;Female;Age: 40 to 49 years;Caribbean Netherlands;2015;1400.0;33.3;25.1;30.0;23.7
3029;Female;Age: 40 to 49 years;Caribbean Netherlands;2016;1450.0;33.0;24.9;29.4;24.2
3030;Female;Age: 40 to 49 years;Caribbean Netherlands;2017;1500.0;34.5;25.6;30.7;24.8
3031;Female;Age: 40 to 49 years;Caribbean Netherlands;2018;1550.0;35.0;26.4;31.3;25.0
3032;Female;Age: 40 to 49 years;Caribbean Netherlands;2019;1550.0;35.4;25.5;31.7;24.8
3033;Female;Age: 40 to 49 years;Caribbean Netherlands;2020;1650.0;35.4;25.4;31.7;24.4
3034;Female;Age: 40 to 49 years;Caribbean Netherlands;2021;1700.0;36.0;26.2;32.7;25.4
3035;Female;Age: 40 to 49 years;Caribbean Netherlands;2022;1800.0;37.9;27.8;33.7;26.5
3036;Female;Age: 40 to 49 years;Bonaire;2011;1100.0;26.0;19.3;23.9;18.5
3037;Female;Age: 40 to 49 years;Bonaire;2012;1100.0;28.4;20.9;26.1;19.9
3038;Female;Age: 40 to 49 years;Bonaire;2013;1100.0;28.7;21.6;26.3;20.9
3039;Female;Age: 40 to 49 years;Bonaire;2014;1100.0;30.5;22.5;27.8;21.6
3040;Female;Age: 40 to 49 years;Bonaire;2015;1100.0;32.0;24.0;28.9;23.1
3041;Female;Age: 40 to 49 years;Bonaire;2016;1150.0;32.2;24.4;28.6;23.6
3042;Female;Age: 40 to 49 years;Bonaire;2017;1200.0;33.6;25.1;29.8;24.0
3043;Female;Age: 40 to 49 years;Bonaire;2018;1200.0;34.0;25.3;30.5;24.2
3044;Female;Age: 40 to 49 years;Bonaire;2019;1250.0;34.3;24.7;30.8;23.9
3045;Female;Age: 40 to 49 years;Bonaire;2020;1300.0;34.3;23.9;30.7;23.3
3046;Female;Age: 40 to 49 years;Bonaire;2021;1350.0;34.9;24.7;31.7;24.2
3047;Female;Age: 40 to 49 years;Bonaire;2022;1450.0;36.5;25.8;32.4;24.8
3048;Female;Age: 40 to 49 years;St. Eustatius;2011;200.0;34.5;30.9;30.9;27.6
3049;Female;Age: 40 to 49 years;St. Eustatius;2012;150.0;37.3;33.4;33.5;29.3
3050;Female;Age: 40 to 49 years;St. Eustatius;2013;200.0;37.2;33.0;33.3;29.8
3051;Female;Age: 40 to 49 years;St. Eustatius;2014;200.0;37.5;32.7;33.7;29.6
3052;Female;Age: 40 to 49 years;St. Eustatius;2015;200.0;37.7;32.1;33.6;30.4
3053;Female;Age: 40 to 49 years;St. Eustatius;2016;150.0;37.8;32.1;34.0;29.7
3054;Female;Age: 40 to 49 years;St. Eustatius;2017;200.0;40.3;35.2;36.4;32.4
3055;Female;Age: 40 to 49 years;St. Eustatius;2018;200.0;39.3;31.3;35.2;27.8
3056;Female;Age: 40 to 49 years;St. Eustatius;2019;200.0;39.3;29.8;35.4;29.2
3057;Female;Age: 40 to 49 years;St. Eustatius;2020;200.0;39.3;29.9;35.2;28.3
3058;Female;Age: 40 to 49 years;St. Eustatius;2021;250.0;39.2;31.2;35.7;28.9
3059;Female;Age: 40 to 49 years;St. Eustatius;2022;250.0;41.5;34.1;37.5;31.5
3060;Female;Age: 40 to 49 years;Saba;2011;100.0;;;;
3061;Female;Age: 40 to 49 years;Saba;2012;100.0;;;;
3062;Female;Age: 40 to 49 years;Saba;2013;100.0;;;;
3063;Female;Age: 40 to 49 years;Saba;2014;100.0;35.5;28.0;32.1;25.7
3064;Female;Age: 40 to 49 years;Saba;2015;100.0;39.3;31.2;35.0;27.3
3065;Female;Age: 40 to 49 years;Saba;2016;100.0;34.6;30.1;31.0;26.2
3066;Female;Age: 40 to 49 years;Saba;2017;150.0;34.2;28.9;30.7;26.5
3067;Female;Age: 40 to 49 years;Saba;2018;150.0;37.5;31.9;33.1;27.9
3068;Female;Age: 40 to 49 years;Saba;2019;150.0;39.8;31.6;34.5;29.4
3069;Female;Age: 40 to 49 years;Saba;2020;150.0;40.7;31.3;35.8;28.6
3070;Female;Age: 40 to 49 years;Saba;2021;100.0;42.9;33.7;38.4;31.2
3071;Female;Age: 40 to 49 years;Saba;2022;100.0;46.8;32.4;42.5;29.9
3072;Female;Age: 50 to 59 years;Caribbean Netherlands;2011;1100.0;25.3;17.4;23.1;16.7
3073;Female;Age: 50 to 59 years;Caribbean Netherlands;2012;1150.0;26.9;18.9;24.6;18.1
3074;Female;Age: 50 to 59 years;Caribbean Netherlands;2013;1300.0;27.5;19.7;25.2;18.7
3075;Female;Age: 50 to 59 years;Caribbean Netherlands;2014;1400.0;28.8;20.4;26.3;19.9
3076;Female;Age: 50 to 59 years;Caribbean Netherlands;2015;1450.0;30.4;21.6;27.6;20.7
3077;Female;Age: 50 to 59 years;Caribbean Netherlands;2016;1550.0;30.8;21.7;27.5;20.8
3078;Female;Age: 50 to 59 years;Caribbean Netherlands;2017;1550.0;32.2;22.0;28.5;21.0
3079;Female;Age: 50 to 59 years;Caribbean Netherlands;2018;1600.0;32.0;22.2;28.4;21.3
3080;Female;Age: 50 to 59 years;Caribbean Netherlands;2019;1650.0;32.8;23.1;28.8;22.0
3081;Female;Age: 50 to 59 years;Caribbean Netherlands;2020;1700.0;32.5;22.3;28.9;21.1
3082;Female;Age: 50 to 59 years;Caribbean Netherlands;2021;1750.0;34.6;23.0;30.5;22.0
3083;Female;Age: 50 to 59 years;Caribbean Netherlands;2022;1750.0;36.5;24.8;32.4;23.1
3084;Female;Age: 50 to 59 years;Bonaire;2011;900.0;24.9;17.0;22.9;16.3
3085;Female;Age: 50 to 59 years;Bonaire;2012;950.0;26.1;17.9;23.9;17.1
3086;Female;Age: 50 to 59 years;Bonaire;2013;1050.0;26.7;18.5;24.5;18.0
3087;Female;Age: 50 to 59 years;Bonaire;2014;1150.0;27.5;19.2;25.2;18.5
3088;Female;Age: 50 to 59 years;Bonaire;2015;1150.0;28.6;19.9;26.1;19.3
3089;Female;Age: 50 to 59 years;Bonaire;2016;1250.0;29.2;20.2;26.1;19.6
3090;Female;Age: 50 to 59 years;Bonaire;2017;1250.0;30.6;20.2;27.0;19.2
3091;Female;Age: 50 to 59 years;Bonaire;2018;1300.0;30.3;20.9;26.9;19.8
3092;Female;Age: 50 to 59 years;Bonaire;2019;1350.0;30.7;21.4;26.9;20.1
3093;Female;Age: 50 to 59 years;Bonaire;2020;1400.0;30.7;20.7;27.3;19.5
3094;Female;Age: 50 to 59 years;Bonaire;2021;1450.0;33.4;21.9;29.3;20.3
3095;Female;Age: 50 to 59 years;Bonaire;2022;1450.0;35.0;23.1;30.9;21.8
3096;Female;Age: 50 to 59 years;St. Eustatius;2011;150.0;26.7;20.3;24.2;19.0
3097;Female;Age: 50 to 59 years;St. Eustatius;2012;150.0;31.0;23.2;27.9;22.1
3098;Female;Age: 50 to 59 years;St. Eustatius;2013;150.0;33.6;23.3;30.5;22.6
3099;Female;Age: 50 to 59 years;St. Eustatius;2014;150.0;38.2;34.0;34.6;31.3
3100;Female;Age: 50 to 59 years;St. Eustatius;2015;150.0;41.3;35.2;36.9;31.6
3101;Female;Age: 50 to 59 years;St. Eustatius;2016;200.0;39.2;32.7;35.1;30.3
3102;Female;Age: 50 to 59 years;St. Eustatius;2017;200.0;40.7;34.8;36.4;33.3
3103;Female;Age: 50 to 59 years;St. Eustatius;2018;200.0;42.0;34.4;37.1;31.5
3104;Female;Age: 50 to 59 years;St. Eustatius;2019;200.0;45.7;35.5;40.6;33.6
3105;Female;Age: 50 to 59 years;St. Eustatius;2020;200.0;45.0;36.7;40.0;33.5
3106;Female;Age: 50 to 59 years;St. Eustatius;2021;200.0;41.7;29.6;37.7;28.8
3107;Female;Age: 50 to 59 years;St. Eustatius;2022;200.0;44.6;33.9;40.1;31.8
3108;Female;Age: 50 to 59 years;Saba;2011;100.0;;;;
3109;Female;Age: 50 to 59 years;Saba;2012;100.0;;;;
3110;Female;Age: 50 to 59 years;Saba;2013;100.0;;;;
3111;Female;Age: 50 to 59 years;Saba;2014;100.0;;;;
3112;Female;Age: 50 to 59 years;Saba;2015;100.0;;;;
3113;Female;Age: 50 to 59 years;Saba;2016;100.0;;;;
3114;Female;Age: 50 to 59 years;Saba;2017;100.0;;;;
3115;Female;Age: 50 to 59 years;Saba;2018;100.0;;;;
3116;Female;Age: 50 to 59 years;Saba;2019;100.0;;;;
3117;Female;Age: 50 to 59 years;Saba;2020;100.0;33.4;26.7;30.1;24.7
3118;Female;Age: 50 to 59 years;Saba;2021;100.0;37.0;32.3;33.8;29.2
3119;Female;Age: 50 to 59 years;Saba;2022;100.0;41.4;35.7;37.4;32.5
3120;Female;Age: 60 years or older;Caribbean Netherlands;2011;1400.0;14.7;7.9;14.4;7.9
3121;Female;Age: 60 years or older;Caribbean Netherlands;2012;1500.0;14.8;8.7;14.5;8.6
3122;Female;Age: 60 years or older;Caribbean Netherlands;2013;1600.0;16.0;8.7;15.6;8.7
3123;Female;Age: 60 years or older;Caribbean Netherlands;2014;1650.0;16.7;9.5;16.2;9.4
3124;Female;Age: 60 years or older;Caribbean Netherlands;2015;1750.0;17.2;9.4;16.6;9.4
3125;Female;Age: 60 years or older;Caribbean Netherlands;2016;1800.0;18.8;10.6;17.4;10.6
