ID;SectorBranches;TypeOfBankruptcy;Periods;PronouncedBankruptcies_1;BusinessAgeInEventOfBankruptcy_2;EmployeesInEventOfBankruptcy_3
1876;O Public administration and services;Companies and institutions;2022 2nd quarter;0;;
1877;O Public administration and services;Companies and institutions;2022 3rd quarter;0;;
1878;O Public administration and services;Companies and institutions;2022 4th quarter;0;;
1879;O Public administration and services;Companies and institutions;2022;0;;
1880;O Public administration and services;Natural persons with sole proprietorship;2015 1st quarter;0;;
1881;O Public administration and services;Natural persons with sole proprietorship;2015 2nd quarter;0;;
1882;O Public administration and services;Natural persons with sole proprietorship;2015 3rd quarter;0;;
1883;O Public administration and services;Natural persons with sole proprietorship;2015 4th quarter;0;;
1884;O Public administration and services;Natural persons with sole proprietorship;2015;0;;
1885;O Public administration and services;Natural persons with sole proprietorship;2016 1st quarter;1;3.9;1.0
1886;O Public administration and services;Natural persons with sole proprietorship;2016 2nd quarter;0;;
1887;O Public administration and services;Natural persons with sole proprietorship;2016 3rd quarter;0;;
1888;O Public administration and services;Natural persons with sole proprietorship;2016 4th quarter;0;;
1889;O Public administration and services;Natural persons with sole proprietorship;2016;1;3.9;1.0
1890;O Public administration and services;Natural persons with sole proprietorship;2017 1st quarter;0;;
1891;O Public administration and services;Natural persons with sole proprietorship;2017 2nd quarter;0;;
1892;O Public administration and services;Natural persons with sole proprietorship;2017 3rd quarter;0;;
1893;O Public administration and services;Natural persons with sole proprietorship;2017 4th quarter;0;;
1894;O Public administration and services;Natural persons with sole proprietorship;2017;0;;
1895;O Public administration and services;Natural persons with sole proprietorship;2018 1st quarter;0;;
1896;O Public administration and services;Natural persons with sole proprietorship;2018 2nd quarter;0;;
1897;O Public administration and services;Natural persons with sole proprietorship;2018 3rd quarter;0;;
1898;O Public administration and services;Natural persons with sole proprietorship;2018 4th quarter;0;;
1899;O Public administration and services;Natural persons with sole proprietorship;2018;0;;
1900;O Public administration and services;Natural persons with sole proprietorship;2019 1st quarter;0;;
1901;O Public administration and services;Natural persons with sole proprietorship;2019 2nd quarter;0;;
1902;O Public administration and services;Natural persons with sole proprietorship;2019 3rd quarter;0;;
1903;O Public administration and services;Natural persons with sole proprietorship;2019 4th quarter;0;;
1904;O Public administration and services;Natural persons with sole proprietorship;2019;0;;
1905;O Public administration and services;Natural persons with sole proprietorship;2020 1st quarter;0;;
1906;O Public administration and services;Natural persons with sole proprietorship;2020 2nd quarter;0;;
1907;O Public administration and services;Natural persons with sole proprietorship;2020 3rd quarter;0;;
1908;O Public administration and services;Natural persons with sole proprietorship;2020 4th quarter;0;;
1909;O Public administration and services;Natural persons with sole proprietorship;2020;0;;
1910;O Public administration and services;Natural persons with sole proprietorship;2021 1st quarter;0;;
1911;O Public administration and services;Natural persons with sole proprietorship;2021 2nd quarter;0;;
1912;O Public administration and services;Natural persons with sole proprietorship;2021 3rd quarter;0;;
1913;O Public administration and services;Natural persons with sole proprietorship;2021 4th quarter;0;;
1914;O Public administration and services;Natural persons with sole proprietorship;2021;0;;
1915;O Public administration and services;Natural persons with sole proprietorship;2022 1st quarter;0;;
1916;O Public administration and services;Natural persons with sole proprietorship;2022 2nd quarter;0;;
1917;O Public administration and services;Natural persons with sole proprietorship;2022 3rd quarter;0;;
1918;O Public administration and services;Natural persons with sole proprietorship;2022 4th quarter;0;;
1919;O Public administration and services;Natural persons with sole proprietorship;2022;0;;
1920;P Education;Total entities with/without legal pers.;2015 1st quarter;11;6.6;26.0
1921;P Education;Total entities with/without legal pers.;2015 2nd quarter;16;11.4;98.0
1922;P Education;Total entities with/without legal pers.;2015 3rd quarter;18;8.7;54.0
1923;P Education;Total entities with/without legal pers.;2015 4th quarter;16;11.5;93.0
1924;P Education;Total entities with/without legal pers.;2015;61;9.8;271.0
1925;P Education;Total entities with/without legal pers.;2016 1st quarter;18;8.6;22.0
1926;P Education;Total entities with/without legal pers.;2016 2nd quarter;16;6.7;40.0
1927;P Education;Total entities with/without legal pers.;2016 3rd quarter;17;8.0;43.0
1928;P Education;Total entities with/without legal pers.;2016 4th quarter;11;5.8;23.0
1929;P Education;Total entities with/without legal pers.;2016;62;7.4;129.0
1930;P Education;Total entities with/without legal pers.;2017 1st quarter;9;11.6;137.0
1931;P Education;Total entities with/without legal pers.;2017 2nd quarter;11;10.1;30.0
1932;P Education;Total entities with/without legal pers.;2017 3rd quarter;9;5.2;23.0
1933;P Education;Total entities with/without legal pers.;2017 4th quarter;10;12.6;23.0
1934;P Education;Total entities with/without legal pers.;2017;39;9.9;213.0
1935;P Education;Total entities with/without legal pers.;2018 1st quarter;6;11.5;83.0
1936;P Education;Total entities with/without legal pers.;2018 2nd quarter;12;5.7;17.0
1937;P Education;Total entities with/without legal pers.;2018 3rd quarter;21;10.1;103.0
1938;P Education;Total entities with/without legal pers.;2018 4th quarter;6;9.0;39.0
1939;P Education;Total entities with/without legal pers.;2018;45;9.2;242.0
1940;P Education;Total entities with/without legal pers.;2019 1st quarter;11;7.1;47.0
1941;P Education;Total entities with/without legal pers.;2019 2nd quarter;10;8.1;37.0
1942;P Education;Total entities with/without legal pers.;2019 3rd quarter;13;10.4;91.0
1943;P Education;Total entities with/without legal pers.;2019 4th quarter;8;5.4;17.0
1944;P Education;Total entities with/without legal pers.;2019;42;8.1;193.0
1945;P Education;Total entities with/without legal pers.;2020 1st quarter;9;6.2;14.0
1946;P Education;Total entities with/without legal pers.;2020 2nd quarter;20;8.0;42.0
1947;P Education;Total entities with/without legal pers.;2020 3rd quarter;8;9.0;53.0
1948;P Education;Total entities with/without legal pers.;2020 4th quarter;5;16.3;15.0
1949;P Education;Total entities with/without legal pers.;2020;42;8.8;125.0
1950;P Education;Total entities with/without legal pers.;2021 1st quarter;3;6.4;5.0
1951;P Education;Total entities with/without legal pers.;2021 2nd quarter;4;10.1;2.0
1952;P Education;Total entities with/without legal pers.;2021 3rd quarter;5;9.5;6.0
1953;P Education;Total entities with/without legal pers.;2021 4th quarter;2;13.6;7.0
1954;P Education;Total entities with/without legal pers.;2021;14;9.6;19.0
1955;P Education;Total entities with/without legal pers.;2022 1st quarter;7;9.3;25.0
1956;P Education;Total entities with/without legal pers.;2022 2nd quarter;3;6.0;0.0
1957;P Education;Total entities with/without legal pers.;2022 3rd quarter;1;7.0;0.0
1958;P Education;Total entities with/without legal pers.;2022 4th quarter;7;7.2;58.0
1959;P Education;Total entities with/without legal pers.;2022;18;7.8;83.0
1960;P Education;Companies and institutions;2015 1st quarter;6;7.6;14.0
1961;P Education;Companies and institutions;2015 2nd quarter;15;12.1;97.0
1962;P Education;Companies and institutions;2015 3rd quarter;15;9.9;50.0
1963;P Education;Companies and institutions;2015 4th quarter;14;12.0;91.0
1964;P Education;Companies and institutions;2015;50;10.9;253.0
1965;P Education;Companies and institutions;2016 1st quarter;14;10.0;18.0
1966;P Education;Companies and institutions;2016 2nd quarter;15;6.4;40.0
1967;P Education;Companies and institutions;2016 3rd quarter;17;8.0;43.0
1968;P Education;Companies and institutions;2016 4th quarter;8;3.8;18.0
1969;P Education;Companies and institutions;2016;54;7.5;119.0
1970;P Education;Companies and institutions;2017 1st quarter;8;12.8;136.0
1971;P Education;Companies and institutions;2017 2nd quarter;9;10.2;28.0
1972;P Education;Companies and institutions;2017 3rd quarter;8;5.4;22.0
1973;P Education;Companies and institutions;2017 4th quarter;8;13.9;21.0
1974;P Education;Companies and institutions;2017;33;10.5;207.0
1975;P Education;Companies and institutions;2018 1st quarter;6;11.5;83.0
1976;P Education;Companies and institutions;2018 2nd quarter;11;5.7;16.0
1977;P Education;Companies and institutions;2018 3rd quarter;20;9.7;102.0
1978;P Education;Companies and institutions;2018 4th quarter;5;9.2;38.0
1979;P Education;Companies and institutions;2018;42;9.0;239.0
1980;P Education;Companies and institutions;2019 1st quarter;7;6.4;40.0
1981;P Education;Companies and institutions;2019 2nd quarter;9;8.9;36.0
1982;P Education;Companies and institutions;2019 3rd quarter;9;11.8;83.0
1983;P Education;Companies and institutions;2019 4th quarter;6;5.4;6.0
1984;P Education;Companies and institutions;2019;31;8.6;165.0
1985;P Education;Companies and institutions;2020 1st quarter;8;6.1;14.0
1986;P Education;Companies and institutions;2020 2nd quarter;18;8.4;38.0
1987;P Education;Companies and institutions;2020 3rd quarter;8;9.0;53.0
1988;P Education;Companies and institutions;2020 4th quarter;4;19.7;14.0
1989;P Education;Companies and institutions;2020;38;9.3;119.0
1990;P Education;Companies and institutions;2021 1st quarter;0;;
1991;P Education;Companies and institutions;2021 2nd quarter;4;10.1;2.0
1992;P Education;Companies and institutions;2021 3rd quarter;4;6.5;4.0
1993;P Education;Companies and institutions;2021 4th quarter;2;13.6;7.0
1994;P Education;Companies and institutions;2021;10;9.4;13.0
1995;P Education;Companies and institutions;2022 1st quarter;7;9.3;25.0
1996;P Education;Companies and institutions;2022 2nd quarter;3;6.0;0.0
1997;P Education;Companies and institutions;2022 3rd quarter;1;7.0;0.0
1998;P Education;Companies and institutions;2022 4th quarter;7;7.2;58.0
1999;P Education;Companies and institutions;2022;18;7.8;83.0
2000;P Education;Natural persons with sole proprietorship;2015 1st quarter;5;5.5;12.0
2001;P Education;Natural persons with sole proprietorship;2015 2nd quarter;1;0.8;1.0
2002;P Education;Natural persons with sole proprietorship;2015 3rd quarter;3;2.9;3.0
2003;P Education;Natural persons with sole proprietorship;2015 4th quarter;2;8.3;2.0
2004;P Education;Natural persons with sole proprietorship;2015;11;4.9;18.0
2005;P Education;Natural persons with sole proprietorship;2016 1st quarter;4;3.5;4.0
2006;P Education;Natural persons with sole proprietorship;2016 2nd quarter;1;10.4;0.0
2007;P Education;Natural persons with sole proprietorship;2016 3rd quarter;0;;
2008;P Education;Natural persons with sole proprietorship;2016 4th quarter;3;11.2;5.0
2009;P Education;Natural persons with sole proprietorship;2016;8;7.2;10.0
2010;P Education;Natural persons with sole proprietorship;2017 1st quarter;1;2.6;1.0
2011;P Education;Natural persons with sole proprietorship;2017 2nd quarter;2;9.8;2.0
2012;P Education;Natural persons with sole proprietorship;2017 3rd quarter;1;3.5;1.0
2013;P Education;Natural persons with sole proprietorship;2017 4th quarter;2;2.4;2.0
2014;P Education;Natural persons with sole proprietorship;2017;6;5.6;6.0
2015;P Education;Natural persons with sole proprietorship;2018 1st quarter;0;;
2016;P Education;Natural persons with sole proprietorship;2018 2nd quarter;1;;1.0
2017;P Education;Natural persons with sole proprietorship;2018 3rd quarter;1;17.6;1.0
2018;P Education;Natural persons with sole proprietorship;2018 4th quarter;1;8.0;1.0
2019;P Education;Natural persons with sole proprietorship;2018;3;12.8;3.0
2020;P Education;Natural persons with sole proprietorship;2019 1st quarter;4;8.2;8.0
2021;P Education;Natural persons with sole proprietorship;2019 2nd quarter;1;1.3;1.0
2022;P Education;Natural persons with sole proprietorship;2019 3rd quarter;4;7.3;8.0
2023;P Education;Natural persons with sole proprietorship;2019 4th quarter;2;5.4;12.0
2024;P Education;Natural persons with sole proprietorship;2019;11;6.7;28.0
2025;P Education;Natural persons with sole proprietorship;2020 1st quarter;1;7.2;1.0
2026;P Education;Natural persons with sole proprietorship;2020 2nd quarter;2;4.4;5.0
2027;P Education;Natural persons with sole proprietorship;2020 3rd quarter;0;;
2028;P Education;Natural persons with sole proprietorship;2020 4th quarter;1;3.0;1.0
2029;P Education;Natural persons with sole proprietorship;2020;4;4.8;7.0
2030;P Education;Natural persons with sole proprietorship;2021 1st quarter;3;6.4;5.0
2031;P Education;Natural persons with sole proprietorship;2021 2nd quarter;0;;
2032;P Education;Natural persons with sole proprietorship;2021 3rd quarter;1;21.5;1.0
2033;P Education;Natural persons with sole proprietorship;2021 4th quarter;0;;
2034;P Education;Natural persons with sole proprietorship;2021;4;10.2;6.0
2035;P Education;Natural persons with sole proprietorship;2022 1st quarter;0;;
2036;P Education;Natural persons with sole proprietorship;2022 2nd quarter;0;;
2037;P Education;Natural persons with sole proprietorship;2022 3rd quarter;0;;
2038;P Education;Natural persons with sole proprietorship;2022 4th quarter;0;;
2039;P Education;Natural persons with sole proprietorship;2022;0;;
2040;Q Health and social work activities;Total entities with/without legal pers.;2015 1st quarter;57;6.9;1244.0
2041;Q Health and social work activities;Total entities with/without legal pers.;2015 2nd quarter;40;7.5;343.0
2042;Q Health and social work activities;Total entities with/without legal pers.;2015 3rd quarter;32;7.9;269.0
2043;Q Health and social work activities;Total entities with/without legal pers.;2015 4th quarter;54;9.5;564.0
2044;Q Health and social work activities;Total entities with/without legal pers.;2015;183;8.0;2420.0
2045;Q Health and social work activities;Total entities with/without legal pers.;2016 1st quarter;62;7.3;6326.0
2046;Q Health and social work activities;Total entities with/without legal pers.;2016 2nd quarter;41;10.2;1372.0
2047;Q Health and social work activities;Total entities with/without legal pers.;2016 3rd quarter;36;8.4;295.0
2048;Q Health and social work activities;Total entities with/without legal pers.;2016 4th quarter;53;8.3;551.0
2049;Q Health and social work activities;Total entities with/without legal pers.;2016;192;8.4;8544.0
2050;Q Health and social work activities;Total entities with/without legal pers.;2017 1st quarter;29;7.2;90.0
2051;Q Health and social work activities;Total entities with/without legal pers.;2017 2nd quarter;31;5.2;269.0
2052;Q Health and social work activities;Total entities with/without legal pers.;2017 3rd quarter;32;7.5;298.0
2053;Q Health and social work activities;Total entities with/without legal pers.;2017 4th quarter;38;10.1;1024.0
2054;Q Health and social work activities;Total entities with/without legal pers.;2017;130;7.5;1681.0
2055;Q Health and social work activities;Total entities with/without legal pers.;2018 1st quarter;31;6.8;106.0
2056;Q Health and social work activities;Total entities with/without legal pers.;2018 2nd quarter;38;7.0;264.0
2057;Q Health and social work activities;Total entities with/without legal pers.;2018 3rd quarter;23;9.3;195.0
2058;Q Health and social work activities;Total entities with/without legal pers.;2018 4th quarter;37;7.7;2024.0
2059;Q Health and social work activities;Total entities with/without legal pers.;2018;129;7.6;2590.0
2060;Q Health and social work activities;Total entities with/without legal pers.;2019 1st quarter;41;7.2;577.0
2061;Q Health and social work activities;Total entities with/without legal pers.;2019 2nd quarter;31;4.7;243.0
2062;Q Health and social work activities;Total entities with/without legal pers.;2019 3rd quarter;40;7.3;581.0
2063;Q Health and social work activities;Total entities with/without legal pers.;2019 4th quarter;44;5.4;710.0
2064;Q Health and social work activities;Total entities with/without legal pers.;2019;156;6.3;2110.0
2065;Q Health and social work activities;Total entities with/without legal pers.;2020 1st quarter;27;7.0;250.0
2066;Q Health and social work activities;Total entities with/without legal pers.;2020 2nd quarter;24;9.4;175.0
2067;Q Health and social work activities;Total entities with/without legal pers.;2020 3rd quarter;19;9.5;103.0
2068;Q Health and social work activities;Total entities with/without legal pers.;2020 4th quarter;18;7.0;78.0
2069;Q Health and social work activities;Total entities with/without legal pers.;2020;88;8.2;606.0
2070;Q Health and social work activities;Total entities with/without legal pers.;2021 1st quarter;14;7.5;96.0
2071;Q Health and social work activities;Total entities with/without legal pers.;2021 2nd quarter;14;8.3;93.0
2072;Q Health and social work activities;Total entities with/without legal pers.;2021 3rd quarter;22;6.0;210.0
2073;Q Health and social work activities;Total entities with/without legal pers.;2021 4th quarter;21;7.5;212.0
2074;Q Health and social work activities;Total entities with/without legal pers.;2021;71;7.2;612.0
2075;Q Health and social work activities;Total entities with/without legal pers.;2022 1st quarter;47;7.4;410.0
2076;Q Health and social work activities;Total entities with/without legal pers.;2022 2nd quarter;22;8.8;331.0
2077;Q Health and social work activities;Total entities with/without legal pers.;2022 3rd quarter;16;6.7;82.0
2078;Q Health and social work activities;Total entities with/without legal pers.;2022 4th quarter;27;10.4;264.0
2079;Q Health and social work activities;Total entities with/without legal pers.;2022;112;8.3;1087.0
2080;Q Health and social work activities;Companies and institutions;2015 1st quarter;50;6.7;1213.0
2081;Q Health and social work activities;Companies and institutions;2015 2nd quarter;34;7.5;309.0
2082;Q Health and social work activities;Companies and institutions;2015 3rd quarter;28;7.5;251.0
2083;Q Health and social work activities;Companies and institutions;2015 4th quarter;46;10.1;528.0
2084;Q Health and social work activities;Companies and institutions;2015;158;8.0;2301.0
2085;Q Health and social work activities;Companies and institutions;2016 1st quarter;57;7.3;6286.0
2086;Q Health and social work activities;Companies and institutions;2016 2nd quarter;35;10.8;1347.0
2087;Q Health and social work activities;Companies and institutions;2016 3rd quarter;31;8.5;284.0
2088;Q Health and social work activities;Companies and institutions;2016 4th quarter;51;8.4;547.0
2089;Q Health and social work activities;Companies and institutions;2016;174;8.5;8463.0
2090;Q Health and social work activities;Companies and institutions;2017 1st quarter;26;7.7;82.0
2091;Q Health and social work activities;Companies and institutions;2017 2nd quarter;25;5.2;257.0
2092;Q Health and social work activities;Companies and institutions;2017 3rd quarter;30;7.7;295.0
2093;Q Health and social work activities;Companies and institutions;2017 4th quarter;35;10.7;1007.0
2094;Q Health and social work activities;Companies and institutions;2017;116;8.0;1642.0
2095;Q Health and social work activities;Companies and institutions;2018 1st quarter;28;6.7;97.0
2096;Q Health and social work activities;Companies and institutions;2018 2nd quarter;38;7.0;264.0
2097;Q Health and social work activities;Companies and institutions;2018 3rd quarter;21;9.7;177.0
2098;Q Health and social work activities;Companies and institutions;2018 4th quarter;37;7.7;2024.0
2099;Q Health and social work activities;Companies and institutions;2018;124;7.6;2562.0
2100;Q Health and social work activities;Companies and institutions;2019 1st quarter;35;6.6;552.0
2101;Q Health and social work activities;Companies and institutions;2019 2nd quarter;28;4.8;240.0
2102;Q Health and social work activities;Companies and institutions;2019 3rd quarter;37;7.7;571.0
2103;Q Health and social work activities;Companies and institutions;2019 4th quarter;39;5.2;687.0
2104;Q Health and social work activities;Companies and institutions;2019;139;6.2;2050.0
2105;Q Health and social work activities;Companies and institutions;2020 1st quarter;25;7.1;248.0
2106;Q Health and social work activities;Companies and institutions;2020 2nd quarter;22;9.9;164.0
2107;Q Health and social work activities;Companies and institutions;2020 3rd quarter;19;9.5;103.0
2108;Q Health and social work activities;Companies and institutions;2020 4th quarter;15;6.9;75.0
2109;Q Health and social work activities;Companies and institutions;2020;81;8.4;589.0
2110;Q Health and social work activities;Companies and institutions;2021 1st quarter;12;6.4;89.0
2111;Q Health and social work activities;Companies and institutions;2021 2nd quarter;12;6.7;91.0
2112;Q Health and social work activities;Companies and institutions;2021 3rd quarter;20;5.9;197.0
2113;Q Health and social work activities;Companies and institutions;2021 4th quarter;20;7.8;211.0
2114;Q Health and social work activities;Companies and institutions;2021;64;6.7;588.0
2115;Q Health and social work activities;Companies and institutions;2022 1st quarter;47;7.4;410.0
2116;Q Health and social work activities;Companies and institutions;2022 2nd quarter;22;8.8;331.0
2117;Q Health and social work activities;Companies and institutions;2022 3rd quarter;16;6.7;82.0
2118;Q Health and social work activities;Companies and institutions;2022 4th quarter;26;10.7;264.0
2119;Q Health and social work activities;Companies and institutions;2022;111;8.3;1087.0
2120;Q Health and social work activities;Natural persons with sole proprietorship;2015 1st quarter;7;8.3;31.0
2121;Q Health and social work activities;Natural persons with sole proprietorship;2015 2nd quarter;6;7.7;34.0
2122;Q Health and social work activities;Natural persons with sole proprietorship;2015 3rd quarter;4;10.9;18.0
2123;Q Health and social work activities;Natural persons with sole proprietorship;2015 4th quarter;8;5.8;36.0
2124;Q Health and social work activities;Natural persons with sole proprietorship;2015;25;7.7;119.0
2125;Q Health and social work activities;Natural persons with sole proprietorship;2016 1st quarter;5;7.2;40.0
2126;Q Health and social work activities;Natural persons with sole proprietorship;2016 2nd quarter;6;7.0;25.0
2127;Q Health and social work activities;Natural persons with sole proprietorship;2016 3rd quarter;5;8.1;12.0
2128;Q Health and social work activities;Natural persons with sole proprietorship;2016 4th quarter;2;4.6;4.0
2129;Q Health and social work activities;Natural persons with sole proprietorship;2016;18;7.2;81.0
2130;Q Health and social work activities;Natural persons with sole proprietorship;2017 1st quarter;3;2.1;7.0
2131;Q Health and social work activities;Natural persons with sole proprietorship;2017 2nd quarter;6;4.8;12.0
2132;Q Health and social work activities;Natural persons with sole proprietorship;2017 3rd quarter;2;4.5;3.0
2133;Q Health and social work activities;Natural persons with sole proprietorship;2017 4th quarter;3;4.2;16.0
2134;Q Health and social work activities;Natural persons with sole proprietorship;2017;14;4.0;38.0
2135;Q Health and social work activities;Natural persons with sole proprietorship;2018 1st quarter;3;7.6;10.0
2136;Q Health and social work activities;Natural persons with sole proprietorship;2018 2nd quarter;0;;
2137;Q Health and social work activities;Natural persons with sole proprietorship;2018 3rd quarter;2;5.1;18.0
2138;Q Health and social work activities;Natural persons with sole proprietorship;2018 4th quarter;0;;
2139;Q Health and social work activities;Natural persons with sole proprietorship;2018;5;6.6;28.0
2140;Q Health and social work activities;Natural persons with sole proprietorship;2019 1st quarter;6;10.8;25.0
2141;Q Health and social work activities;Natural persons with sole proprietorship;2019 2nd quarter;3;4.1;3.0
2142;Q Health and social work activities;Natural persons with sole proprietorship;2019 3rd quarter;3;2.4;9.0
2143;Q Health and social work activities;Natural persons with sole proprietorship;2019 4th quarter;5;6.8;23.0
2144;Q Health and social work activities;Natural persons with sole proprietorship;2019;17;7.0;60.0
2145;Q Health and social work activities;Natural persons with sole proprietorship;2020 1st quarter;2;4.8;2.0
2146;Q Health and social work activities;Natural persons with sole proprietorship;2020 2nd quarter;2;5.0;12.0
2147;Q Health and social work activities;Natural persons with sole proprietorship;2020 3rd quarter;0;;
2148;Q Health and social work activities;Natural persons with sole proprietorship;2020 4th quarter;3;7.2;3.0
2149;Q Health and social work activities;Natural persons with sole proprietorship;2020;7;5.9;17.0
2150;Q Health and social work activities;Natural persons with sole proprietorship;2021 1st quarter;2;13.3;7.0
2151;Q Health and social work activities;Natural persons with sole proprietorship;2021 2nd quarter;2;18.1;2.0
2152;Q Health and social work activities;Natural persons with sole proprietorship;2021 3rd quarter;2;6.7;13.0
2153;Q Health and social work activities;Natural persons with sole proprietorship;2021 4th quarter;1;1.4;1.0
2154;Q Health and social work activities;Natural persons with sole proprietorship;2021;7;11.1;24.0
2155;Q Health and social work activities;Natural persons with sole proprietorship;2022 1st quarter;0;;
2156;Q Health and social work activities;Natural persons with sole proprietorship;2022 2nd quarter;0;;
2157;Q Health and social work activities;Natural persons with sole proprietorship;2022 3rd quarter;0;;
2158;Q Health and social work activities;Natural persons with sole proprietorship;2022 4th quarter;1;2.7;0.0
2159;Q Health and social work activities;Natural persons with sole proprietorship;2022;1;2.7;0.0
2160;R Culture, sports and recreation;Total entities with/without legal pers.;2015 1st quarter;38;9.8;154.0
2161;R Culture, sports and recreation;Total entities with/without legal pers.;2015 2nd quarter;25;13.8;55.0
2162;R Culture, sports and recreation;Total entities with/without legal pers.;2015 3rd quarter;34;9.1;37.0
2163;R Culture, sports and recreation;Total entities with/without legal pers.;2015 4th quarter;28;10.5;87.0
2164;R Culture, sports and recreation;Total entities with/without legal pers.;2015;125;10.6;332.0
2165;R Culture, sports and recreation;Total entities with/without legal pers.;2016 1st quarter;18;11.6;38.0
2166;R Culture, sports and recreation;Total entities with/without legal pers.;2016 2nd quarter;28;5.6;78.0
2167;R Culture, sports and recreation;Total entities with/without legal pers.;2016 3rd quarter;10;8.3;20.0
2168;R Culture, sports and recreation;Total entities with/without legal pers.;2016 4th quarter;30;8.5;92.0
2169;R Culture, sports and recreation;Total entities with/without legal pers.;2016;86;8.2;228.0
2170;R Culture, sports and recreation;Total entities with/without legal pers.;2017 1st quarter;12;9.2;33.0
2171;R Culture, sports and recreation;Total entities with/without legal pers.;2017 2nd quarter;27;8.4;35.0
2172;R Culture, sports and recreation;Total entities with/without legal pers.;2017 3rd quarter;12;7.4;26.0
2173;R Culture, sports and recreation;Total entities with/without legal pers.;2017 4th quarter;13;5.0;6.0
2174;R Culture, sports and recreation;Total entities with/without legal pers.;2017;64;7.7;100.0
2175;R Culture, sports and recreation;Total entities with/without legal pers.;2018 1st quarter;18;7.2;28.0
2176;R Culture, sports and recreation;Total entities with/without legal pers.;2018 2nd quarter;16;8.1;33.0
2177;R Culture, sports and recreation;Total entities with/without legal pers.;2018 3rd quarter;15;6.0;24.0
2178;R Culture, sports and recreation;Total entities with/without legal pers.;2018 4th quarter;21;6.6;54.0
2179;R Culture, sports and recreation;Total entities with/without legal pers.;2018;70;6.9;138.0
2180;R Culture, sports and recreation;Total entities with/without legal pers.;2019 1st quarter;19;10.7;63.0
2181;R Culture, sports and recreation;Total entities with/without legal pers.;2019 2nd quarter;18;7.9;53.0
2182;R Culture, sports and recreation;Total entities with/without legal pers.;2019 3rd quarter;10;6.2;70.0
2183;R Culture, sports and recreation;Total entities with/without legal pers.;2019 4th quarter;17;8.0;41.0
2184;R Culture, sports and recreation;Total entities with/without legal pers.;2019;64;8.5;227.0
2185;R Culture, sports and recreation;Total entities with/without legal pers.;2020 1st quarter;22;9.8;54.0
2186;R Culture, sports and recreation;Total entities with/without legal pers.;2020 2nd quarter;22;10.8;126.0
2187;R Culture, sports and recreation;Total entities with/without legal pers.;2020 3rd quarter;20;7.2;47.0
2188;R Culture, sports and recreation;Total entities with/without legal pers.;2020 4th quarter;16;8.6;5.0
2189;R Culture, sports and recreation;Total entities with/without legal pers.;2020;80;9.2;232.0
2190;R Culture, sports and recreation;Total entities with/without legal pers.;2021 1st quarter;9;10.1;12.0
2191;R Culture, sports and recreation;Total entities with/without legal pers.;2021 2nd quarter;5;10.5;7.0
2192;R Culture, sports and recreation;Total entities with/without legal pers.;2021 3rd quarter;4;16.9;7.0
2193;R Culture, sports and recreation;Total entities with/without legal pers.;2021 4th quarter;6;4.9;34.0
2194;R Culture, sports and recreation;Total entities with/without legal pers.;2021;24;10.0;61.0
2195;R Culture, sports and recreation;Total entities with/without legal pers.;2022 1st quarter;8;5.3;40.0
2196;R Culture, sports and recreation;Total entities with/without legal pers.;2022 2nd quarter;8;10.4;52.0
2197;R Culture, sports and recreation;Total entities with/without legal pers.;2022 3rd quarter;6;7.2;9.0
2198;R Culture, sports and recreation;Total entities with/without legal pers.;2022 4th quarter;10;13.7;16.0
2199;R Culture, sports and recreation;Total entities with/without legal pers.;2022;32;9.6;116.0
2200;R Culture, sports and recreation;Companies and institutions;2015 1st quarter;34;9.7;144.0
2201;R Culture, sports and recreation;Companies and institutions;2015 2nd quarter;25;13.8;55.0
2202;R Culture, sports and recreation;Companies and institutions;2015 3rd quarter;27;9.0;26.0
2203;R Culture, sports and recreation;Companies and institutions;2015 4th quarter;22;11.3;76.0
2204;R Culture, sports and recreation;Companies and institutions;2015;108;10.8;301.0
2205;R Culture, sports and recreation;Companies and institutions;2016 1st quarter;14;12.5;33.0
2206;R Culture, sports and recreation;Companies and institutions;2016 2nd quarter;28;5.6;78.0
2207;R Culture, sports and recreation;Companies and institutions;2016 3rd quarter;8;7.9;18.0
2208;R Culture, sports and recreation;Companies and institutions;2016 4th quarter;24;9.6;85.0
2209;R Culture, sports and recreation;Companies and institutions;2016;74;8.5;213.0
2210;R Culture, sports and recreation;Companies and institutions;2017 1st quarter;12;9.2;33.0
2211;R Culture, sports and recreation;Companies and institutions;2017 2nd quarter;24;8.8;32.0
2212;R Culture, sports and recreation;Companies and institutions;2017 3rd quarter;9;5.1;13.0
2213;R Culture, sports and recreation;Companies and institutions;2017 4th quarter;11;4.9;4.0
2214;R Culture, sports and recreation;Companies and institutions;2017;56;7.6;82.0
2215;R Culture, sports and recreation;Companies and institutions;2018 1st quarter;15;7.8;25.0
2216;R Culture, sports and recreation;Companies and institutions;2018 2nd quarter;15;8.1;32.0
2217;R Culture, sports and recreation;Companies and institutions;2018 3rd quarter;13;6.1;22.0
2218;R Culture, sports and recreation;Companies and institutions;2018 4th quarter;19;7.0;52.0
2219;R Culture, sports and recreation;Companies and institutions;2018;62;7.2;131.0
2220;R Culture, sports and recreation;Companies and institutions;2019 1st quarter;16;10.7;51.0
2221;R Culture, sports and recreation;Companies and institutions;2019 2nd quarter;16;7.3;49.0
2222;R Culture, sports and recreation;Companies and institutions;2019 3rd quarter;9;6.5;69.0
