ID;CountryUCI;SIC2008;CompanySize;Periods;Applicants_1;Applications_2;ApplicantsWithForeignCooperation_3;ApplicationsWithForeignCooperation_4;PatentApplicants_5;PatentApplications_6;ApplicantsWithForeignCooperation_7;ApplicationsWithForeignCooperation_8
7877;Domestic;29-30 Transport equipment;Total employed persons;2015;10.0;20.0;0.0;0.0;15.0;35.0;0.0;0.0
7878;Domestic;29-30 Transport equipment;Total employed persons;2016;15.0;20.0;0.0;0.0;15.0;25.0;0.0;0.0
7879;Domestic;29-30 Transport equipment;Total employed persons;2017;15.0;35.0;0.0;0.0;15.0;35.0;0.0;0.0
7880;Domestic;29-30 Transport equipment;Total employed persons;2018;10.0;15.0;0.0;0.0;15.0;30.0;0.0;0.0
7881;Domestic;29-30 Transport equipment;Total employed persons;2019;10.0;15.0;0.0;0.0;10.0;25.0;0.0;0.0
7882;Domestic;29-30 Transport equipment;Total employed persons;2020;10.0;15.0;0.0;0.0;5.0;15.0;0.0;0.0
7883;Domestic;29-30 Transport equipment;Total employed persons;2021;10.0;20.0;0.0;0.0;10.0;20.0;0.0;0.0
7884;Domestic;29-30 Transport equipment;0 to 49 employed persons;2013;5.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0
7885;Domestic;29-30 Transport equipment;0 to 49 employed persons;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7886;Domestic;29-30 Transport equipment;0 to 49 employed persons;2015;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
7887;Domestic;29-30 Transport equipment;0 to 49 employed persons;2016;10.0;10.0;0.0;0.0;10.0;15.0;0.0;0.0
7888;Domestic;29-30 Transport equipment;0 to 49 employed persons;2017;5.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0
7889;Domestic;29-30 Transport equipment;0 to 49 employed persons;2018;0.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0
7890;Domestic;29-30 Transport equipment;0 to 49 employed persons;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7891;Domestic;29-30 Transport equipment;0 to 49 employed persons;2020;5.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
7892;Domestic;29-30 Transport equipment;0 to 49 employed persons;2021;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
7893;Domestic;29-30 Transport equipment;50 to 249 employed persons;2013;;;;;0.0;10.0;0.0;0.0
7894;Domestic;29-30 Transport equipment;50 to 249 employed persons;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7895;Domestic;29-30 Transport equipment;50 to 249 employed persons;2015;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
7896;Domestic;29-30 Transport equipment;50 to 249 employed persons;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7897;Domestic;29-30 Transport equipment;50 to 249 employed persons;2017;5.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0
7898;Domestic;29-30 Transport equipment;50 to 249 employed persons;2018;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
7899;Domestic;29-30 Transport equipment;50 to 249 employed persons;2019;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
7900;Domestic;29-30 Transport equipment;50 to 249 employed persons;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7901;Domestic;29-30 Transport equipment;50 to 249 employed persons;2021;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
7902;Domestic;29-30 Transport equipment;250 and more employed persons;2013;0.0;20.0;0.0;0.0;0.0;25.0;0.0;0.0
7903;Domestic;29-30 Transport equipment;250 and more employed persons;2014;0.0;20.0;0.0;0.0;0.0;30.0;0.0;0.0
7904;Domestic;29-30 Transport equipment;250 and more employed persons;2015;5.0;15.0;0.0;0.0;5.0;25.0;0.0;0.0
7905;Domestic;29-30 Transport equipment;250 and more employed persons;2016;5.0;10.0;0.0;0.0;5.0;10.0;0.0;0.0
7906;Domestic;29-30 Transport equipment;250 and more employed persons;2017;5.0;25.0;0.0;0.0;5.0;15.0;0.0;0.0
7907;Domestic;29-30 Transport equipment;250 and more employed persons;2018;5.0;10.0;0.0;0.0;5.0;15.0;0.0;0.0
7908;Domestic;29-30 Transport equipment;250 and more employed persons;2019;5.0;10.0;0.0;0.0;5.0;20.0;0.0;0.0
7909;Domestic;29-30 Transport equipment;250 and more employed persons;2020;5.0;10.0;0.0;0.0;5.0;10.0;0.0;0.0
7910;Domestic;29-30 Transport equipment;250 and more employed persons;2021;5.0;15.0;0.0;0.0;5.0;15.0;0.0;0.0
7911;Domestic;29-30 Transport equipment;Employed persons unknown;2013;;;;;;;;
7912;Domestic;29-30 Transport equipment;Employed persons unknown;2014;;;;;;;;
7913;Domestic;29-30 Transport equipment;Employed persons unknown;2015;;;;;;;;
7914;Domestic;29-30 Transport equipment;Employed persons unknown;2016;;;;;;;;
7915;Domestic;29-30 Transport equipment;Employed persons unknown;2017;;;;;;;;
7916;Domestic;29-30 Transport equipment;Employed persons unknown;2018;;;;;;;;
7917;Domestic;29-30 Transport equipment;Employed persons unknown;2019;;;;;;;;
7918;Domestic;29-30 Transport equipment;Employed persons unknown;2020;;;;;;;;
7919;Domestic;29-30 Transport equipment;Employed persons unknown;2021;;;;;;;;
7920;Domestic;30 Manufacture of other transport;Total employed persons;2013;5.0;20.0;0.0;0.0;5.0;35.0;0.0;0.0
7921;Domestic;30 Manufacture of other transport;Total employed persons;2014;5.0;20.0;0.0;0.0;0.0;30.0;0.0;0.0
7922;Domestic;30 Manufacture of other transport;Total employed persons;2015;5.0;15.0;0.0;0.0;5.0;25.0;0.0;0.0
7923;Domestic;30 Manufacture of other transport;Total employed persons;2016;5.0;15.0;0.0;0.0;10.0;15.0;0.0;0.0
7924;Domestic;30 Manufacture of other transport;Total employed persons;2017;5.0;15.0;0.0;0.0;5.0;20.0;0.0;0.0
7925;Domestic;30 Manufacture of other transport;Total employed persons;2018;5.0;10.0;0.0;0.0;5.0;15.0;0.0;0.0
7926;Domestic;30 Manufacture of other transport;Total employed persons;2019;5.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0
7927;Domestic;30 Manufacture of other transport;Total employed persons;2020;5.0;10.0;0.0;0.0;5.0;5.0;0.0;0.0
7928;Domestic;30 Manufacture of other transport;Total employed persons;2021;5.0;10.0;0.0;0.0;5.0;10.0;0.0;0.0
7929;Domestic;30 Manufacture of other transport;0 to 49 employed persons;2013;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
7930;Domestic;30 Manufacture of other transport;0 to 49 employed persons;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7931;Domestic;30 Manufacture of other transport;0 to 49 employed persons;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7932;Domestic;30 Manufacture of other transport;0 to 49 employed persons;2016;5.0;5.0;0.0;0.0;10.0;10.0;0.0;0.0
7933;Domestic;30 Manufacture of other transport;0 to 49 employed persons;2017;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
7934;Domestic;30 Manufacture of other transport;0 to 49 employed persons;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7935;Domestic;30 Manufacture of other transport;0 to 49 employed persons;2019;0.0;0.0;0.0;0.0;;;;
7936;Domestic;30 Manufacture of other transport;0 to 49 employed persons;2020;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
7937;Domestic;30 Manufacture of other transport;0 to 49 employed persons;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7938;Domestic;30 Manufacture of other transport;50 to 249 employed persons;2013;;;;;0.0;5.0;0.0;0.0
7939;Domestic;30 Manufacture of other transport;50 to 249 employed persons;2014;;;;;;;;
7940;Domestic;30 Manufacture of other transport;50 to 249 employed persons;2015;;;;;0.0;0.0;0.0;0.0
7941;Domestic;30 Manufacture of other transport;50 to 249 employed persons;2016;;;;;;;;
7942;Domestic;30 Manufacture of other transport;50 to 249 employed persons;2017;;;;;0.0;5.0;0.0;0.0
7943;Domestic;30 Manufacture of other transport;50 to 249 employed persons;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7944;Domestic;30 Manufacture of other transport;50 to 249 employed persons;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7945;Domestic;30 Manufacture of other transport;50 to 249 employed persons;2020;;;;;0.0;0.0;0.0;0.0
7946;Domestic;30 Manufacture of other transport;50 to 249 employed persons;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7947;Domestic;30 Manufacture of other transport;250 and more employed persons;2013;0.0;20.0;0.0;0.0;0.0;25.0;0.0;0.0
7948;Domestic;30 Manufacture of other transport;250 and more employed persons;2014;0.0;20.0;0.0;0.0;0.0;30.0;0.0;0.0
7949;Domestic;30 Manufacture of other transport;250 and more employed persons;2015;0.0;15.0;0.0;0.0;5.0;20.0;0.0;0.0
7950;Domestic;30 Manufacture of other transport;250 and more employed persons;2016;5.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0
7951;Domestic;30 Manufacture of other transport;250 and more employed persons;2017;5.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0
7952;Domestic;30 Manufacture of other transport;250 and more employed persons;2018;0.0;5.0;0.0;0.0;0.0;10.0;0.0;0.0
7953;Domestic;30 Manufacture of other transport;250 and more employed persons;2019;0.0;5.0;0.0;0.0;0.0;10.0;0.0;0.0
7954;Domestic;30 Manufacture of other transport;250 and more employed persons;2020;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
7955;Domestic;30 Manufacture of other transport;250 and more employed persons;2021;0.0;10.0;0.0;0.0;0.0;5.0;0.0;0.0
7956;Domestic;30 Manufacture of other transport;Employed persons unknown;2013;;;;;;;;
7957;Domestic;30 Manufacture of other transport;Employed persons unknown;2014;;;;;;;;
7958;Domestic;30 Manufacture of other transport;Employed persons unknown;2015;;;;;;;;
7959;Domestic;30 Manufacture of other transport;Employed persons unknown;2016;;;;;;;;
7960;Domestic;30 Manufacture of other transport;Employed persons unknown;2017;;;;;;;;
7961;Domestic;30 Manufacture of other transport;Employed persons unknown;2018;;;;;;;;
7962;Domestic;30 Manufacture of other transport;Employed persons unknown;2019;;;;;;;;
7963;Domestic;30 Manufacture of other transport;Employed persons unknown;2020;;;;;;;;
7964;Domestic;30 Manufacture of other transport;Employed persons unknown;2021;;;;;;;;
7965;Domestic;31 Manufacture of furniture;Total employed persons;2013;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
7966;Domestic;31 Manufacture of furniture;Total employed persons;2014;0.0;0.0;0.0;0.0;5.0;10.0;0.0;0.0
7967;Domestic;31 Manufacture of furniture;Total employed persons;2015;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
7968;Domestic;31 Manufacture of furniture;Total employed persons;2016;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
7969;Domestic;31 Manufacture of furniture;Total employed persons;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7970;Domestic;31 Manufacture of furniture;Total employed persons;2018;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
7971;Domestic;31 Manufacture of furniture;Total employed persons;2019;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
7972;Domestic;31 Manufacture of furniture;Total employed persons;2020;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
7973;Domestic;31 Manufacture of furniture;Total employed persons;2021;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
7974;Domestic;31 Manufacture of furniture;0 to 49 employed persons;2013;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
7975;Domestic;31 Manufacture of furniture;0 to 49 employed persons;2014;;;;;5.0;5.0;0.0;0.0
7976;Domestic;31 Manufacture of furniture;0 to 49 employed persons;2015;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
7977;Domestic;31 Manufacture of furniture;0 to 49 employed persons;2016;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
7978;Domestic;31 Manufacture of furniture;0 to 49 employed persons;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7979;Domestic;31 Manufacture of furniture;0 to 49 employed persons;2018;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
7980;Domestic;31 Manufacture of furniture;0 to 49 employed persons;2019;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
7981;Domestic;31 Manufacture of furniture;0 to 49 employed persons;2020;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
7982;Domestic;31 Manufacture of furniture;0 to 49 employed persons;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7983;Domestic;31 Manufacture of furniture;50 to 249 employed persons;2013;;;;;;;;
7984;Domestic;31 Manufacture of furniture;50 to 249 employed persons;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7985;Domestic;31 Manufacture of furniture;50 to 249 employed persons;2015;0.0;0.0;0.0;0.0;;;;
7986;Domestic;31 Manufacture of furniture;50 to 249 employed persons;2016;;;;;;;;
7987;Domestic;31 Manufacture of furniture;50 to 249 employed persons;2017;;;;;;;;
7988;Domestic;31 Manufacture of furniture;50 to 249 employed persons;2018;;;;;;;;
7989;Domestic;31 Manufacture of furniture;50 to 249 employed persons;2019;;;;;;;;
7990;Domestic;31 Manufacture of furniture;50 to 249 employed persons;2020;;;;;;;;
7991;Domestic;31 Manufacture of furniture;50 to 249 employed persons;2021;;;;;;;;
7992;Domestic;31 Manufacture of furniture;250 and more employed persons;2013;;;;;;;;
7993;Domestic;31 Manufacture of furniture;250 and more employed persons;2014;;;;;;;;
7994;Domestic;31 Manufacture of furniture;250 and more employed persons;2015;;;;;0.0;0.0;0.0;0.0
7995;Domestic;31 Manufacture of furniture;250 and more employed persons;2016;;;;;0.0;0.0;0.0;0.0
7996;Domestic;31 Manufacture of furniture;250 and more employed persons;2017;;;;;;;;
7997;Domestic;31 Manufacture of furniture;250 and more employed persons;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7998;Domestic;31 Manufacture of furniture;250 and more employed persons;2019;;;;;;;;
7999;Domestic;31 Manufacture of furniture;250 and more employed persons;2020;;;;;;;;
8000;Domestic;31 Manufacture of furniture;250 and more employed persons;2021;;;;;0.0;0.0;0.0;0.0
8001;Domestic;31 Manufacture of furniture;Employed persons unknown;2013;;;;;;;;
8002;Domestic;31 Manufacture of furniture;Employed persons unknown;2014;;;;;;;;
8003;Domestic;31 Manufacture of furniture;Employed persons unknown;2015;;;;;;;;
8004;Domestic;31 Manufacture of furniture;Employed persons unknown;2016;;;;;;;;
8005;Domestic;31 Manufacture of furniture;Employed persons unknown;2017;;;;;;;;
8006;Domestic;31 Manufacture of furniture;Employed persons unknown;2018;;;;;;;;
8007;Domestic;31 Manufacture of furniture;Employed persons unknown;2019;;;;;;;;
8008;Domestic;31 Manufacture of furniture;Employed persons unknown;2020;;;;;;;;
8009;Domestic;31 Manufacture of furniture;Employed persons unknown;2021;;;;;;;;
8010;Domestic;32 Manufacture of other products;Total employed persons;2013;10.0;10.0;0.0;0.0;10.0;15.0;0.0;0.0
8011;Domestic;32 Manufacture of other products;Total employed persons;2014;5.0;5.0;0.0;0.0;10.0;10.0;0.0;0.0
8012;Domestic;32 Manufacture of other products;Total employed persons;2015;5.0;5.0;0.0;0.0;10.0;15.0;0.0;0.0
8013;Domestic;32 Manufacture of other products;Total employed persons;2016;20.0;25.0;0.0;0.0;20.0;25.0;0.0;0.0
8014;Domestic;32 Manufacture of other products;Total employed persons;2017;15.0;15.0;0.0;0.0;15.0;15.0;0.0;0.0
8015;Domestic;32 Manufacture of other products;Total employed persons;2018;20.0;25.0;0.0;0.0;20.0;30.0;0.0;0.0
8016;Domestic;32 Manufacture of other products;Total employed persons;2019;15.0;20.0;0.0;0.0;15.0;20.0;0.0;0.0
8017;Domestic;32 Manufacture of other products;Total employed persons;2020;20.0;30.0;0.0;0.0;20.0;25.0;0.0;0.0
8018;Domestic;32 Manufacture of other products;Total employed persons;2021;15.0;20.0;0.0;0.0;20.0;25.0;0.0;0.0
8019;Domestic;32 Manufacture of other products;0 to 49 employed persons;2013;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
8020;Domestic;32 Manufacture of other products;0 to 49 employed persons;2014;5.0;5.0;0.0;0.0;10.0;5.0;0.0;0.0
8021;Domestic;32 Manufacture of other products;0 to 49 employed persons;2015;5.0;5.0;0.0;0.0;10.0;15.0;0.0;0.0
8022;Domestic;32 Manufacture of other products;0 to 49 employed persons;2016;15.0;25.0;0.0;0.0;15.0;20.0;0.0;0.0
8023;Domestic;32 Manufacture of other products;0 to 49 employed persons;2017;10.0;10.0;0.0;0.0;10.0;15.0;0.0;0.0
8024;Domestic;32 Manufacture of other products;0 to 49 employed persons;2018;20.0;20.0;0.0;0.0;15.0;20.0;0.0;0.0
8025;Domestic;32 Manufacture of other products;0 to 49 employed persons;2019;15.0;20.0;0.0;0.0;15.0;15.0;0.0;0.0
8026;Domestic;32 Manufacture of other products;0 to 49 employed persons;2020;20.0;30.0;0.0;0.0;15.0;20.0;0.0;0.0
8027;Domestic;32 Manufacture of other products;0 to 49 employed persons;2021;15.0;20.0;0.0;0.0;20.0;25.0;0.0;0.0
8028;Domestic;32 Manufacture of other products;50 to 249 employed persons;2013;5.0;10.0;0.0;0.0;5.0;5.0;0.0;0.0
8029;Domestic;32 Manufacture of other products;50 to 249 employed persons;2014;5.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
8030;Domestic;32 Manufacture of other products;50 to 249 employed persons;2015;;;;;0.0;0.0;0.0;0.0
8031;Domestic;32 Manufacture of other products;50 to 249 employed persons;2016;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
8032;Domestic;32 Manufacture of other products;50 to 249 employed persons;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8033;Domestic;32 Manufacture of other products;50 to 249 employed persons;2018;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
8034;Domestic;32 Manufacture of other products;50 to 249 employed persons;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8035;Domestic;32 Manufacture of other products;50 to 249 employed persons;2020;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
8036;Domestic;32 Manufacture of other products;50 to 249 employed persons;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8037;Domestic;32 Manufacture of other products;250 and more employed persons;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8038;Domestic;32 Manufacture of other products;250 and more employed persons;2014;;;;;0.0;0.0;0.0;0.0
8039;Domestic;32 Manufacture of other products;250 and more employed persons;2015;;;;;;;;
8040;Domestic;32 Manufacture of other products;250 and more employed persons;2016;;;;;;;;
8041;Domestic;32 Manufacture of other products;250 and more employed persons;2017;;;;;;;;
8042;Domestic;32 Manufacture of other products;250 and more employed persons;2018;;;;;;;;
8043;Domestic;32 Manufacture of other products;250 and more employed persons;2019;;;;;;;;
8044;Domestic;32 Manufacture of other products;250 and more employed persons;2020;;;;;;;;
8045;Domestic;32 Manufacture of other products;250 and more employed persons;2021;;;;;;;;
8046;Domestic;32 Manufacture of other products;Employed persons unknown;2013;;;;;;;;
8047;Domestic;32 Manufacture of other products;Employed persons unknown;2014;;;;;;;;
8048;Domestic;32 Manufacture of other products;Employed persons unknown;2015;;;;;;;;
8049;Domestic;32 Manufacture of other products;Employed persons unknown;2016;;;;;;;;
8050;Domestic;32 Manufacture of other products;Employed persons unknown;2017;;;;;;;;
8051;Domestic;32 Manufacture of other products;Employed persons unknown;2018;;;;;;;;
8052;Domestic;32 Manufacture of other products;Employed persons unknown;2019;;;;;;;;
8053;Domestic;32 Manufacture of other products;Employed persons unknown;2020;;;;;;;;
8054;Domestic;32 Manufacture of other products;Employed persons unknown;2021;;;;;;;;
8055;Domestic;33 Repair and installation of machinery;Total employed persons;2013;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8056;Domestic;33 Repair and installation of machinery;Total employed persons;2014;5.0;5.0;0.0;0.0;10.0;10.0;0.0;0.0
8057;Domestic;33 Repair and installation of machinery;Total employed persons;2015;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8058;Domestic;33 Repair and installation of machinery;Total employed persons;2016;10.0;10.0;0.0;0.0;10.0;10.0;0.0;0.0
8059;Domestic;33 Repair and installation of machinery;Total employed persons;2017;5.0;10.0;0.0;0.0;10.0;10.0;0.0;0.0
8060;Domestic;33 Repair and installation of machinery;Total employed persons;2018;5.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0
8061;Domestic;33 Repair and installation of machinery;Total employed persons;2019;5.0;10.0;0.0;0.0;10.0;20.0;0.0;0.0
8062;Domestic;33 Repair and installation of machinery;Total employed persons;2020;5.0;5.0;0.0;0.0;10.0;10.0;0.0;0.0
8063;Domestic;33 Repair and installation of machinery;Total employed persons;2021;0.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0
8064;Domestic;33 Repair and installation of machinery;0 to 49 employed persons;2013;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8065;Domestic;33 Repair and installation of machinery;0 to 49 employed persons;2014;5.0;5.0;0.0;0.0;10.0;10.0;0.0;0.0
8066;Domestic;33 Repair and installation of machinery;0 to 49 employed persons;2015;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8067;Domestic;33 Repair and installation of machinery;0 to 49 employed persons;2016;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8068;Domestic;33 Repair and installation of machinery;0 to 49 employed persons;2017;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8069;Domestic;33 Repair and installation of machinery;0 to 49 employed persons;2018;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
8070;Domestic;33 Repair and installation of machinery;0 to 49 employed persons;2019;5.0;5.0;0.0;0.0;5.0;15.0;0.0;0.0
8071;Domestic;33 Repair and installation of machinery;0 to 49 employed persons;2020;5.0;5.0;0.0;0.0;10.0;5.0;0.0;0.0
8072;Domestic;33 Repair and installation of machinery;0 to 49 employed persons;2021;0.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8073;Domestic;33 Repair and installation of machinery;50 to 249 employed persons;2013;0.0;0.0;0.0;0.0;;;;
8074;Domestic;33 Repair and installation of machinery;50 to 249 employed persons;2014;;;;;;;;
8075;Domestic;33 Repair and installation of machinery;50 to 249 employed persons;2015;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
8076;Domestic;33 Repair and installation of machinery;50 to 249 employed persons;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8077;Domestic;33 Repair and installation of machinery;50 to 249 employed persons;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8078;Domestic;33 Repair and installation of machinery;50 to 249 employed persons;2018;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
8079;Domestic;33 Repair and installation of machinery;50 to 249 employed persons;2019;0.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8080;Domestic;33 Repair and installation of machinery;50 to 249 employed persons;2020;0.0;0.0;0.0;0.0;;;;
8081;Domestic;33 Repair and installation of machinery;50 to 249 employed persons;2021;;;;;0.0;0.0;0.0;0.0
8082;Domestic;33 Repair and installation of machinery;250 and more employed persons;2013;;;;;;;;
8083;Domestic;33 Repair and installation of machinery;250 and more employed persons;2014;;;;;;;;
8084;Domestic;33 Repair and installation of machinery;250 and more employed persons;2015;;;;;;;;
8085;Domestic;33 Repair and installation of machinery;250 and more employed persons;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8086;Domestic;33 Repair and installation of machinery;250 and more employed persons;2017;;;;;0.0;0.0;0.0;0.0
8087;Domestic;33 Repair and installation of machinery;250 and more employed persons;2018;;;;;0.0;0.0;0.0;0.0
8088;Domestic;33 Repair and installation of machinery;250 and more employed persons;2019;;;;;0.0;5.0;0.0;0.0
8089;Domestic;33 Repair and installation of machinery;250 and more employed persons;2020;;;;;0.0;0.0;0.0;0.0
8090;Domestic;33 Repair and installation of machinery;250 and more employed persons;2021;;;;;;;;
8091;Domestic;33 Repair and installation of machinery;Employed persons unknown;2013;;;;;;;;
8092;Domestic;33 Repair and installation of machinery;Employed persons unknown;2014;;;;;;;;
8093;Domestic;33 Repair and installation of machinery;Employed persons unknown;2015;;;;;;;;
8094;Domestic;33 Repair and installation of machinery;Employed persons unknown;2016;;;;;;;;
8095;Domestic;33 Repair and installation of machinery;Employed persons unknown;2017;;;;;;;;
8096;Domestic;33 Repair and installation of machinery;Employed persons unknown;2018;;;;;;;;
8097;Domestic;33 Repair and installation of machinery;Employed persons unknown;2019;;;;;;;;
8098;Domestic;33 Repair and installation of machinery;Employed persons unknown;2020;;;;;;;;
8099;Domestic;33 Repair and installation of machinery;Employed persons unknown;2021;;;;;;;;
8100;Domestic;D Energy supply;Total employed persons;2013;;;;;0.0;0.0;0.0;0.0
8101;Domestic;D Energy supply;Total employed persons;2014;5.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0
8102;Domestic;D Energy supply;Total employed persons;2015;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8103;Domestic;D Energy supply;Total employed persons;2016;5.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0
8104;Domestic;D Energy supply;Total employed persons;2017;5.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0
8105;Domestic;D Energy supply;Total employed persons;2018;5.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0
8106;Domestic;D Energy supply;Total employed persons;2019;5.0;10.0;0.0;0.0;5.0;10.0;0.0;0.0
8107;Domestic;D Energy supply;Total employed persons;2020;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
8108;Domestic;D Energy supply;Total employed persons;2021;5.0;10.0;0.0;0.0;5.0;5.0;0.0;0.0
8109;Domestic;D Energy supply;0 to 49 employed persons;2013;;;;;0.0;0.0;0.0;0.0
8110;Domestic;D Energy supply;0 to 49 employed persons;2014;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
8111;Domestic;D Energy supply;0 to 49 employed persons;2015;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8112;Domestic;D Energy supply;0 to 49 employed persons;2016;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8113;Domestic;D Energy supply;0 to 49 employed persons;2017;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8114;Domestic;D Energy supply;0 to 49 employed persons;2018;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
8115;Domestic;D Energy supply;0 to 49 employed persons;2019;5.0;10.0;0.0;0.0;5.0;10.0;0.0;0.0
8116;Domestic;D Energy supply;0 to 49 employed persons;2020;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
8117;Domestic;D Energy supply;0 to 49 employed persons;2021;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8118;Domestic;D Energy supply;50 to 249 employed persons;2013;;;;;;;;
8119;Domestic;D Energy supply;50 to 249 employed persons;2014;;;;;;;;
8120;Domestic;D Energy supply;50 to 249 employed persons;2015;;;;;;;;
8121;Domestic;D Energy supply;50 to 249 employed persons;2016;;;;;0.0;0.0;0.0;0.0
8122;Domestic;D Energy supply;50 to 249 employed persons;2017;;;;;;;;
8123;Domestic;D Energy supply;50 to 249 employed persons;2018;;;;;;;;
8124;Domestic;D Energy supply;50 to 249 employed persons;2019;;;;;;;;
8125;Domestic;D Energy supply;50 to 249 employed persons;2020;;;;;;;;
8126;Domestic;D Energy supply;50 to 249 employed persons;2021;;;;;0.0;0.0;0.0;0.0
8127;Domestic;D Energy supply;250 and more employed persons;2013;;;;;;;;
8128;Domestic;D Energy supply;250 and more employed persons;2014;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
