ID;Beroep;Geslacht;Leeftijd;BurgerlijkeStaat;Personen_1
7903;Boorder (metaal);Vrouwen;14-17 jaar;Ongehuwd;28.0
7904;Boorder (metaal);Vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
7905;Boorder (metaal);Vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;13.0
7906;Boorder (metaal);Vrouwen;18 en 19 jaar;Ongehuwd;13.0
7907;Boorder (metaal);Vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
7908;Boorder (metaal);Vrouwen;20 jaar;Totaal alle burgerlijke staten;2.0
7909;Boorder (metaal);Vrouwen;20 jaar;Ongehuwd;2.0
7910;Boorder (metaal);Vrouwen;20 jaar;Gehuwd of gehuwd geweest;0.0
7911;Boorder (metaal);Vrouwen;21-24 jaar;Totaal alle burgerlijke staten;7.0
7912;Boorder (metaal);Vrouwen;21-24 jaar;Ongehuwd;7.0
7913;Boorder (metaal);Vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;0.0
7914;Boorder (metaal);Vrouwen;25-29 jaar;Totaal alle burgerlijke staten;3.0
7915;Boorder (metaal);Vrouwen;25-29 jaar;Ongehuwd;3.0
7916;Boorder (metaal);Vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;0.0
7917;Boorder (metaal);Vrouwen;30-39 jaar;Totaal alle burgerlijke staten;0.0
7918;Boorder (metaal);Vrouwen;30-39 jaar;Ongehuwd;0.0
7919;Boorder (metaal);Vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;0.0
7920;Boorder (metaal);Vrouwen;40-49 jaar;Totaal alle burgerlijke staten;1.0
7921;Boorder (metaal);Vrouwen;40-49 jaar;Ongehuwd;0.0
7922;Boorder (metaal);Vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;1.0
7923;Boorder (metaal);Vrouwen;50-59 jaar;Totaal alle burgerlijke staten;0.0
7924;Boorder (metaal);Vrouwen;50-59 jaar;Ongehuwd;0.0
7925;Boorder (metaal);Vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;0.0
7926;Boorder (metaal);Vrouwen;60-64 jaar;Totaal alle burgerlijke staten;0.0
7927;Boorder (metaal);Vrouwen;60-64 jaar;Ongehuwd;0.0
7928;Boorder (metaal);Vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;0.0
7929;Boorder (metaal);Vrouwen;65-69 jaar;Totaal alle burgerlijke staten;0.0
7930;Boorder (metaal);Vrouwen;65-69 jaar;Ongehuwd;0.0
7931;Boorder (metaal);Vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;0.0
7932;Boorder (metaal);Vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;0.0
7933;Boorder (metaal);Vrouwen;70 jaar en ouder;Ongehuwd;0.0
7934;Boorder (metaal);Vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;0.0
7935;Boorder (metaal);Vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
7936;Boorder (metaal);Vrouwen;Leeftijd onbekend;Ongehuwd;0.0
7937;Boorder (metaal);Vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
7938;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;28.0
7939;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;Totaal van alle leeftijden;Ongehuwd;7.0
7940;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;21.0
7941;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
7942;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;Beneden 14 jaar;Ongehuwd;0.0
7943;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
7944;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;14-17 jaar;Totaal alle burgerlijke staten;0.0
7945;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;14-17 jaar;Ongehuwd;0.0
7946;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
7947;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;0.0
7948;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;18 en 19 jaar;Ongehuwd;0.0
7949;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
7950;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;20 jaar;Totaal alle burgerlijke staten;0.0
7951;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;20 jaar;Ongehuwd;0.0
7952;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;20 jaar;Gehuwd of gehuwd geweest;0.0
7953;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;21-24 jaar;Totaal alle burgerlijke staten;4.0
7954;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;21-24 jaar;Ongehuwd;2.0
7955;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;2.0
7956;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;25-29 jaar;Totaal alle burgerlijke staten;3.0
7957;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;25-29 jaar;Ongehuwd;1.0
7958;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;2.0
7959;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;30-39 jaar;Totaal alle burgerlijke staten;12.0
7960;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;30-39 jaar;Ongehuwd;3.0
7961;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;9.0
7962;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;40-49 jaar;Totaal alle burgerlijke staten;4.0
7963;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;40-49 jaar;Ongehuwd;0.0
7964;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;4.0
7965;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;50-59 jaar;Totaal alle burgerlijke staten;2.0
7966;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;50-59 jaar;Ongehuwd;1.0
7967;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;1.0
7968;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;60-64 jaar;Totaal alle burgerlijke staten;1.0
7969;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;60-64 jaar;Ongehuwd;0.0
7970;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;1.0
7971;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;65-69 jaar;Totaal alle burgerlijke staten;2.0
7972;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;65-69 jaar;Ongehuwd;0.0
7973;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;2.0
7974;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;0.0
7975;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;70 jaar en ouder;Ongehuwd;0.0
7976;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;0.0
7977;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
7978;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;Leeftijd onbekend;Ongehuwd;0.0
7979;Boormeester (opsporing van delfstoffen);Totaal mannen en vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
7980;Boormeester (opsporing van delfstoffen);Mannen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;28.0
7981;Boormeester (opsporing van delfstoffen);Mannen;Totaal van alle leeftijden;Ongehuwd;7.0
7982;Boormeester (opsporing van delfstoffen);Mannen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;21.0
7983;Boormeester (opsporing van delfstoffen);Mannen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
7984;Boormeester (opsporing van delfstoffen);Mannen;Beneden 14 jaar;Ongehuwd;0.0
7985;Boormeester (opsporing van delfstoffen);Mannen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
7986;Boormeester (opsporing van delfstoffen);Mannen;14-17 jaar;Totaal alle burgerlijke staten;0.0
7987;Boormeester (opsporing van delfstoffen);Mannen;14-17 jaar;Ongehuwd;0.0
7988;Boormeester (opsporing van delfstoffen);Mannen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
7989;Boormeester (opsporing van delfstoffen);Mannen;18 en 19 jaar;Totaal alle burgerlijke staten;0.0
7990;Boormeester (opsporing van delfstoffen);Mannen;18 en 19 jaar;Ongehuwd;0.0
7991;Boormeester (opsporing van delfstoffen);Mannen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
7992;Boormeester (opsporing van delfstoffen);Mannen;20 jaar;Totaal alle burgerlijke staten;0.0
7993;Boormeester (opsporing van delfstoffen);Mannen;20 jaar;Ongehuwd;0.0
7994;Boormeester (opsporing van delfstoffen);Mannen;20 jaar;Gehuwd of gehuwd geweest;0.0
7995;Boormeester (opsporing van delfstoffen);Mannen;21-24 jaar;Totaal alle burgerlijke staten;4.0
7996;Boormeester (opsporing van delfstoffen);Mannen;21-24 jaar;Ongehuwd;2.0
7997;Boormeester (opsporing van delfstoffen);Mannen;21-24 jaar;Gehuwd of gehuwd geweest;2.0
7998;Boormeester (opsporing van delfstoffen);Mannen;25-29 jaar;Totaal alle burgerlijke staten;3.0
7999;Boormeester (opsporing van delfstoffen);Mannen;25-29 jaar;Ongehuwd;1.0
8000;Boormeester (opsporing van delfstoffen);Mannen;25-29 jaar;Gehuwd of gehuwd geweest;2.0
8001;Boormeester (opsporing van delfstoffen);Mannen;30-39 jaar;Totaal alle burgerlijke staten;12.0
8002;Boormeester (opsporing van delfstoffen);Mannen;30-39 jaar;Ongehuwd;3.0
8003;Boormeester (opsporing van delfstoffen);Mannen;30-39 jaar;Gehuwd of gehuwd geweest;9.0
8004;Boormeester (opsporing van delfstoffen);Mannen;40-49 jaar;Totaal alle burgerlijke staten;4.0
8005;Boormeester (opsporing van delfstoffen);Mannen;40-49 jaar;Ongehuwd;0.0
8006;Boormeester (opsporing van delfstoffen);Mannen;40-49 jaar;Gehuwd of gehuwd geweest;4.0
8007;Boormeester (opsporing van delfstoffen);Mannen;50-59 jaar;Totaal alle burgerlijke staten;2.0
8008;Boormeester (opsporing van delfstoffen);Mannen;50-59 jaar;Ongehuwd;1.0
8009;Boormeester (opsporing van delfstoffen);Mannen;50-59 jaar;Gehuwd of gehuwd geweest;1.0
8010;Boormeester (opsporing van delfstoffen);Mannen;60-64 jaar;Totaal alle burgerlijke staten;1.0
8011;Boormeester (opsporing van delfstoffen);Mannen;60-64 jaar;Ongehuwd;0.0
8012;Boormeester (opsporing van delfstoffen);Mannen;60-64 jaar;Gehuwd of gehuwd geweest;1.0
8013;Boormeester (opsporing van delfstoffen);Mannen;65-69 jaar;Totaal alle burgerlijke staten;2.0
8014;Boormeester (opsporing van delfstoffen);Mannen;65-69 jaar;Ongehuwd;0.0
8015;Boormeester (opsporing van delfstoffen);Mannen;65-69 jaar;Gehuwd of gehuwd geweest;2.0
8016;Boormeester (opsporing van delfstoffen);Mannen;70 jaar en ouder;Totaal alle burgerlijke staten;0.0
8017;Boormeester (opsporing van delfstoffen);Mannen;70 jaar en ouder;Ongehuwd;0.0
8018;Boormeester (opsporing van delfstoffen);Mannen;70 jaar en ouder;Gehuwd of gehuwd geweest;0.0
8019;Boormeester (opsporing van delfstoffen);Mannen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
8020;Boormeester (opsporing van delfstoffen);Mannen;Leeftijd onbekend;Ongehuwd;0.0
8021;Boormeester (opsporing van delfstoffen);Mannen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
8022;Boormeester (opsporing van delfstoffen);Vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;0.0
8023;Boormeester (opsporing van delfstoffen);Vrouwen;Totaal van alle leeftijden;Ongehuwd;0.0
8024;Boormeester (opsporing van delfstoffen);Vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;0.0
8025;Boormeester (opsporing van delfstoffen);Vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
8026;Boormeester (opsporing van delfstoffen);Vrouwen;Beneden 14 jaar;Ongehuwd;0.0
8027;Boormeester (opsporing van delfstoffen);Vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;0.0
8028;Boormeester (opsporing van delfstoffen);Vrouwen;14-17 jaar;Totaal alle burgerlijke staten;0.0
8029;Boormeester (opsporing van delfstoffen);Vrouwen;14-17 jaar;Ongehuwd;0.0
8030;Boormeester (opsporing van delfstoffen);Vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
8031;Boormeester (opsporing van delfstoffen);Vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;0.0
8032;Boormeester (opsporing van delfstoffen);Vrouwen;18 en 19 jaar;Ongehuwd;0.0
8033;Boormeester (opsporing van delfstoffen);Vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
8034;Boormeester (opsporing van delfstoffen);Vrouwen;20 jaar;Totaal alle burgerlijke staten;0.0
8035;Boormeester (opsporing van delfstoffen);Vrouwen;20 jaar;Ongehuwd;0.0
8036;Boormeester (opsporing van delfstoffen);Vrouwen;20 jaar;Gehuwd of gehuwd geweest;0.0
8037;Boormeester (opsporing van delfstoffen);Vrouwen;21-24 jaar;Totaal alle burgerlijke staten;0.0
8038;Boormeester (opsporing van delfstoffen);Vrouwen;21-24 jaar;Ongehuwd;0.0
8039;Boormeester (opsporing van delfstoffen);Vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;0.0
8040;Boormeester (opsporing van delfstoffen);Vrouwen;25-29 jaar;Totaal alle burgerlijke staten;0.0
8041;Boormeester (opsporing van delfstoffen);Vrouwen;25-29 jaar;Ongehuwd;0.0
8042;Boormeester (opsporing van delfstoffen);Vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;0.0
8043;Boormeester (opsporing van delfstoffen);Vrouwen;30-39 jaar;Totaal alle burgerlijke staten;0.0
8044;Boormeester (opsporing van delfstoffen);Vrouwen;30-39 jaar;Ongehuwd;0.0
8045;Boormeester (opsporing van delfstoffen);Vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;0.0
8046;Boormeester (opsporing van delfstoffen);Vrouwen;40-49 jaar;Totaal alle burgerlijke staten;0.0
8047;Boormeester (opsporing van delfstoffen);Vrouwen;40-49 jaar;Ongehuwd;0.0
8048;Boormeester (opsporing van delfstoffen);Vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;0.0
8049;Boormeester (opsporing van delfstoffen);Vrouwen;50-59 jaar;Totaal alle burgerlijke staten;0.0
8050;Boormeester (opsporing van delfstoffen);Vrouwen;50-59 jaar;Ongehuwd;0.0
8051;Boormeester (opsporing van delfstoffen);Vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;0.0
8052;Boormeester (opsporing van delfstoffen);Vrouwen;60-64 jaar;Totaal alle burgerlijke staten;0.0
8053;Boormeester (opsporing van delfstoffen);Vrouwen;60-64 jaar;Ongehuwd;0.0
8054;Boormeester (opsporing van delfstoffen);Vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;0.0
8055;Boormeester (opsporing van delfstoffen);Vrouwen;65-69 jaar;Totaal alle burgerlijke staten;0.0
8056;Boormeester (opsporing van delfstoffen);Vrouwen;65-69 jaar;Ongehuwd;0.0
8057;Boormeester (opsporing van delfstoffen);Vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;0.0
8058;Boormeester (opsporing van delfstoffen);Vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;0.0
8059;Boormeester (opsporing van delfstoffen);Vrouwen;70 jaar en ouder;Ongehuwd;0.0
8060;Boormeester (opsporing van delfstoffen);Vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;0.0
8061;Boormeester (opsporing van delfstoffen);Vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
8062;Boormeester (opsporing van delfstoffen);Vrouwen;Leeftijd onbekend;Ongehuwd;0.0
8063;Boormeester (opsporing van delfstoffen);Vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
8064;Borduurster;Totaal mannen en vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;982.0
8065;Borduurster;Totaal mannen en vrouwen;Totaal van alle leeftijden;Ongehuwd;928.0
8066;Borduurster;Totaal mannen en vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;54.0
8067;Borduurster;Totaal mannen en vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
8068;Borduurster;Totaal mannen en vrouwen;Beneden 14 jaar;Ongehuwd;0.0
8069;Borduurster;Totaal mannen en vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
8070;Borduurster;Totaal mannen en vrouwen;14-17 jaar;Totaal alle burgerlijke staten;262.0
8071;Borduurster;Totaal mannen en vrouwen;14-17 jaar;Ongehuwd;262.0
8072;Borduurster;Totaal mannen en vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
8073;Borduurster;Totaal mannen en vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;160.0
8074;Borduurster;Totaal mannen en vrouwen;18 en 19 jaar;Ongehuwd;160.0
8075;Borduurster;Totaal mannen en vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
8076;Borduurster;Totaal mannen en vrouwen;20 jaar;Totaal alle burgerlijke staten;67.0
8077;Borduurster;Totaal mannen en vrouwen;20 jaar;Ongehuwd;67.0
8078;Borduurster;Totaal mannen en vrouwen;20 jaar;Gehuwd of gehuwd geweest;0.0
8079;Borduurster;Totaal mannen en vrouwen;21-24 jaar;Totaal alle burgerlijke staten;163.0
8080;Borduurster;Totaal mannen en vrouwen;21-24 jaar;Ongehuwd;160.0
8081;Borduurster;Totaal mannen en vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;3.0
8082;Borduurster;Totaal mannen en vrouwen;25-29 jaar;Totaal alle burgerlijke staten;132.0
8083;Borduurster;Totaal mannen en vrouwen;25-29 jaar;Ongehuwd;120.0
8084;Borduurster;Totaal mannen en vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;12.0
8085;Borduurster;Totaal mannen en vrouwen;30-39 jaar;Totaal alle burgerlijke staten;99.0
8086;Borduurster;Totaal mannen en vrouwen;30-39 jaar;Ongehuwd;81.0
8087;Borduurster;Totaal mannen en vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;18.0
8088;Borduurster;Totaal mannen en vrouwen;40-49 jaar;Totaal alle burgerlijke staten;44.0
8089;Borduurster;Totaal mannen en vrouwen;40-49 jaar;Ongehuwd;36.0
8090;Borduurster;Totaal mannen en vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;8.0
8091;Borduurster;Totaal mannen en vrouwen;50-59 jaar;Totaal alle burgerlijke staten;38.0
8092;Borduurster;Totaal mannen en vrouwen;50-59 jaar;Ongehuwd;32.0
8093;Borduurster;Totaal mannen en vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;6.0
8094;Borduurster;Totaal mannen en vrouwen;60-64 jaar;Totaal alle burgerlijke staten;6.0
8095;Borduurster;Totaal mannen en vrouwen;60-64 jaar;Ongehuwd;3.0
8096;Borduurster;Totaal mannen en vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;3.0
8097;Borduurster;Totaal mannen en vrouwen;65-69 jaar;Totaal alle burgerlijke staten;9.0
8098;Borduurster;Totaal mannen en vrouwen;65-69 jaar;Ongehuwd;5.0
8099;Borduurster;Totaal mannen en vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;4.0
8100;Borduurster;Totaal mannen en vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;2.0
8101;Borduurster;Totaal mannen en vrouwen;70 jaar en ouder;Ongehuwd;2.0
8102;Borduurster;Totaal mannen en vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;0.0
8103;Borduurster;Totaal mannen en vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
8104;Borduurster;Totaal mannen en vrouwen;Leeftijd onbekend;Ongehuwd;0.0
8105;Borduurster;Totaal mannen en vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
8106;Borduurster;Mannen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;29.0
8107;Borduurster;Mannen;Totaal van alle leeftijden;Ongehuwd;10.0
8108;Borduurster;Mannen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;19.0
8109;Borduurster;Mannen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
8110;Borduurster;Mannen;Beneden 14 jaar;Ongehuwd;0.0
8111;Borduurster;Mannen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
8112;Borduurster;Mannen;14-17 jaar;Totaal alle burgerlijke staten;5.0
8113;Borduurster;Mannen;14-17 jaar;Ongehuwd;5.0
8114;Borduurster;Mannen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
8115;Borduurster;Mannen;18 en 19 jaar;Totaal alle burgerlijke staten;2.0
8116;Borduurster;Mannen;18 en 19 jaar;Ongehuwd;2.0
8117;Borduurster;Mannen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
8118;Borduurster;Mannen;20 jaar;Totaal alle burgerlijke staten;1.0
8119;Borduurster;Mannen;20 jaar;Ongehuwd;1.0
8120;Borduurster;Mannen;20 jaar;Gehuwd of gehuwd geweest;0.0
8121;Borduurster;Mannen;21-24 jaar;Totaal alle burgerlijke staten;1.0
8122;Borduurster;Mannen;21-24 jaar;Ongehuwd;1.0
8123;Borduurster;Mannen;21-24 jaar;Gehuwd of gehuwd geweest;0.0
8124;Borduurster;Mannen;25-29 jaar;Totaal alle burgerlijke staten;3.0
8125;Borduurster;Mannen;25-29 jaar;Ongehuwd;1.0
8126;Borduurster;Mannen;25-29 jaar;Gehuwd of gehuwd geweest;2.0
8127;Borduurster;Mannen;30-39 jaar;Totaal alle burgerlijke staten;7.0
8128;Borduurster;Mannen;30-39 jaar;Ongehuwd;0.0
8129;Borduurster;Mannen;30-39 jaar;Gehuwd of gehuwd geweest;7.0
8130;Borduurster;Mannen;40-49 jaar;Totaal alle burgerlijke staten;2.0
8131;Borduurster;Mannen;40-49 jaar;Ongehuwd;0.0
8132;Borduurster;Mannen;40-49 jaar;Gehuwd of gehuwd geweest;2.0
8133;Borduurster;Mannen;50-59 jaar;Totaal alle burgerlijke staten;4.0
8134;Borduurster;Mannen;50-59 jaar;Ongehuwd;0.0
8135;Borduurster;Mannen;50-59 jaar;Gehuwd of gehuwd geweest;4.0
8136;Borduurster;Mannen;60-64 jaar;Totaal alle burgerlijke staten;2.0
8137;Borduurster;Mannen;60-64 jaar;Ongehuwd;0.0
8138;Borduurster;Mannen;60-64 jaar;Gehuwd of gehuwd geweest;2.0
8139;Borduurster;Mannen;65-69 jaar;Totaal alle burgerlijke staten;2.0
8140;Borduurster;Mannen;65-69 jaar;Ongehuwd;0.0
8141;Borduurster;Mannen;65-69 jaar;Gehuwd of gehuwd geweest;2.0
8142;Borduurster;Mannen;70 jaar en ouder;Totaal alle burgerlijke staten;0.0
8143;Borduurster;Mannen;70 jaar en ouder;Ongehuwd;0.0
8144;Borduurster;Mannen;70 jaar en ouder;Gehuwd of gehuwd geweest;0.0
8145;Borduurster;Mannen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
8146;Borduurster;Mannen;Leeftijd onbekend;Ongehuwd;0.0
8147;Borduurster;Mannen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
8148;Borduurster;Vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;953.0
8149;Borduurster;Vrouwen;Totaal van alle leeftijden;Ongehuwd;918.0
8150;Borduurster;Vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;35.0
8151;Borduurster;Vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
8152;Borduurster;Vrouwen;Beneden 14 jaar;Ongehuwd;0.0
8153;Borduurster;Vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
8154;Borduurster;Vrouwen;14-17 jaar;Totaal alle burgerlijke staten;257.0
8155;Borduurster;Vrouwen;14-17 jaar;Ongehuwd;257.0
8156;Borduurster;Vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
8157;Borduurster;Vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;158.0
8158;Borduurster;Vrouwen;18 en 19 jaar;Ongehuwd;158.0
8159;Borduurster;Vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
8160;Borduurster;Vrouwen;20 jaar;Totaal alle burgerlijke staten;66.0
8161;Borduurster;Vrouwen;20 jaar;Ongehuwd;66.0
8162;Borduurster;Vrouwen;20 jaar;Gehuwd of gehuwd geweest;0.0
8163;Borduurster;Vrouwen;21-24 jaar;Totaal alle burgerlijke staten;162.0
8164;Borduurster;Vrouwen;21-24 jaar;Ongehuwd;159.0
8165;Borduurster;Vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;3.0
8166;Borduurster;Vrouwen;25-29 jaar;Totaal alle burgerlijke staten;129.0
8167;Borduurster;Vrouwen;25-29 jaar;Ongehuwd;119.0
8168;Borduurster;Vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;10.0
8169;Borduurster;Vrouwen;30-39 jaar;Totaal alle burgerlijke staten;92.0
8170;Borduurster;Vrouwen;30-39 jaar;Ongehuwd;81.0
8171;Borduurster;Vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;11.0
8172;Borduurster;Vrouwen;40-49 jaar;Totaal alle burgerlijke staten;42.0
8173;Borduurster;Vrouwen;40-49 jaar;Ongehuwd;36.0
8174;Borduurster;Vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;6.0
8175;Borduurster;Vrouwen;50-59 jaar;Totaal alle burgerlijke staten;34.0
8176;Borduurster;Vrouwen;50-59 jaar;Ongehuwd;32.0
8177;Borduurster;Vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;2.0
8178;Borduurster;Vrouwen;60-64 jaar;Totaal alle burgerlijke staten;4.0
8179;Borduurster;Vrouwen;60-64 jaar;Ongehuwd;3.0
8180;Borduurster;Vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;1.0
8181;Borduurster;Vrouwen;65-69 jaar;Totaal alle burgerlijke staten;7.0
8182;Borduurster;Vrouwen;65-69 jaar;Ongehuwd;5.0
8183;Borduurster;Vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;2.0
8184;Borduurster;Vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;2.0
8185;Borduurster;Vrouwen;70 jaar en ouder;Ongehuwd;2.0
8186;Borduurster;Vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;0.0
8187;Borduurster;Vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
