ID;RegioS;Perioden;AantalPersonen_1;GemiddeldBesteedbaarInkomen_2;RangnummerBesteedbaarInkomen_3;GemiddeldGestandaardiseerdInkomen_4;RangnummerGestandaardiseerdInkomen_5;AantalPersonen_6;InVanPersonenMetEnZonderInkomen_7;GemiddeldPersoonlijkInkomen_8;RangnummerPersoonlijkInkomen_9;GemiddeldBesteedbaarInkomen_10;RangnummerBesteedbaarInkomen_11
5510;Teylingen;2014;35.6;;;30.6;27.0;25.5;72.0;37.3;32.0;;
5511;Tholen;2005;24.9;11.2;426.0;19.5;370.0;15.8;64.0;24.0;358.0;17.0;354.0
5512;Tholen;2006;25.2;12.0;409.0;20.8;348.0;16.4;65.0;25.3;307.0;17.9;300.0
5513;Tholen;2007;25.3;13.0;389.0;22.5;335.0;16.8;67.0;26.3;314.0;19.1;307.0
5514;Tholen;2008;25.4;13.5;383.0;23.3;322.0;17.2;68.0;27.1;317.0;19.5;285.0
5515;Tholen;2009 voor methodewijziging;25.4;13.3;397.0;23.1;334.0;17.3;68.0;27.3;327.0;19.2;323.0
5516;Tholen;2009 na methodewijziging;25.4;13.3;386.0;23.0;335.0;17.2;68.0;27.4;316.0;19.4;306.0
5517;Tholen;2010;25.5;13.2;390.0;22.8;341.0;17.4;68.0;27.5;319.0;19.1;326.0
5518;Tholen;2011;25.5;13.5;384.0;23.2;322.0;17.5;69.0;28.0;313.0;19.3;307.0
5519;Tholen;2012;25.5;13.5;376.0;23.2;330.0;17.5;69.0;28.2;304.0;19.4;307.0
5520;Tholen;2013;25.4;;;23.5;319.0;17.5;69.0;28.8;294.0;;
5521;Tholen;2014;25.4;;;24.6;300.0;17.5;69.0;29.3;284.0;;
5522;Thorn;2005;2.6;13.5;85.0;21.6;156.0;1.9;73.0;25.4;251.0;17.8;234.0
5523;Thorn;2006;;;;;;;;;;;
5524;Thorn;2007;;;;;;;;;;;
5525;Thorn;2008;;;;;;;;;;;
5526;Thorn;2009 voor methodewijziging;;;;;;;;;;;
5527;Thorn;2009 na methodewijziging;;;;;;;;;;;
5528;Thorn;2010;;;;;;;;;;;
5529;Thorn;2011;;;;;;;;;;;
5530;Thorn;2012;;;;;;;;;;;
5531;Thorn;2013;;;;;;;;;;;
5532;Thorn;2014;;;;;;;;;;;
5533;Tiel;2005;41.0;11.9;345.0;19.8;350.0;26.6;65.0;25.6;237.0;17.5;283.0
5534;Tiel;2006;41.2;12.5;348.0;20.7;355.0;28.1;68.0;26.0;250.0;17.9;305.0
5535;Tiel;2007;41.1;13.4;348.0;22.2;349.0;28.2;69.0;27.3;235.0;19.2;303.0
5536;Tiel;2008;41.1;13.9;336.0;23.0;339.0;28.8;70.0;28.4;229.0;19.5;286.0
5537;Tiel;2009 voor methodewijziging;41.2;14.0;315.0;23.3;315.0;29.0;70.0;29.0;214.0;19.7;263.0
5538;Tiel;2009 na methodewijziging;41.2;14.1;301.0;23.5;297.0;29.0;70.0;29.0;208.0;19.8;246.0
5539;Tiel;2010;41.2;14.0;316.0;23.3;309.0;29.0;70.0;28.9;226.0;19.6;268.0
5540;Tiel;2011;41.5;14.1;320.0;23.3;315.0;29.4;71.0;29.4;231.0;19.6;262.0
5541;Tiel;2012;41.8;14.2;318.0;23.4;314.0;29.6;71.0;29.6;223.0;19.8;268.0
5542;Tiel;2013;41.8;;;23.5;323.0;29.5;71.0;29.9;231.0;;
5543;Tiel;2014;41.6;;;24.4;312.0;29.4;71.0;30.4;221.0;;
5544;Tilburg;2005;200.4;12.0;327.0;19.0;405.0;137.7;69.0;23.8;365.0;16.6;394.0
5545;Tilburg;2006;201.3;12.6;320.0;20.0;393.0;145.1;72.0;24.4;361.0;17.1;384.0
5546;Tilburg;2007;202.1;13.5;324.0;21.5;392.0;145.5;72.0;25.6;348.0;18.4;375.0
5547;Tilburg;2008;203.5;13.8;354.0;21.8;396.0;148.6;73.0;26.5;343.0;18.5;387.0
5548;Tilburg;2009 voor methodewijziging;204.9;13.9;330.0;22.0;386.0;149.7;73.0;27.2;333.0;18.7;365.0
5549;Tilburg;2009 na methodewijziging;204.9;14.0;319.0;22.0;381.0;149.9;73.0;27.2;329.0;18.8;361.0
5550;Tilburg;2010;206.2;14.0;324.0;22.0;373.0;151.3;73.0;27.3;327.0;18.7;360.0
5551;Tilburg;2011;207.6;14.0;329.0;22.1;376.0;152.7;74.0;27.7;324.0;18.7;358.0
5552;Tilburg;2012;208.5;14.0;342.0;22.1;371.0;152.5;73.0;28.0;316.0;18.9;358.0
5553;Tilburg;2013;210.3;;;22.2;369.0;152.7;73.0;28.3;317.0;;
5554;Tilburg;2014;211.6;;;23.0;359.0;152.5;72.0;28.8;304.0;;
5555;Tubbergen;2005;20.6;11.7;384.0;21.5;180.0;13.6;66.0;23.4;395.0;17.0;351.0
5556;Tubbergen;2006;20.7;12.1;392.0;22.4;197.0;14.1;68.0;24.1;377.0;17.5;350.0
5557;Tubbergen;2007;20.8;13.1;383.0;24.3;191.0;14.3;69.0;25.2;373.0;18.8;337.0
5558;Tubbergen;2008;21.0;13.2;406.0;24.3;235.0;14.7;70.0;25.2;399.0;18.7;372.0
5559;Tubbergen;2009 voor methodewijziging;21.1;13.3;391.0;24.1;252.0;14.9;70.0;26.2;379.0;18.7;366.0
5560;Tubbergen;2009 na methodewijziging;21.1;13.2;395.0;23.8;275.0;14.9;70.0;25.9;384.0;18.6;372.0
5561;Tubbergen;2010;21.2;13.4;377.0;24.1;247.0;15.0;71.0;26.6;364.0;18.8;354.0
5562;Tubbergen;2011;21.2;13.6;368.0;24.4;225.0;15.2;72.0;27.0;361.0;18.9;346.0
5563;Tubbergen;2012;21.2;13.9;355.0;24.8;220.0;15.2;72.0;27.4;345.0;19.2;333.0
5564;Tubbergen;2013;21.2;;;25.1;193.0;15.2;72.0;28.0;332.0;;
5565;Tubbergen;2014;21.1;;;26.4;172.0;15.1;71.0;28.6;323.0;;
5566;Twenterand;2005;33.4;10.7;447.0;19.1;402.0;21.4;64.0;22.5;430.0;16.1;428.0
5567;Twenterand;2006;33.5;11.4;434.0;20.3;384.0;22.4;67.0;23.1;416.0;16.7;411.0
5568;Twenterand;2007;33.5;12.2;434.0;21.5;390.0;22.6;68.0;24.0;419.0;17.6;419.0
5569;Twenterand;2008;33.6;12.6;433.0;22.3;386.0;23.0;68.0;24.9;416.0;18.1;406.0
5570;Twenterand;2009 voor methodewijziging;33.6;12.8;421.0;22.4;369.0;23.1;69.0;25.6;396.0;18.2;393.0
5571;Twenterand;2009 na methodewijziging;33.6;12.6;421.0;22.3;373.0;23.3;69.0;25.3;405.0;18.0;406.0
5572;Twenterand;2010;33.7;12.6;410.0;22.1;372.0;23.3;69.0;25.5;394.0;18.0;399.0
5573;Twenterand;2011;33.9;12.7;409.0;22.2;373.0;23.6;70.0;25.9;392.0;18.0;399.0
5574;Twenterand;2012;34.0;12.8;400.0;22.3;365.0;23.7;70.0;26.1;386.0;18.1;394.0
5575;Twenterand;2013;33.9;;;22.4;364.0;23.7;70.0;26.3;388.0;;
5576;Twenterand;2014;33.9;;;23.3;350.0;23.6;70.0;26.7;379.0;;
5577;Tynaarlo;2005;32.0;13.4;91.0;21.9;141.0;21.9;69.0;27.6;112.0;19.0;108.0
5578;Tynaarlo;2006;31.7;14.1;88.0;22.9;146.0;22.4;71.0;28.5;106.0;19.7;111.0
5579;Tynaarlo;2007;32.0;15.3;91.0;24.8;146.0;22.7;71.0;29.8;106.0;21.2;110.0
5580;Tynaarlo;2008;32.2;15.7;85.0;25.7;127.0;23.2;72.0;30.7;111.0;21.5;98.0
5581;Tynaarlo;2009 voor methodewijziging;32.4;15.8;80.0;25.8;105.0;23.4;72.0;31.4;101.0;21.6;91.0
5582;Tynaarlo;2009 na methodewijziging;32.4;15.8;80.0;25.8;113.0;23.5;72.0;31.4;97.0;21.6;90.0
5583;Tynaarlo;2010;32.5;15.8;78.0;25.8;112.0;23.6;73.0;31.7;90.0;21.5;88.0
5584;Tynaarlo;2011;32.4;15.9;76.0;25.8;105.0;23.7;73.0;32.3;86.0;21.5;82.0
5585;Tynaarlo;2012;32.5;16.2;75.0;26.3;100.0;23.8;73.0;32.9;83.0;21.9;77.0
5586;Tynaarlo;2013;32.5;;;26.7;96.0;23.8;73.0;33.6;78.0;;
5587;Tynaarlo;2014;32.6;;;28.0;89.0;23.9;73.0;34.2;77.0;;
5588;Tytsjerksteradiel;2005;32.1;11.8;361.0;19.7;359.0;21.5;67.0;23.9;364.0;17.0;350.0
5589;Tytsjerksteradiel;2006;32.3;12.4;355.0;20.8;347.0;22.3;69.0;24.6;348.0;17.7;336.0
5590;Tytsjerksteradiel;2007;32.2;13.3;363.0;22.2;353.0;22.5;70.0;25.3;366.0;18.7;347.0
5591;Tytsjerksteradiel;2008;32.2;13.9;321.0;23.3;320.0;22.9;71.0;26.5;342.0;19.4;307.0
5592;Tytsjerksteradiel;2009 voor methodewijziging;32.2;13.8;343.0;23.1;332.0;23.0;71.0;26.9;350.0;19.3;313.0
5593;Tytsjerksteradiel;2009 na methodewijziging;32.2;13.7;346.0;22.8;348.0;22.7;70.0;26.9;338.0;19.3;315.0
5594;Tytsjerksteradiel;2010;32.2;13.6;359.0;22.6;351.0;22.7;70.0;27.1;340.0;19.1;317.0
5595;Tytsjerksteradiel;2011;32.2;13.8;360.0;22.8;352.0;22.8;71.0;27.6;334.0;19.3;311.0
5596;Tytsjerksteradiel;2012;32.0;14.0;347.0;23.1;338.0;22.7;71.0;27.7;333.0;19.4;306.0
5597;Tytsjerksteradiel;2013;32.0;;;23.1;341.0;22.7;71.0;28.0;334.0;;
5598;Tytsjerksteradiel;2014;32.0;;;24.0;336.0;22.6;71.0;28.6;321.0;;
5599;Ubbergen;2005;9.4;13.3;104.0;21.1;232.0;6.7;71.0;25.8;218.0;18.2;187.0
5600;Ubbergen;2006;9.4;14.0;100.0;22.3;202.0;6.9;74.0;26.9;184.0;18.7;183.0
5601;Ubbergen;2007;9.3;14.7;153.0;23.4;266.0;6.8;73.0;26.9;272.0;19.6;243.0
5602;Ubbergen;2008;9.4;15.2;137.0;24.2;248.0;7.0;74.0;29.0;188.0;20.2;195.0
5603;Ubbergen;2009 voor methodewijziging;9.3;15.6;95.0;24.7;185.0;7.0;74.0;30.1;152.0;20.8;143.0
5604;Ubbergen;2009 na methodewijziging;9.3;15.5;118.0;24.7;188.0;6.9;74.0;29.8;152.0;20.6;154.0
5605;Ubbergen;2010;9.4;15.5;103.0;24.8;177.0;7.0;74.0;29.8;168.0;20.6;147.0
5606;Ubbergen;2011;9.4;15.4;124.0;24.6;214.0;7.1;75.0;29.9;190.0;20.2;186.0
5607;Ubbergen;2012;9.5;15.8;106.0;25.1;192.0;7.2;75.0;30.4;175.0;20.7;159.0
5608;Ubbergen;2013;9.5;;;25.2;187.0;7.1;75.0;30.9;168.0;;
5609;Ubbergen;2014;;;;;;;;;;;
5610;Uden;2005;40.2;12.5;241.0;20.8;261.0;27.3;68.0;25.6;241.0;17.7;255.0
5611;Uden;2006;40.2;13.3;210.0;22.1;229.0;28.4;71.0;26.3;232.0;18.5;221.0
5612;Uden;2007;40.1;14.4;199.0;24.0;222.0;28.6;71.0;27.3;237.0;19.9;209.0
5613;Uden;2008;40.4;14.5;238.0;24.1;253.0;29.2;72.0;28.1;250.0;19.8;246.0
5614;Uden;2009 voor methodewijziging;40.5;14.6;229.0;24.3;239.0;29.5;73.0;28.8;233.0;19.9;236.0
5615;Uden;2009 na methodewijziging;40.5;14.7;203.0;24.5;207.0;29.6;73.0;28.8;231.0;20.0;223.0
5616;Uden;2010;40.7;14.7;205.0;24.5;215.0;29.8;73.0;28.9;234.0;19.9;229.0
5617;Uden;2011;40.8;14.8;219.0;24.5;218.0;30.1;74.0;29.2;241.0;19.8;241.0
5618;Uden;2012;40.9;15.0;215.0;24.8;221.0;30.3;74.0;29.4;240.0;20.1;230.0
5619;Uden;2013;40.9;;;24.8;224.0;30.4;74.0;29.8;234.0;;
5620;Uden;2014;41.1;;;26.3;187.0;30.4;74.0;30.3;227.0;;
5621;Uitgeest;2005;11.9;13.5;83.0;22.9;80.0;7.9;67.0;29.1;68.0;19.7;78.0
5622;Uitgeest;2006;12.1;14.1;93.0;23.9;89.0;8.4;69.0;29.5;82.0;19.9;91.0
5623;Uitgeest;2007;12.2;15.4;86.0;26.2;84.0;8.6;70.0;31.5;63.0;21.7;87.0
5624;Uitgeest;2008;12.4;15.8;80.0;26.8;76.0;8.9;71.0;32.3;68.0;21.9;76.0
5625;Uitgeest;2009 voor methodewijziging;12.7;16.0;71.0;27.1;59.0;9.0;71.0;33.0;63.0;22.2;69.0
5626;Uitgeest;2009 na methodewijziging;12.7;15.6;100.0;26.5;86.0;9.0;71.0;32.4;72.0;21.7;84.0
5627;Uitgeest;2010;12.8;15.5;106.0;26.3;91.0;9.2;71.0;32.6;73.0;21.5;90.0
5628;Uitgeest;2011;12.9;15.6;102.0;26.5;82.0;9.2;72.0;33.3;69.0;21.5;83.0
5629;Uitgeest;2012;13.1;15.9;101.0;26.8;85.0;9.4;72.0;33.6;70.0;21.8;89.0
5630;Uitgeest;2013;13.2;;;27.2;75.0;9.6;72.0;34.1;69.0;;
5631;Uitgeest;2014;13.3;;;28.6;75.0;9.6;73.0;34.9;64.0;;
5632;Uithoorn;2005;26.8;14.6;32.0;24.1;32.0;18.4;69.0;30.5;42.0;20.6;40.0
5633;Uithoorn;2006;27.0;14.9;48.0;24.6;58.0;19.1;71.0;30.7;53.0;20.7;60.0
5634;Uithoorn;2007;27.5;16.3;46.0;26.8;62.0;19.5;71.0;32.1;55.0;22.6;52.0
5635;Uithoorn;2008;27.7;16.4;51.0;27.0;68.0;20.0;72.0;32.9;57.0;22.4;60.0
5636;Uithoorn;2009 voor methodewijziging;28.1;16.2;60.0;26.7;79.0;20.3;72.0;33.0;65.0;22.1;71.0
5637;Uithoorn;2009 na methodewijziging;28.1;16.2;57.0;26.6;82.0;20.3;72.0;33.1;58.0;22.2;66.0
5638;Uithoorn;2010;28.1;16.3;56.0;26.6;79.0;20.4;73.0;33.3;60.0;22.2;66.0
5639;Uithoorn;2011;28.3;16.2;56.0;26.6;75.0;20.6;73.0;33.6;65.0;22.0;64.0
5640;Uithoorn;2012;28.4;16.4;65.0;26.9;82.0;20.6;73.0;33.9;64.0;22.3;67.0
5641;Uithoorn;2013;28.4;;;27.2;78.0;20.6;73.0;34.6;61.0;;
5642;Uithoorn;2014;28.7;;;28.2;85.0;20.8;73.0;35.1;60.0;;
5643;Urk;2005;17.5;8.9;458.0;18.1;438.0;9.1;52.0;22.5;431.0;16.2;423.0
5644;Urk;2006;17.6;9.4;443.0;19.1;425.0;9.5;54.0;23.2;412.0;16.9;401.0
5645;Urk;2007;17.8;10.4;443.0;21.2;399.0;10.1;57.0;24.1;415.0;18.1;396.0
5646;Urk;2008;18.1;10.7;441.0;21.6;406.0;10.4;58.0;24.9;415.0;18.1;404.0
5647;Urk;2009 voor methodewijziging;18.3;10.6;431.0;21.4;403.0;10.5;57.0;25.6;398.0;18.1;398.0
5648;Urk;2009 na methodewijziging;18.3;10.6;431.0;21.4;407.0;10.6;58.0;25.3;406.0;18.1;398.0
5649;Urk;2010;18.7;10.8;418.0;21.8;379.0;10.8;58.0;25.8;387.0;18.5;373.0
5650;Urk;2011;19.0;10.9;415.0;21.9;382.0;11.1;59.0;25.9;393.0;18.4;379.0
5651;Urk;2012;19.2;11.1;408.0;22.2;369.0;11.3;59.0;26.2;381.0;18.6;366.0
5652;Urk;2013;19.5;;;22.1;371.0;11.5;59.0;26.6;379.0;;
5653;Urk;2014;19.7;;;23.9;339.0;11.6;59.0;27.7;350.0;;
5654;Utrecht (gemeente);2005;280.9;13.0;133.0;19.8;354.0;190.1;68.0;26.7;155.0;18.2;185.0
5655;Utrecht (gemeente);2006;288.4;13.7;139.0;20.9;340.0;206.4;72.0;27.3;160.0;18.6;207.0
5656;Utrecht (gemeente);2007;294.7;14.7;156.0;22.5;331.0;212.3;72.0;28.8;151.0;19.9;214.0
5657;Utrecht (gemeente);2008;299.9;15.1;153.0;23.2;327.0;217.0;72.0;30.2;128.0;20.3;190.0
5658;Utrecht (gemeente);2009 voor methodewijziging;307.1;15.3;129.0;23.6;297.0;221.5;72.0;31.1;112.0;20.7;145.0
5659;Utrecht (gemeente);2009 na methodewijziging;307.1;15.3;129.0;23.5;299.0;221.4;72.0;31.0;113.0;20.8;144.0
5660;Utrecht (gemeente);2010;311.4;15.2;138.0;23.5;297.0;222.8;72.0;31.4;102.0;20.8;138.0
5661;Utrecht (gemeente);2011;316.3;15.3;137.0;23.6;289.0;225.7;71.0;32.1;93.0;20.9;124.0
5662;Utrecht (gemeente);2012;321.9;15.3;169.0;23.8;287.0;226.9;70.0;32.6;85.0;21.2;123.0
5663;Utrecht (gemeente);2013;328.2;;;24.1;274.0;228.0;69.0;33.4;81.0;;
5664;Utrecht (gemeente);2014;334.2;;;25.0;274.0;230.2;69.0;34.1;78.0;;
5665;Utrechtse Heuvelrug;2005;49.0;15.3;20.0;25.1;21.0;33.6;69.0;32.1;23.0;21.7;24.0
5666;Utrechtse Heuvelrug;2006;48.8;15.9;21.0;26.2;23.0;34.5;71.0;32.8;24.0;22.3;23.0
5667;Utrechtse Heuvelrug;2007;49.0;17.5;20.0;28.8;21.0;35.0;71.0;34.3;23.0;24.2;22.0
5668;Utrechtse Heuvelrug;2008;48.9;18.0;19.0;29.6;18.0;35.3;72.0;35.8;20.0;24.6;20.0
5669;Utrechtse Heuvelrug;2009 voor methodewijziging;48.8;17.8;20.0;29.2;19.0;35.4;72.0;35.9;22.0;24.3;20.0
5670;Utrechtse Heuvelrug;2009 na methodewijziging;48.8;17.6;22.0;28.8;23.0;35.1;72.0;35.3;28.0;24.2;21.0
5671;Utrechtse Heuvelrug;2010;48.7;17.5;20.0;28.7;22.0;35.0;72.0;35.8;25.0;24.1;18.0
5672;Utrechtse Heuvelrug;2011;48.3;17.4;21.0;28.5;23.0;35.0;72.0;36.3;25.0;23.8;19.0
5673;Utrechtse Heuvelrug;2012;48.1;17.7;20.0;29.0;22.0;34.9;73.0;36.5;26.0;24.2;20.0
5674;Utrechtse Heuvelrug;2013;48.0;;;29.1;24.0;34.8;73.0;37.2;25.0;;
5675;Utrechtse Heuvelrug;2014;48.2;;;30.8;26.0;34.8;72.0;37.9;26.0;;
5676;Vaals;2005;10.1;11.2;429.0;17.3;454.0;5.7;57.0;20.6;458.0;15.2;456.0
5677;Vaals;2006;10.0;12.2;376.0;18.9;432.0;5.9;59.0;21.5;441.0;16.6;420.0
5678;Vaals;2007;9.8;12.6;422.0;19.4;440.0;5.9;60.0;22.8;437.0;17.0;437.0
5679;Vaals;2008;9.8;13.1;418.0;20.2;437.0;6.0;61.0;23.4;438.0;17.5;434.0
5680;Vaals;2009 voor methodewijziging;9.9;13.3;395.0;20.3;428.0;6.2;63.0;24.0;430.0;17.5;425.0
5681;Vaals;2009 na methodewijziging;9.9;13.2;397.0;20.4;427.0;6.1;62.0;23.7;430.0;17.3;429.0
5682;Vaals;2010;9.8;13.5;374.0;20.6;413.0;6.1;63.0;24.4;413.0;17.5;415.0
5683;Vaals;2011;9.7;13.7;366.0;20.9;410.0;6.2;63.0;24.5;413.0;17.6;412.0
5684;Vaals;2012;9.8;13.9;354.0;21.1;398.0;6.2;63.0;24.4;407.0;17.6;405.0
5685;Vaals;2013;9.7;;;21.5;388.0;6.2;64.0;25.3;399.0;;
5686;Vaals;2014;9.7;;;22.0;382.0;6.1;63.0;25.5;391.0;;
5687;Valkenburg (ZH.);2005;;;;;;;;;;;
5688;Valkenburg (ZH.);2006;;;;;;;;;;;
5689;Valkenburg (ZH.);2007;;;;;;;;;;;
5690;Valkenburg (ZH.);2008;;;;;;;;;;;
5691;Valkenburg (ZH.);2009 voor methodewijziging;;;;;;;;;;;
5692;Valkenburg (ZH.);2009 na methodewijziging;;;;;;;;;;;
5693;Valkenburg (ZH.);2010;;;;;;;;;;;
5694;Valkenburg (ZH.);2011;;;;;;;;;;;
5695;Valkenburg (ZH.);2012;;;;;;;;;;;
5696;Valkenburg (ZH.);2013;;;;;;;;;;;
5697;Valkenburg (ZH.);2014;;;;;;;;;;;
5698;Valkenburg aan de Geul;2005;17.3;12.8;167.0;20.5;301.0;12.4;72.0;24.5;321.0;17.3;318.0
5699;Valkenburg aan de Geul;2006;17.2;13.5;161.0;21.5;286.0;12.7;74.0;25.4;300.0;18.0;295.0
5700;Valkenburg aan de Geul;2007;17.1;14.4;192.0;22.9;306.0;12.7;74.0;26.3;312.0;19.1;316.0
5701;Valkenburg aan de Geul;2008;17.1;15.1;147.0;24.1;258.0;13.0;76.0;27.3;308.0;19.6;283.0
5702;Valkenburg aan de Geul;2009 voor methodewijziging;17.1;15.1;146.0;24.0;267.0;13.1;76.0;27.7;298.0;19.5;290.0
5703;Valkenburg aan de Geul;2009 na methodewijziging;17.1;15.4;124.0;24.3;230.0;13.1;77.0;28.0;270.0;19.8;249.0
5704;Valkenburg aan de Geul;2010;17.0;15.5;110.0;24.5;218.0;13.1;77.0;28.3;263.0;19.8;244.0
5705;Valkenburg aan de Geul;2011;16.9;15.5;109.0;24.5;221.0;13.1;77.0;28.7;269.0;19.8;244.0
5706;Valkenburg aan de Geul;2012;16.8;15.9;98.0;24.9;203.0;13.1;78.0;29.2;247.0;20.1;220.0
5707;Valkenburg aan de Geul;2013;16.7;;;25.1;200.0;12.9;77.0;29.6;247.0;;
5708;Valkenburg aan de Geul;2014;16.6;;;26.2;193.0;12.9;78.0;30.3;226.0;;
5709;Valkenswaard;2005;30.9;12.8;181.0;20.7;266.0;21.4;69.0;25.7;222.0;17.7;258.0
5710;Valkenswaard;2006;30.9;13.7;140.0;22.3;212.0;22.4;72.0;26.5;214.0;18.5;218.0
5711;Valkenswaard;2007;30.9;14.8;147.0;24.0;213.0;22.6;73.0;27.6;215.0;19.8;221.0
5712;Valkenswaard;2008;30.9;15.0;158.0;24.3;231.0;22.9;74.0;28.5;224.0;19.9;231.0
5713;Valkenswaard;2009 voor methodewijziging;30.7;14.9;174.0;24.1;254.0;22.9;74.0;28.7;243.0;19.7;256.0
5714;Valkenswaard;2009 na methodewijziging;30.7;15.2;142.0;24.5;203.0;23.0;75.0;28.8;229.0;20.0;218.0
5715;Valkenswaard;2010;30.6;15.2;144.0;24.4;221.0;23.1;75.0;28.9;230.0;19.8;237.0
5716;Valkenswaard;2011;30.7;15.3;134.0;24.6;213.0;23.3;76.0;29.3;234.0;19.9;232.0
5717;Valkenswaard;2012;30.6;15.6;131.0;24.9;208.0;23.3;76.0;29.7;214.0;20.2;214.0
5718;Valkenswaard;2013;30.3;;;25.2;184.0;23.2;76.0;30.3;202.0;;
5719;Valkenswaard;2014;30.2;;;26.2;192.0;23.1;76.0;30.8;198.0;;
5720;Veendam;2005;28.2;11.3;420.0;18.4;427.0;19.1;68.0;22.9;416.0;16.0;433.0
5721;Veendam;2006;28.1;12.0;398.0;19.6;407.0;19.9;71.0;23.4;404.0;16.7;412.0
5722;Veendam;2007;28.1;12.8;413.0;20.6;422.0;20.0;71.0;24.4;403.0;17.6;421.0
5723;Veendam;2008;28.0;13.2;408.0;21.3;416.0;20.3;73.0;25.3;397.0;17.9;418.0
5724;Veendam;2009 voor methodewijziging;28.0;13.5;378.0;21.6;396.0;20.2;72.0;26.4;371.0;18.5;385.0
5725;Veendam;2009 na methodewijziging;28.0;13.3;387.0;21.5;399.0;20.2;72.0;26.0;381.0;18.2;395.0
5726;Veendam;2010;28.0;13.2;388.0;21.3;397.0;20.3;72.0;26.0;383.0;18.0;395.0
5727;Veendam;2011;27.9;13.4;388.0;21.5;394.0;20.3;73.0;26.5;375.0;18.2;392.0
5728;Veendam;2012;27.9;13.5;379.0;21.7;383.0;20.2;72.0;26.8;367.0;18.4;377.0
5729;Veendam;2013;27.8;;;21.7;382.0;20.1;72.0;27.1;362.0;;
5730;Veendam;2014;27.7;;;22.6;369.0;20.0;72.0;27.5;354.0;;
5731;Veenendaal;2005;61.7;12.0;325.0;20.5;299.0;39.7;64.0;25.8;216.0;17.9;222.0
5732;Veenendaal;2006;61.7;12.6;329.0;21.5;293.0;41.6;67.0;26.2;244.0;18.3;245.0
5733;Veenendaal;2007;61.8;13.5;334.0;23.0;300.0;42.1;68.0;27.3;236.0;19.4;267.0
5734;Veenendaal;2008;62.0;13.8;350.0;23.4;315.0;43.1;69.0;28.1;249.0;19.5;289.0
5735;Veenendaal;2009 voor methodewijziging;62.1;14.0;322.0;23.7;288.0;43.1;69.0;28.9;225.0;19.9;234.0
5736;Veenendaal;2009 na methodewijziging;62.1;14.0;314.0;23.8;266.0;43.2;70.0;28.9;219.0;20.0;227.0
5737;Veenendaal;2010;62.3;14.0;313.0;23.8;274.0;43.4;70.0;29.1;220.0;19.9;233.0
5738;Veenendaal;2011;62.9;14.0;325.0;23.7;283.0;44.1;70.0;29.4;228.0;19.8;245.0
5739;Veenendaal;2012;63.0;14.2;316.0;23.9;279.0;44.1;70.0;29.8;210.0;20.1;229.0
5740;Veenendaal;2013;63.3;;;24.0;282.0;44.3;70.0;30.1;217.0;;
5741;Veenendaal;2014;63.4;;;25.1;266.0;44.1;70.0;30.7;201.0;;
5742;Veere;2005;21.9;12.5;236.0;20.8;254.0;14.8;67.0;25.0;281.0;17.9;220.0
5743;Veere;2006;21.9;13.1;243.0;21.8;255.0;15.4;70.0;25.7;281.0;18.4;238.0
5744;Veere;2007;22.0;14.5;176.0;24.1;206.0;15.6;71.0;26.7;283.0;20.1;183.0
5745;Veere;2008;22.0;14.8;185.0;24.4;225.0;15.9;72.0;27.6;283.0;20.2;202.0
5746;Veere;2009 voor methodewijziging;21.9;14.8;192.0;24.4;220.0;16.0;73.0;28.0;281.0;20.0;226.0
5747;Veere;2009 na methodewijziging;21.9;15.1;152.0;24.8;179.0;16.1;73.0;28.4;249.0;20.3;180.0
5748;Veere;2010;21.9;15.1;156.0;24.8;172.0;16.2;74.0;28.6;248.0;20.2;187.0
5749;Veere;2011;22.0;15.1;153.0;24.9;176.0;16.3;74.0;28.9;251.0;20.2;190.0
5750;Veere;2012;21.9;15.5;137.0;25.4;161.0;16.3;74.0;29.4;237.0;20.6;167.0
5751;Veere;2013;21.9;;;25.5;152.0;16.4;75.0;29.8;240.0;;
5752;Veere;2014;21.9;;;26.8;140.0;16.5;75.0;30.2;236.0;;
5753;Veghel;2005;36.8;12.5;242.0;21.3;200.0;24.8;67.0;25.9;206.0;17.9;230.0
5754;Veghel;2006;36.7;13.3;203.0;22.8;159.0;26.0;71.0;26.6;207.0;18.6;201.0
5755;Veghel;2007;36.9;14.1;247.0;24.0;218.0;26.2;71.0;27.5;223.0;19.6;249.0
5756;Veghel;2008;37.1;14.5;239.0;24.7;200.0;26.7;72.0;28.4;227.0;19.9;240.0
5757;Veghel;2009 voor methodewijziging;37.3;14.7;216.0;24.9;172.0;26.9;72.0;29.1;205.0;20.1;214.0
5758;Veghel;2009 na methodewijziging;37.3;14.5;246.0;24.6;199.0;27.0;72.0;28.6;239.0;19.8;253.0
5759;Veghel;2010;37.5;14.6;232.0;24.8;174.0;27.2;73.0;28.8;237.0;19.9;235.0
5760;Veghel;2011;37.6;14.8;218.0;25.0;164.0;27.5;73.0;29.4;226.0;20.0;220.0
5761;Veghel;2012;37.4;15.1;208.0;25.4;157.0;27.6;74.0;29.8;206.0;20.3;206.0
5762;Veghel;2013;37.5;;;25.5;158.0;27.5;73.0;30.1;214.0;;
5763;Veghel;2014;37.8;;;26.7;152.0;27.6;73.0;30.5;214.0;;
5764;Veldhoven;2005;43.7;13.2;122.0;21.7;150.0;30.3;69.0;27.0;139.0;18.4;156.0
