ID;Geslacht;Persoonskenmerken;Onderwijsniveau;Baankenmerken;Perioden;BanenVanWerknemers_1;BrutoUurloon_2
642;Vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;Totaal;2010;868.3;24.0
643;Vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;Cao-sector: gesubsidieerde instellingen;2010;246.7;23.3
644;Vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;Cao-sector: overheid;2010;290.8;24.8
645;Vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;Cao-sector: particuliere bedrijven;2010;330.7;23.8
646;Vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;Dienstverband: voltijd;2010;283.8;23.9
647;Vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;Dienstverband: deeltijd;2010;584.5;24.0
648;Vrouwen;Herkomst: allochtoon;Totaal;Totaal;2010;621.8;17.5
649;Vrouwen;Herkomst: allochtoon;Totaal;Cao-sector: gesubsidieerde instellingen;2010;149.9;18.0
650;Vrouwen;Herkomst: allochtoon;Totaal;Cao-sector: overheid;2010;84.9;22.0
651;Vrouwen;Herkomst: allochtoon;Totaal;Cao-sector: particuliere bedrijven;2010;387.1;16.1
652;Vrouwen;Herkomst: allochtoon;Totaal;Dienstverband: voltijd;2010;180.2;18.4
653;Vrouwen;Herkomst: allochtoon;Totaal;Dienstverband: deeltijd;2010;441.7;16.8
654;Vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;Totaal;2010;187.9;12.6
655;Vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: gesubsidieerde instellingen;2010;37.4;13.5
656;Vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: overheid;2010;7.7;15.8
657;Vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: particuliere bedrijven;2010;142.8;12.1
658;Vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;Dienstverband: voltijd;2010;37.8;13.0
659;Vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;Dienstverband: deeltijd;2010;150.1;12.4
660;Vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;Totaal;2010;261.8;16.1
661;Vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;Cao-sector: gesubsidieerde instellingen;2010;74.6;16.9
662;Vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;Cao-sector: overheid;2010;28.7;18.1
663;Vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;Cao-sector: particuliere bedrijven;2010;158.5;15.3
664;Vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;Dienstverband: voltijd;2010;71.2;16.1
665;Vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;Dienstverband: deeltijd;2010;190.6;16.1
666;Vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;Totaal;2010;172.1;23.3
667;Vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;Cao-sector: gesubsidieerde instellingen;2010;37.8;23.7
668;Vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;Cao-sector: overheid;2010;48.5;25.3
669;Vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;Cao-sector: particuliere bedrijven;2010;85.8;22.0
670;Vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;Dienstverband: voltijd;2010;71.1;23.6
671;Vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;Dienstverband: deeltijd;2010;100.9;23.1
672;Vrouwen;Herkomst: westerse allochtoon;Totaal;Totaal;2010;255.8;19.3
673;Vrouwen;Herkomst: westerse allochtoon;Totaal;Cao-sector: gesubsidieerde instellingen;2010;63.6;19.5
674;Vrouwen;Herkomst: westerse allochtoon;Totaal;Cao-sector: overheid;2010;41.9;23.8
675;Vrouwen;Herkomst: westerse allochtoon;Totaal;Cao-sector: particuliere bedrijven;2010;150.3;17.9
676;Vrouwen;Herkomst: westerse allochtoon;Totaal;Dienstverband: voltijd;2010;75.0;20.3
677;Vrouwen;Herkomst: westerse allochtoon;Totaal;Dienstverband: deeltijd;2010;180.8;18.7
678;Vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: lager onderwijs;Totaal;2010;57.0;13.3
679;Vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: gesubsidieerde instellingen;2010;11.9;13.7
680;Vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: overheid;2010;3.3;17.0
681;Vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: particuliere bedrijven;2010;41.9;12.8
682;Vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: lager onderwijs;Dienstverband: voltijd;2010;11.5;13.7
683;Vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: lager onderwijs;Dienstverband: deeltijd;2010;45.5;13.1
684;Vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: middelbaar;Totaal;2010;106.8;17.1
685;Vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: middelbaar;Cao-sector: gesubsidieerde instellingen;2010;30.4;17.6
686;Vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: middelbaar;Cao-sector: overheid;2010;11.6;19.1
687;Vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: middelbaar;Cao-sector: particuliere bedrijven;2010;64.8;16.5
688;Vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: middelbaar;Dienstverband: voltijd;2010;28.8;17.1
689;Vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: middelbaar;Dienstverband: deeltijd;2010;78.0;17.0
690;Vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: hoog;Totaal;2010;92.0;24.7
691;Vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: hoog;Cao-sector: gesubsidieerde instellingen;2010;21.3;24.6
692;Vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: hoog;Cao-sector: overheid;2010;27.0;26.6
693;Vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: hoog;Cao-sector: particuliere bedrijven;2010;43.7;23.6
694;Vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: hoog;Dienstverband: voltijd;2010;34.6;25.1
695;Vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: hoog;Dienstverband: deeltijd;2010;57.3;24.3
696;Vrouwen;Herkomst: niet-westerse allochtoon;Totaal;Totaal;2010;366.0;16.1
697;Vrouwen;Herkomst: niet-westerse allochtoon;Totaal;Cao-sector: gesubsidieerde instellingen;2010;86.3;16.9
698;Vrouwen;Herkomst: niet-westerse allochtoon;Totaal;Cao-sector: overheid;2010;43.0;20.4
699;Vrouwen;Herkomst: niet-westerse allochtoon;Totaal;Cao-sector: particuliere bedrijven;2010;236.8;14.8
700;Vrouwen;Herkomst: niet-westerse allochtoon;Totaal;Dienstverband: voltijd;2010;105.2;17.1
701;Vrouwen;Herkomst: niet-westerse allochtoon;Totaal;Dienstverband: deeltijd;2010;260.8;15.4
702;Vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: lager onderwijs;Totaal;2010;130.9;12.3
703;Vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: gesubsidieerde instellingen;2010;25.6;13.4
704;Vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: overheid;2010;4.4;15.0
705;Vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: particuliere bedrijven;2010;100.9;11.8
706;Vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: lager onderwijs;Dienstverband: voltijd;2010;26.3;12.7
707;Vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: lager onderwijs;Dienstverband: deeltijd;2010;104.6;12.1
708;Vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: middelbaar;Totaal;2010;155.0;15.4
709;Vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: middelbaar;Cao-sector: gesubsidieerde instellingen;2010;44.2;16.5
710;Vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: middelbaar;Cao-sector: overheid;2010;17.1;17.4
711;Vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: middelbaar;Cao-sector: particuliere bedrijven;2010;93.7;14.5
712;Vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: middelbaar;Dienstverband: voltijd;2010;42.4;15.4
713;Vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: middelbaar;Dienstverband: deeltijd;2010;112.6;15.5
714;Vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: hoog;Totaal;2010;80.1;21.8
715;Vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: hoog;Cao-sector: gesubsidieerde instellingen;2010;16.5;22.6
716;Vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: hoog;Cao-sector: overheid;2010;21.4;23.9
717;Vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: hoog;Cao-sector: particuliere bedrijven;2010;42.2;20.4
718;Vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: hoog;Dienstverband: voltijd;2010;36.5;22.1
719;Vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: hoog;Dienstverband: deeltijd;2010;43.6;21.4
