ID;InstitutionalSectors;Periods;Balance_1;Revenue_2;Expenditure_3;MaastrichtDebt_4;ChangeInMaastrichtDebt_5;DeficitEMU_6;NetAcquisitionOfFinancialAssets_7;TransactionsInOtherLiabilities_8;ValuationEffects_9;StatisticalDiscrepancy_10;ContributionToGeneralGovernmentDebt_11;Balance_12;MaastrichtDebt_13;ContributionToGeneralGovernmentDebt_14
597;Local government;2010 3rd quarter;-1490;22300;-23790;50173.0;-1025.0;1490;-3422.0;895.0;-282.0;294.0;46238.0;-1.0;7.9;7.2
598;Local government;2010 4th quarter;-3949;22795;-26744;52748.0;2575.0;3949;-1028.0;-94.0;-115.0;-137.0;49413.0;-1.1;8.2;7.7
599;Local government;2010;-7084;93526;-100610;52748.0;4180.0;7084;-2340.0;-614.0;43.0;7.0;49413.0;-1.1;8.2;7.7
600;Local government;2011 1st quarter;515;23349;-22834;53841.0;1093.0;-515;-308.0;1413.0;324.0;179.0;50604.0;-1.0;8.3;7.8
601;Local government;2011 2nd quarter;-279;25530;-25809;53471.0;-370.0;279;412.0;-1030.0;-86.0;55.0;50057.0;-0.8;8.2;7.7
602;Local government;2011 3rd quarter;-954;22597;-23551;53098.0;-373.0;954;-2707.0;1719.0;-120.0;-219.0;49189.0;-0.7;8.1;7.5
603;Local government;2011 4th quarter;-3523;22417;-25940;55219.0;2121.0;3523;-84.0;-1349.0;-65.0;96.0;51513.0;-0.6;8.4;7.9
604;Local government;2011;-4241;93893;-98134;55219.0;2471.0;4241;-2687.0;753.0;53.0;111.0;51513.0;-0.6;8.4;7.9
605;Local government;2012 1st quarter;921;23412;-22491;56266.0;1047.0;-921;1374.0;640.0;153.0;-199.0;52371.0;-0.6;8.6;8.0
606;Local government;2012 2nd quarter;296;25643;-25347;54898.0;-1368.0;-296;-790.0;-199.0;-164.0;81.0;50734.0;-0.5;8.3;7.7
607;Local government;2012 3rd quarter;-1415;21474;-22889;55096.0;198.0;1415;-2230.0;1087.0;-211.0;137.0;50934.0;-0.6;8.4;7.8
608;Local government;2012 4th quarter;-2590;22284;-24874;56834.0;1738.0;2590;-205.0;-467.0;-189.0;9.0;52849.0;-0.4;8.6;8.0
609;Local government;2012;-2788;92813;-95601;56834.0;1615.0;2788;-1851.0;1061.0;-411.0;28.0;52849.0;-0.4;8.6;8.0
610;Local government;2013 1st quarter;613;21940;-21327;55551.0;-1283.0;-613;509.0;-623.0;-552.0;-4.0;51841.0;-0.5;8.4;7.9
611;Local government;2013 2nd quarter;-421;23344;-23765;55923.0;372.0;421;-142.0;599.0;-54.0;-452.0;52233.0;-0.6;8.5;7.9
612;Local government;2013 3rd quarter;-1424;20395;-21819;55731.0;-192.0;1424;-1242.0;-510.0;-70.0;206.0;51673.0;-0.6;8.4;7.8
613;Local government;2013 4th quarter;-1138;22967;-24105;57218.0;1487.0;1138;-681.0;655.0;-55.0;430.0;48093.0;-0.4;8.6;7.2
614;Local government;2013;-2370;88646;-91016;57218.0;384.0;2370;-1556.0;121.0;-731.0;180.0;48093.0;-0.4;8.6;7.2
615;Local government;2014 1st quarter;1065;22251;-21186;57589.0;371.0;-1065;-419.0;1379.0;170.0;306.0;47444.0;-0.3;8.6;7.1
616;Local government;2014 2nd quarter;-150;24072;-24222;55743.0;-1846.0;150;-2075.0;534.0;-93.0;-362.0;43995.0;-0.2;8.3;6.6
617;Local government;2014 3rd quarter;-78;21687;-21765;54869.0;-874.0;78;-766.0;325.0;-58.0;-453.0;43748.0;0.0;8.1;6.5
618;Local government;2014 4th quarter;-2396;21085;-23481;56310.0;1441.0;2396;-258.0;-1258.0;-68.0;629.0;46749.0;-0.2;8.3;6.9
619;Local government;2014;-1559;89095;-90654;56310.0;-908.0;1559;-3518.0;980.0;-49.0;120.0;46749.0;-0.2;8.3;6.9
620;Local government;2015 1st quarter;960;24078;-23118;56873.0;563.0;-960;1268.0;362.0;198.0;-305.0;46524.0;-0.2;8.3;6.8
621;Local government;2015 2nd quarter;-45;25400;-25445;55654.0;-1219.0;45;-2735.0;1634.0;-69.0;-94.0;43858.0;-0.2;8.1;6.4
622;Local government;2015 3rd quarter;-632;22593;-23225;54703.0;-951.0;632;-625.0;-691.0;-71.0;-196.0;42087.0;-0.3;7.9;6.1
623;Local government;2015 4th quarter;-1539;23345;-24884;56107.0;1404.0;1539;137.0;-616.0;-74.0;418.0;45300.0;-0.2;8.0;6.5
624;Local government;2015;-1256;95416;-96672;56107.0;-203.0;1256;-1955.0;689.0;-16.0;-177.0;45300.0;-0.2;8.0;6.5
625;Local government;2016 1st quarter;1675;24715;-23040;56271.0;164.0;-1675;1872.0;314.0;286.0;-633.0;44836.0;-0.1;8.0;6.4
626;Local government;2016 2nd quarter;318;25629;-25311;54772.0;-1499.0;-318;-220.0;552.0;-94.0;-1419.0;41365.0;0.0;7.7;5.8
627;Local government;2016 3rd quarter;-170;22997;-23167;54400.0;-372.0;170;-111.0;-524.0;-100.0;193.0;41389.0;0.0;7.6;5.8
628;Local government;2016 4th quarter;-1375;23324;-24699;55511.0;1111.0;1375;-2010.0;201.0;-90.0;1635.0;43709.0;0.1;7.7;6.1
629;Local government;2016;448;96665;-96217;55511.0;-596.0;-448;-469.0;543.0;2.0;-224.0;43709.0;0.1;7.7;6.1
630;Local government;2017 1st quarter;1160;24528;-23368;55771.0;260.0;-1160;1824.0;-54.0;153.0;-503.0;43192.0;0.0;7.7;5.9
631;Local government;2017 2nd quarter;11;25785;-25774;55014.0;-757.0;-11;-1643.0;1175.0;-80.0;-198.0;41022.0;-0.1;7.5;5.6
632;Local government;2017 3rd quarter;-138;23069;-23207;54449.0;-565.0;138;-176.0;15.0;-77.0;-465.0;40750.0;0.0;7.3;5.5
633;Local government;2017 4th quarter;-1406;23692;-25098;55892.0;1443.0;1406;-1121.0;6.0;-60.0;1212.0;44033.0;0.0;7.4;5.9
634;Local government;2017;-373;97074;-97447;55892.0;381.0;373;-1116.0;1142.0;-64.0;46.0;44033.0;0.0;7.4;5.9
635;Local government;2018 1st quarter;984;24988;-24004;56794.0;902.0;-984;2353.0;-702.0;222.0;13.0;45113.0;-0.1;7.5;5.9
636;Local government;2018 2nd quarter;-201;25951;-26152;55359.0;-1435.0;201;-1926.0;449.0;-60.0;-99.0;42232.0;-0.1;7.2;5.5
637;Local government;2018 3rd quarter;-253;23992;-24245;55331.0;-28.0;253;-982.0;745.0;-81.0;37.0;42044.0;-0.1;7.1;5.4
638;Local government;2018 4th quarter;-1900;24842;-26742;56468.0;1137.0;1900;-103.0;-579.0;-78.0;-3.0;44846.0;-0.2;7.2;5.7
639;Local government;2018;-1370;99773;-101143;56468.0;576.0;1370;-658.0;-87.0;3.0;-52.0;44846.0;-0.2;7.2;5.7
640;Local government;2019 1st quarter;289;25414;-25125;57074.0;606.0;-289;2247.0;-1793.0;225.0;216.0;45538.0;-0.3;7.2;5.7
641;Local government;2019 2nd quarter;-433;27121;-27554;55410.0;-1664.0;433;-2657.0;690.0;-53.0;-77.0;41578.0;-0.3;6.8;5.1
642;Local government;2019 3rd quarter;382;25775;-25393;55515.0;105.0;-382;-467.0;933.0;-53.0;74.0;40432.0;-0.2;6.8;4.9
643;Local government;2019 4th quarter;-2397;24727;-27124;57761.0;2246.0;2397;-282.0;309.0;-53.0;-125.0;44354.0;-0.3;7.0;5.3
644;Local government;2019;-2159;103037;-105196;57761.0;1293.0;2159;-1159.0;139.0;66.0;88.0;44354.0;-0.3;7.0;5.3
645;Local government;2020 1st quarter;714;27105;-26391;58102.0;341.0;-714;2192.0;-1058.0;11.0;-90.0;41090.0;-0.2;7.0;4.9
646;Local government;2020 2nd quarter;-654;29040;-29694;56382.0;-1720.0;654;-1713.0;-729.0;15.0;53.0;36910.0;-0.2;6.9;4.5
647;Local government;2020 3rd quarter;18;26771;-26753;56021.0;-361.0;-18;-1461.0;1150.0;-9.0;-23.0;37021.0;-0.3;6.9;4.5
648;Local government;2020 4th quarter;-1720;27168;-28888;56542.0;521.0;1720;1350.0;-2654.0;-16.0;121.0;39309.0;-0.2;6.9;4.8
649;Local government;2020;-1642;110084;-111726;56542.0;-1219.0;1642;368.0;-3291.0;1.0;61.0;39309.0;-0.2;6.9;4.8
650;Local government;2021 1st quarter;1542;28726;-27184;57344.0;802.0;-1542;1988.0;-208.0;28.0;536.0;39100.0;-0.1;7.0;4.8
651;Local government;2021 2nd quarter;-219;30538;-30757;55426.0;-1918.0;219;355.0;-1444.0;12.0;-1060.0;33560.0;0.0;6.5;4.0
652;Local government;2021 3rd quarter;1613;29745;-28132;55519.0;93.0;-1613;1482.0;5.0;13.0;206.0;31851.0;0.1;6.4;3.7
653;Local government;2021 4th quarter;-1245;29022;-30267;57111.0;1592.0;1245;889.0;-918.0;12.0;364.0;34954.0;0.2;6.4;3.9
654;Local government;2021;1691;118031;-116340;57111.0;569.0;-1691;4714.0;-2565.0;65.0;46.0;34954.0;0.2;6.4;3.9
655;Local government;2022 1st quarter;1940;30748;-28808;57430.0;319.0;-1940;2115.0;-59.0;53.0;150.0;34110.0;0.2;6.3;3.7
656;Local government;2022 2nd quarter;-308;31584;-31892;55770.0;-1660.0;308;-416.0;-1505.0;2.0;-49.0;29273.0;0.2;5.9;3.1
657;Local government;2022 3rd quarter;2640;33009;-30369;54404.0;-1366.0;-2640;195.0;1077.0;2.0;0.0;27940.0;0.3;5.6;2.9
658;Local government;2022 4th quarter;-1445;32104;-33549;54864.0;460.0;1445;2478.0;-3411.0;-3.0;-49.0;30324.0;0.3;5.5;3.1
659;Local government;2022;2827;127445;-124618;54864.0;-2247.0;-2827;4372.0;-3898.0;54.0;52.0;30324.0;0.3;5.5;3.1
660;Local government;2023 1st quarter;1701;32646;-30945;54095.0;-769.0;-1701;-81.0;843.0;-12.0;182.0;30411.0;0.3;5.3;3.0
661;Local government;2023 2nd quarter;-685;33468;-34153;53878.0;-217.0;685;-953.0;270.0;5.0;-224.0;26977.0;0.2;5.2;2.6
662;Local government;2023 3rd quarter;281;33283;-33002;53764.0;-114.0;-281;52.0;157.0;2.0;-44.0;26456.0;0.0;5.1;2.5
663;Local government;2023 4th quarter;-1210;36217;-37427;54180.0;416.0;1210;2005.0;-2883.0;-7.0;91.0;27760.0;0.0;5.1;2.6
664;Local government;2023;87;135614;-135527;54180.0;-684.0;-87;1023.0;-1613.0;-12.0;5.0;27760.0;0.0;5.1;2.6
665;Local government;2024 1st quarter;-1125;33094;-34219;55476.0;1296.0;1125;797.0;-650.0;3.0;21.0;30914.0;-0.3;5.1;2.9
666;Local government;2024 2nd quarter;-1393;36119;-37512;54471.0;-1005.0;1393;-278.0;-2137.0;7.0;10.0;25833.0;-0.3;5.0;2.3
667;Local government;2024 3rd quarter;913;36444;-35531;54188.0;-283.0;-913;436.0;212.0;5.0;-23.0;24360.0;-0.3;4.9;2.2
668;Local government;2024 4th quarter;-1622;38212;-39834;54459.0;271.0;1622;1095.0;-2420.0;-2.0;-24.0;25443.0;-0.3;4.8;2.2
669;Local government;2024;-3227;143869;-147096;54459.0;279.0;3227;2050.0;-4995.0;13.0;-16.0;25443.0;-0.3;4.8;2.2
670;Municipalities;1995;388;48236;-47848;;;-388;;;;;;0.1;;
671;Municipalities;1996;365;30432;-30067;;;-365;;;;;;0.1;;
672;Municipalities;1997;2910;33566;-30656;;;-2910;;;;;;0.8;;
673;Municipalities;1998;326;32101;-31775;;;-326;;;;;;0.1;;
674;Municipalities;1999 1st quarter;219;7947;-7728;;;-219;;;;;;;;
675;Municipalities;1999 2nd quarter;1266;9948;-8682;;;-1266;;;;;;;;
676;Municipalities;1999 3rd quarter;-240;7818;-8058;;;240;;;;;;;;
677;Municipalities;1999 4th quarter;-811;8241;-9052;;;811;;;;;;0.1;;
678;Municipalities;1999;434;33954;-33520;;;-434;;;;;;0.1;;
679;Municipalities;2000 1st quarter;256;8681;-8425;;;-256;;;;;;0.1;;
680;Municipalities;2000 2nd quarter;40;9425;-9385;;;-40;;;;;;-0.2;;
681;Municipalities;2000 3rd quarter;284;8744;-8460;;;-284;;;;;;-0.1;;
682;Municipalities;2000 4th quarter;-661;9349;-10010;;;661;;;;;;0.0;;
683;Municipalities;2000;-81;36199;-36280;;;81;;;;;;0.0;;
684;Municipalities;2001 1st quarter;-60;9256;-9316;;;60;;;;;;-0.1;;
685;Municipalities;2001 2nd quarter;-5;9979;-9984;;;5;;;;;;-0.1;;
686;Municipalities;2001 3rd quarter;-158;9078;-9236;;;158;;;;;;-0.2;;
687;Municipalities;2001 4th quarter;-738;9789;-10527;;;738;;;;;;-0.2;;
688;Municipalities;2001;-961;38102;-39063;;;961;;;;;;-0.2;;
689;Municipalities;2002 1st quarter;-404;9782;-10186;;;404;;;;;;-0.3;;
690;Municipalities;2002 2nd quarter;-162;10794;-10956;;;162;;;;;;-0.3;;
691;Municipalities;2002 3rd quarter;-445;9660;-10105;;;445;;;;;;-0.4;;
692;Municipalities;2002 4th quarter;-1406;10141;-11547;;;1406;;;;;;-0.5;;
693;Municipalities;2002;-2417;40377;-42794;;;2417;;;;;;-0.5;;
694;Municipalities;2003 1st quarter;127;10978;-10851;;;-127;;;;;;-0.4;;
695;Municipalities;2003 2nd quarter;211;11819;-11608;;;-211;;;;;;-0.3;;
696;Municipalities;2003 3rd quarter;-734;10470;-11204;;;734;;;;;;-0.4;;
697;Municipalities;2003 4th quarter;-1604;10743;-12347;;;1604;;;;;;-0.4;;
698;Municipalities;2003;-2000;44010;-46010;;;2000;;;;;;-0.4;;
699;Municipalities;2004 1st quarter;-4;10729;-10733;;;4;;;;;;-0.4;;
700;Municipalities;2004 2nd quarter;334;11559;-11225;;;-334;;;;;;-0.4;;
701;Municipalities;2004 3rd quarter;-871;9664;-10535;;;871;;;;;;-0.4;;
702;Municipalities;2004 4th quarter;-1493;10340;-11833;;;1493;;;;;;-0.4;;
703;Municipalities;2004;-2034;42292;-44326;;;2034;;;;;;-0.4;;
704;Municipalities;2005 1st quarter;965;10526;-9561;;;-965;;;;;;-0.2;;
705;Municipalities;2005 2nd quarter;362;11499;-11137;;;-362;;;;;;-0.2;;
706;Municipalities;2005 3rd quarter;-111;10198;-10309;;;111;;;;;;-0.1;;
707;Municipalities;2005 4th quarter;-2598;10458;-13056;;;2598;;;;;;-0.2;;
708;Municipalities;2005;-1382;42681;-44063;;;1382;;;;;;-0.2;;
709;Municipalities;2006 1st quarter;-489;10023;-10512;;;489;;;;;;-0.5;;
710;Municipalities;2006 2nd quarter;810;11800;-10990;;;-810;;;;;;-0.4;;
711;Municipalities;2006 3rd quarter;-785;9908;-10693;;;785;;;;;;-0.5;;
712;Municipalities;2006 4th quarter;-940;10849;-11789;;;940;;;;;;-0.2;;
713;Municipalities;2006;-1404;42580;-43984;;;1404;;;;;;-0.2;;
714;Municipalities;2007 1st quarter;-631;10415;-11046;;;631;;;;;;-0.3;;
715;Municipalities;2007 2nd quarter;-124;11763;-11887;;;124;;;;;;-0.4;;
716;Municipalities;2007 3rd quarter;-76;10974;-11050;;;76;;;;;;-0.3;;
717;Municipalities;2007 4th quarter;-1148;11335;-12483;;;1148;;;;;;-0.3;;
718;Municipalities;2007;-1979;44487;-46466;;;1979;;;;;;-0.3;;
719;Municipalities;2008 1st quarter;-520;11426;-11946;32753.0;1238.0;520;1653.0;-1184.0;232.0;17.0;30977.0;-0.3;5.2;4.9
720;Municipalities;2008 2nd quarter;-749;12537;-13286;31341.0;-1412.0;749;-364.0;-1418.0;-111.0;-268.0;29563.0;-0.4;4.9;4.6
721;Municipalities;2008 3rd quarter;455;12419;-11964;31136.0;-205.0;-455;-2430.0;2851.0;-107.0;-64.0;29444.0;-0.3;4.8;4.5
722;Municipalities;2008 4th quarter;-2455;10933;-13388;32903.0;1767.0;2455;721.0;-1664.0;-53.0;308.0;31231.0;-0.5;5.1;4.8
723;Municipalities;2008;-3269;47315;-50584;32903.0;1388.0;3269;-420.0;-1415.0;-39.0;-7.0;31231.0;-0.5;5.1;4.8
724;Municipalities;2009 1st quarter;-1111;11622;-12733;33968.0;1065.0;1111;600.0;-665.0;249.0;-230.0;32000.0;-0.6;5.2;4.9
725;Municipalities;2009 2nd quarter;-1058;12907;-13965;34083.0;115.0;1058;-1257.0;334.0;-87.0;67.0;32247.0;-0.6;5.3;5.0
726;Municipalities;2009 3rd quarter;-1610;12143;-13753;33770.0;-313.0;1610;-1074.0;-392.0;-78.0;-379.0;31820.0;-1.0;5.3;5.0
727;Municipalities;2009 4th quarter;-1133;12674;-13807;35299.0;1529.0;1133;-1040.0;1085.0;-57.0;408.0;33416.0;-0.8;5.6;5.3
728;Municipalities;2009;-4912;49346;-54258;35299.0;2396.0;4912;-2771.0;362.0;27.0;-134.0;33416.0;-0.8;5.6;5.3
729;Municipalities;2010 1st quarter;-843;11778;-12621;36553.0;1254.0;843;-210.0;596.0;237.0;-212.0;34654.0;-0.7;5.8;5.5
730;Municipalities;2010 2nd quarter;-1174;12930;-14104;36486.0;-67.0;1174;-323.0;-887.0;-71.0;40.0;34559.0;-0.8;5.8;5.5
731;Municipalities;2010 3rd quarter;-958;12186;-13144;36007.0;-479.0;958;-2335.0;910.0;-87.0;75.0;34004.0;-0.6;5.6;5.3
732;Municipalities;2010 4th quarter;-1874;11977;-13851;38669.0;2662.0;1874;1250.0;-439.0;-71.0;48.0;36629.0;-0.8;6.0;5.7
733;Municipalities;2010;-4849;48871;-53720;38669.0;3370.0;4849;-1618.0;180.0;8.0;-49.0;36629.0;-0.8;6.0;5.7
734;Municipalities;2011 1st quarter;-474;11647;-12121;39257.0;588.0;474;-1083.0;976.0;241.0;-20.0;37235.0;-0.7;6.1;5.7
735;Municipalities;2011 2nd quarter;-734;12435;-13169;38844.0;-413.0;734;312.0;-1532.0;-83.0;156.0;36730.0;-0.6;6.0;5.6
736;Municipalities;2011 3rd quarter;-870;11904;-12774;38638.0;-206.0;870;-2277.0;1510.0;-57.0;-252.0;36592.0;-0.6;5.9;5.6
737;Municipalities;2011 4th quarter;-978;12283;-13261;40071.0;1433.0;978;463.0;-82.0;-77.0;151.0;37976.0;-0.5;6.1;5.8
738;Municipalities;2011;-3056;48269;-51325;40071.0;1402.0;3056;-2585.0;872.0;24.0;35.0;37976.0;-0.5;6.1;5.8
739;Municipalities;2012 1st quarter;-419;11530;-11949;40981.0;910.0;419;393.0;330.0;133.0;-365.0;38813.0;-0.5;6.2;5.9
740;Municipalities;2012 2nd quarter;-442;12370;-12812;39902.0;-1079.0;442;-1442.0;-119.0;-221.0;261.0;37676.0;-0.4;6.1;5.7
741;Municipalities;2012 3rd quarter;-902;11511;-12413;40308.0;406.0;902;-1276.0;943.0;-206.0;43.0;38076.0;-0.4;6.1;5.8
742;Municipalities;2012 4th quarter;-980;11615;-12595;41940.0;1632.0;980;1348.0;-505.0;-195.0;4.0;39692.0;-0.4;6.4;6.0
743;Municipalities;2012;-2743;47026;-49769;41940.0;1869.0;2743;-977.0;649.0;-489.0;-57.0;39692.0;-0.4;6.4;6.0
744;Municipalities;2013 1st quarter;-379;11507;-11886;41326.0;-614.0;379;-1684.0;272.0;300.0;119.0;39011.0;-0.4;6.3;5.9
745;Municipalities;2013 2nd quarter;-1284;11579;-12863;41905.0;579.0;1284;-143.0;156.0;-48.0;-670.0;39562.0;-0.5;6.3;6.0
746;Municipalities;2013 3rd quarter;-847;11462;-12309;41862.0;-43.0;847;-864.0;14.0;-53.0;13.0;39564.0;-0.5;6.3;6.0
747;Municipalities;2013 4th quarter;228;13008;-12780;43094.0;1232.0;-228;1308.0;-331.0;-50.0;533.0;40174.0;-0.3;6.5;6.0
748;Municipalities;2013;-2282;47556;-49838;43094.0;1154.0;2282;-1383.0;111.0;149.0;-5.0;40174.0;-0.3;6.5;6.0
749;Municipalities;2014 1st quarter;70;11562;-11492;43601.0;507.0;-70;271.0;-105.0;141.0;270.0;40695.0;-0.3;6.5;6.1
750;Municipalities;2014 2nd quarter;-595;12213;-12808;41957.0;-1644.0;595;-2462.0;643.0;-81.0;-339.0;38507.0;-0.2;6.2;5.7
751;Municipalities;2014 3rd quarter;332;12242;-11910;41644.0;-313.0;-332;160.0;428.0;-79.0;-490.0;38269.0;0.0;6.2;5.7
752;Municipalities;2014 4th quarter;-700;11597;-12297;43464.0;1820.0;700;964.0;-323.0;-83.0;562.0;40401.0;-0.1;6.4;6.0
753;Municipalities;2014;-893;47614;-48507;43464.0;370.0;893;-1067.0;643.0;-102.0;3.0;40401.0;-0.1;6.4;6.0
754;Municipalities;2015 1st quarter;-119;13391;-13510;43940.0;476.0;119;602.0;-385.0;188.0;-48.0;40610.0;-0.2;6.5;6.0
755;Municipalities;2015 2nd quarter;-526;13311;-13837;42520.0;-1420.0;526;-2339.0;494.0;-63.0;-38.0;38402.0;-0.1;6.2;5.6
756;Municipalities;2015 3rd quarter;374;13293;-12919;41796.0;-724.0;-374;-333.0;-109.0;-65.0;157.0;37637.0;-0.1;6.0;5.4
757;Municipalities;2015 4th quarter;-294;13385;-13679;42966.0;1170.0;294;1475.0;-296.0;-60.0;-243.0;39072.0;-0.1;6.1;5.6
758;Municipalities;2015;-565;53380;-53945;42966.0;-498.0;565;-595.0;-296.0;0.0;-172.0;39072.0;-0.1;6.1;5.6
759;Municipalities;2016 1st quarter;-26;13548;-13574;43052.0;86.0;26;1098.0;-1074.0;187.0;-151.0;39090.0;-0.1;6.1;5.5
760;Municipalities;2016 2nd quarter;-289;13607;-13896;41505.0;-1547.0;289;-1205.0;-59.0;-78.0;-494.0;36589.0;0.0;5.8;5.2
761;Municipalities;2016 3rd quarter;666;13598;-12932;41059.0;-446.0;-666;421.0;-348.0;-87.0;234.0;36113.0;0.0;5.7;5.1
762;Municipalities;2016 4th quarter;-263;13496;-13759;42213.0;1154.0;263;-288.0;1047.0;-69.0;201.0;37600.0;0.0;5.9;5.2
763;Municipalities;2016;88;54249;-54161;42213.0;-753.0;-88;26.0;-434.0;-47.0;-210.0;37600.0;0.0;5.9;5.2
764;Municipalities;2017 1st quarter;-222;13631;-13853;42047.0;-166.0;222;112.0;-539.0;241.0;-202.0;38370.0;0.0;5.8;5.3
765;Municipalities;2017 2nd quarter;-420;13732;-14152;41307.0;-740.0;420;-1264.0;391.0;-46.0;-241.0;36545.0;0.0;5.6;5.0
766;Municipalities;2017 3rd quarter;459;13651;-13192;40776.0;-531.0;-459;304.0;49.0;-50.0;-375.0;35951.0;-0.1;5.5;4.8
767;Municipalities;2017 4th quarter;-520;13606;-14126;41805.0;1029.0;520;-391.0;93.0;-48.0;855.0;37849.0;-0.1;5.6;5.0
768;Municipalities;2017;-703;54620;-55323;41805.0;-408.0;703;-1239.0;-6.0;97.0;37.0;37849.0;-0.1;5.6;5.0
769;Municipalities;2018 1st quarter;-637;13853;-14490;42707.0;902.0;637;465.0;-404.0;195.0;9.0;39103.0;-0.1;5.6;5.1
770;Municipalities;2018 2nd quarter;-545;14083;-14628;41591.0;-1116.0;545;-1884.0;290.0;-56.0;-11.0;36959.0;-0.2;5.4;4.8
771;Municipalities;2018 3rd quarter;534;14326;-13792;41498.0;-93.0;-534;-844.0;1302.0;-55.0;38.0;37159.0;-0.2;5.3;4.8
772;Municipalities;2018 4th quarter;-610;14017;-14627;43035.0;1537.0;610;2157.0;-1069.0;-58.0;-103.0;39412.0;-0.2;5.5;5.0
773;Municipalities;2018;-1258;56279;-57537;43035.0;1230.0;1258;-106.0;119.0;26.0;-67.0;39412.0;-0.2;5.5;5.0
774;Municipalities;2019 1st quarter;-791;13984;-14775;43688.0;653.0;791;480.0;-904.0;188.0;98.0;40297.0;-0.2;5.5;5.1
775;Municipalities;2019 2nd quarter;-621;14731;-15352;42225.0;-1463.0;621;-2341.0;342.0;-41.0;-44.0;37485.0;-0.2;5.2;4.6
776;Municipalities;2019 3rd quarter;846;15566;-14720;42247.0;22.0;-846;-106.0;930.0;-40.0;84.0;37604.0;-0.1;5.2;4.6
777;Municipalities;2019 4th quarter;-1097;14252;-15349;44190.0;1943.0;1097;1318.0;-358.0;-43.0;-71.0;40210.0;-0.2;5.3;4.8
778;Municipalities;2019;-1663;58533;-60196;44190.0;1155.0;1663;-649.0;10.0;64.0;67.0;40210.0;-0.2;5.3;4.8
779;Municipalities;2020 1st quarter;-345;15259;-15604;44332.0;142.0;345;213.0;-279.0;-57.0;-80.0;37053.0;-0.1;5.3;4.4
780;Municipalities;2020 2nd quarter;-782;16409;-17191;42490.0;-1842.0;782;-2228.0;-554.0;11.0;147.0;34225.0;-0.2;5.2;4.2
781;Municipalities;2020 3rd quarter;555;16306;-15751;41854.0;-636.0;-555;-711.0;675.0;-9.0;-36.0;34283.0;-0.2;5.1;4.2
782;Municipalities;2020 4th quarter;-359;16312;-16671;42137.0;283.0;359;1898.0;-1968.0;-16.0;10.0;36267.0;-0.1;5.2;4.4
783;Municipalities;2020;-931;64286;-65217;42137.0;-2053.0;931;-828.0;-2126.0;-71.0;41.0;36267.0;-0.1;5.2;4.4
784;Municipalities;2021 1st quarter;360;16238;-15878;42851.0;714.0;-360;-148.0;762.0;19.0;441.0;37074.0;0.0;5.2;4.5
785;Municipalities;2021 2nd quarter;-738;16582;-17320;41007.0;-1844.0;738;-791.0;-1091.0;11.0;-711.0;33405.0;0.0;4.8;3.9
786;Municipalities;2021 3rd quarter;884;17036;-16152;40469.0;-538.0;-884;361.0;-22.0;11.0;-4.0;32896.0;0.0;4.7;3.8
787;Municipalities;2021 4th quarter;-80;16358;-16438;41347.0;878.0;80;1765.0;-1251.0;12.0;272.0;34550.0;0.0;4.6;3.9
788;Municipalities;2021;426;66214;-65788;41347.0;-790.0;-426;1187.0;-1602.0;53.0;-2.0;34550.0;0.0;4.6;3.9
789;Municipalities;2022 1st quarter;511;17435;-16924;41608.0;261.0;-511;-151.0;961.0;32.0;-70.0;34685.0;0.1;4.5;3.8
790;Municipalities;2022 2nd quarter;-180;17594;-17774;40275.0;-1333.0;180;-535.0;-1053.0;1.0;74.0;31051.0;0.1;4.3;3.3
791;Municipalities;2022 3rd quarter;2388;19504;-17116;39333.0;-942.0;-2388;5.0;1446.0;2.0;-7.0;30235.0;0.3;4.1;3.1
792;Municipalities;2022 4th quarter;-535;18481;-19016;39852.0;519.0;535;2912.0;-2948.0;-7.0;27.0;32046.0;0.2;4.0;3.2
793;Municipalities;2022;2184;73014;-70830;39852.0;-1495.0;-2184;2231.0;-1594.0;28.0;24.0;32046.0;0.2;4.0;3.2
794;Municipalities;2023 1st quarter;60;18332;-18272;39807.0;-45.0;-60;-1927.0;1886.0;-11.0;67.0;32808.0;0.2;3.9;3.2
795;Municipalities;2023 2nd quarter;-1093;18246;-19339;39317.0;-490.0;1093;-1392.0;-194.0;5.0;-2.0;29552.0;0.1;3.8;2.9
796;Municipalities;2023 3rd quarter;306;19339;-19033;39272.0;-45.0;-306;277.0;42.0;3.0;-61.0;29576.0;-0.1;3.7;2.8
797;Municipalities;2023 4th quarter;395;21986;-21591;39545.0;273.0;-395;2651.0;-1987.0;-6.0;10.0;29946.0;0.0;3.7;2.8
798;Municipalities;2023;-332;77903;-78235;39545.0;-307.0;332;-391.0;-253.0;-9.0;14.0;29946.0;0.0;3.7;2.8
799;Municipalities;2024 1st quarter;-1128;18866;-19994;40687.0;1142.0;1128;-132.0;122.0;5.0;19.0;32607.0;-0.1;3.8;3.0
800;Municipalities;2024 2nd quarter;-923;20356;-21279;39629.0;-1058.0;923;-728.0;-1263.0;6.0;4.0;28646.0;-0.1;3.6;2.6
801;Municipalities;2024 3rd quarter;299;21223;-20924;39453.0;-176.0;-299;88.0;54.0;4.0;-23.0;28878.0;-0.1;3.5;2.6
802;Municipalities;2024 4th quarter;-1190;22568;-23758;40084.0;631.0;1190;809.0;-1344.0;-3.0;-21.0;30207.0;-0.3;3.5;2.7
