ID;Geslacht;Leeftijd;Herkomstgroeperingen;Perioden;TotaalAantalPersonen_1;AantalPersonenBijGeweldsdelicten_2;AantalPersonenBijVerkeersongevallen_3;AantalPersonenBijVermogensdelicten_4;AantalPersonenBijZedendelicten_5;AantalPersonenOverigeDelicten_6;TotaalAantalPersonen_7;AantalPersonenBijGeweldsdelicten_8;AantalPersonenBijVerkeersongevallen_9;AantalPersonenBijVermogensdelicten_10;AantalPersonenBijZedendelicten_11;AantalPersonenOverigeDelicten_12;TotaalAantalPersonen_13;AantalPersonenBijGeweldsdelicten_14;AantalPersonenBijVerkeersongevallen_15;AantalPersonenBijVermogensdelicten_16;AantalPersonenBijZedendelicten_17;AantalPersonenOverigeDelicten_18;TotaalAantalPersonen_19;AantalPersonenBijGeweldsdelicten_20;AantalPersonenBijVerkeersongevallen_21;AantalPersonenBijVermogensdelicten_22;AantalPersonenBijZedendelicten_23;AantalPersonenOverigeDelicten_24
351;Vrouwen;3;Turkije;2007;450.0;270.0;50.0;100.0;10.0;10.0;1268.0;768.0;138.0;291.0;31.0;40.0;330.0;210.0;40.0;80.0;;10.0;943.0;579.0;99.0;212.0;;34.0
352;Vrouwen;3;Suriname;2006;380.0;250.0;30.0;60.0;20.0;30.0;1245.0;807.0;81.0;207.0;68.0;81.0;290.0;200.0;20.0;40.0;20.0;20.0;953.0;645.0;52.0;130.0;58.0;68.0
353;Vrouwen;3;Suriname;2007;500.0;300.0;50.0;100.0;20.0;30.0;1631.0;985.0;168.0;343.0;53.0;82.0;350.0;210.0;40.0;70.0;10.0;20.0;1147.0;705.0;115.0;214.0;40.0;72.0
354;Vrouwen;3;Nederlandse Antillen en Aruba;2006;160.0;100.0;10.0;20.0;10.0;20.0;1571.0;945.0;125.0;231.0;125.0;145.0;120.0;70.0;10.0;10.0;10.0;10.0;1108.0;665.0;96.0;106.0;106.0;135.0
355;Vrouwen;3;Nederlandse Antillen en Aruba;2007;160.0;110.0;10.0;20.0;;;1527.0;1034.0;135.0;213.0;;;120.0;80.0;10.0;10.0;;;1160.0;793.0;106.0;126.0;;
356;Vrouwen;3;Overige niet-westerse allochtonen;2006;500.0;310.0;60.0;80.0;20.0;30.0;928.0;570.0;113.0;151.0;39.0;55.0;380.0;240.0;40.0;60.0;20.0;30.0;705.0;437.0;81.0;103.0;37.0;46.0
357;Vrouwen;3;Overige niet-westerse allochtonen;2007;580.0;340.0;80.0;120.0;30.0;10.0;1052.0;629.0;137.0;212.0;48.0;26.0;410.0;240.0;60.0;80.0;20.0;10.0;754.0;443.0;104.0;148.0;40.0;18.0
358;Vrouwen;3;Westerse allochtonen;2006;1010.0;520.0;160.0;190.0;60.0;80.0;829.0;429.0;134.0;155.0;47.0;63.0;770.0;420.0;120.0;110.0;50.0;70.0;638.0;345.0;98.0;92.0;44.0;59.0
359;Vrouwen;3;Westerse allochtonen;2007;1050.0;540.0;170.0;210.0;70.0;60.0;872.0;446.0;142.0;177.0;58.0;48.0;750.0;400.0;120.0;130.0;60.0;40.0;627.0;329.0;100.0;110.0;52.0;37.0
360;Vrouwen;4;Alle herkomstgroeperingen;2006;8710.0;3940.0;1580.0;2050.0;470.0;680.0;692.0;313.0;125.0;163.0;38.0;54.0;6780.0;3190.0;1180.0;1400.0;420.0;590.0;538.0;254.0;93.0;111.0;33.0;47.0
361;Vrouwen;4;Alle herkomstgroeperingen;2007;9520.0;4500.0;1780.0;2180.0;530.0;530.0;752.0;356.0;141.0;172.0;42.0;42.0;7130.0;3530.0;1280.0;1440.0;460.0;440.0;564.0;279.0;101.0;114.0;36.0;34.0
362;Vrouwen;4;Autochtoon;2006;6730.0;2860.0;1300.0;1610.0;400.0;550.0;659.0;280.0;128.0;158.0;39.0;54.0;5220.0;2320.0;960.0;1100.0;350.0;480.0;511.0;227.0;94.0;108.0;35.0;47.0
363;Vrouwen;4;Autochtoon;2007;7170.0;3220.0;1470.0;1650.0;430.0;410.0;702.0;315.0;144.0;161.0;42.0;40.0;5380.0;2550.0;1040.0;1090.0;370.0;340.0;527.0;249.0;102.0;106.0;36.0;33.0
364;Vrouwen;4;Totaal allochtonen;2006;1980.0;1080.0;270.0;440.0;70.0;120.0;831.0;451.0;115.0;183.0;31.0;52.0;1560.0;880.0;220.0;290.0;70.0;110.0;654.0;367.0;91.0;123.0;28.0;45.0
365;Vrouwen;4;Totaal allochtonen;2007;2340.0;1280.0;320.0;530.0;100.0;120.0;962.0;526.0;130.0;219.0;40.0;48.0;1750.0;980.0;240.0;350.0;90.0;100.0;717.0;402.0;97.0;143.0;35.0;40.0
366;Vrouwen;4;Totaal niet-westerse allochtonen;2006;1120.0;650.0;130.0;240.0;40.0;60.0;947.0;552.0;110.0;204.0;31.0;50.0;870.0;530.0;100.0;150.0;30.0;60.0;741.0;451.0;84.0;130.0;29.0;47.0
367;Vrouwen;4;Totaal niet-westerse allochtonen;2007;1350.0;780.0;150.0;310.0;50.0;50.0;1106.0;645.0;127.0;257.0;39.0;39.0;980.0;590.0;110.0;210.0;40.0;40.0;805.0;481.0;90.0;169.0;34.0;32.0
368;Vrouwen;4;Marokko;2006;160.0;90.0;20.0;30.0;;;1014.0;589.0;118.0;216.0;;;120.0;80.0;10.0;20.0;;;785.0;491.0;92.0;131.0;;
369;Vrouwen;4;Marokko;2007;170.0;100.0;20.0;40.0;;;1085.0;646.0;144.0;276.0;;;130.0;80.0;20.0;30.0;;;790.0;483.0;94.0;194.0;;
370;Vrouwen;4;Turkije;2006;160.0;100.0;20.0;30.0;;10.0;754.0;474.0;74.0;152.0;;55.0;130.0;80.0;10.0;20.0;;10.0;575.0;373.0;55.0;97.0;;51.0
371;Vrouwen;4;Turkije;2007;190.0;110.0;30.0;50.0;;;836.0;474.0;109.0;213.0;;;150.0;90.0;20.0;30.0;;;640.0;383.0;83.0;135.0;;
372;Vrouwen;4;Suriname;2006;350.0;200.0;40.0;80.0;20.0;20.0;1105.0;636.0;130.0;237.0;47.0;54.0;280.0;170.0;40.0;50.0;10.0;20.0;899.0;541.0;114.0;149.0;41.0;54.0
373;Vrouwen;4;Suriname;2007;470.0;270.0;50.0;110.0;20.0;20.0;1459.0;841.0;144.0;333.0;69.0;72.0;360.0;210.0;40.0;70.0;20.0;20.0;1120.0;662.0;110.0;223.0;56.0;69.0
374;Vrouwen;4;Nederlandse Antillen en Aruba;2006;120.0;70.0;10.0;30.0;;;1334.0;762.0;146.0;280.0;;;90.0;50.0;;20.0;;;1031.0;594.0;;191.0;;
375;Vrouwen;4;Nederlandse Antillen en Aruba;2007;140.0;90.0;20.0;30.0;;;1610.0;973.0;212.0;279.0;;;110.0;70.0;10.0;20.0;;;1196.0;727.0;156.0;201.0;;
376;Vrouwen;4;Overige niet-westerse allochtonen;2006;330.0;190.0;40.0;80.0;10.0;20.0;817.0;467.0;104.0;185.0;25.0;37.0;250.0;150.0;30.0;50.0;10.0;10.0;625.0;375.0;69.0;121.0;25.0;35.0
377;Vrouwen;4;Overige niet-westerse allochtonen;2007;370.0;220.0;40.0;90.0;10.0;10.0;886.0;519.0;98.0;210.0;26.0;33.0;240.0;140.0;30.0;50.0;;10.0;578.0;344.0;62.0;129.0;;24.0
378;Vrouwen;4;Westerse allochtonen;2006;860.0;430.0;140.0;190.0;40.0;70.0;717.0;353.0;119.0;161.0;30.0;54.0;680.0;340.0;120.0;140.0;30.0;50.0;569.0;285.0;97.0;116.0;27.0;43.0
379;Vrouwen;4;Westerse allochtonen;2007;1000.0;500.0;160.0;220.0;50.0;70.0;819.0;408.0;133.0;181.0;40.0;57.0;770.0;390.0;130.0;140.0;40.0;60.0;629.0;322.0;104.0;118.0;36.0;48.0
380;Vrouwen;5;Alle herkomstgroeperingen;2006;6750.0;2370.0;1570.0;2160.0;190.0;470.0;432.0;152.0;100.0;138.0;12.0;30.0;5170.0;1960.0;1150.0;1490.0;170.0;410.0;331.0;125.0;74.0;95.0;11.0;26.0
381;Vrouwen;5;Alle herkomstgroeperingen;2007;7310.0;2750.0;1740.0;2280.0;200.0;340.0;458.0;172.0;109.0;143.0;13.0;21.0;5550.0;2200.0;1270.0;1610.0;170.0;300.0;348.0;138.0;80.0;101.0;11.0;19.0
382;Vrouwen;5;Autochtoon;2006;5550.0;1880.0;1330.0;1780.0;170.0;390.0;419.0;142.0;100.0;134.0;12.0;30.0;4240.0;1550.0;970.0;1230.0;150.0;340.0;320.0;117.0;73.0;93.0;11.0;26.0
383;Vrouwen;5;Autochtoon;2007;5910.0;2130.0;1490.0;1830.0;170.0;290.0;438.0;158.0;111.0;135.0;13.0;21.0;4490.0;1700.0;1090.0;1300.0;140.0;250.0;332.0;126.0;81.0;96.0;11.0;19.0
384;Vrouwen;5;Totaal allochtonen;2006;1210.0;490.0;240.0;380.0;30.0;70.0;504.0;206.0;98.0;159.0;12.0;30.0;930.0;410.0;180.0;260.0;20.0;70.0;388.0;169.0;76.0;106.0;10.0;28.0
385;Vrouwen;5;Totaal allochtonen;2007;1400.0;620.0;250.0;450.0;30.0;60.0;567.0;249.0;101.0;182.0;12.0;23.0;1060.0;500.0;180.0;310.0;30.0;50.0;431.0;202.0;73.0;126.0;11.0;19.0
386;Vrouwen;5;Totaal niet-westerse allochtonen;2006;460.0;210.0;80.0;140.0;;20.0;550.0;258.0;91.0;165.0;;26.0;350.0;180.0;60.0;80.0;;20.0;419.0;213.0;72.0;101.0;;23.0
387;Vrouwen;5;Totaal niet-westerse allochtonen;2007;580.0;290.0;90.0;180.0;;10.0;660.0;328.0;100.0;207.0;;15.0;440.0;220.0;70.0;130.0;;10.0;496.0;254.0;75.0;145.0;;14.0
388;Vrouwen;5;Marokko;2006;40.0;20.0;;10.0;;;324.0;205.0;;94.0;;;30.0;20.0;;;;;247.0;162.0;;;;
389;Vrouwen;5;Marokko;2007;30.0;10.0;;;;;220.0;114.0;;;;;20.0;10.0;;;;;163.0;98.0;;;;
390;Vrouwen;5;Turkije;2006;50.0;20.0;10.0;10.0;;;316.0;145.0;79.0;85.0;;;30.0;20.0;10.0;;;;223.0;105.0;72.0;;;
391;Vrouwen;5;Turkije;2007;60.0;40.0;10.0;10.0;;;393.0;229.0;72.0;85.0;;;40.0;30.0;;;;;275.0;164.0;;;;
392;Vrouwen;5;Suriname;2006;180.0;80.0;30.0;50.0;;10.0;738.0;326.0;126.0;212.0;;53.0;150.0;70.0;30.0;30.0;;10.0;604.0;302.0;102.0;131.0;;49.0
393;Vrouwen;5;Suriname;2007;270.0;140.0;30.0;90.0;;;1026.0;519.0;126.0;340.0;;;210.0;110.0;30.0;70.0;;;801.0;412.0;103.0;252.0;;
394;Vrouwen;5;Nederlandse Antillen en Aruba;2006;60.0;30.0;;20.0;;;737.0;368.0;;229.0;;;40.0;20.0;;10.0;;;508.0;267.0;;152.0;;
395;Vrouwen;5;Nederlandse Antillen en Aruba;2007;60.0;30.0;10.0;20.0;;;731.0;360.0;132.0;192.0;;;50.0;20.0;;10.0;;;551.0;276.0;;144.0;;
396;Vrouwen;5;Overige niet-westerse allochtonen;2006;130.0;60.0;30.0;40.0;;;556.0;248.0;105.0;181.0;;;100.0;50.0;20.0;30.0;;;409.0;198.0;80.0;114.0;;
397;Vrouwen;5;Overige niet-westerse allochtonen;2007;170.0;70.0;30.0;60.0;;;631.0;283.0;103.0;226.0;;;120.0;60.0;20.0;40.0;;;459.0;214.0;84.0;142.0;;
398;Vrouwen;5;Westerse allochtonen;2006;750.0;280.0;160.0;240.0;20.0;50.0;480.0;179.0;101.0;156.0;13.0;31.0;580.0;230.0;120.0;170.0;20.0;50.0;372.0;145.0;78.0;109.0;10.0;30.0
399;Vrouwen;5;Westerse allochtonen;2007;820.0;330.0;160.0;270.0;20.0;40.0;516.0;206.0;102.0;167.0;13.0;28.0;630.0;270.0;120.0;180.0;20.0;40.0;395.0;173.0;73.0;115.0;12.0;22.0
400;Vrouwen;6;Alle herkomstgroeperingen;2006;4740.0;970.0;1100.0;2390.0;60.0;230.0;350.0;71.0;81.0;177.0;4.0;17.0;3710.0;800.0;830.0;1840.0;50.0;200.0;274.0;59.0;61.0;136.0;4.0;14.0
401;Vrouwen;6;Alle herkomstgroeperingen;2007;5020.0;1000.0;1250.0;2590.0;60.0;120.0;366.0;73.0;91.0;189.0;4.0;9.0;3920.0;840.0;910.0;2020.0;50.0;100.0;286.0;61.0;66.0;147.0;4.0;7.0
402;Vrouwen;6;Autochtoon;2006;4180.0;830.0;1000.0;2110.0;50.0;200.0;349.0;69.0;83.0;176.0;4.0;16.0;3260.0;690.0;750.0;1620.0;40.0;170.0;272.0;57.0;62.0;135.0;4.0;14.0
403;Vrouwen;6;Autochtoon;2007;4360.0;840.0;1110.0;2260.0;50.0;100.0;360.0;69.0;91.0;187.0;4.0;9.0;3390.0;710.0;800.0;1750.0;50.0;90.0;280.0;59.0;66.0;145.0;4.0;7.0
404;Vrouwen;6;Totaal allochtonen;2006;560.0;140.0;100.0;280.0;;30.0;359.0;89.0;65.0;180.0;;21.0;450.0;110.0;80.0;220.0;;30.0;286.0;72.0;50.0;142.0;;18.0
405;Vrouwen;6;Totaal allochtonen;2007;660.0;160.0;150.0;330.0;;20.0;408.0;100.0;90.0;204.0;;11.0;530.0;130.0;120.0;270.0;;10.0;329.0;82.0;72.0;164.0;;8.0
406;Vrouwen;6;Totaal niet-westerse allochtonen;2006;80.0;20.0;;40.0;;;270.0;79.0;;151.0;;;50.0;10.0;;30.0;;;166.0;50.0;;97.0;;
407;Vrouwen;6;Totaal niet-westerse allochtonen;2007;100.0;30.0;10.0;50.0;;;318.0;106.0;46.0;152.0;;;70.0;20.0;10.0;30.0;;;215.0;60.0;36.0;106.0;;
408;Vrouwen;6;Marokko;2006;;;;;;;;;;;;;;;;;;;;;;;;
409;Vrouwen;6;Marokko;2007;;;;;;;;;;;;;;;;;;;;;;;;
410;Vrouwen;6;Turkije;2006;10.0;;;;;;222.0;;;;;;;;;;;;;;;;;
411;Vrouwen;6;Turkije;2007;10.0;;;;;;215.0;;;;;;;;;;;;;;;;;
412;Vrouwen;6;Suriname;2006;30.0;;;20.0;;;298.0;;;216.0;;;20.0;;;10.0;;;216.0;;;133.0;;
413;Vrouwen;6;Suriname;2007;50.0;20.0;;30.0;;;524.0;165.0;;272.0;;;40.0;;;20.0;;;398.0;;;223.0;;
414;Vrouwen;6;Nederlandse Antillen en Aruba;2006;;;;;;;;;;;;;;;;;;;;;;;;
415;Vrouwen;6;Nederlandse Antillen en Aruba;2007;;;;;;;;;;;;;;;;;;;;;;;;
416;Vrouwen;6;Overige niet-westerse allochtonen;2006;20.0;;;10.0;;;340.0;;;178.0;;;10.0;;;;;;194.0;;;;;
417;Vrouwen;6;Overige niet-westerse allochtonen;2007;20.0;;;;;;270.0;;;;;;10.0;;;;;;180.0;;;;;
418;Vrouwen;6;Westerse allochtonen;2006;490.0;120.0;90.0;240.0;;30.0;378.0;91.0;73.0;187.0;;23.0;400.0;100.0;70.0;200.0;;30.0;312.0;77.0;58.0;152.0;;21.0
419;Vrouwen;6;Westerse allochtonen;2007;560.0;130.0;130.0;280.0;;20.0;428.0;98.0;100.0;216.0;;11.0;470.0;110.0;110.0;230.0;;10.0;356.0;87.0;81.0;177.0;;8.0
