ID;Geslacht;Arbeidspositie;ArbeidspositiePartner;AanwezigheidKinderen;CaribischNederland;Perioden;PartnerInPaar_1
9102;Vrouwen;Werkzaam voltijd;Werkzaam deeltijd;Partner in paar, geen kind;Caribisch Nederland;2018;80
9103;Vrouwen;Werkzaam voltijd;Werkzaam deeltijd;Partner in paar, geen kind;Caribisch Nederland;2020;130
9104;Vrouwen;Werkzaam voltijd;Werkzaam deeltijd;Partner in paar, geen kind;Caribisch Nederland;2022;110
9105;Vrouwen;Werkzaam voltijd;Werkzaam deeltijd;Partner in paar, geen kind;Bonaire;2014;30
9106;Vrouwen;Werkzaam voltijd;Werkzaam deeltijd;Partner in paar, geen kind;Bonaire;2016;70
9107;Vrouwen;Werkzaam voltijd;Werkzaam deeltijd;Partner in paar, geen kind;Bonaire;2018;70
9108;Vrouwen;Werkzaam voltijd;Werkzaam deeltijd;Partner in paar, geen kind;Bonaire;2020;100
9109;Vrouwen;Werkzaam voltijd;Werkzaam deeltijd;Partner in paar, geen kind;Bonaire;2022;80
9110;Vrouwen;Werkzaam voltijd;Werkzaam deeltijd;Partner in paar, geen kind;Sint Eustatius;2014;0
9111;Vrouwen;Werkzaam voltijd;Werkzaam deeltijd;Partner in paar, geen kind;Sint Eustatius;2016;10
9112;Vrouwen;Werkzaam voltijd;Werkzaam deeltijd;Partner in paar, geen kind;Sint Eustatius;2018;0
9113;Vrouwen;Werkzaam voltijd;Werkzaam deeltijd;Partner in paar, geen kind;Sint Eustatius;2020;10
9114;Vrouwen;Werkzaam voltijd;Werkzaam deeltijd;Partner in paar, geen kind;Sint Eustatius;2022;10
9115;Vrouwen;Werkzaam voltijd;Werkzaam deeltijd;Partner in paar, geen kind;Saba;2014;10
9116;Vrouwen;Werkzaam voltijd;Werkzaam deeltijd;Partner in paar, geen kind;Saba;2016;10
9117;Vrouwen;Werkzaam voltijd;Werkzaam deeltijd;Partner in paar, geen kind;Saba;2018;20
9118;Vrouwen;Werkzaam voltijd;Werkzaam deeltijd;Partner in paar, geen kind;Saba;2020;10
9119;Vrouwen;Werkzaam voltijd;Werkzaam deeltijd;Partner in paar, geen kind;Saba;2022;10
9120;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar;Caribisch Nederland;2014;350
9121;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar;Caribisch Nederland;2016;470
9122;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar;Caribisch Nederland;2018;290
9123;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar;Caribisch Nederland;2020;390
9124;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar;Caribisch Nederland;2022;310
9125;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar;Bonaire;2014;290
9126;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar;Bonaire;2016;390
9127;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar;Bonaire;2018;230
9128;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar;Bonaire;2020;350
9129;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar;Bonaire;2022;260
9130;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar;Sint Eustatius;2014;40
9131;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar;Sint Eustatius;2016;50
9132;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar;Sint Eustatius;2018;40
9133;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar;Sint Eustatius;2020;30
9134;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar;Sint Eustatius;2022;30
9135;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar;Saba;2014;20
9136;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar;Saba;2016;20
9137;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar;Saba;2018;10
9138;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar;Saba;2020;20
9139;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar;Saba;2022;20
9140;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar met kind;Caribisch Nederland;2014;180
9141;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar met kind;Caribisch Nederland;2016;250
9142;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar met kind;Caribisch Nederland;2018;110
9143;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar met kind;Caribisch Nederland;2020;140
9144;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar met kind;Caribisch Nederland;2022;100
9145;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar met kind;Bonaire;2014;150
9146;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar met kind;Bonaire;2016;220
9147;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar met kind;Bonaire;2018;90
9148;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar met kind;Bonaire;2020;120
9149;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar met kind;Bonaire;2022;90
9150;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar met kind;Sint Eustatius;2014;20
9151;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar met kind;Sint Eustatius;2016;30
9152;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar met kind;Sint Eustatius;2018;20
9153;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar met kind;Sint Eustatius;2020;10
9154;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar met kind;Sint Eustatius;2022;10
9155;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar met kind;Saba;2014;10
9156;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar met kind;Saba;2016;10
9157;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar met kind;Saba;2018;0
9158;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar met kind;Saba;2020;10
9159;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar met kind;Saba;2022;0
9160;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2014;30
9161;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2016;100
9162;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2018;20
9163;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2020;80
9164;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2022;20
9165;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind jonger dan 12 jaar;Bonaire;2014;20
9166;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind jonger dan 12 jaar;Bonaire;2016;80
9167;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind jonger dan 12 jaar;Bonaire;2018;10
9168;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind jonger dan 12 jaar;Bonaire;2020;70
9169;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind jonger dan 12 jaar;Bonaire;2022;20
9170;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind jonger dan 12 jaar;Sint Eustatius;2014;10
9171;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind jonger dan 12 jaar;Sint Eustatius;2016;10
9172;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind jonger dan 12 jaar;Sint Eustatius;2018;10
9173;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind jonger dan 12 jaar;Sint Eustatius;2020;10
9174;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind jonger dan 12 jaar;Sint Eustatius;2022;0
9175;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind jonger dan 12 jaar;Saba;2014;0
9176;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind jonger dan 12 jaar;Saba;2016;10
9177;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind jonger dan 12 jaar;Saba;2018;0
9178;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind jonger dan 12 jaar;Saba;2020;10
9179;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind jonger dan 12 jaar;Saba;2022;0
9180;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind 12 jaar of ouder;Caribisch Nederland;2014;150
9181;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind 12 jaar of ouder;Caribisch Nederland;2016;150
9182;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind 12 jaar of ouder;Caribisch Nederland;2018;80
9183;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind 12 jaar of ouder;Caribisch Nederland;2020;50
9184;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind 12 jaar of ouder;Caribisch Nederland;2022;80
9185;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind 12 jaar of ouder;Bonaire;2014;130
9186;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind 12 jaar of ouder;Bonaire;2016;130
9187;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind 12 jaar of ouder;Bonaire;2018;70
9188;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind 12 jaar of ouder;Bonaire;2020;50
9189;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind 12 jaar of ouder;Bonaire;2022;70
9190;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind 12 jaar of ouder;Sint Eustatius;2014;20
9191;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind 12 jaar of ouder;Sint Eustatius;2016;20
9192;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind 12 jaar of ouder;Sint Eustatius;2018;10
9193;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind 12 jaar of ouder;Sint Eustatius;2020;0
9194;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind 12 jaar of ouder;Sint Eustatius;2022;10
9195;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind 12 jaar of ouder;Saba;2014;0
9196;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind 12 jaar of ouder;Saba;2016;10
9197;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind 12 jaar of ouder;Saba;2018;0
9198;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind 12 jaar of ouder;Saba;2020;0
9199;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind 12 jaar of ouder;Saba;2022;0
9200;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Caribisch Nederland;2014;0
9201;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Caribisch Nederland;2016;0
9202;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Caribisch Nederland;2018;0
9203;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Caribisch Nederland;2020;0
9204;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Caribisch Nederland;2022;0
9205;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Bonaire;2014;0
9206;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Bonaire;2016;0
9207;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Bonaire;2018;0
9208;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Bonaire;2020;0
9209;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Bonaire;2022;0
9210;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Sint Eustatius;2014;0
9211;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Sint Eustatius;2016;0
9212;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Sint Eustatius;2018;0
9213;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Sint Eustatius;2020;0
9214;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Sint Eustatius;2022;0
9215;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Saba;2014;0
9216;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Saba;2016;0
9217;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Saba;2018;0
9218;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Saba;2020;0
9219;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Jongste kind leeftijd onbekend;Saba;2022;0
9220;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar, geen kind;Caribisch Nederland;2014;170
9221;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar, geen kind;Caribisch Nederland;2016;210
9222;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar, geen kind;Caribisch Nederland;2018;180
9223;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar, geen kind;Caribisch Nederland;2020;260
9224;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar, geen kind;Caribisch Nederland;2022;210
9225;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar, geen kind;Bonaire;2014;140
9226;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar, geen kind;Bonaire;2016;180
9227;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar, geen kind;Bonaire;2018;140
9228;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar, geen kind;Bonaire;2020;220
9229;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar, geen kind;Bonaire;2022;170
9230;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar, geen kind;Sint Eustatius;2014;10
9231;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar, geen kind;Sint Eustatius;2016;30
9232;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar, geen kind;Sint Eustatius;2018;30
9233;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar, geen kind;Sint Eustatius;2020;20
9234;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar, geen kind;Sint Eustatius;2022;20
9235;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar, geen kind;Saba;2014;20
9236;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar, geen kind;Saba;2016;10
9237;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar, geen kind;Saba;2018;10
9238;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar, geen kind;Saba;2020;10
9239;Vrouwen;Werkzaam voltijd;Niet-werkzame bevolking;Partner in paar, geen kind;Saba;2022;20
9240;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar;Caribisch Nederland;2014;130
9241;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar;Caribisch Nederland;2016;10
9242;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar;Caribisch Nederland;2018;40
9243;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar;Caribisch Nederland;2020;40
9244;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar;Caribisch Nederland;2022;60
9245;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar;Bonaire;2014;110
9246;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar;Bonaire;2016;0
9247;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar;Bonaire;2018;10
9248;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar;Bonaire;2020;10
9249;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar;Bonaire;2022;10
9250;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar;Sint Eustatius;2014;30
9251;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar;Sint Eustatius;2016;10
9252;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar;Sint Eustatius;2018;0
9253;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar;Sint Eustatius;2020;30
9254;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar;Sint Eustatius;2022;20
9255;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar;Saba;2014;0
9256;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar;Saba;2016;0
9257;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar;Saba;2018;20
9258;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar;Saba;2020;10
9259;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar;Saba;2022;30
9260;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar met kind;Caribisch Nederland;2014;90
9261;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar met kind;Caribisch Nederland;2016;10
9262;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar met kind;Caribisch Nederland;2018;20
9263;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar met kind;Caribisch Nederland;2020;20
9264;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar met kind;Caribisch Nederland;2022;20
9265;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar met kind;Bonaire;2014;80
9266;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar met kind;Bonaire;2016;0
9267;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar met kind;Bonaire;2018;0
9268;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar met kind;Bonaire;2020;0
9269;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar met kind;Bonaire;2022;0
9270;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar met kind;Sint Eustatius;2014;10
9271;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar met kind;Sint Eustatius;2016;10
9272;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar met kind;Sint Eustatius;2018;0
9273;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar met kind;Sint Eustatius;2020;20
9274;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar met kind;Sint Eustatius;2022;10
9275;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar met kind;Saba;2014;0
9276;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar met kind;Saba;2016;0
9277;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar met kind;Saba;2018;20
9278;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar met kind;Saba;2020;0
9279;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Partner in paar met kind;Saba;2022;10
9280;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2014;60
9281;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2016;0
9282;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2018;20
9283;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2020;10
9284;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2022;10
9285;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Bonaire;2014;40
9286;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Bonaire;2016;0
9287;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Bonaire;2018;0
9288;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Bonaire;2020;0
9289;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Bonaire;2022;0
9290;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Sint Eustatius;2014;10
9291;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Sint Eustatius;2016;0
9292;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Sint Eustatius;2018;0
9293;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Sint Eustatius;2020;10
9294;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Sint Eustatius;2022;10
9295;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Saba;2014;0
9296;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Saba;2016;0
9297;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Saba;2018;20
9298;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Saba;2020;0
9299;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind jonger dan 12 jaar;Saba;2022;10
9300;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Caribisch Nederland;2014;30
9301;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Caribisch Nederland;2016;10
9302;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Caribisch Nederland;2018;0
9303;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Caribisch Nederland;2020;10
9304;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Caribisch Nederland;2022;10
9305;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Bonaire;2014;30
9306;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Bonaire;2016;0
9307;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Bonaire;2018;0
9308;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Bonaire;2020;0
9309;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Bonaire;2022;0
9310;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Sint Eustatius;2014;0
9311;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Sint Eustatius;2016;10
9312;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Sint Eustatius;2018;0
9313;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Sint Eustatius;2020;10
9314;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Sint Eustatius;2022;0
9315;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Saba;2014;0
9316;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Saba;2016;0
9317;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Saba;2018;0
9318;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Saba;2020;0
9319;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind 12 jaar of ouder;Saba;2022;10
9320;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Caribisch Nederland;2014;0
9321;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Caribisch Nederland;2016;0
9322;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Caribisch Nederland;2018;0
9323;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Caribisch Nederland;2020;0
9324;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Caribisch Nederland;2022;0
9325;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Bonaire;2014;0
9326;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Bonaire;2016;0
9327;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Bonaire;2018;0
9328;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Bonaire;2020;0
9329;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Bonaire;2022;0
9330;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Sint Eustatius;2014;0
9331;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Sint Eustatius;2016;0
9332;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Sint Eustatius;2018;0
9333;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Sint Eustatius;2020;0
9334;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Sint Eustatius;2022;0
9335;Vrouwen;Werkzaam voltijd;Arbeidspositie onbekend;Jongste kind leeftijd onbekend;Saba;2014;0
