ID;TypeZelfstandige;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Perioden;Personen_1;PersonenMetBedrijfsvermogen_2;GemiddeldPersoonlijkInkomen_3;MediaanPersoonlijkInkomen_4;GemiddeldInkomenAlsZelfstandige_5;MediaanInkomenAlsZelfstandige_6;GemiddeldGestandaardiseerdInkomen_7;MediaanGestandaardiseerdInkomen_8;MediaanVermogenHuishoudens_9;MediaanBedrijfsvermogen_10;Personen_11;PersonenMetBedrijfsvermogen_12;GemiddeldPersoonlijkInkomen_13;MediaanPersoonlijkInkomen_14;GemiddeldInkomenAlsZelfstandige_15;MediaanInkomenAlsZelfstandige_16;GemiddeldGestandaardiseerdInkomen_17;MediaanGestandaardiseerdInkomen_18;MediaanVermogenHuishoudens_19;MediaanBedrijfsvermogen_20;ZelfstandigeAlleInkomensbronnen_21
8726;Zelfstandige;Vermogen: 1e 10%-groep;G-N Commerciële dienstverlening;2012;69.9;56.4;36.3;27.9;34.6;26.6;27.0;25.3;-64.6;-3.9;96.6;71.7;38.0;30.5;25.7;15.9;27.5;25.8;-59.8;-0.9;
8727;Zelfstandige;Vermogen: 1e 10%-groep;G-N Commerciële dienstverlening;2013;75.3;61.5;38.0;29.6;36.2;28.1;27.7;26.2;-84.2;-0.6;103.2;77.9;40.2;32.5;27.3;17.3;28.5;26.9;-79.3;0.2;
8728;Zelfstandige;Vermogen: 1e 10%-groep;G-N Commerciële dienstverlening;2014;77.7;64.0;40.4;31.7;38.4;30.0;31.9;28.2;-82.8;-0.3;106.7;80.8;42.6;34.2;29.1;18.8;32.4;28.7;-78.1;0.3;
8729;Zelfstandige;Vermogen: 1e 10%-groep;G-N Commerciële dienstverlening;2015;76.4;62.5;39.7;30.0;37.7;28.8;32.0;27.5;-75.2;-0.1;105.9;79.4;42.1;32.9;28.4;17.4;32.4;28.2;-70.6;0.4;
8730;Zelfstandige;Vermogen: 1e 10%-groep;G-I Handel, vervoer en horeca;2007;20.7;15.4;21.9;17.8;21.0;17.2;18.1;18.4;-25.5;-20.0;25.7;18.7;22.3;18.7;16.5;12.1;18.2;18.5;-23.9;-17.8;
8731;Zelfstandige;Vermogen: 1e 10%-groep;G-I Handel, vervoer en horeca;2008;25.4;22.4;21.3;17.3;20.5;16.7;17.2;18.0;-31.4;-21.4;31.8;27.2;22.3;18.7;16.1;11.6;17.6;18.6;-29.3;-18.8;
8732;Zelfstandige;Vermogen: 1e 10%-groep;G-I Handel, vervoer en horeca;2009;31.6;29.4;19.1;16.7;18.5;16.2;15.3;17.4;-37.5;-20.6;39.1;35.8;20.4;18.4;14.4;11.3;16.0;18.1;-35.6;-17.8;
8733;Zelfstandige;Vermogen: 1e 10%-groep;G-I Handel, vervoer en horeca;2010;29.2;25.1;22.6;18.5;21.9;17.8;18.1;19.1;-55.2;-27.2;37.7;31.1;23.7;20.0;16.6;11.6;18.6;19.5;-51.5;-22.3;
8734;Zelfstandige;Vermogen: 1e 10%-groep;G-I Handel, vervoer en horeca;2011;31.4;27.1;24.7;20.2;23.7;19.5;21.1;21.4;-53.3;-24.7;40.6;33.0;25.7;22.1;17.9;12.6;21.4;21.8;-49.9;-21.1;
8735;Zelfstandige;Vermogen: 1e 10%-groep;G-I Handel, vervoer en horeca;2012;32.3;27.9;23.9;19.7;22.8;19.0;20.5;20.8;-65.7;-26.1;42.0;34.3;25.7;22.1;17.2;11.8;21.4;21.7;-61.1;-21.3;
8736;Zelfstandige;Vermogen: 1e 10%-groep;G-I Handel, vervoer en horeca;2013;33.0;28.8;25.3;20.6;24.3;20.0;21.4;21.9;-85.1;-25.7;42.6;35.3;27.4;23.3;18.6;12.8;22.3;22.8;-80.7;-19.3;
8737;Zelfstandige;Vermogen: 1e 10%-groep;G-I Handel, vervoer en horeca;2014;33.7;29.7;28.7;22.9;27.6;21.9;25.4;24.1;-84.0;-25.3;43.4;36.3;30.3;24.9;21.4;14.8;26.0;24.7;-79.8;-18.8;
8738;Zelfstandige;Vermogen: 1e 10%-groep;G-I Handel, vervoer en horeca;2015;32.9;28.9;29.0;22.1;27.7;21.3;25.7;23.4;-75.7;-24.0;42.8;35.5;30.7;24.6;21.5;13.5;26.4;24.3;-72.1;-16.6;
8739;Zelfstandige;Vermogen: 1e 10%-groep;G Handel;2007;12.3;9.0;20.7;15.9;19.6;15.0;17.3;17.6;-28.0;-20.4;15.8;11.4;21.5;17.7;14.8;9.3;17.5;18.0;-26.0;-17.0;
8740;Zelfstandige;Vermogen: 1e 10%-groep;G Handel;2008;15.3;13.4;20.1;15.4;19.1;14.9;16.2;17.4;-34.3;-21.9;19.7;16.8;21.6;17.9;14.5;9.0;16.9;18.2;-31.5;-17.9;
8741;Zelfstandige;Vermogen: 1e 10%-groep;G Handel;2009;19.0;17.6;19.2;15.2;18.5;14.9;15.6;17.0;-39.8;-20.4;24.2;22.1;20.9;17.8;14.0;9.0;16.4;18.0;-36.9;-16.7;
8742;Zelfstandige;Vermogen: 1e 10%-groep;G Handel;2010;17.7;15.1;23.3;17.6;22.5;16.8;18.6;18.8;-56.7;-26.0;23.7;19.3;24.6;20.0;16.5;9.7;19.3;19.6;-51.9;-20.0;
8743;Zelfstandige;Vermogen: 1e 10%-groep;G Handel;2011;18.9;16.1;23.9;18.5;22.8;17.9;20.5;20.5;-54.7;-23.6;25.4;20.4;25.5;21.4;16.4;9.9;21.2;21.5;-50.4;-18.8;
8744;Zelfstandige;Vermogen: 1e 10%-groep;G Handel;2012;19.7;16.9;23.4;17.9;22.2;17.4;20.4;20.2;-67.3;-24.7;26.7;21.6;25.6;21.5;16.1;9.0;21.6;21.5;-61.3;-17.9;
8745;Zelfstandige;Vermogen: 1e 10%-groep;G Handel;2013;20.7;17.9;24.2;18.9;23.0;18.2;20.8;21.2;-86.7;-23.6;27.7;22.7;26.7;22.4;17.0;10.2;22.1;22.5;-81.1;-15.8;
8746;Zelfstandige;Vermogen: 1e 10%-groep;G Handel;2014;21.1;18.5;27.3;21.0;26.1;20.2;24.8;23.3;-85.6;-23.7;28.3;23.4;29.3;24.0;19.4;11.8;25.7;24.2;-80.2;-15.5;
8747;Zelfstandige;Vermogen: 1e 10%-groep;G Handel;2015;20.6;17.9;29.2;20.4;27.8;19.6;25.7;22.8;-78.1;-22.2;27.9;22.9;31.1;24.0;20.7;10.5;26.6;24.0;-72.8;-13.3;
8748;Zelfstandige;Vermogen: 1e 10%-groep;H Vervoer en opslag;2007;2.3;1.7;27.6;23.9;27.0;23.4;21.6;21.5;-17.9;-13.6;3.0;1.9;27.5;23.7;21.5;17.6;21.4;20.7;-16.2;-13.4;
8749;Zelfstandige;Vermogen: 1e 10%-groep;H Vervoer en opslag;2008;2.9;2.5;27.9;23.4;27.5;22.5;20.8;21.2;-25.4;-14.7;3.7;2.9;28.3;23.7;21.6;16.2;20.9;20.8;-22.6;-13.6;
8750;Zelfstandige;Vermogen: 1e 10%-groep;H Vervoer en opslag;2009;4.0;3.7;17.3;19.8;17.0;19.2;11.3;18.2;-32.0;-13.6;4.9;4.2;19.1;20.9;13.8;14.9;12.7;18.7;-30.7;-12.4;
8751;Zelfstandige;Vermogen: 1e 10%-groep;H Vervoer en opslag;2010;3.7;3.1;19.9;20.7;19.4;20.0;13.2;19.9;-52.2;-23.9;4.7;3.7;21.5;21.7;14.9;14.3;14.4;20.0;-48.4;-19.9;
8752;Zelfstandige;Vermogen: 1e 10%-groep;H Vervoer en opslag;2011;4.1;3.4;28.9;25.5;28.1;24.6;23.2;23.9;-50.8;-20.0;5.1;3.9;28.9;25.8;21.9;18.5;22.7;23.6;-46.7;-18.0;
8753;Zelfstandige;Vermogen: 1e 10%-groep;H Vervoer en opslag;2012;4.2;3.5;28.8;26.6;28.0;25.4;20.9;24.3;-64.2;-22.8;5.3;4.1;30.0;27.5;21.4;19.0;21.3;24.0;-58.8;-20.0;
8754;Zelfstandige;Vermogen: 1e 10%-groep;H Vervoer en opslag;2013;4.2;3.7;34.0;29.0;33.3;27.8;24.1;25.8;-82.3;-21.1;5.3;4.2;35.2;29.7;26.6;21.4;24.5;25.6;-78.5;-17.3;
8755;Zelfstandige;Vermogen: 1e 10%-groep;H Vervoer en opslag;2014;4.3;3.7;39.2;32.1;38.1;30.8;29.4;27.9;-82.5;-18.9;5.2;4.3;39.8;32.3;32.0;24.6;29.6;27.5;-78.9;-16.6;
8756;Zelfstandige;Vermogen: 1e 10%-groep;H Vervoer en opslag;2015;4.1;3.5;35.5;29.9;34.3;29.1;29.1;26.9;-69.4;-15.4;5.1;4.1;36.1;30.0;28.2;22.8;29.0;26.6;-67.3;-12.4;
8757;Zelfstandige;Vermogen: 1e 10%-groep;I Horeca;2007;6.0;4.7;22.1;18.4;21.5;17.9;18.5;18.7;-23.5;-21.5;7.0;5.4;21.8;18.8;18.4;15.0;18.4;18.7;-22.7;-20.6;
8758;Zelfstandige;Vermogen: 1e 10%-groep;I Horeca;2008;7.2;6.5;21.2;17.9;20.5;17.5;17.9;17.9;-27.9;-23.1;8.4;7.6;21.0;18.2;17.2;14.4;17.8;18.1;-27.4;-22.3;
8759;Zelfstandige;Vermogen: 1e 10%-groep;I Horeca;2009;8.5;8.2;19.5;17.9;19.1;17.3;16.6;17.9;-35.0;-23.1;10.0;9.5;19.8;18.4;15.8;14.1;16.7;18.1;-34.5;-22.0;
8760;Zelfstandige;Vermogen: 1e 10%-groep;I Horeca;2010;7.8;6.9;22.3;19.0;21.6;18.5;19.2;19.3;-53.5;-30.3;9.3;8.1;22.5;19.5;17.7;14.9;19.2;19.3;-51.9;-28.2;
8761;Zelfstandige;Vermogen: 1e 10%-groep;I Horeca;2011;8.4;7.5;24.4;21.0;23.6;20.2;21.6;21.8;-51.3;-28.5;10.0;8.6;24.8;21.7;19.6;16.5;21.4;21.7;-50.0;-27.1;
8762;Zelfstandige;Vermogen: 1e 10%-groep;I Horeca;2012;8.4;7.5;22.5;20.0;21.6;19.2;20.3;20.5;-62.9;-29.5;9.9;8.6;23.6;21.1;18.0;15.3;20.6;20.8;-61.4;-27.8;
8763;Zelfstandige;Vermogen: 1e 10%-groep;I Horeca;2013;8.1;7.2;23.8;20.5;23.0;20.0;21.5;21.8;-82.9;-33.0;9.7;8.3;25.1;22.1;19.0;15.7;21.7;22.1;-80.8;-29.6;
8764;Zelfstandige;Vermogen: 1e 10%-groep;I Horeca;2014;8.3;7.5;27.0;22.5;26.0;21.6;25.0;24.2;-80.6;-32.1;10.0;8.7;28.0;23.7;21.6;17.5;25.2;24.4;-79.0;-28.7;
8765;Zelfstandige;Vermogen: 1e 10%-groep;I Horeca;2015;8.2;7.5;25.4;22.2;24.2;21.5;24.2;23.3;-73.3;-30.8;9.8;8.6;26.9;23.5;20.5;17.0;24.6;23.7;-72.6;-27.5;
8766;Zelfstandige;Vermogen: 1e 10%-groep;J Informatie en communicatie;2007;1.9;1.3;38.7;29.3;37.0;27.9;26.4;23.7;-23.9;-0.5;3.3;2.0;41.7;34.8;22.9;10.0;27.0;24.6;-22.1;0.1;
8767;Zelfstandige;Vermogen: 1e 10%-groep;J Informatie en communicatie;2008;2.6;2.2;41.7;33.3;40.2;31.4;26.3;24.7;-30.3;-0.4;4.4;3.3;43.5;37.9;25.0;10.4;26.7;25.3;-26.3;0.5;
8768;Zelfstandige;Vermogen: 1e 10%-groep;J Informatie en communicatie;2009;3.7;3.2;40.4;32.4;39.4;31.2;25.1;24.1;-35.1;1.2;6.0;4.7;42.9;37.8;25.5;12.0;26.2;25.0;-30.9;1.1;
8769;Zelfstandige;Vermogen: 1e 10%-groep;J Informatie en communicatie;2010;3.9;3.0;38.6;29.7;36.9;27.8;25.8;24.2;-45.5;2.2;6.8;4.7;40.1;33.6;22.4;9.9;26.1;24.5;-40.8;1.7;
8770;Zelfstandige;Vermogen: 1e 10%-groep;J Informatie en communicatie;2011;4.6;3.5;42.4;33.9;40.4;32.2;29.6;27.9;-43.3;2.4;7.7;5.1;43.0;36.5;25.4;12.0;29.7;27.6;-40.3;1.5;
8771;Zelfstandige;Vermogen: 1e 10%-groep;J Informatie en communicatie;2012;5.1;3.8;45.7;36.2;43.6;34.0;31.7;28.9;-52.9;2.7;8.3;5.6;46.3;39.2;27.9;13.7;31.0;28.7;-49.6;1.7;
8772;Zelfstandige;Vermogen: 1e 10%-groep;J Informatie en communicatie;2013;5.3;4.2;45.4;37.6;43.2;35.2;31.3;29.4;-72.2;4.0;8.7;6.0;47.8;41.9;28.1;14.6;31.7;29.9;-68.0;2.4;
8773;Zelfstandige;Vermogen: 1e 10%-groep;J Informatie en communicatie;2014;5.5;4.3;47.3;39.7;45.2;37.0;34.3;30.9;-70.1;3.5;9.0;6.2;49.5;43.4;29.5;15.4;34.1;31.2;-66.5;2.3;
8774;Zelfstandige;Vermogen: 1e 10%-groep;J Informatie en communicatie;2015;5.6;4.4;44.3;35.3;42.3;33.6;32.1;29.2;-64.8;3.4;9.3;6.3;46.7;40.0;27.3;12.8;32.3;29.9;-60.4;2.2;
8775;Zelfstandige;Vermogen: 1e 10%-groep;K Financiële dienstverlening;2007;3.5;2.2;65.2;57.0;59.5;52.5;35.6;29.0;-74.3;31.4;3.9;2.4;64.6;56.0;54.6;48.0;35.5;29.0;-72.2;29.5;
8776;Zelfstandige;Vermogen: 1e 10%-groep;K Financiële dienstverlening;2008;4.6;3.1;63.2;57.0;60.2;53.9;31.1;28.3;-78.7;29.5;5.1;3.5;63.8;56.9;55.1;49.6;31.4;28.5;-76.9;27.6;
8777;Zelfstandige;Vermogen: 1e 10%-groep;K Financiële dienstverlening;2009;6.3;4.5;61.2;54.7;58.3;52.4;30.2;27.5;-74.6;30.6;7.0;4.9;61.5;54.5;54.1;49.4;30.6;27.7;-72.1;28.8;
8778;Zelfstandige;Vermogen: 1e 10%-groep;K Financiële dienstverlening;2010;4.2;2.7;59.1;51.9;55.9;49.6;30.3;27.6;-84.8;20.2;5.0;3.1;60.0;51.6;49.0;43.4;30.9;27.8;-82.2;18.6;
8779;Zelfstandige;Vermogen: 1e 10%-groep;K Financiële dienstverlening;2011;4.6;2.9;60.2;54.0;56.9;50.8;35.8;30.8;-79.7;18.6;5.5;3.3;62.1;54.1;49.8;44.3;37.0;31.1;-78.1;17.7;
8780;Zelfstandige;Vermogen: 1e 10%-groep;K Financiële dienstverlening;2012;5.3;3.4;61.3;55.6;58.1;52.0;37.8;31.2;-88.4;20.4;6.3;3.8;62.8;55.8;51.0;45.4;38.3;31.6;-87.8;18.7;
8781;Zelfstandige;Vermogen: 1e 10%-groep;K Financiële dienstverlening;2013;6.1;3.9;62.5;55.9;58.5;52.5;35.4;30.7;-105.0;25.2;7.2;4.4;65.0;56.8;51.4;45.6;36.5;31.4;-103.9;22.8;
8782;Zelfstandige;Vermogen: 1e 10%-groep;K Financiële dienstverlening;2014;6.4;4.1;65.5;57.3;60.8;53.6;43.8;33.1;-103.5;22.6;7.6;4.6;68.3;58.0;53.9;46.8;44.9;33.8;-101.7;21.3;
8783;Zelfstandige;Vermogen: 1e 10%-groep;K Financiële dienstverlening;2015;5.9;3.7;62.7;56.3;59.1;52.9;45.0;32.8;-98.5;23.0;7.0;4.1;65.4;57.1;52.1;46.0;46.5;33.4;-96.4;21.4;
8784;Zelfstandige;Vermogen: 1e 10%-groep;L Verhuur en handel van onroerend goed;2007;0.7;0.5;47.6;38.9;44.3;37.0;26.1;24.3;-57.3;-5.5;0.9;0.6;45.7;35.0;36.1;25.0;25.7;24.0;-53.7;-4.7;
8785;Zelfstandige;Vermogen: 1e 10%-groep;L Verhuur en handel van onroerend goed;2008;0.9;0.7;43.6;37.4;40.7;34.4;22.5;23.7;-71.5;-3.2;1.1;0.8;42.5;35.1;33.0;24.6;22.9;23.4;-68.0;-3.5;
8786;Zelfstandige;Vermogen: 1e 10%-groep;L Verhuur en handel van onroerend goed;2009;1.2;1.0;34.1;29.5;32.0;26.7;18.8;21.4;-73.9;-6.6;1.5;1.2;34.5;30.0;25.5;19.0;19.3;21.5;-66.6;-5.9;
8787;Zelfstandige;Vermogen: 1e 10%-groep;L Verhuur en handel van onroerend goed;2010;1.1;0.8;39.0;31.2;37.0;29.6;24.7;22.5;-85.8;-6.5;1.5;1.0;38.3;31.0;28.6;20.0;24.2;22.5;-78.5;-5.3;
8788;Zelfstandige;Vermogen: 1e 10%-groep;L Verhuur en handel van onroerend goed;2011;1.2;0.9;43.3;34.2;41.1;32.1;33.6;26.8;-80.5;-4.9;1.6;1.1;42.4;33.8;31.2;23.3;31.9;26.3;-76.1;-5.4;
8789;Zelfstandige;Vermogen: 1e 10%-groep;L Verhuur en handel van onroerend goed;2012;1.3;1.0;44.1;35.5;41.2;32.9;31.4;26.9;-86.6;-0.9;1.7;1.3;45.2;35.9;32.3;22.3;31.5;26.6;-82.7;-1.4;
8790;Zelfstandige;Vermogen: 1e 10%-groep;L Verhuur en handel van onroerend goed;2013;1.5;1.1;42.5;35.5;39.6;33.1;33.4;27.7;-110.8;0.5;1.9;1.4;43.1;35.8;31.2;23.3;33.7;27.9;-105.9;0.2;
8791;Zelfstandige;Vermogen: 1e 10%-groep;L Verhuur en handel van onroerend goed;2014;1.5;1.2;48.6;41.9;45.4;39.0;42.4;30.8;-101.0;0.5;1.9;1.4;48.8;41.5;36.5;27.8;41.9;30.7;-98.0;0.3;
8792;Zelfstandige;Vermogen: 1e 10%-groep;L Verhuur en handel van onroerend goed;2015;1.4;1.1;51.5;40.3;48.1;38.7;45.9;30.4;-95.0;2.0;1.8;1.3;51.5;40.0;38.4;27.6;45.3;30.4;-94.0;1.0;
8793;Zelfstandige;Vermogen: 1e 10%-groep;M-N Zakelijke dienstverlening;2007;11.0;7.6;44.9;34.5;43.2;33.2;29.5;25.9;-35.0;0.5;15.8;9.8;43.2;33.2;31.5;18.6;28.4;24.8;-28.9;0.3;
8794;Zelfstandige;Vermogen: 1e 10%-groep;M-N Zakelijke dienstverlening;2008;14.7;12.3;46.4;36.7;44.8;35.4;28.9;26.6;-38.9;0.7;20.8;15.7;45.2;35.9;32.9;20.0;28.2;25.7;-32.8;0.6;
8795;Zelfstandige;Vermogen: 1e 10%-groep;M-N Zakelijke dienstverlening;2009;20.4;18.1;42.8;33.9;41.5;32.6;27.3;25.4;-41.7;1.1;27.9;23.3;42.7;34.7;31.3;19.6;27.2;25.3;-38.1;0.8;
8796;Zelfstandige;Vermogen: 1e 10%-groep;M-N Zakelijke dienstverlening;2010;19.5;15.6;42.0;31.5;40.3;30.0;28.0;25.3;-53.1;1.3;29.6;21.4;41.8;32.8;27.8;15.0;27.6;25.1;-48.3;1.2;
8797;Zelfstandige;Vermogen: 1e 10%-groep;M-N Zakelijke dienstverlening;2011;22.5;17.4;43.5;33.8;41.3;31.9;31.0;28.3;-50.5;1.4;33.7;23.1;43.5;35.0;28.9;16.7;30.5;28.0;-46.3;1.2;
8798;Zelfstandige;Vermogen: 1e 10%-groep;M-N Zakelijke dienstverlening;2012;25.9;20.3;44.4;35.0;42.3;33.0;31.9;28.9;-61.5;2.1;38.3;26.8;45.3;36.7;30.0;17.6;31.6;28.8;-57.3;1.6;
8799;Zelfstandige;Vermogen: 1e 10%-groep;M-N Zakelijke dienstverlening;2013;29.4;23.5;45.6;36.3;43.5;34.4;32.4;29.5;-81.4;3.4;42.8;30.8;47.2;38.3;31.5;19.0;32.5;29.7;-77.2;2.4;
8800;Zelfstandige;Vermogen: 1e 10%-groep;M-N Zakelijke dienstverlening;2014;30.6;24.7;46.4;37.2;44.1;35.0;35.8;31.1;-79.9;3.0;44.8;32.3;48.5;39.3;31.9;19.5;35.6;31.2;-75.8;2.3;
8801;Zelfstandige;Vermogen: 1e 10%-groep;M-N Zakelijke dienstverlening;2015;30.5;24.4;45.4;35.0;43.0;33.1;35.5;30.4;-72.9;3.0;45.0;32.1;47.9;37.9;31.1;18.2;35.4;30.7;-68.6;2.2;
8802;Zelfstandige;Vermogen: 1e 10%-groep;M Specialistische zakelijke diensten;2007;8.4;5.8;49.2;39.3;47.4;37.7;31.4;27.6;-42.8;4.3;11.6;7.6;47.8;37.9;35.7;22.2;30.4;26.7;-36.4;2.4;
8803;Zelfstandige;Vermogen: 1e 10%-groep;M Specialistische zakelijke diensten;2008;11.3;9.4;50.7;41.1;49.0;39.9;30.5;28.0;-44.6;4.1;15.6;12.2;49.5;39.9;36.9;23.0;29.9;27.3;-38.5;2.4;
8804;Zelfstandige;Vermogen: 1e 10%-groep;M Specialistische zakelijke diensten;2009;15.7;13.9;46.7;37.6;45.4;36.3;28.8;26.8;-45.8;3.4;21.3;18.0;46.3;37.9;34.4;21.8;28.6;26.6;-41.5;2.1;
8805;Zelfstandige;Vermogen: 1e 10%-groep;M Specialistische zakelijke diensten;2010;15.0;11.9;44.9;34.2;43.2;32.3;29.1;26.2;-55.6;2.6;22.7;16.6;44.4;35.0;29.8;15.7;28.6;25.8;-49.9;1.9;
8806;Zelfstandige;Vermogen: 1e 10%-groep;M Specialistische zakelijke diensten;2011;17.4;13.4;46.1;36.0;43.8;34.0;32.1;29.1;-52.3;2.5;26.2;18.0;45.9;36.9;30.5;17.2;31.4;28.7;-47.7;1.7;
8807;Zelfstandige;Vermogen: 1e 10%-groep;M Specialistische zakelijke diensten;2012;20.5;16.0;46.7;37.1;44.5;35.1;32.9;29.8;-63.0;3.2;30.4;21.3;47.5;38.7;31.6;18.1;32.5;29.7;-58.6;2.2;
8808;Zelfstandige;Vermogen: 1e 10%-groep;M Specialistische zakelijke diensten;2013;23.6;18.8;48.2;38.8;45.9;36.6;33.6;30.4;-82.9;4.5;34.4;24.9;49.8;40.8;33.3;20.0;33.6;30.6;-78.6;3.2;
8809;Zelfstandige;Vermogen: 1e 10%-groep;M Specialistische zakelijke diensten;2014;24.7;19.8;48.8;39.5;46.4;36.9;37.0;32.0;-81.2;4.0;36.1;26.2;51.0;41.6;33.6;20.5;36.8;32.0;-77.1;3.0;
8810;Zelfstandige;Vermogen: 1e 10%-groep;M Specialistische zakelijke diensten;2015;24.6;19.6;47.4;37.1;44.9;35.0;36.8;31.2;-74.0;4.0;36.5;26.1;50.2;40.0;32.4;19.0;36.5;31.5;-69.7;2.8;
8811;Zelfstandige;Vermogen: 1e 10%-groep;N Verhuur en overige zakelijke diensten;2007;2.7;1.8;31.2;24.2;29.8;23.1;23.5;21.5;-18.6;-9.0;4.2;2.2;30.4;24.0;19.8;10.4;22.8;20.6;-14.9;-7.8;
8812;Zelfstandige;Vermogen: 1e 10%-groep;N Verhuur en overige zakelijke diensten;2008;3.4;2.9;32.4;27.0;31.0;25.6;23.7;22.6;-24.5;-8.1;5.2;3.5;32.1;26.7;21.1;12.9;23.3;21.8;-20.4;-6.6;
8813;Zelfstandige;Vermogen: 1e 10%-groep;N Verhuur en overige zakelijke diensten;2009;4.7;4.2;29.9;25.0;28.8;23.7;22.3;21.7;-30.6;-6.8;6.6;5.3;31.1;26.9;21.0;14.6;22.8;22.0;-29.2;-5.4;
8814;Zelfstandige;Vermogen: 1e 10%-groep;N Verhuur en overige zakelijke diensten;2010;4.6;3.7;32.4;26.0;30.8;25.0;24.5;23.0;-46.0;-6.4;6.8;4.8;32.9;27.5;21.2;13.1;24.3;22.8;-42.9;-2.9;
8815;Zelfstandige;Vermogen: 1e 10%-groep;N Verhuur en overige zakelijke diensten;2011;5.1;4.1;34.4;28.9;32.7;27.5;27.5;25.8;-44.8;-4.5;7.5;5.1;35.1;30.1;23.0;15.4;27.3;25.6;-41.6;-2.1;
8816;Zelfstandige;Vermogen: 1e 10%-groep;N Verhuur en overige zakelijke diensten;2012;5.4;4.3;35.6;29.4;34.0;28.0;27.9;25.8;-56.0;-2.4;7.9;5.5;36.6;30.8;24.2;16.0;27.8;25.8;-53.1;-0.9;
8817;Zelfstandige;Vermogen: 1e 10%-groep;N Verhuur en overige zakelijke diensten;2013;5.7;4.7;34.9;29.7;33.4;28.1;27.4;26.5;-75.9;-0.8;8.4;6.0;36.7;31.3;23.8;15.6;28.0;26.8;-72.3;0.1;
8818;Zelfstandige;Vermogen: 1e 10%-groep;N Verhuur en overige zakelijke diensten;2014;5.9;4.9;36.5;30.6;34.7;29.2;30.6;27.9;-74.8;-0.2;8.7;6.1;38.3;32.3;24.6;15.6;30.7;28.0;-70.8;0.2;
8819;Zelfstandige;Vermogen: 1e 10%-groep;N Verhuur en overige zakelijke diensten;2015;5.9;4.8;37.0;29.5;35.1;27.7;30.1;27.2;-68.9;-0.1;8.6;6.0;38.1;31.3;25.4;15.8;30.3;27.6;-64.4;0.2;
8820;Zelfstandige;Vermogen: 1e 10%-groep;O-U Niet-commerciële dienstverlening;2007;12.3;7.5;31.8;15.4;31.2;14.0;25.2;20.7;-18.8;-3.0;20.1;9.7;30.7;18.8;20.0;5.6;24.3;20.7;-15.9;-2.2;
8821;Zelfstandige;Vermogen: 1e 10%-groep;O-U Niet-commerciële dienstverlening;2008;16.0;11.6;31.1;15.3;30.5;13.8;24.8;21.1;-22.0;-3.3;26.7;15.0;31.0;19.8;19.5;6.0;24.4;21.4;-19.3;-2.2;
8822;Zelfstandige;Vermogen: 1e 10%-groep;O-U Niet-commerciële dienstverlening;2009;21.5;16.8;30.3;15.6;29.7;14.1;24.7;21.5;-28.3;-1.4;35.2;21.9;31.5;20.9;19.3;6.4;24.7;22.2;-26.7;-0.5;
8823;Zelfstandige;Vermogen: 1e 10%-groep;O-U Niet-commerciële dienstverlening;2010;21.7;17.0;36.3;20.1;35.6;18.6;27.9;23.9;-44.9;0.5;37.9;23.1;35.0;23.6;21.8;7.3;26.7;23.6;-40.1;0.6;
8824;Zelfstandige;Vermogen: 1e 10%-groep;O-U Niet-commerciële dienstverlening;2011;25.6;19.2;37.7;21.3;36.5;19.4;30.3;26.2;-43.5;0.6;42.4;25.0;37.1;25.5;23.3;8.3;29.3;26.1;-39.7;0.7;
8825;Zelfstandige;Vermogen: 1e 10%-groep;O-U Niet-commerciële dienstverlening;2012;28.7;21.9;39.5;22.0;38.6;20.3;31.5;27.0;-53.4;0.9;48.0;28.5;38.8;26.6;24.5;8.3;30.3;27.0;-49.4;0.9;
8826;Zelfstandige;Vermogen: 1e 10%-groep;O-U Niet-commerciële dienstverlening;2013;32.6;24.7;39.0;21.8;38.1;20.0;32.0;27.7;-71.3;1.6;54.6;32.1;39.2;27.2;24.3;8.3;31.2;27.9;-67.3;1.4;
8827;Zelfstandige;Vermogen: 1e 10%-groep;O-U Niet-commerciële dienstverlening;2014;34.5;25.9;39.0;21.5;38.1;19.8;33.9;28.5;-69.6;1.6;58.3;33.6;39.3;27.1;24.1;8.0;32.8;28.8;-65.7;1.4;
8828;Zelfstandige;Vermogen: 1e 10%-groep;O-U Niet-commerciële dienstverlening;2015;32.8;24.8;36.1;19.4;34.9;17.7;32.6;27.5;-61.9;1.5;54.5;32.2;37.5;25.3;22.6;7.6;32.1;28.2;-59.3;1.4;
8829;Zelfstandige;Vermogen: 1e 10%-groep;O-Q Overheid en zorg;2007;6.0;3.0;44.2;18.4;44.3;16.3;30.7;23.2;-21.7;-1.0;11.4;3.9;37.4;21.3;24.9;4.6;27.3;21.7;-16.2;-0.6;
8830;Zelfstandige;Vermogen: 1e 10%-groep;O-Q Overheid en zorg;2008;8.2;4.8;41.9;17.0;41.7;14.7;29.6;23.0;-24.2;-1.6;15.7;6.4;36.9;21.8;23.5;5.0;27.0;22.4;-19.4;-0.8;
8831;Zelfstandige;Vermogen: 1e 10%-groep;O-Q Overheid en zorg;2009;11.0;7.2;41.5;18.9;41.3;16.7;29.5;23.7;-32.2;0.1;20.5;9.6;38.1;24.7;23.8;5.7;27.6;23.5;-28.2;0.4;
