ID;Geslacht;Leeftijd;TypeMisdrijf;Perioden;RegistratiesVanVerdachten_1;UniekeVerdachtenVanMisdrijven_2
7873;Totaal mannen en vrouwen;65 jaar of ouder;22 Openbare orde misdrijf;2023;200;150
7874;Totaal mannen en vrouwen;65 jaar of ouder;22 Openbare orde misdrijf;2024;180;150
7875;Totaal mannen en vrouwen;65 jaar of ouder;221 Openlijke geweldpleging;2010;20;20
7876;Totaal mannen en vrouwen;65 jaar of ouder;221 Openlijke geweldpleging;2011;20;20
7877;Totaal mannen en vrouwen;65 jaar of ouder;221 Openlijke geweldpleging;2012;30;30
7878;Totaal mannen en vrouwen;65 jaar of ouder;221 Openlijke geweldpleging;2013;20;20
7879;Totaal mannen en vrouwen;65 jaar of ouder;221 Openlijke geweldpleging;2014;30;30
7880;Totaal mannen en vrouwen;65 jaar of ouder;221 Openlijke geweldpleging;2015;30;20
7881;Totaal mannen en vrouwen;65 jaar of ouder;221 Openlijke geweldpleging;2016;10;10
7882;Totaal mannen en vrouwen;65 jaar of ouder;221 Openlijke geweldpleging;2017;20;20
7883;Totaal mannen en vrouwen;65 jaar of ouder;221 Openlijke geweldpleging;2018;20;20
7884;Totaal mannen en vrouwen;65 jaar of ouder;221 Openlijke geweldpleging;2019;30;30
7885;Totaal mannen en vrouwen;65 jaar of ouder;221 Openlijke geweldpleging;2020;20;20
7886;Totaal mannen en vrouwen;65 jaar of ouder;221 Openlijke geweldpleging;2021;20;20
7887;Totaal mannen en vrouwen;65 jaar of ouder;221 Openlijke geweldpleging;2022;30;20
7888;Totaal mannen en vrouwen;65 jaar of ouder;221 Openlijke geweldpleging;2023;20;20
7889;Totaal mannen en vrouwen;65 jaar of ouder;221 Openlijke geweldpleging;2024;30;20
7890;Totaal mannen en vrouwen;65 jaar of ouder;2211 Openlijk geweld tegen persoon;2010;20;20
7891;Totaal mannen en vrouwen;65 jaar of ouder;2211 Openlijk geweld tegen persoon;2011;20;20
7892;Totaal mannen en vrouwen;65 jaar of ouder;2211 Openlijk geweld tegen persoon;2012;20;20
7893;Totaal mannen en vrouwen;65 jaar of ouder;2211 Openlijk geweld tegen persoon;2013;20;20
7894;Totaal mannen en vrouwen;65 jaar of ouder;2211 Openlijk geweld tegen persoon;2014;30;30
7895;Totaal mannen en vrouwen;65 jaar of ouder;2211 Openlijk geweld tegen persoon;2015;20;20
7896;Totaal mannen en vrouwen;65 jaar of ouder;2211 Openlijk geweld tegen persoon;2016;10;10
7897;Totaal mannen en vrouwen;65 jaar of ouder;2211 Openlijk geweld tegen persoon;2017;20;20
7898;Totaal mannen en vrouwen;65 jaar of ouder;2211 Openlijk geweld tegen persoon;2018;20;20
7899;Totaal mannen en vrouwen;65 jaar of ouder;2211 Openlijk geweld tegen persoon;2019;30;20
7900;Totaal mannen en vrouwen;65 jaar of ouder;2211 Openlijk geweld tegen persoon;2020;20;10
7901;Totaal mannen en vrouwen;65 jaar of ouder;2211 Openlijk geweld tegen persoon;2021;20;10
7902;Totaal mannen en vrouwen;65 jaar of ouder;2211 Openlijk geweld tegen persoon;2022;30;20
7903;Totaal mannen en vrouwen;65 jaar of ouder;2211 Openlijk geweld tegen persoon;2023;10;10
7904;Totaal mannen en vrouwen;65 jaar of ouder;2211 Openlijk geweld tegen persoon;2024;20;20
7905;Totaal mannen en vrouwen;65 jaar of ouder;2212 Openlijke geweld tegen goed;2010;0;0
7906;Totaal mannen en vrouwen;65 jaar of ouder;2212 Openlijke geweld tegen goed;2011;0;0
7907;Totaal mannen en vrouwen;65 jaar of ouder;2212 Openlijke geweld tegen goed;2012;0;0
7908;Totaal mannen en vrouwen;65 jaar of ouder;2212 Openlijke geweld tegen goed;2013;0;0
7909;Totaal mannen en vrouwen;65 jaar of ouder;2212 Openlijke geweld tegen goed;2014;0;0
7910;Totaal mannen en vrouwen;65 jaar of ouder;2212 Openlijke geweld tegen goed;2015;0;0
7911;Totaal mannen en vrouwen;65 jaar of ouder;2212 Openlijke geweld tegen goed;2016;0;0
7912;Totaal mannen en vrouwen;65 jaar of ouder;2212 Openlijke geweld tegen goed;2017;0;0
7913;Totaal mannen en vrouwen;65 jaar of ouder;2212 Openlijke geweld tegen goed;2018;0;0
7914;Totaal mannen en vrouwen;65 jaar of ouder;2212 Openlijke geweld tegen goed;2019;0;0
7915;Totaal mannen en vrouwen;65 jaar of ouder;2212 Openlijke geweld tegen goed;2020;0;0
7916;Totaal mannen en vrouwen;65 jaar of ouder;2212 Openlijke geweld tegen goed;2021;0;0
7917;Totaal mannen en vrouwen;65 jaar of ouder;2212 Openlijke geweld tegen goed;2022;0;0
7918;Totaal mannen en vrouwen;65 jaar of ouder;2212 Openlijke geweld tegen goed;2023;0;0
7919;Totaal mannen en vrouwen;65 jaar of ouder;2212 Openlijke geweld tegen goed;2024;10;0
7920;Totaal mannen en vrouwen;65 jaar of ouder;222 Huisvredebreuk;2010;50;40
7921;Totaal mannen en vrouwen;65 jaar of ouder;222 Huisvredebreuk;2011;50;50
7922;Totaal mannen en vrouwen;65 jaar of ouder;222 Huisvredebreuk;2012;70;50
7923;Totaal mannen en vrouwen;65 jaar of ouder;222 Huisvredebreuk;2013;70;60
7924;Totaal mannen en vrouwen;65 jaar of ouder;222 Huisvredebreuk;2014;80;60
7925;Totaal mannen en vrouwen;65 jaar of ouder;222 Huisvredebreuk;2015;40;40
7926;Totaal mannen en vrouwen;65 jaar of ouder;222 Huisvredebreuk;2016;60;50
7927;Totaal mannen en vrouwen;65 jaar of ouder;222 Huisvredebreuk;2017;60;50
7928;Totaal mannen en vrouwen;65 jaar of ouder;222 Huisvredebreuk;2018;80;60
7929;Totaal mannen en vrouwen;65 jaar of ouder;222 Huisvredebreuk;2019;70;60
7930;Totaal mannen en vrouwen;65 jaar of ouder;222 Huisvredebreuk;2020;70;60
7931;Totaal mannen en vrouwen;65 jaar of ouder;222 Huisvredebreuk;2021;60;50
7932;Totaal mannen en vrouwen;65 jaar of ouder;222 Huisvredebreuk;2022;100;80
7933;Totaal mannen en vrouwen;65 jaar of ouder;222 Huisvredebreuk;2023;100;70
7934;Totaal mannen en vrouwen;65 jaar of ouder;222 Huisvredebreuk;2024;100;80
7935;Totaal mannen en vrouwen;65 jaar of ouder;223 Lokaalvredebreuk;2010;20;20
7936;Totaal mannen en vrouwen;65 jaar of ouder;223 Lokaalvredebreuk;2011;10;10
7937;Totaal mannen en vrouwen;65 jaar of ouder;223 Lokaalvredebreuk;2012;10;10
7938;Totaal mannen en vrouwen;65 jaar of ouder;223 Lokaalvredebreuk;2013;10;10
7939;Totaal mannen en vrouwen;65 jaar of ouder;223 Lokaalvredebreuk;2014;10;10
7940;Totaal mannen en vrouwen;65 jaar of ouder;223 Lokaalvredebreuk;2015;10;10
7941;Totaal mannen en vrouwen;65 jaar of ouder;223 Lokaalvredebreuk;2016;10;10
7942;Totaal mannen en vrouwen;65 jaar of ouder;223 Lokaalvredebreuk;2017;10;10
7943;Totaal mannen en vrouwen;65 jaar of ouder;223 Lokaalvredebreuk;2018;20;20
7944;Totaal mannen en vrouwen;65 jaar of ouder;223 Lokaalvredebreuk;2019;10;10
7945;Totaal mannen en vrouwen;65 jaar of ouder;223 Lokaalvredebreuk;2020;10;10
7946;Totaal mannen en vrouwen;65 jaar of ouder;223 Lokaalvredebreuk;2021;0;0
7947;Totaal mannen en vrouwen;65 jaar of ouder;223 Lokaalvredebreuk;2022;20;10
7948;Totaal mannen en vrouwen;65 jaar of ouder;223 Lokaalvredebreuk;2023;10;10
7949;Totaal mannen en vrouwen;65 jaar of ouder;223 Lokaalvredebreuk;2024;10;10
7950;Totaal mannen en vrouwen;65 jaar of ouder;224 Computervredebreuk;2010;0;0
7951;Totaal mannen en vrouwen;65 jaar of ouder;224 Computervredebreuk;2011;0;0
7952;Totaal mannen en vrouwen;65 jaar of ouder;224 Computervredebreuk;2012;10;0
7953;Totaal mannen en vrouwen;65 jaar of ouder;224 Computervredebreuk;2013;0;0
7954;Totaal mannen en vrouwen;65 jaar of ouder;224 Computervredebreuk;2014;0;0
7955;Totaal mannen en vrouwen;65 jaar of ouder;224 Computervredebreuk;2015;0;0
7956;Totaal mannen en vrouwen;65 jaar of ouder;224 Computervredebreuk;2016;0;0
7957;Totaal mannen en vrouwen;65 jaar of ouder;224 Computervredebreuk;2017;0;0
7958;Totaal mannen en vrouwen;65 jaar of ouder;224 Computervredebreuk;2018;10;10
7959;Totaal mannen en vrouwen;65 jaar of ouder;224 Computervredebreuk;2019;0;0
7960;Totaal mannen en vrouwen;65 jaar of ouder;224 Computervredebreuk;2020;20;20
7961;Totaal mannen en vrouwen;65 jaar of ouder;224 Computervredebreuk;2021;20;20
7962;Totaal mannen en vrouwen;65 jaar of ouder;224 Computervredebreuk;2022;10;10
7963;Totaal mannen en vrouwen;65 jaar of ouder;224 Computervredebreuk;2023;10;10
7964;Totaal mannen en vrouwen;65 jaar of ouder;224 Computervredebreuk;2024;10;10
7965;Totaal mannen en vrouwen;65 jaar of ouder;225 Discriminatie;2010;20;20
7966;Totaal mannen en vrouwen;65 jaar of ouder;225 Discriminatie;2011;20;20
7967;Totaal mannen en vrouwen;65 jaar of ouder;225 Discriminatie;2012;10;10
7968;Totaal mannen en vrouwen;65 jaar of ouder;225 Discriminatie;2013;20;20
7969;Totaal mannen en vrouwen;65 jaar of ouder;225 Discriminatie;2014;20;20
7970;Totaal mannen en vrouwen;65 jaar of ouder;225 Discriminatie;2015;10;10
7971;Totaal mannen en vrouwen;65 jaar of ouder;225 Discriminatie;2016;20;20
7972;Totaal mannen en vrouwen;65 jaar of ouder;225 Discriminatie;2017;10;10
7973;Totaal mannen en vrouwen;65 jaar of ouder;225 Discriminatie;2018;10;10
7974;Totaal mannen en vrouwen;65 jaar of ouder;225 Discriminatie;2019;20;10
7975;Totaal mannen en vrouwen;65 jaar of ouder;225 Discriminatie;2020;20;20
7976;Totaal mannen en vrouwen;65 jaar of ouder;225 Discriminatie;2021;20;20
7977;Totaal mannen en vrouwen;65 jaar of ouder;225 Discriminatie;2022;20;20
7978;Totaal mannen en vrouwen;65 jaar of ouder;225 Discriminatie;2023;20;20
7979;Totaal mannen en vrouwen;65 jaar of ouder;225 Discriminatie;2024;10;10
7980;Totaal mannen en vrouwen;65 jaar of ouder;226 Openbare orde misdrijf (overig);2010;80;80
7981;Totaal mannen en vrouwen;65 jaar of ouder;226 Openbare orde misdrijf (overig);2011;90;80
7982;Totaal mannen en vrouwen;65 jaar of ouder;226 Openbare orde misdrijf (overig);2012;30;30
7983;Totaal mannen en vrouwen;65 jaar of ouder;226 Openbare orde misdrijf (overig);2013;20;20
7984;Totaal mannen en vrouwen;65 jaar of ouder;226 Openbare orde misdrijf (overig);2014;40;40
7985;Totaal mannen en vrouwen;65 jaar of ouder;226 Openbare orde misdrijf (overig);2015;10;10
7986;Totaal mannen en vrouwen;65 jaar of ouder;226 Openbare orde misdrijf (overig);2016;20;10
7987;Totaal mannen en vrouwen;65 jaar of ouder;226 Openbare orde misdrijf (overig);2017;10;10
7988;Totaal mannen en vrouwen;65 jaar of ouder;226 Openbare orde misdrijf (overig);2018;10;10
7989;Totaal mannen en vrouwen;65 jaar of ouder;226 Openbare orde misdrijf (overig);2019;20;20
7990;Totaal mannen en vrouwen;65 jaar of ouder;226 Openbare orde misdrijf (overig);2020;10;10
7991;Totaal mannen en vrouwen;65 jaar of ouder;226 Openbare orde misdrijf (overig);2021;10;10
7992;Totaal mannen en vrouwen;65 jaar of ouder;226 Openbare orde misdrijf (overig);2022;20;20
7993;Totaal mannen en vrouwen;65 jaar of ouder;226 Openbare orde misdrijf (overig);2023;40;30
7994;Totaal mannen en vrouwen;65 jaar of ouder;226 Openbare orde misdrijf (overig);2024;30;20
7995;Totaal mannen en vrouwen;65 jaar of ouder;23 Brandstichting / ontploffing;2010;20;20
7996;Totaal mannen en vrouwen;65 jaar of ouder;23 Brandstichting / ontploffing;2011;20;20
7997;Totaal mannen en vrouwen;65 jaar of ouder;23 Brandstichting / ontploffing;2012;20;20
7998;Totaal mannen en vrouwen;65 jaar of ouder;23 Brandstichting / ontploffing;2013;20;20
7999;Totaal mannen en vrouwen;65 jaar of ouder;23 Brandstichting / ontploffing;2014;20;20
8000;Totaal mannen en vrouwen;65 jaar of ouder;23 Brandstichting / ontploffing;2015;20;20
8001;Totaal mannen en vrouwen;65 jaar of ouder;23 Brandstichting / ontploffing;2016;30;30
8002;Totaal mannen en vrouwen;65 jaar of ouder;23 Brandstichting / ontploffing;2017;30;20
8003;Totaal mannen en vrouwen;65 jaar of ouder;23 Brandstichting / ontploffing;2018;20;20
8004;Totaal mannen en vrouwen;65 jaar of ouder;23 Brandstichting / ontploffing;2019;10;10
8005;Totaal mannen en vrouwen;65 jaar of ouder;23 Brandstichting / ontploffing;2020;50;30
8006;Totaal mannen en vrouwen;65 jaar of ouder;23 Brandstichting / ontploffing;2021;20;10
8007;Totaal mannen en vrouwen;65 jaar of ouder;23 Brandstichting / ontploffing;2022;20;20
8008;Totaal mannen en vrouwen;65 jaar of ouder;23 Brandstichting / ontploffing;2023;10;10
8009;Totaal mannen en vrouwen;65 jaar of ouder;23 Brandstichting / ontploffing;2024;30;20
8010;Totaal mannen en vrouwen;65 jaar of ouder;24 Openbaar gezag misdrijf;2010;50;40
8011;Totaal mannen en vrouwen;65 jaar of ouder;24 Openbaar gezag misdrijf;2011;40;40
8012;Totaal mannen en vrouwen;65 jaar of ouder;24 Openbaar gezag misdrijf;2012;50;40
8013;Totaal mannen en vrouwen;65 jaar of ouder;24 Openbaar gezag misdrijf;2013;40;40
8014;Totaal mannen en vrouwen;65 jaar of ouder;24 Openbaar gezag misdrijf;2014;50;40
8015;Totaal mannen en vrouwen;65 jaar of ouder;24 Openbaar gezag misdrijf;2015;30;30
8016;Totaal mannen en vrouwen;65 jaar of ouder;24 Openbaar gezag misdrijf;2016;60;40
8017;Totaal mannen en vrouwen;65 jaar of ouder;24 Openbaar gezag misdrijf;2017;40;40
8018;Totaal mannen en vrouwen;65 jaar of ouder;24 Openbaar gezag misdrijf;2018;60;40
8019;Totaal mannen en vrouwen;65 jaar of ouder;24 Openbaar gezag misdrijf;2019;80;60
8020;Totaal mannen en vrouwen;65 jaar of ouder;24 Openbaar gezag misdrijf;2020;90;60
8021;Totaal mannen en vrouwen;65 jaar of ouder;24 Openbaar gezag misdrijf;2021;110;90
8022;Totaal mannen en vrouwen;65 jaar of ouder;24 Openbaar gezag misdrijf;2022;80;70
8023;Totaal mannen en vrouwen;65 jaar of ouder;24 Openbaar gezag misdrijf;2023;100;60
8024;Totaal mannen en vrouwen;65 jaar of ouder;24 Openbaar gezag misdrijf;2024;120;70
8025;Totaal mannen en vrouwen;65 jaar of ouder;241 Niet opvolgen van ambtelijk bevel;2010;30;20
8026;Totaal mannen en vrouwen;65 jaar of ouder;241 Niet opvolgen van ambtelijk bevel;2011;20;20
8027;Totaal mannen en vrouwen;65 jaar of ouder;241 Niet opvolgen van ambtelijk bevel;2012;30;20
8028;Totaal mannen en vrouwen;65 jaar of ouder;241 Niet opvolgen van ambtelijk bevel;2013;20;20
8029;Totaal mannen en vrouwen;65 jaar of ouder;241 Niet opvolgen van ambtelijk bevel;2014;30;20
8030;Totaal mannen en vrouwen;65 jaar of ouder;241 Niet opvolgen van ambtelijk bevel;2015;10;10
8031;Totaal mannen en vrouwen;65 jaar of ouder;241 Niet opvolgen van ambtelijk bevel;2016;30;20
8032;Totaal mannen en vrouwen;65 jaar of ouder;241 Niet opvolgen van ambtelijk bevel;2017;20;20
8033;Totaal mannen en vrouwen;65 jaar of ouder;241 Niet opvolgen van ambtelijk bevel;2018;40;20
8034;Totaal mannen en vrouwen;65 jaar of ouder;241 Niet opvolgen van ambtelijk bevel;2019;40;30
8035;Totaal mannen en vrouwen;65 jaar of ouder;241 Niet opvolgen van ambtelijk bevel;2020;50;30
8036;Totaal mannen en vrouwen;65 jaar of ouder;241 Niet opvolgen van ambtelijk bevel;2021;50;40
8037;Totaal mannen en vrouwen;65 jaar of ouder;241 Niet opvolgen van ambtelijk bevel;2022;30;20
8038;Totaal mannen en vrouwen;65 jaar of ouder;241 Niet opvolgen van ambtelijk bevel;2023;60;30
8039;Totaal mannen en vrouwen;65 jaar of ouder;241 Niet opvolgen van ambtelijk bevel;2024;80;40
8040;Totaal mannen en vrouwen;65 jaar of ouder;242 Wederspannigheid;2010;10;10
8041;Totaal mannen en vrouwen;65 jaar of ouder;242 Wederspannigheid;2011;10;10
8042;Totaal mannen en vrouwen;65 jaar of ouder;242 Wederspannigheid;2012;10;10
8043;Totaal mannen en vrouwen;65 jaar of ouder;242 Wederspannigheid;2013;10;10
8044;Totaal mannen en vrouwen;65 jaar of ouder;242 Wederspannigheid;2014;10;10
8045;Totaal mannen en vrouwen;65 jaar of ouder;242 Wederspannigheid;2015;10;10
8046;Totaal mannen en vrouwen;65 jaar of ouder;242 Wederspannigheid;2016;10;10
8047;Totaal mannen en vrouwen;65 jaar of ouder;242 Wederspannigheid;2017;10;10
8048;Totaal mannen en vrouwen;65 jaar of ouder;242 Wederspannigheid;2018;10;10
8049;Totaal mannen en vrouwen;65 jaar of ouder;242 Wederspannigheid;2019;20;20
8050;Totaal mannen en vrouwen;65 jaar of ouder;242 Wederspannigheid;2020;10;10
8051;Totaal mannen en vrouwen;65 jaar of ouder;242 Wederspannigheid;2021;10;10
8052;Totaal mannen en vrouwen;65 jaar of ouder;242 Wederspannigheid;2022;10;10
8053;Totaal mannen en vrouwen;65 jaar of ouder;242 Wederspannigheid;2023;10;10
8054;Totaal mannen en vrouwen;65 jaar of ouder;242 Wederspannigheid;2024;10;10
8055;Totaal mannen en vrouwen;65 jaar of ouder;243 Valse aangifte;2010;10;10
8056;Totaal mannen en vrouwen;65 jaar of ouder;243 Valse aangifte;2011;10;10
8057;Totaal mannen en vrouwen;65 jaar of ouder;243 Valse aangifte;2012;10;10
8058;Totaal mannen en vrouwen;65 jaar of ouder;243 Valse aangifte;2013;10;10
8059;Totaal mannen en vrouwen;65 jaar of ouder;243 Valse aangifte;2014;10;10
8060;Totaal mannen en vrouwen;65 jaar of ouder;243 Valse aangifte;2015;10;10
8061;Totaal mannen en vrouwen;65 jaar of ouder;243 Valse aangifte;2016;10;10
8062;Totaal mannen en vrouwen;65 jaar of ouder;243 Valse aangifte;2017;0;0
8063;Totaal mannen en vrouwen;65 jaar of ouder;243 Valse aangifte;2018;10;10
8064;Totaal mannen en vrouwen;65 jaar of ouder;243 Valse aangifte;2019;10;10
8065;Totaal mannen en vrouwen;65 jaar of ouder;243 Valse aangifte;2020;0;0
8066;Totaal mannen en vrouwen;65 jaar of ouder;243 Valse aangifte;2021;0;0
8067;Totaal mannen en vrouwen;65 jaar of ouder;243 Valse aangifte;2022;0;0
8068;Totaal mannen en vrouwen;65 jaar of ouder;243 Valse aangifte;2023;0;0
8069;Totaal mannen en vrouwen;65 jaar of ouder;243 Valse aangifte;2024;0;0
8070;Totaal mannen en vrouwen;65 jaar of ouder;245 Verblijf ongewenste vreemdeling;2010;0;0
8071;Totaal mannen en vrouwen;65 jaar of ouder;245 Verblijf ongewenste vreemdeling;2011;0;0
8072;Totaal mannen en vrouwen;65 jaar of ouder;245 Verblijf ongewenste vreemdeling;2012;0;0
8073;Totaal mannen en vrouwen;65 jaar of ouder;245 Verblijf ongewenste vreemdeling;2013;0;0
8074;Totaal mannen en vrouwen;65 jaar of ouder;245 Verblijf ongewenste vreemdeling;2014;0;0
8075;Totaal mannen en vrouwen;65 jaar of ouder;245 Verblijf ongewenste vreemdeling;2015;0;0
8076;Totaal mannen en vrouwen;65 jaar of ouder;245 Verblijf ongewenste vreemdeling;2016;0;0
8077;Totaal mannen en vrouwen;65 jaar of ouder;245 Verblijf ongewenste vreemdeling;2017;0;0
8078;Totaal mannen en vrouwen;65 jaar of ouder;245 Verblijf ongewenste vreemdeling;2018;0;0
8079;Totaal mannen en vrouwen;65 jaar of ouder;245 Verblijf ongewenste vreemdeling;2019;0;0
8080;Totaal mannen en vrouwen;65 jaar of ouder;245 Verblijf ongewenste vreemdeling;2020;0;0
8081;Totaal mannen en vrouwen;65 jaar of ouder;245 Verblijf ongewenste vreemdeling;2021;0;0
8082;Totaal mannen en vrouwen;65 jaar of ouder;245 Verblijf ongewenste vreemdeling;2022;0;0
8083;Totaal mannen en vrouwen;65 jaar of ouder;245 Verblijf ongewenste vreemdeling;2023;0;0
8084;Totaal mannen en vrouwen;65 jaar of ouder;245 Verblijf ongewenste vreemdeling;2024;0;0
8085;Totaal mannen en vrouwen;65 jaar of ouder;246 Openbaar gezag misdrijf (overig);2010;10;10
8086;Totaal mannen en vrouwen;65 jaar of ouder;246 Openbaar gezag misdrijf (overig);2011;0;0
8087;Totaal mannen en vrouwen;65 jaar of ouder;246 Openbaar gezag misdrijf (overig);2012;10;10
8088;Totaal mannen en vrouwen;65 jaar of ouder;246 Openbaar gezag misdrijf (overig);2013;0;0
8089;Totaal mannen en vrouwen;65 jaar of ouder;246 Openbaar gezag misdrijf (overig);2014;0;0
8090;Totaal mannen en vrouwen;65 jaar of ouder;246 Openbaar gezag misdrijf (overig);2015;0;0
8091;Totaal mannen en vrouwen;65 jaar of ouder;246 Openbaar gezag misdrijf (overig);2016;10;10
8092;Totaal mannen en vrouwen;65 jaar of ouder;246 Openbaar gezag misdrijf (overig);2017;10;0
8093;Totaal mannen en vrouwen;65 jaar of ouder;246 Openbaar gezag misdrijf (overig);2018;0;0
8094;Totaal mannen en vrouwen;65 jaar of ouder;246 Openbaar gezag misdrijf (overig);2019;10;10
8095;Totaal mannen en vrouwen;65 jaar of ouder;246 Openbaar gezag misdrijf (overig);2020;20;20
8096;Totaal mannen en vrouwen;65 jaar of ouder;246 Openbaar gezag misdrijf (overig);2021;40;30
8097;Totaal mannen en vrouwen;65 jaar of ouder;246 Openbaar gezag misdrijf (overig);2022;30;30
8098;Totaal mannen en vrouwen;65 jaar of ouder;246 Openbaar gezag misdrijf (overig);2023;20;20
8099;Totaal mannen en vrouwen;65 jaar of ouder;246 Openbaar gezag misdrijf (overig);2024;20;20
8100;Totaal mannen en vrouwen;65 jaar of ouder;3 Gewelds- en seksuele misdrijven;2010;1860;1650
8101;Totaal mannen en vrouwen;65 jaar of ouder;3 Gewelds- en seksuele misdrijven;2011;1840;1680
8102;Totaal mannen en vrouwen;65 jaar of ouder;3 Gewelds- en seksuele misdrijven;2012;1990;1750
8103;Totaal mannen en vrouwen;65 jaar of ouder;3 Gewelds- en seksuele misdrijven;2013;1930;1690
8104;Totaal mannen en vrouwen;65 jaar of ouder;3 Gewelds- en seksuele misdrijven;2014;1910;1710
8105;Totaal mannen en vrouwen;65 jaar of ouder;3 Gewelds- en seksuele misdrijven;2015;1720;1520
8106;Totaal mannen en vrouwen;65 jaar of ouder;3 Gewelds- en seksuele misdrijven;2016;1650;1440
8107;Totaal mannen en vrouwen;65 jaar of ouder;3 Gewelds- en seksuele misdrijven;2017;1460;1310
8108;Totaal mannen en vrouwen;65 jaar of ouder;3 Gewelds- en seksuele misdrijven;2018;1490;1320
8109;Totaal mannen en vrouwen;65 jaar of ouder;3 Gewelds- en seksuele misdrijven;2019;1530;1320
8110;Totaal mannen en vrouwen;65 jaar of ouder;3 Gewelds- en seksuele misdrijven;2020;1420;1200
8111;Totaal mannen en vrouwen;65 jaar of ouder;3 Gewelds- en seksuele misdrijven;2021;1320;1160
8112;Totaal mannen en vrouwen;65 jaar of ouder;3 Gewelds- en seksuele misdrijven;2022;1260;1060
8113;Totaal mannen en vrouwen;65 jaar of ouder;3 Gewelds- en seksuele misdrijven;2023;1230;1040
8114;Totaal mannen en vrouwen;65 jaar of ouder;3 Gewelds- en seksuele misdrijven;2024;1090;910
8115;Totaal mannen en vrouwen;65 jaar of ouder;31 Mishandeling;2010;880;830
8116;Totaal mannen en vrouwen;65 jaar of ouder;31 Mishandeling;2011;860;830
8117;Totaal mannen en vrouwen;65 jaar of ouder;31 Mishandeling;2012;960;890
8118;Totaal mannen en vrouwen;65 jaar of ouder;31 Mishandeling;2013;960;890
8119;Totaal mannen en vrouwen;65 jaar of ouder;31 Mishandeling;2014;940;890
8120;Totaal mannen en vrouwen;65 jaar of ouder;31 Mishandeling;2015;880;830
8121;Totaal mannen en vrouwen;65 jaar of ouder;31 Mishandeling;2016;860;800
8122;Totaal mannen en vrouwen;65 jaar of ouder;31 Mishandeling;2017;770;730
8123;Totaal mannen en vrouwen;65 jaar of ouder;31 Mishandeling;2018;770;720
8124;Totaal mannen en vrouwen;65 jaar of ouder;31 Mishandeling;2019;790;730
8125;Totaal mannen en vrouwen;65 jaar of ouder;31 Mishandeling;2020;710;660
8126;Totaal mannen en vrouwen;65 jaar of ouder;31 Mishandeling;2021;620;580
8127;Totaal mannen en vrouwen;65 jaar of ouder;31 Mishandeling;2022;630;590
8128;Totaal mannen en vrouwen;65 jaar of ouder;31 Mishandeling;2023;600;560
8129;Totaal mannen en vrouwen;65 jaar of ouder;31 Mishandeling;2024;520;480
8130;Totaal mannen en vrouwen;65 jaar of ouder;32 Bedreiging en stalking;2010;550;510
8131;Totaal mannen en vrouwen;65 jaar of ouder;32 Bedreiging en stalking;2011;560;520
8132;Totaal mannen en vrouwen;65 jaar of ouder;32 Bedreiging en stalking;2012;620;550
8133;Totaal mannen en vrouwen;65 jaar of ouder;32 Bedreiging en stalking;2013;610;540
8134;Totaal mannen en vrouwen;65 jaar of ouder;32 Bedreiging en stalking;2014;630;540
8135;Totaal mannen en vrouwen;65 jaar of ouder;32 Bedreiging en stalking;2015;510;450
8136;Totaal mannen en vrouwen;65 jaar of ouder;32 Bedreiging en stalking;2016;510;440
8137;Totaal mannen en vrouwen;65 jaar of ouder;32 Bedreiging en stalking;2017;390;340
8138;Totaal mannen en vrouwen;65 jaar of ouder;32 Bedreiging en stalking;2018;420;370
8139;Totaal mannen en vrouwen;65 jaar of ouder;32 Bedreiging en stalking;2019;430;380
8140;Totaal mannen en vrouwen;65 jaar of ouder;32 Bedreiging en stalking;2020;460;390
8141;Totaal mannen en vrouwen;65 jaar of ouder;32 Bedreiging en stalking;2021;410;360
8142;Totaal mannen en vrouwen;65 jaar of ouder;32 Bedreiging en stalking;2022;340;280
8143;Totaal mannen en vrouwen;65 jaar of ouder;32 Bedreiging en stalking;2023;340;280
8144;Totaal mannen en vrouwen;65 jaar of ouder;32 Bedreiging en stalking;2024;320;270
8145;Totaal mannen en vrouwen;65 jaar of ouder;321 Bedreiging;2010;470;440
8146;Totaal mannen en vrouwen;65 jaar of ouder;321 Bedreiging;2011;490;450
8147;Totaal mannen en vrouwen;65 jaar of ouder;321 Bedreiging;2012;530;470
8148;Totaal mannen en vrouwen;65 jaar of ouder;321 Bedreiging;2013;510;460
8149;Totaal mannen en vrouwen;65 jaar of ouder;321 Bedreiging;2014;530;470
8150;Totaal mannen en vrouwen;65 jaar of ouder;321 Bedreiging;2015;460;410
8151;Totaal mannen en vrouwen;65 jaar of ouder;321 Bedreiging;2016;420;380
8152;Totaal mannen en vrouwen;65 jaar of ouder;321 Bedreiging;2017;340;300
8153;Totaal mannen en vrouwen;65 jaar of ouder;321 Bedreiging;2018;370;330
8154;Totaal mannen en vrouwen;65 jaar of ouder;321 Bedreiging;2019;360;320
8155;Totaal mannen en vrouwen;65 jaar of ouder;321 Bedreiging;2020;390;330
8156;Totaal mannen en vrouwen;65 jaar of ouder;321 Bedreiging;2021;330;290
8157;Totaal mannen en vrouwen;65 jaar of ouder;321 Bedreiging;2022;290;240
8158;Totaal mannen en vrouwen;65 jaar of ouder;321 Bedreiging;2023;280;230
8159;Totaal mannen en vrouwen;65 jaar of ouder;321 Bedreiging;2024;260;220
