ID;Geslacht;PositieInDeWerkkring;Persoonskenmerken;Perioden;Totaal_1;RegelmatigOfSomsOverwerken_2;RegelmatigOverwerken_3;SomsOverwerken_4;NietOverwerken_5;Onbekend_6;GemiddeldAantalOverwerkuren_7
690;Vrouwen;Werknemer met vaste arbeidsrelatie;04 Bedrijfseconomische en administrat...;2022;663;476;128;347;170;18;1.0
691;Vrouwen;Werknemer met vaste arbeidsrelatie;04 Bedrijfseconomische en administrat...;2023;656;458;108;350;181;18;0.9
692;Vrouwen;Werknemer met vaste arbeidsrelatie;04 Bedrijfseconomische en administrat...;2024;686;460;106;355;208;17;0.9
693;Vrouwen;Werknemer met vaste arbeidsrelatie;05 Managers;2022;99;90;41;49;8;1;2.3
694;Vrouwen;Werknemer met vaste arbeidsrelatie;05 Managers;2023;111;99;48;51;10;1;2.0
695;Vrouwen;Werknemer met vaste arbeidsrelatie;05 Managers;2024;123;109;53;57;12;2;1.9
696;Vrouwen;Werknemer met vaste arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;2022;90;68;23;45;21;1;1.2
697;Vrouwen;Werknemer met vaste arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;2023;107;83;32;51;23;1;1.4
698;Vrouwen;Werknemer met vaste arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;2024;96;69;22;47;26;1;1.2
699;Vrouwen;Werknemer met vaste arbeidsrelatie;07 Technische beroepen;2022;107;74;18;57;31;2;1.0
700;Vrouwen;Werknemer met vaste arbeidsrelatie;07 Technische beroepen;2023;107;72;17;56;33;2;0.9
701;Vrouwen;Werknemer met vaste arbeidsrelatie;07 Technische beroepen;2024;122;76;16;60;44;2;0.9
702;Vrouwen;Werknemer met vaste arbeidsrelatie;08 ICT beroepen;2022;61;44;10;34;16;1;
703;Vrouwen;Werknemer met vaste arbeidsrelatie;08 ICT beroepen;2023;58;39;8;31;18;2;
704;Vrouwen;Werknemer met vaste arbeidsrelatie;08 ICT beroepen;2024;63;43;9;34;18;1;
705;Vrouwen;Werknemer met vaste arbeidsrelatie;09 Agrarische beroepen;2022;8;4;0;4;3;0;
706;Vrouwen;Werknemer met vaste arbeidsrelatie;09 Agrarische beroepen;2023;11;7;1;6;3;1;
707;Vrouwen;Werknemer met vaste arbeidsrelatie;09 Agrarische beroepen;2024;8;5;1;4;2;1;
708;Vrouwen;Werknemer met vaste arbeidsrelatie;10 Zorg en welzijn beroepen;2022;688;569;211;358;113;6;1.5
709;Vrouwen;Werknemer met vaste arbeidsrelatie;10 Zorg en welzijn beroepen;2023;728;600;203;397;122;6;1.5
710;Vrouwen;Werknemer met vaste arbeidsrelatie;10 Zorg en welzijn beroepen;2024;734;594;183;410;135;5;1.3
711;Vrouwen;Werknemer met vaste arbeidsrelatie;11 Dienstverlenende beroepen;2022;192;119;31;88;68;6;1.1
712;Vrouwen;Werknemer met vaste arbeidsrelatie;11 Dienstverlenende beroepen;2023;193;123;33;90;65;6;0.9
713;Vrouwen;Werknemer met vaste arbeidsrelatie;11 Dienstverlenende beroepen;2024;183;109;26;83;67;7;0.8
714;Vrouwen;Werknemer met vaste arbeidsrelatie;12 Transport en logistiek beroepen;2022;31;23;6;17;8;0;
715;Vrouwen;Werknemer met vaste arbeidsrelatie;12 Transport en logistiek beroepen;2023;36;26;10;16;9;1;
716;Vrouwen;Werknemer met vaste arbeidsrelatie;12 Transport en logistiek beroepen;2024;28;18;5;12;10;1;
717;Vrouwen;Werknemer met vaste arbeidsrelatie;13 Beroepsklasse overig;2022;11;6;2;4;4;1;
718;Vrouwen;Werknemer met vaste arbeidsrelatie;13 Beroepsklasse overig;2023;10;4;1;3;4;1;
719;Vrouwen;Werknemer met vaste arbeidsrelatie;13 Beroepsklasse overig;2024;7;3;1;3;3;1;
720;Vrouwen;Werknemer met flexibele arbeidsrelatie;Totaal personen;2022;1381;766;206;559;510;106;1.1
721;Vrouwen;Werknemer met flexibele arbeidsrelatie;Totaal personen;2023;1404;796;201;595;511;97;1.1
722;Vrouwen;Werknemer met flexibele arbeidsrelatie;Totaal personen;2024;1390;770;182;588;519;101;1.0
723;Vrouwen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2022;638;341;86;256;238;59;1.0
724;Vrouwen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2023;650;354;84;269;240;56;1.1
725;Vrouwen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2024;658;357;80;277;242;59;1.0
726;Vrouwen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 25 tot 35 jaar;2022;312;188;53;135;110;14;1.2
727;Vrouwen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 25 tot 35 jaar;2023;323;201;57;145;108;14;1.0
728;Vrouwen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 25 tot 35 jaar;2024;310;184;46;138;112;14;1.0
729;Vrouwen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 35 tot 45 jaar;2022;171;96;28;68;62;12;1.1
730;Vrouwen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 35 tot 45 jaar;2023;170;103;25;78;58;10;1.1
731;Vrouwen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 35 tot 45 jaar;2024;172;103;26;76;63;6;0.9
732;Vrouwen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 55 jaar;2022;145;85;26;59;50;10;1.2
733;Vrouwen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 55 jaar;2023;136;77;19;58;50;9;1.1
734;Vrouwen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 55 jaar;2024;122;68;15;53;44;10;0.9
735;Vrouwen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 55 tot 65 jaar;2022;96;50;13;37;38;9;1.3
736;Vrouwen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 55 tot 65 jaar;2023;101;53;14;39;41;7;1.3
737;Vrouwen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 55 tot 65 jaar;2024;94;49;13;36;37;8;1.2
738;Vrouwen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 65 tot 75 jaar;2022;19;6;1;4;11;3;
739;Vrouwen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 65 tot 75 jaar;2023;24;9;2;6;15;1;
740;Vrouwen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 65 tot 75 jaar;2024;34;10;2;8;21;3;
741;Vrouwen;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2022;372;188;46;142;147;36;1.0
742;Vrouwen;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2023;402;206;41;165;162;34;1.0
743;Vrouwen;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2024;405;201;42;160;166;38;0.8
744;Vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2022;563;307;80;227;210;46;1.1
745;Vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2023;548;308;80;228;201;39;1.1
746;Vrouwen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2024;536;299;69;231;196;41;1.0
747;Vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2022;439;267;79;188;150;22;1.2
748;Vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2023;443;278;79;199;143;23;1.1
749;Vrouwen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2024;438;265;71;194;154;20;1.1
750;Vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;2022;8;3;1;3;3;1;
751;Vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;2023;11;4;1;4;6;2;
752;Vrouwen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;2024;11;5;1;4;4;2;
753;Vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;2022;1044;555;136;419;412;77;1.0
754;Vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;2023;1070;592;137;455;408;70;1.1
755;Vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;2024;1072;581;125;456;415;77;1.0
756;Vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;2022;307;142;30;111;142;24;0.9
757;Vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;2023;314;147;29;118;146;21;0.9
758;Vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;2024;324;150;30;120;151;23;0.8
759;Vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;2022;539;263;59;204;236;41;1.0
760;Vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;2023;538;265;55;210;235;37;1.0
761;Vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;2024;556;271;59;212;242;42;1.0
762;Vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;2022;232;121;29;92;94;17;1.0
763;Vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;2023;224;118;27;92;89;16;1.1
764;Vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;2024;232;121;29;92;92;19;1.1
765;Vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2022;505;292;77;215;176;36;1.1
766;Vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2023;532;326;82;245;173;33;1.1
767;Vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2024;517;310;66;244;172;34;1.0
768;Vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;2022;337;211;70;141;98;29;1.4
769;Vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;2023;334;205;64;141;103;27;1.1
770;Vrouwen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;2024;318;189;57;132;105;24;1.0
771;Vrouwen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;2022;146;76;24;52;58;11;1.2
772;Vrouwen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;2023;143;83;26;57;51;9;1.1
773;Vrouwen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;2024;140;80;25;55;49;11;1.2
774;Vrouwen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;2022;20;12;4;9;6;1;
775;Vrouwen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;2023;22;13;4;9;6;2;
776;Vrouwen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;2024;20;12;2;10;6;2;
777;Vrouwen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;2022;250;146;32;114;90;13;1.3
778;Vrouwen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;2023;261;155;35;120;95;11;1.1
779;Vrouwen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;2024;250;143;30;113;97;10;1.1
780;Vrouwen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;2022;242;126;27;99;99;16;0.9
781;Vrouwen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;2023;226;111;21;90;97;18;0.8
782;Vrouwen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;2024;214;101;17;84;98;15;0.7
783;Vrouwen;Werknemer met flexibele arbeidsrelatie;05 Managers;2022;15;10;3;8;3;2;
784;Vrouwen;Werknemer met flexibele arbeidsrelatie;05 Managers;2023;16;13;6;7;2;1;
785;Vrouwen;Werknemer met flexibele arbeidsrelatie;05 Managers;2024;18;13;5;9;2;2;
786;Vrouwen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;2022;32;16;5;10;14;2;
787;Vrouwen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;2023;27;15;4;12;10;1;
788;Vrouwen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;2024;30;15;3;12;13;2;
789;Vrouwen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;2022;74;39;7;31;29;7;1.2
790;Vrouwen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;2023;80;45;8;37;30;4;0.9
791;Vrouwen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;2024;81;43;9;34;32;6;0.7
792;Vrouwen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;2022;20;8;1;7;11;1;
793;Vrouwen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;2023;19;8;1;7;9;2;
794;Vrouwen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;2024;21;9;2;7;12;1;
795;Vrouwen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;2022;15;6;1;5;6;3;
796;Vrouwen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;2023;14;6;1;5;7;2;
797;Vrouwen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;2024;13;4;1;3;6;4;
798;Vrouwen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;2022;246;147;53;94;73;26;1.3
799;Vrouwen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;2023;254;159;50;109;74;22;1.4
800;Vrouwen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;2024;255;161;46;115;71;23;1.2
801;Vrouwen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;2022;217;115;30;85;85;17;1.1
802;Vrouwen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;2023;238;129;32;97;93;16;1.0
803;Vrouwen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;2024;254;134;29;105;101;19;0.9
804;Vrouwen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;2022;94;59;18;41;31;3;1.0
805;Vrouwen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;2023;86;52;12;40;31;3;1.0
806;Vrouwen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;2024;84;52;13;39;30;3;0.9
807;Vrouwen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;2022;11;4;1;4;3;3;
808;Vrouwen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;2023;19;8;1;7;6;4;
809;Vrouwen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;2024;12;4;1;4;3;4;
