ID;GeboortelandGroep;Geslacht;JaarVanVestigingInNederland;Perioden;TotaalNietNederlandseImmigranten_1;WerknemersZelfstandigen_2;WerkloosheidsOfBijstandsuitkering_3;ArbeidsongeschiktheidsOverigeUitkering_4;OverigeNietNederlandseImmigranten_5
243;1;Totaal mannen en vrouwen;Vestigingsjaar 1996;2002;100.0;36.0;39.0;1.0;23.0
244;1;Totaal mannen en vrouwen;Vestigingsjaar 1996;2003;100.0;36.0;36.0;2.0;26.0
245;1;Totaal mannen en vrouwen;Vestigingsjaar 1997;1999;100.0;19.0;52.0;1.0;28.0
246;1;Totaal mannen en vrouwen;Vestigingsjaar 1997;2000;100.0;19.0;61.0;1.0;19.0
247;1;Totaal mannen en vrouwen;Vestigingsjaar 1997;2001;100.0;27.0;53.0;1.0;20.0
248;1;Totaal mannen en vrouwen;Vestigingsjaar 1997;2002;100.0;33.0;44.0;1.0;22.0
249;1;Totaal mannen en vrouwen;Vestigingsjaar 1997;2003;100.0;32.0;40.0;2.0;26.0
250;1;Totaal mannen en vrouwen;Vestigingsjaar 1998;1999;100.0;19.0;27.0;0.0;53.0
251;1;Totaal mannen en vrouwen;Vestigingsjaar 1998;2000;100.0;26.0;45.0;1.0;28.0
252;1;Totaal mannen en vrouwen;Vestigingsjaar 1998;2001;100.0;20.0;60.0;1.0;19.0
253;1;Totaal mannen en vrouwen;Vestigingsjaar 1998;2002;100.0;27.0;50.0;1.0;22.0
254;1;Totaal mannen en vrouwen;Vestigingsjaar 1998;2003;100.0;30.0;44.0;1.0;25.0
255;1;Totaal mannen en vrouwen;Vestigingsjaar 1999;1999;100.0;12.0;7.0;0.0;81.0
256;1;Totaal mannen en vrouwen;Vestigingsjaar 1999;2000;100.0;29.0;15.0;0.0;55.0
257;1;Totaal mannen en vrouwen;Vestigingsjaar 1999;2001;100.0;21.0;57.0;1.0;22.0
258;1;Totaal mannen en vrouwen;Vestigingsjaar 1999;2002;100.0;22.0;54.0;0.0;23.0
259;1;Totaal mannen en vrouwen;Vestigingsjaar 1999;2003;100.0;26.0;50.0;1.0;24.0
260;1;Totaal mannen en vrouwen;Vestigingsjaar 2000;1999;;;;;
261;1;Totaal mannen en vrouwen;Vestigingsjaar 2000;2000;100.0;9.0;9.0;0.0;81.0
262;1;Totaal mannen en vrouwen;Vestigingsjaar 2000;2001;100.0;12.0;47.0;1.0;41.0
263;1;Totaal mannen en vrouwen;Vestigingsjaar 2000;2002;100.0;12.0;51.0;1.0;36.0
264;1;Totaal mannen en vrouwen;Vestigingsjaar 2000;2003;100.0;16.0;52.0;1.0;32.0
265;1;Totaal mannen en vrouwen;Vestigingsjaar 2001;1999;;;;;
266;1;Totaal mannen en vrouwen;Vestigingsjaar 2001;2000;;;;;
267;1;Totaal mannen en vrouwen;Vestigingsjaar 2001;2001;100.0;9.0;20.0;1.0;70.0
268;1;Totaal mannen en vrouwen;Vestigingsjaar 2001;2002;100.0;11.0;39.0;0.0;49.0
269;1;Totaal mannen en vrouwen;Vestigingsjaar 2001;2003;100.0;12.0;46.0;0.0;42.0
270;1;Totaal mannen en vrouwen;Vestigingsjaar 2002;1999;;;;;
271;1;Totaal mannen en vrouwen;Vestigingsjaar 2002;2000;;;;;
272;1;Totaal mannen en vrouwen;Vestigingsjaar 2002;2001;;;;;
273;1;Totaal mannen en vrouwen;Vestigingsjaar 2002;2002;100.0;9.0;8.0;0.0;83.0
274;1;Totaal mannen en vrouwen;Vestigingsjaar 2002;2003;100.0;14.0;18.0;0.0;68.0
275;1;Totaal mannen en vrouwen;Vestigingsjaar 2003;1999;;;;;
276;1;Totaal mannen en vrouwen;Vestigingsjaar 2003;2000;;;;;
277;1;Totaal mannen en vrouwen;Vestigingsjaar 2003;2001;;;;;
278;1;Totaal mannen en vrouwen;Vestigingsjaar 2003;2002;;;;;
279;1;Totaal mannen en vrouwen;Vestigingsjaar 2003;2003;100.0;11.0;12.0;0.0;77.0
280;1;Mannen;Vestigingsjaar 1990;1999;100.0;;;;
281;1;Mannen;Vestigingsjaar 1990;2000;100.0;;;;
282;1;Mannen;Vestigingsjaar 1990;2001;100.0;;;;
283;1;Mannen;Vestigingsjaar 1990;2002;100.0;;;;
284;1;Mannen;Vestigingsjaar 1990;2003;100.0;;;;
285;1;Mannen;Vestigingsjaar 1991;1999;100.0;;;;
286;1;Mannen;Vestigingsjaar 1991;2000;100.0;;;;
287;1;Mannen;Vestigingsjaar 1991;2001;100.0;;;;
288;1;Mannen;Vestigingsjaar 1991;2002;100.0;;;;
289;1;Mannen;Vestigingsjaar 1991;2003;100.0;;;;
290;1;Mannen;Vestigingsjaar 1992;1999;100.0;;;;
291;1;Mannen;Vestigingsjaar 1992;2000;100.0;;;;
292;1;Mannen;Vestigingsjaar 1992;2001;100.0;;;;
293;1;Mannen;Vestigingsjaar 1992;2002;100.0;;;;
294;1;Mannen;Vestigingsjaar 1992;2003;100.0;;;;
295;1;Mannen;Vestigingsjaar 1993;1999;100.0;41.0;37.0;1.0;21.0
296;1;Mannen;Vestigingsjaar 1993;2000;100.0;43.0;30.0;1.0;25.0
297;1;Mannen;Vestigingsjaar 1993;2001;100.0;47.0;27.0;1.0;25.0
298;1;Mannen;Vestigingsjaar 1993;2002;100.0;49.0;22.0;1.0;28.0
299;1;Mannen;Vestigingsjaar 1993;2003;100.0;45.0;23.0;1.0;31.0
300;1;Mannen;Vestigingsjaar 1994;1999;100.0;42.0;40.0;1.0;16.0
301;1;Mannen;Vestigingsjaar 1994;2000;100.0;50.0;32.0;1.0;17.0
302;1;Mannen;Vestigingsjaar 1994;2001;100.0;53.0;25.0;3.0;19.0
303;1;Mannen;Vestigingsjaar 1994;2002;100.0;52.0;24.0;2.0;22.0
304;1;Mannen;Vestigingsjaar 1994;2003;100.0;49.0;24.0;2.0;25.0
305;1;Mannen;Vestigingsjaar 1995;1999;100.0;39.0;44.0;1.0;16.0
306;1;Mannen;Vestigingsjaar 1995;2000;100.0;47.0;36.0;2.0;16.0
307;1;Mannen;Vestigingsjaar 1995;2001;100.0;51.0;30.0;1.0;18.0
308;1;Mannen;Vestigingsjaar 1995;2002;100.0;53.0;25.0;2.0;20.0
309;1;Mannen;Vestigingsjaar 1995;2003;100.0;50.0;26.0;2.0;23.0
310;1;Mannen;Vestigingsjaar 1996;1999;100.0;27.0;55.0;0.0;18.0
311;1;Mannen;Vestigingsjaar 1996;2000;100.0;39.0;44.0;0.0;17.0
312;1;Mannen;Vestigingsjaar 1996;2001;100.0;44.0;36.0;1.0;19.0
313;1;Mannen;Vestigingsjaar 1996;2002;100.0;47.0;32.0;1.0;20.0
314;1;Mannen;Vestigingsjaar 1996;2003;100.0;46.0;31.0;1.0;22.0
315;1;Mannen;Vestigingsjaar 1997;1999;100.0;28.0;47.0;1.0;24.0
316;1;Mannen;Vestigingsjaar 1997;2000;100.0;28.0;55.0;1.0;16.0
317;1;Mannen;Vestigingsjaar 1997;2001;100.0;38.0;45.0;0.0;16.0
318;1;Mannen;Vestigingsjaar 1997;2002;100.0;44.0;37.0;0.0;18.0
319;1;Mannen;Vestigingsjaar 1997;2003;100.0;44.0;34.0;1.0;21.0
320;1;Mannen;Vestigingsjaar 1998;1999;100.0;29.0;22.0;0.0;49.0
321;1;Mannen;Vestigingsjaar 1998;2000;100.0;37.0;37.0;0.0;26.0
322;1;Mannen;Vestigingsjaar 1998;2001;100.0;29.0;53.0;0.0;18.0
323;1;Mannen;Vestigingsjaar 1998;2002;100.0;38.0;42.0;1.0;19.0
324;1;Mannen;Vestigingsjaar 1998;2003;100.0;41.0;37.0;1.0;22.0
325;1;Mannen;Vestigingsjaar 1999;1999;100.0;18.0;5.0;0.0;77.0
326;1;Mannen;Vestigingsjaar 1999;2000;100.0;41.0;13.0;0.0;45.0
327;1;Mannen;Vestigingsjaar 1999;2001;100.0;30.0;49.0;1.0;21.0
328;1;Mannen;Vestigingsjaar 1999;2002;100.0;31.0;46.0;0.0;22.0
329;1;Mannen;Vestigingsjaar 1999;2003;100.0;36.0;41.0;1.0;22.0
330;1;Mannen;Vestigingsjaar 2000;1999;;;;;
331;1;Mannen;Vestigingsjaar 2000;2000;100.0;14.0;7.0;0.0;79.0
332;1;Mannen;Vestigingsjaar 2000;2001;100.0;17.0;42.0;0.0;40.0
333;1;Mannen;Vestigingsjaar 2000;2002;100.0;17.0;47.0;0.0;35.0
334;1;Mannen;Vestigingsjaar 2000;2003;100.0;22.0;47.0;1.0;30.0
335;1;Mannen;Vestigingsjaar 2001;1999;;;;;
336;1;Mannen;Vestigingsjaar 2001;2000;;;;;
337;1;Mannen;Vestigingsjaar 2001;2001;100.0;13.0;17.0;0.0;69.0
338;1;Mannen;Vestigingsjaar 2001;2002;100.0;17.0;36.0;0.0;47.0
339;1;Mannen;Vestigingsjaar 2001;2003;100.0;17.0;42.0;0.0;40.0
340;1;Mannen;Vestigingsjaar 2002;1999;;;;;
341;1;Mannen;Vestigingsjaar 2002;2000;;;;;
342;1;Mannen;Vestigingsjaar 2002;2001;;;;;
343;1;Mannen;Vestigingsjaar 2002;2002;100.0;15.0;6.0;0.0;79.0
344;1;Mannen;Vestigingsjaar 2002;2003;100.0;22.0;14.0;0.0;64.0
345;1;Mannen;Vestigingsjaar 2003;1999;;;;;
346;1;Mannen;Vestigingsjaar 2003;2000;;;;;
347;1;Mannen;Vestigingsjaar 2003;2001;;;;;
348;1;Mannen;Vestigingsjaar 2003;2002;;;;;
349;1;Mannen;Vestigingsjaar 2003;2003;100.0;19.0;12.0;1.0;68.0
350;1;Vrouwen;Vestigingsjaar 1990;1999;100.0;;;;
351;1;Vrouwen;Vestigingsjaar 1990;2000;100.0;;;;
352;1;Vrouwen;Vestigingsjaar 1990;2001;100.0;;;;
353;1;Vrouwen;Vestigingsjaar 1990;2002;100.0;;;;
354;1;Vrouwen;Vestigingsjaar 1990;2003;100.0;;;;
355;1;Vrouwen;Vestigingsjaar 1991;1999;100.0;;;;
356;1;Vrouwen;Vestigingsjaar 1991;2000;100.0;;;;
357;1;Vrouwen;Vestigingsjaar 1991;2001;100.0;;;;
358;1;Vrouwen;Vestigingsjaar 1991;2002;100.0;;;;
359;1;Vrouwen;Vestigingsjaar 1991;2003;100.0;;;;
360;1;Vrouwen;Vestigingsjaar 1992;1999;100.0;;;;
361;1;Vrouwen;Vestigingsjaar 1992;2000;100.0;;;;
362;1;Vrouwen;Vestigingsjaar 1992;2001;100.0;;;;
363;1;Vrouwen;Vestigingsjaar 1992;2002;100.0;;;;
364;1;Vrouwen;Vestigingsjaar 1992;2003;100.0;;;;
365;1;Vrouwen;Vestigingsjaar 1993;1999;100.0;21.0;49.0;2.0;27.0
366;1;Vrouwen;Vestigingsjaar 1993;2000;100.0;27.0;41.0;2.0;31.0
367;1;Vrouwen;Vestigingsjaar 1993;2001;100.0;30.0;33.0;2.0;35.0
368;1;Vrouwen;Vestigingsjaar 1993;2002;100.0;36.0;29.0;2.0;32.0
369;1;Vrouwen;Vestigingsjaar 1993;2003;100.0;33.0;29.0;2.0;36.0
370;1;Vrouwen;Vestigingsjaar 1994;1999;100.0;16.0;56.0;1.0;26.0
371;1;Vrouwen;Vestigingsjaar 1994;2000;100.0;25.0;48.0;1.0;27.0
372;1;Vrouwen;Vestigingsjaar 1994;2001;100.0;27.0;39.0;3.0;30.0
373;1;Vrouwen;Vestigingsjaar 1994;2002;100.0;27.0;37.0;2.0;34.0
374;1;Vrouwen;Vestigingsjaar 1994;2003;100.0;31.0;35.0;2.0;32.0
375;1;Vrouwen;Vestigingsjaar 1995;1999;100.0;16.0;58.0;1.0;25.0
376;1;Vrouwen;Vestigingsjaar 1995;2000;100.0;20.0;49.0;2.0;30.0
377;1;Vrouwen;Vestigingsjaar 1995;2001;100.0;28.0;42.0;2.0;29.0
378;1;Vrouwen;Vestigingsjaar 1995;2002;100.0;30.0;36.0;1.0;32.0
379;1;Vrouwen;Vestigingsjaar 1995;2003;100.0;31.0;33.0;2.0;34.0
380;1;Vrouwen;Vestigingsjaar 1996;1999;100.0;7.0;71.0;1.0;20.0
381;1;Vrouwen;Vestigingsjaar 1996;2000;100.0;15.0;64.0;1.0;20.0
382;1;Vrouwen;Vestigingsjaar 1996;2001;100.0;18.0;54.0;2.0;25.0
383;1;Vrouwen;Vestigingsjaar 1996;2002;100.0;20.0;50.0;2.0;27.0
384;1;Vrouwen;Vestigingsjaar 1996;2003;100.0;22.0;44.0;3.0;31.0
385;1;Vrouwen;Vestigingsjaar 1997;1999;100.0;6.0;58.0;1.0;34.0
386;1;Vrouwen;Vestigingsjaar 1997;2000;100.0;6.0;70.0;1.0;22.0
387;1;Vrouwen;Vestigingsjaar 1997;2001;100.0;11.0;63.0;1.0;25.0
388;1;Vrouwen;Vestigingsjaar 1997;2002;100.0;16.0;54.0;2.0;28.0
389;1;Vrouwen;Vestigingsjaar 1997;2003;100.0;17.0;48.0;2.0;33.0
390;1;Vrouwen;Vestigingsjaar 1998;1999;100.0;4.0;36.0;1.0;60.0
391;1;Vrouwen;Vestigingsjaar 1998;2000;100.0;9.0;58.0;1.0;32.0
392;1;Vrouwen;Vestigingsjaar 1998;2001;100.0;7.0;72.0;1.0;20.0
393;1;Vrouwen;Vestigingsjaar 1998;2002;100.0;11.0;62.0;1.0;26.0
394;1;Vrouwen;Vestigingsjaar 1998;2003;100.0;14.0;55.0;2.0;30.0
395;1;Vrouwen;Vestigingsjaar 1999;1999;100.0;2.0;10.0;1.0;88.0
396;1;Vrouwen;Vestigingsjaar 1999;2000;100.0;10.0;19.0;0.0;71.0
397;1;Vrouwen;Vestigingsjaar 1999;2001;100.0;6.0;70.0;1.0;24.0
398;1;Vrouwen;Vestigingsjaar 1999;2002;100.0;8.0;66.0;1.0;25.0
399;1;Vrouwen;Vestigingsjaar 1999;2003;100.0;10.0;63.0;1.0;26.0
400;1;Vrouwen;Vestigingsjaar 2000;1999;;;;;
401;1;Vrouwen;Vestigingsjaar 2000;2000;100.0;2.0;12.0;1.0;85.0
402;1;Vrouwen;Vestigingsjaar 2000;2001;100.0;4.0;54.0;1.0;41.0
403;1;Vrouwen;Vestigingsjaar 2000;2002;100.0;5.0;58.0;1.0;37.0
404;1;Vrouwen;Vestigingsjaar 2000;2003;100.0;5.0;60.0;0.0;35.0
405;1;Vrouwen;Vestigingsjaar 2001;1999;;;;;
406;1;Vrouwen;Vestigingsjaar 2001;2000;;;;;
407;1;Vrouwen;Vestigingsjaar 2001;2001;100.0;2.0;24.0;1.0;72.0
408;1;Vrouwen;Vestigingsjaar 2001;2002;100.0;3.0;45.0;1.0;52.0
409;1;Vrouwen;Vestigingsjaar 2001;2003;100.0;3.0;52.0;0.0;45.0
410;1;Vrouwen;Vestigingsjaar 2002;1999;;;;;
411;1;Vrouwen;Vestigingsjaar 2002;2000;;;;;
412;1;Vrouwen;Vestigingsjaar 2002;2001;;;;;
413;1;Vrouwen;Vestigingsjaar 2002;2002;100.0;2.0;10.0;1.0;87.0
414;1;Vrouwen;Vestigingsjaar 2002;2003;100.0;4.0;24.0;0.0;72.0
415;1;Vrouwen;Vestigingsjaar 2003;1999;;;;;
416;1;Vrouwen;Vestigingsjaar 2003;2000;;;;;
417;1;Vrouwen;Vestigingsjaar 2003;2001;;;;;
418;1;Vrouwen;Vestigingsjaar 2003;2002;;;;;
419;1;Vrouwen;Vestigingsjaar 2003;2003;100.0;3.0;12.0;0.0;85.0
420;2;Totaal mannen en vrouwen;Vestigingsjaar 1990;1999;100.0;59.0;6.0;3.0;31.0
421;2;Totaal mannen en vrouwen;Vestigingsjaar 1990;2000;100.0;59.0;5.0;5.0;30.0
422;2;Totaal mannen en vrouwen;Vestigingsjaar 1990;2001;100.0;58.0;5.0;7.0;30.0
423;2;Totaal mannen en vrouwen;Vestigingsjaar 1990;2002;100.0;59.0;6.0;7.0;29.0
424;2;Totaal mannen en vrouwen;Vestigingsjaar 1990;2003;100.0;59.0;6.0;7.0;28.0
425;2;Totaal mannen en vrouwen;Vestigingsjaar 1991;1999;100.0;58.0;6.0;4.0;33.0
426;2;Totaal mannen en vrouwen;Vestigingsjaar 1991;2000;100.0;59.0;6.0;5.0;29.0
427;2;Totaal mannen en vrouwen;Vestigingsjaar 1991;2001;100.0;60.0;5.0;6.0;29.0
428;2;Totaal mannen en vrouwen;Vestigingsjaar 1991;2002;100.0;60.0;5.0;6.0;28.0
429;2;Totaal mannen en vrouwen;Vestigingsjaar 1991;2003;100.0;61.0;5.0;7.0;27.0
430;2;Totaal mannen en vrouwen;Vestigingsjaar 1992;1999;100.0;60.0;4.0;4.0;32.0
431;2;Totaal mannen en vrouwen;Vestigingsjaar 1992;2000;100.0;62.0;4.0;5.0;28.0
432;2;Totaal mannen en vrouwen;Vestigingsjaar 1992;2001;100.0;62.0;3.0;5.0;29.0
433;2;Totaal mannen en vrouwen;Vestigingsjaar 1992;2002;100.0;63.0;3.0;6.0;28.0
434;2;Totaal mannen en vrouwen;Vestigingsjaar 1992;2003;100.0;62.0;3.0;6.0;29.0
435;2;Totaal mannen en vrouwen;Vestigingsjaar 1993;1999;100.0;55.0;6.0;3.0;36.0
436;2;Totaal mannen en vrouwen;Vestigingsjaar 1993;2000;100.0;60.0;4.0;4.0;33.0
437;2;Totaal mannen en vrouwen;Vestigingsjaar 1993;2001;100.0;59.0;4.0;4.0;34.0
438;2;Totaal mannen en vrouwen;Vestigingsjaar 1993;2002;100.0;57.0;6.0;4.0;32.0
439;2;Totaal mannen en vrouwen;Vestigingsjaar 1993;2003;100.0;60.0;6.0;5.0;30.0
440;2;Totaal mannen en vrouwen;Vestigingsjaar 1994;1999;100.0;58.0;4.0;1.0;37.0
441;2;Totaal mannen en vrouwen;Vestigingsjaar 1994;2000;100.0;59.0;4.0;1.0;36.0
442;2;Totaal mannen en vrouwen;Vestigingsjaar 1994;2001;100.0;60.0;4.0;2.0;34.0
443;2;Totaal mannen en vrouwen;Vestigingsjaar 1994;2002;100.0;60.0;5.0;2.0;34.0
444;2;Totaal mannen en vrouwen;Vestigingsjaar 1994;2003;100.0;60.0;5.0;3.0;31.0
445;2;Totaal mannen en vrouwen;Vestigingsjaar 1995;1999;100.0;55.0;4.0;2.0;38.0
446;2;Totaal mannen en vrouwen;Vestigingsjaar 1995;2000;100.0;55.0;4.0;3.0;38.0
447;2;Totaal mannen en vrouwen;Vestigingsjaar 1995;2001;100.0;58.0;4.0;4.0;35.0
448;2;Totaal mannen en vrouwen;Vestigingsjaar 1995;2002;100.0;59.0;5.0;3.0;33.0
449;2;Totaal mannen en vrouwen;Vestigingsjaar 1995;2003;100.0;58.0;6.0;4.0;32.0
450;2;Totaal mannen en vrouwen;Vestigingsjaar 1996;1999;100.0;54.0;4.0;2.0;40.0
451;2;Totaal mannen en vrouwen;Vestigingsjaar 1996;2000;100.0;56.0;3.0;2.0;39.0
452;2;Totaal mannen en vrouwen;Vestigingsjaar 1996;2001;100.0;59.0;2.0;3.0;36.0
453;2;Totaal mannen en vrouwen;Vestigingsjaar 1996;2002;100.0;58.0;3.0;3.0;35.0
454;2;Totaal mannen en vrouwen;Vestigingsjaar 1996;2003;100.0;59.0;4.0;3.0;34.0
455;2;Totaal mannen en vrouwen;Vestigingsjaar 1997;1999;100.0;56.0;2.0;1.0;40.0
456;2;Totaal mannen en vrouwen;Vestigingsjaar 1997;2000;100.0;57.0;3.0;2.0;39.0
457;2;Totaal mannen en vrouwen;Vestigingsjaar 1997;2001;100.0;60.0;3.0;2.0;36.0
458;2;Totaal mannen en vrouwen;Vestigingsjaar 1997;2002;100.0;59.0;3.0;3.0;35.0
459;2;Totaal mannen en vrouwen;Vestigingsjaar 1997;2003;100.0;59.0;4.0;4.0;34.0
460;2;Totaal mannen en vrouwen;Vestigingsjaar 1998;1999;100.0;57.0;2.0;1.0;40.0
461;2;Totaal mannen en vrouwen;Vestigingsjaar 1998;2000;100.0;58.0;2.0;2.0;38.0
462;2;Totaal mannen en vrouwen;Vestigingsjaar 1998;2001;100.0;59.0;2.0;2.0;37.0
463;2;Totaal mannen en vrouwen;Vestigingsjaar 1998;2002;100.0;60.0;2.0;3.0;36.0
464;2;Totaal mannen en vrouwen;Vestigingsjaar 1998;2003;100.0;59.0;3.0;4.0;34.0
465;2;Totaal mannen en vrouwen;Vestigingsjaar 1999;1999;100.0;54.0;1.0;0.0;45.0
466;2;Totaal mannen en vrouwen;Vestigingsjaar 1999;2000;100.0;59.0;2.0;0.0;39.0
467;2;Totaal mannen en vrouwen;Vestigingsjaar 1999;2001;100.0;58.0;1.0;1.0;39.0
468;2;Totaal mannen en vrouwen;Vestigingsjaar 1999;2002;100.0;60.0;2.0;2.0;37.0
469;2;Totaal mannen en vrouwen;Vestigingsjaar 1999;2003;100.0;59.0;3.0;2.0;36.0
470;2;Totaal mannen en vrouwen;Vestigingsjaar 2000;1999;;;;;
471;2;Totaal mannen en vrouwen;Vestigingsjaar 2000;2000;100.0;57.0;1.0;1.0;41.0
472;2;Totaal mannen en vrouwen;Vestigingsjaar 2000;2001;100.0;62.0;1.0;1.0;35.0
473;2;Totaal mannen en vrouwen;Vestigingsjaar 2000;2002;100.0;62.0;3.0;2.0;34.0
474;2;Totaal mannen en vrouwen;Vestigingsjaar 2000;2003;100.0;60.0;3.0;2.0;35.0
475;2;Totaal mannen en vrouwen;Vestigingsjaar 2001;1999;;;;;
476;2;Totaal mannen en vrouwen;Vestigingsjaar 2001;2000;;;;;
477;2;Totaal mannen en vrouwen;Vestigingsjaar 2001;2001;100.0;55.0;1.0;1.0;43.0
478;2;Totaal mannen en vrouwen;Vestigingsjaar 2001;2002;100.0;58.0;2.0;1.0;39.0
479;2;Totaal mannen en vrouwen;Vestigingsjaar 2001;2003;100.0;58.0;2.0;1.0;38.0
480;2;Totaal mannen en vrouwen;Vestigingsjaar 2002;1999;;;;;
481;2;Totaal mannen en vrouwen;Vestigingsjaar 2002;2000;;;;;
482;2;Totaal mannen en vrouwen;Vestigingsjaar 2002;2001;;;;;
483;2;Totaal mannen en vrouwen;Vestigingsjaar 2002;2002;100.0;54.0;1.0;1.0;44.0
484;2;Totaal mannen en vrouwen;Vestigingsjaar 2002;2003;100.0;57.0;2.0;1.0;40.0
485;2;Totaal mannen en vrouwen;Vestigingsjaar 2003;1999;;;;;
486;2;Totaal mannen en vrouwen;Vestigingsjaar 2003;2000;;;;;
487;2;Totaal mannen en vrouwen;Vestigingsjaar 2003;2001;;;;;
488;2;Totaal mannen en vrouwen;Vestigingsjaar 2003;2002;;;;;
489;2;Totaal mannen en vrouwen;Vestigingsjaar 2003;2003;100.0;53.0;1.0;2.0;44.0
490;2;Mannen;Vestigingsjaar 1990;1999;100.0;58.0;5.0;6.0;30.0
491;2;Mannen;Vestigingsjaar 1990;2000;100.0;59.0;7.0;7.0;27.0
492;2;Mannen;Vestigingsjaar 1990;2001;100.0;57.0;5.0;10.0;29.0
493;2;Mannen;Vestigingsjaar 1990;2002;100.0;57.0;5.0;9.0;29.0
494;2;Mannen;Vestigingsjaar 1990;2003;100.0;55.0;8.0;10.0;27.0
495;2;Mannen;Vestigingsjaar 1991;1999;100.0;56.0;4.0;3.0;37.0
496;2;Mannen;Vestigingsjaar 1991;2000;100.0;58.0;5.0;4.0;33.0
497;2;Mannen;Vestigingsjaar 1991;2001;100.0;59.0;4.0;4.0;34.0
498;2;Mannen;Vestigingsjaar 1991;2002;100.0;59.0;5.0;4.0;31.0
499;2;Mannen;Vestigingsjaar 1991;2003;100.0;60.0;5.0;5.0;31.0
500;2;Mannen;Vestigingsjaar 1992;1999;100.0;63.0;3.0;3.0;31.0
501;2;Mannen;Vestigingsjaar 1992;2000;100.0;63.0;4.0;5.0;28.0
502;2;Mannen;Vestigingsjaar 1992;2001;100.0;64.0;3.0;3.0;30.0
503;2;Mannen;Vestigingsjaar 1992;2002;100.0;60.0;3.0;5.0;32.0
504;2;Mannen;Vestigingsjaar 1992;2003;100.0;59.0;4.0;5.0;32.0
505;2;Mannen;Vestigingsjaar 1993;1999;100.0;55.0;4.0;3.0;38.0
506;2;Mannen;Vestigingsjaar 1993;2000;100.0;59.0;3.0;3.0;34.0
507;2;Mannen;Vestigingsjaar 1993;2001;100.0;61.0;4.0;3.0;33.0
508;2;Mannen;Vestigingsjaar 1993;2002;100.0;57.0;5.0;3.0;35.0
509;2;Mannen;Vestigingsjaar 1993;2003;100.0;58.0;6.0;4.0;33.0
510;2;Mannen;Vestigingsjaar 1994;1999;100.0;63.0;3.0;1.0;34.0
511;2;Mannen;Vestigingsjaar 1994;2000;100.0;61.0;3.0;2.0;35.0
512;2;Mannen;Vestigingsjaar 1994;2001;100.0;63.0;3.0;2.0;32.0
513;2;Mannen;Vestigingsjaar 1994;2002;100.0;61.0;3.0;2.0;34.0
514;2;Mannen;Vestigingsjaar 1994;2003;100.0;61.0;6.0;3.0;31.0
515;2;Mannen;Vestigingsjaar 1995;1999;100.0;58.0;4.0;1.0;37.0
516;2;Mannen;Vestigingsjaar 1995;2000;100.0;58.0;4.0;1.0;36.0
517;2;Mannen;Vestigingsjaar 1995;2001;100.0;60.0;4.0;2.0;34.0
518;2;Mannen;Vestigingsjaar 1995;2002;100.0;60.0;5.0;2.0;32.0
519;2;Mannen;Vestigingsjaar 1995;2003;100.0;60.0;7.0;3.0;30.0
520;2;Mannen;Vestigingsjaar 1996;1999;100.0;55.0;4.0;1.0;39.0
521;2;Mannen;Vestigingsjaar 1996;2000;100.0;56.0;3.0;1.0;40.0
522;2;Mannen;Vestigingsjaar 1996;2001;100.0;59.0;2.0;2.0;36.0
523;2;Mannen;Vestigingsjaar 1996;2002;100.0;58.0;3.0;2.0;37.0
524;2;Mannen;Vestigingsjaar 1996;2003;100.0;59.0;4.0;3.0;34.0
525;2;Mannen;Vestigingsjaar 1997;1999;100.0;57.0;2.0;1.0;40.0
526;2;Mannen;Vestigingsjaar 1997;2000;100.0;56.0;2.0;2.0;40.0
527;2;Mannen;Vestigingsjaar 1997;2001;100.0;60.0;2.0;2.0;36.0
528;2;Mannen;Vestigingsjaar 1997;2002;100.0;57.0;2.0;3.0;38.0
529;2;Mannen;Vestigingsjaar 1997;2003;100.0;57.0;4.0;3.0;36.0
530;2;Mannen;Vestigingsjaar 1998;1999;100.0;56.0;2.0;1.0;41.0
531;2;Mannen;Vestigingsjaar 1998;2000;100.0;56.0;1.0;2.0;40.0
532;2;Mannen;Vestigingsjaar 1998;2001;100.0;56.0;2.0;2.0;40.0
533;2;Mannen;Vestigingsjaar 1998;2002;100.0;56.0;1.0;2.0;41.0
534;2;Mannen;Vestigingsjaar 1998;2003;100.0;54.0;3.0;3.0;40.0
535;2;Mannen;Vestigingsjaar 1999;1999;100.0;54.0;1.0;0.0;45.0
536;2;Mannen;Vestigingsjaar 1999;2000;100.0;59.0;2.0;0.0;40.0
537;2;Mannen;Vestigingsjaar 1999;2001;100.0;58.0;1.0;1.0;41.0
538;2;Mannen;Vestigingsjaar 1999;2002;100.0;58.0;1.0;1.0;40.0
539;2;Mannen;Vestigingsjaar 1999;2003;100.0;56.0;3.0;2.0;39.0
540;2;Mannen;Vestigingsjaar 2000;1999;;;;;
541;2;Mannen;Vestigingsjaar 2000;2000;100.0;61.0;1.0;1.0;37.0
542;2;Mannen;Vestigingsjaar 2000;2001;100.0;64.0;1.0;2.0;33.0
543;2;Mannen;Vestigingsjaar 2000;2002;100.0;63.0;2.0;3.0;32.0
544;2;Mannen;Vestigingsjaar 2000;2003;100.0;61.0;3.0;2.0;34.0
545;2;Mannen;Vestigingsjaar 2001;1999;;;;;
546;2;Mannen;Vestigingsjaar 2001;2000;;;;;
547;2;Mannen;Vestigingsjaar 2001;2001;100.0;55.0;1.0;1.0;42.0
