ID;Geslacht;Arbeidsduur;Persoonskenmerken;PositieInDeWerkkring;Perioden;WerkzameBeroepsbevolking_1;WerkzameBeroepsbevolkingMetInkomen_2;GemiddeldPersoonlijkPrimairInkomen_3;GemiddeldPersoonlijkInkomen_4;GemiddeldGestandaardiseerdInkomen_5;WerkzameBeroepsbevolkingInkOnbekend_6
9393;Totaal mannen en vrouwen;Minder dan 12 uur per week;2 Havo, vwo, mbo2-4;Zelfstandige met personeel;2022;1.0;1.0;;;;0.0
9394;Totaal mannen en vrouwen;Minder dan 12 uur per week;2 Havo, vwo, mbo2-4;Zelfstandige met personeel;2023;1.0;1.0;;;;0.0
9395;Totaal mannen en vrouwen;Minder dan 12 uur per week;2 Havo, vwo, mbo2-4;Zelfstandige met personeel;2024;1.0;;;;;
9396;Totaal mannen en vrouwen;Minder dan 12 uur per week;2 Havo, vwo, mbo2-4;Zelfstandige zonder personeel (zzp);2013;41.0;40.0;6.8;13.7;25.3;1.0
9397;Totaal mannen en vrouwen;Minder dan 12 uur per week;2 Havo, vwo, mbo2-4;Zelfstandige zonder personeel (zzp);2014;38.0;36.0;6.5;13.7;26.5;1.0
9398;Totaal mannen en vrouwen;Minder dan 12 uur per week;2 Havo, vwo, mbo2-4;Zelfstandige zonder personeel (zzp);2015;37.0;36.0;5.9;13.2;27.5;1.0
9399;Totaal mannen en vrouwen;Minder dan 12 uur per week;2 Havo, vwo, mbo2-4;Zelfstandige zonder personeel (zzp);2016;36.0;35.0;5.8;14.8;31.0;2.0
9400;Totaal mannen en vrouwen;Minder dan 12 uur per week;2 Havo, vwo, mbo2-4;Zelfstandige zonder personeel (zzp);2017;37.0;33.0;9.3;17.4;30.8;4.0
9401;Totaal mannen en vrouwen;Minder dan 12 uur per week;2 Havo, vwo, mbo2-4;Zelfstandige zonder personeel (zzp);2018;38.0;36.0;7.4;13.9;27.7;3.0
9402;Totaal mannen en vrouwen;Minder dan 12 uur per week;2 Havo, vwo, mbo2-4;Zelfstandige zonder personeel (zzp);2019;36.0;33.0;6.6;11.8;31.0;3.0
9403;Totaal mannen en vrouwen;Minder dan 12 uur per week;2 Havo, vwo, mbo2-4;Zelfstandige zonder personeel (zzp);2020;42.0;39.0;9.9;16.3;31.5;3.0
9404;Totaal mannen en vrouwen;Minder dan 12 uur per week;2 Havo, vwo, mbo2-4;Zelfstandige zonder personeel (zzp);2021;41.0;41.0;9.0;18.4;31.8;0.0
9405;Totaal mannen en vrouwen;Minder dan 12 uur per week;2 Havo, vwo, mbo2-4;Zelfstandige zonder personeel (zzp);2022;40.0;40.0;6.2;14.0;34.7;0.0
9406;Totaal mannen en vrouwen;Minder dan 12 uur per week;2 Havo, vwo, mbo2-4;Zelfstandige zonder personeel (zzp);2023;46.0;46.0;8.8;15.9;37.5;0.0
9407;Totaal mannen en vrouwen;Minder dan 12 uur per week;2 Havo, vwo, mbo2-4;Zelfstandige zonder personeel (zzp);2024;40.0;;;;;
9408;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Totaal;2013;150.0;145.0;10.2;19.2;25.8;4.0
9409;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Totaal;2014;157.0;151.0;9.8;20.6;29.4;6.0
9410;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Totaal;2015;150.0;145.0;9.7;19.4;27.0;4.0
9411;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Totaal;2016;149.0;142.0;10.4;21.0;29.8;7.0
9412;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Totaal;2017;153.0;145.0;10.0;21.8;29.5;8.0
9413;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Totaal;2018;144.0;136.0;10.7;19.6;29.0;7.0
9414;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Totaal;2019;150.0;138.0;12.6;22.3;31.1;12.0
9415;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Totaal;2020;164.0;152.0;11.5;21.4;31.0;11.0
9416;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Totaal;2021;150.0;150.0;13.7;24.5;36.6;1.0
9417;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Totaal;2022;140.0;140.0;15.7;27.0;38.6;0.0
9418;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Totaal;2023;143.0;142.0;15.4;26.5;40.9;0.0
9419;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Totaal;2024;149.0;;;;;
9420;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer;2013;110.0;107.0;10.1;17.4;23.9;3.0
9421;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer;2014;112.0;109.0;10.3;17.9;27.1;3.0
9422;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer;2015;105.0;102.0;9.9;17.4;25.0;2.0
9423;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer;2016;104.0;100.0;9.8;17.0;25.2;5.0
9424;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer;2017;109.0;103.0;10.0;19.1;26.0;6.0
9425;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer;2018;99.0;94.0;10.4;16.8;26.0;5.0
9426;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer;2019;103.0;94.0;10.8;18.2;27.1;9.0
9427;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer;2020;104.0;97.0;10.8;18.5;27.6;7.0
9428;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer;2021;101.0;101.0;15.6;21.0;33.5;0.0
9429;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer;2022;89.0;89.0;13.7;18.9;33.3;0.0
9430;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer;2023;89.0;88.0;16.0;21.8;37.1;0.0
9431;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer;2024;89.0;;;;;
9432;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;2013;16.0;15.0;13.2;17.7;29.2;1.0
9433;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;2014;18.0;18.0;14.5;18.1;27.9;1.0
9434;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;2015;18.0;17.0;12.4;19.3;26.8;0.0
9435;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;2016;19.0;18.0;15.9;19.7;30.0;1.0
9436;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;2017;19.0;18.0;16.5;20.3;32.6;1.0
9437;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;2018;18.0;17.0;16.6;19.2;31.7;1.0
9438;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;2019;19.0;17.0;14.4;17.9;32.7;2.0
9439;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;2020;20.0;19.0;14.6;20.6;33.0;1.0
9440;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;2021;28.0;28.0;28.4;31.9;39.4;0.0
9441;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;2022;21.0;21.0;25.0;27.3;37.5;0.0
9442;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;2023;20.0;20.0;30.5;33.6;44.0;0.0
9443;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;2024;19.0;;;;;
9444;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met flexibele arbeidsrelatie;2013;94.0;92.0;9.6;17.4;23.0;3.0
9445;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met flexibele arbeidsrelatie;2014;94.0;91.0;9.5;17.8;27.0;3.0
9446;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met flexibele arbeidsrelatie;2015;87.0;85.0;9.4;17.0;24.6;2.0
9447;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met flexibele arbeidsrelatie;2016;86.0;82.0;8.5;16.4;24.2;4.0
9448;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met flexibele arbeidsrelatie;2017;90.0;85.0;8.7;18.8;24.7;4.0
9449;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met flexibele arbeidsrelatie;2018;81.0;77.0;9.1;16.3;24.7;4.0
9450;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met flexibele arbeidsrelatie;2019;84.0;77.0;10.0;18.3;25.8;7.0
9451;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met flexibele arbeidsrelatie;2020;84.0;78.0;9.9;18.0;26.4;6.0
9452;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met flexibele arbeidsrelatie;2021;73.0;73.0;10.7;16.8;31.2;0.0
9453;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met flexibele arbeidsrelatie;2022;68.0;68.0;10.2;16.3;31.9;0.0
9454;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met flexibele arbeidsrelatie;2023;69.0;68.0;11.8;18.4;35.1;0.0
9455;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer met flexibele arbeidsrelatie;2024;70.0;;;;;
9456;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk, uitzicht op vast;2013;2.0;2.0;;;;0.0
9457;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk, uitzicht op vast;2014;2.0;2.0;;;;0.0
9458;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk, uitzicht op vast;2015;1.0;1.0;;;;0.0
9459;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk, uitzicht op vast;2016;2.0;1.0;;;;0.0
9460;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk, uitzicht op vast;2017;2.0;2.0;;;;0.0
9461;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk, uitzicht op vast;2018;2.0;2.0;;;;0.0
9462;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk, uitzicht op vast;2019;2.0;2.0;;;;0.0
9463;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk, uitzicht op vast;2020;2.0;2.0;;;;0.0
9464;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk, uitzicht op vast;2021;2.0;2.0;;;;0.0
9465;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk, uitzicht op vast;2022;2.0;2.0;;;;0.0
9466;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk, uitzicht op vast;2023;3.0;3.0;;;;0.0
9467;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk, uitzicht op vast;2024;2.0;;;;;
9468;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk >= 1 jaar;2013;6.0;6.0;;;;0.0
9469;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk >= 1 jaar;2014;5.0;5.0;;;;0.0
9470;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk >= 1 jaar;2015;6.0;6.0;;;;0.0
9471;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk >= 1 jaar;2016;4.0;4.0;;;;0.0
9472;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk >= 1 jaar;2017;5.0;4.0;;;;0.0
9473;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk >= 1 jaar;2018;5.0;5.0;;;;0.0
9474;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk >= 1 jaar;2019;4.0;4.0;;;;0.0
9475;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk >= 1 jaar;2020;5.0;5.0;;;;0.0
9476;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk >= 1 jaar;2021;4.0;4.0;;;;0.0
9477;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk >= 1 jaar;2022;5.0;5.0;;;;0.0
9478;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk >= 1 jaar;2023;6.0;6.0;;;;0.0
9479;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk >= 1 jaar;2024;6.0;;;;;
9480;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk < 1 jaar;2013;6.0;6.0;;;;0.0
9481;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk < 1 jaar;2014;8.0;8.0;;;;0.0
9482;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk < 1 jaar;2015;5.0;5.0;;;;0.0
9483;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk < 1 jaar;2016;8.0;8.0;;;;0.0
9484;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk < 1 jaar;2017;8.0;7.0;;;;0.0
9485;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk < 1 jaar;2018;9.0;9.0;;;;1.0
9486;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk < 1 jaar;2019;7.0;7.0;;;;0.0
9487;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk < 1 jaar;2020;7.0;7.0;;;;0.0
9488;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk < 1 jaar;2021;7.0;7.0;;;;0.0
9489;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk < 1 jaar;2022;6.0;6.0;;;;0.0
9490;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk < 1 jaar;2023;6.0;6.0;;;;0.0
9491;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer tijdelijk < 1 jaar;2024;7.0;;;;;
9492;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Oproep/-invalkracht;2013;72.0;70.0;9.5;17.4;23.4;2.0
9493;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Oproep/-invalkracht;2014;71.0;70.0;9.5;18.1;28.1;2.0
9494;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Oproep/-invalkracht;2015;68.0;66.0;9.0;16.6;24.5;2.0
9495;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Oproep/-invalkracht;2016;63.0;60.0;8.0;16.2;24.3;3.0
9496;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Oproep/-invalkracht;2017;66.0;63.0;7.9;18.7;24.7;3.0
9497;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Oproep/-invalkracht;2018;57.0;54.0;8.6;15.0;24.4;3.0
9498;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Oproep/-invalkracht;2019;60.0;54.0;9.9;18.6;26.6;6.0
9499;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Oproep/-invalkracht;2020;61.0;57.0;9.6;17.2;26.7;5.0
9500;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Oproep/-invalkracht;2021;44.0;44.0;9.3;15.7;32.7;0.0
9501;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Oproep/-invalkracht;2022;42.0;42.0;8.9;13.9;31.4;0.0
9502;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Oproep/-invalkracht;2023;43.0;43.0;10.2;16.7;35.2;0.0
9503;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Oproep/-invalkracht;2024;45.0;;;;;
9504;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Uitzendkracht;2013;8.0;8.0;;;;0.0
9505;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Uitzendkracht;2014;7.0;7.0;;;;0.0
9506;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Uitzendkracht;2015;7.0;7.0;;;;0.0
9507;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Uitzendkracht;2016;8.0;8.0;;;;0.0
9508;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Uitzendkracht;2017;9.0;9.0;;;;0.0
9509;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Uitzendkracht;2018;7.0;7.0;;;;0.0
9510;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Uitzendkracht;2019;10.0;10.0;;;;1.0
9511;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Uitzendkracht;2020;8.0;8.0;;;;0.0
9512;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Uitzendkracht;2021;12.0;12.0;;;;0.0
9513;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Uitzendkracht;2022;11.0;11.0;;;;0.0
9514;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Uitzendkracht;2023;8.0;8.0;;;;0.0
9515;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Uitzendkracht;2024;9.0;;;;;
9516;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer flex, contract onbekend;2013;;;;;;
9517;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer flex, contract onbekend;2014;;;;;;
9518;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer flex, contract onbekend;2015;;;;;;
9519;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer flex, contract onbekend;2016;;;;;;
9520;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer flex, contract onbekend;2017;;;;;;
9521;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer flex, contract onbekend;2018;;;;;;
9522;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer flex, contract onbekend;2019;;;;;;
9523;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer flex, contract onbekend;2020;;;;;;
9524;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer flex, contract onbekend;2021;3.0;3.0;;;;0.0
9525;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer flex, contract onbekend;2022;2.0;2.0;;;;0.0
9526;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer flex, contract onbekend;2023;3.0;3.0;;;;0.0
9527;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Werknemer flex, contract onbekend;2024;2.0;;;;;
9528;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zelfstandige;2013;40.0;38.0;10.2;24.1;31.2;1.0
9529;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zelfstandige;2014;45.0;43.0;8.6;27.7;35.3;2.0
9530;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zelfstandige;2015;45.0;43.0;9.4;24.1;31.7;2.0
9531;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zelfstandige;2016;45.0;42.0;11.7;30.6;40.7;3.0
9532;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zelfstandige;2017;44.0;42.0;10.0;28.6;37.9;2.0
9533;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zelfstandige;2018;44.0;42.0;11.4;25.7;35.9;2.0
9534;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zelfstandige;2019;47.0;44.0;16.4;31.0;39.7;3.0
9535;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zelfstandige;2020;60.0;55.0;12.7;26.5;36.8;4.0
9536;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zelfstandige;2021;49.0;48.0;9.6;31.9;43.0;1.0
9537;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zelfstandige;2022;51.0;51.0;19.2;41.2;48.0;0.0
9538;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zelfstandige;2023;54.0;54.0;14.4;34.1;47.1;0.0
9539;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zelfstandige;2024;60.0;;;;;
9540;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-eigen arbeid;2013;35.0;34.0;10.4;25.0;31.5;1.0
9541;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-eigen arbeid;2014;39.0;37.0;8.5;27.7;34.2;2.0
9542;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-eigen arbeid;2015;38.0;36.0;9.2;24.7;31.3;2.0
9543;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-eigen arbeid;2016;39.0;37.0;11.6;31.1;38.1;1.0
9544;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-eigen arbeid;2017;38.0;36.0;9.1;27.8;37.9;1.0
9545;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-eigen arbeid;2018;37.0;36.0;11.9;27.3;36.6;2.0
9546;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-eigen arbeid;2019;40.0;37.0;14.7;29.7;37.3;3.0
9547;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-eigen arbeid;2020;50.0;47.0;12.5;26.9;36.3;3.0
9548;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-eigen arbeid;2021;44.0;44.0;8.0;30.8;42.7;0.0
9549;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-eigen arbeid;2022;44.0;44.0;20.3;43.0;46.8;0.0
9550;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-eigen arbeid;2023;45.0;45.0;12.9;32.8;43.7;0.0
9551;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-eigen arbeid;2024;51.0;;;;;
9552;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-producten;2013;3.0;3.0;;;;0.0
9553;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-producten;2014;3.0;3.0;;;;0.0
9554;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-producten;2015;4.0;4.0;;;;0.0
9555;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-producten;2016;3.0;3.0;;;;0.0
9556;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-producten;2017;3.0;3.0;;;;0.0
9557;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-producten;2018;5.0;5.0;;;;0.0
9558;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-producten;2019;5.0;5.0;;;;0.0
9559;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-producten;2020;6.0;6.0;;;;1.0
9560;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-producten;2021;2.0;2.0;;;;0.0
9561;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-producten;2022;4.0;4.0;;;;0.0
9562;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-producten;2023;5.0;5.0;;;;0.0
9563;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Zzp-producten;2024;5.0;;;;;
9564;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Meewerkend gezinslid;2013;1.0;1.0;;;;0.0
9565;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Meewerkend gezinslid;2014;2.0;2.0;;;;0.0
9566;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Meewerkend gezinslid;2015;2.0;2.0;;;;0.0
9567;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Meewerkend gezinslid;2016;2.0;1.0;;;;1.0
9568;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Meewerkend gezinslid;2017;2.0;2.0;;;;0.0
9569;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Meewerkend gezinslid;2018;1.0;1.0;;;;0.0
9570;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Meewerkend gezinslid;2019;1.0;1.0;;;;0.0
9571;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Meewerkend gezinslid;2020;1.0;1.0;;;;0.0
9572;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Meewerkend gezinslid;2021;2.0;1.0;;;;1.0
9573;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Meewerkend gezinslid;2022;1.0;1.0;;;;0.0
9574;Totaal mannen en vrouwen;Minder dan 12 uur per week;3 Hbo, wo;Meewerkend gezinslid;2023;2.0;2.0;;;;0.0
