ID;Geslacht;TypeZelfstandigeOpStopmoment;SociaaleconomischePositieBijUitstroom;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Perioden;StoppendeZelfstandigen_1
9057;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O-Q Overheid en zorg;2015;0.2
9058;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O-Q Overheid en zorg;2016;0.1
9059;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O-Q Overheid en zorg;2017;0.1
9060;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O-U Niet-commerciële dienstverlening;2008;0.0
9061;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O-U Niet-commerciële dienstverlening;2009;0.1
9062;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O-U Niet-commerciële dienstverlening;2010;0.1
9063;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O-U Niet-commerciële dienstverlening;2011;0.1
9064;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O-U Niet-commerciële dienstverlening;2012;0.1
9065;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O-U Niet-commerciële dienstverlening;2013;0.1
9066;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O-U Niet-commerciële dienstverlening;2014;0.1
9067;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O-U Niet-commerciële dienstverlening;2015;0.2
9068;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O-U Niet-commerciële dienstverlening;2016;0.1
9069;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O-U Niet-commerciële dienstverlening;2017;0.1
9070;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;R-U Cultuur, recreatie, overige diensten;2008;0.0
9071;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;R-U Cultuur, recreatie, overige diensten;2009;0.0
9072;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;R-U Cultuur, recreatie, overige diensten;2010;0.0
9073;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;R-U Cultuur, recreatie, overige diensten;2011;0.0
9074;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;R-U Cultuur, recreatie, overige diensten;2012;0.0
9075;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;R-U Cultuur, recreatie, overige diensten;2013;0.0
9076;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;R-U Cultuur, recreatie, overige diensten;2014;0.0
9077;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;R-U Cultuur, recreatie, overige diensten;2015;0.0
9078;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;R-U Cultuur, recreatie, overige diensten;2016;0.0
9079;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;R-U Cultuur, recreatie, overige diensten;2017;0.0
9080;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;A Landbouw, bosbouw en visserij;2008;0.0
9081;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;A Landbouw, bosbouw en visserij;2009;0.0
9082;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;A Landbouw, bosbouw en visserij;2010;0.0
9083;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;A Landbouw, bosbouw en visserij;2011;0.0
9084;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;A Landbouw, bosbouw en visserij;2012;0.0
9085;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;A Landbouw, bosbouw en visserij;2013;0.0
9086;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;A Landbouw, bosbouw en visserij;2014;0.0
9087;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;A Landbouw, bosbouw en visserij;2015;0.0
9088;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;A Landbouw, bosbouw en visserij;2016;0.0
9089;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;A Landbouw, bosbouw en visserij;2017;0.0
9090;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;B Delfstoffenwinning;2008;0.0
9091;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;B Delfstoffenwinning;2009;0.0
9092;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;B Delfstoffenwinning;2010;0.0
9093;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;B Delfstoffenwinning;2011;0.0
9094;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;B Delfstoffenwinning;2012;0.0
9095;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;B Delfstoffenwinning;2013;0.0
9096;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;B Delfstoffenwinning;2014;0.0
9097;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;B Delfstoffenwinning;2015;0.0
9098;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;B Delfstoffenwinning;2016;0.0
9099;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;B Delfstoffenwinning;2017;0.0
9100;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;C Industrie;2008;0.0
9101;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;C Industrie;2009;0.0
9102;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;C Industrie;2010;0.0
9103;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;C Industrie;2011;0.0
9104;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;C Industrie;2012;0.0
9105;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;C Industrie;2013;0.0
9106;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;C Industrie;2014;0.0
9107;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;C Industrie;2015;0.0
9108;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;C Industrie;2016;0.0
9109;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;C Industrie;2017;0.0
9110;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;D Energievoorziening;2008;0.0
9111;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;D Energievoorziening;2009;0.0
9112;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;D Energievoorziening;2010;0.0
9113;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;D Energievoorziening;2011;0.0
9114;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;D Energievoorziening;2012;0.0
9115;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;D Energievoorziening;2013;0.0
9116;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;D Energievoorziening;2014;0.0
9117;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;D Energievoorziening;2015;0.0
9118;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;D Energievoorziening;2016;0.0
9119;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;D Energievoorziening;2017;0.0
9120;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;E Waterbedrijven en afvalbeheer;2008;0.0
9121;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;E Waterbedrijven en afvalbeheer;2009;0.0
9122;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;E Waterbedrijven en afvalbeheer;2010;0.0
9123;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;E Waterbedrijven en afvalbeheer;2011;0.0
9124;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;E Waterbedrijven en afvalbeheer;2012;0.0
9125;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;E Waterbedrijven en afvalbeheer;2013;0.0
9126;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;E Waterbedrijven en afvalbeheer;2014;0.0
9127;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;E Waterbedrijven en afvalbeheer;2015;0.0
9128;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;E Waterbedrijven en afvalbeheer;2016;0.0
9129;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;E Waterbedrijven en afvalbeheer;2017;0.0
9130;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;F Bouwnijverheid;2008;0.0
9131;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;F Bouwnijverheid;2009;0.0
9132;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;F Bouwnijverheid;2010;0.0
9133;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;F Bouwnijverheid;2011;0.0
9134;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;F Bouwnijverheid;2012;0.0
9135;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;F Bouwnijverheid;2013;0.0
9136;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;F Bouwnijverheid;2014;0.0
9137;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;F Bouwnijverheid;2015;0.0
9138;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;F Bouwnijverheid;2016;0.0
9139;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;F Bouwnijverheid;2017;0.0
9140;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;G Handel;2008;0.1
9141;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;G Handel;2009;0.0
9142;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;G Handel;2010;0.0
9143;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;G Handel;2011;0.0
9144;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;G Handel;2012;0.0
9145;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;G Handel;2013;0.1
9146;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;G Handel;2014;0.0
9147;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;G Handel;2015;0.0
9148;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;G Handel;2016;0.1
9149;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;G Handel;2017;0.0
9150;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;H Vervoer en opslag;2008;0.0
9151;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;H Vervoer en opslag;2009;0.0
9152;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;H Vervoer en opslag;2010;0.0
9153;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;H Vervoer en opslag;2011;0.0
9154;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;H Vervoer en opslag;2012;0.0
9155;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;H Vervoer en opslag;2013;0.0
9156;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;H Vervoer en opslag;2014;0.0
9157;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;H Vervoer en opslag;2015;0.0
9158;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;H Vervoer en opslag;2016;0.0
9159;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;H Vervoer en opslag;2017;0.0
9160;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;I Horeca;2008;0.0
9161;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;I Horeca;2009;0.0
9162;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;I Horeca;2010;0.0
9163;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;I Horeca;2011;0.0
9164;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;I Horeca;2012;0.0
9165;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;I Horeca;2013;0.0
9166;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;I Horeca;2014;0.0
9167;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;I Horeca;2015;0.0
9168;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;I Horeca;2016;0.0
9169;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;I Horeca;2017;0.0
9170;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;J Informatie en communicatie;2008;0.0
9171;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;J Informatie en communicatie;2009;0.0
9172;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;J Informatie en communicatie;2010;0.0
9173;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;J Informatie en communicatie;2011;0.0
9174;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;J Informatie en communicatie;2012;0.0
9175;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;J Informatie en communicatie;2013;0.0
9176;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;J Informatie en communicatie;2014;0.0
9177;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;J Informatie en communicatie;2015;0.0
9178;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;J Informatie en communicatie;2016;0.0
9179;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;J Informatie en communicatie;2017;0.0
9180;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;K Financiële dienstverlening;2008;0.0
9181;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;K Financiële dienstverlening;2009;0.0
9182;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;K Financiële dienstverlening;2010;0.0
9183;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;K Financiële dienstverlening;2011;0.0
9184;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;K Financiële dienstverlening;2012;0.0
9185;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;K Financiële dienstverlening;2013;0.0
9186;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;K Financiële dienstverlening;2014;0.0
9187;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;K Financiële dienstverlening;2015;0.0
9188;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;K Financiële dienstverlening;2016;0.0
9189;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;K Financiële dienstverlening;2017;0.0
9190;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;L Verhuur en handel van onroerend goed;2008;0.0
9191;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;L Verhuur en handel van onroerend goed;2009;0.0
9192;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;L Verhuur en handel van onroerend goed;2010;0.0
9193;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;L Verhuur en handel van onroerend goed;2011;0.0
9194;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;L Verhuur en handel van onroerend goed;2012;0.0
9195;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;L Verhuur en handel van onroerend goed;2013;0.0
9196;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;L Verhuur en handel van onroerend goed;2014;0.0
9197;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;L Verhuur en handel van onroerend goed;2015;0.0
9198;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;L Verhuur en handel van onroerend goed;2016;0.0
9199;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;L Verhuur en handel van onroerend goed;2017;0.0
9200;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;M Specialistische zakelijke diensten;2008;0.0
9201;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;M Specialistische zakelijke diensten;2009;0.0
9202;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;M Specialistische zakelijke diensten;2010;0.0
9203;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;M Specialistische zakelijke diensten;2011;0.0
9204;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;M Specialistische zakelijke diensten;2012;0.0
9205;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;M Specialistische zakelijke diensten;2013;0.0
9206;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;M Specialistische zakelijke diensten;2014;0.0
9207;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;M Specialistische zakelijke diensten;2015;0.0
9208;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;M Specialistische zakelijke diensten;2016;0.0
9209;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;M Specialistische zakelijke diensten;2017;0.1
9210;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;N Verhuur en overige zakelijke diensten;2008;0.0
9211;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;N Verhuur en overige zakelijke diensten;2009;0.0
9212;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;N Verhuur en overige zakelijke diensten;2010;0.0
9213;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;N Verhuur en overige zakelijke diensten;2011;0.0
9214;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;N Verhuur en overige zakelijke diensten;2012;0.0
9215;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;N Verhuur en overige zakelijke diensten;2013;0.0
9216;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;N Verhuur en overige zakelijke diensten;2014;0.0
9217;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;N Verhuur en overige zakelijke diensten;2015;0.0
9218;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;N Verhuur en overige zakelijke diensten;2016;0.0
9219;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;N Verhuur en overige zakelijke diensten;2017;0.0
9220;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O Openbaar bestuur en overheidsdiensten;2008;0.0
9221;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O Openbaar bestuur en overheidsdiensten;2009;0.0
9222;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O Openbaar bestuur en overheidsdiensten;2010;0.0
9223;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O Openbaar bestuur en overheidsdiensten;2011;0.0
9224;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O Openbaar bestuur en overheidsdiensten;2012;0.0
9225;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O Openbaar bestuur en overheidsdiensten;2013;0.0
9226;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O Openbaar bestuur en overheidsdiensten;2014;0.0
9227;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O Openbaar bestuur en overheidsdiensten;2015;0.0
9228;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O Openbaar bestuur en overheidsdiensten;2016;0.0
9229;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;O Openbaar bestuur en overheidsdiensten;2017;0.0
9230;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;P Onderwijs;2008;0.0
9231;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;P Onderwijs;2009;0.0
9232;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;P Onderwijs;2010;0.0
9233;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;P Onderwijs;2011;0.0
9234;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;P Onderwijs;2012;0.0
9235;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;P Onderwijs;2013;0.0
9236;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;P Onderwijs;2014;0.0
9237;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;P Onderwijs;2015;0.0
9238;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;P Onderwijs;2016;0.0
9239;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;P Onderwijs;2017;0.0
9240;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;Q Gezondheids- en welzijnszorg;2008;0.0
9241;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;Q Gezondheids- en welzijnszorg;2009;0.0
9242;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;Q Gezondheids- en welzijnszorg;2010;0.1
9243;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;Q Gezondheids- en welzijnszorg;2011;0.0
9244;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;Q Gezondheids- en welzijnszorg;2012;0.0
9245;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;Q Gezondheids- en welzijnszorg;2013;0.1
9246;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;Q Gezondheids- en welzijnszorg;2014;0.1
9247;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;Q Gezondheids- en welzijnszorg;2015;0.1
9248;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;Q Gezondheids- en welzijnszorg;2016;0.1
9249;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;Q Gezondheids- en welzijnszorg;2017;0.1
9250;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;R Cultuur, sport en recreatie;2008;0.0
9251;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;R Cultuur, sport en recreatie;2009;0.0
9252;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;R Cultuur, sport en recreatie;2010;0.0
9253;Totaal mannen en vrouwen;Zelfstandige;Werknemer;Leeftijd: 65 tot 75 jaar;R Cultuur, sport en recreatie;2011;0.0
