ID;Sex;Age;CausesOfDeath;Periods;Deaths_1
7892;Total male and female;Total;D18 Haemangioma and lymphangioma, any ..;2020;9
7893;Total male and female;Total;D18 Haemangioma and lymphangioma, any ..;2021;9
7894;Total male and female;Total;D18 Haemangioma and lymphangioma, any ..;2022;11
7895;Total male and female;Total;D18 Haemangioma and lymphangioma, any ..;2023;4
7896;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;1996;0
7897;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;1997;1
7898;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;1998;0
7899;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;1999;0
7900;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2000;0
7901;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2001;0
7902;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2002;0
7903;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2003;0
7904;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2004;0
7905;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2005;0
7906;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2006;0
7907;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2007;0
7908;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2008;0
7909;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2009;0
7910;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2010;0
7911;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2011;0
7912;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2012;0
7913;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2013;0
7914;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2014;0
7915;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2015;0
7916;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2016;0
7917;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2017;0
7918;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2018;0
7919;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2019;0
7920;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2020;0
7921;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2021;1
7922;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2022;0
7923;Total male and female;Total;D19 Benign neoplasm mesothelial tissue;2023;0
7924;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;1996;0
7925;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;1997;0
7926;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;1998;0
7927;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;1999;0
7928;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2000;2
7929;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2001;0
7930;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2002;0
7931;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2003;0
7932;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2004;0
7933;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2005;0
7934;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2006;0
7935;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2007;0
7936;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2008;0
7937;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2009;0
7938;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2010;0
7939;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2011;0
7940;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2012;0
7941;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2013;0
7942;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2014;0
7943;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2015;0
7944;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2016;0
7945;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2017;0
7946;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2018;0
7947;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2019;0
7948;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2020;0
7949;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2021;0
7950;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2022;1
7951;Total male and female;Total;D20 B.n. soft tissue retroperitoneum..;2023;0
7952;Total male and female;Total;D21 Oth. b.n. connective and other soft.;1996;1
7953;Total male and female;Total;D21 Oth. b.n. connective and other soft.;1997;2
7954;Total male and female;Total;D21 Oth. b.n. connective and other soft.;1998;0
7955;Total male and female;Total;D21 Oth. b.n. connective and other soft.;1999;2
7956;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2000;2
7957;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2001;0
7958;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2002;5
7959;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2003;0
7960;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2004;1
7961;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2005;3
7962;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2006;2
7963;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2007;1
7964;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2008;1
7965;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2009;1
7966;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2010;0
7967;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2011;3
7968;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2012;1
7969;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2013;1
7970;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2014;2
7971;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2015;0
7972;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2016;2
7973;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2017;1
7974;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2018;0
7975;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2019;3
7976;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2020;4
7977;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2021;2
7978;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2022;0
7979;Total male and female;Total;D21 Oth. b.n. connective and other soft.;2023;0
7980;Total male and female;Total;D22 Melanocytic naevi;1996;0
7981;Total male and female;Total;D22 Melanocytic naevi;1997;0
7982;Total male and female;Total;D22 Melanocytic naevi;1998;0
7983;Total male and female;Total;D22 Melanocytic naevi;1999;0
7984;Total male and female;Total;D22 Melanocytic naevi;2000;0
7985;Total male and female;Total;D22 Melanocytic naevi;2001;0
7986;Total male and female;Total;D22 Melanocytic naevi;2002;0
7987;Total male and female;Total;D22 Melanocytic naevi;2003;0
7988;Total male and female;Total;D22 Melanocytic naevi;2004;0
7989;Total male and female;Total;D22 Melanocytic naevi;2005;0
7990;Total male and female;Total;D22 Melanocytic naevi;2006;0
7991;Total male and female;Total;D22 Melanocytic naevi;2007;0
7992;Total male and female;Total;D22 Melanocytic naevi;2008;0
7993;Total male and female;Total;D22 Melanocytic naevi;2009;0
7994;Total male and female;Total;D22 Melanocytic naevi;2010;0
7995;Total male and female;Total;D22 Melanocytic naevi;2011;0
7996;Total male and female;Total;D22 Melanocytic naevi;2012;0
7997;Total male and female;Total;D22 Melanocytic naevi;2013;0
7998;Total male and female;Total;D22 Melanocytic naevi;2014;0
7999;Total male and female;Total;D22 Melanocytic naevi;2015;0
8000;Total male and female;Total;D22 Melanocytic naevi;2016;0
8001;Total male and female;Total;D22 Melanocytic naevi;2017;0
8002;Total male and female;Total;D22 Melanocytic naevi;2018;0
8003;Total male and female;Total;D22 Melanocytic naevi;2019;0
8004;Total male and female;Total;D22 Melanocytic naevi;2020;0
8005;Total male and female;Total;D22 Melanocytic naevi;2021;0
8006;Total male and female;Total;D22 Melanocytic naevi;2022;0
8007;Total male and female;Total;D22 Melanocytic naevi;2023;0
8008;Total male and female;Total;D23 Other benign neoplasms of skin;1996;0
8009;Total male and female;Total;D23 Other benign neoplasms of skin;1997;4
8010;Total male and female;Total;D23 Other benign neoplasms of skin;1998;0
8011;Total male and female;Total;D23 Other benign neoplasms of skin;1999;0
8012;Total male and female;Total;D23 Other benign neoplasms of skin;2000;1
8013;Total male and female;Total;D23 Other benign neoplasms of skin;2001;1
8014;Total male and female;Total;D23 Other benign neoplasms of skin;2002;1
8015;Total male and female;Total;D23 Other benign neoplasms of skin;2003;0
8016;Total male and female;Total;D23 Other benign neoplasms of skin;2004;0
8017;Total male and female;Total;D23 Other benign neoplasms of skin;2005;0
8018;Total male and female;Total;D23 Other benign neoplasms of skin;2006;1
8019;Total male and female;Total;D23 Other benign neoplasms of skin;2007;0
8020;Total male and female;Total;D23 Other benign neoplasms of skin;2008;0
8021;Total male and female;Total;D23 Other benign neoplasms of skin;2009;0
8022;Total male and female;Total;D23 Other benign neoplasms of skin;2010;0
8023;Total male and female;Total;D23 Other benign neoplasms of skin;2011;0
8024;Total male and female;Total;D23 Other benign neoplasms of skin;2012;0
8025;Total male and female;Total;D23 Other benign neoplasms of skin;2013;0
8026;Total male and female;Total;D23 Other benign neoplasms of skin;2014;0
8027;Total male and female;Total;D23 Other benign neoplasms of skin;2015;1
8028;Total male and female;Total;D23 Other benign neoplasms of skin;2016;0
8029;Total male and female;Total;D23 Other benign neoplasms of skin;2017;0
8030;Total male and female;Total;D23 Other benign neoplasms of skin;2018;0
8031;Total male and female;Total;D23 Other benign neoplasms of skin;2019;0
8032;Total male and female;Total;D23 Other benign neoplasms of skin;2020;0
8033;Total male and female;Total;D23 Other benign neoplasms of skin;2021;0
8034;Total male and female;Total;D23 Other benign neoplasms of skin;2022;0
8035;Total male and female;Total;D23 Other benign neoplasms of skin;2023;0
8036;Total male and female;Total;D24 Benign neoplasm of breast;1996;1
8037;Total male and female;Total;D24 Benign neoplasm of breast;1997;0
8038;Total male and female;Total;D24 Benign neoplasm of breast;1998;0
8039;Total male and female;Total;D24 Benign neoplasm of breast;1999;0
8040;Total male and female;Total;D24 Benign neoplasm of breast;2000;0
8041;Total male and female;Total;D24 Benign neoplasm of breast;2001;0
8042;Total male and female;Total;D24 Benign neoplasm of breast;2002;0
8043;Total male and female;Total;D24 Benign neoplasm of breast;2003;0
8044;Total male and female;Total;D24 Benign neoplasm of breast;2004;0
8045;Total male and female;Total;D24 Benign neoplasm of breast;2005;1
8046;Total male and female;Total;D24 Benign neoplasm of breast;2006;0
8047;Total male and female;Total;D24 Benign neoplasm of breast;2007;0
8048;Total male and female;Total;D24 Benign neoplasm of breast;2008;0
8049;Total male and female;Total;D24 Benign neoplasm of breast;2009;0
8050;Total male and female;Total;D24 Benign neoplasm of breast;2010;0
8051;Total male and female;Total;D24 Benign neoplasm of breast;2011;1
8052;Total male and female;Total;D24 Benign neoplasm of breast;2012;0
8053;Total male and female;Total;D24 Benign neoplasm of breast;2013;0
8054;Total male and female;Total;D24 Benign neoplasm of breast;2014;0
8055;Total male and female;Total;D24 Benign neoplasm of breast;2015;0
8056;Total male and female;Total;D24 Benign neoplasm of breast;2016;0
8057;Total male and female;Total;D24 Benign neoplasm of breast;2017;0
8058;Total male and female;Total;D24 Benign neoplasm of breast;2018;0
8059;Total male and female;Total;D24 Benign neoplasm of breast;2019;0
8060;Total male and female;Total;D24 Benign neoplasm of breast;2020;0
8061;Total male and female;Total;D24 Benign neoplasm of breast;2021;0
8062;Total male and female;Total;D24 Benign neoplasm of breast;2022;0
8063;Total male and female;Total;D24 Benign neoplasm of breast;2023;0
8064;Total male and female;Total;D25 Leiomyoma of uterus;1996;1
8065;Total male and female;Total;D25 Leiomyoma of uterus;1997;2
8066;Total male and female;Total;D25 Leiomyoma of uterus;1998;1
8067;Total male and female;Total;D25 Leiomyoma of uterus;1999;1
8068;Total male and female;Total;D25 Leiomyoma of uterus;2000;0
8069;Total male and female;Total;D25 Leiomyoma of uterus;2001;0
8070;Total male and female;Total;D25 Leiomyoma of uterus;2002;1
8071;Total male and female;Total;D25 Leiomyoma of uterus;2003;1
8072;Total male and female;Total;D25 Leiomyoma of uterus;2004;2
8073;Total male and female;Total;D25 Leiomyoma of uterus;2005;0
8074;Total male and female;Total;D25 Leiomyoma of uterus;2006;2
8075;Total male and female;Total;D25 Leiomyoma of uterus;2007;1
8076;Total male and female;Total;D25 Leiomyoma of uterus;2008;0
8077;Total male and female;Total;D25 Leiomyoma of uterus;2009;1
8078;Total male and female;Total;D25 Leiomyoma of uterus;2010;2
8079;Total male and female;Total;D25 Leiomyoma of uterus;2011;1
8080;Total male and female;Total;D25 Leiomyoma of uterus;2012;1
8081;Total male and female;Total;D25 Leiomyoma of uterus;2013;1
8082;Total male and female;Total;D25 Leiomyoma of uterus;2014;0
8083;Total male and female;Total;D25 Leiomyoma of uterus;2015;2
8084;Total male and female;Total;D25 Leiomyoma of uterus;2016;0
8085;Total male and female;Total;D25 Leiomyoma of uterus;2017;0
8086;Total male and female;Total;D25 Leiomyoma of uterus;2018;0
8087;Total male and female;Total;D25 Leiomyoma of uterus;2019;0
8088;Total male and female;Total;D25 Leiomyoma of uterus;2020;0
8089;Total male and female;Total;D25 Leiomyoma of uterus;2021;0
8090;Total male and female;Total;D25 Leiomyoma of uterus;2022;0
8091;Total male and female;Total;D25 Leiomyoma of uterus;2023;0
8092;Total male and female;Total;D26 Other benign neoplasms of uterus;1996;0
8093;Total male and female;Total;D26 Other benign neoplasms of uterus;1997;0
8094;Total male and female;Total;D26 Other benign neoplasms of uterus;1998;0
8095;Total male and female;Total;D26 Other benign neoplasms of uterus;1999;0
8096;Total male and female;Total;D26 Other benign neoplasms of uterus;2000;1
8097;Total male and female;Total;D26 Other benign neoplasms of uterus;2001;0
8098;Total male and female;Total;D26 Other benign neoplasms of uterus;2002;0
8099;Total male and female;Total;D26 Other benign neoplasms of uterus;2003;0
8100;Total male and female;Total;D26 Other benign neoplasms of uterus;2004;2
8101;Total male and female;Total;D26 Other benign neoplasms of uterus;2005;0
8102;Total male and female;Total;D26 Other benign neoplasms of uterus;2006;1
8103;Total male and female;Total;D26 Other benign neoplasms of uterus;2007;1
8104;Total male and female;Total;D26 Other benign neoplasms of uterus;2008;1
8105;Total male and female;Total;D26 Other benign neoplasms of uterus;2009;0
8106;Total male and female;Total;D26 Other benign neoplasms of uterus;2010;0
8107;Total male and female;Total;D26 Other benign neoplasms of uterus;2011;0
8108;Total male and female;Total;D26 Other benign neoplasms of uterus;2012;0
8109;Total male and female;Total;D26 Other benign neoplasms of uterus;2013;0
8110;Total male and female;Total;D26 Other benign neoplasms of uterus;2014;0
8111;Total male and female;Total;D26 Other benign neoplasms of uterus;2015;0
8112;Total male and female;Total;D26 Other benign neoplasms of uterus;2016;0
8113;Total male and female;Total;D26 Other benign neoplasms of uterus;2017;0
8114;Total male and female;Total;D26 Other benign neoplasms of uterus;2018;0
8115;Total male and female;Total;D26 Other benign neoplasms of uterus;2019;0
8116;Total male and female;Total;D26 Other benign neoplasms of uterus;2020;0
8117;Total male and female;Total;D26 Other benign neoplasms of uterus;2021;0
8118;Total male and female;Total;D26 Other benign neoplasms of uterus;2022;1
8119;Total male and female;Total;D26 Other benign neoplasms of uterus;2023;0
8120;Total male and female;Total;D27 Benign neoplasm of ovary;1996;1
8121;Total male and female;Total;D27 Benign neoplasm of ovary;1997;0
8122;Total male and female;Total;D27 Benign neoplasm of ovary;1998;1
8123;Total male and female;Total;D27 Benign neoplasm of ovary;1999;0
8124;Total male and female;Total;D27 Benign neoplasm of ovary;2000;0
8125;Total male and female;Total;D27 Benign neoplasm of ovary;2001;0
8126;Total male and female;Total;D27 Benign neoplasm of ovary;2002;0
8127;Total male and female;Total;D27 Benign neoplasm of ovary;2003;0
8128;Total male and female;Total;D27 Benign neoplasm of ovary;2004;1
8129;Total male and female;Total;D27 Benign neoplasm of ovary;2005;0
8130;Total male and female;Total;D27 Benign neoplasm of ovary;2006;2
8131;Total male and female;Total;D27 Benign neoplasm of ovary;2007;2
8132;Total male and female;Total;D27 Benign neoplasm of ovary;2008;0
8133;Total male and female;Total;D27 Benign neoplasm of ovary;2009;1
8134;Total male and female;Total;D27 Benign neoplasm of ovary;2010;2
8135;Total male and female;Total;D27 Benign neoplasm of ovary;2011;1
8136;Total male and female;Total;D27 Benign neoplasm of ovary;2012;1
8137;Total male and female;Total;D27 Benign neoplasm of ovary;2013;1
8138;Total male and female;Total;D27 Benign neoplasm of ovary;2014;0
8139;Total male and female;Total;D27 Benign neoplasm of ovary;2015;1
8140;Total male and female;Total;D27 Benign neoplasm of ovary;2016;2
8141;Total male and female;Total;D27 Benign neoplasm of ovary;2017;0
8142;Total male and female;Total;D27 Benign neoplasm of ovary;2018;1
8143;Total male and female;Total;D27 Benign neoplasm of ovary;2019;0
8144;Total male and female;Total;D27 Benign neoplasm of ovary;2020;0
8145;Total male and female;Total;D27 Benign neoplasm of ovary;2021;1
8146;Total male and female;Total;D27 Benign neoplasm of ovary;2022;1
8147;Total male and female;Total;D27 Benign neoplasm of ovary;2023;0
8148;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;1996;0
8149;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;1997;1
8150;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;1998;0
8151;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;1999;0
8152;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2000;0
8153;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2001;0
8154;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2002;0
8155;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2003;0
8156;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2004;0
8157;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2005;1
8158;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2006;0
8159;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2007;0
8160;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2008;0
8161;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2009;2
8162;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2010;1
8163;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2011;0
8164;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2012;0
8165;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2013;0
8166;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2014;0
8167;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2015;0
8168;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2016;0
8169;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2017;0
8170;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2018;0
8171;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2019;0
8172;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2020;0
8173;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2021;0
8174;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2022;0
8175;Total male and female;Total;D28 B.n. oth. and unsp. female genital..;2023;0
8176;Total male and female;Total;D29 Ben. neoplasm of male genital organs;1996;0
8177;Total male and female;Total;D29 Ben. neoplasm of male genital organs;1997;0
8178;Total male and female;Total;D29 Ben. neoplasm of male genital organs;1998;0
8179;Total male and female;Total;D29 Ben. neoplasm of male genital organs;1999;0
8180;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2000;0
8181;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2001;0
8182;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2002;0
8183;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2003;0
8184;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2004;0
8185;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2005;0
8186;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2006;1
8187;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2007;0
8188;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2008;0
8189;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2009;0
8190;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2010;0
8191;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2011;0
8192;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2012;0
8193;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2013;0
8194;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2014;0
8195;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2015;0
8196;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2016;0
8197;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2017;0
8198;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2018;0
8199;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2019;0
8200;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2020;0
8201;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2021;2
8202;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2022;0
8203;Total male and female;Total;D29 Ben. neoplasm of male genital organs;2023;0
8204;Total male and female;Total;D30 Benign neoplasm of urinary organs;1996;2
8205;Total male and female;Total;D30 Benign neoplasm of urinary organs;1997;0
8206;Total male and female;Total;D30 Benign neoplasm of urinary organs;1998;0
8207;Total male and female;Total;D30 Benign neoplasm of urinary organs;1999;0
8208;Total male and female;Total;D30 Benign neoplasm of urinary organs;2000;1
8209;Total male and female;Total;D30 Benign neoplasm of urinary organs;2001;0
8210;Total male and female;Total;D30 Benign neoplasm of urinary organs;2002;0
8211;Total male and female;Total;D30 Benign neoplasm of urinary organs;2003;0
8212;Total male and female;Total;D30 Benign neoplasm of urinary organs;2004;0
8213;Total male and female;Total;D30 Benign neoplasm of urinary organs;2005;0
8214;Total male and female;Total;D30 Benign neoplasm of urinary organs;2006;3
8215;Total male and female;Total;D30 Benign neoplasm of urinary organs;2007;0
8216;Total male and female;Total;D30 Benign neoplasm of urinary organs;2008;2
8217;Total male and female;Total;D30 Benign neoplasm of urinary organs;2009;0
8218;Total male and female;Total;D30 Benign neoplasm of urinary organs;2010;2
8219;Total male and female;Total;D30 Benign neoplasm of urinary organs;2011;0
8220;Total male and female;Total;D30 Benign neoplasm of urinary organs;2012;0
8221;Total male and female;Total;D30 Benign neoplasm of urinary organs;2013;0
8222;Total male and female;Total;D30 Benign neoplasm of urinary organs;2014;0
8223;Total male and female;Total;D30 Benign neoplasm of urinary organs;2015;2
8224;Total male and female;Total;D30 Benign neoplasm of urinary organs;2016;1
8225;Total male and female;Total;D30 Benign neoplasm of urinary organs;2017;0
8226;Total male and female;Total;D30 Benign neoplasm of urinary organs;2018;0
8227;Total male and female;Total;D30 Benign neoplasm of urinary organs;2019;2
8228;Total male and female;Total;D30 Benign neoplasm of urinary organs;2020;0
8229;Total male and female;Total;D30 Benign neoplasm of urinary organs;2021;2
8230;Total male and female;Total;D30 Benign neoplasm of urinary organs;2022;1
8231;Total male and female;Total;D30 Benign neoplasm of urinary organs;2023;2
8232;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;1996;0
8233;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;1997;0
8234;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;1998;0
8235;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;1999;0
8236;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2000;0
8237;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2001;0
8238;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2002;0
8239;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2003;0
8240;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2004;0
8241;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2005;0
8242;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2006;2
8243;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2007;0
8244;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2008;0
8245;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2009;0
8246;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2010;0
8247;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2011;0
8248;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2012;0
8249;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2013;0
8250;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2014;0
8251;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2015;0
8252;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2016;0
8253;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2017;0
8254;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2018;0
8255;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2019;0
8256;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2020;0
8257;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2021;0
8258;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2022;0
8259;Total male and female;Total;D31 Benign neoplasm of eye and adnexa;2023;0
8260;Total male and female;Total;D32 Benign neoplasm of meninges;1996;65
8261;Total male and female;Total;D32 Benign neoplasm of meninges;1997;68
8262;Total male and female;Total;D32 Benign neoplasm of meninges;1998;60
8263;Total male and female;Total;D32 Benign neoplasm of meninges;1999;80
8264;Total male and female;Total;D32 Benign neoplasm of meninges;2000;63
8265;Total male and female;Total;D32 Benign neoplasm of meninges;2001;69
8266;Total male and female;Total;D32 Benign neoplasm of meninges;2002;62
8267;Total male and female;Total;D32 Benign neoplasm of meninges;2003;55
8268;Total male and female;Total;D32 Benign neoplasm of meninges;2004;61
8269;Total male and female;Total;D32 Benign neoplasm of meninges;2005;76
8270;Total male and female;Total;D32 Benign neoplasm of meninges;2006;87
8271;Total male and female;Total;D32 Benign neoplasm of meninges;2007;65
8272;Total male and female;Total;D32 Benign neoplasm of meninges;2008;73
8273;Total male and female;Total;D32 Benign neoplasm of meninges;2009;73
8274;Total male and female;Total;D32 Benign neoplasm of meninges;2010;72
8275;Total male and female;Total;D32 Benign neoplasm of meninges;2011;72
8276;Total male and female;Total;D32 Benign neoplasm of meninges;2012;73
8277;Total male and female;Total;D32 Benign neoplasm of meninges;2013;71
8278;Total male and female;Total;D32 Benign neoplasm of meninges;2014;79
8279;Total male and female;Total;D32 Benign neoplasm of meninges;2015;87
8280;Total male and female;Total;D32 Benign neoplasm of meninges;2016;86
8281;Total male and female;Total;D32 Benign neoplasm of meninges;2017;97
8282;Total male and female;Total;D32 Benign neoplasm of meninges;2018;100
8283;Total male and female;Total;D32 Benign neoplasm of meninges;2019;89
8284;Total male and female;Total;D32 Benign neoplasm of meninges;2020;102
8285;Total male and female;Total;D32 Benign neoplasm of meninges;2021;83
8286;Total male and female;Total;D32 Benign neoplasm of meninges;2022;98
8287;Total male and female;Total;D32 Benign neoplasm of meninges;2023;106
8288;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;1996;3
8289;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;1997;8
8290;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;1998;0
8291;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;1999;5
8292;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2000;5
8293;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2001;5
8294;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2002;0
