ID;SoortCijfers;Perioden;BrutoMarktprijzen_1;NettoMarktprijzen_2;ExplOverschotGemInkomenNetto_3;NationaalVorderingensaldo_4;OverheidstekortOverschot_5;BrutoMarktprijzen_6;NettoMarktprijzen_7;BrutoMarktprijzen_8;SaldoLopendeTransactiesBuitenland_9;ArbeidsvolumeWerkzamePersonen_10;GemiddeldeBevolking_11;Lonen_12;SocialePremiesTLVWerkgevers_13;SaldoBelastOpProdInvoerEnSubsi_14;Afschrijvingen_15;ExplOverschotGemInkomenNetto_16;SaldoLopendeTransactiesBuitenland_17;SaldoUitHetBtlOntvPrimaireInk_18;SaldoInkomensoverdrachtenBuitenland_19;BinnenlandsProductBrutoMarktprijzen_20;Invoer_21;HuishoudensInclIZWh_22;Overheid_23;VennootschappenHuishoudensEnIZWh_24;Overheid_25;VeranderingenInVoorraden_26;Uitvoer_27
551;Arbeidsvolume, 1 000 arb.jr.;1999;;;;;;;;;;6414.0;;;;;;;;;;;;;;;;;
552;Arbeidsvolume, 1 000 arb.jr.;2000;;;;;;;;;;6534.0;;;;;;;;;;;;;;;;;
553;Arbeidsvolume, 1 000 arb.jr.;2001;;;;;;;;;;6636.0;;;;;;;;;;;;;;;;;
554;Arbeidsvolume, 1 000 arb.jr.;2002;;;;;;;;;;6620.0;;;;;;;;;;;;;;;;;
555;Arbeidsvolume, 1 000 arb.jr.;2003;;;;;;;;;;6547.0;;;;;;;;;;;;;;;;;
556;Arbeidsvolume, 1 000 arb.jr.;2004;;;;;;;;;;6480.0;;;;;;;;;;;;;;;;;
557;Arbeidsvolume, 1 000 arb.jr.;2005;;;;;;;;;;6478.0;;;;;;;;;;;;;;;;;
558;Arbeidsvolume, 1 000 arb.jr.;2006;;;;;;;;;;6583.0;;;;;;;;;;;;;;;;;
559;Arbeidsvolume, 1 000 arb.jr.;2007;;;;;;;;;;6728.0;;;;;;;;;;;;;;;;;
560;Arbeidsvolume, 1 000 arb.jr.;2008;;;;;;;;;;6832.0;;;;;;;;;;;;;;;;;
561;Arbeidsvolume, 1 000 arb.jr.;2009;;;;;;;;;;6759.0;;;;;;;;;;;;;;;;;
562;Arbeidsvolume, 1 000 arb.jr.;2010;;;;;;;;;;6719.0;;;;;;;;;;;;;;;;;
563;Arbeidsvolume, 1 000 arb.jr.;2011;;;;;;;;;;6753.0;;;;;;;;;;;;;;;;;
564;Arbeidsvolume, 1 000 arb.jr.;2012;;;;;;;;;;6735.0;;;;;;;;;;;;;;;;;
565;Vorderingensaldo, % bbp;1900;;;;;;;;;;;;;;;;;;;;;;;;;;;
566;Vorderingensaldo, % bbp;1901;;;;;;;;;;;;;;;;;;;;;;;;;;;
567;Vorderingensaldo, % bbp;1902;;;;;;;;;;;;;;;;;;;;;;;;;;;
568;Vorderingensaldo, % bbp;1903;;;;;;;;;;;;;;;;;;;;;;;;;;;
569;Vorderingensaldo, % bbp;1904;;;;;;;;;;;;;;;;;;;;;;;;;;;
570;Vorderingensaldo, % bbp;1905;;;;;;;;;;;;;;;;;;;;;;;;;;;
571;Vorderingensaldo, % bbp;1906;;;;;;;;;;;;;;;;;;;;;;;;;;;
572;Vorderingensaldo, % bbp;1907;;;;;;;;;;;;;;;;;;;;;;;;;;;
573;Vorderingensaldo, % bbp;1908;;;;;;;;;;;;;;;;;;;;;;;;;;;
574;Vorderingensaldo, % bbp;1909;;;;;;;;;;;;;;;;;;;;;;;;;;;
575;Vorderingensaldo, % bbp;1910;;;;;;;;;;;;;;;;;;;;;;;;;;;
576;Vorderingensaldo, % bbp;1911;;;;;;;;;;;;;;;;;;;;;;;;;;;
577;Vorderingensaldo, % bbp;1912;;;;;;;;;;;;;;;;;;;;;;;;;;;
578;Vorderingensaldo, % bbp;1913;;;;;;;;;;;;;;;;;;;;;;;;;;;
579;Vorderingensaldo, % bbp;1914;;;;;;;;;;;;;;;;;;;;;;;;;;;
580;Vorderingensaldo, % bbp;1915;;;;;;;;;;;;;;;;;;;;;;;;;;;
581;Vorderingensaldo, % bbp;1916;;;;;;;;;;;;;;;;;;;;;;;;;;;
582;Vorderingensaldo, % bbp;1917;;;;;;;;;;;;;;;;;;;;;;;;;;;
583;Vorderingensaldo, % bbp;1918;;;;;;;;;;;;;;;;;;;;;;;;;;;
584;Vorderingensaldo, % bbp;1919;;;;;;;;;;;;;;;;;;;;;;;;;;;
585;Vorderingensaldo, % bbp;1920;;;;;;;;;;;;;;;;;;;;;;;;;;;
586;Vorderingensaldo, % bbp;1921;;;;;;;;;;;;;;;;;;;;;;;;;;;
587;Vorderingensaldo, % bbp;1922;;;;;;;;;;;;;;;;;;;;;;;;;;;
588;Vorderingensaldo, % bbp;1923;;;;;;;;;;;;;;;;;;;;;;;;;;;
589;Vorderingensaldo, % bbp;1924;;;;;;;;;;;;;;;;;;;;;;;;;;;
590;Vorderingensaldo, % bbp;1925;;;;;;;;;;;;;;;;;;;;;;;;;;;
591;Vorderingensaldo, % bbp;1926;;;;;;;;;;;;;;;;;;;;;;;;;;;
592;Vorderingensaldo, % bbp;1927;;;;;;;;;;;;;;;;;;;;;;;;;;;
593;Vorderingensaldo, % bbp;1928;;;;;;;;;;;;;;;;;;;;;;;;;;;
594;Vorderingensaldo, % bbp;1929;;;;;;;;;;;;;;;;;;;;;;;;;;;
595;Vorderingensaldo, % bbp;1930;;;;;;;;;;;;;;;;;;;;;;;;;;;
596;Vorderingensaldo, % bbp;1931;;;;;;;;;;;;;;;;;;;;;;;;;;;
597;Vorderingensaldo, % bbp;1932;;;;;;;;;;;;;;;;;;;;;;;;;;;
598;Vorderingensaldo, % bbp;1933;;;;;;;;;;;;;;;;;;;;;;;;;;;
599;Vorderingensaldo, % bbp;1934;;;;;;;;;;;;;;;;;;;;;;;;;;;
600;Vorderingensaldo, % bbp;1935;;;;;;;;;;;;;;;;;;;;;;;;;;;
601;Vorderingensaldo, % bbp;1936;;;;;;;;;;;;;;;;;;;;;;;;;;;
602;Vorderingensaldo, % bbp;1937;;;;;;;;;;;;;;;;;;;;;;;;;;;
603;Vorderingensaldo, % bbp;1938;;;;;;;;;;;;;;;;;;;;;;;;;;;
604;Vorderingensaldo, % bbp;1939;;;;;;;;;;;;;;;;;;;;;;;;;;;
605;Vorderingensaldo, % bbp;1940;;;;;;;;;;;;;;;;;;;;;;;;;;;
606;Vorderingensaldo, % bbp;1941;;;;;;;;;;;;;;;;;;;;;;;;;;;
607;Vorderingensaldo, % bbp;1942;;;;;;;;;;;;;;;;;;;;;;;;;;;
608;Vorderingensaldo, % bbp;1943;;;;;;;;;;;;;;;;;;;;;;;;;;;
609;Vorderingensaldo, % bbp;1944;;;;;;;;;;;;;;;;;;;;;;;;;;;
610;Vorderingensaldo, % bbp;1945;;;;;;;;;;;;;;;;;;;;;;;;;;;
611;Vorderingensaldo, % bbp;1946;;;;;;;;;;;;;;;;;;;;;;;;;;;
612;Vorderingensaldo, % bbp;1947;;;;;;;;;;;;;;;;;;;;;;;;;;;
613;Vorderingensaldo, % bbp;1948;;;;-5.9;16.8;;;;;;;;;;;;;;;;;;;;;;
614;Vorderingensaldo, % bbp;1949;;;;2.3;11.6;;;;;;;;;;;;;;;;;;;;;;
615;Vorderingensaldo, % bbp;1950;;;;0.5;11.4;;;;;;;;;;;;;;;;;;;;;;
616;Vorderingensaldo, % bbp;1951;;;;1.4;7.1;;;;;;;;;;;;;;;;;;;;;;
617;Vorderingensaldo, % bbp;1952;;;;9.4;7.3;;;;;;;;;;;;;;;;;;;;;;
618;Vorderingensaldo, % bbp;1953;;;;6.8;2.5;;;;;;;;;;;;;;;;;;;;;;
619;Vorderingensaldo, % bbp;1954;;;;1.5;0.8;;;;;;;;;;;;;;;;;;;;;;
620;Vorderingensaldo, % bbp;1955;;;;3.0;-2.5;;;;;;;;;;;;;;;;;;;;;;
621;Vorderingensaldo, % bbp;1956;;;;-2.1;-0.6;;;;;;;;;;;;;;;;;;;;;;
622;Vorderingensaldo, % bbp;1957;;;;-1.6;0.2;;;;;;;;;;;;;;;;;;;;;;
623;Vorderingensaldo, % bbp;1958;;;;4.5;-1.7;;;;;;;;;;;;;;;;;;;;;;
624;Vorderingensaldo, % bbp;1959;;;;4.7;0.5;;;;;;;;;;;;;;;;;;;;;;
625;Vorderingensaldo, % bbp;1960;;;;3.1;0.8;;;;;;;;;;;;;;;;;;;;;;
626;Vorderingensaldo, % bbp;1961;;;;1.5;0.1;;;;;;;;;;;;;;;;;;;;;;
627;Vorderingensaldo, % bbp;1962;;;;0.9;-0.6;;;;;;;;;;;;;;;;;;;;;;
628;Vorderingensaldo, % bbp;1963;;;;0.9;-1.3;;;;;;;;;;;;;;;;;;;;;;
629;Vorderingensaldo, % bbp;1964;;;;-0.9;-1.5;;;;;;;;;;;;;;;;;;;;;;
630;Vorderingensaldo, % bbp;1965;;;;0.3;-0.8;;;;;;;;;;;;;;;;;;;;;;
631;Vorderingensaldo, % bbp;1966;;;;-0.9;-0.9;;;;;;;;;;;;;;;;;;;;;;
632;Vorderingensaldo, % bbp;1967;;;;-0.4;-1.3;;;;;;;;;;;;;;;;;;;;;;
633;Vorderingensaldo, % bbp;1968;;;;0.2;-0.9;;;;;;;;;;;;;;;;;;;;;;
634;Vorderingensaldo, % bbp;1969;;;;2.3;-1.1;;;;;;;;;;;;;;;;;;;;;;
635;Vorderingensaldo, % bbp;1970;;;;0.4;-1.5;;;;;;;;;;;;;;;;;;;;;;
636;Vorderingensaldo, % bbp;1971;;;;1.2;-1.6;;;;;;;;;;;;;;;;;;;;;;
637;Vorderingensaldo, % bbp;1972;;;;4.2;-0.7;;;;;;;;;;;;;;;;;;;;;;
638;Vorderingensaldo, % bbp;1973;;;;4.2;0.5;;;;;;;;;;;;;;;;;;;;;;
639;Vorderingensaldo, % bbp;1974;;;;6.5;-0.3;;;;;;;;;;;;;;;;;;;;;;
640;Vorderingensaldo, % bbp;1975;;;;3.1;-2.8;;;;;;;;;;;;;;;;;;;;;;
641;Vorderingensaldo, % bbp;1976;;;;3.5;-2.0;;;;;;;;;;;;;;;;;;;;;;
642;Vorderingensaldo, % bbp;1977;;;;0.2;-0.8;;;;;;;;;;;;;;;;;;;;;;
643;Vorderingensaldo, % bbp;1978;;;;-1.3;-2.1;;;;;;;;;;;;;;;;;;;;;;
644;Vorderingensaldo, % bbp;1979;;;;0.7;-2.5;;;;;;;;;;;;;;;;;;;;;;
645;Vorderingensaldo, % bbp;1980;;;;-0.2;-3.9;;;;;;;;;;;;;;;;;;;;;;
646;Vorderingensaldo, % bbp;1981;;;;3.0;-4.9;;;;;;;;;;;;;;;;;;;;;;
647;Vorderingensaldo, % bbp;1982;;;;3.4;-6.2;;;;;;;;;;;;;;;;;;;;;;
648;Vorderingensaldo, % bbp;1983;;;;3.2;-5.5;;;;;;;;;;;;;;;;;;;;;;
649;Vorderingensaldo, % bbp;1984;;;;5.3;-5.2;;;;;;;;;;;;;;;;;;;;;;
650;Vorderingensaldo, % bbp;1985;;;;3.2;-3.6;;;;;;;;;;;;;;;;;;;;;;
651;Vorderingensaldo, % bbp;1986;;;;2.4;-4.6;;;;;;;;;;;;;;;;;;;;;;
652;Vorderingensaldo, % bbp;1987;;;;2.3;-5.4;;;;;;;;;;;;;;;;;;;;;;
653;Vorderingensaldo, % bbp;1988;;;;2.3;-4.2;;;;;;;;;;;;;;;;;;;;;;
654;Vorderingensaldo, % bbp;1989;;;;2.9;-5.0;;;;;;;;;;;;;;;;;;;;;;
655;Vorderingensaldo, % bbp;1990;;;;2.3;-5.3;;;;;;;;;;;;;;;;;;;;;;
656;Vorderingensaldo, % bbp;1991;;;;2.8;-2.7;;;;;;;;;;;;;;;;;;;;;;
657;Vorderingensaldo, % bbp;1992;;;;1.9;-4.2;;;;;;;;;;;;;;;;;;;;;;
658;Vorderingensaldo, % bbp;1993;;;;4.0;-2.8;;;;;;;;;;;;;;;;;;;;;;
659;Vorderingensaldo, % bbp;1994;;;;4.9;-3.5;;;;;;;;;;;;;;;;;;;;;;
660;Vorderingensaldo, % bbp;1995;;;;5.8;-9.2;;;;;;;;;;;;;;;;;;;;;;
661;Vorderingensaldo, % bbp;1996;;;;4.4;-1.9;;;;;;;;;;;;;;;;;;;;;;
662;Vorderingensaldo, % bbp;1997;;;;5.5;-1.2;;;;;;;;;;;;;;;;;;;;;;
663;Vorderingensaldo, % bbp;1998;;;;2.3;-0.9;;;;;;;;;;;;;;;;;;;;;;
664;Vorderingensaldo, % bbp;1999;;;;4.1;0.4;;;;;;;;;;;;;;;;;;;;;;
665;Vorderingensaldo, % bbp;2000;;;;6.1;2.0;;;;;;;;;;;;;;;;;;;;;;
666;Vorderingensaldo, % bbp;2001;;;;5.0;-0.3;;;;;;;;;;;;;;;;;;;;;;
667;Vorderingensaldo, % bbp;2002;;;;5.9;-2.1;;;;;;;;;;;;;;;;;;;;;;
668;Vorderingensaldo, % bbp;2003;;;;5.9;-3.2;;;;;;;;;;;;;;;;;;;;;;
669;Vorderingensaldo, % bbp;2004;;;;8.3;-1.8;;;;;;;;;;;;;;;;;;;;;;
670;Vorderingensaldo, % bbp;2005;;;;7.1;-0.3;;;;;;;;;;;;;;;;;;;;;;
671;Vorderingensaldo, % bbp;2006;;;;8.7;0.5;;;;;;;;;;;;;;;;;;;;;;
672;Vorderingensaldo, % bbp;2007;;;;8.2;0.2;;;;;;;;;;;;;;;;;;;;;;
673;Vorderingensaldo, % bbp;2008;;;;4.4;0.5;;;;;;;;;;;;;;;;;;;;;;
674;Vorderingensaldo, % bbp;2009;;;;2.7;-5.6;;;;;;;;;;;;;;;;;;;;;;
675;Vorderingensaldo, % bbp;2010;;;;4.5;-5.0;;;;;;;;;;;;;;;;;;;;;;
676;Vorderingensaldo, % bbp;2011;;;;7.0;-4.3;;;;;;;;;;;;;;;;;;;;;;
677;Vorderingensaldo, % bbp;2012;;;;7.4;-4.0;;;;;;;;;;;;;;;;;;;;;;
