ID;SBI93;Perioden;k_0mzet_1;Prijs_2;Volume_3;k_0mzet_4;Prijs_5;Volume_6
4534;5248.3 Juweliers artikelen, uurwerken;1994 oktober;;;;;;
4535;5248.3 Juweliers artikelen, uurwerken;1994 november;;;;;;
4536;5248.3 Juweliers artikelen, uurwerken;1994 december;;;;;;
4537;5248.3 Juweliers artikelen, uurwerken;1994 4e kwartaal;;;;;;
4538;5248.3 Juweliers artikelen, uurwerken;1994;102.0;100.0;102.0;;;
4539;5248.3 Juweliers artikelen, uurwerken;1995 januari;;;;;;
4540;5248.3 Juweliers artikelen, uurwerken;1995 februari;;;;;;
4541;5248.3 Juweliers artikelen, uurwerken;1995 maart;;;;;;
4542;5248.3 Juweliers artikelen, uurwerken;1995 1e kwartaal;82.0;100.0;82.0;-3.1;0.6;-3.7
4543;5248.3 Juweliers artikelen, uurwerken;1995 april;;;;;;
4544;5248.3 Juweliers artikelen, uurwerken;1995 mei;;;;;;
4545;5248.3 Juweliers artikelen, uurwerken;1995 juni;;;;;;
4546;5248.3 Juweliers artikelen, uurwerken;1995 2e kwartaal;101.0;100.0;101.0;-3.6;0.1;-3.7
4547;5248.3 Juweliers artikelen, uurwerken;1995 juli;;;;;;
4548;5248.3 Juweliers artikelen, uurwerken;1995 augustus;;;;;;
4549;5248.3 Juweliers artikelen, uurwerken;1995 september;;;;;;
4550;5248.3 Juweliers artikelen, uurwerken;1995 3e kwartaal;101.0;100.0;101.0;-2.8;-0.5;-2.4
4551;5248.3 Juweliers artikelen, uurwerken;1995 oktober;;;;;;
4552;5248.3 Juweliers artikelen, uurwerken;1995 november;;;;;;
4553;5248.3 Juweliers artikelen, uurwerken;1995 december;;;;;;
4554;5248.3 Juweliers artikelen, uurwerken;1995 4e kwartaal;116.0;100.0;116.0;-2.6;-0.5;-2.0
4555;5248.3 Juweliers artikelen, uurwerken;1995;100.0;100.0;100.0;-1.7;-0.1;-1.6
4556;5248.3 Juweliers artikelen, uurwerken;1996 januari;;;;;;
4557;5248.3 Juweliers artikelen, uurwerken;1996 februari;;;;;;
4558;5248.3 Juweliers artikelen, uurwerken;1996 maart;;;;;;
4559;5248.3 Juweliers artikelen, uurwerken;1996 1e kwartaal;83.0;99.0;84.0;0.9;-1.7;2.7
4560;5248.3 Juweliers artikelen, uurwerken;1996 april;;;;;;
4561;5248.3 Juweliers artikelen, uurwerken;1996 mei;;;;;;
4562;5248.3 Juweliers artikelen, uurwerken;1996 juni;;;;;;
4563;5248.3 Juweliers artikelen, uurwerken;1996 2e kwartaal;107.0;99.0;108.0;5.3;-1.2;6.5
4564;5248.3 Juweliers artikelen, uurwerken;1996 juli;;;;;;
4565;5248.3 Juweliers artikelen, uurwerken;1996 augustus;;;;;;
4566;5248.3 Juweliers artikelen, uurwerken;1996 september;;;;;;
4567;5248.3 Juweliers artikelen, uurwerken;1996 3e kwartaal;105.0;99.0;107.0;4.6;-2.2;6.9
4568;5248.3 Juweliers artikelen, uurwerken;1996 oktober;;;;;;
4569;5248.3 Juweliers artikelen, uurwerken;1996 november;;;;;;
4570;5248.3 Juweliers artikelen, uurwerken;1996 december;;;;;;
4571;5248.3 Juweliers artikelen, uurwerken;1996 4e kwartaal;123.0;98.0;125.0;6.6;-2.3;9.0
4572;5248.3 Juweliers artikelen, uurwerken;1996;104.0;99.0;106.0;4.6;-1.4;6.1
4573;5248.3 Juweliers artikelen, uurwerken;1997 januari;;;;;;
4574;5248.3 Juweliers artikelen, uurwerken;1997 februari;;;;;;
4575;5248.3 Juweliers artikelen, uurwerken;1997 maart;;;;;;
4576;5248.3 Juweliers artikelen, uurwerken;1997 1e kwartaal;94.0;99.0;94.0;12.9;0.4;12.5
4577;5248.3 Juweliers artikelen, uurwerken;1997 april;;;;;;
4578;5248.3 Juweliers artikelen, uurwerken;1997 mei;;;;;;
4579;5248.3 Juweliers artikelen, uurwerken;1997 juni;;;;;;
4580;5248.3 Juweliers artikelen, uurwerken;1997 2e kwartaal;122.0;100.0;122.0;14.1;0.7;13.3
4581;5248.3 Juweliers artikelen, uurwerken;1997 juli;;;;;;
4582;5248.3 Juweliers artikelen, uurwerken;1997 augustus;;;;;;
4583;5248.3 Juweliers artikelen, uurwerken;1997 september;;;;;;
4584;5248.3 Juweliers artikelen, uurwerken;1997 3e kwartaal;125.0;99.0;125.0;18.7;0.8;17.7
4585;5248.3 Juweliers artikelen, uurwerken;1997 oktober;;;;;;
4586;5248.3 Juweliers artikelen, uurwerken;1997 november;;;;;;
4587;5248.3 Juweliers artikelen, uurwerken;1997 december;;;;;;
4588;5248.3 Juweliers artikelen, uurwerken;1997 4e kwartaal;141.0;101.0;140.0;14.7;2.4;12.1
4589;5248.3 Juweliers artikelen, uurwerken;1997;120.0;100.0;121.0;15.1;1.1;13.9
4590;5248.3 Juweliers artikelen, uurwerken;1998 januari;;;;;;
4591;5248.3 Juweliers artikelen, uurwerken;1998 februari;;;;;;
4592;5248.3 Juweliers artikelen, uurwerken;1998 maart;;;;;;
4593;5248.3 Juweliers artikelen, uurwerken;1998 1e kwartaal;103.0;99.0;104.0;10.3;0.3;10.0
4594;5248.3 Juweliers artikelen, uurwerken;1998 april;;;;;;
4595;5248.3 Juweliers artikelen, uurwerken;1998 mei;;;;;;
4596;5248.3 Juweliers artikelen, uurwerken;1998 juni;;;;;;
4597;5248.3 Juweliers artikelen, uurwerken;1998 2e kwartaal;125.0;100.0;125.0;3.2;0.4;2.8
4598;5248.3 Juweliers artikelen, uurwerken;1998 juli;;;;;;
4599;5248.3 Juweliers artikelen, uurwerken;1998 augustus;;;;;;
4600;5248.3 Juweliers artikelen, uurwerken;1998 september;;;;;;
4601;5248.3 Juweliers artikelen, uurwerken;1998 3e kwartaal;128.0;100.0;128.0;2.5;0.7;1.8
4602;5248.3 Juweliers artikelen, uurwerken;1998 oktober;;;;;;
4603;5248.3 Juweliers artikelen, uurwerken;1998 november;;;;;;
4604;5248.3 Juweliers artikelen, uurwerken;1998 december;;;;;;
4605;5248.3 Juweliers artikelen, uurwerken;1998 4e kwartaal;149.0;100.0;149.0;5.9;-0.5;6.5
4606;5248.3 Juweliers artikelen, uurwerken;1998;126.0;100.0;127.0;5.2;0.2;5.0
4607;5248.3 Juweliers artikelen, uurwerken;1999 januari;;;;;;
4608;5248.3 Juweliers artikelen, uurwerken;1999 februari;;;;;;
4609;5248.3 Juweliers artikelen, uurwerken;1999 maart;;;;;;
4610;5248.3 Juweliers artikelen, uurwerken;1999 1e kwartaal;112.0;100.0;112.0;8.1;0.7;7.4
4611;5248.3 Juweliers artikelen, uurwerken;1999 april;;;;;;
4612;5248.3 Juweliers artikelen, uurwerken;1999 mei;;;;;;
4613;5248.3 Juweliers artikelen, uurwerken;1999 juni;;;;;;
4614;5248.3 Juweliers artikelen, uurwerken;1999 2e kwartaal;130.0;100.0;130.0;3.8;0.1;3.7
4615;5248.3 Juweliers artikelen, uurwerken;1999 juli;;;;;;
4616;5248.3 Juweliers artikelen, uurwerken;1999 augustus;;;;;;
4617;5248.3 Juweliers artikelen, uurwerken;1999 september;;;;;;
4618;5248.3 Juweliers artikelen, uurwerken;1999 3e kwartaal;137.0;100.0;137.0;7.1;0.1;7.0
4619;5248.3 Juweliers artikelen, uurwerken;1999 oktober;;;;;;
4620;5248.3 Juweliers artikelen, uurwerken;1999 november;;;;;;
4621;5248.3 Juweliers artikelen, uurwerken;1999 december;;;;;;
4622;5248.3 Juweliers artikelen, uurwerken;1999 4e kwartaal;162.0;101.0;161.0;8.7;1.0;7.6
4623;5248.3 Juweliers artikelen, uurwerken;1999;135.0;100.0;135.0;7.0;0.5;6.5
4624;5248.3 Juweliers artikelen, uurwerken;2000 januari;120.0;101.0;119.0;4.1;1.0;3.1
4625;5248.3 Juweliers artikelen, uurwerken;2000 februari;116.0;101.0;115.0;11.7;1.0;10.6
4626;5248.3 Juweliers artikelen, uurwerken;2000 maart;121.0;101.0;119.0;3.8;1.0;2.8
4627;5248.3 Juweliers artikelen, uurwerken;2000 1e kwartaal;119.0;101.0;118.0;6.4;1.0;5.3
4628;5248.3 Juweliers artikelen, uurwerken;2000 april;122.0;101.0;121.0;7.2;1.0;6.1
4629;5248.3 Juweliers artikelen, uurwerken;2000 mei;153.0;101.0;151.0;15.7;1.1;14.5
4630;5248.3 Juweliers artikelen, uurwerken;2000 juni;138.0;102.0;135.0;-4.0;2.0;-5.9
4631;5248.3 Juweliers artikelen, uurwerken;2000 2e kwartaal;138.0;101.0;136.0;6.0;1.4;4.5
4632;5248.3 Juweliers artikelen, uurwerken;2000 juli;139.0;101.0;137.0;-1.7;1.1;-2.8
4633;5248.3 Juweliers artikelen, uurwerken;2000 augustus;141.0;101.0;140.0;5.2;1.1;4.1
4634;5248.3 Juweliers artikelen, uurwerken;2000 september;147.0;101.0;145.0;8.8;1.1;7.6
4635;5248.3 Juweliers artikelen, uurwerken;2000 3e kwartaal;142.0;101.0;141.0;4.0;1.1;2.9
4636;5248.3 Juweliers artikelen, uurwerken;2000 oktober;139.0;102.0;136.0;16.2;1.1;14.9
4637;5248.3 Juweliers artikelen, uurwerken;2000 november;143.0;102.0;140.0;8.0;1.0;6.9
4638;5248.3 Juweliers artikelen, uurwerken;2000 december;251.0;102.0;245.0;6.8;1.1;5.7
4639;5248.3 Juweliers artikelen, uurwerken;2000 4e kwartaal;178.0;102.0;174.0;9.4;1.1;8.3
4640;5248.3 Juweliers artikelen, uurwerken;2000;144.0;101.0;142.0;6.6;1.1;5.4
4641;5248.5 Fietsen;1994 januari;;;;;;
4642;5248.5 Fietsen;1994 februari;;;;;;
4643;5248.5 Fietsen;1994 maart;;;;;;
4644;5248.5 Fietsen;1994 1e kwartaal;;;;;;
4645;5248.5 Fietsen;1994 april;;;;;;
4646;5248.5 Fietsen;1994 mei;;;;;;
4647;5248.5 Fietsen;1994 juni;;;;;;
4648;5248.5 Fietsen;1994 2e kwartaal;;;;;;
4649;5248.5 Fietsen;1994 juli;;;;;;
4650;5248.5 Fietsen;1994 augustus;;;;;;
4651;5248.5 Fietsen;1994 september;;;;;;
4652;5248.5 Fietsen;1994 3e kwartaal;;;;;;
4653;5248.5 Fietsen;1994 oktober;;;;;;
4654;5248.5 Fietsen;1994 november;;;;;;
4655;5248.5 Fietsen;1994 december;;;;;;
4656;5248.5 Fietsen;1994 4e kwartaal;;;;;;
4657;5248.5 Fietsen;1994;101.0;98.0;103.0;;;
4658;5248.5 Fietsen;1995 januari;;;;;;
4659;5248.5 Fietsen;1995 februari;;;;;;
4660;5248.5 Fietsen;1995 maart;;;;;;
4661;5248.5 Fietsen;1995 1e kwartaal;;;;;;
4662;5248.5 Fietsen;1995 april;;;;;;
4663;5248.5 Fietsen;1995 mei;;;;;;
4664;5248.5 Fietsen;1995 juni;;;;;;
4665;5248.5 Fietsen;1995 2e kwartaal;;;;;;
4666;5248.5 Fietsen;1995 juli;;;;;;
4667;5248.5 Fietsen;1995 augustus;;;;;;
4668;5248.5 Fietsen;1995 september;;;;;;
4669;5248.5 Fietsen;1995 3e kwartaal;;;;;;
4670;5248.5 Fietsen;1995 oktober;;;;;;
4671;5248.5 Fietsen;1995 november;;;;;;
4672;5248.5 Fietsen;1995 december;;;;;;
4673;5248.5 Fietsen;1995 4e kwartaal;;;;;;
4674;5248.5 Fietsen;1995;100.0;100.0;100.0;-0.5;2.1;-2.6
4675;5248.5 Fietsen;1996 januari;;;;;;
4676;5248.5 Fietsen;1996 februari;;;;;;
4677;5248.5 Fietsen;1996 maart;;;;;;
4678;5248.5 Fietsen;1996 1e kwartaal;;;;;;
4679;5248.5 Fietsen;1996 april;;;;;;
4680;5248.5 Fietsen;1996 mei;;;;;;
4681;5248.5 Fietsen;1996 juni;;;;;;
4682;5248.5 Fietsen;1996 2e kwartaal;;;;;;
4683;5248.5 Fietsen;1996 juli;;;;;;
4684;5248.5 Fietsen;1996 augustus;;;;;;
4685;5248.5 Fietsen;1996 september;;;;;;
4686;5248.5 Fietsen;1996 3e kwartaal;;;;;;
4687;5248.5 Fietsen;1996 oktober;;;;;;
4688;5248.5 Fietsen;1996 november;;;;;;
4689;5248.5 Fietsen;1996 december;;;;;;
4690;5248.5 Fietsen;1996 4e kwartaal;;;;;;
4691;5248.5 Fietsen;1996;99.0;109.0;91.0;-1.3;8.6;-9.4
4692;5248.5 Fietsen;1997 januari;;;;;;
4693;5248.5 Fietsen;1997 februari;;;;;;
4694;5248.5 Fietsen;1997 maart;;;;;;
4695;5248.5 Fietsen;1997 1e kwartaal;;;;;;
4696;5248.5 Fietsen;1997 april;;;;;;
4697;5248.5 Fietsen;1997 mei;;;;;;
4698;5248.5 Fietsen;1997 juni;;;;;;
4699;5248.5 Fietsen;1997 2e kwartaal;;;;;;
4700;5248.5 Fietsen;1997 juli;;;;;;
4701;5248.5 Fietsen;1997 augustus;;;;;;
4702;5248.5 Fietsen;1997 september;;;;;;
4703;5248.5 Fietsen;1997 3e kwartaal;;;;;;
4704;5248.5 Fietsen;1997 oktober;;;;;;
4705;5248.5 Fietsen;1997 november;;;;;;
4706;5248.5 Fietsen;1997 december;;;;;;
4707;5248.5 Fietsen;1997 4e kwartaal;;;;;;
4708;5248.5 Fietsen;1997;109.0;103.0;105.0;9.9;-5.0;15.6
4709;5248.5 Fietsen;1998 januari;;;;;;
4710;5248.5 Fietsen;1998 februari;;;;;;
4711;5248.5 Fietsen;1998 maart;;;;;;
4712;5248.5 Fietsen;1998 1e kwartaal;86.0;104.0;83.0;3.3;0.7;2.7
4713;5248.5 Fietsen;1998 april;;;;;;
4714;5248.5 Fietsen;1998 mei;;;;;;
4715;5248.5 Fietsen;1998 juni;;;;;;
4716;5248.5 Fietsen;1998 2e kwartaal;148.0;104.0;142.0;9.0;1.1;7.7
4717;5248.5 Fietsen;1998 juli;;;;;;
4718;5248.5 Fietsen;1998 augustus;;;;;;
4719;5248.5 Fietsen;1998 september;;;;;;
4720;5248.5 Fietsen;1998 3e kwartaal;131.0;105.0;125.0;-3.6;1.0;-4.6
4721;5248.5 Fietsen;1998 oktober;;;;;;
4722;5248.5 Fietsen;1998 november;;;;;;
4723;5248.5 Fietsen;1998 december;;;;;;
4724;5248.5 Fietsen;1998 4e kwartaal;82.0;105.0;78.0;3.7;1.3;2.4
4725;5248.5 Fietsen;1998;112.0;104.0;107.0;3.0;1.0;1.9
4726;5248.5 Fietsen;1999 januari;;;;;;
4727;5248.5 Fietsen;1999 februari;;;;;;
4728;5248.5 Fietsen;1999 maart;;;;;;
4729;5248.5 Fietsen;1999 1e kwartaal;93.0;105.0;88.0;8.0;1.3;6.6
4730;5248.5 Fietsen;1999 april;;;;;;
4731;5248.5 Fietsen;1999 mei;;;;;;
4732;5248.5 Fietsen;1999 juni;;;;;;
4733;5248.5 Fietsen;1999 2e kwartaal;153.0;105.0;145.0;3.0;1.0;2.0
4734;5248.5 Fietsen;1999 juli;;;;;;
4735;5248.5 Fietsen;1999 augustus;;;;;;
4736;5248.5 Fietsen;1999 september;;;;;;
4737;5248.5 Fietsen;1999 3e kwartaal;138.0;106.0;130.0;5.2;1.5;3.7
4738;5248.5 Fietsen;1999 oktober;;;;;;
4739;5248.5 Fietsen;1999 november;;;;;;
4740;5248.5 Fietsen;1999 december;;;;;;
4741;5248.5 Fietsen;1999 4e kwartaal;87.0;107.0;81.0;5.8;2.6;3.1
4742;5248.5 Fietsen;1999;118.0;106.0;111.0;5.1;1.6;3.5
4743;5248.5 Fietsen;2000 januari;78.0;109.0;71.0;-1.5;3.8;-5.1
4744;5248.5 Fietsen;2000 februari;88.0;109.0;81.0;13.5;3.3;9.9
4745;5248.5 Fietsen;2000 maart;118.0;109.0;108.0;-3.3;3.6;-6.7
4746;5248.5 Fietsen;2000 1e kwartaal;95.0;109.0;87.0;1.9;3.6;-1.6
4747;5248.5 Fietsen;2000 april;147.0;109.0;136.0;5.6;3.1;2.4
4748;5248.5 Fietsen;2000 mei;175.0;109.0;161.0;11.5;2.9;8.3
4749;5248.5 Fietsen;2000 juni;161.0;109.0;147.0;-0.9;3.6;-4.3
4750;5248.5 Fietsen;2000 2e kwartaal;161.0;109.0;148.0;5.3;3.2;2.0
4751;5248.5 Fietsen;2000 juli;149.0;109.0;136.0;-11.0;3.5;-14.1
4752;5248.5 Fietsen;2000 augustus;155.0;109.0;142.0;17.4;3.3;13.7
4753;5248.5 Fietsen;2000 september;118.0;110.0;107.0;4.2;3.1;1.1
4754;5248.5 Fietsen;2000 3e kwartaal;141.0;110.0;128.0;2.3;3.3;-1.0
4755;5248.5 Fietsen;2000 oktober;90.0;112.0;81.0;4.1;4.1;-0.1
4756;5248.5 Fietsen;2000 november;90.0;113.0;80.0;12.1;5.1;6.6
4757;5248.5 Fietsen;2000 december;95.0;113.0;83.0;1.5;5.1;-3.5
4758;5248.5 Fietsen;2000 4e kwartaal;91.0;113.0;81.0;5.6;4.8;0.8
4759;5248.5 Fietsen;2000;122.0;110.0;111.0;3.8;3.7;0.1
4760;5248.6 en 5248.7 Sport- en kampeerart.;1994 januari;;;;;;
4761;5248.6 en 5248.7 Sport- en kampeerart.;1994 februari;;;;;;
4762;5248.6 en 5248.7 Sport- en kampeerart.;1994 maart;;;;;;
4763;5248.6 en 5248.7 Sport- en kampeerart.;1994 1e kwartaal;;;;;;
4764;5248.6 en 5248.7 Sport- en kampeerart.;1994 april;;;;;;
4765;5248.6 en 5248.7 Sport- en kampeerart.;1994 mei;;;;;;
4766;5248.6 en 5248.7 Sport- en kampeerart.;1994 juni;;;;;;
4767;5248.6 en 5248.7 Sport- en kampeerart.;1994 2e kwartaal;;;;;;
4768;5248.6 en 5248.7 Sport- en kampeerart.;1994 juli;;;;;;
4769;5248.6 en 5248.7 Sport- en kampeerart.;1994 augustus;;;;;;
4770;5248.6 en 5248.7 Sport- en kampeerart.;1994 september;;;;;;
4771;5248.6 en 5248.7 Sport- en kampeerart.;1994 3e kwartaal;;;;;;
4772;5248.6 en 5248.7 Sport- en kampeerart.;1994 oktober;;;;;;
4773;5248.6 en 5248.7 Sport- en kampeerart.;1994 november;;;;;;
4774;5248.6 en 5248.7 Sport- en kampeerart.;1994 december;;;;;;
4775;5248.6 en 5248.7 Sport- en kampeerart.;1994 4e kwartaal;;;;;;
4776;5248.6 en 5248.7 Sport- en kampeerart.;1994;;;;;;
4777;5248.6 en 5248.7 Sport- en kampeerart.;1995 januari;;;;;;
4778;5248.6 en 5248.7 Sport- en kampeerart.;1995 februari;;;;;;
4779;5248.6 en 5248.7 Sport- en kampeerart.;1995 maart;;;;;;
4780;5248.6 en 5248.7 Sport- en kampeerart.;1995 1e kwartaal;;;;;;
4781;5248.6 en 5248.7 Sport- en kampeerart.;1995 april;;;;;;
4782;5248.6 en 5248.7 Sport- en kampeerart.;1995 mei;;;;;;
4783;5248.6 en 5248.7 Sport- en kampeerart.;1995 juni;;;;;;
4784;5248.6 en 5248.7 Sport- en kampeerart.;1995 2e kwartaal;;;;;;
4785;5248.6 en 5248.7 Sport- en kampeerart.;1995 juli;;;;;;
4786;5248.6 en 5248.7 Sport- en kampeerart.;1995 augustus;;;;;;
4787;5248.6 en 5248.7 Sport- en kampeerart.;1995 september;;;;;;
4788;5248.6 en 5248.7 Sport- en kampeerart.;1995 3e kwartaal;;;;;;
4789;5248.6 en 5248.7 Sport- en kampeerart.;1995 oktober;;;;;;
4790;5248.6 en 5248.7 Sport- en kampeerart.;1995 november;;;;;;
4791;5248.6 en 5248.7 Sport- en kampeerart.;1995 december;;;;;;
4792;5248.6 en 5248.7 Sport- en kampeerart.;1995 4e kwartaal;;;;;;
4793;5248.6 en 5248.7 Sport- en kampeerart.;1995;;;;;;
4794;5248.6 en 5248.7 Sport- en kampeerart.;1996 januari;;;;;;
4795;5248.6 en 5248.7 Sport- en kampeerart.;1996 februari;;;;;;
4796;5248.6 en 5248.7 Sport- en kampeerart.;1996 maart;;;;;;
4797;5248.6 en 5248.7 Sport- en kampeerart.;1996 1e kwartaal;;;;;;
4798;5248.6 en 5248.7 Sport- en kampeerart.;1996 april;;;;;;
4799;5248.6 en 5248.7 Sport- en kampeerart.;1996 mei;;;;;;
4800;5248.6 en 5248.7 Sport- en kampeerart.;1996 juni;;;;;;
4801;5248.6 en 5248.7 Sport- en kampeerart.;1996 2e kwartaal;;;;;;
4802;5248.6 en 5248.7 Sport- en kampeerart.;1996 juli;;;;;;
4803;5248.6 en 5248.7 Sport- en kampeerart.;1996 augustus;;;;;;
4804;5248.6 en 5248.7 Sport- en kampeerart.;1996 september;;;;;;
4805;5248.6 en 5248.7 Sport- en kampeerart.;1996 3e kwartaal;;;;;;
4806;5248.6 en 5248.7 Sport- en kampeerart.;1996 oktober;;;;;;
4807;5248.6 en 5248.7 Sport- en kampeerart.;1996 november;;;;;;
4808;5248.6 en 5248.7 Sport- en kampeerart.;1996 december;;;;;;
4809;5248.6 en 5248.7 Sport- en kampeerart.;1996 4e kwartaal;;;;;;
4810;5248.6 en 5248.7 Sport- en kampeerart.;1996;;;;;;
4811;5248.6 en 5248.7 Sport- en kampeerart.;1997 januari;;;;;;
4812;5248.6 en 5248.7 Sport- en kampeerart.;1997 februari;;;;;;
4813;5248.6 en 5248.7 Sport- en kampeerart.;1997 maart;;;;;;
4814;5248.6 en 5248.7 Sport- en kampeerart.;1997 1e kwartaal;;;;;;
4815;5248.6 en 5248.7 Sport- en kampeerart.;1997 april;;;;;;
4816;5248.6 en 5248.7 Sport- en kampeerart.;1997 mei;;;;;;
4817;5248.6 en 5248.7 Sport- en kampeerart.;1997 juni;;;;;;
4818;5248.6 en 5248.7 Sport- en kampeerart.;1997 2e kwartaal;;;;;;
4819;5248.6 en 5248.7 Sport- en kampeerart.;1997 juli;;;;;;
4820;5248.6 en 5248.7 Sport- en kampeerart.;1997 augustus;;;;;;
4821;5248.6 en 5248.7 Sport- en kampeerart.;1997 september;;;;;;
4822;5248.6 en 5248.7 Sport- en kampeerart.;1997 3e kwartaal;;;;;;
4823;5248.6 en 5248.7 Sport- en kampeerart.;1997 oktober;;;;;;
4824;5248.6 en 5248.7 Sport- en kampeerart.;1997 november;;;;;;
4825;5248.6 en 5248.7 Sport- en kampeerart.;1997 december;;;;;;
4826;5248.6 en 5248.7 Sport- en kampeerart.;1997 4e kwartaal;;;;;;
4827;5248.6 en 5248.7 Sport- en kampeerart.;1997;;;;;;
4828;5248.6 en 5248.7 Sport- en kampeerart.;1998 januari;;;;;;
4829;5248.6 en 5248.7 Sport- en kampeerart.;1998 februari;;;;;;
4830;5248.6 en 5248.7 Sport- en kampeerart.;1998 maart;;;;;;
4831;5248.6 en 5248.7 Sport- en kampeerart.;1998 1e kwartaal;112.0;101.0;110.0;6.8;0.6;6.2
4832;5248.6 en 5248.7 Sport- en kampeerart.;1998 april;;;;;;
4833;5248.6 en 5248.7 Sport- en kampeerart.;1998 mei;;;;;;
4834;5248.6 en 5248.7 Sport- en kampeerart.;1998 juni;;;;;;
4835;5248.6 en 5248.7 Sport- en kampeerart.;1998 2e kwartaal;162.0;103.0;158.0;18.4;1.6;16.6
4836;5248.6 en 5248.7 Sport- en kampeerart.;1998 juli;;;;;;
4837;5248.6 en 5248.7 Sport- en kampeerart.;1998 augustus;;;;;;
4838;5248.6 en 5248.7 Sport- en kampeerart.;1998 september;;;;;;
4839;5248.6 en 5248.7 Sport- en kampeerart.;1998 3e kwartaal;160.0;102.0;157.0;19.3;1.0;18.1
4840;5248.6 en 5248.7 Sport- en kampeerart.;1998 oktober;;;;;;
4841;5248.6 en 5248.7 Sport- en kampeerart.;1998 november;;;;;;
4842;5248.6 en 5248.7 Sport- en kampeerart.;1998 december;;;;;;
4843;5248.6 en 5248.7 Sport- en kampeerart.;1998 4e kwartaal;141.0;102.0;138.0;18.7;1.3;17.2
4844;5248.6 en 5248.7 Sport- en kampeerart.;1998;144.0;102.0;141.0;16.3;1.1;15.0
4845;5248.6 en 5248.7 Sport- en kampeerart.;1999 januari;;;;;;
4846;5248.6 en 5248.7 Sport- en kampeerart.;1999 februari;;;;;;
4847;5248.6 en 5248.7 Sport- en kampeerart.;1999 maart;;;;;;
4848;5248.6 en 5248.7 Sport- en kampeerart.;1999 1e kwartaal;133.0;102.0;130.0;21.3;0.8;20.4
4849;5248.6 en 5248.7 Sport- en kampeerart.;1999 april;;;;;;
4850;5248.6 en 5248.7 Sport- en kampeerart.;1999 mei;;;;;;
4851;5248.6 en 5248.7 Sport- en kampeerart.;1999 juni;;;;;;
4852;5248.6 en 5248.7 Sport- en kampeerart.;1999 2e kwartaal;181.0;102.0;178.0;14.0;-1.0;15.2
4853;5248.6 en 5248.7 Sport- en kampeerart.;1999 juli;;;;;;
4854;5248.6 en 5248.7 Sport- en kampeerart.;1999 augustus;;;;;;
4855;5248.6 en 5248.7 Sport- en kampeerart.;1999 september;;;;;;
4856;5248.6 en 5248.7 Sport- en kampeerart.;1999 3e kwartaal;178.0;101.0;177.0;13.1;-1.3;14.6
4857;5248.6 en 5248.7 Sport- en kampeerart.;1999 oktober;;;;;;
4858;5248.6 en 5248.7 Sport- en kampeerart.;1999 november;;;;;;
4859;5248.6 en 5248.7 Sport- en kampeerart.;1999 december;;;;;;
4860;5248.6 en 5248.7 Sport- en kampeerart.;1999 4e kwartaal;144.0;101.0;142.0;4.2;-0.8;5.0
4861;5248.6 en 5248.7 Sport- en kampeerart.;1999;159.0;101.0;157.0;12.8;-0.6;13.4
4862;5248.6 en 5248.7 Sport- en kampeerart.;2000 januari;149.0;102.0;147.0;5.5;-0.2;5.7
4863;5248.6 en 5248.7 Sport- en kampeerart.;2000 februari;137.0;102.0;134.0;13.0;0.6;12.4
4864;5248.6 en 5248.7 Sport- en kampeerart.;2000 maart;147.0;103.0;142.0;2.6;1.0;1.6
4865;5248.6 en 5248.7 Sport- en kampeerart.;2000 1e kwartaal;144.0;102.0;141.0;6.7;0.5;6.2
4866;5248.6 en 5248.7 Sport- en kampeerart.;2000 april;180.0;103.0;176.0;6.6;0.3;6.2
4867;5248.6 en 5248.7 Sport- en kampeerart.;2000 mei;200.0;103.0;195.0;7.0;0.7;6.2
4868;5248.6 en 5248.7 Sport- en kampeerart.;2000 juni;209.0;103.0;204.0;6.3;1.8;4.4
4869;5248.6 en 5248.7 Sport- en kampeerart.;2000 2e kwartaal;197.0;103.0;192.0;6.6;1.0;5.6
4870;5248.6 en 5248.7 Sport- en kampeerart.;2000 juli;232.0;102.0;228.0;-0.2;1.5;-1.6
4871;5248.6 en 5248.7 Sport- en kampeerart.;2000 augustus;187.0;101.0;184.0;11.0;1.1;9.9
4872;5248.6 en 5248.7 Sport- en kampeerart.;2000 september;166.0;103.0;161.0;16.2;1.5;14.5
4873;5248.6 en 5248.7 Sport- en kampeerart.;2000 3e kwartaal;195.0;102.0;191.0;7.6;1.4;6.2
4874;5248.6 en 5248.7 Sport- en kampeerart.;2000 oktober;159.0;103.0;154.0;3.4;2.3;1.0
4875;5248.6 en 5248.7 Sport- en kampeerart.;2000 november;149.0;104.0;144.0;13.8;2.7;10.9
4876;5248.6 en 5248.7 Sport- en kampeerart.;2000 december;174.0;104.0;168.0;12.2;1.9;10.1
4877;5248.6 en 5248.7 Sport- en kampeerart.;2000 4e kwartaal;161.0;104.0;155.0;9.6;2.3;7.1
4878;5248.6 en 5248.7 Sport- en kampeerart.;2000;174.0;103.0;170.0;7.6;1.3;6.2
4879;5248.9 Caravans;1994 januari;;;;;;
4880;5248.9 Caravans;1994 februari;;;;;;
4881;5248.9 Caravans;1994 maart;;;;;;
4882;5248.9 Caravans;1994 1e kwartaal;;;;;;
4883;5248.9 Caravans;1994 april;;;;;;
4884;5248.9 Caravans;1994 mei;;;;;;
4885;5248.9 Caravans;1994 juni;;;;;;
