ID;Sex;Ages;MedicineGroupATC;Periods;PersonsWithDispensedMedicines_1;PersonsWithMedicinesRelative_2;DefinedDailyDosesDDD_3;DefinedDailyDosesDDDRelative_4
7561;Total male and female;0 to 14 years;A11B Multivitamins, plain;2007;0.0;0.0;;
7562;Total male and female;0 to 14 years;A11B Multivitamins, plain;2008;0.0;0.0;;
7563;Total male and female;0 to 14 years;A11B Multivitamins, plain;2009;0.0;0.0;;
7564;Total male and female;0 to 14 years;A11B Multivitamins, plain;2010;0.0;0.0;;
7565;Total male and female;0 to 14 years;A11B Multivitamins, plain;2011;0.0;0.0;;
7566;Total male and female;0 to 14 years;A11B Multivitamins, plain;2012;0.0;0.0;;
7567;Total male and female;0 to 14 years;A11B Multivitamins, plain;2013;0.0;0.0;;
7568;Total male and female;0 to 14 years;A11B Multivitamins, plain;2014;0.0;0.0;;
7569;Total male and female;0 to 14 years;A11B Multivitamins, plain;2015;0.0;0.0;;
7570;Total male and female;0 to 14 years;A11B Multivitamins, plain;2016;0.0;0.0;;
7571;Total male and female;0 to 14 years;A11B Multivitamins, plain;2017;0.0;0.0;;
7572;Total male and female;0 to 14 years;A11B Multivitamins, plain;2018;0.0;0.0;;
7573;Total male and female;0 to 14 years;A11B Multivitamins, plain;2019;0.0;0.0;;
7574;Total male and female;0 to 14 years;A11B Multivitamins, plain;2020;0.0;0.0;0.0;0.0
7575;Total male and female;0 to 14 years;A11B Multivitamins, plain;2021;0.0;0.0;0.0;0.0
7576;Total male and female;0 to 14 years;A11B Multivitamins, plain;2022;0.0;0.0;0.0;0.0
7577;Total male and female;0 to 14 years;A11B Multivitamins, plain;2023;0.0;0.0;0.0;0.0
7578;Total male and female;0 to 14 years;A11C Vit A and D, incl.combin.of the two;2006;690.0;0.02;;
7579;Total male and female;0 to 14 years;A11C Vit A and D, incl.combin.of the two;2007;700.0;0.02;;
7580;Total male and female;0 to 14 years;A11C Vit A and D, incl.combin.of the two;2008;770.0;0.03;;
7581;Total male and female;0 to 14 years;A11C Vit A and D, incl.combin.of the two;2009;900.0;0.03;;
7582;Total male and female;0 to 14 years;A11C Vit A and D, incl.combin.of the two;2010;1505.0;0.05;;
7583;Total male and female;0 to 14 years;A11C Vit A and D, incl.combin.of the two;2011;2525.0;0.09;;
7584;Total male and female;0 to 14 years;A11C Vit A and D, incl.combin.of the two;2012;3870.0;0.13;;
7585;Total male and female;0 to 14 years;A11C Vit A and D, incl.combin.of the two;2013;6460.0;0.23;;
7586;Total male and female;0 to 14 years;A11C Vit A and D, incl.combin.of the two;2014;8605.0;0.3;;
7587;Total male and female;0 to 14 years;A11C Vit A and D, incl.combin.of the two;2015;9980.0;0.35;;
7588;Total male and female;0 to 14 years;A11C Vit A and D, incl.combin.of the two;2016;11250.0;0.4;;
7589;Total male and female;0 to 14 years;A11C Vit A and D, incl.combin.of the two;2017;11480.0;0.41;;
7590;Total male and female;0 to 14 years;A11C Vit A and D, incl.combin.of the two;2018;12000.0;0.44;;
7591;Total male and female;0 to 14 years;A11C Vit A and D, incl.combin.of the two;2019;9395.0;0.34;;
7592;Total male and female;0 to 14 years;A11C Vit A and D, incl.combin.of the two;2020;8365.0;0.31;2367.0;868.0
7593;Total male and female;0 to 14 years;A11C Vit A and D, incl.combin.of the two;2021;8975.0;0.33;2705.0;991.0
7594;Total male and female;0 to 14 years;A11C Vit A and D, incl.combin.of the two;2022;9525.0;0.35;3137.0;1141.0
7595;Total male and female;0 to 14 years;A11C Vit A and D, incl.combin.of the two;2023;395.0;0.01;83.0;30.0
7596;Total male and female;0 to 14 years;A11D Vitamin B1,and with vit. B6 and B12;2006;10.0;0.0;;
7597;Total male and female;0 to 14 years;A11D Vitamin B1,and with vit. B6 and B12;2007;5.0;0.0;;
7598;Total male and female;0 to 14 years;A11D Vitamin B1,and with vit. B6 and B12;2008;5.0;0.0;;
7599;Total male and female;0 to 14 years;A11D Vitamin B1,and with vit. B6 and B12;2009;5.0;0.0;;
7600;Total male and female;0 to 14 years;A11D Vitamin B1,and with vit. B6 and B12;2010;0.0;0.0;;
7601;Total male and female;0 to 14 years;A11D Vitamin B1,and with vit. B6 and B12;2011;5.0;0.0;;
7602;Total male and female;0 to 14 years;A11D Vitamin B1,and with vit. B6 and B12;2012;5.0;0.0;;
7603;Total male and female;0 to 14 years;A11D Vitamin B1,and with vit. B6 and B12;2013;10.0;0.0;;
7604;Total male and female;0 to 14 years;A11D Vitamin B1,and with vit. B6 and B12;2014;5.0;0.0;;
7605;Total male and female;0 to 14 years;A11D Vitamin B1,and with vit. B6 and B12;2015;0.0;0.0;;
7606;Total male and female;0 to 14 years;A11D Vitamin B1,and with vit. B6 and B12;2016;5.0;0.0;;
7607;Total male and female;0 to 14 years;A11D Vitamin B1,and with vit. B6 and B12;2017;5.0;0.0;;
7608;Total male and female;0 to 14 years;A11D Vitamin B1,and with vit. B6 and B12;2018;5.0;0.0;;
7609;Total male and female;0 to 14 years;A11D Vitamin B1,and with vit. B6 and B12;2019;0.0;0.0;;
7610;Total male and female;0 to 14 years;A11D Vitamin B1,and with vit. B6 and B12;2020;0.0;0.0;0.0;0.0
7611;Total male and female;0 to 14 years;A11D Vitamin B1,and with vit. B6 and B12;2021;0.0;0.0;0.0;0.0
7612;Total male and female;0 to 14 years;A11D Vitamin B1,and with vit. B6 and B12;2022;5.0;0.0;2.0;1.0
7613;Total male and female;0 to 14 years;A11D Vitamin B1,and with vit. B6 and B12;2023;5.0;0.0;2.0;1.0
7614;Total male and female;0 to 14 years;A11E Vitamin B-complex, incl. combinat.;2006;0.0;0.0;;
7615;Total male and female;0 to 14 years;A11E Vitamin B-complex, incl. combinat.;2007;0.0;0.0;;
7616;Total male and female;0 to 14 years;A11E Vitamin B-complex, incl. combinat.;2008;0.0;0.0;;
7617;Total male and female;0 to 14 years;A11E Vitamin B-complex, incl. combinat.;2009;0.0;0.0;;
7618;Total male and female;0 to 14 years;A11E Vitamin B-complex, incl. combinat.;2010;0.0;0.0;;
7619;Total male and female;0 to 14 years;A11E Vitamin B-complex, incl. combinat.;2011;0.0;0.0;;
7620;Total male and female;0 to 14 years;A11E Vitamin B-complex, incl. combinat.;2012;0.0;0.0;;
7621;Total male and female;0 to 14 years;A11E Vitamin B-complex, incl. combinat.;2013;0.0;0.0;;
7622;Total male and female;0 to 14 years;A11E Vitamin B-complex, incl. combinat.;2014;0.0;0.0;;
7623;Total male and female;0 to 14 years;A11E Vitamin B-complex, incl. combinat.;2015;0.0;0.0;;
7624;Total male and female;0 to 14 years;A11E Vitamin B-complex, incl. combinat.;2016;0.0;0.0;;
7625;Total male and female;0 to 14 years;A11E Vitamin B-complex, incl. combinat.;2017;0.0;0.0;;
7626;Total male and female;0 to 14 years;A11E Vitamin B-complex, incl. combinat.;2018;0.0;0.0;;
7627;Total male and female;0 to 14 years;A11E Vitamin B-complex, incl. combinat.;2019;0.0;0.0;;
7628;Total male and female;0 to 14 years;A11E Vitamin B-complex, incl. combinat.;2020;0.0;0.0;0.0;0.0
7629;Total male and female;0 to 14 years;A11E Vitamin B-complex, incl. combinat.;2021;0.0;0.0;0.0;0.0
7630;Total male and female;0 to 14 years;A11E Vitamin B-complex, incl. combinat.;2022;0.0;0.0;0.0;0.0
7631;Total male and female;0 to 14 years;A11E Vitamin B-complex, incl. combinat.;2023;0.0;0.0;0.0;0.0
7632;Total male and female;0 to 14 years;A11G Ascorbic acid (vitamin C) + combin.;2006;90.0;0.0;;
7633;Total male and female;0 to 14 years;A11G Ascorbic acid (vitamin C) + combin.;2007;90.0;0.0;;
7634;Total male and female;0 to 14 years;A11G Ascorbic acid (vitamin C) + combin.;2008;70.0;0.0;;
7635;Total male and female;0 to 14 years;A11G Ascorbic acid (vitamin C) + combin.;2009;35.0;0.0;;
7636;Total male and female;0 to 14 years;A11G Ascorbic acid (vitamin C) + combin.;2010;15.0;0.0;;
7637;Total male and female;0 to 14 years;A11G Ascorbic acid (vitamin C) + combin.;2011;20.0;0.0;;
7638;Total male and female;0 to 14 years;A11G Ascorbic acid (vitamin C) + combin.;2012;15.0;0.0;;
7639;Total male and female;0 to 14 years;A11G Ascorbic acid (vitamin C) + combin.;2013;5.0;0.0;;
7640;Total male and female;0 to 14 years;A11G Ascorbic acid (vitamin C) + combin.;2014;5.0;0.0;;
7641;Total male and female;0 to 14 years;A11G Ascorbic acid (vitamin C) + combin.;2015;0.0;0.0;;
7642;Total male and female;0 to 14 years;A11G Ascorbic acid (vitamin C) + combin.;2016;0.0;0.0;;
7643;Total male and female;0 to 14 years;A11G Ascorbic acid (vitamin C) + combin.;2017;0.0;0.0;;
7644;Total male and female;0 to 14 years;A11G Ascorbic acid (vitamin C) + combin.;2018;5.0;0.0;;
7645;Total male and female;0 to 14 years;A11G Ascorbic acid (vitamin C) + combin.;2019;5.0;0.0;;
7646;Total male and female;0 to 14 years;A11G Ascorbic acid (vitamin C) + combin.;2020;5.0;0.0;3.0;1.0
7647;Total male and female;0 to 14 years;A11G Ascorbic acid (vitamin C) + combin.;2021;0.0;0.0;2.0;1.0
7648;Total male and female;0 to 14 years;A11G Ascorbic acid (vitamin C) + combin.;2022;0.0;0.0;1.0;0.0
7649;Total male and female;0 to 14 years;A11G Ascorbic acid (vitamin C) + combin.;2023;0.0;0.0;0.0;0.0
7650;Total male and female;0 to 14 years;A11H Other plain vitamin preparations;2006;315.0;0.01;;
7651;Total male and female;0 to 14 years;A11H Other plain vitamin preparations;2007;185.0;0.01;;
7652;Total male and female;0 to 14 years;A11H Other plain vitamin preparations;2008;140.0;0.0;;
7653;Total male and female;0 to 14 years;A11H Other plain vitamin preparations;2009;105.0;0.0;;
7654;Total male and female;0 to 14 years;A11H Other plain vitamin preparations;2010;90.0;0.0;;
7655;Total male and female;0 to 14 years;A11H Other plain vitamin preparations;2011;90.0;0.0;;
7656;Total male and female;0 to 14 years;A11H Other plain vitamin preparations;2012;105.0;0.0;;
7657;Total male and female;0 to 14 years;A11H Other plain vitamin preparations;2013;145.0;0.01;;
7658;Total male and female;0 to 14 years;A11H Other plain vitamin preparations;2014;105.0;0.0;;
7659;Total male and female;0 to 14 years;A11H Other plain vitamin preparations;2015;35.0;0.0;;
7660;Total male and female;0 to 14 years;A11H Other plain vitamin preparations;2016;20.0;0.0;;
7661;Total male and female;0 to 14 years;A11H Other plain vitamin preparations;2017;15.0;0.0;;
7662;Total male and female;0 to 14 years;A11H Other plain vitamin preparations;2018;10.0;0.0;;
7663;Total male and female;0 to 14 years;A11H Other plain vitamin preparations;2019;10.0;0.0;;
7664;Total male and female;0 to 14 years;A11H Other plain vitamin preparations;2020;5.0;0.0;2.0;1.0
7665;Total male and female;0 to 14 years;A11H Other plain vitamin preparations;2021;5.0;0.0;1.0;0.0
7666;Total male and female;0 to 14 years;A11H Other plain vitamin preparations;2022;10.0;0.0;1.0;1.0
7667;Total male and female;0 to 14 years;A11H Other plain vitamin preparations;2023;5.0;0.0;0.0;0.0
7668;Total male and female;0 to 14 years;A11J Other vitamin products + combinat.;2006;0.0;0.0;;
7669;Total male and female;0 to 14 years;A11J Other vitamin products + combinat.;2007;5.0;0.0;;
7670;Total male and female;0 to 14 years;A11J Other vitamin products + combinat.;2008;0.0;0.0;;
7671;Total male and female;0 to 14 years;A11J Other vitamin products + combinat.;2009;0.0;0.0;;
7672;Total male and female;0 to 14 years;A11J Other vitamin products + combinat.;2010;0.0;0.0;;
7673;Total male and female;0 to 14 years;A11J Other vitamin products + combinat.;2011;0.0;0.0;;
7674;Total male and female;0 to 14 years;A11J Other vitamin products + combinat.;2012;0.0;0.0;;
7675;Total male and female;0 to 14 years;A11J Other vitamin products + combinat.;2013;0.0;0.0;;
7676;Total male and female;0 to 14 years;A11J Other vitamin products + combinat.;2014;0.0;0.0;;
7677;Total male and female;0 to 14 years;A11J Other vitamin products + combinat.;2015;0.0;0.0;;
7678;Total male and female;0 to 14 years;A11J Other vitamin products + combinat.;2016;0.0;0.0;;
7679;Total male and female;0 to 14 years;A11J Other vitamin products + combinat.;2017;0.0;0.0;;
7680;Total male and female;0 to 14 years;A11J Other vitamin products + combinat.;2018;0.0;0.0;;
7681;Total male and female;0 to 14 years;A11J Other vitamin products + combinat.;2019;0.0;0.0;;
7682;Total male and female;0 to 14 years;A11J Other vitamin products + combinat.;2020;0.0;0.0;0.0;0.0
7683;Total male and female;0 to 14 years;A11J Other vitamin products + combinat.;2021;0.0;0.0;0.0;0.0
7684;Total male and female;0 to 14 years;A11J Other vitamin products + combinat.;2022;0.0;0.0;0.0;0.0
7685;Total male and female;0 to 14 years;A11J Other vitamin products + combinat.;2023;0.0;0.0;0.0;0.0
7686;Total male and female;0 to 14 years;A12 Mineral supplements;2006;2375.0;0.08;;
7687;Total male and female;0 to 14 years;A12 Mineral supplements;2007;2240.0;0.08;;
7688;Total male and female;0 to 14 years;A12 Mineral supplements;2008;2090.0;0.07;;
7689;Total male and female;0 to 14 years;A12 Mineral supplements;2009;2025.0;0.07;;
7690;Total male and female;0 to 14 years;A12 Mineral supplements;2010;2100.0;0.07;;
7691;Total male and female;0 to 14 years;A12 Mineral supplements;2011;2190.0;0.08;;
7692;Total male and female;0 to 14 years;A12 Mineral supplements;2012;2280.0;0.08;;
7693;Total male and female;0 to 14 years;A12 Mineral supplements;2013;2260.0;0.08;;
7694;Total male and female;0 to 14 years;A12 Mineral supplements;2014;2165.0;0.08;;
7695;Total male and female;0 to 14 years;A12 Mineral supplements;2015;2290.0;0.08;;
7696;Total male and female;0 to 14 years;A12 Mineral supplements;2016;2250.0;0.08;;
7697;Total male and female;0 to 14 years;A12 Mineral supplements;2017;2255.0;0.08;;
7698;Total male and female;0 to 14 years;A12 Mineral supplements;2018;2200.0;0.08;;
7699;Total male and female;0 to 14 years;A12 Mineral supplements;2019;1940.0;0.07;;
7700;Total male and female;0 to 14 years;A12 Mineral supplements;2020;1970.0;0.07;338.0;124.0
7701;Total male and female;0 to 14 years;A12 Mineral supplements;2021;2020.0;0.07;348.0;127.0
7702;Total male and female;0 to 14 years;A12 Mineral supplements;2022;2020.0;0.07;355.0;129.0
7703;Total male and female;0 to 14 years;A12 Mineral supplements;2023;805.0;0.03;149.0;54.0
7704;Total male and female;0 to 14 years;A12A Calcium;2006;1995.0;0.07;;
7705;Total male and female;0 to 14 years;A12A Calcium;2007;1975.0;0.07;;
7706;Total male and female;0 to 14 years;A12A Calcium;2008;1840.0;0.06;;
7707;Total male and female;0 to 14 years;A12A Calcium;2009;1790.0;0.06;;
7708;Total male and female;0 to 14 years;A12A Calcium;2010;1890.0;0.06;;
7709;Total male and female;0 to 14 years;A12A Calcium;2011;1965.0;0.07;;
7710;Total male and female;0 to 14 years;A12A Calcium;2012;2020.0;0.07;;
7711;Total male and female;0 to 14 years;A12A Calcium;2013;1995.0;0.07;;
7712;Total male and female;0 to 14 years;A12A Calcium;2014;1850.0;0.07;;
7713;Total male and female;0 to 14 years;A12A Calcium;2015;1790.0;0.06;;
7714;Total male and female;0 to 14 years;A12A Calcium;2016;1730.0;0.06;;
7715;Total male and female;0 to 14 years;A12A Calcium;2017;1665.0;0.06;;
7716;Total male and female;0 to 14 years;A12A Calcium;2018;1580.0;0.06;;
7717;Total male and female;0 to 14 years;A12A Calcium;2019;1290.0;0.05;;
7718;Total male and female;0 to 14 years;A12A Calcium;2020;1265.0;0.05;188.0;69.0
7719;Total male and female;0 to 14 years;A12A Calcium;2021;1285.0;0.05;190.0;70.0
7720;Total male and female;0 to 14 years;A12A Calcium;2022;1240.0;0.05;196.0;71.0
7721;Total male and female;0 to 14 years;A12A Calcium;2023;5.0;0.0;1.0;0.0
7722;Total male and female;0 to 14 years;A12B Potassium;2006;160.0;0.01;;
7723;Total male and female;0 to 14 years;A12B Potassium;2007;135.0;0.0;;
7724;Total male and female;0 to 14 years;A12B Potassium;2008;150.0;0.01;;
7725;Total male and female;0 to 14 years;A12B Potassium;2009;145.0;0.0;;
7726;Total male and female;0 to 14 years;A12B Potassium;2010;140.0;0.0;;
7727;Total male and female;0 to 14 years;A12B Potassium;2011;165.0;0.01;;
7728;Total male and female;0 to 14 years;A12B Potassium;2012;180.0;0.01;;
7729;Total male and female;0 to 14 years;A12B Potassium;2013;170.0;0.01;;
7730;Total male and female;0 to 14 years;A12B Potassium;2014;170.0;0.01;;
7731;Total male and female;0 to 14 years;A12B Potassium;2015;320.0;0.01;;
7732;Total male and female;0 to 14 years;A12B Potassium;2016;365.0;0.01;;
7733;Total male and female;0 to 14 years;A12B Potassium;2017;400.0;0.01;;
7734;Total male and female;0 to 14 years;A12B Potassium;2018;410.0;0.01;;
7735;Total male and female;0 to 14 years;A12B Potassium;2019;400.0;0.01;;
7736;Total male and female;0 to 14 years;A12B Potassium;2020;440.0;0.02;105.0;38.0
7737;Total male and female;0 to 14 years;A12B Potassium;2021;445.0;0.02;116.0;43.0
7738;Total male and female;0 to 14 years;A12B Potassium;2022;480.0;0.02;122.0;44.0
7739;Total male and female;0 to 14 years;A12B Potassium;2023;460.0;0.02;111.0;41.0
7740;Total male and female;0 to 14 years;A12C Other mineral supplements;2006;260.0;0.01;;
7741;Total male and female;0 to 14 years;A12C Other mineral supplements;2007;150.0;0.01;;
7742;Total male and female;0 to 14 years;A12C Other mineral supplements;2008;120.0;0.0;;
7743;Total male and female;0 to 14 years;A12C Other mineral supplements;2009;115.0;0.0;;
7744;Total male and female;0 to 14 years;A12C Other mineral supplements;2010;95.0;0.0;;
7745;Total male and female;0 to 14 years;A12C Other mineral supplements;2011;85.0;0.0;;
7746;Total male and female;0 to 14 years;A12C Other mineral supplements;2012;115.0;0.0;;
7747;Total male and female;0 to 14 years;A12C Other mineral supplements;2013;140.0;0.0;;
7748;Total male and female;0 to 14 years;A12C Other mineral supplements;2014;235.0;0.01;;
7749;Total male and female;0 to 14 years;A12C Other mineral supplements;2015;265.0;0.01;;
7750;Total male and female;0 to 14 years;A12C Other mineral supplements;2016;240.0;0.01;;
7751;Total male and female;0 to 14 years;A12C Other mineral supplements;2017;300.0;0.01;;
7752;Total male and female;0 to 14 years;A12C Other mineral supplements;2018;355.0;0.01;;
7753;Total male and female;0 to 14 years;A12C Other mineral supplements;2019;400.0;0.01;;
7754;Total male and female;0 to 14 years;A12C Other mineral supplements;2020;425.0;0.02;45.0;17.0
7755;Total male and female;0 to 14 years;A12C Other mineral supplements;2021;435.0;0.02;41.0;15.0
7756;Total male and female;0 to 14 years;A12C Other mineral supplements;2022;440.0;0.02;37.0;13.0
7757;Total male and female;0 to 14 years;A12C Other mineral supplements;2023;425.0;0.02;37.0;14.0
7758;Total male and female;0 to 14 years;A13 Tonics;2006;0.0;0.0;;
7759;Total male and female;0 to 14 years;A13 Tonics;2007;0.0;0.0;;
7760;Total male and female;0 to 14 years;A13 Tonics;2008;0.0;0.0;;
7761;Total male and female;0 to 14 years;A13 Tonics;2009;0.0;0.0;;
7762;Total male and female;0 to 14 years;A13 Tonics;2010;0.0;0.0;;
7763;Total male and female;0 to 14 years;A13 Tonics;2011;0.0;0.0;;
7764;Total male and female;0 to 14 years;A13 Tonics;2012;0.0;0.0;;
7765;Total male and female;0 to 14 years;A13 Tonics;2013;0.0;0.0;;
7766;Total male and female;0 to 14 years;A13 Tonics;2014;0.0;0.0;;
7767;Total male and female;0 to 14 years;A13 Tonics;2015;0.0;0.0;;
7768;Total male and female;0 to 14 years;A13 Tonics;2016;0.0;0.0;;
7769;Total male and female;0 to 14 years;A13 Tonics;2017;0.0;0.0;;
7770;Total male and female;0 to 14 years;A13 Tonics;2018;0.0;0.0;;
7771;Total male and female;0 to 14 years;A13 Tonics;2019;0.0;0.0;;
7772;Total male and female;0 to 14 years;A13 Tonics;2020;0.0;0.0;0.0;0.0
7773;Total male and female;0 to 14 years;A13 Tonics;2021;0.0;0.0;0.0;0.0
7774;Total male and female;0 to 14 years;A13 Tonics;2022;0.0;0.0;0.0;0.0
7775;Total male and female;0 to 14 years;A13 Tonics;2023;0.0;0.0;0.0;0.0
7776;Total male and female;0 to 14 years;A13A Tonics;2006;0.0;0.0;;
7777;Total male and female;0 to 14 years;A13A Tonics;2007;0.0;0.0;;
7778;Total male and female;0 to 14 years;A13A Tonics;2008;0.0;0.0;;
7779;Total male and female;0 to 14 years;A13A Tonics;2009;0.0;0.0;;
7780;Total male and female;0 to 14 years;A13A Tonics;2010;0.0;0.0;;
7781;Total male and female;0 to 14 years;A13A Tonics;2011;0.0;0.0;;
7782;Total male and female;0 to 14 years;A13A Tonics;2012;0.0;0.0;;
7783;Total male and female;0 to 14 years;A13A Tonics;2013;0.0;0.0;;
7784;Total male and female;0 to 14 years;A13A Tonics;2014;0.0;0.0;;
7785;Total male and female;0 to 14 years;A13A Tonics;2015;0.0;0.0;;
7786;Total male and female;0 to 14 years;A13A Tonics;2016;0.0;0.0;;
7787;Total male and female;0 to 14 years;A13A Tonics;2017;0.0;0.0;;
7788;Total male and female;0 to 14 years;A13A Tonics;2018;0.0;0.0;;
7789;Total male and female;0 to 14 years;A13A Tonics;2019;0.0;0.0;;
7790;Total male and female;0 to 14 years;A13A Tonics;2020;0.0;0.0;0.0;0.0
7791;Total male and female;0 to 14 years;A13A Tonics;2021;0.0;0.0;0.0;0.0
7792;Total male and female;0 to 14 years;A13A Tonics;2022;0.0;0.0;0.0;0.0
7793;Total male and female;0 to 14 years;A13A Tonics;2023;0.0;0.0;0.0;0.0
7794;Total male and female;0 to 14 years;A14 Anabolic agents for systemic use;2006;0.0;0.0;;
7795;Total male and female;0 to 14 years;A14 Anabolic agents for systemic use;2007;0.0;0.0;;
7796;Total male and female;0 to 14 years;A14 Anabolic agents for systemic use;2008;0.0;0.0;;
7797;Total male and female;0 to 14 years;A14 Anabolic agents for systemic use;2009;0.0;0.0;;
7798;Total male and female;0 to 14 years;A14 Anabolic agents for systemic use;2010;0.0;0.0;;
7799;Total male and female;0 to 14 years;A14 Anabolic agents for systemic use;2011;0.0;0.0;;
7800;Total male and female;0 to 14 years;A14 Anabolic agents for systemic use;2012;0.0;0.0;;
7801;Total male and female;0 to 14 years;A14 Anabolic agents for systemic use;2013;0.0;0.0;;
7802;Total male and female;0 to 14 years;A14 Anabolic agents for systemic use;2014;0.0;0.0;;
7803;Total male and female;0 to 14 years;A14 Anabolic agents for systemic use;2015;0.0;0.0;;
7804;Total male and female;0 to 14 years;A14 Anabolic agents for systemic use;2016;0.0;0.0;;
7805;Total male and female;0 to 14 years;A14 Anabolic agents for systemic use;2017;0.0;0.0;;
7806;Total male and female;0 to 14 years;A14 Anabolic agents for systemic use;2018;0.0;0.0;;
7807;Total male and female;0 to 14 years;A14 Anabolic agents for systemic use;2019;0.0;0.0;;
7808;Total male and female;0 to 14 years;A14 Anabolic agents for systemic use;2020;0.0;0.0;0.0;0.0
7809;Total male and female;0 to 14 years;A14 Anabolic agents for systemic use;2021;0.0;0.0;0.0;0.0
7810;Total male and female;0 to 14 years;A14 Anabolic agents for systemic use;2022;0.0;0.0;0.0;0.0
7811;Total male and female;0 to 14 years;A14 Anabolic agents for systemic use;2023;0.0;0.0;0.0;0.0
7812;Total male and female;0 to 14 years;A14A Anabolic steroids;2006;0.0;0.0;;
7813;Total male and female;0 to 14 years;A14A Anabolic steroids;2007;0.0;0.0;;
7814;Total male and female;0 to 14 years;A14A Anabolic steroids;2008;0.0;0.0;;
7815;Total male and female;0 to 14 years;A14A Anabolic steroids;2009;0.0;0.0;;
7816;Total male and female;0 to 14 years;A14A Anabolic steroids;2010;0.0;0.0;;
7817;Total male and female;0 to 14 years;A14A Anabolic steroids;2011;0.0;0.0;;
7818;Total male and female;0 to 14 years;A14A Anabolic steroids;2012;0.0;0.0;;
7819;Total male and female;0 to 14 years;A14A Anabolic steroids;2013;0.0;0.0;;
7820;Total male and female;0 to 14 years;A14A Anabolic steroids;2014;0.0;0.0;;
7821;Total male and female;0 to 14 years;A14A Anabolic steroids;2015;0.0;0.0;;
7822;Total male and female;0 to 14 years;A14A Anabolic steroids;2016;0.0;0.0;;
7823;Total male and female;0 to 14 years;A14A Anabolic steroids;2017;0.0;0.0;;
7824;Total male and female;0 to 14 years;A14A Anabolic steroids;2018;0.0;0.0;;
7825;Total male and female;0 to 14 years;A14A Anabolic steroids;2019;0.0;0.0;;
7826;Total male and female;0 to 14 years;A14A Anabolic steroids;2020;0.0;0.0;0.0;0.0
7827;Total male and female;0 to 14 years;A14A Anabolic steroids;2021;0.0;0.0;0.0;0.0
7828;Total male and female;0 to 14 years;A14A Anabolic steroids;2022;0.0;0.0;0.0;0.0
7829;Total male and female;0 to 14 years;A14A Anabolic steroids;2023;0.0;0.0;0.0;0.0
7830;Total male and female;0 to 14 years;A14B Other anabolic agents;2006;0.0;0.0;;
7831;Total male and female;0 to 14 years;A14B Other anabolic agents;2007;0.0;0.0;;
7832;Total male and female;0 to 14 years;A14B Other anabolic agents;2008;0.0;0.0;;
7833;Total male and female;0 to 14 years;A14B Other anabolic agents;2009;0.0;0.0;;
7834;Total male and female;0 to 14 years;A14B Other anabolic agents;2010;0.0;0.0;;
7835;Total male and female;0 to 14 years;A14B Other anabolic agents;2011;0.0;0.0;;
7836;Total male and female;0 to 14 years;A14B Other anabolic agents;2012;0.0;0.0;;
7837;Total male and female;0 to 14 years;A14B Other anabolic agents;2013;0.0;0.0;;
7838;Total male and female;0 to 14 years;A14B Other anabolic agents;2014;0.0;0.0;;
7839;Total male and female;0 to 14 years;A14B Other anabolic agents;2015;0.0;0.0;;
7840;Total male and female;0 to 14 years;A14B Other anabolic agents;2016;0.0;0.0;;
7841;Total male and female;0 to 14 years;A14B Other anabolic agents;2017;0.0;0.0;;
7842;Total male and female;0 to 14 years;A14B Other anabolic agents;2018;0.0;0.0;;
7843;Total male and female;0 to 14 years;A14B Other anabolic agents;2019;0.0;0.0;;
7844;Total male and female;0 to 14 years;A14B Other anabolic agents;2020;0.0;0.0;0.0;0.0
7845;Total male and female;0 to 14 years;A14B Other anabolic agents;2021;0.0;0.0;0.0;0.0
7846;Total male and female;0 to 14 years;A14B Other anabolic agents;2022;0.0;0.0;0.0;0.0
7847;Total male and female;0 to 14 years;A14B Other anabolic agents;2023;0.0;0.0;0.0;0.0
7848;Total male and female;0 to 14 years;A15 Appetite stimulants;2006;0.0;0.0;;
7849;Total male and female;0 to 14 years;A15 Appetite stimulants;2007;0.0;0.0;;
7850;Total male and female;0 to 14 years;A15 Appetite stimulants;2008;0.0;0.0;;
7851;Total male and female;0 to 14 years;A15 Appetite stimulants;2009;0.0;0.0;;
7852;Total male and female;0 to 14 years;A15 Appetite stimulants;2010;0.0;0.0;;
7853;Total male and female;0 to 14 years;A15 Appetite stimulants;2011;0.0;0.0;;
7854;Total male and female;0 to 14 years;A15 Appetite stimulants;2012;0.0;0.0;;
7855;Total male and female;0 to 14 years;A15 Appetite stimulants;2013;0.0;0.0;;
7856;Total male and female;0 to 14 years;A15 Appetite stimulants;2014;0.0;0.0;;
7857;Total male and female;0 to 14 years;A15 Appetite stimulants;2015;0.0;0.0;;
7858;Total male and female;0 to 14 years;A15 Appetite stimulants;2016;0.0;0.0;;
7859;Total male and female;0 to 14 years;A15 Appetite stimulants;2017;0.0;0.0;;
7860;Total male and female;0 to 14 years;A15 Appetite stimulants;2018;0.0;0.0;;
7861;Total male and female;0 to 14 years;A15 Appetite stimulants;2019;0.0;0.0;;
7862;Total male and female;0 to 14 years;A15 Appetite stimulants;2020;0.0;0.0;0.0;0.0
7863;Total male and female;0 to 14 years;A15 Appetite stimulants;2021;0.0;0.0;0.0;0.0
7864;Total male and female;0 to 14 years;A15 Appetite stimulants;2022;0.0;0.0;0.0;0.0
7865;Total male and female;0 to 14 years;A15 Appetite stimulants;2023;0.0;0.0;0.0;0.0
