ID;Geslacht;Arbeidsduur;Persoonskenmerken;Perioden;WerkzameJongeren_1;JongerenInkomenBekend_2;JongerenEconomischZelfstandig_3;JongerenNietEconomischZelfstandig_4;JongerenEconomischZelfstandig_5;JongerenNietEconomischZelfstandig_6;JongerenInkomenOnbekend_7
2741;Vrouwen;Totaal;Onderwijsniveau: laag;2013;43;41;19;21;47.5;52.5;3
2742;Vrouwen;Totaal;Onderwijsniveau: middelbaar;2008;170;168;127;41;75.7;24.3;2
2743;Vrouwen;Totaal;Onderwijsniveau: middelbaar;2009;160;157;119;37;76.1;23.9;3
2744;Vrouwen;Totaal;Onderwijsniveau: middelbaar;2010;152;149;107;42;71.7;28.3;3
2745;Vrouwen;Totaal;Onderwijsniveau: middelbaar;2011;152;148;103;44;69.9;30.1;4
2746;Vrouwen;Totaal;Onderwijsniveau: middelbaar;2012;157;153;103;49;67.6;32.4;4
2747;Vrouwen;Totaal;Onderwijsniveau: middelbaar;2013;152;146;93;52;64.1;35.9;6
2748;Vrouwen;Totaal;Onderwijsniveau: hoog;2008;92;91;82;9;90.1;9.9;2
2749;Vrouwen;Totaal;Onderwijsniveau: hoog;2009;92;90;80;10;89.1;10.9;2
2750;Vrouwen;Totaal;Onderwijsniveau: hoog;2010;91;90;78;12;86.9;13.1;2
2751;Vrouwen;Totaal;Onderwijsniveau: hoog;2011;98;95;83;13;86.7;13.3;2
2752;Vrouwen;Totaal;Onderwijsniveau: hoog;2012;104;101;85;16;83.7;16.3;3
2753;Vrouwen;Totaal;Onderwijsniveau: hoog;2013;111;106;89;17;83.7;16.3;5
2754;Vrouwen;Totaal;Onderwijsniveau: onbekend;2008;7;6;4;2;;;1
2755;Vrouwen;Totaal;Onderwijsniveau: onbekend;2009;10;8;5;3;;;2
2756;Vrouwen;Totaal;Onderwijsniveau: onbekend;2010;9;8;6;3;;;1
2757;Vrouwen;Totaal;Onderwijsniveau: onbekend;2011;8;7;5;2;;;1
2758;Vrouwen;Totaal;Onderwijsniveau: onbekend;2012;9;8;6;2;;;1
2759;Vrouwen;Totaal;Onderwijsniveau: onbekend;2013;10;8;5;4;;;2
2760;Vrouwen;Totaal;Werkkring: werknemer;2008;315;308;234;74;76.0;24.0;6
2761;Vrouwen;Totaal;Werkkring: werknemer;2009;303;295;222;73;75.3;24.7;9
2762;Vrouwen;Totaal;Werkkring: werknemer;2010;290;282;207;75;73.4;26.6;7
2763;Vrouwen;Totaal;Werkkring: werknemer;2011;295;287;210;77;73.1;26.9;8
2764;Vrouwen;Totaal;Werkkring: werknemer;2012;303;293;208;85;70.9;29.1;10
2765;Vrouwen;Totaal;Werkkring: werknemer;2013;302;287;201;86;70.0;30.0;15
2766;Vrouwen;Totaal;Werkkring: vaste arbeidsrelatie;2008;204;200;166;34;82.9;17.1;4
2767;Vrouwen;Totaal;Werkkring: vaste arbeidsrelatie;2009;189;185;154;31;83.1;16.9;4
2768;Vrouwen;Totaal;Werkkring: vaste arbeidsrelatie;2010;175;171;141;31;82.0;18.0;4
2769;Vrouwen;Totaal;Werkkring: vaste arbeidsrelatie;2011;174;170;140;30;82.2;17.8;4
2770;Vrouwen;Totaal;Werkkring: vaste arbeidsrelatie;2012;168;163;134;29;82.1;17.9;5
2771;Vrouwen;Totaal;Werkkring: vaste arbeidsrelatie;2013;152;146;123;24;83.9;16.1;6
2772;Vrouwen;Totaal;Werkkring: flexibele arbeidsrelatie;2008;111;108;68;40;63.2;36.8;2
2773;Vrouwen;Totaal;Werkkring: flexibele arbeidsrelatie;2009;114;110;68;42;62.1;37.9;4
2774;Vrouwen;Totaal;Werkkring: flexibele arbeidsrelatie;2010;114;111;67;44;60.1;39.9;4
2775;Vrouwen;Totaal;Werkkring: flexibele arbeidsrelatie;2011;121;117;70;47;59.8;40.2;4
2776;Vrouwen;Totaal;Werkkring: flexibele arbeidsrelatie;2012;135;130;74;56;56.8;43.2;5
2777;Vrouwen;Totaal;Werkkring: flexibele arbeidsrelatie;2013;150;141;78;63;55.6;44.4;9
2778;Vrouwen;Totaal;Werkkring: zelfstandige;2008;11;11;6;6;;;0
2779;Vrouwen;Totaal;Werkkring: zelfstandige;2009;13;13;7;6;;;0
2780;Vrouwen;Totaal;Werkkring: zelfstandige;2010;13;12;6;7;;;0
2781;Vrouwen;Totaal;Werkkring: zelfstandige;2011;12;11;5;6;;;1
2782;Vrouwen;Totaal;Werkkring: zelfstandige;2012;11;11;6;5;;;0
2783;Vrouwen;Totaal;Werkkring: zelfstandige;2013;15;14;5;8;;;1
2784;Vrouwen;Totaal;Werkkring: positie onbekend;2008;0;0;0;0;;;0
2785;Vrouwen;Totaal;Werkkring: positie onbekend;2009;0;0;0;0;;;0
2786;Vrouwen;Totaal;Werkkring: positie onbekend;2010;0;0;0;0;;;0
2787;Vrouwen;Totaal;Werkkring: positie onbekend;2011;0;0;0;0;;;0
2788;Vrouwen;Totaal;Werkkring: positie onbekend;2012;0;0;0;0;;;0
2789;Vrouwen;Totaal;Werkkring: positie onbekend;2013;0;0;0;0;;;0
2790;Vrouwen;Deeltijd;Totaal;2008;567;559;132;427;23.6;76.4;8
2791;Vrouwen;Deeltijd;Totaal;2009;579;565;135;430;23.9;76.1;14
2792;Vrouwen;Deeltijd;Totaal;2010;587;573;130;443;22.7;77.3;14
2793;Vrouwen;Deeltijd;Totaal;2011;606;588;135;453;23.0;77.0;18
2794;Vrouwen;Deeltijd;Totaal;2012;617;599;142;457;23.7;76.3;17
2795;Vrouwen;Deeltijd;Totaal;2013;615;590;136;454;23.1;76.9;25
2796;Vrouwen;Deeltijd;Migratieachtergrond: Nederland;2008;462;457;110;347;24.1;75.9;5
2797;Vrouwen;Deeltijd;Migratieachtergrond: Nederland;2009;464;455;114;341;25.0;75.0;9
2798;Vrouwen;Deeltijd;Migratieachtergrond: Nederland;2010;475;465;112;353;24.1;75.9;10
2799;Vrouwen;Deeltijd;Migratieachtergrond: Nederland;2011;489;477;115;362;24.0;76.0;13
2800;Vrouwen;Deeltijd;Migratieachtergrond: Nederland;2012;503;492;121;371;24.6;75.4;11
2801;Vrouwen;Deeltijd;Migratieachtergrond: Nederland;2013;493;476;119;357;24.9;75.1;17
2802;Vrouwen;Deeltijd;Migratieachtergrond: met migratieacht...;2008;103;101;22;79;21.4;78.6;2
2803;Vrouwen;Deeltijd;Migratieachtergrond: met migratieacht...;2009;113;109;21;88;19.5;80.5;3
2804;Vrouwen;Deeltijd;Migratieachtergrond: met migratieacht...;2010;110;107;17;89;16.2;83.8;3
2805;Vrouwen;Deeltijd;Migratieachtergrond: met migratieacht...;2011;115;110;20;90;18.3;81.7;5
2806;Vrouwen;Deeltijd;Migratieachtergrond: met migratieacht...;2012;112;107;21;86;19.3;80.7;5
2807;Vrouwen;Deeltijd;Migratieachtergrond: met migratieacht...;2013;120;114;17;96;15.2;84.8;6
2808;Vrouwen;Deeltijd;Migratieachtergrond: westers;2008;41;40;9;31;22.8;77.2;1
2809;Vrouwen;Deeltijd;Migratieachtergrond: westers;2009;41;40;9;31;21.9;78.1;2
2810;Vrouwen;Deeltijd;Migratieachtergrond: westers;2010;40;39;6;32;16.5;83.5;1
2811;Vrouwen;Deeltijd;Migratieachtergrond: westers;2011;42;40;8;32;20.6;79.4;2
2812;Vrouwen;Deeltijd;Migratieachtergrond: westers;2012;44;42;8;34;19.6;80.4;2
2813;Vrouwen;Deeltijd;Migratieachtergrond: westers;2013;46;44;7;37;15.2;84.8;2
2814;Vrouwen;Deeltijd;Migratieachtergrond: niet-westers;2008;62;61;13;49;20.6;79.4;1
2815;Vrouwen;Deeltijd;Migratieachtergrond: niet-westers;2009;71;70;13;57;18.1;81.9;2
2816;Vrouwen;Deeltijd;Migratieachtergrond: niet-westers;2010;70;68;11;57;16.0;84.0;2
2817;Vrouwen;Deeltijd;Migratieachtergrond: niet-westers;2011;73;70;12;58;17.0;83.0;3
2818;Vrouwen;Deeltijd;Migratieachtergrond: niet-westers;2012;68;65;12;52;19.0;81.0;3
2819;Vrouwen;Deeltijd;Migratieachtergrond: niet-westers;2013;74;70;11;59;15.2;84.8;4
2820;Vrouwen;Deeltijd;Migratieachtergrond : onbekend;2008;2;1;0;1;;;1
2821;Vrouwen;Deeltijd;Migratieachtergrond : onbekend;2009;3;1;0;1;;;1
2822;Vrouwen;Deeltijd;Migratieachtergrond : onbekend;2010;2;1;1;1;;;1
2823;Vrouwen;Deeltijd;Migratieachtergrond : onbekend;2011;1;1;0;0;;;1
2824;Vrouwen;Deeltijd;Migratieachtergrond : onbekend;2012;2;0;0;0;;;2
2825;Vrouwen;Deeltijd;Migratieachtergrond : onbekend;2013;2;0;0;0;;;2
2826;Vrouwen;Deeltijd;Positie: alleenstaande;2008;66;65;18;47;27.4;72.6;1
2827;Vrouwen;Deeltijd;Positie: alleenstaande;2009;69;68;18;50;26.0;74.0;1
2828;Vrouwen;Deeltijd;Positie: alleenstaande;2010;73;72;19;53;26.2;73.8;2
2829;Vrouwen;Deeltijd;Positie: alleenstaande;2011;76;74;18;56;24.7;75.3;2
2830;Vrouwen;Deeltijd;Positie: alleenstaande;2012;75;73;21;52;28.4;71.6;2
2831;Vrouwen;Deeltijd;Positie: alleenstaande;2013;77;74;21;54;27.9;72.1;2
2832;Vrouwen;Deeltijd;Positie: ouder in éénoudergezin;2008;4;4;2;2;;;0
2833;Vrouwen;Deeltijd;Positie: ouder in éénoudergezin;2009;4;4;2;2;;;0
2834;Vrouwen;Deeltijd;Positie: ouder in éénoudergezin;2010;3;3;1;2;;;0
2835;Vrouwen;Deeltijd;Positie: ouder in éénoudergezin;2011;2;2;1;1;;;0
2836;Vrouwen;Deeltijd;Positie: ouder in éénoudergezin;2012;3;3;1;2;;;0
2837;Vrouwen;Deeltijd;Positie: ouder in éénoudergezin;2013;3;2;0;2;;;0
2838;Vrouwen;Deeltijd;Positie: partner;2008;121;119;71;48;60.0;40.0;2
2839;Vrouwen;Deeltijd;Positie: partner;2009;122;118;73;45;61.7;38.3;4
2840;Vrouwen;Deeltijd;Positie: partner;2010;125;122;70;53;57.0;43.0;2
2841;Vrouwen;Deeltijd;Positie: partner;2011;131;129;73;55;56.8;43.2;2
2842;Vrouwen;Deeltijd;Positie: partner;2012;129;126;74;52;58.8;41.2;3
2843;Vrouwen;Deeltijd;Positie: partner;2013;127;123;72;51;58.6;41.4;5
2844;Vrouwen;Deeltijd;Positie: partner in paar met kind;2008;32;32;16;16;50.7;49.3;0
2845;Vrouwen;Deeltijd;Positie: partner in paar met kind;2009;32;31;17;15;52.6;47.4;1
2846;Vrouwen;Deeltijd;Positie: partner in paar met kind;2010;33;32;17;16;51.3;48.7;0
2847;Vrouwen;Deeltijd;Positie: partner in paar met kind;2011;35;34;18;17;50.9;49.1;0
2848;Vrouwen;Deeltijd;Positie: partner in paar met kind;2012;36;35;20;16;55.9;44.1;1
2849;Vrouwen;Deeltijd;Positie: partner in paar met kind;2013;28;27;16;11;58.9;41.1;1
2850;Vrouwen;Deeltijd;Positie: partner in paar zonder kind;2008;89;87;55;32;63.4;36.6;2
2851;Vrouwen;Deeltijd;Positie: partner in paar zonder kind;2009;90;87;56;30;65.0;35.0;3
2852;Vrouwen;Deeltijd;Positie: partner in paar zonder kind;2010;92;90;53;37;59.1;40.9;2
2853;Vrouwen;Deeltijd;Positie: partner in paar zonder kind;2011;96;94;56;39;59.0;41.0;2
2854;Vrouwen;Deeltijd;Positie: partner in paar zonder kind;2012;93;91;55;36;59.9;40.1;2
2855;Vrouwen;Deeltijd;Positie: partner in paar zonder kind;2013;99;95;56;40;58.6;41.4;4
2856;Vrouwen;Deeltijd;Positie: kind >=18 jaar;2008;218;216;37;178;17.3;82.7;2
2857;Vrouwen;Deeltijd;Positie: kind >=18 jaar;2009;223;219;38;182;17.2;82.8;4
2858;Vrouwen;Deeltijd;Positie: kind >=18 jaar;2010;231;226;36;190;15.9;84.1;5
2859;Vrouwen;Deeltijd;Positie: kind >=18 jaar;2011;236;228;37;191;16.3;83.7;8
2860;Vrouwen;Deeltijd;Positie: kind >=18 jaar;2012;250;244;42;203;17.0;83.0;5
2861;Vrouwen;Deeltijd;Positie: kind >=18 jaar;2013;247;239;38;201;16.0;84.0;8
2862;Vrouwen;Deeltijd;Positie: kind <18 jaar;2008;137;136;0;135;0.1;99.9;1
2863;Vrouwen;Deeltijd;Positie: kind <18 jaar;2009;135;134;0;134;0.1;99.9;1
2864;Vrouwen;Deeltijd;Positie: kind <18 jaar;2010;131;129;0;129;0.1;99.9;2
2865;Vrouwen;Deeltijd;Positie: kind <18 jaar;2011;134;130;0;130;0.0;100.0;3
2866;Vrouwen;Deeltijd;Positie: kind <18 jaar;2012;132;129;0;129;0.0;100.0;3
2867;Vrouwen;Deeltijd;Positie: kind <18 jaar;2013;130;125;0;125;0.0;100.0;5
2868;Vrouwen;Deeltijd;Positie.: ouder;2008;36;36;18;18;49.5;50.5;0
2869;Vrouwen;Deeltijd;Positie.: ouder;2009;36;35;19;17;53.1;46.9;1
2870;Vrouwen;Deeltijd;Positie.: ouder;2010;35;35;18;17;50.6;49.4;0
2871;Vrouwen;Deeltijd;Positie.: ouder;2011;37;37;19;18;50.4;49.6;0
2872;Vrouwen;Deeltijd;Positie.: ouder;2012;39;38;21;17;54.4;45.6;1
2873;Vrouwen;Deeltijd;Positie.: ouder;2013;31;30;16;13;55.6;44.4;1
2874;Vrouwen;Deeltijd;Positie: kind;2008;355;351;38;314;10.7;89.3;3
2875;Vrouwen;Deeltijd;Positie: kind;2009;359;353;38;315;10.7;89.3;6
2876;Vrouwen;Deeltijd;Positie: kind;2010;362;355;36;319;10.1;89.9;7
2877;Vrouwen;Deeltijd;Positie: kind;2011;370;359;37;321;10.4;89.6;11
2878;Vrouwen;Deeltijd;Positie: kind;2012;382;373;42;332;11.1;88.9;9
2879;Vrouwen;Deeltijd;Positie: kind;2013;377;364;38;325;10.5;89.5;13
2880;Vrouwen;Deeltijd;Positie: overig lid;2008;21;20;4;16;19.8;80.2;2
2881;Vrouwen;Deeltijd;Positie: overig lid;2009;25;22;5;18;20.9;79.1;3
2882;Vrouwen;Deeltijd;Positie: overig lid;2010;25;22;4;17;20.3;79.7;3
2883;Vrouwen;Deeltijd;Positie: overig lid;2011;27;24;5;19;22.5;77.5;3
2884;Vrouwen;Deeltijd;Positie: overig lid;2012;28;24;4;20;17.8;82.2;4
2885;Vrouwen;Deeltijd;Positie: overig lid;2013;31;26;5;22;17.8;82.2;5
2886;Vrouwen;Deeltijd;Volgt regulier onderwijs;2008;410;405;38;366;9.5;90.5;5
2887;Vrouwen;Deeltijd;Volgt regulier onderwijs;2009;417;408;41;367;10.1;89.9;9
2888;Vrouwen;Deeltijd;Volgt regulier onderwijs;2010;423;413;35;378;8.6;91.4;10
2889;Vrouwen;Deeltijd;Volgt regulier onderwijs;2011;434;420;36;384;8.6;91.4;14
2890;Vrouwen;Deeltijd;Volgt regulier onderwijs;2012;433;422;41;381;9.6;90.4;12
2891;Vrouwen;Deeltijd;Volgt regulier onderwijs;2013;425;409;36;374;8.7;91.3;15
2892;Vrouwen;Deeltijd;Actueel onderwijsniveau: laag;2008;37;37;1;35;3.9;96.1;1
2893;Vrouwen;Deeltijd;Actueel onderwijsniveau: laag;2009;38;37;1;36;3.5;96.5;1
2894;Vrouwen;Deeltijd;Actueel onderwijsniveau: laag;2010;34;34;1;33;2.6;97.4;0
2895;Vrouwen;Deeltijd;Actueel onderwijsniveau: laag;2011;37;36;1;35;2.8;97.2;1
2896;Vrouwen;Deeltijd;Actueel onderwijsniveau: laag;2012;36;35;1;34;2.7;97.3;1
2897;Vrouwen;Deeltijd;Actueel onderwijsniveau: laag;2013;50;49;1;48;1.4;98.6;2
2898;Vrouwen;Deeltijd;Actueel onderwijsniveau: middelbaar;2008;184;182;13;169;7.0;93.0;2
2899;Vrouwen;Deeltijd;Actueel onderwijsniveau: middelbaar;2009;181;178;13;165;7.1;92.9;3
2900;Vrouwen;Deeltijd;Actueel onderwijsniveau: middelbaar;2010;182;179;11;168;6.2;93.8;3
2901;Vrouwen;Deeltijd;Actueel onderwijsniveau: middelbaar;2011;180;175;12;164;6.6;93.4;4
2902;Vrouwen;Deeltijd;Actueel onderwijsniveau: middelbaar;2012;179;175;13;162;7.2;92.8;5
2903;Vrouwen;Deeltijd;Actueel onderwijsniveau: middelbaar;2013;161;154;13;142;8.2;91.8;6
2904;Vrouwen;Deeltijd;Actueel onderwijsniveau: hoog;2008;162;160;20;140;12.7;87.3;2
2905;Vrouwen;Deeltijd;Actueel onderwijsniveau: hoog;2009;173;168;23;145;13.6;86.4;5
2906;Vrouwen;Deeltijd;Actueel onderwijsniveau: hoog;2010;180;174;19;154;11.2;88.8;6
2907;Vrouwen;Deeltijd;Actueel onderwijsniveau: hoog;2011;187;180;18;161;10.3;89.7;7
2908;Vrouwen;Deeltijd;Actueel onderwijsniveau: hoog;2012;185;180;21;159;11.7;88.3;5
2909;Vrouwen;Deeltijd;Actueel onderwijsniveau: hoog;2013;181;175;18;157;10.2;89.8;7
2910;Vrouwen;Deeltijd;Actueel onderwijsniveau: onbekend;2008;26;26;4;22;15.3;84.7;0
2911;Vrouwen;Deeltijd;Actueel onderwijsniveau: onbekend;2009;26;25;4;21;17.5;82.5;0
2912;Vrouwen;Deeltijd;Actueel onderwijsniveau: onbekend;2010;27;27;4;23;15.1;84.9;1
2913;Vrouwen;Deeltijd;Actueel onderwijsniveau: onbekend;2011;30;30;5;24;17.1;82.9;1
2914;Vrouwen;Deeltijd;Actueel onderwijsniveau: onbekend;2012;33;32;6;26;19.0;81.0;1
2915;Vrouwen;Deeltijd;Actueel onderwijsniveau: onbekend;2013;32;31;5;27;14.6;85.4;1
2916;Vrouwen;Deeltijd;Volgt geen regulier onderwijs;2008;157;154;94;60;60.8;39.2;3
2917;Vrouwen;Deeltijd;Volgt geen regulier onderwijs;2009;162;157;94;63;59.9;40.1;4
2918;Vrouwen;Deeltijd;Volgt geen regulier onderwijs;2010;164;160;95;65;59.2;40.8;4
2919;Vrouwen;Deeltijd;Volgt geen regulier onderwijs;2011;172;167;99;68;59.2;40.8;5
2920;Vrouwen;Deeltijd;Volgt geen regulier onderwijs;2012;183;178;101;76;57.0;43.0;5
2921;Vrouwen;Deeltijd;Volgt geen regulier onderwijs;2013;190;180;100;80;55.7;44.3;9
2922;Vrouwen;Deeltijd;Onderwijsniveau: laag;2008;32;32;10;22;31.7;68.3;1
2923;Vrouwen;Deeltijd;Onderwijsniveau: laag;2009;34;33;9;24;28.4;71.6;1
2924;Vrouwen;Deeltijd;Onderwijsniveau: laag;2010;31;30;9;21;29.3;70.7;1
2925;Vrouwen;Deeltijd;Onderwijsniveau: laag;2011;31;30;10;20;33.4;66.6;1
2926;Vrouwen;Deeltijd;Onderwijsniveau: laag;2012;31;30;11;20;35.3;64.7;1
2927;Vrouwen;Deeltijd;Onderwijsniveau: laag;2013;32;30;11;19;36.0;64.0;2
2928;Vrouwen;Deeltijd;Onderwijsniveau: middelbaar;2008;88;87;56;31;64.0;36.0;1
2929;Vrouwen;Deeltijd;Onderwijsniveau: middelbaar;2009;89;87;56;30;64.9;35.1;2
2930;Vrouwen;Deeltijd;Onderwijsniveau: middelbaar;2010;91;89;55;34;61.9;38.1;2
2931;Vrouwen;Deeltijd;Onderwijsniveau: middelbaar;2011;94;92;55;37;59.9;40.1;2
2932;Vrouwen;Deeltijd;Onderwijsniveau: middelbaar;2012;101;98;56;43;56.6;43.4;3
2933;Vrouwen;Deeltijd;Onderwijsniveau: middelbaar;2013;99;95;50;45;53.0;47.0;4
2934;Vrouwen;Deeltijd;Onderwijsniveau: hoog;2008;33;33;27;6;81.8;18.2;0
2935;Vrouwen;Deeltijd;Onderwijsniveau: hoog;2009;34;34;27;7;79.0;21.0;1
2936;Vrouwen;Deeltijd;Onderwijsniveau: hoog;2010;38;37;29;8;77.9;22.1;1
2937;Vrouwen;Deeltijd;Onderwijsniveau: hoog;2011;43;42;32;10;76.3;23.7;1
2938;Vrouwen;Deeltijd;Onderwijsniveau: hoog;2012;46;45;33;12;72.7;27.3;1
2939;Vrouwen;Deeltijd;Onderwijsniveau: hoog;2013;53;50;37;13;73.8;26.2;2
2940;Vrouwen;Deeltijd;Onderwijsniveau: onbekend;2008;4;3;1;2;;;1
2941;Vrouwen;Deeltijd;Onderwijsniveau: onbekend;2009;5;4;2;2;;;1
2942;Vrouwen;Deeltijd;Onderwijsniveau: onbekend;2010;4;4;2;2;;;1
2943;Vrouwen;Deeltijd;Onderwijsniveau: onbekend;2011;4;4;2;2;;;1
2944;Vrouwen;Deeltijd;Onderwijsniveau: onbekend;2012;5;4;2;2;;;1
2945;Vrouwen;Deeltijd;Onderwijsniveau: onbekend;2013;7;5;2;3;;;2
2946;Vrouwen;Deeltijd;Werkkring: werknemer;2008;152;149;92;57;61.7;38.3;3
2947;Vrouwen;Deeltijd;Werkkring: werknemer;2009;155;151;92;59;61.0;39.0;4
2948;Vrouwen;Deeltijd;Werkkring: werknemer;2010;157;153;92;61;60.2;39.8;4
2949;Vrouwen;Deeltijd;Werkkring: werknemer;2011;165;161;97;64;60.2;39.8;4
2950;Vrouwen;Deeltijd;Werkkring: werknemer;2012;177;172;99;73;57.5;42.5;5
2951;Vrouwen;Deeltijd;Werkkring: werknemer;2013;182;173;98;75;56.8;43.2;9
2952;Vrouwen;Deeltijd;Werkkring: vaste arbeidsrelatie;2008;93;92;65;27;71.0;29.0;1
2953;Vrouwen;Deeltijd;Werkkring: vaste arbeidsrelatie;2009;90;88;63;25;71.6;28.4;2
2954;Vrouwen;Deeltijd;Werkkring: vaste arbeidsrelatie;2010;89;87;62;25;71.4;28.6;1
2955;Vrouwen;Deeltijd;Werkkring: vaste arbeidsrelatie;2011;92;90;65;25;71.8;28.2;2
2956;Vrouwen;Deeltijd;Werkkring: vaste arbeidsrelatie;2012;92;89;64;25;71.8;28.2;2
2957;Vrouwen;Deeltijd;Werkkring: vaste arbeidsrelatie;2013;85;82;61;21;74.4;25.6;3
2958;Vrouwen;Deeltijd;Werkkring: flexibele arbeidsrelatie;2008;59;57;27;31;46.8;53.2;1
2959;Vrouwen;Deeltijd;Werkkring: flexibele arbeidsrelatie;2009;65;63;29;34;46.1;53.9;3
2960;Vrouwen;Deeltijd;Werkkring: flexibele arbeidsrelatie;2010;68;66;30;36;45.3;54.7;2
2961;Vrouwen;Deeltijd;Werkkring: flexibele arbeidsrelatie;2011;73;71;32;39;45.5;54.5;3
2962;Vrouwen;Deeltijd;Werkkring: flexibele arbeidsrelatie;2012;85;83;35;48;42.0;58.0;3
2963;Vrouwen;Deeltijd;Werkkring: flexibele arbeidsrelatie;2013;97;91;37;54;41.0;59.0;6
2964;Vrouwen;Deeltijd;Werkkring: zelfstandige;2008;5;5;2;3;;;0
2965;Vrouwen;Deeltijd;Werkkring: zelfstandige;2009;6;6;2;4;;;0
2966;Vrouwen;Deeltijd;Werkkring: zelfstandige;2010;7;7;2;4;;;0
2967;Vrouwen;Deeltijd;Werkkring: zelfstandige;2011;7;6;2;4;;;0
2968;Vrouwen;Deeltijd;Werkkring: zelfstandige;2012;6;6;3;3;;;0
2969;Vrouwen;Deeltijd;Werkkring: zelfstandige;2013;8;8;2;5;;;0
2970;Vrouwen;Deeltijd;Werkkring: positie onbekend;2008;0;0;0;0;;;0
2971;Vrouwen;Deeltijd;Werkkring: positie onbekend;2009;0;0;0;0;;;0
2972;Vrouwen;Deeltijd;Werkkring: positie onbekend;2010;0;0;0;0;;;0
2973;Vrouwen;Deeltijd;Werkkring: positie onbekend;2011;0;0;0;0;;;0
2974;Vrouwen;Deeltijd;Werkkring: positie onbekend;2012;0;0;0;0;;;0
2975;Vrouwen;Deeltijd;Werkkring: positie onbekend;2013;0;0;0;0;;;0
2976;Vrouwen;Minder dan 12 uur per week;Totaal;2008;271;268;6;262;2.1;97.9;3
2977;Vrouwen;Minder dan 12 uur per week;Totaal;2009;280;275;7;268;2.4;97.6;5
2978;Vrouwen;Minder dan 12 uur per week;Totaal;2010;287;281;6;276;2.0;98.0;6
2979;Vrouwen;Minder dan 12 uur per week;Totaal;2011;296;287;7;280;2.3;97.7;9
2980;Vrouwen;Minder dan 12 uur per week;Totaal;2012;296;288;6;282;2.2;97.8;8
2981;Vrouwen;Minder dan 12 uur per week;Totaal;2013;300;289;8;281;2.7;97.3;12
2982;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: Nederland;2008;226;224;5;219;2.1;97.9;2
2983;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: Nederland;2009;227;224;5;219;2.4;97.6;3
2984;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: Nederland;2010;233;229;5;224;2.1;97.9;4
2985;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: Nederland;2011;240;233;5;228;2.1;97.9;7
2986;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: Nederland;2012;244;238;6;233;2.3;97.7;6
2987;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: Nederland;2013;238;230;6;223;2.7;97.3;8
2988;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: met migratieacht...;2008;45;44;1;43;1.9;98.1;1
2989;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: met migratieacht...;2009;52;50;1;49;2.2;97.8;2
2990;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: met migratieacht...;2010;54;52;1;51;1.4;98.6;1
2991;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: met migratieacht...;2011;56;54;2;52;3.1;96.9;2
2992;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: met migratieacht...;2012;52;50;1;49;1.7;98.3;2
2993;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: met migratieacht...;2013;62;59;1;58;2.4;97.6;3
2994;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: westers;2008;19;18;0;18;1.7;98.3;1
2995;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: westers;2009;20;19;0;18;2.0;98.0;1
2996;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: westers;2010;21;20;0;20;0.8;99.2;0
2997;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: westers;2011;20;19;0;19;1.9;98.1;1
2998;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: westers;2012;21;20;0;19;1.9;98.1;1
2999;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: westers;2013;24;23;1;23;2.3;97.7;1
3000;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: niet-westers;2008;26;26;1;25;2.1;97.9;0
3001;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: niet-westers;2009;32;32;1;31;2.3;97.7;1
3002;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: niet-westers;2010;33;32;1;31;1.8;98.2;1
3003;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: niet-westers;2011;36;35;1;33;3.7;96.3;1
3004;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: niet-westers;2012;31;30;0;30;1.5;98.5;1
3005;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond: niet-westers;2013;38;36;1;35;2.4;97.6;2
3006;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond : onbekend;2008;1;0;0;0;;;0
3007;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond : onbekend;2009;1;1;0;1;;;0
3008;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond : onbekend;2010;1;0;0;0;;;0
3009;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond : onbekend;2011;0;0;0;0;;;0
3010;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond : onbekend;2012;1;0;0;0;;;1
