ID;Kenmerken;Marges;Perioden;VertrouwenInAndereMensen_1;Kerken_2;Rechters_3;Politie_4;Leger_5;Gezondheidszorg_6;Pers_7;Ambtenaren_8;Politici_9;Gemeenteraad_10;TweedeKamer_11;EuropeseUnie_12;Banken_13;GroteBedrijven_14
497;Herkomst: geboren in Europa (excl.NL);Bovengrens 95%-interval;2017;62.5;30.2;80.2;81.1;72.5;;37.0;57.2;32.4;;45.9;58.2;48.4;50.61
498;Herkomst: geboren in Europa (excl.NL);Bovengrens 95%-interval;2018;65.2;29.4;80.4;84.6;67.2;;44.6;57.7;37.6;;53.5;57.7;46.0;44.68
499;Herkomst: geboren in Europa (excl.NL);Bovengrens 95%-interval;2019;63.0;29.4;79.6;80.1;71.0;;46.4;53.4;38.2;;53.4;63.3;45.6;44.28
500;Herkomst: geboren in Europa (excl.NL);Bovengrens 95%-interval;2020;64.9;30.0;79.5;80.9;72.4;;42.3;59.2;42.7;69.6;59.9;60.6;50.7;43.16
501;Herkomst: geboren in Europa (excl.NL);Bovengrens 95%-interval;2021;66.9;25.1;79.7;77.8;73.2;79.8;49.0;52.6;32.9;;45.7;71.3;45.7;37.73
502;Herkomst: geboren in Europa (excl.NL);Bovengrens 95%-interval;2022;64.9;32.4;83.3;80.6;72.7;80.6;51.2;61.4;34.0;67.2;42.3;67.0;57.2;46.67
503;Herkomst: geboren in Europa (excl.NL);Bovengrens 95%-interval;2023;64.4;29.0;77.9;76.8;71.1;76.0;41.4;58.2;29.5;66.9;39.3;63.3;56.6;44.5
504;Herkomst: geboren buiten Europa;Waarde;2012;40.2;47.4;68.6;63.3;60.5;;34.6;53.5;;;40.7;42.9;47.1;45.88
505;Herkomst: geboren buiten Europa;Waarde;2013;37.9;45.4;64.0;60.7;57.1;;33.7;50.2;;;36.7;40.2;44.1;38.78
506;Herkomst: geboren buiten Europa;Waarde;2014;43.9;47.0;71.0;64.4;60.1;;35.8;50.8;;;42.5;44.0;49.5;44.22
507;Herkomst: geboren buiten Europa;Waarde;2015;42.4;45.8;67.3;63.8;65.2;;32.6;51.1;;;42.0;45.2;49.8;45.39
508;Herkomst: geboren buiten Europa;Waarde;2016;47.4;42.7;73.5;67.0;66.3;;37.8;50.2;35.1;;41.8;43.2;51.4;41.01
509;Herkomst: geboren buiten Europa;Waarde;2017;44.7;52.0;73.9;69.0;67.3;;36.2;50.1;33.5;;41.3;48.5;52.1;41.75
510;Herkomst: geboren buiten Europa;Waarde;2018;48.8;38.9;70.9;68.3;63.5;;42.2;54.5;36.3;;45.4;51.1;51.0;40.68
511;Herkomst: geboren buiten Europa;Waarde;2019;50.1;39.9;72.1;69.1;65.6;;36.1;53.0;31.7;;43.5;48.5;49.7;42.56
512;Herkomst: geboren buiten Europa;Waarde;2020;52.1;43.2;76.6;73.0;71.4;;43.7;59.3;45.3;67.8;59.9;60.2;59.6;46.99
513;Herkomst: geboren buiten Europa;Waarde;2021;54.2;41.9;77.6;70.7;75.9;79.4;44.8;55.5;37.2;;46.4;58.3;57.9;48.82
514;Herkomst: geboren buiten Europa;Waarde;2022;50.5;45.9;74.8;74.3;67.0;75.4;36.1;52.4;28.7;58.6;36.2;53.1;61.4;45.97
515;Herkomst: geboren buiten Europa;Waarde;2023;49.3;40.6;76.7;74.3;67.3;68.6;37.1;52.3;29.8;62.2;38.0;50.2;58.5;39.3
516;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2012;35.6;42.4;64.0;58.6;55.6;;30.1;48.6;;;36.0;38.1;42.3;41.01
517;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2013;33.0;40.0;58.8;55.6;51.5;;28.9;44.9;;;31.7;35.0;39.0;33.68
518;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2014;39.1;41.7;66.1;59.5;54.9;;31.0;45.7;;;37.4;38.9;44.5;39.12
519;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2015;37.7;40.7;62.4;59.0;60.1;;28.1;46.1;;;37.1;40.2;44.9;40.3
520;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2016;42.6;37.5;68.8;62.2;61.2;;33.0;45.2;30.4;;36.9;38.2;46.4;36.05
521;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2017;39.9;46.7;69.1;64.2;62.1;;31.5;44.9;28.8;;36.3;43.3;47.1;36.75
522;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2018;43.8;33.9;66.0;63.5;58.3;;37.3;49.4;31.5;;40.4;45.9;46.0;35.66
523;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2019;44.9;34.6;67.0;64.1;60.2;;31.2;47.6;26.9;;38.3;43.1;44.3;37.26
524;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2020;47.2;38.0;72.0;68.3;66.5;;38.8;54.3;40.4;62.8;54.9;55.0;54.6;41.89
525;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2021;49.0;36.6;73.0;65.7;71.1;75.0;39.7;50.3;32.3;;41.2;53.0;52.7;43.55
526;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2022;46.3;41.4;70.8;70.4;62.6;71.7;32.0;48.0;24.9;54.3;32.1;48.7;57.1;41.62
527;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2023;45.3;36.3;72.9;70.5;62.9;64.6;33.1;47.9;26.0;57.9;33.9;45.8;54.3;35.1
528;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2012;44.9;52.5;72.9;67.8;65.3;;39.3;58.3;;;45.6;47.8;51.9;50.83
529;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2013;43.1;51.0;69.0;65.6;62.5;;38.9;55.5;;;42.0;45.6;49.3;44.14
530;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2014;48.9;52.3;75.3;69.0;65.1;;41.0;56.0;;;47.8;49.2;54.5;49.44
531;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2015;47.4;51.1;71.9;68.4;70.0;;37.4;56.2;;;47.0;50.4;54.7;50.58
532;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2016;52.3;48.0;77.7;71.5;71.1;;42.8;55.3;40.2;;47.0;48.3;56.4;46.17
533;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2017;49.6;57.3;78.1;73.4;72.1;;41.3;55.3;38.6;;46.4;53.7;57.1;46.94
534;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2018;53.7;44.2;75.3;72.8;68.4;;47.2;59.6;41.4;;50.6;56.2;56.0;45.9
535;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2019;55.2;45.5;76.6;73.8;70.6;;41.4;58.3;36.9;;48.9;53.9;55.0;48.04
536;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2020;56.9;48.5;80.6;77.1;75.8;;48.8;64.1;50.4;72.4;64.7;65.1;64.3;52.14
537;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2021;59.3;47.5;81.6;75.2;80.2;83.3;50.0;60.7;42.4;;51.7;63.5;62.9;54.12
538;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2022;54.6;50.6;78.4;77.8;71.1;78.8;40.3;56.8;32.8;62.8;40.5;57.5;65.4;50.38
539;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2023;53.4;45.1;80.1;77.7;71.4;72.2;41.3;56.6;33.9;66.4;42.3;54.5;62.5;43.6
540;Herkomst: geboren in Nederland ;Waarde;2012;60.0;29.5;68.9;68.1;59.5;;30.5;43.3;;;35.7;38.2;41.0;45.14
541;Herkomst: geboren in Nederland ;Waarde;2013;60.4;27.5;69.5;68.3;62.3;;31.6;39.9;;;30.9;33.4;33.6;40.62
542;Herkomst: geboren in Nederland ;Waarde;2014;59.3;28.1;67.9;68.2;62.6;;30.9;40.8;;;33.8;35.5;35.5;39.89
543;Herkomst: geboren in Nederland ;Waarde;2015;61.4;28.9;69.1;69.4;64.9;;30.0;41.4;;;33.7;34.7;34.0;38.64
544;Herkomst: geboren in Nederland ;Waarde;2016;61.1;29.5;71.4;70.6;64.9;;30.5;41.7;26.9;;36.2;35.1;34.7;36.84
545;Herkomst: geboren in Nederland ;Waarde;2017;64.2;29.6;72.7;75.1;64.5;;31.5;44.9;31.6;;40.8;42.3;38.6;38.98
546;Herkomst: geboren in Nederland ;Waarde;2018;63.1;28.8;72.7;75.3;63.6;;35.4;45.7;31.7;;41.5;44.4;42.2;39.63
547;Herkomst: geboren in Nederland ;Waarde;2019;63.2;27.3;73.8;75.9;67.1;;35.9;45.6;29.7;;39.5;45.0;40.9;37.03
548;Herkomst: geboren in Nederland ;Waarde;2020;64.4;30.0;77.6;78.8;72.1;;39.1;48.6;39.3;53.5;52.5;46.6;45.3;38.47
549;Herkomst: geboren in Nederland ;Waarde;2021;67.9;28.4;79.6;80.6;71.8;84.8;46.2;45.3;33.2;;42.1;52.3;48.2;38.62
550;Herkomst: geboren in Nederland ;Waarde;2022;67.9;28.2;76.7;77.3;63.2;78.7;39.9;41.0;23.2;49.4;29.6;47.8;47.1;34.63
551;Herkomst: geboren in Nederland ;Waarde;2023;69.2;28.8;77.8;78.0;67.4;75.4;36.6;42.6;23.1;49.9;27.8;46.2;49.0;35.3
552;Herkomst: geboren in Nederland ;Ondergrens 95%-interval;2012;58.7;28.4;67.7;67.0;58.2;;29.3;42.1;;;34.5;37.0;39.7;43.86
553;Herkomst: geboren in Nederland ;Ondergrens 95%-interval;2013;59.1;26.3;68.3;67.1;61.0;;30.4;38.6;;;29.7;32.2;32.4;39.35
554;Herkomst: geboren in Nederland ;Ondergrens 95%-interval;2014;58.1;27.0;66.7;67.1;61.4;;29.7;39.5;;;32.6;34.3;34.4;38.65
555;Herkomst: geboren in Nederland ;Ondergrens 95%-interval;2015;60.2;27.8;67.9;68.2;63.7;;28.9;40.2;;;32.5;33.5;32.8;37.41
556;Herkomst: geboren in Nederland ;Ondergrens 95%-interval;2016;59.9;28.3;70.2;69.4;63.7;;29.3;40.4;25.8;;35.0;33.9;33.5;35.59
557;Herkomst: geboren in Nederland ;Ondergrens 95%-interval;2017;63.0;28.4;71.6;74.0;63.3;;30.4;43.6;30.5;;39.6;41.0;37.4;37.73
558;Herkomst: geboren in Nederland ;Ondergrens 95%-interval;2018;61.9;27.7;71.6;74.2;62.4;;34.2;44.4;30.6;;40.3;43.2;40.9;38.4
559;Herkomst: geboren in Nederland ;Ondergrens 95%-interval;2019;62.0;26.2;72.6;74.8;65.9;;34.7;44.4;28.6;;38.2;43.7;39.6;35.79
560;Herkomst: geboren in Nederland ;Ondergrens 95%-interval;2020;63.2;28.8;76.5;77.7;70.9;;37.8;47.3;38.0;52.2;51.2;45.3;44.1;37.22
561;Herkomst: geboren in Nederland ;Ondergrens 95%-interval;2021;66.6;27.1;78.5;79.5;70.5;83.8;44.8;43.9;32.0;;40.8;50.9;46.8;37.26
562;Herkomst: geboren in Nederland ;Ondergrens 95%-interval;2022;66.7;27.0;75.6;76.2;62.0;77.7;38.7;39.7;22.1;48.1;28.5;46.5;45.8;33.43
563;Herkomst: geboren in Nederland ;Ondergrens 95%-interval;2023;68.1;27.6;76.7;77.0;66.2;74.3;35.4;41.4;22.1;48.6;26.7;45.0;47.7;34.1
564;Herkomst: geboren in Nederland ;Bovengrens 95%-interval;2012;61.2;30.7;70.1;69.3;60.7;;31.6;44.6;;;36.9;39.5;42.2;46.42
565;Herkomst: geboren in Nederland ;Bovengrens 95%-interval;2013;61.6;28.7;70.6;69.4;63.6;;32.8;41.2;;;32.0;34.6;34.8;41.9
566;Herkomst: geboren in Nederland ;Bovengrens 95%-interval;2014;60.5;29.3;69.0;69.4;63.8;;32.0;42.0;;;35.0;36.7;36.7;41.14
567;Herkomst: geboren in Nederland ;Bovengrens 95%-interval;2015;62.6;30.1;70.3;70.5;66.1;;31.1;42.7;;;34.9;35.9;35.2;39.89
568;Herkomst: geboren in Nederland ;Bovengrens 95%-interval;2016;62.4;30.7;72.6;71.7;66.2;;31.6;43.0;28.0;;37.5;36.4;35.9;38.1
569;Herkomst: geboren in Nederland ;Bovengrens 95%-interval;2017;65.3;30.8;73.8;76.1;65.7;;32.7;46.2;32.8;;42.1;43.6;39.9;40.24
570;Herkomst: geboren in Nederland ;Bovengrens 95%-interval;2018;64.3;30.0;73.8;76.3;64.8;;36.6;47.0;32.9;;42.8;45.7;43.4;40.89
571;Herkomst: geboren in Nederland ;Bovengrens 95%-interval;2019;64.4;28.5;74.9;77.0;68.3;;37.2;46.9;30.9;;40.7;46.2;42.1;38.3
572;Herkomst: geboren in Nederland ;Bovengrens 95%-interval;2020;65.6;31.2;78.6;79.8;73.3;;40.3;49.9;40.5;54.7;53.8;47.9;46.6;39.75
573;Herkomst: geboren in Nederland ;Bovengrens 95%-interval;2021;69.2;29.7;80.7;81.7;73.0;85.8;47.5;46.6;34.5;;43.5;53.7;49.6;39.99
574;Herkomst: geboren in Nederland ;Bovengrens 95%-interval;2022;69.0;29.4;77.8;78.3;64.4;79.7;41.2;42.2;24.2;50.7;30.7;49.0;48.3;35.86
575;Herkomst: geboren in Nederland ;Bovengrens 95%-interval;2023;70.4;30.0;78.8;79.1;68.6;76.5;37.8;43.9;24.2;51.2;29.0;47.5;50.3;36.6
576;Herkomst: geboren buiten Nederland;Waarde;2012;45.3;42.3;68.1;64.6;58.1;;34.3;52.3;;;40.7;46.3;46.2;46.23
577;Herkomst: geboren buiten Nederland;Waarde;2013;41.6;37.9;65.7;61.6;56.6;;33.5;48.2;;;36.4;41.3;40.3;37.8
578;Herkomst: geboren buiten Nederland;Waarde;2014;47.0;40.0;69.0;65.4;58.7;;34.5;51.0;;;41.5;43.3;45.0;41.75
579;Herkomst: geboren buiten Nederland;Waarde;2015;46.1;41.2;68.3;64.4;63.6;;32.7;49.4;;;40.7;45.5;46.2;43.43
580;Herkomst: geboren buiten Nederland;Waarde;2016;50.2;37.5;72.1;68.1;65.1;;36.9;50.1;32.2;;41.9;43.2;48.8;41.59
581;Herkomst: geboren buiten Nederland;Waarde;2017;47.7;43.8;74.0;70.8;66.9;;34.5;50.1;31.3;;40.5;49.3;49.1;42.21
582;Herkomst: geboren buiten Nederland;Waarde;2018;51.8;34.0;72.1;71.7;62.6;;40.8;53.4;34.7;;45.8;51.0;47.5;39.78
583;Herkomst: geboren buiten Nederland;Waarde;2019;51.9;34.6;72.6;70.7;65.2;;37.1;50.9;31.6;;44.3;51.1;46.3;40.87
584;Herkomst: geboren buiten Nederland;Waarde;2020;53.9;37.0;75.8;73.7;69.8;;41.2;57.3;42.6;66.4;57.9;58.2;54.9;43.74
585;Herkomst: geboren buiten Nederland;Waarde;2021;55.9;34.8;76.5;71.0;73.1;77.8;43.9;52.4;33.8;;44.0;60.3;52.0;43.27
586;Herkomst: geboren buiten Nederland;Waarde;2022;53.1;39.5;75.9;74.7;66.9;75.5;38.9;53.3;28.4;59.4;36.1;55.7;58.0;44.12
587;Herkomst: geboren buiten Nederland;Waarde;2023;52.3;34.9;75.5;73.5;66.7;69.3;36.6;52.2;28.0;61.9;36.5;52.5;56.0;39.0
588;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2012;41.5;38.3;64.2;60.7;54.0;;30.6;48.3;;;36.7;42.4;42.3;42.22
589;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2013;37.4;33.6;61.3;57.3;52.0;;29.4;43.8;;;32.2;37.0;36.1;33.55
590;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2014;42.9;35.7;65.0;61.3;54.3;;30.6;46.8;;;37.3;39.2;40.9;37.57
591;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2015;42.0;37.1;64.3;60.4;59.4;;28.9;45.2;;;36.6;41.3;42.1;39.26
592;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2016;46.1;33.3;68.2;64.1;60.8;;33.0;45.9;28.4;;37.8;39.1;44.7;37.46
593;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2017;43.6;39.5;70.2;66.9;62.7;;30.6;45.8;27.5;;36.4;45.1;45.0;38.09
594;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2018;47.8;30.1;68.3;67.9;58.4;;36.9;49.3;30.8;;41.7;46.9;43.4;35.75
595;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2019;47.8;30.4;68.6;66.7;60.9;;33.1;46.6;27.7;;40.0;46.7;42.0;36.65
596;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2020;49.9;33.0;72.1;70.0;65.8;;37.2;53.2;38.5;62.3;53.7;54.1;50.9;39.62
597;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2021;51.7;30.6;72.7;67.0;69.1;74.2;39.7;48.2;29.9;;39.8;56.0;47.8;39.04
598;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2022;49.7;35.9;72.7;71.6;63.3;72.4;35.5;49.6;25.3;55.8;32.7;52.1;54.5;40.55
599;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2023;49.0;31.5;72.4;70.4;63.2;66.1;33.3;48.7;24.9;58.4;33.1;49.0;52.6;35.6
600;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2012;49.3;46.5;71.7;68.3;62.1;;38.2;56.3;;;44.7;50.3;50.2;50.29
601;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2013;46.0;42.4;69.8;65.7;61.0;;37.8;52.6;;;40.8;45.8;44.6;42.25
602;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2014;51.1;44.3;72.7;69.2;62.8;;38.7;55.3;;;45.8;47.6;49.2;46.06
603;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2015;50.2;45.5;72.1;68.1;67.6;;36.7;53.6;;;44.9;49.7;50.3;47.71
604;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2016;54.2;41.8;75.7;71.8;69.1;;41.1;54.3;36.2;;46.2;47.4;53.0;45.83
605;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2017;51.7;48.1;77.5;74.4;70.8;;38.6;54.3;35.3;;44.8;53.5;53.2;46.44
606;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2018;55.8;38.1;75.7;75.2;66.6;;44.9;57.5;38.7;;49.9;55.1;51.5;43.97
607;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2019;56.1;39.0;76.3;74.5;69.3;;41.3;55.2;35.8;;48.7;55.4;50.6;45.22
608;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2020;57.8;41.3;79.1;77.1;73.5;;45.3;61.3;46.7;70.2;61.9;62.2;58.9;47.94
609;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2021;60.1;39.3;79.9;74.7;76.8;81.1;48.1;56.7;38.0;;48.3;64.4;56.2;47.59
610;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2022;56.5;43.3;78.9;77.6;70.4;78.3;42.4;56.9;31.8;62.9;39.6;59.3;61.5;47.75
611;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2023;55.6;38.4;78.4;76.4;70.0;72.3;40.0;55.8;31.3;65.3;40.0;56.0;59.4;42.5
612;Herkomstland: Nederland;Waarde;2012;61.2;30.0;68.8;68.6;59.4;;30.1;43.0;;;35.6;37.7;40.6;44.55
613;Herkomstland: Nederland;Waarde;2013;61.0;27.6;69.2;69.0;62.5;;31.6;39.3;;;30.3;32.8;33.6;40.56
614;Herkomstland: Nederland;Waarde;2014;59.7;28.1;67.6;68.6;62.6;;31.0;40.0;;;33.8;34.5;34.8;39.39
615;Herkomstland: Nederland;Waarde;2015;62.0;29.0;69.4;70.0;65.5;;30.2;40.8;;;33.7;34.1;33.4;38.75
616;Herkomstland: Nederland;Waarde;2016;62.1;29.8;71.3;71.5;65.3;;31.1;41.2;26.7;;36.1;34.8;34.1;36.47
617;Herkomstland: Nederland;Waarde;2017;65.6;29.9;72.8;75.6;65.1;;32.0;44.8;31.6;;41.2;41.9;38.6;38.68
618;Herkomstland: Nederland;Waarde;2018;64.4;28.7;72.7;76.1;63.9;;35.8;45.4;32.2;;41.8;43.9;41.3;39.32
619;Herkomstland: Nederland;Waarde;2019;64.7;27.0;73.9;76.7;67.1;;36.3;44.7;29.9;;39.6;44.2;40.2;36.36
620;Herkomstland: Nederland;Waarde;2020;65.6;29.9;77.6;79.5;72.4;;39.8;48.1;39.2;53.5;52.9;46.6;45.3;38.36
621;Herkomstland: Nederland;Waarde;2021;69.2;27.7;79.5;81.5;72.0;85.3;46.9;45.4;33.4;;42.3;52.0;48.1;38.63
622;Herkomstland: Nederland;Waarde;2022;69.6;28.1;77.0;78.7;63.6;78.9;40.6;40.2;23.1;49.0;29.6;47.7;46.8;33.9
623;Herkomstland: Nederland;Waarde;2023;70.7;28.5;78.1;79.3;67.5;75.5;36.9;41.9;23.1;49.7;28.0;45.7;48.9;35.0
624;Herkomstland: Nederland;Ondergrens 95%-interval;2012;59.9;28.8;67.6;67.4;58.1;;28.9;41.7;;;34.4;36.4;39.3;43.23
625;Herkomstland: Nederland;Ondergrens 95%-interval;2013;59.7;26.4;68.0;67.8;61.2;;30.4;38.0;;;29.1;31.5;32.4;39.25
626;Herkomstland: Nederland;Ondergrens 95%-interval;2014;58.5;26.9;66.3;67.4;61.4;;29.8;38.7;;;32.6;33.3;33.6;38.11
627;Herkomstland: Nederland;Ondergrens 95%-interval;2015;60.8;27.8;68.1;68.8;64.3;;29.0;39.5;;;32.4;32.9;32.2;37.48
628;Herkomstland: Nederland;Ondergrens 95%-interval;2016;60.8;28.6;70.1;70.3;64.0;;29.9;39.8;25.5;;34.8;33.6;32.8;35.18
629;Herkomstland: Nederland;Ondergrens 95%-interval;2017;64.3;28.7;71.6;74.5;63.8;;30.8;43.5;30.4;;39.9;40.6;37.4;37.39
630;Herkomstland: Nederland;Ondergrens 95%-interval;2018;63.2;27.5;71.5;75.0;62.7;;34.6;44.1;31.0;;40.5;42.6;40.0;38.04
631;Herkomstland: Nederland;Ondergrens 95%-interval;2019;63.5;25.8;72.7;75.5;65.9;;35.1;43.4;28.7;;38.3;42.9;38.9;35.09
632;Herkomstland: Nederland;Ondergrens 95%-interval;2020;64.3;28.7;76.5;78.4;71.2;;38.5;46.7;37.9;52.2;51.6;45.3;44.0;37.06
633;Herkomstland: Nederland;Ondergrens 95%-interval;2021;67.8;26.4;78.3;80.4;70.7;84.2;45.4;43.9;32.0;;40.9;50.5;46.6;37.23
634;Herkomstland: Nederland;Ondergrens 95%-interval;2022;68.4;26.9;75.9;77.6;62.3;77.9;39.3;38.9;22.0;47.6;28.4;46.3;45.4;32.63
635;Herkomstland: Nederland;Ondergrens 95%-interval;2023;69.5;27.3;77.0;78.2;66.2;74.3;35.6;40.6;22.0;48.4;26.8;44.3;47.6;33.7
636;Herkomstland: Nederland;Bovengrens 95%-interval;2012;62.4;31.2;70.0;69.8;60.7;;31.3;44.3;;;36.9;39.0;41.9;45.89
637;Herkomstland: Nederland;Bovengrens 95%-interval;2013;62.3;28.8;70.4;70.2;63.8;;32.8;40.6;;;31.5;34.0;34.9;41.89
638;Herkomstland: Nederland;Bovengrens 95%-interval;2014;61.0;29.3;68.8;69.8;63.9;;32.2;41.3;;;35.0;35.8;36.0;40.68
639;Herkomstland: Nederland;Bovengrens 95%-interval;2015;63.2;30.2;70.5;71.2;66.7;;31.4;42.1;;;34.9;35.4;34.7;40.05
640;Herkomstland: Nederland;Bovengrens 95%-interval;2016;63.4;31.0;72.5;72.7;66.5;;32.3;42.5;27.9;;37.4;36.1;35.3;37.79
641;Herkomstland: Nederland;Bovengrens 95%-interval;2017;66.8;31.2;74.0;76.7;66.3;;33.2;46.1;32.9;;42.5;43.2;39.9;39.98
642;Herkomstland: Nederland;Bovengrens 95%-interval;2018;65.6;29.9;73.8;77.2;65.2;;37.0;46.7;33.4;;43.1;45.2;42.5;40.61
643;Herkomstland: Nederland;Bovengrens 95%-interval;2019;65.9;28.2;75.0;77.7;68.4;;37.6;46.0;31.1;;40.9;45.6;41.5;37.65
644;Herkomstland: Nederland;Bovengrens 95%-interval;2020;66.8;31.1;78.7;80.6;73.6;;41.1;49.4;40.5;54.8;54.2;48.0;46.6;39.67
645;Herkomstland: Nederland;Bovengrens 95%-interval;2021;70.5;29.0;80.7;82.6;73.3;86.2;48.3;46.8;34.7;;43.7;53.4;49.5;40.06
646;Herkomstland: Nederland;Bovengrens 95%-interval;2022;70.7;29.4;78.1;79.7;64.9;80.0;41.9;41.5;24.3;50.3;30.8;49.0;48.1;35.2
647;Herkomstland: Nederland;Bovengrens 95%-interval;2023;71.9;29.8;79.2;80.4;68.8;76.6;38.2;43.3;24.3;51.1;29.2;47.1;50.3;36.3
648;Herkomstland: Europa (excl. Nederland);Waarde;2012;56.1;25.9;66.1;67.5;55.1;;34.3;45.2;;;35.1;46.4;40.0;46.19
649;Herkomstland: Europa (excl. Nederland);Waarde;2013;57.4;19.0;68.4;62.6;54.1;;30.7;42.3;;;33.3;40.1;30.0;36.21
650;Herkomstland: Europa (excl. Nederland);Waarde;2014;54.8;21.6;65.2;69.7;58.8;;30.9;44.0;;;33.5;38.3;34.6;36.32
651;Herkomstland: Europa (excl. Nederland);Waarde;2015;58.1;25.1;66.1;68.4;59.8;;32.1;41.9;;;33.2;40.1;33.7;34.88
652;Herkomstland: Europa (excl. Nederland);Waarde;2016;58.0;24.3;69.4;69.4;62.9;;33.3;45.6;23.0;;37.1;37.8;38.3;37.21
653;Herkomstland: Europa (excl. Nederland);Waarde;2017;55.5;22.8;72.0;71.6;60.8;;31.2;45.2;28.3;;35.7;44.0;38.2;39.83
654;Herkomstland: Europa (excl. Nederland);Waarde;2018;60.0;24.2;70.4;74.8;59.1;;36.2;48.8;30.3;;41.5;46.8;41.5;36.6
655;Herkomstland: Europa (excl. Nederland);Waarde;2019;55.1;22.5;71.3;72.6;63.3;;39.1;45.1;26.0;;37.7;49.2;36.2;35.79
656;Herkomstland: Europa (excl. Nederland);Waarde;2020;59.8;23.1;73.5;74.5;67.9;;36.1;49.7;35.2;56.9;48.9;47.4;43.4;36.44
657;Herkomstland: Europa (excl. Nederland);Waarde;2021;61.1;24.5;75.2;74.1;66.8;75.7;43.2;41.7;25.7;;37.7;57.2;40.7;32.98
658;Herkomstland: Europa (excl. Nederland);Waarde;2022;61.3;26.0;76.3;73.8;62.5;77.9;43.2;49.8;25.9;55.9;32.8;54.7;48.6;37.25
659;Herkomstland: Europa (excl. Nederland);Waarde;2023;62.4;25.0;74.6;72.2;65.5;74.5;37.7;47.6;22.5;53.8;29.1;52.2;50.6;36.4
660;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2012;51.4;21.8;61.4;62.9;50.1;;29.8;40.5;;;30.6;41.6;35.4;41.34
661;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2013;52.1;15.3;63.2;57.5;48.8;;26.1;37.2;;;28.6;35.2;25.5;31.3
662;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2014;49.9;17.7;60.3;65.1;53.8;;26.6;39.1;;;29.0;33.6;30.1;31.65
663;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2015;53.1;20.9;61.2;63.7;54.7;;27.7;37.1;;;28.6;35.3;29.2;30.22
664;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2016;53.3;20.3;64.7;64.9;58.0;;28.9;40.8;19.2;;32.5;33.2;33.7;32.57
665;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2017;50.6;18.8;67.2;67.0;55.7;;26.8;40.2;24.1;;31.0;39.0;33.5;34.97
