ID;Geslacht;PositieInDeEersteWerkkring;PositieInDeTweedeWerkkring;Persoonskenmerken;Perioden;Werknemer_1
7808;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2009 3e kwartaal;47
7809;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2009 4e kwartaal;42
7810;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2009;44
7811;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2010 1e kwartaal;44
7812;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2010 2e kwartaal;48
7813;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2010 3e kwartaal;45
7814;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2010 4e kwartaal;41
7815;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2010;45
7816;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2011 1e kwartaal;42
7817;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2011 2e kwartaal;42
7818;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2011 3e kwartaal;42
7819;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2011 4e kwartaal;43
7820;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2011;42
7821;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2012 1e kwartaal;44
7822;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2012 2e kwartaal;44
7823;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2012 3e kwartaal;41
7824;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2012 4e kwartaal;43
7825;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2012;43
7826;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2013 1e kwartaal;44
7827;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2013 2e kwartaal;45
7828;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2013 3e kwartaal;45
7829;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2013 4e kwartaal;43
7830;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2013;44
7831;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2014 1e kwartaal;44
7832;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2014 2e kwartaal;48
7833;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2014 3e kwartaal;45
7834;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2014 4e kwartaal;41
7835;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2014;44
7836;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2015 1e kwartaal;40
7837;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2015 2e kwartaal;43
7838;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2015 3e kwartaal;46
7839;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2015 4e kwartaal;45
7840;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2015;44
7841;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2016 1e kwartaal;43
7842;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2016 2e kwartaal;43
7843;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2016 3e kwartaal;47
7844;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2016 4e kwartaal;45
7845;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2016;44
7846;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2017 1e kwartaal;41
7847;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2017 2e kwartaal;43
7848;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2017 3e kwartaal;41
7849;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2017 4e kwartaal;39
7850;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2017;41
7851;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2018 1e kwartaal;40
7852;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2018 2e kwartaal;41
7853;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2018 3e kwartaal;46
7854;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2018 4e kwartaal;43
7855;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2018;42
7856;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2019 1e kwartaal;43
7857;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2019 2e kwartaal;45
7858;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2019 3e kwartaal;43
7859;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2019 4e kwartaal;40
7860;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2019;43
7861;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2020 1e kwartaal;44
7862;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2020 2e kwartaal;41
7863;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2020 3e kwartaal;40
7864;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2020 4e kwartaal;43
7865;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2020;42
7866;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2021 1e kwartaal;32
7867;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2021 2e kwartaal;30
7868;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2021 3e kwartaal;37
7869;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2021 4e kwartaal;39
7870;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2021;35
7871;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2022 1e kwartaal;36
7872;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2003 1e kwartaal;46
7873;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2003 2e kwartaal;52
7874;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2003 3e kwartaal;52
7875;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2003 4e kwartaal;54
7876;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2003;51
7877;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2004 1e kwartaal;56
7878;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2004 2e kwartaal;54
7879;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2004 3e kwartaal;53
7880;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2004 4e kwartaal;54
7881;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2004;54
7882;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2005 1e kwartaal;54
7883;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2005 2e kwartaal;56
7884;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2005 3e kwartaal;55
7885;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2005 4e kwartaal;53
7886;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2005;55
7887;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2006 1e kwartaal;50
7888;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2006 2e kwartaal;55
7889;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2006 3e kwartaal;54
7890;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2006 4e kwartaal;53
7891;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2006;53
7892;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2007 1e kwartaal;50
7893;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2007 2e kwartaal;52
7894;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2007 3e kwartaal;52
7895;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2007 4e kwartaal;50
7896;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2007;51
7897;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2008 1e kwartaal;48
7898;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2008 2e kwartaal;55
7899;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2008 3e kwartaal;58
7900;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2008 4e kwartaal;58
7901;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2008;55
7902;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2009 1e kwartaal;61
7903;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2009 2e kwartaal;52
7904;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2009 3e kwartaal;49
7905;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2009 4e kwartaal;50
7906;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2009;53
7907;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2010 1e kwartaal;54
7908;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2010 2e kwartaal;56
7909;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2010 3e kwartaal;52
7910;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2010 4e kwartaal;49
7911;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2010;53
7912;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2011 1e kwartaal;48
7913;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2011 2e kwartaal;44
7914;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2011 3e kwartaal;45
7915;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2011 4e kwartaal;49
7916;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2011;47
7917;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2012 1e kwartaal;49
7918;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2012 2e kwartaal;51
7919;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2012 3e kwartaal;43
7920;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2012 4e kwartaal;44
7921;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2012;47
7922;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2013 1e kwartaal;47
7923;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2013 2e kwartaal;53
7924;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2013 3e kwartaal;57
7925;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2013 4e kwartaal;50
7926;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2013;52
7927;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2014 1e kwartaal;49
7928;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2014 2e kwartaal;48
7929;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2014 3e kwartaal;48
7930;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2014 4e kwartaal;43
7931;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2014;47
7932;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2015 1e kwartaal;45
7933;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2015 2e kwartaal;47
7934;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2015 3e kwartaal;48
7935;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2015 4e kwartaal;46
7936;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2015;46
7937;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2016 1e kwartaal;47
7938;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2016 2e kwartaal;46
7939;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2016 3e kwartaal;45
7940;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2016 4e kwartaal;42
7941;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2016;45
7942;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2017 1e kwartaal;44
7943;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2017 2e kwartaal;46
7944;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2017 3e kwartaal;48
7945;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2017 4e kwartaal;47
7946;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2017;46
7947;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2018 1e kwartaal;52
7948;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2018 2e kwartaal;47
7949;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2018 3e kwartaal;47
7950;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2018 4e kwartaal;46
7951;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2018;48
7952;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2019 1e kwartaal;50
7953;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2019 2e kwartaal;52
7954;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2019 3e kwartaal;51
7955;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2019 4e kwartaal;55
7956;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2019;52
7957;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2020 1e kwartaal;52
7958;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2020 2e kwartaal;49
7959;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2020 3e kwartaal;52
7960;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2020 4e kwartaal;48
7961;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2020;50
7962;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2021 1e kwartaal;44
7963;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2021 2e kwartaal;43
7964;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2021 3e kwartaal;45
7965;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2021 4e kwartaal;53
7966;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2021;46
7967;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2022 1e kwartaal;54
7968;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2003 1e kwartaal;22
7969;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2003 2e kwartaal;25
7970;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2003 3e kwartaal;27
7971;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2003 4e kwartaal;23
7972;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2003;24
7973;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2004 1e kwartaal;21
7974;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2004 2e kwartaal;25
7975;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2004 3e kwartaal;27
7976;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2004 4e kwartaal;24
7977;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2004;24
7978;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2005 1e kwartaal;24
7979;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2005 2e kwartaal;31
7980;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2005 3e kwartaal;31
7981;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2005 4e kwartaal;26
7982;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2005;28
7983;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2006 1e kwartaal;26
7984;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2006 2e kwartaal;29
7985;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2006 3e kwartaal;29
7986;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2006 4e kwartaal;29
7987;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2006;28
7988;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2007 1e kwartaal;26
7989;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2007 2e kwartaal;29
7990;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2007 3e kwartaal;31
7991;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2007 4e kwartaal;28
7992;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2007;28
7993;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2008 1e kwartaal;27
7994;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2008 2e kwartaal;30
7995;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2008 3e kwartaal;28
7996;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2008 4e kwartaal;29
7997;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2008;28
7998;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2009 1e kwartaal;27
7999;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2009 2e kwartaal;23
8000;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2009 3e kwartaal;25
8001;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2009 4e kwartaal;22
8002;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2009;24
8003;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2010 1e kwartaal;23
8004;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2010 2e kwartaal;26
8005;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2010 3e kwartaal;25
8006;Totaal mannen en vrouwen;Totaal;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2010 4e kwartaal;21
