ID;Geslacht;Leeftijdsklasse;Herkomstgroepering;Perioden;NederlandseBevolking_1;PersonenMetEenUitkering_2;PersonenMetWAOWajongWAZUitkering_3;PersonenMetEenABWUitkering_4;PersonenMetWWUitkering_5;PersonenMetIOAWIOAZUitkering_6;PersonenMetEenUitkering_7;PersonenMetWAOWajongWAZUitkering_8;PersonenMetEenABWUitkering_9;PersonenMetWWUitkering_10;PersonenMetIOAWIOAZUitkering_11
3752;Vrouwen;30 tot 35 jaar;Antillianen, 2e generatie;2001;1.3;0.2;0.1;0.1;0.0;0.0;14.0;6.8;6.8;1.3;0.0
3753;Vrouwen;30 tot 35 jaar;Antillianen, 2e generatie;2002;1.4;0.2;0.1;0.1;0.0;0.0;14.3;6.6;5.8;2.3;0.0
3754;Vrouwen;30 tot 35 jaar;Antillianen, 2e generatie;2003;1.4;0.2;0.1;0.1;0.1;0.0;16.2;6.9;6.2;3.9;0.1
3755;Vrouwen;30 tot 35 jaar;Overige niet-westerse allochtonen;1999;21.4;5.2;0.2;4.7;0.3;0.0;24.3;1.2;22.0;1.3;0.0
3756;Vrouwen;30 tot 35 jaar;Overige niet-westerse allochtonen;2000;23.4;5.4;0.3;4.8;0.3;0.0;23.1;1.4;20.7;1.2;0.0
3757;Vrouwen;30 tot 35 jaar;Overige niet-westerse allochtonen;2001;25.1;5.6;0.4;5.0;0.3;0.0;22.4;1.6;19.8;1.1;0.0
3758;Vrouwen;30 tot 35 jaar;Overige niet-westerse allochtonen;2002;26.8;6.0;0.5;5.2;0.4;0.0;22.4;1.9;19.2;1.4;0.0
3759;Vrouwen;30 tot 35 jaar;Overige niet-westerse allochtonen;2003;27.5;6.4;0.5;5.3;0.7;0.0;23.2;1.7;19.4;2.4;0.0
3760;Vrouwen;30 tot 35 jaar;Overige niet-westerse allocht, 1e gen.;1999;20.5;5.1;0.2;4.7;0.3;0.0;24.8;1.0;22.7;1.3;0.0
3761;Vrouwen;30 tot 35 jaar;Overige niet-westerse allocht, 1e gen.;2000;22.4;5.3;0.3;4.8;0.3;0.0;23.7;1.3;21.4;1.2;0.0
3762;Vrouwen;30 tot 35 jaar;Overige niet-westerse allocht, 1e gen.;2001;23.9;5.5;0.3;4.9;0.3;0.0;23.0;1.4;20.6;1.1;0.0
3763;Vrouwen;30 tot 35 jaar;Overige niet-westerse allocht, 1e gen.;2002;25.4;5.8;0.4;5.1;0.4;0.0;22.9;1.6;20.0;1.4;0.0
3764;Vrouwen;30 tot 35 jaar;Overige niet-westerse allocht, 1e gen.;2003;26.0;6.2;0.4;5.3;0.6;0.0;23.8;1.5;20.3;2.3;0.0
3765;Vrouwen;30 tot 35 jaar;Overige niet-westerse allocht, 2e gen.;1999;0.9;0.1;0.0;0.0;0.0;0.0;12.0;5.3;5.6;1.5;0.0
3766;Vrouwen;30 tot 35 jaar;Overige niet-westerse allocht, 2e gen.;2000;1.0;0.1;0.0;0.0;0.0;0.0;9.9;4.7;4.4;1.2;0.0
3767;Vrouwen;30 tot 35 jaar;Overige niet-westerse allocht, 2e gen.;2001;1.2;0.1;0.1;0.1;0.0;0.0;10.8;5.2;4.3;1.5;0.1
3768;Vrouwen;30 tot 35 jaar;Overige niet-westerse allocht, 2e gen.;2002;1.3;0.2;0.1;0.1;0.0;0.0;12.8;5.7;5.1;2.4;0.1
3769;Vrouwen;30 tot 35 jaar;Overige niet-westerse allocht, 2e gen.;2003;1.5;0.2;0.1;0.1;0.0;0.0;13.0;5.9;5.0;2.8;0.1
3770;Vrouwen;35 tot 40 jaar;Totaal herkomstgroeperingen;1999;645.3;83.2;37.3;37.1;11.0;0.3;12.9;5.8;5.8;1.7;0.0
3771;Vrouwen;35 tot 40 jaar;Totaal herkomstgroeperingen;2000;650.8;82.6;41.1;34.4;9.3;0.2;12.7;6.3;5.3;1.4;0.0
3772;Vrouwen;35 tot 40 jaar;Totaal herkomstgroeperingen;2001;651.0;82.9;44.1;32.4;8.7;0.2;12.7;6.8;5.0;1.3;0.0
3773;Vrouwen;35 tot 40 jaar;Totaal herkomstgroeperingen;2002;649.2;85.0;45.5;31.0;11.1;0.2;13.1;7.0;4.8;1.7;0.0
3774;Vrouwen;35 tot 40 jaar;Totaal herkomstgroeperingen;2003;646.6;89.5;44.6;31.7;16.3;0.2;13.8;6.9;4.9;2.5;0.0
3775;Vrouwen;35 tot 40 jaar;Autochtonen;1999;525.9;57.2;30.5;20.1;8.3;0.1;10.9;5.8;3.8;1.6;0.0
3776;Vrouwen;35 tot 40 jaar;Autochtonen;2000;527.2;56.5;33.3;18.0;6.8;0.1;10.7;6.3;3.4;1.3;0.0
3777;Vrouwen;35 tot 40 jaar;Autochtonen;2001;522.3;56.0;35.2;16.3;6.2;0.1;10.7;6.7;3.1;1.2;0.0
3778;Vrouwen;35 tot 40 jaar;Autochtonen;2002;517.8;57.2;36.2;15.1;7.8;0.1;11.1;7.0;2.9;1.5;0.0
3779;Vrouwen;35 tot 40 jaar;Autochtonen;2003;512.0;59.3;35.2;15.0;11.3;0.1;11.6;6.9;2.9;2.2;0.0
3780;Vrouwen;35 tot 40 jaar;Allochtonen;1999;119.4;26.0;6.8;17.1;2.7;0.1;21.8;5.7;14.3;2.2;0.1
3781;Vrouwen;35 tot 40 jaar;Allochtonen;2000;123.7;26.1;7.8;16.3;2.5;0.1;21.1;6.3;13.2;2.0;0.1
3782;Vrouwen;35 tot 40 jaar;Allochtonen;2001;128.8;26.9;8.9;16.1;2.5;0.1;20.9;6.9;12.5;1.9;0.1
3783;Vrouwen;35 tot 40 jaar;Allochtonen;2002;131.3;27.8;9.3;15.9;3.3;0.1;21.1;7.1;12.1;2.5;0.1
3784;Vrouwen;35 tot 40 jaar;Allochtonen;2003;134.6;30.3;9.4;16.7;5.0;0.1;22.5;7.0;12.4;3.7;0.1
3785;Vrouwen;35 tot 40 jaar;Allochtonen, 1e generatie;1999;82.9;21.0;4.5;15.0;2.0;0.1;25.4;5.4;18.1;2.4;0.2
3786;Vrouwen;35 tot 40 jaar;Allochtonen, 1e generatie;2000;86.2;21.0;5.1;14.4;1.9;0.1;24.3;5.9;16.7;2.1;0.1
3787;Vrouwen;35 tot 40 jaar;Allochtonen, 1e generatie;2001;90.4;21.7;6.0;14.2;1.9;0.1;24.0;6.6;15.7;2.1;0.1
3788;Vrouwen;35 tot 40 jaar;Allochtonen, 1e generatie;2002;92.5;22.3;6.3;14.0;2.5;0.1;24.1;6.8;15.2;2.7;0.1
3789;Vrouwen;35 tot 40 jaar;Allochtonen, 1e generatie;2003;95.3;24.2;6.3;14.8;3.7;0.1;25.4;6.6;15.5;3.9;0.1
3790;Vrouwen;35 tot 40 jaar;Allochtonen, 2e generatie;1999;36.4;5.0;2.4;2.1;0.7;0.0;13.8;6.5;5.7;1.9;0.0
3791;Vrouwen;35 tot 40 jaar;Allochtonen, 2e generatie;2000;37.5;5.1;2.7;2.0;0.6;0.0;13.6;7.2;5.2;1.6;0.0
3792;Vrouwen;35 tot 40 jaar;Allochtonen, 2e generatie;2001;38.3;5.2;2.9;1.9;0.6;0.0;13.6;7.5;4.9;1.6;0.0
3793;Vrouwen;35 tot 40 jaar;Allochtonen, 2e generatie;2002;38.8;5.5;3.0;1.8;0.9;0.0;14.2;7.8;4.7;2.2;0.0
3794;Vrouwen;35 tot 40 jaar;Allochtonen, 2e generatie;2003;39.3;6.0;3.1;1.9;1.3;0.0;15.3;7.8;4.9;3.2;0.0
3795;Vrouwen;35 tot 40 jaar;Westerse allochtonen;1999;60.5;7.8;3.0;3.8;1.1;0.0;12.8;5.0;6.3;1.9;0.0
3796;Vrouwen;35 tot 40 jaar;Westerse allochtonen;2000;62.0;7.7;3.4;3.5;1.0;0.0;12.4;5.4;5.6;1.7;0.0
3797;Vrouwen;35 tot 40 jaar;Westerse allochtonen;2001;63.1;7.7;3.6;3.3;1.0;0.0;12.2;5.8;5.2;1.6;0.0
3798;Vrouwen;35 tot 40 jaar;Westerse allochtonen;2002;64.1;8.2;3.8;3.2;1.4;0.0;12.7;6.0;5.0;2.1;0.0
3799;Vrouwen;35 tot 40 jaar;Westerse allochtonen;2003;64.5;8.9;3.9;3.3;2.0;0.0;13.8;6.0;5.2;3.1;0.0
3800;Vrouwen;35 tot 40 jaar;Westerse allochtonen, 1e generatie;1999;26.0;3.0;0.8;1.9;0.5;0.0;11.7;3.0;7.2;1.8;0.0
3801;Vrouwen;35 tot 40 jaar;Westerse allochtonen, 1e generatie;2000;26.9;2.9;0.9;1.7;0.4;0.0;10.9;3.2;6.3;1.7;0.0
3802;Vrouwen;35 tot 40 jaar;Westerse allochtonen, 1e generatie;2001;27.5;2.9;1.0;1.6;0.4;0.0;10.6;3.6;5.7;1.6;0.0
3803;Vrouwen;35 tot 40 jaar;Westerse allochtonen, 1e generatie;2002;28.6;3.2;1.1;1.6;0.6;0.0;11.3;3.8;5.7;2.1;0.0
3804;Vrouwen;35 tot 40 jaar;Westerse allochtonen, 1e generatie;2003;29.2;3.6;1.1;1.7;0.9;0.0;12.4;3.8;5.8;3.2;0.0
3805;Vrouwen;35 tot 40 jaar;Westerse allochtonen, 2e generatie;1999;34.4;4.7;2.2;1.9;0.7;0.0;13.7;6.5;5.6;1.9;0.0
3806;Vrouwen;35 tot 40 jaar;Westerse allochtonen, 2e generatie;2000;35.1;4.8;2.5;1.8;0.6;0.0;13.5;7.1;5.1;1.7;0.0
3807;Vrouwen;35 tot 40 jaar;Westerse allochtonen, 2e generatie;2001;35.6;4.8;2.7;1.7;0.6;0.0;13.4;7.5;4.7;1.6;0.0
3808;Vrouwen;35 tot 40 jaar;Westerse allochtonen, 2e generatie;2002;35.5;4.9;2.7;1.6;0.8;0.0;13.9;7.7;4.5;2.2;0.0
3809;Vrouwen;35 tot 40 jaar;Westerse allochtonen, 2e generatie;2003;35.3;5.3;2.7;1.6;1.1;0.0;14.9;7.8;4.6;3.1;0.0
3810;Vrouwen;35 tot 40 jaar;Niet-westerse allochtonen;1999;58.9;18.3;3.8;13.3;1.5;0.1;31.1;6.5;22.5;2.6;0.2
3811;Vrouwen;35 tot 40 jaar;Niet-westerse allochtonen;2000;61.6;18.4;4.4;12.9;1.4;0.1;29.8;7.2;20.9;2.3;0.2
3812;Vrouwen;35 tot 40 jaar;Niet-westerse allochtonen;2001;65.7;19.2;5.2;12.8;1.5;0.1;29.3;8.0;19.5;2.3;0.1
3813;Vrouwen;35 tot 40 jaar;Niet-westerse allochtonen;2002;67.2;19.6;5.4;12.6;2.0;0.1;29.2;8.1;18.8;2.9;0.1
3814;Vrouwen;35 tot 40 jaar;Niet-westerse allochtonen;2003;70.0;21.4;5.5;13.4;3.0;0.1;30.5;7.9;19.1;4.2;0.1
3815;Vrouwen;35 tot 40 jaar;Niet-westerse allochtonen, 1e generatie;1999;56.9;18.0;3.7;13.1;1.5;0.1;31.6;6.5;23.1;2.6;0.2
3816;Vrouwen;35 tot 40 jaar;Niet-westerse allochtonen, 1e generatie;2000;59.3;18.0;4.3;12.7;1.4;0.1;30.4;7.2;21.4;2.4;0.2
3817;Vrouwen;35 tot 40 jaar;Niet-westerse allochtonen, 1e generatie;2001;62.9;18.8;5.0;12.6;1.5;0.1;29.8;8.0;20.1;2.3;0.1
3818;Vrouwen;35 tot 40 jaar;Niet-westerse allochtonen, 1e generatie;2002;63.9;19.0;5.2;12.4;1.9;0.1;29.8;8.1;19.4;3.0;0.1
3819;Vrouwen;35 tot 40 jaar;Niet-westerse allochtonen, 1e generatie;2003;66.1;20.6;5.2;13.1;2.8;0.1;31.2;7.9;19.8;4.2;0.1
3820;Vrouwen;35 tot 40 jaar;Niet-westerse allochtonen, 2e generatie;1999;1.9;0.3;0.1;0.2;0.0;0.0;15.7;6.6;7.7;2.1;0.1
3821;Vrouwen;35 tot 40 jaar;Niet-westerse allochtonen, 2e generatie;2000;2.3;0.4;0.2;0.2;0.0;0.0;15.1;7.8;6.5;1.3;0.0
3822;Vrouwen;35 tot 40 jaar;Niet-westerse allochtonen, 2e generatie;2001;2.8;0.4;0.2;0.2;0.0;0.0;16.0;7.9;6.9;1.6;0.0
3823;Vrouwen;35 tot 40 jaar;Niet-westerse allochtonen, 2e generatie;2002;3.3;0.6;0.3;0.2;0.1;0.0;17.0;8.3;6.9;2.5;0.0
3824;Vrouwen;35 tot 40 jaar;Niet-westerse allochtonen, 2e generatie;2003;3.9;0.7;0.3;0.3;0.2;0.0;18.7;8.3;6.8;4.4;0.0
3825;Vrouwen;35 tot 40 jaar;Marokkanen;1999;7.3;2.9;0.5;2.3;0.1;0.0;38.9;6.3;31.2;1.6;0.6
3826;Vrouwen;35 tot 40 jaar;Marokkanen;2000;7.7;2.9;0.6;2.3;0.1;0.0;38.0;7.2;29.6;1.5;0.6
3827;Vrouwen;35 tot 40 jaar;Marokkanen;2001;8.4;3.1;0.7;2.3;0.1;0.0;36.6;8.2;27.3;1.3;0.5
3828;Vrouwen;35 tot 40 jaar;Marokkanen;2002;8.9;3.2;0.8;2.3;0.2;0.0;36.0;9.0;25.7;2.0;0.4
3829;Vrouwen;35 tot 40 jaar;Marokkanen;2003;9.7;3.5;0.9;2.4;0.3;0.0;36.3;9.0;25.1;3.0;0.4
3830;Vrouwen;35 tot 40 jaar;Marokkanen, 1e generatie;1999;7.3;2.9;0.5;2.3;0.1;0.0;38.9;6.3;31.2;1.6;0.6
3831;Vrouwen;35 tot 40 jaar;Marokkanen, 1e generatie;2000;7.6;2.9;0.6;2.3;0.1;0.0;38.1;7.2;29.6;1.5;0.6
3832;Vrouwen;35 tot 40 jaar;Marokkanen, 1e generatie;2001;8.4;3.1;0.7;2.3;0.1;0.0;36.6;8.2;27.4;1.3;0.5
3833;Vrouwen;35 tot 40 jaar;Marokkanen, 1e generatie;2002;8.8;3.2;0.8;2.3;0.2;0.0;36.0;8.9;25.8;2.0;0.4
3834;Vrouwen;35 tot 40 jaar;Marokkanen, 1e generatie;2003;9.6;3.5;0.9;2.4;0.3;0.0;36.3;8.9;25.2;2.9;0.4
3835;Vrouwen;35 tot 40 jaar;Marokkanen, 2e generatie;1999;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0
3836;Vrouwen;35 tot 40 jaar;Marokkanen, 2e generatie;2000;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0
3837;Vrouwen;35 tot 40 jaar;Marokkanen, 2e generatie;2001;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0
3838;Vrouwen;35 tot 40 jaar;Marokkanen, 2e generatie;2002;0.1;0.0;0.0;0.0;0.0;0.0;33.3;14.7;18.7;0.0;0.0
3839;Vrouwen;35 tot 40 jaar;Marokkanen, 2e generatie;2003;0.1;0.0;0.0;0.0;0.0;0.0;32.8;13.1;14.8;4.9;0.0
3840;Vrouwen;35 tot 40 jaar;Turken;1999;11.6;4.6;1.7;2.4;0.6;0.0;39.5;15.0;20.5;4.8;0.4
3841;Vrouwen;35 tot 40 jaar;Turken;2000;12.4;4.9;2.1;2.3;0.6;0.0;39.3;16.8;18.9;4.5;0.3
3842;Vrouwen;35 tot 40 jaar;Turken;2001;13.8;5.3;2.5;2.4;0.6;0.0;38.7;17.9;17.4;4.3;0.2
3843;Vrouwen;35 tot 40 jaar;Turken;2002;13.8;5.4;2.5;2.3;0.7;0.0;38.9;18.2;16.9;4.9;0.3
3844;Vrouwen;35 tot 40 jaar;Turken;2003;14.6;5.8;2.6;2.4;0.9;0.0;39.6;17.7;16.8;6.3;0.2
3845;Vrouwen;35 tot 40 jaar;Turken, 1e generatie;1999;11.6;4.6;1.7;2.4;0.6;0.0;39.5;15.0;20.6;4.8;0.4
3846;Vrouwen;35 tot 40 jaar;Turken, 1e generatie;2000;12.3;4.9;2.1;2.3;0.6;0.0;39.3;16.8;18.9;4.5;0.3
3847;Vrouwen;35 tot 40 jaar;Turken, 1e generatie;2001;13.7;5.3;2.5;2.4;0.6;0.0;38.9;18.0;17.4;4.3;0.2
3848;Vrouwen;35 tot 40 jaar;Turken, 1e generatie;2002;13.6;5.3;2.5;2.3;0.7;0.0;39.1;18.3;16.9;4.9;0.3
3849;Vrouwen;35 tot 40 jaar;Turken, 1e generatie;2003;14.3;5.7;2.6;2.4;0.9;0.0;39.8;17.9;16.9;6.3;0.2
3850;Vrouwen;35 tot 40 jaar;Turken, 2e generatie;1999;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;;0.0
3851;Vrouwen;35 tot 40 jaar;Turken, 2e generatie;2000;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0
3852;Vrouwen;35 tot 40 jaar;Turken, 2e generatie;2001;0.1;0.0;0.0;0.0;0.0;0.0;22.5;7.2;13.5;1.8;0.0
3853;Vrouwen;35 tot 40 jaar;Turken, 2e generatie;2002;0.2;0.0;0.0;0.0;0.0;0.0;25.3;9.1;11.8;4.3;0.0
3854;Vrouwen;35 tot 40 jaar;Turken, 2e generatie;2003;0.3;0.1;0.0;0.0;0.0;0.0;25.9;10.5;11.2;4.8;0.3
3855;Vrouwen;35 tot 40 jaar;Surinamers;1999;16.1;4.1;1.1;2.7;0.4;0.0;25.7;6.8;17.0;2.7;0.0
3856;Vrouwen;35 tot 40 jaar;Surinamers;2000;16.3;3.9;1.2;2.4;0.4;0.0;23.8;7.4;14.9;2.2;0.0
3857;Vrouwen;35 tot 40 jaar;Surinamers;2001;16.4;3.7;1.3;2.1;0.4;0.0;22.7;8.2;13.0;2.4;0.0
3858;Vrouwen;35 tot 40 jaar;Surinamers;2002;16.3;3.6;1.3;1.9;0.5;0.0;22.3;8.1;11.9;3.1;0.0
3859;Vrouwen;35 tot 40 jaar;Surinamers;2003;16.3;3.8;1.3;2.0;0.7;0.0;23.5;7.7;12.2;4.6;0.0
3860;Vrouwen;35 tot 40 jaar;Surinamers, 1e generatie;1999;15.1;4.0;1.0;2.6;0.4;0.0;26.3;6.8;17.5;2.8;0.0
3861;Vrouwen;35 tot 40 jaar;Surinamers, 1e generatie;2000;15.1;3.7;1.1;2.3;0.3;0.0;24.3;7.3;15.4;2.3;0.0
3862;Vrouwen;35 tot 40 jaar;Surinamers, 1e generatie;2001;15.0;3.5;1.2;2.0;0.4;0.0;23.3;8.1;13.5;2.5;0.0
3863;Vrouwen;35 tot 40 jaar;Surinamers, 1e generatie;2002;14.7;3.3;1.2;1.8;0.5;0.0;22.8;8.1;12.4;3.1;0.0
3864;Vrouwen;35 tot 40 jaar;Surinamers, 1e generatie;2003;14.4;3.5;1.1;1.8;0.7;0.0;24.1;7.6;12.8;4.6;0.0
3865;Vrouwen;35 tot 40 jaar;Surinamers, 2e generatie;1999;1.0;0.2;0.1;0.1;0.0;0.0;17.4;7.0;9.1;2.3;0.0
3866;Vrouwen;35 tot 40 jaar;Surinamers, 2e generatie;2000;1.2;0.2;0.1;0.1;0.0;0.0;16.7;8.1;7.7;1.7;0.0
3867;Vrouwen;35 tot 40 jaar;Surinamers, 2e generatie;2001;1.4;0.2;0.1;0.1;0.0;0.0;17.2;8.3;7.1;2.1;0.0
3868;Vrouwen;35 tot 40 jaar;Surinamers, 2e generatie;2002;1.6;0.3;0.1;0.1;0.0;0.0;17.9;8.7;6.9;2.9;0.0
3869;Vrouwen;35 tot 40 jaar;Surinamers, 2e generatie;2003;1.9;0.4;0.2;0.1;0.1;0.0;19.0;8.5;7.1;4.3;0.0
3870;Vrouwen;35 tot 40 jaar;Antillianen en Arubanen;1999;4.4;1.5;0.2;1.3;0.1;0.0;33.7;3.7;28.6;2.1;0.0
3871;Vrouwen;35 tot 40 jaar;Antillianen en Arubanen;2000;4.7;1.5;0.2;1.3;0.1;0.0;32.5;4.1;26.8;2.1;0.0
3872;Vrouwen;35 tot 40 jaar;Antillianen en Arubanen;2001;4.9;1.5;0.2;1.2;0.1;0.0;31.4;4.9;25.0;2.0;0.0
3873;Vrouwen;35 tot 40 jaar;Antillianen en Arubanen;2002;5.0;1.6;0.2;1.2;0.1;0.0;31.3;4.8;24.2;2.9;0.0
3874;Vrouwen;35 tot 40 jaar;Antillianen en Arubanen;2003;5.0;1.7;0.2;1.2;0.2;0.0;33.2;4.5;24.5;5.0;0.0
3875;Vrouwen;35 tot 40 jaar;Antillianen, 1e generatie;1999;4.0;1.4;0.1;1.2;0.1;0.0;35.9;3.5;30.8;2.2;0.0
3876;Vrouwen;35 tot 40 jaar;Antillianen, 1e generatie;2000;4.2;1.5;0.2;1.2;0.1;0.0;34.7;3.7;29.2;2.2;0.0
3877;Vrouwen;35 tot 40 jaar;Antillianen, 1e generatie;2001;4.3;1.4;0.2;1.2;0.1;0.0;33.7;4.5;27.5;2.1;0.0
3878;Vrouwen;35 tot 40 jaar;Antillianen, 1e generatie;2002;4.3;1.5;0.2;1.2;0.1;0.0;34.1;4.3;27.3;3.1;0.0
3879;Vrouwen;35 tot 40 jaar;Antillianen, 1e generatie;2003;4.1;1.5;0.2;1.2;0.2;0.0;36.5;3.7;28.4;5.1;0.0
3880;Vrouwen;35 tot 40 jaar;Antillianen, 2e generatie;1999;0.4;0.0;0.0;0.0;0.0;0.0;12.1;5.4;5.7;1.2;0.0
3881;Vrouwen;35 tot 40 jaar;Antillianen, 2e generatie;2000;0.5;0.1;0.0;0.0;0.0;0.0;13.5;7.1;5.1;1.5;0.0
3882;Vrouwen;35 tot 40 jaar;Antillianen, 2e generatie;2001;0.6;0.1;0.0;0.0;0.0;0.0;14.3;7.4;6.4;0.9;0.0
3883;Vrouwen;35 tot 40 jaar;Antillianen, 2e generatie;2002;0.7;0.1;0.1;0.0;0.0;0.0;14.8;7.5;6.1;2.0;0.0
3884;Vrouwen;35 tot 40 jaar;Antillianen, 2e generatie;2003;0.9;0.2;0.1;0.1;0.0;0.0;17.7;8.0;6.2;4.1;0.0
3885;Vrouwen;35 tot 40 jaar;Overige niet-westerse allochtonen;1999;19.5;5.2;0.3;4.6;0.3;0.0;26.9;1.8;23.7;1.7;0.1
3886;Vrouwen;35 tot 40 jaar;Overige niet-westerse allochtonen;2000;20.6;5.2;0.4;4.6;0.3;0.0;25.3;2.0;22.2;1.4;0.1
3887;Vrouwen;35 tot 40 jaar;Overige niet-westerse allochtonen;2001;22.2;5.5;0.5;4.8;0.3;0.0;25.0;2.3;21.5;1.4;0.0
3888;Vrouwen;35 tot 40 jaar;Overige niet-westerse allochtonen;2002;23.2;5.8;0.6;4.9;0.5;0.0;25.1;2.5;21.0;2.0;0.0
3889;Vrouwen;35 tot 40 jaar;Overige niet-westerse allochtonen;2003;24.5;6.6;0.6;5.3;0.8;0.0;26.9;2.4;21.6;3.2;0.1
3890;Vrouwen;35 tot 40 jaar;Overige niet-westerse allocht, 1e gen.;1999;18.9;5.2;0.3;4.6;0.3;0.0;27.3;1.7;24.2;1.7;0.1
3891;Vrouwen;35 tot 40 jaar;Overige niet-westerse allocht, 1e gen.;2000;20.0;5.2;0.4;4.5;0.3;0.0;25.7;1.8;22.7;1.5;0.1
3892;Vrouwen;35 tot 40 jaar;Overige niet-westerse allocht, 1e gen.;2001;21.6;5.5;0.5;4.7;0.3;0.0;25.3;2.1;22.0;1.4;0.0
3893;Vrouwen;35 tot 40 jaar;Overige niet-westerse allocht, 1e gen.;2002;22.5;5.7;0.5;4.8;0.4;0.0;25.5;2.3;21.5;2.0;0.0
3894;Vrouwen;35 tot 40 jaar;Overige niet-westerse allocht, 1e gen.;2003;23.7;6.5;0.5;5.3;0.7;0.0;27.3;2.3;22.2;3.1;0.1
3895;Vrouwen;35 tot 40 jaar;Overige niet-westerse allocht, 2e gen.;1999;0.5;0.1;0.0;0.0;0.0;0.0;13.6;6.0;6.4;1.8;0.2
3896;Vrouwen;35 tot 40 jaar;Overige niet-westerse allocht, 2e gen.;2000;0.6;0.1;0.0;0.0;0.0;0.0;12.2;7.3;4.9;0.3;0.0
3897;Vrouwen;35 tot 40 jaar;Overige niet-westerse allocht, 2e gen.;2001;0.6;0.1;0.0;0.0;0.0;0.0;13.5;7.6;5.2;1.0;0.0
3898;Vrouwen;35 tot 40 jaar;Overige niet-westerse allocht, 2e gen.;2002;0.7;0.1;0.1;0.0;0.0;0.0;13.4;7.1;4.9;2.1;0.0
3899;Vrouwen;35 tot 40 jaar;Overige niet-westerse allocht, 2e gen.;2003;0.8;0.1;0.1;0.0;0.0;0.0;14.2;6.8;3.9;4.5;0.0
3900;Vrouwen;40 tot 45 jaar;Totaal herkomstgroeperingen;1999;599.9;81.9;41.6;32.6;10.0;0.4;13.7;6.9;5.4;1.7;0.1
3901;Vrouwen;40 tot 45 jaar;Totaal herkomstgroeperingen;2000;609.6;82.3;45.2;31.3;8.0;0.3;13.5;7.4;5.1;1.3;0.1
3902;Vrouwen;40 tot 45 jaar;Totaal herkomstgroeperingen;2001;620.5;83.8;48.8;30.0;7.4;0.3;13.5;7.9;4.8;1.2;0.0
3903;Vrouwen;40 tot 45 jaar;Totaal herkomstgroeperingen;2002;629.8;86.7;50.4;29.6;9.3;0.3;13.8;8.0;4.7;1.5;0.0
3904;Vrouwen;40 tot 45 jaar;Totaal herkomstgroeperingen;2003;638.1;91.3;49.8;30.6;14.2;0.3;14.3;7.8;4.8;2.2;0.0
3905;Vrouwen;40 tot 45 jaar;Autochtonen;1999;497.6;58.8;34.3;18.4;7.8;0.2;11.8;6.9;3.7;1.6;0.0
3906;Vrouwen;40 tot 45 jaar;Autochtonen;2000;502.3;58.3;37.0;16.9;6.1;0.2;11.6;7.4;3.4;1.2;0.0
3907;Vrouwen;40 tot 45 jaar;Autochtonen;2001;509.6;59.2;39.7;15.9;5.5;0.1;11.6;7.8;3.1;1.1;0.0
3908;Vrouwen;40 tot 45 jaar;Autochtonen;2002;514.1;60.5;40.6;15.2;6.7;0.1;11.8;7.9;3.0;1.3;0.0
3909;Vrouwen;40 tot 45 jaar;Autochtonen;2003;518.7;62.8;39.8;15.5;10.0;0.1;12.1;7.7;3.0;1.9;0.0
3910;Vrouwen;40 tot 45 jaar;Allochtonen;1999;102.3;23.2;7.3;14.2;2.2;0.2;22.6;7.1;13.9;2.2;0.2
3911;Vrouwen;40 tot 45 jaar;Allochtonen;2000;107.3;23.9;8.2;14.3;1.9;0.2;22.3;7.6;13.4;1.8;0.1
3912;Vrouwen;40 tot 45 jaar;Allochtonen;2001;110.9;24.6;9.1;14.1;1.9;0.2;22.1;8.2;12.7;1.7;0.1
3913;Vrouwen;40 tot 45 jaar;Allochtonen;2002;115.7;26.2;9.8;14.4;2.6;0.2;22.6;8.5;12.5;2.2;0.1
3914;Vrouwen;40 tot 45 jaar;Allochtonen;2003;119.4;28.4;10.0;15.1;4.2;0.2;23.8;8.3;12.6;3.5;0.1
3915;Vrouwen;40 tot 45 jaar;Allochtonen, 1e generatie;1999;70.4;18.4;4.7;12.4;1.6;0.2;26.1;6.7;17.6;2.2;0.2
3916;Vrouwen;40 tot 45 jaar;Allochtonen, 1e generatie;2000;74.7;19.2;5.4;12.7;1.4;0.1;25.7;7.2;17.1;1.9;0.2
3917;Vrouwen;40 tot 45 jaar;Allochtonen, 1e generatie;2001;77.5;19.7;6.0;12.6;1.5;0.2;25.4;7.8;16.2;1.9;0.2
3918;Vrouwen;40 tot 45 jaar;Allochtonen, 1e generatie;2002;81.4;21.0;6.6;12.9;2.0;0.1;25.8;8.1;15.9;2.4;0.2
3919;Vrouwen;40 tot 45 jaar;Allochtonen, 1e generatie;2003;84.3;23.0;6.9;13.5;3.2;0.1;27.2;8.1;16.0;3.8;0.2
3920;Vrouwen;40 tot 45 jaar;Allochtonen, 2e generatie;1999;32.0;4.8;2.5;1.8;0.6;0.0;15.0;8.0;5.6;2.0;0.0
