ID;Geslacht;Persoonskenmerken;Beroepsniveau;BedrijfstakkenSBI2008;Perioden;BanenVanWerknemers_1;BrutoUurloon_2
3605;Vrouwen;Leeftijd: 45 tot 55 jaar;Beroepsniveau 4;F Bouwnijverheid;2010;0.0;0.0
3606;Vrouwen;Leeftijd: 45 tot 55 jaar;Beroepsniveau 4;G-N Commerciële dienstverlening;2010;31.7;30.6
3607;Vrouwen;Leeftijd: 45 tot 55 jaar;Beroepsniveau 4;G-I Handel, vervoer en horeca;2010;6.3;30.0
3608;Vrouwen;Leeftijd: 45 tot 55 jaar;Beroepsniveau 4;G Handel;2010;4.3;31.4
3609;Vrouwen;Leeftijd: 45 tot 55 jaar;Beroepsniveau 4;H Vervoer en opslag;2010;0.0;0.0
3610;Vrouwen;Leeftijd: 45 tot 55 jaar;Beroepsniveau 4;I Horeca;2010;0.0;0.0
3611;Vrouwen;Leeftijd: 45 tot 55 jaar;Beroepsniveau 4;J Informatie en communicatie;2010;5.2;30.5
3612;Vrouwen;Leeftijd: 45 tot 55 jaar;Beroepsniveau 4;K Financiële dienstverlening;2010;6.1;35.4
3613;Vrouwen;Leeftijd: 45 tot 55 jaar;Beroepsniveau 4;L Verhuur en handel van onroerend goed;2010;0.0;0.0
3614;Vrouwen;Leeftijd: 45 tot 55 jaar;Beroepsniveau 4;M-N Zakelijke dienstverlening;2010;13.0;27.9
3615;Vrouwen;Leeftijd: 45 tot 55 jaar;Beroepsniveau 4;M Specialistische zakelijke diensten;2010;7.3;30.8
3616;Vrouwen;Leeftijd: 45 tot 55 jaar;Beroepsniveau 4;N Verhuur en overige zakelijke diensten;2010;5.6;23.9
3617;Vrouwen;Leeftijd: 45 tot 55 jaar;Beroepsniveau 4;O-U Niet-commerciële dienstverlening;2010;155.5;27.4
3618;Vrouwen;Leeftijd: 45 tot 55 jaar;Beroepsniveau 4;O-Q Overheid en zorg;2010;146.0;27.4
3619;Vrouwen;Leeftijd: 45 tot 55 jaar;Beroepsniveau 4;O Openbaar bestuur en overheidsdiensten;2010;20.4;28.4
3620;Vrouwen;Leeftijd: 45 tot 55 jaar;Beroepsniveau 4;P Onderwijs;2010;68.9;27.1
3621;Vrouwen;Leeftijd: 45 tot 55 jaar;Beroepsniveau 4;Q Gezondheids- en welzijnszorg;2010;56.7;27.3
3622;Vrouwen;Leeftijd: 45 tot 55 jaar;Beroepsniveau 4;R-U Cultuur, recreatie, overige diensten;2010;9.5;27.1
3623;Vrouwen;Leeftijd: 45 tot 55 jaar;Beroepsniveau 4;R Cultuur, sport en recreatie;2010;3.0;23.0
3624;Vrouwen;Leeftijd: 45 tot 55 jaar;Beroepsniveau 4;S Overige dienstverlening;2010;6.5;28.9
3625;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;A-U Alle economische activiteiten;2010;407.3;20.2
3626;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;A-F Landbouw en nijverheid;2010;28.0;16.5
3627;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;A Landbouw, bosbouw en visserij;2010;4.2;14.0
3628;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;B-F Nijverheid en energie;2010;23.9;16.8
3629;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;B-E Nijverheid (geen bouw) en energie;2010;20.1;16.9
3630;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;B Delfstoffenwinning;2010;0.0;0.0
3631;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;C Industrie;2010;18.6;16.4
3632;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;D Energievoorziening;2010;0.0;0.0
3633;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
3634;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;F Bouwnijverheid;2010;3.7;16.3
3635;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;G-N Commerciële dienstverlening;2010;130.4;16.8
3636;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;G-I Handel, vervoer en horeca;2010;71.6;15.4
3637;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;G Handel;2010;48.8;15.1
3638;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;H Vervoer en opslag;2010;10.4;17.5
3639;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;I Horeca;2010;12.5;14.9
3640;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;J Informatie en communicatie;2010;4.3;21.5
3641;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;K Financiële dienstverlening;2010;8.6;22.1
3642;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;L Verhuur en handel van onroerend goed;2010;3.0;21.4
3643;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;M-N Zakelijke dienstverlening;2010;42.9;16.6
3644;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;M Specialistische zakelijke diensten;2010;13.3;20.0
3645;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;N Verhuur en overige zakelijke diensten;2010;29.6;14.6
3646;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;O-U Niet-commerciële dienstverlening;2010;248.9;22.4
3647;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;O-Q Overheid en zorg;2010;229.0;22.5
3648;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;O Openbaar bestuur en overheidsdiensten;2010;24.4;22.8
3649;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;P Onderwijs;2010;55.8;25.9
3650;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;Q Gezondheids- en welzijnszorg;2010;148.9;21.0
3651;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;R-U Cultuur, recreatie, overige diensten;2010;19.9;20.4
3652;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;R Cultuur, sport en recreatie;2010;7.7;18.8
3653;Vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;S Overige dienstverlening;2010;12.1;21.3
3654;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;A-U Alle economische activiteiten;2010;53.4;13.2
3655;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;A-F Landbouw en nijverheid;2010;7.1;12.7
3656;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;A Landbouw, bosbouw en visserij;2010;0.0;0.0
3657;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;B-F Nijverheid en energie;2010;5.8;12.7
3658;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;B-E Nijverheid (geen bouw) en energie;2010;5.0;12.8
3659;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;B Delfstoffenwinning;2010;0.0;0.0
3660;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;C Industrie;2010;4.9;12.8
3661;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;D Energievoorziening;2010;0.0;0.0
3662;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
3663;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;F Bouwnijverheid;2010;0.0;0.0
3664;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;G-N Commerciële dienstverlening;2010;27.7;12.7
3665;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;G-I Handel, vervoer en horeca;2010;10.5;13.4
3666;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;G Handel;2010;5.8;13.2
3667;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;H Vervoer en opslag;2010;0.0;0.0
3668;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;I Horeca;2010;0.0;0.0
3669;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;J Informatie en communicatie;2010;0.0;0.0
3670;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;K Financiële dienstverlening;2010;0.0;0.0
3671;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;L Verhuur en handel van onroerend goed;2010;0.0;0.0
3672;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;M-N Zakelijke dienstverlening;2010;15.9;12.1
3673;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;M Specialistische zakelijke diensten;2010;0.0;0.0
3674;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;N Verhuur en overige zakelijke diensten;2010;14.6;12.0
3675;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;O-U Niet-commerciële dienstverlening;2010;18.7;14.2
3676;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;O-Q Overheid en zorg;2010;16.9;14.3
3677;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;O Openbaar bestuur en overheidsdiensten;2010;0.0;0.0
3678;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;P Onderwijs;2010;0.0;0.0
3679;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;Q Gezondheids- en welzijnszorg;2010;0.0;0.0
3680;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;R-U Cultuur, recreatie, overige diensten;2010;0.0;0.0
3681;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;R Cultuur, sport en recreatie;2010;0.0;0.0
3682;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 1;S Overige dienstverlening;2010;0.0;0.0
3683;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;A-U Alle economische activiteiten;2010;191.3;16.6
3684;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;A-F Landbouw en nijverheid;2010;16.1;15.7
3685;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;A Landbouw, bosbouw en visserij;2010;2.7;14.3
3686;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;B-F Nijverheid en energie;2010;13.4;15.9
3687;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;B-E Nijverheid (geen bouw) en energie;2010;11.3;15.9
3688;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;B Delfstoffenwinning;2010;0.0;0.0
3689;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;C Industrie;2010;10.2;15.5
3690;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;D Energievoorziening;2010;0.0;0.0
3691;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
3692;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;F Bouwnijverheid;2010;0.0;0.0
3693;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;G-N Commerciële dienstverlening;2010;78.4;15.2
3694;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;G-I Handel, vervoer en horeca;2010;52.5;14.2
3695;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;G Handel;2010;36.2;13.8
3696;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;H Vervoer en opslag;2010;8.8;16.3
3697;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;I Horeca;2010;7.5;13.3
3698;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;J Informatie en communicatie;2010;0.0;0.0
3699;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;K Financiële dienstverlening;2010;5.1;18.4
3700;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;L Verhuur en handel van onroerend goed;2010;0.0;0.0
3701;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;M-N Zakelijke dienstverlening;2010;17.1;16.0
3702;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;M Specialistische zakelijke diensten;2010;6.2;18.0
3703;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;N Verhuur en overige zakelijke diensten;2010;10.9;14.6
3704;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;O-U Niet-commerciële dienstverlening;2010;96.9;18.0
3705;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;O-Q Overheid en zorg;2010;87.2;18.3
3706;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;O Openbaar bestuur en overheidsdiensten;2010;11.6;18.4
3707;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;P Onderwijs;2010;8.1;17.4
3708;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;Q Gezondheids- en welzijnszorg;2010;67.4;18.4
3709;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;R-U Cultuur, recreatie, overige diensten;2010;9.7;15.9
3710;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;R Cultuur, sport en recreatie;2010;4.0;15.2
3711;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 2;S Overige dienstverlening;2010;5.7;16.4
3712;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;A-U Alle economische activiteiten;2010;65.4;20.9
3713;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;A-F Landbouw en nijverheid;2010;3.1;19.9
3714;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;A Landbouw, bosbouw en visserij;2010;0.0;0.0
3715;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;B-F Nijverheid en energie;2010;3.0;20.1
3716;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;B-E Nijverheid (geen bouw) en energie;2010;2.6;20.4
3717;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;B Delfstoffenwinning;2010;0.0;0.0
3718;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;C Industrie;2010;0.0;0.0
3719;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;D Energievoorziening;2010;0.0;0.0
3720;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
3721;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;F Bouwnijverheid;2010;0.0;0.0
3722;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;G-N Commerciële dienstverlening;2010;16.0;22.2
3723;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;G-I Handel, vervoer en horeca;2010;6.7;22.8
3724;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;G Handel;2010;5.3;20.2
3725;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;H Vervoer en opslag;2010;0.0;0.0
3726;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;I Horeca;2010;0.0;0.0
3727;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;J Informatie en communicatie;2010;0.0;0.0
3728;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;K Financiële dienstverlening;2010;0.0;0.0
3729;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;L Verhuur en handel van onroerend goed;2010;0.0;0.0
3730;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;M-N Zakelijke dienstverlening;2010;6.0;20.0
3731;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;M Specialistische zakelijke diensten;2010;4.2;20.0
3732;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;N Verhuur en overige zakelijke diensten;2010;0.0;0.0
3733;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;O-U Niet-commerciële dienstverlening;2010;46.2;20.5
3734;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;O-Q Overheid en zorg;2010;44.1;20.4
3735;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;O Openbaar bestuur en overheidsdiensten;2010;4.1;21.2
3736;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;P Onderwijs;2010;0.0;0.0
3737;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;Q Gezondheids- en welzijnszorg;2010;38.5;20.3
3738;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;R-U Cultuur, recreatie, overige diensten;2010;0.0;0.0
3739;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;R Cultuur, sport en recreatie;2010;0.0;0.0
3740;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 3;S Overige dienstverlening;2010;0.0;0.0
3741;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;A-U Alle economische activiteiten;2010;97.3;28.1
3742;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;A-F Landbouw en nijverheid;2010;0.0;0.0
3743;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;A Landbouw, bosbouw en visserij;2010;0.0;0.0
3744;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;B-F Nijverheid en energie;2010;0.0;0.0
3745;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;B-E Nijverheid (geen bouw) en energie;2010;0.0;0.0
3746;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;B Delfstoffenwinning;2010;0.0;0.0
3747;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;C Industrie;2010;0.0;0.0
3748;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;D Energievoorziening;2010;0.0;0.0
3749;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
3750;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;F Bouwnijverheid;2010;0.0;0.0
3751;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;G-N Commerciële dienstverlening;2010;8.4;27.6
3752;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;G-I Handel, vervoer en horeca;2010;0.0;0.0
3753;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;G Handel;2010;0.0;0.0
3754;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;H Vervoer en opslag;2010;0.0;0.0
3755;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;I Horeca;2010;0.0;0.0
3756;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;J Informatie en communicatie;2010;0.0;0.0
3757;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;K Financiële dienstverlening;2010;0.0;0.0
3758;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;L Verhuur en handel van onroerend goed;2010;0.0;0.0
3759;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;M-N Zakelijke dienstverlening;2010;3.9;25.0
3760;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;M Specialistische zakelijke diensten;2010;0.0;0.0
3761;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;N Verhuur en overige zakelijke diensten;2010;0.0;0.0
3762;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;O-U Niet-commerciële dienstverlening;2010;87.1;28.2
3763;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;O-Q Overheid en zorg;2010;80.8;28.3
3764;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;O Openbaar bestuur en overheidsdiensten;2010;8.1;29.4
3765;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;P Onderwijs;2010;44.3;27.7
3766;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;Q Gezondheids- en welzijnszorg;2010;28.4;28.7
3767;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;R-U Cultuur, recreatie, overige diensten;2010;6.4;27.3
3768;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;R Cultuur, sport en recreatie;2010;0.0;0.0
3769;Vrouwen;Leeftijd: 55 tot 65 jaar;Beroepsniveau 4;S Overige dienstverlening;2010;4.1;28.1
3770;Vrouwen;Herkomst: autochtoon;Totaal;A-U Alle economische activiteiten;2010;2927.5;18.3
3771;Vrouwen;Herkomst: autochtoon;Totaal;A-F Landbouw en nijverheid;2010;192.3;17.0
3772;Vrouwen;Herkomst: autochtoon;Totaal;A Landbouw, bosbouw en visserij;2010;23.1;13.9
3773;Vrouwen;Herkomst: autochtoon;Totaal;B-F Nijverheid en energie;2010;169.2;17.3
3774;Vrouwen;Herkomst: autochtoon;Totaal;B-E Nijverheid (geen bouw) en energie;2010;138.5;17.3
3775;Vrouwen;Herkomst: autochtoon;Totaal;B Delfstoffenwinning;2010;0.0;0.0
3776;Vrouwen;Herkomst: autochtoon;Totaal;C Industrie;2010;128.1;16.9
3777;Vrouwen;Herkomst: autochtoon;Totaal;D Energievoorziening;2010;4.1;21.9
3778;Vrouwen;Herkomst: autochtoon;Totaal;E Waterbedrijven en afvalbeheer;2010;5.6;21.5
3779;Vrouwen;Herkomst: autochtoon;Totaal;F Bouwnijverheid;2010;30.7;17.2
3780;Vrouwen;Herkomst: autochtoon;Totaal;G-N Commerciële dienstverlening;2010;1218.7;16.4
3781;Vrouwen;Herkomst: autochtoon;Totaal;G-I Handel, vervoer en horeca;2010;679.1;13.8
3782;Vrouwen;Herkomst: autochtoon;Totaal;G Handel;2010;484.2;13.7
3783;Vrouwen;Herkomst: autochtoon;Totaal;H Vervoer en opslag;2010;66.4;17.1
3784;Vrouwen;Herkomst: autochtoon;Totaal;I Horeca;2010;128.5;11.7
3785;Vrouwen;Herkomst: autochtoon;Totaal;J Informatie en communicatie;2010;47.3;21.9
3786;Vrouwen;Herkomst: autochtoon;Totaal;K Financiële dienstverlening;2010;92.7;23.0
3787;Vrouwen;Herkomst: autochtoon;Totaal;L Verhuur en handel van onroerend goed;2010;26.6;20.7
3788;Vrouwen;Herkomst: autochtoon;Totaal;M-N Zakelijke dienstverlening;2010;373.0;17.4
3789;Vrouwen;Herkomst: autochtoon;Totaal;M Specialistische zakelijke diensten;2010;152.6;20.2
3790;Vrouwen;Herkomst: autochtoon;Totaal;N Verhuur en overige zakelijke diensten;2010;220.4;15.0
3791;Vrouwen;Herkomst: autochtoon;Totaal;O-U Niet-commerciële dienstverlening;2010;1516.5;19.9
3792;Vrouwen;Herkomst: autochtoon;Totaal;O-Q Overheid en zorg;2010;1380.3;20.1
3793;Vrouwen;Herkomst: autochtoon;Totaal;O Openbaar bestuur en overheidsdiensten;2010;161.6;22.0
3794;Vrouwen;Herkomst: autochtoon;Totaal;P Onderwijs;2010;275.6;22.6
3795;Vrouwen;Herkomst: autochtoon;Totaal;Q Gezondheids- en welzijnszorg;2010;943.1;18.9
3796;Vrouwen;Herkomst: autochtoon;Totaal;R-U Cultuur, recreatie, overige diensten;2010;136.2;16.9
3797;Vrouwen;Herkomst: autochtoon;Totaal;R Cultuur, sport en recreatie;2010;57.6;16.5
3798;Vrouwen;Herkomst: autochtoon;Totaal;S Overige dienstverlening;2010;78.6;17.2
3799;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;A-U Alle economische activiteiten;2010;251.2;11.4
3800;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;A-F Landbouw en nijverheid;2010;27.5;12.1
3801;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;A Landbouw, bosbouw en visserij;2010;6.0;11.9
3802;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;B-F Nijverheid en energie;2010;21.5;12.1
3803;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;B-E Nijverheid (geen bouw) en energie;2010;19.3;12.2
3804;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;B Delfstoffenwinning;2010;0.0;0.0
3805;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;C Industrie;2010;19.1;12.1
3806;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;D Energievoorziening;2010;0.0;0.0
3807;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
3808;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;F Bouwnijverheid;2010;0.0;0.0
3809;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;G-N Commerciële dienstverlening;2010;141.3;10.7
3810;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;G-I Handel, vervoer en horeca;2010;80.6;10.1
3811;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;G Handel;2010;52.7;9.8
3812;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;H Vervoer en opslag;2010;4.8;11.9
3813;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;I Horeca;2010;23.1;10.2
3814;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;J Informatie en communicatie;2010;0.0;0.0
3815;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;K Financiële dienstverlening;2010;0.0;0.0
3816;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;L Verhuur en handel van onroerend goed;2010;0.0;0.0
3817;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;M-N Zakelijke dienstverlening;2010;57.2;11.4
3818;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;M Specialistische zakelijke diensten;2010;4.9;11.2
3819;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;N Verhuur en overige zakelijke diensten;2010;52.2;11.5
3820;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;O-U Niet-commerciële dienstverlening;2010;82.4;12.1
3821;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;O-Q Overheid en zorg;2010;74.2;12.3
3822;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;O Openbaar bestuur en overheidsdiensten;2010;3.5;12.8
3823;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;P Onderwijs;2010;5.6;13.0
3824;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;Q Gezondheids- en welzijnszorg;2010;65.1;12.2
3825;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;R-U Cultuur, recreatie, overige diensten;2010;8.2;10.1
3826;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;R Cultuur, sport en recreatie;2010;4.5;9.9
3827;Vrouwen;Herkomst: autochtoon;Beroepsniveau 1;S Overige dienstverlening;2010;3.7;10.3
3828;Vrouwen;Herkomst: autochtoon;Beroepsniveau 2;A-U Alle economische activiteiten;2010;1449.3;14.7
3829;Vrouwen;Herkomst: autochtoon;Beroepsniveau 2;A-F Landbouw en nijverheid;2010;111.9;15.1
3830;Vrouwen;Herkomst: autochtoon;Beroepsniveau 2;A Landbouw, bosbouw en visserij;2010;14.0;13.3
