ID;Characteristics;CaribbeanNetherlands;Periods;Households_1;PersonsWithIncomePerHousehold_2;DisposableIncomeMean_3;DisposableIncomeMedian_4;EquivalisedIncomeMean_5;EquivalisedIncomeMedian_6
902;Main earner: 60 years or older;Saba;2013;150.0;1.6;29.2;21.7;21.4;17.0
903;Main earner: 60 years or older;Saba;2014;200.0;1.5;27.3;21.1;20.2;16.5
904;Main earner: 60 years or older;Saba;2015;200.0;1.6;29.5;22.2;21.4;17.8
905;Main earner: 60 years or older;Saba;2016;200.0;1.6;31.0;22.1;22.3;17.9
906;Main earner: 60 years or older;Saba;2017;200.0;1.6;31.4;22.5;23.0;18.0
907;Main earner: 60 years or older;Saba;2018;250.0;1.6;32.8;23.7;24.3;19.8
908;Main earner: 60 years or older;Saba;2019;250.0;1.5;35.1;24.9;26.5;20.5
909;Main earner: 60 years or older;Saba;2020;200.0;1.5;34.5;26.8;26.6;21.0
910;Main earner: 60 years or older;Saba;2021;250.0;1.5;34.5;26.9;27.4;21.2
911;Main earner: 60 years or older;Saba;2022;250.0;1.5;36.0;26.9;27.8;22.0
912;Source: Income as employee/self-employed;Caribbean Netherlands;2011;6450.0;1.7;32.2;25.2;20.7;16.7
913;Source: Income as employee/self-employed;Caribbean Netherlands;2012;6900.0;1.7;33.0;25.9;21.4;17.4
914;Source: Income as employee/self-employed;Caribbean Netherlands;2013;7400.0;1.7;33.2;26.5;21.7;17.7
915;Source: Income as employee/self-employed;Caribbean Netherlands;2014;7700.0;1.7;34.4;27.2;22.5;18.3
916;Source: Income as employee/self-employed;Caribbean Netherlands;2015;7850.0;1.7;35.6;28.1;23.3;18.9
917;Source: Income as employee/self-employed;Caribbean Netherlands;2016;8150.0;1.7;36.3;28.8;24.0;19.5
918;Source: Income as employee/self-employed;Caribbean Netherlands;2017;8650.0;1.7;37.0;29.3;24.7;20.1
919;Source: Income as employee/self-employed;Caribbean Netherlands;2018;9000.0;1.7;37.2;29.0;24.9;20.0
920;Source: Income as employee/self-employed;Caribbean Netherlands;2019;9450.0;1.7;38.3;30.2;25.8;20.6
921;Source: Income as employee/self-employed;Caribbean Netherlands;2020;9700.0;1.7;38.5;30.1;25.9;20.9
922;Source: Income as employee/self-employed;Caribbean Netherlands;2021;9950.0;1.7;39.2;30.9;26.4;21.3
923;Source: Income as employee/self-employed;Caribbean Netherlands;2022;10450.0;1.7;40.1;31.5;27.2;22.0
924;Source: Income as employee/self-employed;Bonaire;2011;5150.0;1.8;31.7;24.7;20.3;16.5
925;Source: Income as employee/self-employed;Bonaire;2012;5550.0;1.7;32.3;24.9;20.8;17.0
926;Source: Income as employee/self-employed;Bonaire;2013;5850.0;1.7;32.6;25.9;21.1;17.4
927;Source: Income as employee/self-employed;Bonaire;2014;6150.0;1.7;33.8;26.5;22.0;17.9
928;Source: Income as employee/self-employed;Bonaire;2015;6250.0;1.7;34.9;27.4;22.6;18.3
929;Source: Income as employee/self-employed;Bonaire;2016;6500.0;1.8;36.1;28.7;23.6;19.1
930;Source: Income as employee/self-employed;Bonaire;2017;6850.0;1.7;36.4;28.5;24.0;19.4
931;Source: Income as employee/self-employed;Bonaire;2018;7200.0;1.7;36.5;28.5;24.2;19.4
932;Source: Income as employee/self-employed;Bonaire;2019;7600.0;1.7;37.6;29.6;25.1;20.1
933;Source: Income as employee/self-employed;Bonaire;2020;7900.0;1.7;37.6;29.4;25.2;20.3
934;Source: Income as employee/self-employed;Bonaire;2021;8100.0;1.7;38.7;30.4;25.8;20.7
935;Source: Income as employee/self-employed;Bonaire;2022;8600.0;1.7;39.5;30.8;26.5;21.4
936;Source: Income as employee/self-employed;St. Eustatius;2011;800.0;1.6;35.7;27.6;22.6;18.1
937;Source: Income as employee/self-employed;St. Eustatius;2012;850.0;1.6;37.9;30.0;24.1;20.4
938;Source: Income as employee/self-employed;St. Eustatius;2013;950.0;1.5;37.7;30.0;24.4;20.3
939;Source: Income as employee/self-employed;St. Eustatius;2014;950.0;1.6;39.1;31.1;25.2;20.9
940;Source: Income as employee/self-employed;St. Eustatius;2015;1000.0;1.6;41.2;32.8;27.7;22.6
941;Source: Income as employee/self-employed;St. Eustatius;2016;1050.0;1.5;39.5;30.5;27.1;21.4
942;Source: Income as employee/self-employed;St. Eustatius;2017;1100.0;1.5;41.4;34.1;28.9;23.9
943;Source: Income as employee/self-employed;St. Eustatius;2018;1100.0;1.6;42.0;32.8;29.2;23.2
944;Source: Income as employee/self-employed;St. Eustatius;2019;1150.0;1.5;43.1;34.1;30.0;23.9
945;Source: Income as employee/self-employed;St. Eustatius;2020;1100.0;1.6;44.0;34.4;30.0;24.2
946;Source: Income as employee/self-employed;St. Eustatius;2021;1150.0;1.6;42.4;33.6;29.3;23.4
947;Source: Income as employee/self-employed;St. Eustatius;2022;1200.0;1.5;42.7;33.9;29.8;24.2
948;Source: Income as employee/self-employed;Saba;2011;500.0;1.6;31.7;26.0;21.5;17.2
949;Source: Income as employee/self-employed;Saba;2012;500.0;1.6;33.2;28.0;22.8;18.7
950;Source: Income as employee/self-employed;Saba;2013;550.0;1.5;32.5;26.5;22.5;18.6
951;Source: Income as employee/self-employed;Saba;2014;600.0;1.5;33.4;28.6;23.2;20.0
952;Source: Income as employee/self-employed;Saba;2015;600.0;1.6;34.1;28.3;23.6;19.4
953;Source: Income as employee/self-employed;Saba;2016;650.0;1.6;34.0;28.4;23.6;19.8
954;Source: Income as employee/self-employed;Saba;2017;650.0;1.6;35.4;29.4;24.5;20.7
955;Source: Income as employee/self-employed;Saba;2018;650.0;1.6;36.7;30.7;25.5;21.7
956;Source: Income as employee/self-employed;Saba;2019;700.0;1.6;38.1;31.4;26.9;22.2
957;Source: Income as employee/self-employed;Saba;2020;650.0;1.5;39.2;33.2;27.8;23.1
958;Source: Income as employee/self-employed;Saba;2021;650.0;1.6;40.2;34.4;28.6;24.3
959;Source: Income as employee/self-employed;Saba;2022;700.0;1.6;42.8;37.4;30.4;26.4
960;Source: Transfer income;Caribbean Netherlands;2011;850.0;1.4;10.8;7.3;8.2;6.8
961;Source: Transfer income;Caribbean Netherlands;2012;850.0;1.4;10.8;7.7;8.2;7.2
962;Source: Transfer income;Caribbean Netherlands;2013;900.0;1.4;11.1;8.0;8.4;7.4
963;Source: Transfer income;Caribbean Netherlands;2014;900.0;1.4;10.5;8.1;8.1;7.5
964;Source: Transfer income;Caribbean Netherlands;2015;1000.0;1.4;10.0;7.7;7.7;7.6
965;Source: Transfer income;Caribbean Netherlands;2016;1100.0;1.4;9.8;7.6;7.5;7.6
966;Source: Transfer income;Caribbean Netherlands;2017;1150.0;1.4;10.7;7.7;8.2;7.3
967;Source: Transfer income;Caribbean Netherlands;2018;1150.0;1.4;10.6;7.7;8.3;7.6
968;Source: Transfer income;Caribbean Netherlands;2019;1150.0;1.3;10.4;7.7;8.1;7.3
969;Source: Transfer income;Caribbean Netherlands;2020;1250.0;1.4;12.6;10.4;9.8;8.9
970;Source: Transfer income;Caribbean Netherlands;2021;1350.0;1.4;12.3;10.3;9.6;9.0
971;Source: Transfer income;Caribbean Netherlands;2022;1500.0;1.3;13.2;11.6;10.4;9.7
972;Source: Transfer income;Bonaire;2011;650.0;1.5;11.5;7.5;8.6;6.8
973;Source: Transfer income;Bonaire;2012;600.0;1.5;11.2;7.5;8.4;7.2
974;Source: Transfer income;Bonaire;2013;700.0;1.5;11.6;7.7;8.8;7.4
975;Source: Transfer income;Bonaire;2014;700.0;1.4;11.1;7.7;8.4;7.5
976;Source: Transfer income;Bonaire;2015;750.0;1.5;10.4;7.6;7.9;7.6
977;Source: Transfer income;Bonaire;2016;850.0;1.4;10.2;7.6;7.7;7.6
978;Source: Transfer income;Bonaire;2017;850.0;1.4;11.0;7.7;8.2;7.3
979;Source: Transfer income;Bonaire;2018;900.0;1.4;10.7;7.7;8.2;7.6
980;Source: Transfer income;Bonaire;2019;900.0;1.4;10.6;7.7;8.1;7.4
981;Source: Transfer income;Bonaire;2020;1000.0;1.4;12.4;9.7;9.5;8.9
982;Source: Transfer income;Bonaire;2021;1100.0;1.4;12.1;9.5;9.3;9.0
983;Source: Transfer income;Bonaire;2022;1200.0;1.4;12.9;10.8;10.1;9.7
984;Source: Transfer income;St. Eustatius;2011;100.0;1.3;8.0;6.9;6.3;5.8
985;Source: Transfer income;St. Eustatius;2012;150.0;1.3;8.9;7.7;6.8;6.7
986;Source: Transfer income;St. Eustatius;2013;150.0;1.2;7.8;7.9;6.2;6.1
987;Source: Transfer income;St. Eustatius;2014;150.0;1.2;7.3;7.0;5.8;5.6
988;Source: Transfer income;St. Eustatius;2015;150.0;1.2;7.5;7.5;6.1;6.0
989;Source: Transfer income;St. Eustatius;2016;200.0;1.2;7.5;8.0;6.2;6.4
990;Source: Transfer income;St. Eustatius;2017;150.0;1.2;8.3;7.9;6.9;6.7
991;Source: Transfer income;St. Eustatius;2018;150.0;1.2;9.4;8.9;7.6;7.1
992;Source: Transfer income;St. Eustatius;2019;150.0;1.2;9.7;9.1;8.0;7.3
993;Source: Transfer income;St. Eustatius;2020;200.0;1.2;12.1;11.2;10.0;9.6
994;Source: Transfer income;St. Eustatius;2021;200.0;1.3;11.8;11.2;9.6;9.9
995;Source: Transfer income;St. Eustatius;2022;200.0;1.3;13.5;12.4;11.0;10.9
996;Source: Transfer income;Saba;2011;100.0;;;;;
997;Source: Transfer income;Saba;2012;100.0;;;;;
998;Source: Transfer income;Saba;2013;50.0;;;;;
999;Source: Transfer income;Saba;2014;100.0;;;;;
1000;Source: Transfer income;Saba;2015;100.0;;;;;
1001;Source: Transfer income;Saba;2016;50.0;;;;;
1002;Source: Transfer income;Saba;2017;100.0;;;;;
1003;Source: Transfer income;Saba;2018;100.0;;;;;
1004;Source: Transfer income;Saba;2019;50.0;;;;;
1005;Source: Transfer income;Saba;2020;100.0;;;;;
1006;Source: Transfer income;Saba;2021;100.0;;;;;
1007;Source: Transfer income;Saba;2022;100.0;1.3;16.0;14.1;13.3;12.6
1008;Disposable income: 1st 25%-group;Caribbean Netherlands;2011;;;;;;
1009;Disposable income: 1st 25%-group;Caribbean Netherlands;2012;;;;;;
1010;Disposable income: 1st 25%-group;Caribbean Netherlands;2013;;;;;;
1011;Disposable income: 1st 25%-group;Caribbean Netherlands;2014;;;;;;
1012;Disposable income: 1st 25%-group;Caribbean Netherlands;2015;;;;;;
1013;Disposable income: 1st 25%-group;Caribbean Netherlands;2016;2300.0;1.1;8.2;8.6;7.0;7.3
1014;Disposable income: 1st 25%-group;Caribbean Netherlands;2017;2450.0;1.1;8.3;8.5;7.1;7.2
1015;Disposable income: 1st 25%-group;Caribbean Netherlands;2018;2550.0;1.1;8.2;8.3;7.2;7.2
1016;Disposable income: 1st 25%-group;Caribbean Netherlands;2019;2650.0;1.1;8.5;8.8;7.5;7.6
1017;Disposable income: 1st 25%-group;Caribbean Netherlands;2020;2750.0;1.1;9.5;10.4;8.5;8.9
1018;Disposable income: 1st 25%-group;Caribbean Netherlands;2021;2850.0;1.1;9.0;9.6;8.0;8.3
1019;Disposable income: 1st 25%-group;Caribbean Netherlands;2022;3000.0;1.1;9.1;9.7;8.2;8.5
1020;Disposable income: 1st 25%-group;Bonaire;2011;1450.0;1.1;7.1;6.8;;
1021;Disposable income: 1st 25%-group;Bonaire;2012;1550.0;1.1;7.0;7.2;;
1022;Disposable income: 1st 25%-group;Bonaire;2013;1650.0;1.1;7.0;7.4;;
1023;Disposable income: 1st 25%-group;Bonaire;2014;1700.0;1.1;7.6;7.7;;
1024;Disposable income: 1st 25%-group;Bonaire;2015;1750.0;1.1;7.7;7.6;;
1025;Disposable income: 1st 25%-group;Bonaire;2016;1850.0;1.1;8.3;8.5;7.1;7.3
1026;Disposable income: 1st 25%-group;Bonaire;2017;1950.0;1.1;8.2;8.2;7.1;7.1
1027;Disposable income: 1st 25%-group;Bonaire;2018;2050.0;1.1;8.2;7.9;7.1;7.1
1028;Disposable income: 1st 25%-group;Bonaire;2019;2100.0;1.1;8.5;8.6;7.5;7.6
1029;Disposable income: 1st 25%-group;Bonaire;2020;2200.0;1.1;9.3;10.1;8.4;8.8
1030;Disposable income: 1st 25%-group;Bonaire;2021;2300.0;1.1;8.7;9.0;7.8;8.1
1031;Disposable income: 1st 25%-group;Bonaire;2022;2450.0;1.1;8.8;9.7;7.9;8.2
1032;Disposable income: 1st 25%-group;St. Eustatius;2011;250.0;1.1;6.5;6.9;;
1033;Disposable income: 1st 25%-group;St. Eustatius;2012;250.0;1.1;7.0;7.7;;
1034;Disposable income: 1st 25%-group;St. Eustatius;2013;250.0;1.1;6.8;7.6;;
1035;Disposable income: 1st 25%-group;St. Eustatius;2014;250.0;1.1;7.5;8.0;;
1036;Disposable income: 1st 25%-group;St. Eustatius;2015;300.0;1.1;7.2;7.7;;
1037;Disposable income: 1st 25%-group;St. Eustatius;2016;300.0;1.1;7.1;8.1;6.1;6.4
1038;Disposable income: 1st 25%-group;St. Eustatius;2017;300.0;1.1;8.3;9.0;7.2;7.2
1039;Disposable income: 1st 25%-group;St. Eustatius;2018;300.0;1.1;7.9;9.0;7.1;7.3
1040;Disposable income: 1st 25%-group;St. Eustatius;2019;350.0;1.1;7.9;8.5;7.0;7.3
1041;Disposable income: 1st 25%-group;St. Eustatius;2020;300.0;1.1;9.5;10.7;8.4;8.4
1042;Disposable income: 1st 25%-group;St. Eustatius;2021;350.0;1.1;9.0;10.5;8.2;8.5
1043;Disposable income: 1st 25%-group;St. Eustatius;2022;350.0;1.1;10.0;11.3;9.1;9.7
1044;Disposable income: 1st 25%-group;Saba;2011;150.0;1.1;6.3;7.3;;
1045;Disposable income: 1st 25%-group;Saba;2012;150.0;1.1;8.0;7.8;;
1046;Disposable income: 1st 25%-group;Saba;2013;150.0;1.1;7.9;8.0;;
1047;Disposable income: 1st 25%-group;Saba;2014;150.0;1.0;8.4;8.7;;
1048;Disposable income: 1st 25%-group;Saba;2015;150.0;1.1;8.3;8.9;;
1049;Disposable income: 1st 25%-group;Saba;2016;200.0;1.1;9.2;9.9;8.0;8.2
1050;Disposable income: 1st 25%-group;Saba;2017;200.0;1.1;9.4;10.4;8.0;8.0
1051;Disposable income: 1st 25%-group;Saba;2018;200.0;1.1;9.4;10.3;8.3;8.9
1052;Disposable income: 1st 25%-group;Saba;2019;200.0;1.1;9.2;10.8;8.4;9.8
1053;Disposable income: 1st 25%-group;Saba;2020;200.0;1.1;10.6;11.5;9.7;10.5
1054;Disposable income: 1st 25%-group;Saba;2021;200.0;1.1;11.5;12.9;10.4;11.5
1055;Disposable income: 1st 25%-group;Saba;2022;200.0;1.1;11.2;13.0;10.3;11.9
1056;Disposable income: 2nd 25%-group;Caribbean Netherlands;2011;;;;;;
1057;Disposable income: 2nd 25%-group;Caribbean Netherlands;2012;;;;;;
1058;Disposable income: 2nd 25%-group;Caribbean Netherlands;2013;;;;;;
1059;Disposable income: 2nd 25%-group;Caribbean Netherlands;2014;;;;;;
1060;Disposable income: 2nd 25%-group;Caribbean Netherlands;2015;;;;;;
1061;Disposable income: 2nd 25%-group;Caribbean Netherlands;2016;2300.0;1.4;19.3;19.0;14.9;14.6
1062;Disposable income: 2nd 25%-group;Caribbean Netherlands;2017;2450.0;1.4;19.7;19.3;15.4;15.2
1063;Disposable income: 2nd 25%-group;Caribbean Netherlands;2018;2550.0;1.4;19.8;19.5;15.7;15.5
1064;Disposable income: 2nd 25%-group;Caribbean Netherlands;2019;2650.0;1.4;20.3;20.0;16.1;15.9
1065;Disposable income: 2nd 25%-group;Caribbean Netherlands;2020;2750.0;1.4;20.5;20.2;16.5;16.4
1066;Disposable income: 2nd 25%-group;Caribbean Netherlands;2021;2850.0;1.3;20.7;20.3;16.7;16.4
1067;Disposable income: 2nd 25%-group;Caribbean Netherlands;2022;3000.0;1.3;21.0;20.6;17.0;16.7
1068;Disposable income: 2nd 25%-group;Bonaire;2011;1450.0;1.4;16.9;16.7;;
1069;Disposable income: 2nd 25%-group;Bonaire;2012;1550.0;1.4;17.2;17.0;;
1070;Disposable income: 2nd 25%-group;Bonaire;2013;1650.0;1.4;17.6;17.4;;
1071;Disposable income: 2nd 25%-group;Bonaire;2014;1700.0;1.4;18.0;17.8;;
1072;Disposable income: 2nd 25%-group;Bonaire;2015;1750.0;1.4;18.4;18.2;;
1073;Disposable income: 2nd 25%-group;Bonaire;2016;1850.0;1.4;19.3;19.0;14.9;14.7
1074;Disposable income: 2nd 25%-group;Bonaire;2017;1950.0;1.4;19.4;19.0;15.1;14.9
1075;Disposable income: 2nd 25%-group;Bonaire;2018;2050.0;1.4;19.5;19.2;15.4;15.2
1076;Disposable income: 2nd 25%-group;Bonaire;2019;2150.0;1.4;20.0;19.7;15.8;15.6
1077;Disposable income: 2nd 25%-group;Bonaire;2020;2200.0;1.4;20.1;19.7;16.2;16.1
1078;Disposable income: 2nd 25%-group;Bonaire;2021;2300.0;1.4;20.4;20.0;16.4;16.1
1079;Disposable income: 2nd 25%-group;Bonaire;2022;2450.0;1.3;20.5;20.2;16.6;16.4
1080;Disposable income: 2nd 25%-group;St. Eustatius;2011;250.0;1.3;18.2;18.1;;
1081;Disposable income: 2nd 25%-group;St. Eustatius;2012;250.0;1.3;19.3;18.9;;
1082;Disposable income: 2nd 25%-group;St. Eustatius;2013;250.0;1.3;19.2;19.0;;
1083;Disposable income: 2nd 25%-group;St. Eustatius;2014;250.0;1.3;20.6;21.1;;
1084;Disposable income: 2nd 25%-group;St. Eustatius;2015;300.0;1.3;20.2;20.2;;
1085;Disposable income: 2nd 25%-group;St. Eustatius;2016;300.0;1.2;18.9;18.8;14.8;14.0
1086;Disposable income: 2nd 25%-group;St. Eustatius;2017;300.0;1.3;21.5;20.8;16.8;16.4
1087;Disposable income: 2nd 25%-group;St. Eustatius;2018;300.0;1.3;21.0;20.8;16.4;16.0
1088;Disposable income: 2nd 25%-group;St. Eustatius;2019;350.0;1.3;21.5;21.1;16.9;16.4
1089;Disposable income: 2nd 25%-group;St. Eustatius;2020;300.0;1.3;22.1;21.8;17.6;17.4
1090;Disposable income: 2nd 25%-group;St. Eustatius;2021;350.0;1.2;21.3;21.3;17.1;16.7
1091;Disposable income: 2nd 25%-group;St. Eustatius;2022;350.0;1.2;22.2;22.0;17.9;17.9
1092;Disposable income: 2nd 25%-group;Saba;2011;150.0;1.3;16.9;16.9;;
1093;Disposable income: 2nd 25%-group;Saba;2012;150.0;1.3;19.1;18.7;;
1094;Disposable income: 2nd 25%-group;Saba;2013;150.0;1.3;18.6;18.6;;
1095;Disposable income: 2nd 25%-group;Saba;2014;150.0;1.3;19.1;18.6;;
1096;Disposable income: 2nd 25%-group;Saba;2015;150.0;1.3;19.3;19.0;;
1097;Disposable income: 2nd 25%-group;Saba;2016;200.0;1.3;19.9;19.5;15.5;15.3
1098;Disposable income: 2nd 25%-group;Saba;2017;200.0;1.3;20.2;20.0;16.2;16.2
1099;Disposable income: 2nd 25%-group;Saba;2018;200.0;1.3;21.2;20.9;17.3;17.2
1100;Disposable income: 2nd 25%-group;Saba;2019;200.0;1.2;21.2;20.8;18.1;18.1
1101;Disposable income: 2nd 25%-group;Saba;2020;200.0;1.3;22.9;22.5;18.9;19.0
1102;Disposable income: 2nd 25%-group;Saba;2021;200.0;1.3;23.8;23.0;19.4;19.4
1103;Disposable income: 2nd 25%-group;Saba;2022;200.0;1.3;24.5;24.3;20.1;20.1
1104;Disposable income: 3rd 25%-group;Caribbean Netherlands;2011;;;;;;
1105;Disposable income: 3rd 25%-group;Caribbean Netherlands;2012;;;;;;
1106;Disposable income: 3rd 25%-group;Caribbean Netherlands;2013;;;;;;
1107;Disposable income: 3rd 25%-group;Caribbean Netherlands;2014;;;;;;
1108;Disposable income: 3rd 25%-group;Caribbean Netherlands;2015;;;;;;
1109;Disposable income: 3rd 25%-group;Caribbean Netherlands;2016;2300.0;1.8;33.5;32.8;23.0;21.4
1110;Disposable income: 3rd 25%-group;Caribbean Netherlands;2017;2450.0;1.8;34.1;33.9;23.7;22.0
1111;Disposable income: 3rd 25%-group;Caribbean Netherlands;2018;2550.0;1.8;34.3;33.9;23.8;22.3
1112;Disposable income: 3rd 25%-group;Caribbean Netherlands;2019;2650.0;1.8;35.7;35.3;24.7;23.1
1113;Disposable income: 3rd 25%-group;Caribbean Netherlands;2020;2750.0;1.8;35.7;35.3;24.8;23.1
1114;Disposable income: 3rd 25%-group;Caribbean Netherlands;2021;2850.0;1.8;36.2;35.7;25.1;23.4
1115;Disposable income: 3rd 25%-group;Caribbean Netherlands;2022;3000.0;1.8;36.9;36.5;26.0;24.5
1116;Disposable income: 3rd 25%-group;Bonaire;2011;1450.0;1.9;29.7;29.5;;
1117;Disposable income: 3rd 25%-group;Bonaire;2012;1550.0;1.9;30.6;30.3;;
1118;Disposable income: 3rd 25%-group;Bonaire;2013;1650.0;1.9;31.0;30.8;;
1119;Disposable income: 3rd 25%-group;Bonaire;2014;1700.0;1.8;31.9;31.6;;
1120;Disposable income: 3rd 25%-group;Bonaire;2015;1750.0;1.9;32.4;32.0;;
1121;Disposable income: 3rd 25%-group;Bonaire;2016;1850.0;1.9;33.3;32.6;22.6;21.0
1122;Disposable income: 3rd 25%-group;Bonaire;2017;1950.0;1.9;33.5;33.0;22.8;21.6
1123;Disposable income: 3rd 25%-group;Bonaire;2018;2050.0;1.9;33.6;33.3;23.0;21.5
1124;Disposable income: 3rd 25%-group;Bonaire;2019;2150.0;1.9;34.9;34.6;23.9;22.4
1125;Disposable income: 3rd 25%-group;Bonaire;2020;2200.0;1.8;34.7;34.5;23.9;22.3
1126;Disposable income: 3rd 25%-group;Bonaire;2021;2300.0;1.9;35.5;35.1;24.4;22.7
1127;Disposable income: 3rd 25%-group;Bonaire;2022;2450.0;1.8;36.1;35.7;25.2;23.8
1128;Disposable income: 3rd 25%-group;St. Eustatius;2011;250.0;1.7;32.9;32.9;;
1129;Disposable income: 3rd 25%-group;St. Eustatius;2012;250.0;1.6;35.4;34.3;;
1130;Disposable income: 3rd 25%-group;St. Eustatius;2013;250.0;1.5;35.9;35.8;;
1131;Disposable income: 3rd 25%-group;St. Eustatius;2014;250.0;1.6;36.4;36.3;;
1132;Disposable income: 3rd 25%-group;St. Eustatius;2015;300.0;1.5;38.0;37.5;;
1133;Disposable income: 3rd 25%-group;St. Eustatius;2016;300.0;1.5;34.7;33.9;25.5;24.4
1134;Disposable income: 3rd 25%-group;St. Eustatius;2017;300.0;1.5;38.0;37.5;29.0;29.2
1135;Disposable income: 3rd 25%-group;St. Eustatius;2018;300.0;1.6;37.8;37.3;28.1;27.6
1136;Disposable income: 3rd 25%-group;St. Eustatius;2019;350.0;1.5;39.8;39.4;30.0;28.9
1137;Disposable income: 3rd 25%-group;St. Eustatius;2020;350.0;1.6;40.2;39.7;29.3;27.5
1138;Disposable income: 3rd 25%-group;St. Eustatius;2021;350.0;1.6;38.5;38.8;27.6;26.4
1139;Disposable income: 3rd 25%-group;St. Eustatius;2022;350.0;1.6;39.3;38.7;28.9;27.0
1140;Disposable income: 3rd 25%-group;Saba;2011;150.0;1.8;29.3;28.7;;
1141;Disposable income: 3rd 25%-group;Saba;2012;150.0;1.7;31.3;31.6;;
1142;Disposable income: 3rd 25%-group;Saba;2013;150.0;1.7;31.2;31.1;;
1143;Disposable income: 3rd 25%-group;Saba;2014;150.0;1.7;32.9;32.1;;
1144;Disposable income: 3rd 25%-group;Saba;2015;150.0;1.7;33.0;32.1;;
1145;Disposable income: 3rd 25%-group;Saba;2016;200.0;1.7;33.1;32.8;23.3;22.3
1146;Disposable income: 3rd 25%-group;Saba;2017;200.0;1.8;34.3;33.9;23.5;21.9
1147;Disposable income: 3rd 25%-group;Saba;2018;200.0;1.7;36.0;35.3;25.4;23.3
1148;Disposable income: 3rd 25%-group;Saba;2019;200.0;1.8;37.5;37.3;25.5;24.0
1149;Disposable income: 3rd 25%-group;Saba;2020;200.0;1.7;39.1;38.6;27.7;26.2
1150;Disposable income: 3rd 25%-group;Saba;2021;200.0;1.7;40.4;40.3;28.7;27.2
1151;Disposable income: 3rd 25%-group;Saba;2022;200.0;1.7;42.4;42.0;30.7;29.6
1152;Disposable income: 4th 25%-group;Caribbean Netherlands;2011;;;;;;
1153;Disposable income: 4th 25%-group;Caribbean Netherlands;2012;;;;;;
1154;Disposable income: 4th 25%-group;Caribbean Netherlands;2013;;;;;;
1155;Disposable income: 4th 25%-group;Caribbean Netherlands;2014;;;;;;
1156;Disposable income: 4th 25%-group;Caribbean Netherlands;2015;;;;;;
1157;Disposable income: 4th 25%-group;Caribbean Netherlands;2016;2300.0;2.4;71.9;60.9;43.3;35.8
1158;Disposable income: 4th 25%-group;Caribbean Netherlands;2017;2450.0;2.3;73.6;61.7;44.9;36.9
1159;Disposable income: 4th 25%-group;Caribbean Netherlands;2018;2550.0;2.3;74.3;63.2;45.4;37.3
1160;Disposable income: 4th 25%-group;Caribbean Netherlands;2019;2650.0;2.3;76.9;64.9;47.3;39.7
1161;Disposable income: 4th 25%-group;Caribbean Netherlands;2020;2750.0;2.3;76.3;64.8;46.6;39.0
1162;Disposable income: 4th 25%-group;Caribbean Netherlands;2021;2850.0;2.3;78.0;65.5;47.7;39.9
1163;Disposable income: 4th 25%-group;Caribbean Netherlands;2022;3000.0;2.3;79.8;66.8;49.0;41.3
1164;Disposable income: 4th 25%-group;Bonaire;2011;1450.0;2.4;64.0;54.2;;
1165;Disposable income: 4th 25%-group;Bonaire;2012;1550.0;2.4;65.8;56.0;;
1166;Disposable income: 4th 25%-group;Bonaire;2013;1650.0;2.4;65.9;56.5;;
1167;Disposable income: 4th 25%-group;Bonaire;2014;1700.0;2.4;68.3;57.4;;
1168;Disposable income: 4th 25%-group;Bonaire;2015;1750.0;2.4;70.5;59.6;;
1169;Disposable income: 4th 25%-group;Bonaire;2016;1850.0;2.5;71.6;60.3;42.5;34.6
1170;Disposable income: 4th 25%-group;Bonaire;2017;1950.0;2.4;73.1;60.6;44.1;35.6
1171;Disposable income: 4th 25%-group;Bonaire;2018;2050.0;2.4;73.2;61.6;44.1;35.8
1172;Disposable income: 4th 25%-group;Bonaire;2019;2100.0;2.4;75.6;62.9;45.9;37.9
1173;Disposable income: 4th 25%-group;Bonaire;2020;2200.0;2.4;75.1;63.0;45.4;37.8
1174;Disposable income: 4th 25%-group;Bonaire;2021;2300.0;2.3;77.6;64.5;47.0;38.8
1175;Disposable income: 4th 25%-group;Bonaire;2022;2450.0;2.3;79.6;65.7;48.3;40.1
1176;Disposable income: 4th 25%-group;St. Eustatius;2011;250.0;2.1;71.0;63.2;;
1177;Disposable income: 4th 25%-group;St. Eustatius;2012;250.0;2.2;74.8;62.8;;
1178;Disposable income: 4th 25%-group;St. Eustatius;2013;250.0;2.1;74.3;64.4;;
1179;Disposable income: 4th 25%-group;St. Eustatius;2014;250.0;2.2;77.0;65.8;;
1180;Disposable income: 4th 25%-group;St. Eustatius;2015;300.0;2.1;81.9;70.9;;
1181;Disposable income: 4th 25%-group;St. Eustatius;2016;300.0;2.0;77.7;66.7;49.3;45.1
1182;Disposable income: 4th 25%-group;St. Eustatius;2017;300.0;2.0;80.0;69.1;50.8;44.0
1183;Disposable income: 4th 25%-group;St. Eustatius;2018;300.0;2.1;83.8;71.0;53.9;46.3
1184;Disposable income: 4th 25%-group;St. Eustatius;2019;350.0;2.1;86.6;75.7;55.3;47.6
1185;Disposable income: 4th 25%-group;St. Eustatius;2020;300.0;2.2;86.0;73.9;53.2;45.6
1186;Disposable income: 4th 25%-group;St. Eustatius;2021;350.0;2.1;82.8;72.0;52.6;45.5
1187;Disposable income: 4th 25%-group;St. Eustatius;2022;350.0;2.1;82.9;74.5;52.7;46.5
1188;Disposable income: 4th 25%-group;Saba;2011;150.0;2.0;61.4;54.1;;
