ID;CaoSectors;SectorBranchesSIC2008;Version;Periods;MonthlyCaoWagesExclSpecialPayments_1;MonthlyCaoWagesInclSpecialPayments_2;HourlyCaoWagesExclSpecialPayments_3;HourlyCaoWagesInclSpecialPayments_4;MonthlyContractualWageCosts_5;HourlyContractualWageCosts_6;ContractualWorkingHours_7;MonthlyCaoWagesExclSpecialPayments_8;MonthlyCaoWagesInclSpecialPayments_9;HourlyCaoWagesExclSpecialPayments_10;HourlyCaoWagesInclSpecialPayments_11;MonthlyContractualWageCosts_12;HourlyContractualWageCosts_13;ContractualWorkingHours_14;PercentageOfCaoSConcluded_15
6950;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2016 September;110.1;111.9;108.7;110.4;;;101.1;1.3;1.4;1.3;1.4;;;0.0;
6951;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2016 3rd quarter;110.1;111.9;108.7;110.4;;;101.1;1.3;1.4;1.3;1.4;;;0.0;
6952;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2016 October;110.1;111.8;108.7;110.3;;;101.1;1.3;1.3;1.3;1.3;;;0.0;
6953;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2016 November;110.1;111.8;108.6;110.2;;;101.2;1.3;1.3;1.2;1.2;;;0.1;
6954;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2016 December;110.1;111.8;108.6;110.2;;;101.2;1.3;1.3;1.2;1.2;;;0.1;
6955;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2016 4th quarter;110.1;111.8;108.6;110.2;;;101.2;1.3;1.3;1.2;1.2;;;0.1;
6956;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2016 year;109.8;111.5;108.3;109.9;;;101.2;1.7;1.5;1.6;1.4;;;0.1;
6957;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2017 January;110.3;112.0;108.8;110.4;;;101.2;0.8;0.8;0.8;0.8;;;0.0;
6958;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2017 February;110.3;111.9;108.7;110.4;;;101.2;0.8;0.7;0.7;0.8;;;0.0;
6959;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2017 March;110.3;111.9;108.7;110.4;;;101.2;0.8;0.7;0.7;0.8;;;0.0;
6960;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2017 1st quarter;110.3;111.9;108.7;110.4;;;101.2;0.8;0.7;0.7;0.8;;;0.0;
6961;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2017 April;111.6;113.3;110.1;111.7;;;101.2;2.0;2.0;2.0;2.0;;;0.0;
6962;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2017 May;111.6;113.3;110.1;111.7;;;101.2;2.0;2.0;2.0;2.0;;;0.0;
6963;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2017 June;111.9;113.6;110.3;112.0;;;101.2;2.0;2.0;1.9;2.0;;;0.0;
6964;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2017 2nd quarter;111.3;113.0;109.8;111.4;;;101.2;1.6;1.6;1.7;1.6;;;0.0;
6965;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2017 July;111.9;113.6;110.3;112.0;;;101.2;1.6;1.6;1.6;1.6;;;0.0;
6966;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2017 August;111.9;113.6;110.3;112.0;;;101.2;1.6;1.6;1.6;1.6;;;0.0;
6967;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2017 September;111.9;113.6;110.3;112.0;;;101.2;1.6;1.6;1.6;1.6;;;0.0;
6968;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2017 3rd quarter;111.9;113.6;110.3;112.0;;;101.2;1.6;1.6;1.6;1.6;;;0.0;
6969;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2017 October;112.1;113.8;110.6;112.2;;;101.2;1.8;1.8;1.8;1.8;;;0.0;
6970;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2017 November;112.4;114.1;110.9;112.5;;;101.2;2.1;2.1;2.1;2.1;;;0.0;
6971;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2017 December;112.4;114.1;110.9;112.5;;;101.2;2.1;2.1;2.1;2.1;;;0.0;
6972;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2017 4th quarter;112.4;114.1;110.9;112.5;;;101.2;2.1;2.1;2.1;2.1;;;0.0;
6973;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2017 year;111.6;113.3;110.1;111.7;;;101.2;1.6;1.6;1.7;1.6;;;0.0;
6974;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2018 January;113.0;114.6;111.4;113.0;;;101.2;2.5;2.4;2.5;2.4;;;0.0;
6975;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2018 February;113.0;114.6;111.4;113.0;;;101.2;2.5;2.4;2.5;2.4;;;0.0;
6976;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2018 March;113.0;114.6;111.4;113.0;;;101.2;2.5;2.4;2.5;2.4;;;0.0;
6977;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2018 1st quarter;113.0;114.6;111.4;113.0;;;101.2;2.5;2.4;2.5;2.4;;;0.0;
6978;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2018 April;113.0;114.6;111.4;113.0;;;101.2;1.7;1.6;1.7;1.6;;;0.0;
6979;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2018 May;113.0;114.6;111.4;113.0;;;101.2;1.7;1.6;1.7;1.6;;;0.0;
6980;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2018 June ;112.9;115.7;111.3;114.0;;;101.2;0.9;1.8;0.9;1.8;;;0.0;
6981;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2018 2nd quarter;112.9;115.7;111.3;114.0;;;101.2;1.4;2.4;1.4;2.3;;;0.0;
6982;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2018 July;114.7;115.9;113.1;114.2;;;101.2;2.0;1.6;2.0;1.5;;;0.0;
6983;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2018 August;114.7;115.9;113.1;114.2;;;101.2;2.0;1.6;2.0;1.5;;;0.0;
6984;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2018 September;114.7;115.9;113.1;114.2;;;101.2;2.0;1.6;2.0;1.5;;;0.0;
6985;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2018 3rd quarter;114.7;115.9;113.1;114.2;;;101.2;2.0;1.6;2.0;1.5;;;0.0;
6986;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2018 October;114.7;115.9;113.1;114.2;;;101.2;1.8;1.3;1.7;1.2;;;0.0;
6987;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2018 November;114.7;115.9;113.1;114.2;;;101.2;1.8;1.3;1.7;1.2;;;0.0;
6988;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2018 December;114.9;117.0;113.3;115.4;;;101.2;2.0;2.3;1.9;2.3;;;0.0;
6989;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2018 4th quarter;114.9;117.0;113.3;115.4;;;101.2;2.0;2.3;1.9;2.3;;;0.0;
6990;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2018 year;113.9;116.3;112.3;114.7;;;101.2;2.0;2.6;1.9;2.6;;;0.0;
6991;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2019 January;114.9;117.0;113.3;115.3;;;101.2;1.8;1.1;1.8;1.1;;;0.0;
6992;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2019 February;115.0;117.1;113.4;115.5;;;101.2;1.9;1.2;1.9;1.3;;;0.0;
6993;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2019 March;115.0;117.1;113.4;115.5;;;101.2;1.9;1.2;1.9;1.3;;;0.0;
6994;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2019 1st quarter;115.0;117.1;113.4;115.5;;;101.2;1.9;1.2;1.9;1.3;;;0.0;
6995;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2019 April;116.1;118.3;114.5;116.6;;;101.2;2.8;2.2;2.9;2.3;;;0.0;
6996;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2019 May;116.1;118.3;114.5;116.6;;;101.2;2.8;2.2;2.9;2.3;;;0.0;
6997;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2019 June;116.1;118.3;114.5;116.6;;;101.2;2.8;2.2;2.9;2.3;;;0.0;
6998;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2019 2nd quarter;116.1;118.3;114.5;116.6;;;101.2;2.8;2.2;2.9;2.3;;;0.0;
6999;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2019 July;118.2;120.4;116.6;118.7;;;101.2;2.8;2.8;2.8;2.8;;;0.0;
7000;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2019 August;118.2;120.4;116.6;118.7;;;101.2;2.8;2.8;2.8;2.8;;;0.0;
7001;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2019 September;118.2;120.4;116.6;118.7;;;101.2;2.8;2.8;2.8;2.8;;;0.0;
7002;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2019 3rd quarter;118.2;120.4;116.6;118.7;;;101.2;2.8;2.8;2.8;2.8;;;0.0;
7003;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2019 October;118.2;120.4;116.6;118.7;;;101.2;2.5;2.5;2.6;2.5;;;0.0;
7004;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2019 November;118.2;120.4;116.6;118.7;;;101.2;2.5;2.5;2.6;2.5;;;0.0;
7005;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2019 December;118.2;120.4;116.6;118.7;;;101.2;2.5;2.5;2.6;2.5;;;0.0;
7006;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2019 4th quarter;118.2;120.4;116.6;118.7;;;101.2;2.5;2.5;2.6;2.5;;;0.0;
7007;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2019 year;117.0;119.1;115.3;117.5;;;101.2;2.6;2.2;2.6;2.4;;;0.0;
7008;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2020 January;119.4;121.7;117.8;120.0;;;101.1;3.6;3.6;3.5;3.6;;;0.0;
7009;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2020 February;119.4;121.7;117.8;120.0;;;101.1;3.6;3.6;3.5;3.6;;;0.0;
7010;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2020 March;119.4;121.6;117.8;120.0;;;101.1;3.6;3.5;3.5;3.6;;;0.0;
7011;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2020 1st quarter;119.4;121.6;117.8;120.0;;;101.1;3.6;3.5;3.5;3.6;;;0.0;
7012;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2020 April;119.5;122.8;117.9;121.1;;;101.1;2.9;2.9;2.9;2.9;;;0.0;
7013;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2020 May;119.5;122.8;117.9;121.1;;;101.1;2.9;2.9;2.9;2.9;;;0.0;
7014;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2020 June;119.7;123.0;118.1;121.3;;;101.1;3.1;3.1;3.1;3.1;;;0.0;
7015;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2020 2nd quarter;119.7;123.0;118.1;121.3;;;101.1;3.1;3.1;3.1;3.1;;;0.0;
7016;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2020 July;121.9;125.2;120.3;123.5;;;101.1;3.0;3.0;3.0;2.9;;;0.0;
7017;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2020 August;121.9;125.2;120.3;123.5;;;101.1;3.0;3.0;3.0;2.9;;;0.0;
7018;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2020 September;121.9;125.2;120.3;123.5;;;101.1;3.0;3.0;3.0;2.9;;;0.0;
7019;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2020 3rd quarter;121.9;125.2;120.3;123.5;;;101.1;3.0;3.0;3.0;2.9;;;0.0;
7020;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2020 October;121.9;125.2;120.3;123.5;;;101.1;2.5;2.5;2.6;2.5;;;0.0;
7021;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2020 November;121.9;125.2;120.3;123.5;;;101.1;2.5;2.5;2.6;2.5;;;0.0;
7022;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2020 December;121.9;125.2;120.3;123.5;;;101.1;2.5;2.5;2.6;2.5;;;0.0;
7023;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2020 4th quarter;121.9;125.2;120.3;123.5;;;101.1;2.5;2.5;2.6;2.5;;;0.0;
7024;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2020 year;120.6;123.9;119.0;122.2;;;101.1;2.9;2.9;2.9;2.9;;;0.0;
7025;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2021 January;122.9;126.2;121.2;124.5;;;101.1;3.4;3.3;3.3;3.3;;;0.0;
7026;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2021 February;122.7;125.8;121.1;124.0;;;101.1;3.2;2.9;3.2;2.9;;;0.0;
7027;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2021 March;122.7;125.8;121.1;124.0;;;101.1;3.2;2.9;3.2;2.9;;;0.0;
7028;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2021 1st quarter;122.7;125.8;121.1;124.0;;;101.1;3.2;2.9;3.2;2.9;;;0.0;
7029;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2021 April;125.1;128.3;123.4;126.5;;;101.1;4.4;4.3;4.5;4.3;;;0.0;
7030;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2021 May;125.1;128.3;123.4;126.5;;;101.1;4.4;4.3;4.5;4.3;;;0.0;
7031;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2021 June;125.1;128.3;123.4;126.5;;;101.1;4.4;4.3;4.5;4.3;;;0.0;
7032;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2021 2nd quarter;125.1;128.3;123.4;126.5;;;101.1;4.4;4.3;4.5;4.3;;;0.0;
7033;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2021 July;125.1;128.3;123.9;127.0;;;100.5;2.6;2.5;3.0;2.8;;;-0.6;
7034;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2021 August;125.1;128.3;123.9;127.0;;;100.5;2.6;2.5;3.0;2.8;;;-0.6;
7035;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2021 September;125.1;128.3;123.9;127.0;;;100.5;2.6;2.5;3.0;2.8;;;-0.6;
7036;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2021 3rd quarter;125.1;128.3;123.9;127.0;;;100.5;2.6;2.5;3.0;2.8;;;-0.6;
7037;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2021 October;125.1;128.3;123.9;127.0;;;100.5;2.6;2.5;3.0;2.8;;;-0.6;
7038;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2021 November;125.1;128.3;123.9;127.0;;;100.5;2.6;2.5;3.0;2.8;;;-0.6;
7039;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2021 December;125.3;128.3;124.0;126.9;;;100.6;2.8;2.4;3.1;2.7;;;-0.5;
7040;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2021 4th quarter;125.3;128.3;124.0;126.9;;;100.6;2.8;2.4;3.1;2.8;;;-0.5;
7041;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2021 year;124.5;127.7;123.3;126.4;;;100.6;3.2;3.1;3.6;3.4;;;-0.5;
7042;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2022 January;126.1;130.5;124.3;128.6;;;101.0;2.3;3.2;2.3;3.2;;;0.0;
7043;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2022 February;126.9;131.2;125.1;129.2;;;101.0;2.9;3.7;3.0;3.7;;;0.0;
7044;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2022 March;126.9;131.2;125.1;129.2;;;101.0;2.9;3.7;3.0;3.7;;;0.0;
7045;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2022 1st quarter;126.9;131.2;125.1;129.2;;;101.0;2.9;3.7;3.0;3.7;;;0.0;
7046;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2022 April;127.2;131.6;125.4;129.6;;;101.0;1.6;2.4;1.5;2.4;;;0.0;
7047;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2022 May;127.3;134.4;125.5;132.4;;;101.0;1.4;4.4;1.5;4.3;;;0.0;
7048;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2022 June;129.4;133.7;127.5;131.7;;;101.0;3.1;3.9;3.1;3.8;;;0.0;
7049;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2022 2nd quarter;128.4;134.2;126.5;132.2;;;101.0;2.4;4.3;2.3;4.3;;;0.0;
7050;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2022 July;129.4;133.7;127.5;131.7;;;101.0;3.1;3.9;3.1;3.8;;;0.0;
7051;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2022 August;129.4;133.7;127.5;131.7;;;101.0;3.1;3.9;3.1;3.8;;;0.0;
7052;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2022 September;129.4;133.7;127.5;131.7;;;101.0;3.1;3.9;3.1;3.8;;;0.0;
7053;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2022 3rd quarter;129.4;133.7;127.5;131.7;;;101.0;3.1;3.9;3.1;3.8;;;0.0;
7054;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2022 October;129.4;133.7;127.5;131.7;;;101.0;2.9;3.9;2.9;3.8;;;0.0;
7055;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2022 November;129.4;133.7;127.5;131.7;;;101.0;2.9;3.9;2.9;3.8;;;0.0;
7056;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2022 December;129.4;133.7;127.5;131.7;;;101.0;2.9;3.9;2.9;3.8;;;0.0;
7057;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2022 4th quarter;129.4;133.7;127.5;131.7;;;101.0;2.9;3.9;2.9;3.8;;;0.0;
7058;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2022 year;128.5;133.2;126.7;131.2;;;101.0;2.8;3.9;2.8;3.9;;;0.0;
7059;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2023 January;129.7;134.4;127.9;132.4;;;101.0;2.2;2.4;2.2;2.4;;;0.0;
7060;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2023 February;129.7;134.4;127.9;132.4;;;101.0;2.2;2.4;2.2;2.4;;;0.0;
7061;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2023 March;129.7;134.4;127.9;132.4;;;101.0;2.2;2.4;2.2;2.4;;;0.0;
7062;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2023 1st quarter;129.7;134.4;127.9;132.4;;;101.0;2.2;2.4;2.2;2.4;;;0.0;
7063;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2023 April;132.7;137.4;130.8;135.4;;;101.0;3.8;2.3;3.8;2.3;;;0.0;
7064;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2023 May;134.2;138.9;132.3;136.9;;;101.0;4.8;3.3;4.9;3.2;;;0.0;
7065;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2023 June;134.8;139.6;132.9;137.5;;;101.0;4.2;4.4;4.2;4.4;;;0.0;
7066;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2023 2nd quarter;134.4;139.1;132.4;137.1;;;101.0;4.7;3.7;4.7;3.7;;;0.0;
7067;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2023 July;134.8;139.6;132.9;137.5;;;101.0;4.2;4.4;4.2;4.4;;;0.0;
7068;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2023 August;134.8;139.6;132.9;137.5;;;101.0;4.2;4.4;4.2;4.4;;;0.0;
7069;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2023 September;134.8;139.6;132.9;137.5;;;101.0;4.2;4.4;4.2;4.4;;;0.0;
7070;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2023 3rd quarter;134.8;139.6;132.9;137.5;;;101.0;4.2;4.4;4.2;4.4;;;0.0;
7071;Total Collective labour agreement sector;20-21 Chemistry and pharmaceuticals;First-published figures;2023 October;138.4;143.3;136.4;141.2;;;101.0;7.0;7.2;7.0;7.2;;;0.0;
7072;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1972 year;;;;;;;;;;;;;;;
7073;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1973 year;;;;;;;;;;;;;;;
7074;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1974 year;;;;;;;;;;;;;;;
7075;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1975 year;;;;;;;;;;;;;;;
7076;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1976 year;;;;;;;;;;;;;;;
7077;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1977 year;;;;;;;;;;;;;;;
7078;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1978 year;;;;;;;;;;;;;;;
7079;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1979 year;;;;;;;;;;;;;;;
7080;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1980 year;;;;;;;;;;;;;;;
7081;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1981 year;;;;;;;;;;;;;;;
7082;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1982 year;;;;;;;;;;;;;;;
7083;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1983 year;;;;;;;;;;;;;;;
7084;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1984 year;;;;;;;;;;;;;;;
7085;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1985 year;;;;;;;;;;;;;;;
7086;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1986 year;;;;;;;;;;;;;;;
7087;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1987 year;;;;;;;;;;;;;;;
7088;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1988 year;;;;;;;;;;;;;;;
7089;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1989 year;;;;;;;;;;;;;;;
7090;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1990 year;;;;;;;;;;;;;;;
7091;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1991 year;;;;;;;;;;;;;;;
7092;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1992 year;;;;;;;;;;;;;;;
7093;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1993 year;;;;;;;;;;;;;;;
7094;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1994 year;;;;;;;;;;;;;;;
7095;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1995 year;;;;;;;;;;;;;;;
7096;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1996 year;;;;;;;;;;;;;;;
7097;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1997 year;;;;;;;;;;;;;;;
7098;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1998 year;;;;;;;;;;;;;;;
7099;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;1999 year;;;;;;;;;;;;;;;
7100;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2000 year;;;;;;;;;;;;;;;
7101;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2001 year;;;;;;;;;;;;;;;
7102;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2002 year;;;;;;;;;;;;;;;
7103;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2003 year;;;;;;;;;;;;;;;
7104;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2004 year;;;;;;;;;;;;;;;
7105;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2005 year;;;;;;;;;;;;;;;
7106;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2006 year;;;;;;;;;;;;;;;
7107;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2007 year;;;;;;;;;;;;;;;
7108;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2008 year;;;;;;;;;;;;;;;
7109;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2009 year;;;;;;;;;;;;;;;
7110;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2010 January;100.0;99.9;100.0;100.0;;;100.0;;;;;;;;
7111;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2010 February;100.0;99.9;100.0;100.0;;;100.0;;;;;;;;
7112;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2010 March;100.0;99.9;100.0;100.0;;;100.0;;;;;;;;
