ID;TypeArbeidsongeschiktheidsuitkering;MateVanArbeidsongeschiktheid;HoofdcategorieDiagnoseIndelingCAS;Perioden;Arbeidsongeschiktheidsuitkeringen_1
803;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ontwikkelingsstoornissen;2020;3230
804;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2015;27400
805;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2016;28740
806;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2017;30000
807;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2018;31220
808;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2019;32620
809;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2020;33700
810;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2015;7380
811;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2016;7740
812;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2017;8220
813;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2018;8670
814;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2019;9070
815;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2020;9680
816;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2015;5330
817;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2016;5380
818;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2017;5570
819;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2018;5640
820;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2019;5840
821;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2020;5980
822;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2015;2040
823;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2016;2150
824;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2017;2240
825;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2018;2360
826;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2019;2490
827;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2020;2680
828;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2015;3560
829;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2016;3850
830;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2017;4180
831;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2018;4490
832;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2019;4710
833;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het spijsverteringsstelsel;2020;4940
834;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2015;510
835;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2016;520
836;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2017;540
837;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2018;610
838;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2019;630
839;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van huid en subcutis;2020;670
840;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2015;4020
841;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2016;4220
842;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2017;4610
843;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2018;5000
844;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2019;5260
845;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekten van het urogenitaal stelsel;2020;5620
846;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2015;430
847;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2016;470
848;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2017;480
849;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2018;550
850;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2019;590
851;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Ziekte bij zwangerschap en bevalling;2020;670
852;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2015;2350
853;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2016;2260
854;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2017;2150
855;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2018;2270
856;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2019;3090
857;WIA-uitkering, regeling WGA;Volledig arbeidsongeschikt;Medische oorzaak onbekend;2020;4850
858;WIA-uitkering, regeling WGA;Onbekend;Totaal;2015;0
859;WIA-uitkering, regeling WGA;Onbekend;Totaal;2016;0
860;WIA-uitkering, regeling WGA;Onbekend;Totaal;2017;0
861;WIA-uitkering, regeling WGA;Onbekend;Totaal;2018;0
862;WIA-uitkering, regeling WGA;Onbekend;Totaal;2019;0
863;WIA-uitkering, regeling WGA;Onbekend;Totaal;2020;150
864;WIA-uitkering, regeling WGA;Onbekend;Algemene en endocriene ziekten;2015;0
865;WIA-uitkering, regeling WGA;Onbekend;Algemene en endocriene ziekten;2016;0
866;WIA-uitkering, regeling WGA;Onbekend;Algemene en endocriene ziekten;2017;0
867;WIA-uitkering, regeling WGA;Onbekend;Algemene en endocriene ziekten;2018;0
868;WIA-uitkering, regeling WGA;Onbekend;Algemene en endocriene ziekten;2019;0
869;WIA-uitkering, regeling WGA;Onbekend;Algemene en endocriene ziekten;2020;0
870;WIA-uitkering, regeling WGA;Onbekend;Psychische stoornissen;2015;0
871;WIA-uitkering, regeling WGA;Onbekend;Psychische stoornissen;2016;0
872;WIA-uitkering, regeling WGA;Onbekend;Psychische stoornissen;2017;0
873;WIA-uitkering, regeling WGA;Onbekend;Psychische stoornissen;2018;0
874;WIA-uitkering, regeling WGA;Onbekend;Psychische stoornissen;2019;0
875;WIA-uitkering, regeling WGA;Onbekend;Psychische stoornissen;2020;50
876;WIA-uitkering, regeling WGA;Onbekend;Ontwikkelingsstoornissen;2015;0
877;WIA-uitkering, regeling WGA;Onbekend;Ontwikkelingsstoornissen;2016;0
878;WIA-uitkering, regeling WGA;Onbekend;Ontwikkelingsstoornissen;2017;0
879;WIA-uitkering, regeling WGA;Onbekend;Ontwikkelingsstoornissen;2018;0
880;WIA-uitkering, regeling WGA;Onbekend;Ontwikkelingsstoornissen;2019;0
881;WIA-uitkering, regeling WGA;Onbekend;Ontwikkelingsstoornissen;2020;0
882;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het bot- en spierstelsel;2015;0
883;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het bot- en spierstelsel;2016;0
884;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het bot- en spierstelsel;2017;0
885;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het bot- en spierstelsel;2018;0
886;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het bot- en spierstelsel;2019;0
887;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het bot- en spierstelsel;2020;50
888;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2015;0
889;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2016;0
890;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2017;0
891;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2018;0
892;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2019;0
893;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het zenuwstelsel, oog en oor;2020;10
894;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het hartvaatstelsel en bloed;2015;0
895;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het hartvaatstelsel en bloed;2016;0
896;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het hartvaatstelsel en bloed;2017;0
897;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het hartvaatstelsel en bloed;2018;0
898;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het hartvaatstelsel en bloed;2019;0
899;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het hartvaatstelsel en bloed;2020;10
900;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het ademhalingsstelsel;2015;0
901;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het ademhalingsstelsel;2016;0
902;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het ademhalingsstelsel;2017;0
903;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het ademhalingsstelsel;2018;0
904;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het ademhalingsstelsel;2019;0
905;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het ademhalingsstelsel;2020;0
906;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het spijsverteringsstelsel;2015;0
907;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het spijsverteringsstelsel;2016;0
908;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het spijsverteringsstelsel;2017;0
909;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het spijsverteringsstelsel;2018;0
910;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het spijsverteringsstelsel;2019;0
911;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het spijsverteringsstelsel;2020;10
912;WIA-uitkering, regeling WGA;Onbekend;Ziekten van huid en subcutis;2015;0
913;WIA-uitkering, regeling WGA;Onbekend;Ziekten van huid en subcutis;2016;0
914;WIA-uitkering, regeling WGA;Onbekend;Ziekten van huid en subcutis;2017;0
915;WIA-uitkering, regeling WGA;Onbekend;Ziekten van huid en subcutis;2018;0
916;WIA-uitkering, regeling WGA;Onbekend;Ziekten van huid en subcutis;2019;0
917;WIA-uitkering, regeling WGA;Onbekend;Ziekten van huid en subcutis;2020;0
918;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het urogenitaal stelsel;2015;0
919;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het urogenitaal stelsel;2016;0
920;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het urogenitaal stelsel;2017;0
921;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het urogenitaal stelsel;2018;0
922;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het urogenitaal stelsel;2019;0
923;WIA-uitkering, regeling WGA;Onbekend;Ziekten van het urogenitaal stelsel;2020;10
924;WIA-uitkering, regeling WGA;Onbekend;Ziekte bij zwangerschap en bevalling;2015;0
925;WIA-uitkering, regeling WGA;Onbekend;Ziekte bij zwangerschap en bevalling;2016;0
926;WIA-uitkering, regeling WGA;Onbekend;Ziekte bij zwangerschap en bevalling;2017;0
927;WIA-uitkering, regeling WGA;Onbekend;Ziekte bij zwangerschap en bevalling;2018;0
928;WIA-uitkering, regeling WGA;Onbekend;Ziekte bij zwangerschap en bevalling;2019;0
929;WIA-uitkering, regeling WGA;Onbekend;Ziekte bij zwangerschap en bevalling;2020;0
930;WIA-uitkering, regeling WGA;Onbekend;Medische oorzaak onbekend;2015;0
931;WIA-uitkering, regeling WGA;Onbekend;Medische oorzaak onbekend;2016;0
932;WIA-uitkering, regeling WGA;Onbekend;Medische oorzaak onbekend;2017;0
933;WIA-uitkering, regeling WGA;Onbekend;Medische oorzaak onbekend;2018;0
934;WIA-uitkering, regeling WGA;Onbekend;Medische oorzaak onbekend;2019;0
935;WIA-uitkering, regeling WGA;Onbekend;Medische oorzaak onbekend;2020;0
936;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Totaal;2015;72100
937;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Totaal;2016;85140
938;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Totaal;2017;98260
939;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Totaal;2018;113060
940;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Totaal;2019;127640
941;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Totaal;2020;137090
942;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2015;2620
943;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2016;3040
944;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2017;3460
945;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2018;3980
946;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2019;4490
947;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Algemene en endocriene ziekten;2020;4860
948;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2015;13300
949;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2016;16830
950;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2017;20470
951;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2018;24580
952;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2019;28960
953;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Psychische stoornissen;2020;31780
954;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2015;1270
955;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2016;1540
956;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2017;1820
957;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2018;2140
958;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2019;2510
959;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ontwikkelingsstoornissen;2020;2880
960;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2015;16370
961;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2016;19470
962;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2017;22610
963;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2018;26410
964;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2019;30050
965;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het bot- en spierstelsel;2020;32150
966;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2015;14980
967;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2016;17260
968;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2017;19500
969;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2018;21830
970;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2019;23920
971;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het zenuwstelsel, oog en oor;2020;25390
972;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2015;11060
973;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2016;12410
974;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2017;13790
975;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2018;15200
976;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2019;16400
977;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het hartvaatstelsel en bloed;2020;17160
978;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2015;4190
979;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2016;4800
980;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2017;5340
981;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2018;5960
982;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2019;6600
983;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het ademhalingsstelsel;2020;6950
984;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2015;2410
985;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2016;2890
986;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2017;3390
987;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2018;3910
988;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2019;4390
989;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het spijsverteringsstelsel;2020;4720
990;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2015;360
991;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2016;440
992;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2017;530
993;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2018;590
994;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2019;660
995;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van huid en subcutis;2020;730
996;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2015;3420
997;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2016;4000
998;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2017;4490
999;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2018;5160
1000;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2019;5880
1001;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekten van het urogenitaal stelsel;2020;6300
1002;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2015;30
1003;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2016;40
1004;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2017;40
1005;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2018;50
1006;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2019;60
1007;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Ziekte bij zwangerschap en bevalling;2020;70
1008;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2015;2080
1009;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2016;2420
1010;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2017;2810
1011;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2018;3250
1012;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2019;3710
1013;WIA-uitkering, regeling IVA;Totale mate van arbeidsongeschiktheid;Medische oorzaak onbekend;2020;4110
1014;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Totaal;2015;10
1015;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Totaal;2016;20
1016;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Totaal;2017;20
1017;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Totaal;2018;20
1018;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Totaal;2019;20
1019;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Totaal;2020;20
1020;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2015;0
1021;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2016;0
1022;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2017;0
1023;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2018;0
1024;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2019;0
1025;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Algemene en endocriene ziekten;2020;0
1026;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2015;0
1027;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2016;0
1028;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2017;0
1029;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2018;10
1030;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2019;10
1031;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Psychische stoornissen;2020;10
1032;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2015;0
1033;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2016;0
1034;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2017;0
1035;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2018;0
1036;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2019;0
1037;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ontwikkelingsstoornissen;2020;0
1038;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2015;0
1039;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2016;0
1040;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2017;0
1041;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2018;0
1042;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2019;0
1043;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het bot- en spierstelsel;2020;0
1044;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2015;0
1045;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2016;0
1046;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2017;0
1047;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2018;0
1048;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2019;0
1049;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het zenuwstelsel, oog en oor;2020;0
1050;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2015;0
1051;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2016;0
1052;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2017;0
1053;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2018;0
1054;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2019;0
1055;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het hartvaatstelsel en bloed;2020;0
1056;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2015;0
1057;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2016;0
1058;WIA-uitkering, regeling IVA;Gedeeltelijk arbeidsongeschikt;Ziekten van het ademhalingsstelsel;2017;0
