ID;Regions;Periods;BusinessRelatedOvernightStays_1
4847;Bos en Heide Zuid-Nederland (TG);2021 3rd quarter;550
4848;Bos en Heide Zuid-Nederland (TG);2021 October;240
4849;Bos en Heide Zuid-Nederland (TG);2021 November;200
4850;Bos en Heide Zuid-Nederland (TG);2021 December;90
4851;Bos en Heide Zuid-Nederland (TG);2021 4th quarter;530
4852;Bos en Heide Zuid-Nederland (TG);2021;1620
4853;Bos en Heide Zuid-Nederland (TG);2022 January;90
4854;Bos en Heide Zuid-Nederland (TG);2022 February;150
4855;Bos en Heide Zuid-Nederland (TG);2022 March;220
4856;Bos en Heide Zuid-Nederland (TG);2022 1th quarter;470
4857;Bos en Heide Zuid-Nederland (TG);2022 April;250
4858;Bos en Heide Zuid-Nederland (TG);2022 May;300
4859;Bos en Heide Zuid-Nederland (TG);2022 June;320
4860;Bos en Heide Zuid-Nederland (TG);2022 2nd quarter;870
4861;Bos en Heide Zuid-Nederland (TG);2022 July;270
4862;Bos en Heide Zuid-Nederland (TG);2022 August;240
4863;Bos en Heide Zuid-Nederland (TG);2022 September;320
4864;Bos en Heide Zuid-Nederland (TG);2022 3rd quarter;830
4865;Bos en Heide Zuid-Nederland (TG);2022 October;340
4866;Bos en Heide Zuid-Nederland (TG);2022 November;290
4867;Bos en Heide Zuid-Nederland (TG);2022 December;220
4868;Bos en Heide Zuid-Nederland (TG);2022 4th quarter;850
4869;Bos en Heide Zuid-Nederland (TG);2022;3020
4870;Bos en Heide Zuid-Nederland (TG);2023 January;200
4871;Bos en Heide Zuid-Nederland (TG);2023 February;230
4872;Bos en Heide Zuid-Nederland (TG);2023 March;280
4873;Bos en Heide Zuid-Nederland (TG);2023 1st quarter;720
4874;Bos en Heide Zuid-Nederland (TG);2023 April;300
4875;Bos en Heide Zuid-Nederland (TG);2023 May;300
4876;Bos en Heide Zuid-Nederland (TG);2023 June;280
4877;Bos en Heide Zuid-Nederland (TG);2023 2nd quarter;880
4878;Bos en Heide Zuid-Nederland (TG);2023 July;250
4879;Bos en Heide Zuid-Nederland (TG);2023 August;220
4880;Bos en Heide Zuid-Nederland (TG);2023 September;260
4881;Bos en Heide Zuid-Nederland (TG);2023 3rd quarter;730
4882;Bos en Heide Zuid-Nederland (TG);2023 October;300
4883;Bos en Heide Zuid-Nederland (TG);2023 November;240
4884;Bos en Heide Zuid-Nederland (TG);2023 December;200
4885;Bos en Heide Zuid-Nederland (TG);2023 4th quarter;740
4886;Bos en Heide Zuid-Nederland (TG);2023;3070
4887;Bos en Heide Zuid-Nederland (TG);2024 January;230
4888;Bos en Heide Zuid-Nederland (TG);2024 February;210
4889;Bos en Heide Zuid-Nederland (TG);2024 March;250
4890;Bos en Heide Zuid-Nederland (TG);2024 1st quarter;690
4891;Bos en Heide Zuid-Nederland (TG);2024 April;270
4892;Bos en Heide Zuid-Nederland (TG);2024 May;300
4893;Bos en Heide Zuid-Nederland (TG);2024 June;300
4894;Bos en Heide Zuid-Nederland (TG);2024 2nd quarter;870
4895;Bos en Heide Zuid-Nederland (TG);2024 July;250
4896;Bos en Heide Zuid-Nederland (TG);2024 August;250
4897;Bos en Heide Zuid-Nederland (TG);2024 September;290
4898;Bos en Heide Zuid-Nederland (TG);2024 3rd quarter;790
4899;Bos en Heide Zuid-Nederland (TG);2024 October;290
4900;Bos en Heide Zuid-Nederland (TG);2024 November;280
4901;Bos en Heide Zuid-Nederland (TG);2024 December;230
4902;Bos en Heide Zuid-Nederland (TG);2024 4th quarter;800
4903;Bos en Heide Zuid-Nederland (TG);2024;3150
4904;Bos en Heide Zuid-Nederland (TG);2025 January;230
4905;Bos en Heide Zuid-Nederland (TG);2025 February;210
4906;Other tourist regions (TG);2012 January;550
4907;Other tourist regions (TG);2012 February;540
4908;Other tourist regions (TG);2012 March;660
4909;Other tourist regions (TG);2012 1st quarter;1760
4910;Other tourist regions (TG);2012 April;800
4911;Other tourist regions (TG);2012 May;810
4912;Other tourist regions (TG);2012 June;750
4913;Other tourist regions (TG);2012 2nd quarter;2350
4914;Other tourist regions (TG);2012 July;630
4915;Other tourist regions (TG);2012 August;680
4916;Other tourist regions (TG);2012 September;780
4917;Other tourist regions (TG);2012 3rd quarter;2080
4918;Other tourist regions (TG);2012 October;760
4919;Other tourist regions (TG);2012 November;700
4920;Other tourist regions (TG);2012 December;540
4921;Other tourist regions (TG);2012 4th quarter;2000
4922;Other tourist regions (TG);2012;8190
4923;Other tourist regions (TG);2013 January;560
4924;Other tourist regions (TG);2013 February;530
4925;Other tourist regions (TG);2013 March;660
4926;Other tourist regions (TG);2013 1st quarter;1750
4927;Other tourist regions (TG);2013 April;810
4928;Other tourist regions (TG);2013 May;840
4929;Other tourist regions (TG);2013 June;770
4930;Other tourist regions (TG);2013 2nd quarter;2420
4931;Other tourist regions (TG);2013 July;690
4932;Other tourist regions (TG);2013 August;780
4933;Other tourist regions (TG);2013 September;870
4934;Other tourist regions (TG);2013 3rd quarter;2340
4935;Other tourist regions (TG);2013 October;820
4936;Other tourist regions (TG);2013 November;730
4937;Other tourist regions (TG);2013 December;540
4938;Other tourist regions (TG);2013 4th quarter;2090
4939;Other tourist regions (TG);2013;8600
4940;Other tourist regions (TG);2014 January;600
4941;Other tourist regions (TG);2014 February;620
4942;Other tourist regions (TG);2014 March;740
4943;Other tourist regions (TG);2014 1st quarter;1960
4944;Other tourist regions (TG);2014 April;850
4945;Other tourist regions (TG);2014 May;900
4946;Other tourist regions (TG);2014 June;870
4947;Other tourist regions (TG);2014 2nd quarter;2620
4948;Other tourist regions (TG);2014 July;710
4949;Other tourist regions (TG);2014 August;760
4950;Other tourist regions (TG);2014 September;880
4951;Other tourist regions (TG);2014 3rd quarter;2360
4952;Other tourist regions (TG);2014 October;870
4953;Other tourist regions (TG);2014 November;750
4954;Other tourist regions (TG);2014 December;580
4955;Other tourist regions (TG);2014 4th quarter;2210
4956;Other tourist regions (TG);2014;9150
4957;Other tourist regions (TG);2015 January;620
4958;Other tourist regions (TG);2015 February;640
4959;Other tourist regions (TG);2015 March;710
4960;Other tourist regions (TG);2015 1st quarter;1970
4961;Other tourist regions (TG);2015 April;840
4962;Other tourist regions (TG);2015 May;880
4963;Other tourist regions (TG);2015 June;820
4964;Other tourist regions (TG);2015 2nd quarter;2550
4965;Other tourist regions (TG);2015 July;740
4966;Other tourist regions (TG);2015 August;770
4967;Other tourist regions (TG);2015 September;870
4968;Other tourist regions (TG);2015 3rd quarter;2380
4969;Other tourist regions (TG);2015 October;890
4970;Other tourist regions (TG);2015 November;740
4971;Other tourist regions (TG);2015 December;580
4972;Other tourist regions (TG);2015 4th quarter;2210
4973;Other tourist regions (TG);2015;9110
4974;Other tourist regions (TG);2016 January;670
4975;Other tourist regions (TG);2016 February;720
4976;Other tourist regions (TG);2016 March;830
4977;Other tourist regions (TG);2016 1st quarter;2220
4978;Other tourist regions (TG);2016 April;890
4979;Other tourist regions (TG);2016 May;940
4980;Other tourist regions (TG);2016 June;870
4981;Other tourist regions (TG);2016 2nd quarter;2710
4982;Other tourist regions (TG);2016 July;770
4983;Other tourist regions (TG);2016 August;780
4984;Other tourist regions (TG);2016 September;920
4985;Other tourist regions (TG);2016 3rd quarter;2480
4986;Other tourist regions (TG);2016 October;930
4987;Other tourist regions (TG);2016 November;790
4988;Other tourist regions (TG);2016 December;630
4989;Other tourist regions (TG);2016 4th quarter;2350
4990;Other tourist regions (TG);2016;9760
4991;Other tourist regions (TG);2017 January;730
4992;Other tourist regions (TG);2017 February;750
4993;Other tourist regions (TG);2017 March;860
4994;Other tourist regions (TG);2017 1st quarter;2330
4995;Other tourist regions (TG);2017 April;990
4996;Other tourist regions (TG);2017 May;990
4997;Other tourist regions (TG);2017 June;990
4998;Other tourist regions (TG);2017 2nd quarter;2970
4999;Other tourist regions (TG);2017 July;880
5000;Other tourist regions (TG);2017 August;870
5001;Other tourist regions (TG);2017 September;1010
5002;Other tourist regions (TG);2017 3rd quarter;2760
5003;Other tourist regions (TG);2017 October;1000
5004;Other tourist regions (TG);2017 November;900
5005;Other tourist regions (TG);2017 December;760
5006;Other tourist regions (TG);2017 4th quarter;2660
5007;Other tourist regions (TG);2017;10720
5008;Other tourist regions (TG);2018 January;810
5009;Other tourist regions (TG);2018 February;790
5010;Other tourist regions (TG);2018 March;950
5011;Other tourist regions (TG);2018 1st quarter;2540
5012;Other tourist regions (TG);2018 April;980
5013;Other tourist regions (TG);2018 May;1010
5014;Other tourist regions (TG);2018 June;1020
5015;Other tourist regions (TG);2018 2nd quarter;3020
5016;Other tourist regions (TG);2018 July;920
5017;Other tourist regions (TG);2018 August;880
5018;Other tourist regions (TG);2018 September;1040
5019;Other tourist regions (TG);2018 3rd quarter;2840
5020;Other tourist regions (TG);2018 October;1040
5021;Other tourist regions (TG);2018 November;870
5022;Other tourist regions (TG);2018 December;700
5023;Other tourist regions (TG);2018 4th quarter;2610
5024;Other tourist regions (TG);2018;11010
5025;Other tourist regions (TG);2019 January;800
5026;Other tourist regions (TG);2019 February;800
5027;Other tourist regions (TG);2019 March;970
5028;Other tourist regions (TG);2019 1st quarter;2580
5029;Other tourist regions (TG);2019 April;1070
5030;Other tourist regions (TG);2019 May;1070
5031;Other tourist regions (TG);2019 June;1080
5032;Other tourist regions (TG);2019 2nd quarter;3220
5033;Other tourist regions (TG);2019 July;970
5034;Other tourist regions (TG);2019 August;990
5035;Other tourist regions (TG);2019 September;1080
5036;Other tourist regions (TG);2019 3rd quarter;3040
5037;Other tourist regions (TG);2019 October;1130
5038;Other tourist regions (TG);2019 November;970
5039;Other tourist regions (TG);2019 December;770
5040;Other tourist regions (TG);2019 4th quarter;2870
5041;Other tourist regions (TG);2019;11710
5042;Other tourist regions (TG);2020 January;830
5043;Other tourist regions (TG);2020 February;840
5044;Other tourist regions (TG);2020 March;380
5045;Other tourist regions (TG);2020 1st quarter;2060
5046;Other tourist regions (TG);2020 April;80
5047;Other tourist regions (TG);2020 May;100
5048;Other tourist regions (TG);2020 June;160
5049;Other tourist regions (TG);2020 2nd quarter;340
5050;Other tourist regions (TG);2020 July;250
5051;Other tourist regions (TG);2020 August;270
5052;Other tourist regions (TG);2020 September;250
5053;Other tourist regions (TG);2020 3rd quarter;770
5054;Other tourist regions (TG);2020 October;170
5055;Other tourist regions (TG);2020 November;140
5056;Other tourist regions (TG);2020 December;130
5057;Other tourist regions (TG);2020 4th quarter;440
5058;Other tourist regions (TG);2020;3610
5059;Other tourist regions (TG);2021 January;130
5060;Other tourist regions (TG);2021 February;130
5061;Other tourist regions (TG);2021 March;140
5062;Other tourist regions (TG);2021 1th quarter;410
5063;Other tourist regions (TG);2021 April;160
5064;Other tourist regions (TG);2021 May;220
5065;Other tourist regions (TG);2021 June;250
5066;Other tourist regions (TG);2021 2nd quarter;630
5067;Other tourist regions (TG);2021 July;320
5068;Other tourist regions (TG);2021 August;390
5069;Other tourist regions (TG);2021 September;440
5070;Other tourist regions (TG);2021 3rd quarter;1150
5071;Other tourist regions (TG);2021 October;570
5072;Other tourist regions (TG);2021 November;450
5073;Other tourist regions (TG);2021 December;230
5074;Other tourist regions (TG);2021 4th quarter;1250
5075;Other tourist regions (TG);2021;3440
5076;Other tourist regions (TG);2022 January;200
5077;Other tourist regions (TG);2022 February;360
5078;Other tourist regions (TG);2022 March;550
5079;Other tourist regions (TG);2022 1th quarter;1100
5080;Other tourist regions (TG);2022 April;760
5081;Other tourist regions (TG);2022 May;820
5082;Other tourist regions (TG);2022 June;900
5083;Other tourist regions (TG);2022 2nd quarter;2480
5084;Other tourist regions (TG);2022 July;750
5085;Other tourist regions (TG);2022 August;700
5086;Other tourist regions (TG);2022 September;880
5087;Other tourist regions (TG);2022 3rd quarter;2320
5088;Other tourist regions (TG);2022 October;890
5089;Other tourist regions (TG);2022 November;740
5090;Other tourist regions (TG);2022 December;580
5091;Other tourist regions (TG);2022 4th quarter;2210
5092;Other tourist regions (TG);2022;8120
5093;Other tourist regions (TG);2023 January;540
5094;Other tourist regions (TG);2023 February;590
5095;Other tourist regions (TG);2023 March;750
5096;Other tourist regions (TG);2023 1st quarter;1880
5097;Other tourist regions (TG);2023 April;780
5098;Other tourist regions (TG);2023 May;780
5099;Other tourist regions (TG);2023 June;800
5100;Other tourist regions (TG);2023 2nd quarter;2360
5101;Other tourist regions (TG);2023 July;720
5102;Other tourist regions (TG);2023 August;720
5103;Other tourist regions (TG);2023 September;760
5104;Other tourist regions (TG);2023 3rd quarter;2200
5105;Other tourist regions (TG);2023 October;830
5106;Other tourist regions (TG);2023 November;710
5107;Other tourist regions (TG);2023 December;560
5108;Other tourist regions (TG);2023 4th quarter;2100
5109;Other tourist regions (TG);2023;8530
5110;Other tourist regions (TG);2024 January;560
5111;Other tourist regions (TG);2024 February;580
5112;Other tourist regions (TG);2024 March;730
5113;Other tourist regions (TG);2024 1st quarter;1870
5114;Other tourist regions (TG);2024 April;740
5115;Other tourist regions (TG);2024 May;800
5116;Other tourist regions (TG);2024 June;800
5117;Other tourist regions (TG);2024 2nd quarter;2340
5118;Other tourist regions (TG);2024 July;720
5119;Other tourist regions (TG);2024 August;660
5120;Other tourist regions (TG);2024 September;810
5121;Other tourist regions (TG);2024 3rd quarter;2200
5122;Other tourist regions (TG);2024 October;750
5123;Other tourist regions (TG);2024 November;740
5124;Other tourist regions (TG);2024 December;570
5125;Other tourist regions (TG);2024 4th quarter;2060
5126;Other tourist regions (TG);2024;8490
5127;Other tourist regions (TG);2025 January;590
5128;Other tourist regions (TG);2025 February;600
5129;Amsterdam;2012 January;260
5130;Amsterdam;2012 February;260
5131;Amsterdam;2012 March;320
5132;Amsterdam;2012 1st quarter;840
5133;Amsterdam;2012 April;390
5134;Amsterdam;2012 May;410
5135;Amsterdam;2012 June;390
5136;Amsterdam;2012 2nd quarter;1180
5137;Amsterdam;2012 July;330
5138;Amsterdam;2012 August;340
5139;Amsterdam;2012 September;400
5140;Amsterdam;2012 3rd quarter;1080
5141;Amsterdam;2012 October;390
5142;Amsterdam;2012 November;360
5143;Amsterdam;2012 December;270
5144;Amsterdam;2012 4th quarter;1020
5145;Amsterdam;2012;4120
5146;Amsterdam;2013 January;280
5147;Amsterdam;2013 February;260
5148;Amsterdam;2013 March;330
5149;Amsterdam;2013 1st quarter;870
5150;Amsterdam;2013 April;390
5151;Amsterdam;2013 May;440
5152;Amsterdam;2013 June;410
5153;Amsterdam;2013 2nd quarter;1230
5154;Amsterdam;2013 July;360
5155;Amsterdam;2013 August;420
5156;Amsterdam;2013 September;450
5157;Amsterdam;2013 3rd quarter;1240
5158;Amsterdam;2013 October;420
5159;Amsterdam;2013 November;370
5160;Amsterdam;2013 December;280
5161;Amsterdam;2013 4th quarter;1070
5162;Amsterdam;2013;4410
5163;Amsterdam;2014 January;300
5164;Amsterdam;2014 February;330
5165;Amsterdam;2014 March;370
5166;Amsterdam;2014 1st quarter;1000
5167;Amsterdam;2014 April;410
5168;Amsterdam;2014 May;450
5169;Amsterdam;2014 June;430
5170;Amsterdam;2014 2nd quarter;1300
5171;Amsterdam;2014 July;360
5172;Amsterdam;2014 August;390
5173;Amsterdam;2014 September;460
5174;Amsterdam;2014 3rd quarter;1210
5175;Amsterdam;2014 October;470
5176;Amsterdam;2014 November;390
5177;Amsterdam;2014 December;290
5178;Amsterdam;2014 4th quarter;1150
5179;Amsterdam;2014;4650
5180;Amsterdam;2015 January;310
5181;Amsterdam;2015 February;330
5182;Amsterdam;2015 March;360
5183;Amsterdam;2015 1st quarter;1000
5184;Amsterdam;2015 April;400
5185;Amsterdam;2015 May;420
5186;Amsterdam;2015 June;410
5187;Amsterdam;2015 2nd quarter;1230
5188;Amsterdam;2015 July;370
5189;Amsterdam;2015 August;360
5190;Amsterdam;2015 September;440
5191;Amsterdam;2015 3rd quarter;1180
5192;Amsterdam;2015 October;450
5193;Amsterdam;2015 November;350
5194;Amsterdam;2015 December;290
5195;Amsterdam;2015 4th quarter;1090
5196;Amsterdam;2015;4500
5197;Amsterdam;2016 January;320
5198;Amsterdam;2016 February;360
5199;Amsterdam;2016 March;390
5200;Amsterdam;2016 1st quarter;1070
5201;Amsterdam;2016 April;410
5202;Amsterdam;2016 May;440
5203;Amsterdam;2016 June;400
5204;Amsterdam;2016 2nd quarter;1250
5205;Amsterdam;2016 July;370
5206;Amsterdam;2016 August;360
5207;Amsterdam;2016 September;440
5208;Amsterdam;2016 3rd quarter;1160
5209;Amsterdam;2016 October;410
5210;Amsterdam;2016 November;350
5211;Amsterdam;2016 December;300
5212;Amsterdam;2016 4th quarter;1060
5213;Amsterdam;2016;4540
5214;Amsterdam;2017 January;350
5215;Amsterdam;2017 February;380
5216;Amsterdam;2017 March;410
5217;Amsterdam;2017 1st quarter;1140
5218;Amsterdam;2017 April;480
5219;Amsterdam;2017 May;470
5220;Amsterdam;2017 June;480
5221;Amsterdam;2017 2nd quarter;1430
5222;Amsterdam;2017 July;430
5223;Amsterdam;2017 August;420
5224;Amsterdam;2017 September;490
5225;Amsterdam;2017 3rd quarter;1340
5226;Amsterdam;2017 October;480
5227;Amsterdam;2017 November;430
5228;Amsterdam;2017 December;370
5229;Amsterdam;2017 4th quarter;1290
5230;Amsterdam;2017;5200
5231;Amsterdam;2018 January;410
5232;Amsterdam;2018 February;390
5233;Amsterdam;2018 March;460
5234;Amsterdam;2018 1st quarter;1260
5235;Amsterdam;2018 April;470
5236;Amsterdam;2018 May;510
5237;Amsterdam;2018 June;510
5238;Amsterdam;2018 2nd quarter;1490
5239;Amsterdam;2018 July;490
5240;Amsterdam;2018 August;460
5241;Amsterdam;2018 September;530
5242;Amsterdam;2018 3rd quarter;1480
5243;Amsterdam;2018 October;510
5244;Amsterdam;2018 November;430
5245;Amsterdam;2018 December;370
5246;Amsterdam;2018 4th quarter;1310
5247;Amsterdam;2018;5530
5248;Amsterdam;2019 January;400
5249;Amsterdam;2019 February;410
5250;Amsterdam;2019 March;470
5251;Amsterdam;2019 1st quarter;1280
5252;Amsterdam;2019 April;550
5253;Amsterdam;2019 May;550
5254;Amsterdam;2019 June;510
5255;Amsterdam;2019 2nd quarter;1610
5256;Amsterdam;2019 July;480
5257;Amsterdam;2019 August;500
5258;Amsterdam;2019 September;550
5259;Amsterdam;2019 3rd quarter;1530
5260;Amsterdam;2019 October;560
5261;Amsterdam;2019 November;460
5262;Amsterdam;2019 December;380
5263;Amsterdam;2019 4th quarter;1390
5264;Amsterdam;2019;5820
5265;Amsterdam;2020 January;370
5266;Amsterdam;2020 February;370
5267;Amsterdam;2020 March;140
5268;Amsterdam;2020 1st quarter;890
5269;Amsterdam;2020 April;20
5270;Amsterdam;2020 May;20
5271;Amsterdam;2020 June;30
5272;Amsterdam;2020 2nd quarter;60
5273;Amsterdam;2020 July;80
5274;Amsterdam;2020 August;80
5275;Amsterdam;2020 September;60
5276;Amsterdam;2020 3rd quarter;220
5277;Amsterdam;2020 October;40
5278;Amsterdam;2020 November;30
5279;Amsterdam;2020 December;30
5280;Amsterdam;2020 4th quarter;100
5281;Amsterdam;2020;1270
5282;Amsterdam;2021 January;30
5283;Amsterdam;2021 February;30
5284;Amsterdam;2021 March;30
5285;Amsterdam;2021 1th quarter;80
5286;Amsterdam;2021 April;30
5287;Amsterdam;2021 May;50
5288;Amsterdam;2021 June;60
5289;Amsterdam;2021 2nd quarter;130
5290;Amsterdam;2021 July;100
5291;Amsterdam;2021 August;110
5292;Amsterdam;2021 September;150
5293;Amsterdam;2021 3rd quarter;370
5294;Amsterdam;2021 October;230
5295;Amsterdam;2021 November;180
5296;Amsterdam;2021 December;60
5297;Amsterdam;2021 4th quarter;460
5298;Amsterdam;2021;1050
5299;Amsterdam;2022 January;60
5300;Amsterdam;2022 February;140
5301;Amsterdam;2022 March;220
5302;Amsterdam;2022 1th quarter;420
5303;Amsterdam;2022 April;320
5304;Amsterdam;2022 May;350
5305;Amsterdam;2022 June;370
5306;Amsterdam;2022 2nd quarter;1040
5307;Amsterdam;2022 July;310
5308;Amsterdam;2022 August;330
5309;Amsterdam;2022 September;380
5310;Amsterdam;2022 3rd quarter;1020
5311;Amsterdam;2022 October;380
5312;Amsterdam;2022 November;320
5313;Amsterdam;2022 December;250
5314;Amsterdam;2022 4th quarter;940
5315;Amsterdam;2022;3410
5316;Amsterdam;2023 January;230
5317;Amsterdam;2023 February;260
5318;Amsterdam;2023 March;320
5319;Amsterdam;2023 1st quarter;810
5320;Amsterdam;2023 April;350
5321;Amsterdam;2023 May;320
5322;Amsterdam;2023 June;370
5323;Amsterdam;2023 2nd quarter;1040
5324;Amsterdam;2023 July;360
5325;Amsterdam;2023 August;300
5326;Amsterdam;2023 September;320
5327;Amsterdam;2023 3rd quarter;990
5328;Amsterdam;2023 October;370
5329;Amsterdam;2023 November;310
5330;Amsterdam;2023 December;240
5331;Amsterdam;2023 4th quarter;910
5332;Amsterdam;2023;3750
5333;Amsterdam;2024 January;230
5334;Amsterdam;2024 February;240
5335;Amsterdam;2024 March;310
5336;Amsterdam;2024 1st quarter;780
5337;Amsterdam;2024 April;330
5338;Amsterdam;2024 May;350
5339;Amsterdam;2024 June;320
5340;Amsterdam;2024 2nd quarter;1000
5341;Amsterdam;2024 July;310
5342;Amsterdam;2024 August;280
5343;Amsterdam;2024 September;370
5344;Amsterdam;2024 3rd quarter;970
5345;Amsterdam;2024 October;310
5346;Amsterdam;2024 November;320
5347;Amsterdam;2024 December;230
5348;Amsterdam;2024 4th quarter;860
5349;Amsterdam;2024;3640
5350;Amsterdam;2025 January;240
5351;Amsterdam;2025 February;250
5352;Rotterdam;2012 January;50
5353;Rotterdam;2012 February;50
5354;Rotterdam;2012 March;60
5355;Rotterdam;2012 1st quarter;170
5356;Rotterdam;2012 April;60
5357;Rotterdam;2012 May;70
5358;Rotterdam;2012 June;60
5359;Rotterdam;2012 2nd quarter;190
5360;Rotterdam;2012 July;50
5361;Rotterdam;2012 August;50
5362;Rotterdam;2012 September;70
5363;Rotterdam;2012 3rd quarter;160
5364;Rotterdam;2012 October;60
5365;Rotterdam;2012 November;60
5366;Rotterdam;2012 December;50
5367;Rotterdam;2012 4th quarter;170
5368;Rotterdam;2012;690
5369;Rotterdam;2013 January;50
5370;Rotterdam;2013 February;50
5371;Rotterdam;2013 March;70
5372;Rotterdam;2013 1st quarter;170
5373;Rotterdam;2013 April;70
5374;Rotterdam;2013 May;70
5375;Rotterdam;2013 June;60
5376;Rotterdam;2013 2nd quarter;200
5377;Rotterdam;2013 July;50
5378;Rotterdam;2013 August;60
5379;Rotterdam;2013 September;60
5380;Rotterdam;2013 3rd quarter;170
5381;Rotterdam;2013 October;70
5382;Rotterdam;2013 November;70
5383;Rotterdam;2013 December;50
5384;Rotterdam;2013 4th quarter;190
5385;Rotterdam;2013;720
5386;Rotterdam;2014 January;60
5387;Rotterdam;2014 February;60
5388;Rotterdam;2014 March;70
5389;Rotterdam;2014 1st quarter;190
5390;Rotterdam;2014 April;70
5391;Rotterdam;2014 May;80
5392;Rotterdam;2014 June;70
5393;Rotterdam;2014 2nd quarter;220
5394;Rotterdam;2014 July;70
5395;Rotterdam;2014 August;60
5396;Rotterdam;2014 September;80
5397;Rotterdam;2014 3rd quarter;210
5398;Rotterdam;2014 October;70
5399;Rotterdam;2014 November;60
5400;Rotterdam;2014 December;50
5401;Rotterdam;2014 4th quarter;180
5402;Rotterdam;2014;800
5403;Rotterdam;2015 January;60
5404;Rotterdam;2015 February;60
5405;Rotterdam;2015 March;60
5406;Rotterdam;2015 1st quarter;180
5407;Rotterdam;2015 April;70
5408;Rotterdam;2015 May;80
5409;Rotterdam;2015 June;70
5410;Rotterdam;2015 2nd quarter;230
5411;Rotterdam;2015 July;60
5412;Rotterdam;2015 August;60
5413;Rotterdam;2015 September;80
5414;Rotterdam;2015 3rd quarter;200
5415;Rotterdam;2015 October;80
5416;Rotterdam;2015 November;70
5417;Rotterdam;2015 December;60
5418;Rotterdam;2015 4th quarter;210
5419;Rotterdam;2015;820
5420;Rotterdam;2016 January;70
5421;Rotterdam;2016 February;70
5422;Rotterdam;2016 March;70
5423;Rotterdam;2016 1st quarter;210
5424;Rotterdam;2016 April;80
5425;Rotterdam;2016 May;90
5426;Rotterdam;2016 June;80
5427;Rotterdam;2016 2nd quarter;250
5428;Rotterdam;2016 July;70
5429;Rotterdam;2016 August;80
5430;Rotterdam;2016 September;90
5431;Rotterdam;2016 3rd quarter;230
5432;Rotterdam;2016 October;90
5433;Rotterdam;2016 November;80
5434;Rotterdam;2016 December;70
5435;Rotterdam;2016 4th quarter;250
5436;Rotterdam;2016;940
5437;Rotterdam;2017 January;70
5438;Rotterdam;2017 February;60
5439;Rotterdam;2017 March;80
5440;Rotterdam;2017 1st quarter;210
5441;Rotterdam;2017 April;90
5442;Rotterdam;2017 May;90
5443;Rotterdam;2017 June;90
5444;Rotterdam;2017 2nd quarter;270
5445;Rotterdam;2017 July;70
5446;Rotterdam;2017 August;70
5447;Rotterdam;2017 September;90
5448;Rotterdam;2017 3rd quarter;230
5449;Rotterdam;2017 October;80
5450;Rotterdam;2017 November;70
5451;Rotterdam;2017 December;60
5452;Rotterdam;2017 4th quarter;210
5453;Rotterdam;2017;920
5454;Rotterdam;2018 January;80
5455;Rotterdam;2018 February;70
5456;Rotterdam;2018 March;90
5457;Rotterdam;2018 1st quarter;240
5458;Rotterdam;2018 April;90
5459;Rotterdam;2018 May;90
5460;Rotterdam;2018 June;100
5461;Rotterdam;2018 2nd quarter;280
5462;Rotterdam;2018 July;80
5463;Rotterdam;2018 August;70
5464;Rotterdam;2018 September;90
5465;Rotterdam;2018 3rd quarter;230
5466;Rotterdam;2018 October;90
5467;Rotterdam;2018 November;70
5468;Rotterdam;2018 December;50
5469;Rotterdam;2018 4th quarter;210
5470;Rotterdam;2018;960
5471;Rotterdam;2019 January;70
5472;Rotterdam;2019 February;70
5473;Rotterdam;2019 March;80
5474;Rotterdam;2019 1st quarter;220
5475;Rotterdam;2019 April;90
5476;Rotterdam;2019 May;90
5477;Rotterdam;2019 June;90
5478;Rotterdam;2019 2nd quarter;260
5479;Rotterdam;2019 July;80
5480;Rotterdam;2019 August;80
5481;Rotterdam;2019 September;90
5482;Rotterdam;2019 3rd quarter;250
5483;Rotterdam;2019 October;100
5484;Rotterdam;2019 November;80
5485;Rotterdam;2019 December;70
5486;Rotterdam;2019 4th quarter;250
5487;Rotterdam;2019;980
5488;Rotterdam;2020 January;90
5489;Rotterdam;2020 February;80
5490;Rotterdam;2020 March;40
5491;Rotterdam;2020 1st quarter;200
5492;Rotterdam;2020 April;10
5493;Rotterdam;2020 May;10
5494;Rotterdam;2020 June;20
5495;Rotterdam;2020 2nd quarter;40
5496;Rotterdam;2020 July;40
5497;Rotterdam;2020 August;30
5498;Rotterdam;2020 September;20
5499;Rotterdam;2020 3rd quarter;90
5500;Rotterdam;2020 October;20
5501;Rotterdam;2020 November;10
5502;Rotterdam;2020 December;20
5503;Rotterdam;2020 4th quarter;50
5504;Rotterdam;2020;380
5505;Rotterdam;2021 January;20
5506;Rotterdam;2021 February;20
5507;Rotterdam;2021 March;20
5508;Rotterdam;2021 1th quarter;60
5509;Rotterdam;2021 April;30
5510;Rotterdam;2021 May;40
5511;Rotterdam;2021 June;30
5512;Rotterdam;2021 2nd quarter;100
5513;Rotterdam;2021 July;30
5514;Rotterdam;2021 August;50
5515;Rotterdam;2021 September;50
5516;Rotterdam;2021 3rd quarter;130
5517;Rotterdam;2021 October;60
5518;Rotterdam;2021 November;40
5519;Rotterdam;2021 December;20
5520;Rotterdam;2021 4th quarter;120
5521;Rotterdam;2021;410
5522;Rotterdam;2022 January;20
5523;Rotterdam;2022 February;40
5524;Rotterdam;2022 March;70
5525;Rotterdam;2022 1th quarter;130
