ID;Geslacht;Leeftijd;Onderwijssoort;Herkomstland;GeboortelandOuders;Perioden;Leerlingen_1;VoortijdigSchoolverlaters_2;NietVoortijdigSchoolverlaters_3;VoortijdigSchoolverlatersPercentage_4
8482;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in Nederland;2013/'14;362260.0;1620.0;360640.0;0.0
8483;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in Nederland;2014/'15;365180.0;1630.0;363550.0;0.0
8484;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in Nederland;2015/'16;366600.0;1640.0;364960.0;0.0
8485;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in Nederland;2016/'17;363350.0;1660.0;361700.0;0.0
8486;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in Nederland;2017/'18;356230.0;1680.0;354550.0;0.0
8487;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in Nederland;2018/'19;346910.0;1660.0;345250.0;0.0
8488;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in Nederland;2019/20;337030.0;1300.0;335730.0;0.0
8489;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in Nederland;2020/'21;327580.0;1480.0;326100.0;0.0
8490;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in Nederland;2021/'22;321750.0;1720.0;320030.0;1.0
8491;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in Nederland;2022/'23;317780.0;1570.0;316210.0;0.0
8492;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in NL, ouders in NL;2012/'13;357940.0;1740.0;356190.0;0.0
8493;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in NL, ouders in NL;2013/'14;362260.0;1620.0;360640.0;0.0
8494;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in NL, ouders in NL;2014/'15;365180.0;1630.0;363550.0;0.0
8495;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in NL, ouders in NL;2015/'16;366600.0;1640.0;364960.0;0.0
8496;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in NL, ouders in NL;2016/'17;363350.0;1660.0;361700.0;0.0
8497;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in NL, ouders in NL;2017/'18;356230.0;1680.0;354550.0;0.0
8498;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in NL, ouders in NL;2018/'19;346910.0;1660.0;345250.0;0.0
8499;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in NL, ouders in NL;2019/20;337030.0;1300.0;335730.0;0.0
8500;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in NL, ouders in NL;2020/'21;327580.0;1480.0;326100.0;0.0
8501;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in NL, ouders in NL;2021/'22;321750.0;1720.0;320030.0;1.0
8502;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in NL, ouders in NL;2022/'23;317780.0;1570.0;316210.0;0.0
8503;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in NL, ouder(s) buiten NL;2012/'13;;;;
8504;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in NL, ouder(s) buiten NL;2013/'14;;;;
8505;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in NL, ouder(s) buiten NL;2014/'15;;;;
8506;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in NL, ouder(s) buiten NL;2015/'16;;;;
8507;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in NL, ouder(s) buiten NL;2016/'17;;;;
8508;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in NL, ouder(s) buiten NL;2017/'18;;;;
8509;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in NL, ouder(s) buiten NL;2018/'19;;;;
8510;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in NL, ouder(s) buiten NL;2019/20;;;;
8511;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in NL, ouder(s) buiten NL;2020/'21;;;;
8512;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in NL, ouder(s) buiten NL;2021/'22;;;;
8513;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren in NL, ouder(s) buiten NL;2022/'23;;;;
8514;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren buiten Nederland;2012/'13;;;;
8515;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren buiten Nederland;2013/'14;;;;
8516;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren buiten Nederland;2014/'15;;;;
8517;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren buiten Nederland;2015/'16;;;;
8518;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren buiten Nederland;2016/'17;;;;
8519;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren buiten Nederland;2017/'18;;;;
8520;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren buiten Nederland;2018/'19;;;;
8521;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren buiten Nederland;2019/20;;;;
8522;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren buiten Nederland;2020/'21;;;;
8523;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren buiten Nederland;2021/'22;;;;
8524;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Nederland;Geboren buiten Nederland;2022/'23;;;;
8525;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Totaal;2012/'13;23880.0;300.0;23590.0;1.0
8526;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Totaal;2013/'14;24620.0;270.0;24360.0;1.0
8527;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Totaal;2014/'15;25540.0;240.0;25300.0;1.0
8528;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Totaal;2015/'16;26380.0;290.0;26090.0;1.0
8529;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Totaal;2016/'17;26820.0;310.0;26510.0;1.0
8530;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Totaal;2017/'18;27260.0;300.0;26960.0;1.0
8531;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Totaal;2018/'19;27910.0;290.0;27620.0;1.0
8532;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Totaal;2019/20;28710.0;230.0;28480.0;1.0
8533;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Totaal;2020/'21;29320.0;310.0;29010.0;1.0
8534;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Totaal;2021/'22;30320.0;340.0;29970.0;1.0
8535;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Totaal;2022/'23;34210.0;630.0;33580.0;2.0
8536;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in Nederland;2012/'13;16910.0;140.0;16770.0;1.0
8537;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in Nederland;2013/'14;17620.0;140.0;17480.0;1.0
8538;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in Nederland;2014/'15;18460.0;120.0;18340.0;1.0
8539;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in Nederland;2015/'16;19090.0;140.0;18950.0;1.0
8540;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in Nederland;2016/'17;19370.0;150.0;19210.0;1.0
8541;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in Nederland;2017/'18;19570.0;150.0;19420.0;1.0
8542;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in Nederland;2018/'19;19720.0;150.0;19570.0;1.0
8543;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in Nederland;2019/20;19880.0;130.0;19750.0;1.0
8544;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in Nederland;2020/'21;19950.0;150.0;19800.0;1.0
8545;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in Nederland;2021/'22;20400.0;170.0;20230.0;1.0
8546;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in Nederland;2022/'23;21040.0;170.0;20880.0;1.0
8547;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouders in NL;2012/'13;;;;
8548;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouders in NL;2013/'14;;;;
8549;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouders in NL;2014/'15;;;;
8550;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouders in NL;2015/'16;;;;
8551;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouders in NL;2016/'17;;;;
8552;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouders in NL;2017/'18;;;;
8553;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouders in NL;2018/'19;;;;
8554;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouders in NL;2019/20;;;;
8555;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouders in NL;2020/'21;;;;
8556;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouders in NL;2021/'22;;;;
8557;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouders in NL;2022/'23;;;;
8558;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2012/'13;16910.0;140.0;16770.0;1.0
8559;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2013/'14;17620.0;140.0;17480.0;1.0
8560;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2014/'15;18460.0;120.0;18340.0;1.0
8561;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2015/'16;19090.0;140.0;18950.0;1.0
8562;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2016/'17;19370.0;150.0;19210.0;1.0
8563;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2017/'18;19570.0;150.0;19420.0;1.0
8564;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2018/'19;19720.0;150.0;19570.0;1.0
8565;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2019/20;19880.0;130.0;19750.0;1.0
8566;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2020/'21;19950.0;150.0;19800.0;1.0
8567;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2021/'22;20400.0;170.0;20230.0;1.0
8568;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2022/'23;21040.0;170.0;20880.0;1.0
8569;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren buiten Nederland;2012/'13;6980.0;150.0;6820.0;2.0
8570;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren buiten Nederland;2013/'14;7000.0;130.0;6880.0;2.0
8571;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren buiten Nederland;2014/'15;7080.0;130.0;6960.0;2.0
8572;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren buiten Nederland;2015/'16;7300.0;150.0;7150.0;2.0
8573;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren buiten Nederland;2016/'17;7450.0;150.0;7300.0;2.0
8574;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren buiten Nederland;2017/'18;7690.0;150.0;7540.0;2.0
8575;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren buiten Nederland;2018/'19;8190.0;140.0;8050.0;2.0
8576;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren buiten Nederland;2019/20;8840.0;110.0;8730.0;1.0
8577;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren buiten Nederland;2020/'21;9370.0;160.0;9210.0;2.0
8578;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren buiten Nederland;2021/'22;9920.0;180.0;9740.0;2.0
8579;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren buiten Nederland;2022/'23;13170.0;460.0;12710.0;4.0
8580;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Totaal;2012/'13;14710.0;160.0;14560.0;1.0
8581;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Totaal;2013/'14;14610.0;180.0;14430.0;1.0
8582;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Totaal;2014/'15;14270.0;170.0;14100.0;1.0
8583;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Totaal;2015/'16;13780.0;150.0;13630.0;1.0
8584;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Totaal;2016/'17;13410.0;110.0;13300.0;1.0
8585;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Totaal;2017/'18;13040.0;120.0;12910.0;1.0
8586;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Totaal;2018/'19;12700.0;110.0;12600.0;1.0
8587;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Totaal;2019/20;12510.0;90.0;12420.0;1.0
8588;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Totaal;2020/'21;12170.0;90.0;12080.0;1.0
8589;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Totaal;2021/'22;12050.0;110.0;11940.0;1.0
8590;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Totaal;2022/'23;12040.0;140.0;11900.0;1.0
8591;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in Nederland;2012/'13;13860.0;130.0;13740.0;1.0
8592;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in Nederland;2013/'14;13830.0;160.0;13670.0;1.0
8593;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in Nederland;2014/'15;13570.0;140.0;13420.0;1.0
8594;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in Nederland;2015/'16;13190.0;140.0;13060.0;1.0
8595;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in Nederland;2016/'17;12910.0;100.0;12810.0;1.0
8596;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in Nederland;2017/'18;12560.0;100.0;12460.0;1.0
8597;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in Nederland;2018/'19;12250.0;80.0;12170.0;1.0
8598;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in Nederland;2019/20;11990.0;70.0;11920.0;1.0
8599;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in Nederland;2020/'21;11570.0;70.0;11500.0;1.0
8600;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in Nederland;2021/'22;11320.0;90.0;11230.0;1.0
8601;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in Nederland;2022/'23;11020.0;110.0;10910.0;1.0
8602;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouders in NL;2012/'13;;;;
8603;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouders in NL;2013/'14;;;;
8604;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouders in NL;2014/'15;;;;
8605;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouders in NL;2015/'16;;;;
8606;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouders in NL;2016/'17;;;;
8607;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouders in NL;2017/'18;;;;
8608;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouders in NL;2018/'19;;;;
8609;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouders in NL;2019/20;;;;
8610;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouders in NL;2020/'21;;;;
8611;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouders in NL;2021/'22;;;;
8612;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouders in NL;2022/'23;;;;
8613;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouder(s) buiten NL;2012/'13;13860.0;130.0;13740.0;1.0
8614;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouder(s) buiten NL;2013/'14;13830.0;160.0;13670.0;1.0
8615;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouder(s) buiten NL;2014/'15;13570.0;140.0;13420.0;1.0
8616;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouder(s) buiten NL;2015/'16;13190.0;140.0;13060.0;1.0
8617;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouder(s) buiten NL;2016/'17;12910.0;100.0;12810.0;1.0
8618;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouder(s) buiten NL;2017/'18;12560.0;100.0;12460.0;1.0
8619;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouder(s) buiten NL;2018/'19;12250.0;80.0;12170.0;1.0
8620;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouder(s) buiten NL;2019/20;11990.0;70.0;11920.0;1.0
8621;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouder(s) buiten NL;2020/'21;11570.0;70.0;11500.0;1.0
8622;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouder(s) buiten NL;2021/'22;11320.0;90.0;11230.0;1.0
8623;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouder(s) buiten NL;2022/'23;11020.0;110.0;10910.0;1.0
8624;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren buiten Nederland;2012/'13;850.0;30.0;820.0;3.0
8625;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren buiten Nederland;2013/'14;780.0;20.0;760.0;3.0
8626;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren buiten Nederland;2014/'15;700.0;30.0;680.0;4.0
8627;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren buiten Nederland;2015/'16;590.0;20.0;570.0;3.0
8628;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren buiten Nederland;2016/'17;500.0;10.0;500.0;
8629;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren buiten Nederland;2017/'18;480.0;20.0;460.0;4.0
8630;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren buiten Nederland;2018/'19;450.0;20.0;430.0;5.0
8631;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren buiten Nederland;2019/20;520.0;20.0;500.0;4.0
8632;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren buiten Nederland;2020/'21;600.0;20.0;580.0;3.0
8633;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren buiten Nederland;2021/'22;730.0;30.0;710.0;4.0
8634;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren buiten Nederland;2022/'23;1020.0;30.0;990.0;3.0
8635;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Totaal;2012/'13;13690.0;130.0;13560.0;1.0
8636;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Totaal;2013/'14;14370.0;130.0;14240.0;1.0
8637;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Totaal;2014/'15;14990.0;130.0;14860.0;1.0
8638;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Totaal;2015/'16;15630.0;140.0;15490.0;1.0
8639;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Totaal;2016/'17;16240.0;110.0;16130.0;1.0
8640;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Totaal;2017/'18;16850.0;90.0;16770.0;1.0
8641;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Totaal;2018/'19;17050.0;130.0;16920.0;1.0
8642;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Totaal;2019/20;17050.0;100.0;16960.0;1.0
8643;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Totaal;2020/'21;16940.0;100.0;16850.0;1.0
8644;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Totaal;2021/'22;16940.0;130.0;16810.0;1.0
8645;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Totaal;2022/'23;16850.0;150.0;16700.0;1.0
8646;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in Nederland;2012/'13;13030.0;120.0;12900.0;1.0
8647;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in Nederland;2013/'14;13770.0;120.0;13650.0;1.0
8648;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in Nederland;2014/'15;14450.0;120.0;14330.0;1.0
8649;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in Nederland;2015/'16;15110.0;130.0;14980.0;1.0
8650;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in Nederland;2016/'17;15760.0;100.0;15660.0;1.0
8651;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in Nederland;2017/'18;16420.0;80.0;16330.0;1.0
8652;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in Nederland;2018/'19;16650.0;110.0;16530.0;1.0
8653;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in Nederland;2019/20;16640.0;90.0;16550.0;1.0
8654;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in Nederland;2020/'21;16550.0;90.0;16470.0;1.0
8655;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in Nederland;2021/'22;16540.0;130.0;16410.0;1.0
8656;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in Nederland;2022/'23;16380.0;130.0;16250.0;1.0
8657;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouders in NL;2012/'13;;;;
8658;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouders in NL;2013/'14;;;;
8659;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouders in NL;2014/'15;;;;
8660;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouders in NL;2015/'16;;;;
8661;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouders in NL;2016/'17;;;;
8662;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouders in NL;2017/'18;;;;
8663;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouders in NL;2018/'19;;;;
8664;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouders in NL;2019/20;;;;
8665;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouders in NL;2020/'21;;;;
8666;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouders in NL;2021/'22;;;;
8667;Mannen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouders in NL;2022/'23;;;;
