ID;Geslacht;Leeftijd;Geboortegeneratie;TotaalMetPartner_1;BeideWerkzaam_2;ZelfWerkzaamPartnerNietWerkzaam_3;ZelfNietWerkzaamPartnerWerkzaam_4;BeideNietWerkzaam_5;TotaalZonderPartner_6;Werkzaam_7;NietWerkzaam_8;AandeelVanTotaalArbeidsuren_9;TotaalAantalArbeidsuren_10;Totaal_11;BeideKleineParttimeBaan_12;KleineParttimeBaanEnGroteParttime_13;KleineParttimeBaanEnFulltimeBaan_14;BeideGroteParttimeBaan_15;GroteParttimeBaanEnFulltimeBaan_16;BeidePartnersFulltimeBaan_17;Totaal_18;EenKleineParttimeBaan_19;EenGroteParttimeBaan_20;EenFulltimeBaan_21;BeidePartnersNietWerkzaam_22;Werkzaam_23;NietWerkzaam_24
570;Mannen;58 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
571;Mannen;58 jaar;1930 tot 1935;84.7;16.2;32.0;8.5;28.0;15.3;;;75.5;62.8;19.1;;;5.7;;8.4;;47.8;4.2;9.4;34.2;33.0;;
572;Mannen;58 jaar;1935 tot 1940;84.4;17.8;28.8;9.9;28.0;15.6;6.3;9.2;71.6;63.9;21.1;;1.1;3.9;1.8;10.5;3.5;45.8;4.9;12.4;28.5;33.1;40.8;59.2
573;Mannen;58 jaar;1940 tot 1945;83.8;25.0;29.6;9.3;19.9;16.2;7.3;8.9;71.2;61.3;29.9;;2.4;4.2;3.9;15.0;4.1;46.4;3.8;12.9;29.7;23.7;44.9;55.1
574;Mannen;58 jaar;1945 tot 1950;83.4;33.8;27.3;9.1;13.2;16.6;8.8;7.9;69.5;60.9;40.5;0.3;2.4;5.9;5.6;21.0;5.3;43.7;3.1;13.5;27.1;15.9;52.6;47.4
575;Mannen;58 jaar;1950 tot 1955;79.7;44.5;21.8;7.4;6.1;20.3;12.9;7.4;67.3;62.4;55.8;0.2;2.1;5.9;7.3;32.8;7.4;36.6;2.0;9.9;24.7;7.6;63.4;36.6
576;Mannen;58 jaar;1955 tot 1960;75.9;47.0;18.3;5.9;4.7;24.1;14.6;9.5;66.5;63.1;61.9;0.2;1.5;6.4;8.0;37.2;8.6;31.9;1.2;8.8;22.0;6.2;60.7;39.3
577;Mannen;58 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
578;Mannen;58 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
579;Mannen;58 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
580;Mannen;58 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
581;Mannen;58 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
582;Mannen;58 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
583;Mannen;58 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
584;Mannen;58 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
585;Mannen;59 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
586;Mannen;59 jaar;1930 tot 1935;85.9;12.5;26.6;8.2;38.7;14.1;;;73.1;64.3;14.5;;1.3;2.7;1.5;6.5;2.6;40.5;4.0;9.0;27.3;45.0;;
587;Mannen;59 jaar;1935 tot 1940;84.5;14.8;23.8;10.9;35.0;15.5;6.2;9.3;67.5;63.2;17.5;;1.3;3.1;1.6;7.8;3.3;41.0;4.6;13.2;23.3;41.5;40.0;60.0
588;Mannen;59 jaar;1940 tot 1945;83.5;22.4;27.1;9.7;24.3;16.5;6.8;9.7;69.8;61.4;26.8;0.3;2.2;4.0;3.3;13.5;3.6;44.1;4.6;14.0;25.5;29.1;41.2;58.8
589;Mannen;59 jaar;1945 tot 1950;82.0;31.4;26.5;9.2;14.9;18.0;9.0;9.0;68.9;60.2;38.3;0.4;2.4;5.4;6.2;19.6;4.3;43.5;3.6;14.4;25.5;18.2;50.0;50.0
590;Mannen;59 jaar;1950 tot 1955;79.5;42.1;21.0;8.2;8.1;20.5;12.0;8.5;66.1;61.8;53.0;0.2;2.0;5.8;7.5;30.7;6.7;36.8;2.4;11.7;22.7;10.2;58.4;41.6
591;Mannen;59 jaar;1955 tot 1960;77.1;46.4;18.6;6.3;5.8;22.9;13.3;9.5;66.0;63.7;60.2;0.1;1.6;5.4;8.3;35.9;8.8;32.3;1.3;9.3;21.7;7.5;58.2;41.8
592;Mannen;59 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
593;Mannen;59 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
594;Mannen;59 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
595;Mannen;59 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
596;Mannen;59 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
597;Mannen;59 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
598;Mannen;59 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
599;Mannen;59 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
600;Mannen;60 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
601;Mannen;60 jaar;1930 tot 1935;85.6;9.0;15.1;10.5;51.1;14.4;;;60.4;63.3;10.5;;;2.7;0.7;4.1;1.9;29.9;5.5;10.1;14.2;59.6;;
602;Mannen;60 jaar;1935 tot 1940;83.7;10.5;18.8;11.4;43.0;16.3;4.2;12.1;62.4;60.8;12.5;;1.0;2.6;1.9;4.6;2.2;36.1;5.6;12.5;18.0;51.4;25.9;74.1
603;Mannen;60 jaar;1940 tot 1945;83.3;16.7;20.5;12.6;33.5;16.7;5.5;11.2;62.6;59.3;20.1;0.4;1.6;3.7;3.3;8.3;2.7;39.7;5.9;15.2;18.6;40.2;33.0;67.0
604;Mannen;60 jaar;1945 tot 1950;82.5;27.0;22.3;12.3;20.9;17.5;8.3;9.2;63.5;60.3;32.7;0.4;2.7;4.2;5.4;15.8;4.1;42.0;5.0;16.0;21.0;25.3;47.6;52.4
605;Mannen;60 jaar;1950 tot 1955;79.2;38.3;21.6;9.5;9.8;20.8;11.8;8.9;65.6;60.8;48.4;0.2;2.5;5.7;7.5;26.8;5.6;39.2;2.5;13.0;23.8;12.4;56.9;43.1
606;Mannen;60 jaar;1955 tot 1960;77.9;45.9;18.2;7.8;6.1;22.1;12.4;9.6;64.3;63.1;58.8;0.2;2.0;5.7;9.0;33.1;8.8;33.4;1.9;10.8;20.6;7.8;56.4;43.6
607;Mannen;60 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
608;Mannen;60 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
609;Mannen;60 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
610;Mannen;60 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
611;Mannen;60 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
612;Mannen;60 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
613;Mannen;60 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
614;Mannen;60 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
615;Mannen;61 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
616;Mannen;61 jaar;1930 tot 1935;86.0;6.4;13.6;10.3;55.7;14.0;2.6;11.4;58.1;63.8;7.4;;0.9;1.7;0.8;2.7;1.2;27.9;5.2;10.3;12.3;64.7;18.5;81.5
617;Mannen;61 jaar;1935 tot 1940;83.5;7.9;12.5;13.0;50.0;16.5;3.7;12.8;52.4;64.7;9.5;;0.9;1.5;1.0;3.8;1.8;30.6;6.6;12.8;11.2;59.9;22.2;77.8
618;Mannen;61 jaar;1940 tot 1945;83.9;12.3;15.4;14.6;41.7;16.1;3.9;12.1;54.4;60.3;14.6;0.5;1.6;2.2;2.2;5.8;2.3;35.7;6.2;16.4;13.1;49.6;24.4;75.6
619;Mannen;61 jaar;1945 tot 1950;83.3;23.4;19.9;14.6;25.4;16.7;6.6;10.1;58.9;59.1;28.1;0.7;2.9;3.6;4.9;12.3;3.7;41.4;5.4;18.8;17.2;30.5;39.4;60.6
620;Mannen;61 jaar;1950 tot 1955;78.8;35.1;21.3;10.8;11.5;21.2;10.2;11.1;64.1;60.0;44.6;0.3;2.6;5.3;7.8;23.4;5.2;40.8;3.2;14.4;23.2;14.7;47.8;52.2
621;Mannen;61 jaar;1955 tot 1960;;;;;;;;;;;;;;;;;;;;;;;;
622;Mannen;61 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
623;Mannen;61 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
624;Mannen;61 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
625;Mannen;61 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
626;Mannen;61 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
627;Mannen;61 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
628;Mannen;61 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
629;Mannen;61 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
630;Mannen;62 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
631;Mannen;62 jaar;1930 tot 1935;85.0;5.3;11.0;8.7;60.0;15.0;2.3;12.7;57.8;62.8;6.2;;0.6;1.5;0.5;2.4;1.0;23.2;5.4;8.2;9.7;70.5;15.6;84.4
632;Mannen;62 jaar;1935 tot 1940;84.3;7.6;11.3;13.1;52.4;15.7;2.8;12.9;50.5;63.4;9.0;0.4;1.0;1.7;1.0;3.4;1.5;28.9;6.7;12.6;9.5;62.1;18.0;82.0
633;Mannen;62 jaar;1940 tot 1945;83.6;10.1;11.6;15.0;46.9;16.4;3.6;12.8;48.2;58.3;12.1;0.6;1.7;1.8;2.2;4.1;1.7;31.8;8.0;15.1;8.7;56.1;22.1;77.9
634;Mannen;62 jaar;1945 tot 1950;83.0;18.6;17.3;15.0;32.1;17.0;5.8;11.2;55.6;57.0;22.4;0.9;2.8;2.9;4.0;9.0;2.9;39.0;7.2;18.0;13.8;38.6;34.1;65.9
635;Mannen;62 jaar;1950 tot 1955;79.6;31.8;21.2;12.2;14.5;20.4;9.3;11.1;62.2;59.6;39.9;0.3;2.8;4.7;7.1;20.0;5.0;41.9;4.1;16.5;21.4;18.2;45.8;54.2
636;Mannen;62 jaar;1955 tot 1960;;;;;;;;;;;;;;;;;;;;;;;;
637;Mannen;62 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
638;Mannen;62 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
639;Mannen;62 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
640;Mannen;62 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
641;Mannen;62 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
642;Mannen;62 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
643;Mannen;62 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
644;Mannen;62 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
645;Mannen;63 jaar;1925 tot 1930;87.9;3.5;13.3;7.2;64.0;12.1;;;65.7;62.0;4.0;;;;;;;23.2;5.1;7.1;11.1;72.7;;
646;Mannen;63 jaar;1930 tot 1935;83.6;4.0;9.7;8.0;61.9;16.4;2.5;13.9;56.3;64.0;4.8;;0.6;0.8;0.5;1.5;1.2;21.2;5.1;7.5;8.5;74.2;15.5;84.5
647;Mannen;63 jaar;1935 tot 1940;83.4;7.2;8.8;11.7;55.7;16.6;2.7;14.0;48.1;58.4;8.7;0.5;1.2;1.2;1.2;3.6;0.9;24.6;6.0;11.4;7.2;66.8;16.1;83.9
648;Mannen;63 jaar;1940 tot 1945;83.6;8.4;11.5;13.2;50.6;16.4;3.3;13.0;49.5;54.6;10.0;0.8;1.9;1.3;1.6;3.3;1.2;29.5;8.0;14.0;7.5;60.5;20.2;79.8
649;Mannen;63 jaar;1945 tot 1950;82.5;15.7;14.8;15.3;36.8;17.5;4.9;12.6;51.9;55.5;19.0;0.9;2.8;2.0;3.7;7.1;2.5;36.4;8.1;17.5;10.9;44.6;28.0;72.0
650;Mannen;63 jaar;1950 tot 1955;79.7;27.2;21.0;13.1;18.5;20.3;9.3;11.0;60.9;59.8;34.1;0.4;2.7;4.0;6.5;16.1;4.5;42.8;4.0;18.2;20.6;23.1;45.8;54.2
651;Mannen;63 jaar;1955 tot 1960;;;;;;;;;;;;;;;;;;;;;;;;
652;Mannen;63 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
653;Mannen;63 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
654;Mannen;63 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
655;Mannen;63 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
656;Mannen;63 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
657;Mannen;63 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
658;Mannen;63 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
659;Mannen;63 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
660;Mannen;64 jaar;1925 tot 1930;84.8;5.0;11.3;5.2;63.2;15.2;;;66.4;63.6;5.9;;;;;2.2;;19.5;5.1;6.4;8.0;74.5;;
661;Mannen;64 jaar;1930 tot 1935;83.7;4.2;9.5;7.0;63.0;16.3;1.8;14.5;57.8;63.9;5.0;;0.8;0.8;;1.8;1.1;19.7;5.4;6.8;7.5;75.3;10.9;89.1
662;Mannen;64 jaar;1935 tot 1940;83.0;6.4;10.1;9.9;56.6;17.0;2.6;14.4;53.0;57.8;7.7;0.5;0.8;1.5;1.3;2.5;1.1;24.1;7.4;11.0;5.8;68.2;15.4;84.6
663;Mannen;64 jaar;1940 tot 1945;83.3;7.5;11.3;12.0;52.5;16.7;2.7;14.0;50.7;57.6;9.0;0.5;1.5;0.9;1.8;2.8;1.5;28.0;7.4;12.7;7.9;63.0;16.3;83.7
664;Mannen;64 jaar;1945 tot 1950;82.0;11.6;14.7;14.6;41.1;18.0;4.8;13.2;51.7;56.4;14.2;0.6;2.1;1.2;2.7;5.5;2.0;35.7;8.1;17.6;10.0;50.1;26.4;73.6
665;Mannen;64 jaar;1950 tot 1955;79.6;23.0;20.1;13.8;22.7;20.4;8.0;12.5;59.3;59.5;28.9;0.5;2.4;2.9;6.4;12.6;4.0;42.6;4.9;18.8;18.9;28.5;39.0;61.0
666;Mannen;64 jaar;1955 tot 1960;;;;;;;;;;;;;;;;;;;;;;;;
667;Mannen;64 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
668;Mannen;64 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
669;Mannen;64 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
670;Mannen;64 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
671;Mannen;64 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
672;Mannen;64 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
673;Mannen;64 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
674;Mannen;64 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
675;Vrouwen;20 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
676;Vrouwen;20 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
677;Vrouwen;20 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
678;Vrouwen;20 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
679;Vrouwen;20 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
680;Vrouwen;20 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
681;Vrouwen;20 jaar;1955 tot 1960;;;;;;;;;;;;;;;;;;;;;;;;
682;Vrouwen;20 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
683;Vrouwen;20 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
684;Vrouwen;20 jaar;1970 tot 1975;20.2;10.5;1.4;5.2;3.1;79.8;47.7;32.1;35.9;70.3;51.9;;;3.0;;20.5;26.5;32.9;2.3;3.5;26.6;14.9;59.8;40.2
685;Vrouwen;20 jaar;1975 tot 1980;18.4;10.9;0.8;5.0;1.6;81.6;55.4;26.2;32.4;67.8;59.4;;1.4;6.5;1.9;24.1;24.8;31.8;1.7;4.6;25.6;8.6;67.9;32.1
686;Vrouwen;20 jaar;1980 tot 1985;12.6;7.7;0.8;3.4;0.7;87.4;61.4;26.0;32.9;66.1;61.0;1.7;1.5;8.8;2.1;21.4;25.4;33.3;3.0;4.0;26.3;5.8;70.2;29.8
687;Vrouwen;20 jaar;1985 tot 1990;10.1;6.0;0.5;2.9;0.7;89.9;61.3;28.6;29.9;60.6;59.3;;3.1;10.9;3.4;28.2;12.3;34.1;3.1;6.7;24.3;6.6;68.2;31.8
688;Vrouwen;20 jaar;1990 tot 1995;7.1;3.8;0.5;1.9;0.9;92.9;59.6;33.3;30.3;56.5;53.7;2.3;4.4;9.3;5.5;23.8;8.4;33.8;4.8;6.6;22.4;12.5;64.1;35.9
689;Vrouwen;20 jaar;1995 tot 2000;4.3;2.2;0.3;1.2;0.7;95.7;61.6;34.0;30.3;57.3;50.9;;3.9;6.7;5.9;27.9;4.3;33.2;5.6;10.4;17.2;15.9;64.4;35.6
690;Vrouwen;21 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
691;Vrouwen;21 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
692;Vrouwen;21 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
693;Vrouwen;21 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
694;Vrouwen;21 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
695;Vrouwen;21 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
696;Vrouwen;21 jaar;1955 tot 1960;;;;;;;;;;;;;;;;;;;;;;;;
697;Vrouwen;21 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
698;Vrouwen;21 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
699;Vrouwen;21 jaar;1970 tot 1975;30.8;19.1;2.2;6.1;3.5;69.2;46.4;22.7;39.1;70.0;61.8;;1.0;5.1;1.6;22.4;31.6;26.8;1.8;4.4;20.4;11.2;67.1;32.9
700;Vrouwen;21 jaar;1975 tot 1980;26.3;18.4;1.3;4.8;1.7;73.7;53.7;20.0;36.3;68.4;70.1;;1.7;7.9;2.0;27.5;30.6;23.5;1.3;3.6;18.5;6.2;72.9;27.1
701;Vrouwen;21 jaar;1980 tot 1985;21.1;13.5;1.1;5.3;1.2;78.9;56.8;22.1;32.7;65.9;63.8;1.0;2.0;8.1;3.3;25.5;23.9;30.4;2.2;4.9;23.3;5.8;72.0;28.0
702;Vrouwen;21 jaar;1985 tot 1990;17.4;11.3;0.7;4.3;1.0;82.6;57.2;25.5;31.3;61.2;65.2;1.8;3.6;9.3;5.1;29.2;16.2;29.2;2.1;5.6;21.5;5.5;69.1;30.9
703;Vrouwen;21 jaar;1990 tot 1995;13.1;7.8;0.9;3.3;1.1;86.9;59.3;27.6;32.6;61.6;59.9;1.5;3.5;8.5;6.2;25.1;15.0;32.1;4.1;7.9;20.1;8.1;68.2;31.8
704;Vrouwen;21 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
705;Vrouwen;22 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
706;Vrouwen;22 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
707;Vrouwen;22 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
708;Vrouwen;22 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
709;Vrouwen;22 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
710;Vrouwen;22 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
711;Vrouwen;22 jaar;1955 tot 1960;;;;;;;;;;;;;;;;;;;;;;;;
712;Vrouwen;22 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
713;Vrouwen;22 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;;;;
714;Vrouwen;22 jaar;1970 tot 1975;42.8;28.2;2.9;8.1;3.7;57.2;41.2;16.0;39.3;72.0;65.8;;1.0;5.0;1.5;20.9;37.4;25.6;1.5;3.9;20.0;8.4;72.0;28.0
715;Vrouwen;22 jaar;1975 tot 1980;37.7;26.9;1.5;7.7;1.5;62.3;47.2;15.1;36.0;68.6;71.5;;2.7;6.1;2.1;28.2;32.1;24.4;1.7;1.7;20.9;4.1;75.7;24.3
716;Vrouwen;22 jaar;1980 tot 1985;31.1;20.3;1.6;7.4;1.7;68.9;48.9;19.9;33.8;66.1;65.3;0.9;2.1;8.0;2.3;26.7;25.3;29.1;1.6;4.7;22.8;5.6;71.1;28.9
717;Vrouwen;22 jaar;1985 tot 1990;27.0;18.1;1.3;6.2;1.4;73.0;51.8;21.1;33.7;64.2;66.9;1.2;2.4;8.7;5.3;29.5;19.8;28.0;2.7;5.0;20.3;5.1;71.0;29.0
718;Vrouwen;22 jaar;1990 tot 1995;20.7;13.7;1.3;4.4;1.3;79.3;54.3;24.9;34.2;61.2;66.1;1.6;4.3;10.3;5.7;29.8;14.3;27.9;3.6;6.6;17.6;6.1;68.6;31.4
719;Vrouwen;22 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
720;Vrouwen;23 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
721;Vrouwen;23 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
722;Vrouwen;23 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
723;Vrouwen;23 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
724;Vrouwen;23 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
725;Vrouwen;23 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
726;Vrouwen;23 jaar;1955 tot 1960;;;;;;;;;;;;;;;;;;;;;;;;
727;Vrouwen;23 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
728;Vrouwen;23 jaar;1965 tot 1970;54.7;38.6;2.3;9.9;3.8;45.3;31.2;14.2;39.3;73.9;70.7;;;4.8;;20.2;44.9;22.3;;2.4;19.1;6.1;68.8;31.2
729;Vrouwen;23 jaar;1970 tot 1975;50.8;35.6;2.9;8.8;3.5;49.2;37.0;12.2;40.0;72.3;70.0;;1.1;4.2;2.0;23.1;39.4;23.0;1.2;3.6;18.1;6.8;75.2;24.8
730;Vrouwen;23 jaar;1975 tot 1980;46.5;35.3;1.8;7.8;1.5;53.5;41.9;11.6;38.5;70.4;75.9;0.5;1.6;5.3;2.4;28.5;37.6;20.8;1.0;3.1;16.7;3.3;78.3;21.7
731;Vrouwen;23 jaar;1980 tot 1985;41.6;29.7;1.7;8.9;1.3;58.4;42.0;16.4;35.4;67.9;71.3;0.6;1.8;6.5;2.9;31.0;28.5;25.5;1.7;3.0;20.8;3.2;72.0;28.0
732;Vrouwen;23 jaar;1985 tot 1990;36.7;26.4;1.9;6.9;1.5;63.3;45.9;17.5;36.7;65.6;72.0;0.6;2.6;6.5;4.4;34.8;23.0;24.0;1.4;6.0;16.6;4.1;72.4;27.6
733;Vrouwen;23 jaar;1990 tot 1995;30.0;20.9;1.4;6.2;1.6;70.0;49.1;20.9;35.3;64.1;69.7;1.3;3.5;7.4;5.6;32.9;19.1;25.1;2.1;5.4;17.6;5.2;70.1;29.9
734;Vrouwen;23 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
735;Vrouwen;24 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
736;Vrouwen;24 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
737;Vrouwen;24 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
738;Vrouwen;24 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
739;Vrouwen;24 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
740;Vrouwen;24 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
741;Vrouwen;24 jaar;1955 tot 1960;;;;;;;;;;;;;;;;;;;;;;;;
742;Vrouwen;24 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
743;Vrouwen;24 jaar;1965 tot 1970;63.7;45.3;2.8;12.0;3.6;36.3;27.0;9.2;38.7;73.1;71.1;;;4.4;1.7;22.6;41.6;23.3;0.6;2.6;20.0;5.6;74.5;25.5
744;Vrouwen;24 jaar;1970 tot 1975;61.8;44.6;2.8;11.1;3.2;38.2;28.6;9.7;38.5;72.3;72.2;;0.7;4.1;2.2;25.5;39.9;22.5;1.0;2.8;18.5;5.2;74.7;25.3
745;Vrouwen;24 jaar;1975 tot 1980;55.3;41.2;2.4;9.6;2.1;44.7;34.7;10.0;38.5;71.5;74.6;;0.7;4.1;1.8;31.3;36.3;21.7;0.8;2.9;17.9;3.7;77.6;22.4
746;Vrouwen;24 jaar;1980 tot 1985;51.4;37.4;1.7;10.6;1.8;48.6;36.6;12.0;35.2;69.0;72.7;0.5;1.4;6.1;3.6;31.9;29.3;23.9;1.2;3.2;19.5;3.4;75.3;24.7
747;Vrouwen;24 jaar;1985 tot 1990;47.7;35.3;2.2;8.2;1.9;52.3;38.0;14.3;37.4;67.2;74.0;0.4;2.0;5.2;5.4;36.2;24.9;21.9;1.4;4.4;16.1;4.1;72.6;27.4
748;Vrouwen;24 jaar;1990 tot 1995;39.1;30.7;1.3;5.8;1.3;60.9;43.7;17.2;38.0;66.8;78.5;0.6;2.3;5.6;7.0;37.5;25.5;18.2;1.3;3.7;13.2;3.3;71.7;28.3
749;Vrouwen;24 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
750;Vrouwen;25 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
751;Vrouwen;25 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
752;Vrouwen;25 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
753;Vrouwen;25 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
754;Vrouwen;25 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
755;Vrouwen;25 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
756;Vrouwen;25 jaar;1955 tot 1960;;;;;;;;;;;;;;;;;;;;;;;;
757;Vrouwen;25 jaar;1960 tot 1965;;;;;;;;;;;;;;;;;;;;;;;;
