ID;SoortGezin;AantalKinderen;Regio;Gezinnen_1
302;Totaal aantal gezinnen;Gezinnen met 1 kind;Noord-Brabant;323
303;Totaal aantal gezinnen;Gezinnen met 1 kind;Limburg;45
304;Totaal aantal gezinnen;Gezinnen met 1 kind;Gemeenten met meer dan 100000 inwoners;1141
305;Totaal aantal gezinnen;Gezinnen met 1 kind;Gemeenten met 50001 - 100000 inwoners;159
306;Totaal aantal gezinnen;Gezinnen met 1 kind;Gemeenten met 20001 - 50000 inwoners;332
307;Totaal aantal gezinnen;Gezinnen met 1 kind;Gemeenten met 10001 - 20000 inwoners;561
308;Totaal aantal gezinnen;Gezinnen met 1 kind;Gemeenten met 5001 - 10000 inwoners;442
309;Totaal aantal gezinnen;Gezinnen met 1 kind;Gemeenten met 2001 - 5000 inwoners;526
310;Totaal aantal gezinnen;Gezinnen met 1 kind;Gemeenten met 1001 - 2000 inwoners;146
311;Totaal aantal gezinnen;Gezinnen met 1 kind;Gemeenten met 501 - 1000 inwoners;26
312;Totaal aantal gezinnen;Gezinnen met 1 kind;Gemeenten met 500 of minder inwoners;2
313;Totaal aantal gezinnen;Gezinnen met 1 kind;Groningen, gem. 100001 en meer inw.;197
314;Totaal aantal gezinnen;Gezinnen met 1 kind;Groningen;197
315;Totaal aantal gezinnen;Gezinnen met 1 kind;Groningen, gem. 10001 - 20000 inw.;169
316;Totaal aantal gezinnen;Gezinnen met 1 kind;Groningen, gem. 5001 - 10000 inw.;96
317;Totaal aantal gezinnen;Gezinnen met 1 kind;Groningen, gem. 2001 - 5000 inw.;80
318;Totaal aantal gezinnen;Gezinnen met 1 kind;Groningen, gem. 1001 - 2000 inw.;10
319;Totaal aantal gezinnen;Gezinnen met 1 kind;Friesland, gem. 20001 - 50000 inw.;91
320;Totaal aantal gezinnen;Gezinnen met 1 kind;Leeuwarden;91
321;Totaal aantal gezinnen;Gezinnen met 1 kind;Friesland, gem. 10001 - 20000 inw.;137
322;Totaal aantal gezinnen;Gezinnen met 1 kind;Friesland, gem. 5001 - 10000 inw.;105
323;Totaal aantal gezinnen;Gezinnen met 1 kind;Friesland, gem. 2001 - 5000 inw.;10
324;Totaal aantal gezinnen;Gezinnen met 1 kind;Friesland, gem. 1001 - 2000 inw.;0
325;Totaal aantal gezinnen;Gezinnen met 1 kind;Friesland, gem. 501 - 1000 inw.;4
326;Totaal aantal gezinnen;Gezinnen met 1 kind;Drenthe, gem. 20001 - 50000 inw.;16
327;Totaal aantal gezinnen;Gezinnen met 1 kind;Emmen;16
328;Totaal aantal gezinnen;Gezinnen met 1 kind;Drenthe, gem. 10001 - 20000 inw.;80
329;Totaal aantal gezinnen;Gezinnen met 1 kind;Drenthe, gem. 5001 - 10000 inw.;19
330;Totaal aantal gezinnen;Gezinnen met 1 kind;Drenthe, gem. 2001 - 5000 inw.;9
331;Totaal aantal gezinnen;Gezinnen met 1 kind;Drenthe, gem. 1001 - 2000 inw.;0
332;Totaal aantal gezinnen;Gezinnen met 1 kind;Overijssel, gem. 50001 - 100000 inw.;13
333;Totaal aantal gezinnen;Gezinnen met 1 kind;Enschede;13
334;Totaal aantal gezinnen;Gezinnen met 1 kind;Overijssel, gem. 20001 - 50000 inw.;84
335;Totaal aantal gezinnen;Gezinnen met 1 kind;Almelo;12
336;Totaal aantal gezinnen;Gezinnen met 1 kind;Deventer;19
337;Totaal aantal gezinnen;Gezinnen met 1 kind;Hengelo (O.);5
338;Totaal aantal gezinnen;Gezinnen met 1 kind;Lonneker;0
339;Totaal aantal gezinnen;Gezinnen met 1 kind;Zwolle;48
340;Totaal aantal gezinnen;Gezinnen met 1 kind;Overijssel, gem. 10001 - 20000 inw.;22
341;Totaal aantal gezinnen;Gezinnen met 1 kind;Overijssel, gem. 5001 - 10000 inw.;2
342;Totaal aantal gezinnen;Gezinnen met 1 kind;Overijssel, gem. 2001 - 5000 inw.;47
343;Totaal aantal gezinnen;Gezinnen met 1 kind;Overijssel, gem. 1001 - 2000 inw.;1
344;Totaal aantal gezinnen;Gezinnen met 1 kind;Overijssel, gem. 501 - 1000 inw.;8
345;Totaal aantal gezinnen;Gezinnen met 1 kind;Gelderland, gem. 50001 - 100000 inw.;36
346;Totaal aantal gezinnen;Gezinnen met 1 kind;Apeldoorn;5
347;Totaal aantal gezinnen;Gezinnen met 1 kind;Arnhem;13
348;Totaal aantal gezinnen;Gezinnen met 1 kind;Nijmegen;18
349;Totaal aantal gezinnen;Gezinnen met 1 kind;Gelderland, gem. 20001 - 50000 inw.;5
350;Totaal aantal gezinnen;Gezinnen met 1 kind;Ede;1
351;Totaal aantal gezinnen;Gezinnen met 1 kind;Rheden;4
352;Totaal aantal gezinnen;Gezinnen met 1 kind;Gelderland, gem. 10001 - 20000 inw.;26
353;Totaal aantal gezinnen;Gezinnen met 1 kind;Gelderland, gem. 5001 - 10000 inw.;74
354;Totaal aantal gezinnen;Gezinnen met 1 kind;Gelderland, gem. 2001 - 5000 inw.;107
355;Totaal aantal gezinnen;Gezinnen met 1 kind;Gelderland, gem. 1001 - 2000 inw.;24
356;Totaal aantal gezinnen;Gezinnen met 1 kind;Gelderland, gem. 501 - 1000 inw.;2
357;Totaal aantal gezinnen;Gezinnen met 1 kind;Gelderland, gem. 500 en minder inw.;0
358;Totaal aantal gezinnen;Gezinnen met 1 kind;Utrecht, gem. 100001 en meer inw.;17
359;Totaal aantal gezinnen;Gezinnen met 1 kind;Utrecht;17
360;Totaal aantal gezinnen;Gezinnen met 1 kind;Utrecht, gem. 20001 - 50000 inw.;7
361;Totaal aantal gezinnen;Gezinnen met 1 kind;Amersfoort;5
362;Totaal aantal gezinnen;Gezinnen met 1 kind;Zeist;2
363;Totaal aantal gezinnen;Gezinnen met 1 kind;Utrecht, gem. 10001 - 20000 inw.;4
364;Totaal aantal gezinnen;Gezinnen met 1 kind;Utrecht, gem. 5001 - 10000 inw.;1
365;Totaal aantal gezinnen;Gezinnen met 1 kind;Utrecht, gem. 2001 - 5000 inw.;27
366;Totaal aantal gezinnen;Gezinnen met 1 kind;Utrecht, gem. 1001 - 2000 inw.;3
367;Totaal aantal gezinnen;Gezinnen met 1 kind;Utrecht, gem. 501 - 1000 inw.;1
368;Totaal aantal gezinnen;Gezinnen met 1 kind;Utrecht, gem. 500 en minder inw.;0
369;Totaal aantal gezinnen;Gezinnen met 1 kind;Noord-Holland, gem. 100001 en meer inw.;279
370;Totaal aantal gezinnen;Gezinnen met 1 kind;Amsterdam;261
371;Totaal aantal gezinnen;Gezinnen met 1 kind;Haarlem;18
372;Totaal aantal gezinnen;Gezinnen met 1 kind;Noord-Holland, gem. 50001 - 100000 inw.;4
373;Totaal aantal gezinnen;Gezinnen met 1 kind;Hilversum;4
374;Totaal aantal gezinnen;Gezinnen met 1 kind;Noord-Holland, gem. 20001 - 50000 inw.;46
375;Totaal aantal gezinnen;Gezinnen met 1 kind;Alkmaar;9
376;Totaal aantal gezinnen;Gezinnen met 1 kind;Bussum;0
377;Totaal aantal gezinnen;Gezinnen met 1 kind;Haarlemmermeer;3
378;Totaal aantal gezinnen;Gezinnen met 1 kind;Helder (Den);3
379;Totaal aantal gezinnen;Gezinnen met 1 kind;Velsen;8
380;Totaal aantal gezinnen;Gezinnen met 1 kind;Zaandam;23
381;Totaal aantal gezinnen;Gezinnen met 1 kind;Noord-Holland, gem. 10001 - 20000 inw.;6
382;Totaal aantal gezinnen;Gezinnen met 1 kind;Noord-Holland, gem. 5001 - 10000 inw.;26
383;Totaal aantal gezinnen;Gezinnen met 1 kind;Noord-Holland, gem. 2001 - 5000 inw.;23
384;Totaal aantal gezinnen;Gezinnen met 1 kind;Noord-Holland, gem. 1001 - 2000 inw.;1
385;Totaal aantal gezinnen;Gezinnen met 1 kind;Noord-Holland, gem. 501 - 1000 inw.;0
386;Totaal aantal gezinnen;Gezinnen met 1 kind;Noord-Holland, gem. 500 en minder inw.;2
387;Totaal aantal gezinnen;Gezinnen met 1 kind;Zuid-Holland, gem. 100001 en meer inw.;648
388;Totaal aantal gezinnen;Gezinnen met 1 kind;'s-Gravenhage;24
389;Totaal aantal gezinnen;Gezinnen met 1 kind;Rotterdam;624
390;Totaal aantal gezinnen;Gezinnen met 1 kind;Zuid-Holland, gem. 50001 - 100000 inw.;93
391;Totaal aantal gezinnen;Gezinnen met 1 kind;Delft;3
392;Totaal aantal gezinnen;Gezinnen met 1 kind;Dordrecht;75
393;Totaal aantal gezinnen;Gezinnen met 1 kind;Leiden;6
394;Totaal aantal gezinnen;Gezinnen met 1 kind;Schiedam;9
395;Totaal aantal gezinnen;Gezinnen met 1 kind;Zuid-Holland, gem. 20001 - 50000 inw.;8
396;Totaal aantal gezinnen;Gezinnen met 1 kind;Gouda;5
397;Totaal aantal gezinnen;Gezinnen met 1 kind;Vlaardingen;3
398;Totaal aantal gezinnen;Gezinnen met 1 kind;Zuid-Holland, gem. 10001 - 20000 inw.;47
399;Totaal aantal gezinnen;Gezinnen met 1 kind;Zuid-Holland, gem. 5001 - 10000 inw.;46
400;Totaal aantal gezinnen;Gezinnen met 1 kind;Zuid-Holland, gem. 2001 - 5000 inw.;84
401;Totaal aantal gezinnen;Gezinnen met 1 kind;Zuid-Holland, gem. 1001 - 2000 inw.;16
402;Totaal aantal gezinnen;Gezinnen met 1 kind;Zuid-Holland, gem. 501 - 1000 inw.;7
403;Totaal aantal gezinnen;Gezinnen met 1 kind;Zuid-Holland, gem. 500 en minder inw.;0
404;Totaal aantal gezinnen;Gezinnen met 1 kind;Zeeland, gem. 20001 - 50000 inw.;0
405;Totaal aantal gezinnen;Gezinnen met 1 kind;Vlissingen;0
406;Totaal aantal gezinnen;Gezinnen met 1 kind;Zeeland, gem. 10001 - 20000 inw.;31
407;Totaal aantal gezinnen;Gezinnen met 1 kind;Zeeland, gem. 5001 - 10000 inw.;7
408;Totaal aantal gezinnen;Gezinnen met 1 kind;Zeeland, gem. 2001 - 5000 inw.;48
409;Totaal aantal gezinnen;Gezinnen met 1 kind;Zeeland, gem. 1001 - 2000 inw.;9
410;Totaal aantal gezinnen;Gezinnen met 1 kind;Zeeland, gem. 501 - 1000 inw.;2
411;Totaal aantal gezinnen;Gezinnen met 1 kind;Zeeland, gem. 500 en minder inw.;0
412;Totaal aantal gezinnen;Gezinnen met 1 kind;Noord-Brabant, gem. 50001 - 100000 inw.;9
413;Totaal aantal gezinnen;Gezinnen met 1 kind;Eindhoven;7
414;Totaal aantal gezinnen;Gezinnen met 1 kind;Tilburg;2
415;Totaal aantal gezinnen;Gezinnen met 1 kind;Noord-Brabant, gem. 20001 - 50000 inw.;62
416;Totaal aantal gezinnen;Gezinnen met 1 kind;Bergen op Zoom;13
417;Totaal aantal gezinnen;Gezinnen met 1 kind;Breda;9
418;Totaal aantal gezinnen;Gezinnen met 1 kind;Helmond;6
419;Totaal aantal gezinnen;Gezinnen met 1 kind;'s-Hertogenbosch;24
420;Totaal aantal gezinnen;Gezinnen met 1 kind;Roosendaal en Nispen;10
421;Totaal aantal gezinnen;Gezinnen met 1 kind;Noord-Brabant, gem. 10001 - 20000 inw.;19
422;Totaal aantal gezinnen;Gezinnen met 1 kind;Noord-Brabant, gem. 5001 - 10000 inw.;64
423;Totaal aantal gezinnen;Gezinnen met 1 kind;Noord-Brabant, gem. 2001 - 5000 inw.;91
424;Totaal aantal gezinnen;Gezinnen met 1 kind;Noord-Brabant, gem. 1001 - 2000 inw.;76
425;Totaal aantal gezinnen;Gezinnen met 1 kind;Noord-Brabant, gem. 501 - 1000 inw.;2
426;Totaal aantal gezinnen;Gezinnen met 1 kind;Limburg, gem. 50001 - 100000 inw.;4
427;Totaal aantal gezinnen;Gezinnen met 1 kind;Maastricht;4
428;Totaal aantal gezinnen;Gezinnen met 1 kind;Limburg, gem. 20001 - 50000 inw.;13
429;Totaal aantal gezinnen;Gezinnen met 1 kind;Heerlen;5
430;Totaal aantal gezinnen;Gezinnen met 1 kind;Kerkrade;0
431;Totaal aantal gezinnen;Gezinnen met 1 kind;Venlo;8
432;Totaal aantal gezinnen;Gezinnen met 1 kind;Limburg, gem. 10001 - 20000 inw.;20
433;Totaal aantal gezinnen;Gezinnen met 1 kind;Limburg, gem. 5001 - 10000 inw.;2
434;Totaal aantal gezinnen;Gezinnen met 1 kind;Limburg, gem. 2001 - 5000 inw.;0
435;Totaal aantal gezinnen;Gezinnen met 1 kind;Limburg, gem. 1001 - 2000 inw.;6
436;Totaal aantal gezinnen;Gezinnen met 1 kind;Limburg, gem. 501 - 1000 inw.;0
437;Totaal aantal gezinnen;Gezinnen met 1 kind;Limburg, gem. 500 en minder inw.;0
438;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Nederland;3181
439;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Groningen (provincie);602
440;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Friesland;327
441;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Drenthe;109
442;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Overijssel;190
443;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Gelderland;237
444;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Utrecht (provincie);66
445;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Noord-Holland;353
446;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Zuid-Holland;826
447;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Zeeland;93
448;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Noord-Brabant;320
449;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Limburg;58
450;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Gemeenten met meer dan 100000 inwoners;1062
451;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Gemeenten met 50001 - 100000 inwoners;142
452;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Gemeenten met 20001 - 50000 inwoners;272
453;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Gemeenten met 10001 - 20000 inwoners;586
454;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Gemeenten met 5001 - 10000 inwoners;404
455;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Gemeenten met 2001 - 5000 inwoners;556
456;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Gemeenten met 1001 - 2000 inwoners;130
457;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Gemeenten met 501 - 1000 inwoners;28
458;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Gemeenten met 500 of minder inwoners;1
459;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Groningen, gem. 100001 en meer inw.;218
460;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Groningen;218
461;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Groningen, gem. 10001 - 20000 inw.;198
462;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Groningen, gem. 5001 - 10000 inw.;100
463;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Groningen, gem. 2001 - 5000 inw.;71
464;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Groningen, gem. 1001 - 2000 inw.;15
465;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Friesland, gem. 20001 - 50000 inw.;55
466;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Leeuwarden;55
467;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Friesland, gem. 10001 - 20000 inw.;152
468;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Friesland, gem. 5001 - 10000 inw.;102
469;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Friesland, gem. 2001 - 5000 inw.;11
470;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Friesland, gem. 1001 - 2000 inw.;0
471;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Friesland, gem. 501 - 1000 inw.;7
472;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Drenthe, gem. 20001 - 50000 inw.;10
473;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Emmen;10
474;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Drenthe, gem. 10001 - 20000 inw.;76
475;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Drenthe, gem. 5001 - 10000 inw.;14
476;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Drenthe, gem. 2001 - 5000 inw.;9
477;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Drenthe, gem. 1001 - 2000 inw.;0
478;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Overijssel, gem. 50001 - 100000 inw.;13
479;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Enschede;13
480;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Overijssel, gem. 20001 - 50000 inw.;66
481;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Almelo;9
482;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Deventer;14
483;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Hengelo (O.);1
484;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Lonneker;0
485;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Zwolle;42
486;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Overijssel, gem. 10001 - 20000 inw.;29
487;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Overijssel, gem. 5001 - 10000 inw.;0
488;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Overijssel, gem. 2001 - 5000 inw.;75
489;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Overijssel, gem. 1001 - 2000 inw.;0
490;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Overijssel, gem. 501 - 1000 inw.;7
491;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Gelderland, gem. 50001 - 100000 inw.;34
492;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Apeldoorn;6
493;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Arnhem;15
494;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Nijmegen;13
495;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Gelderland, gem. 20001 - 50000 inw.;2
496;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Ede;0
497;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Rheden;2
498;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Gelderland, gem. 10001 - 20000 inw.;33
499;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Gelderland, gem. 5001 - 10000 inw.;56
500;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Gelderland, gem. 2001 - 5000 inw.;89
501;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Gelderland, gem. 1001 - 2000 inw.;21
502;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Gelderland, gem. 501 - 1000 inw.;2
503;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Gelderland, gem. 500 en minder inw.;0
504;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Utrecht, gem. 100001 en meer inw.;14
505;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Utrecht;14
506;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Utrecht, gem. 20001 - 50000 inw.;8
507;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Amersfoort;8
508;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Zeist;0
509;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Utrecht, gem. 10001 - 20000 inw.;0
510;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Utrecht, gem. 5001 - 10000 inw.;1
511;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Utrecht, gem. 2001 - 5000 inw.;39
512;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Utrecht, gem. 1001 - 2000 inw.;3
513;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Utrecht, gem. 501 - 1000 inw.;1
514;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Utrecht, gem. 500 en minder inw.;0
515;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Noord-Holland, gem. 100001 en meer inw.;265
516;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Amsterdam;251
517;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Haarlem;14
518;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Noord-Holland, gem. 50001 - 100000 inw.;3
519;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Hilversum;3
520;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Noord-Holland, gem. 20001 - 50000 inw.;34
521;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Alkmaar;7
522;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Bussum;5
523;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Haarlemmermeer;2
524;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Helder (Den);1
525;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Velsen;4
526;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Zaandam;15
527;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Noord-Holland, gem. 10001 - 20000 inw.;3
528;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Noord-Holland, gem. 5001 - 10000 inw.;19
529;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Noord-Holland, gem. 2001 - 5000 inw.;24
530;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Noord-Holland, gem. 1001 - 2000 inw.;3
531;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Noord-Holland, gem. 501 - 1000 inw.;1
532;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Noord-Holland, gem. 500 en minder inw.;1
533;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Zuid-Holland, gem. 100001 en meer inw.;565
534;Totaal aantal gezinnen;Gezinnen met 2 kinderen;'s-Gravenhage;11
535;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Rotterdam;554
536;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Zuid-Holland, gem. 50001 - 100000 inw.;62
537;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Delft;3
538;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Dordrecht;47
539;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Leiden;8
540;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Schiedam;4
541;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Zuid-Holland, gem. 20001 - 50000 inw.;11
542;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Gouda;8
543;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Vlaardingen;3
544;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Zuid-Holland, gem. 10001 - 20000 inw.;34
545;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Zuid-Holland, gem. 5001 - 10000 inw.;41
546;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Zuid-Holland, gem. 2001 - 5000 inw.;95
547;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Zuid-Holland, gem. 1001 - 2000 inw.;11
548;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Zuid-Holland, gem. 501 - 1000 inw.;7
549;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Zuid-Holland, gem. 500 en minder inw.;0
550;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Zeeland, gem. 20001 - 50000 inw.;0
551;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Vlissingen;0
552;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Zeeland, gem. 10001 - 20000 inw.;26
553;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Zeeland, gem. 5001 - 10000 inw.;7
554;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Zeeland, gem. 2001 - 5000 inw.;49
555;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Zeeland, gem. 1001 - 2000 inw.;9
556;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Zeeland, gem. 501 - 1000 inw.;2
557;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Zeeland, gem. 500 en minder inw.;0
558;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Noord-Brabant, gem. 50001 - 100000 inw.;20
559;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Eindhoven;17
560;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Tilburg;3
561;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Noord-Brabant, gem. 20001 - 50000 inw.;66
562;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Bergen op Zoom;9
563;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Breda;13
564;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Helmond;5
565;Totaal aantal gezinnen;Gezinnen met 2 kinderen;'s-Hertogenbosch;27
566;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Roosendaal en Nispen;12
567;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Noord-Brabant, gem. 10001 - 20000 inw.;16
568;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Noord-Brabant, gem. 5001 - 10000 inw.;64
569;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Noord-Brabant, gem. 2001 - 5000 inw.;91
570;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Noord-Brabant, gem. 1001 - 2000 inw.;63
571;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Noord-Brabant, gem. 501 - 1000 inw.;0
572;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Limburg, gem. 50001 - 100000 inw.;10
573;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Maastricht;10
574;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Limburg, gem. 20001 - 50000 inw.;20
575;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Heerlen;11
576;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Kerkrade;2
577;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Venlo;7
578;Totaal aantal gezinnen;Gezinnen met 2 kinderen;Limburg, gem. 10001 - 20000 inw.;19
