ID;BindingArbeidsmarkt;Geslacht;Persoonskenmerken;Perioden;AantalPersonen_1;GemiddeldPersoonlijkPrimairInkomen_2;GemiddeldPersoonlijkOverdrachtsinkomen_3;GemiddeldPersoonlijkInkomen_4;GemiddeldGestandaardiseerdInkomen_5;AantalPersonenMetInkomen_6;GemiddeldPersoonlijkPrimairInkomen_7;GemiddeldPersoonlijkOverdrachtsinkomen_8;GemiddeldPersoonlijkInkomen_9;GemiddeldGestandaardiseerdInkomen_10
3465;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: laag;2006;76.0;3.1;25.0;27.3;18.6;76.0;3.1;25.0;27.3;18.6
3466;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: laag;2007;70.0;3.8;25.4;28.1;20.4;68.0;3.8;25.7;28.4;20.4
3467;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: laag;2008;68.0;3.6;27.1;29.9;21.1;66.0;3.6;27.4;30.1;21.1
3468;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: laag;2009;60.0;3.6;26.3;29.1;20.6;58.0;4.1;27.0;30.2;21.2
3469;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: laag;2010;61.0;4.7;27.1;30.6;21.5;60.0;4.7;27.4;31.0;21.5
3470;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: laag;2011;65.0;3.9;28.1;31.2;20.9;64.0;4.0;28.4;31.6;20.9
3471;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: laag;2012;53.0;4.3;29.6;33.0;21.9;52.0;4.4;29.8;33.2;21.9
3472;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: middelbaar;2005;105.0;5.2;29.3;33.0;21.9;102.0;5.3;29.7;33.5;21.8
3473;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: middelbaar;2006;109.0;4.4;30.9;34.1;21.8;106.0;4.4;31.2;34.5;21.8
3474;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: middelbaar;2007;99.0;5.4;32.5;36.6;23.7;97.0;5.5;32.9;37.0;23.7
3475;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: middelbaar;2008;93.0;5.2;31.7;35.7;23.1;90.0;5.3;32.3;36.4;23.2
3476;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: middelbaar;2009;86.0;5.6;32.2;36.5;23.0;84.0;6.1;32.9;37.6;23.7
3477;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: middelbaar;2010;83.0;5.4;32.5;36.8;23.2;82.0;5.4;32.7;37.1;23.3
3478;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: middelbaar;2011;80.0;4.6;33.4;37.0;23.0;78.0;4.6;34.0;37.7;23.3
3479;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: middelbaar;2012;66.0;4.8;32.6;36.3;23.2;64.0;4.9;33.3;37.2;23.5
3480;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: hoog;2005;69.0;8.4;42.4;48.5;30.6;67.0;8.6;43.2;49.5;30.8
3481;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: hoog;2006;74.0;7.8;45.7;51.8;30.4;71.0;8.0;46.4;52.6;30.4
3482;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: hoog;2007;69.0;6.8;46.9;52.2;32.4;67.0;6.9;47.7;53.2;32.5
3483;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: hoog;2008;62.0;8.3;48.6;55.1;33.1;60.0;8.5;49.7;56.4;33.4
3484;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: hoog;2009;62.0;7.4;48.2;54.1;32.3;58.0;8.2;49.4;55.9;33.8
3485;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: hoog;2010;59.0;6.0;46.8;51.5;31.1;56.0;6.2;48.1;53.0;31.3
3486;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: hoog;2011;50.0;9.4;46.2;53.8;30.6;48.0;9.6;47.1;54.9;30.8
3487;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: hoog;2012;47.0;10.7;48.2;57.0;33.7;46.0;10.8;48.8;57.7;34.0
3488;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: onbekend;2005;;;;;;;;;;
3489;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: onbekend;2006;;;;;;;;;;
3490;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: onbekend;2007;;;;;;;;;;
3491;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: onbekend;2008;;;;;;;;;;
3492;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: onbekend;2009;;;;;;;;;;
3493;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: onbekend;2010;;;;;;;;;;
3494;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: onbekend;2011;;;;;;;;;;
3495;Wil/kan niet werken: pensioen/VUT;3000;Onderwijsniveau: onbekend;2012;;;;;;;;;;
3496;Wil/kan niet werken: pensioen/VUT;3000;Eenpersoonshuishouden;2005;33.0;3.0;26.9;28.8;19.5;32.0;3.0;27.2;29.1;19.6
3497;Wil/kan niet werken: pensioen/VUT;3000;Eenpersoonshuishouden;2006;34.0;2.7;27.5;29.3;19.9;33.0;2.7;28.0;29.9;19.6
3498;Wil/kan niet werken: pensioen/VUT;3000;Eenpersoonshuishouden;2007;34.0;4.5;29.1;32.1;22.3;33.0;4.6;29.5;32.5;22.5
3499;Wil/kan niet werken: pensioen/VUT;3000;Eenpersoonshuishouden;2008;28.0;2.4;31.0;32.5;21.9;27.0;2.4;31.3;32.9;22.0
3500;Wil/kan niet werken: pensioen/VUT;3000;Eenpersoonshuishouden;2009;26.0;3.1;32.4;34.5;22.9;25.0;3.5;33.6;36.0;23.5
3501;Wil/kan niet werken: pensioen/VUT;3000;Eenpersoonshuishouden;2010;26.0;2.9;31.8;34.0;23.8;26.0;2.9;32.1;34.3;23.7
3502;Wil/kan niet werken: pensioen/VUT;3000;Eenpersoonshuishouden;2011;29.0;2.1;29.0;30.4;20.6;28.0;2.1;29.5;30.9;20.6
3503;Wil/kan niet werken: pensioen/VUT;3000;Eenpersoonshuishouden;2012;26.0;3.0;29.4;31.7;20.6;26.0;3.0;29.7;32.0;20.7
3504;Wil/kan niet werken: pensioen/VUT;3000;Alleenstaande ouder;2005;3.0;;;;;3.0;;;;
3505;Wil/kan niet werken: pensioen/VUT;3000;Alleenstaande ouder;2006;;;;;;;;;;
3506;Wil/kan niet werken: pensioen/VUT;3000;Alleenstaande ouder;2007;;;;;;;;;;
3507;Wil/kan niet werken: pensioen/VUT;3000;Alleenstaande ouder;2008;;;;;;;;;;
3508;Wil/kan niet werken: pensioen/VUT;3000;Alleenstaande ouder;2009;2.0;;;;;;;;;
3509;Wil/kan niet werken: pensioen/VUT;3000;Alleenstaande ouder;2010;2.0;;;;;2.0;;;;
3510;Wil/kan niet werken: pensioen/VUT;3000;Alleenstaande ouder;2011;;;;;;;;;;
3511;Wil/kan niet werken: pensioen/VUT;3000;Alleenstaande ouder;2012;2.0;;;;;2.0;;;;
3512;Wil/kan niet werken: pensioen/VUT;3000;Lid van ouderpaar;2005;31.0;7.4;30.4;36.0;24.6;29.0;7.5;30.8;36.6;24.7
3513;Wil/kan niet werken: pensioen/VUT;3000;Lid van ouderpaar;2006;31.0;6.5;32.9;37.8;25.7;30.0;6.5;33.1;38.0;25.7
3514;Wil/kan niet werken: pensioen/VUT;3000;Lid van ouderpaar;2007;27.0;7.1;30.7;36.4;27.7;25.0;7.3;31.5;37.4;27.6
3515;Wil/kan niet werken: pensioen/VUT;3000;Lid van ouderpaar;2008;22.0;7.6;32.4;38.5;28.7;19.0;;;;
3516;Wil/kan niet werken: pensioen/VUT;3000;Lid van ouderpaar;2009;20.0;9.6;31.4;39.2;25.8;18.0;;;;
3517;Wil/kan niet werken: pensioen/VUT;3000;Lid van ouderpaar;2010;19.0;;;;;18.0;;;;
3518;Wil/kan niet werken: pensioen/VUT;3000;Lid van ouderpaar;2011;19.0;;;;;19.0;;;;
3519;Wil/kan niet werken: pensioen/VUT;3000;Lid van ouderpaar;2012;16.0;;;;;15.0;;;;
3520;Wil/kan niet werken: pensioen/VUT;3000;Lid van paar (geen ouder);2005;185.0;6.0;32.5;36.8;23.8;181.0;6.1;32.9;37.3;23.9
3521;Wil/kan niet werken: pensioen/VUT;3000;Lid van paar (geen ouder);2006;192.0;5.2;34.5;38.5;23.5;189.0;5.2;34.8;38.8;23.4
3522;Wil/kan niet werken: pensioen/VUT;3000;Lid van paar (geen ouder);2007;176.0;5.3;36.3;40.3;25.5;172.0;5.3;36.7;40.8;25.5
3523;Wil/kan niet werken: pensioen/VUT;3000;Lid van paar (geen ouder);2008;172.0;5.9;36.1;40.7;25.4;167.0;6.0;36.8;41.4;25.6
3524;Wil/kan niet werken: pensioen/VUT;3000;Lid van paar (geen ouder);2009;159.0;5.6;36.2;40.5;25.2;154.0;6.1;37.4;42.2;26.4
3525;Wil/kan niet werken: pensioen/VUT;3000;Lid van paar (geen ouder);2010;156.0;5.1;36.1;40.2;24.8;153.0;5.2;36.6;40.7;24.8
3526;Wil/kan niet werken: pensioen/VUT;3000;Lid van paar (geen ouder);2011;145.0;5.4;36.2;40.6;24.4;142.0;5.5;36.7;41.1;24.5
3527;Wil/kan niet werken: pensioen/VUT;3000;Lid van paar (geen ouder);2012;122.0;7.0;37.8;43.5;26.6;120.0;7.1;38.3;44.0;26.8
3528;Wil/kan niet werken: pensioen/VUT;3000;Overig lid huishouden;2005;2.0;;;;;2.0;;;;
3529;Wil/kan niet werken: pensioen/VUT;3000;Overig lid huishouden;2006;2.0;;;;;2.0;;;;
3530;Wil/kan niet werken: pensioen/VUT;3000;Overig lid huishouden;2007;2.0;;;;;2.0;;;;
3531;Wil/kan niet werken: pensioen/VUT;3000;Overig lid huishouden;2008;2.0;;;;;2.0;;;;
3532;Wil/kan niet werken: pensioen/VUT;3000;Overig lid huishouden;2009;2.0;;;;;;;;;
3533;Wil/kan niet werken: pensioen/VUT;3000;Overig lid huishouden;2010;;;;;;;;;;
3534;Wil/kan niet werken: pensioen/VUT;3000;Overig lid huishouden;2011;2.0;;;;;;;;;
3535;Wil/kan niet werken: pensioen/VUT;3000;Overig lid huishouden;2012;;;;;;;;;;
3536;Wil/kan niet werken: pensioen/VUT;4000;Totaal persoonskenmerken;2005;313.0;1.2;8.2;9.2;22.4;178.0;2.2;14.4;16.1;22.1
3537;Wil/kan niet werken: pensioen/VUT;4000;Totaal persoonskenmerken;2006;315.0;1.2;8.1;9.1;22.5;181.0;2.0;14.0;15.7;22.7
3538;Wil/kan niet werken: pensioen/VUT;4000;Totaal persoonskenmerken;2007;293.0;1.4;8.6;9.8;24.6;174.0;2.4;14.5;16.5;25.5
3539;Wil/kan niet werken: pensioen/VUT;4000;Totaal persoonskenmerken;2008;286.0;1.5;8.6;9.8;25.0;167.0;2.5;14.5;16.6;26.1
3540;Wil/kan niet werken: pensioen/VUT;4000;Totaal persoonskenmerken;2009;264.0;1.1;8.6;9.5;24.8;154.0;2.2;14.7;16.6;26.6
3541;Wil/kan niet werken: pensioen/VUT;4000;Totaal persoonskenmerken;2010;259.0;1.5;8.9;10.1;24.6;160.0;2.4;14.3;16.2;25.0
3542;Wil/kan niet werken: pensioen/VUT;4000;Totaal persoonskenmerken;2011;248.0;1.5;8.7;10.0;24.5;160.0;2.3;13.4;15.3;25.2
3543;Wil/kan niet werken: pensioen/VUT;4000;Totaal persoonskenmerken;2012;214.0;1.9;9.1;10.8;25.0;139.0;2.9;14.0;16.5;25.8
3544;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 15 tot 25 jaar;2005;;;;;;;;;;
3545;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 15 tot 25 jaar;2006;;;;;;;;;;
3546;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 15 tot 25 jaar;2007;;;;;;;;;;
3547;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 15 tot 25 jaar;2008;;;;;;;;;;
3548;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 15 tot 25 jaar;2009;;;;;;;;;;
3549;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 15 tot 25 jaar;2010;;;;;;;;;;
3550;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 15 tot 25 jaar;2011;;;;;;;;;;
3551;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 15 tot 25 jaar;2012;;;;;;;;;;
3552;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 25 tot 45 jaar;2005;;;;;;;;;;
3553;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 25 tot 45 jaar;2006;;;;;;;;;;
3554;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 25 tot 45 jaar;2007;;;;;;;;;;
3555;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 25 tot 45 jaar;2008;;;;;;;;;;
3556;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 25 tot 45 jaar;2009;;;;;;;;;;
3557;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 25 tot 45 jaar;2010;;;;;;;;;;
3558;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 25 tot 45 jaar;2011;;;;;;;;;;
3559;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 25 tot 45 jaar;2012;;;;;;;;;;
3560;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 45 tot 65 jaar;2005;313.0;1.2;8.2;9.2;22.4;178.0;2.2;14.4;16.1;22.1
3561;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 45 tot 65 jaar;2006;315.0;1.2;8.1;9.1;22.5;181.0;2.0;14.0;15.7;22.7
3562;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 45 tot 65 jaar;2007;293.0;1.4;8.6;9.8;24.6;174.0;2.4;14.5;16.5;25.5
3563;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 45 tot 65 jaar;2008;286.0;1.5;8.6;9.8;25.0;167.0;2.5;14.5;16.6;26.1
3564;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 45 tot 65 jaar;2009;264.0;1.1;8.6;9.5;24.8;154.0;2.2;14.7;16.6;26.6
3565;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 45 tot 65 jaar;2010;259.0;1.5;8.9;10.1;24.6;160.0;2.4;14.3;16.2;25.0
3566;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 45 tot 65 jaar;2011;248.0;1.5;8.7;10.0;24.5;160.0;2.3;13.4;15.3;25.2
3567;Wil/kan niet werken: pensioen/VUT;4000;Leeftijd: 45 tot 65 jaar;2012;214.0;1.9;9.1;10.8;25.0;139.0;2.9;14.0;16.5;25.9
3568;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Autochtonen;2005;274.0;1.2;7.9;8.9;22.4;153.0;2.2;14.1;15.8;22.3
3569;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Autochtonen;2006;277.0;1.1;7.9;8.9;22.4;158.0;2.0;13.8;15.5;22.7
3570;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Autochtonen;2007;259.0;1.4;8.3;9.5;24.4;151.0;2.4;14.2;16.2;25.3
3571;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Autochtonen;2008;253.0;1.4;8.5;9.7;25.1;147.0;2.4;14.4;16.4;26.2
3572;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Autochtonen;2009;233.0;1.1;8.5;9.4;24.8;136.0;2.1;14.7;16.5;26.7
3573;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Autochtonen;2010;230.0;1.5;8.8;10.0;24.7;142.0;2.5;14.2;16.2;25.2
3574;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Autochtonen;2011;220.0;1.4;8.5;9.7;24.2;141.0;2.2;13.2;15.1;25.0
3575;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Autochtonen;2012;189.0;1.8;9.0;10.5;25.1;123.0;2.8;13.7;16.1;26.0
3576;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Westerse allochtonen;2005;31.0;1.4;9.9;10.9;22.7;19.0;;;;
3577;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Westerse allochtonen;2006;32.0;1.3;9.4;10.4;23.5;19.0;;;;
3578;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Westerse allochtonen;2007;28.0;1.8;10.8;12.1;27.7;18.0;;;;
3579;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Westerse allochtonen;2008;26.0;2.0;9.0;10.5;25.4;15.0;;;;
3580;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Westerse allochtonen;2009;25.0;1.5;8.2;9.6;26.4;14.0;;;;
3581;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Westerse allochtonen;2010;24.0;1.1;9.0;9.9;25.2;14.0;;;;
3582;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Westerse allochtonen;2011;23.0;1.8;9.5;11.1;27.3;15.0;;;;
3583;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Westerse allochtonen;2012;20.0;2.3;10.9;13.0;24.9;13.0;;;;
3584;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Niet-westerse allochtonen;2005;8.0;;;;;6.0;;;;
3585;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Niet-westerse allochtonen;2006;6.0;;;;;4.0;;;;
3586;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Niet-westerse allochtonen;2007;6.0;;;;;5.0;;;;
3587;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Niet-westerse allochtonen;2008;7.0;;;;;4.0;;;;
3588;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Niet-westerse allochtonen;2009;7.0;;;;;4.0;;;;
3589;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Niet-westerse allochtonen;2010;6.0;;;;;4.0;;;;
3590;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Niet-westerse allochtonen;2011;5.0;;;;;4.0;;;;
3591;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: Niet-westerse allochtonen;2012;5.0;;;;;3.0;;;;
3592;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: onbekend;2005;;;;;;;;;;
3593;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: onbekend;2006;;;;;;;;;;
3594;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: onbekend;2007;;;;;;;;;;
3595;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: onbekend;2008;;;;;;;;;;
3596;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: onbekend;2009;;;;;;;;;;
3597;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: onbekend;2010;;;;;;;;;;
3598;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: onbekend;2011;;;;;;;;;;
3599;Wil/kan niet werken: pensioen/VUT;4000;Herkomst: onbekend;2012;;;;;;;;;;
3600;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: laag;2005;179.0;0.9;5.7;6.5;19.3;89.0;1.8;11.4;12.9;18.9
3601;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: laag;2006;181.0;0.7;5.6;6.2;19.7;92.0;1.4;10.9;12.2;19.6
3602;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: laag;2007;167.0;0.9;5.7;6.5;21.1;88.0;1.7;10.8;12.4;21.0
3603;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: laag;2008;160.0;1.1;5.3;6.2;21.3;81.0;2.1;10.3;12.1;21.7
3604;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: laag;2009;147.0;0.8;5.2;5.9;21.7;74.0;1.9;9.8;11.5;22.5
3605;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: laag;2010;141.0;1.2;5.7;6.7;21.5;77.0;2.1;10.5;12.2;21.3
3606;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: laag;2011;141.0;1.1;6.1;7.0;21.6;83.0;1.8;10.3;11.8;22.1
3607;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: laag;2012;117.0;1.3;6.0;7.3;22.3;68.0;2.3;10.3;12.4;22.7
3608;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: middelbaar;2005;90.0;1.4;9.3;10.4;24.6;56.0;2.3;15.0;16.7;22.6
3609;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: middelbaar;2006;91.0;1.6;9.0;10.3;24.0;57.0;2.4;14.2;16.2;23.3
3610;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: middelbaar;2007;87.0;1.8;9.9;11.3;26.9;56.0;2.8;15.1;17.3;27.1
3611;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: middelbaar;2008;86.0;1.8;10.2;11.7;27.1;55.0;2.8;15.6;17.9;27.5
3612;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: middelbaar;2009;77.0;1.3;10.0;11.1;26.2;50.0;2.4;15.0;17.1;27.7
3613;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: middelbaar;2010;77.0;1.6;9.4;10.8;26.3;52.0;2.4;13.9;16.0;26.4
3614;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: middelbaar;2011;70.0;1.6;9.2;10.6;25.6;47.0;2.4;13.5;15.6;25.0
3615;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: middelbaar;2012;63.0;2.1;10.1;12.0;26.4;44.0;3.0;14.4;17.0;26.5
3616;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: hoog;2005;41.0;2.4;16.6;18.4;31.2;31.0;3.2;21.7;24.1;30.9
3617;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: hoog;2006;41.0;2.3;17.6;19.3;31.4;30.0;3.1;23.2;25.5;31.0
3618;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: hoog;2007;38.0;3.0;18.9;21.4;35.2;29.0;3.8;24.2;27.3;36.0
3619;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: hoog;2008;39.0;2.3;18.4;20.3;35.5;30.0;2.9;23.7;26.1;35.5
3620;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: hoog;2009;39.0;1.8;18.6;20.0;34.0;29.0;2.5;25.1;27.1;33.9
3621;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: hoog;2010;40.0;2.3;19.4;21.0;32.7;31.0;2.9;24.7;26.7;31.8
3622;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: hoog;2011;36.0;2.8;17.7;20.0;33.4;29.0;3.5;21.9;24.9;34.3
3623;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: hoog;2012;33.0;3.2;18.5;21.2;32.0;26.0;3.9;22.8;26.1;32.9
3624;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: onbekend;2005;2.0;;;;;;;;;
3625;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: onbekend;2006;2.0;;;;;;;;;
3626;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: onbekend;2007;;;;;;;;;;
3627;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: onbekend;2008;;;;;;;;;;
3628;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: onbekend;2009;;;;;;;;;;
3629;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: onbekend;2010;;;;;;;;;;
3630;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: onbekend;2011;;;;;;;;;;
3631;Wil/kan niet werken: pensioen/VUT;4000;Onderwijsniveau: onbekend;2012;;;;;;;;;;
3632;Wil/kan niet werken: pensioen/VUT;4000;Eenpersoonshuishouden;2005;57.0;1.4;24.1;25.0;18.0;57.0;1.4;24.1;25.1;18.0
3633;Wil/kan niet werken: pensioen/VUT;4000;Eenpersoonshuishouden;2006;56.0;1.1;24.7;25.6;18.0;55.0;1.2;24.8;25.6;18.0
3634;Wil/kan niet werken: pensioen/VUT;4000;Eenpersoonshuishouden;2007;48.0;1.5;27.2;28.3;20.4;47.0;1.5;27.3;28.3;20.4
3635;Wil/kan niet werken: pensioen/VUT;4000;Eenpersoonshuishouden;2008;41.0;1.8;26.3;27.6;19.9;40.0;1.8;26.4;27.8;20.0
3636;Wil/kan niet werken: pensioen/VUT;4000;Eenpersoonshuishouden;2009;39.0;1.0;26.3;27.1;20.4;38.0;1.3;28.7;29.7;21.5
3637;Wil/kan niet werken: pensioen/VUT;4000;Eenpersoonshuishouden;2010;43.0;1.7;25.9;27.0;19.8;43.0;1.7;26.0;27.2;19.8
3638;Wil/kan niet werken: pensioen/VUT;4000;Eenpersoonshuishouden;2011;39.0;1.4;27.0;28.0;19.4;38.0;1.4;27.1;28.2;19.5
3639;Wil/kan niet werken: pensioen/VUT;4000;Eenpersoonshuishouden;2012;33.0;1.8;28.9;30.5;20.7;32.0;1.8;28.9;30.5;20.7
3640;Wil/kan niet werken: pensioen/VUT;4000;Alleenstaande ouder;2005;6.0;;;;;6.0;;;;
3641;Wil/kan niet werken: pensioen/VUT;4000;Alleenstaande ouder;2006;5.0;;;;;5.0;;;;
3642;Wil/kan niet werken: pensioen/VUT;4000;Alleenstaande ouder;2007;5.0;;;;;4.0;;;;
3643;Wil/kan niet werken: pensioen/VUT;4000;Alleenstaande ouder;2008;5.0;;;;;4.0;;;;
3644;Wil/kan niet werken: pensioen/VUT;4000;Alleenstaande ouder;2009;4.0;;;;;3.0;;;;
3645;Wil/kan niet werken: pensioen/VUT;4000;Alleenstaande ouder;2010;3.0;;;;;3.0;;;;
3646;Wil/kan niet werken: pensioen/VUT;4000;Alleenstaande ouder;2011;2.0;;;;;2.0;;;;
3647;Wil/kan niet werken: pensioen/VUT;4000;Alleenstaande ouder;2012;2.0;;;;;;;;;
3648;Wil/kan niet werken: pensioen/VUT;4000;Lid van ouderpaar;2005;26.0;1.3;2.9;4.1;26.2;9.0;;;;
3649;Wil/kan niet werken: pensioen/VUT;4000;Lid van ouderpaar;2006;27.0;1.2;2.8;3.7;25.9;9.0;;;;
3650;Wil/kan niet werken: pensioen/VUT;4000;Lid van ouderpaar;2007;23.0;2.1;3.0;4.9;27.8;9.0;;;;
3651;Wil/kan niet werken: pensioen/VUT;4000;Lid van ouderpaar;2008;20.0;1.4;2.4;3.7;29.0;7.0;;;;
3652;Wil/kan niet werken: pensioen/VUT;4000;Lid van ouderpaar;2009;17.0;;;;;5.0;;;;
3653;Wil/kan niet werken: pensioen/VUT;4000;Lid van ouderpaar;2010;15.0;;;;;7.0;;;;
3654;Wil/kan niet werken: pensioen/VUT;4000;Lid van ouderpaar;2011;14.0;;;;;8.0;;;;
3655;Wil/kan niet werken: pensioen/VUT;4000;Lid van ouderpaar;2012;12.0;;;;;6.0;;;;
3656;Wil/kan niet werken: pensioen/VUT;4000;Lid van paar (geen ouder);2005;221.0;1.2;4.3;5.2;23.1;104.0;2.6;9.0;11.1;24.0
3657;Wil/kan niet werken: pensioen/VUT;4000;Lid van paar (geen ouder);2006;225.0;1.2;4.4;5.4;23.2;111.0;2.3;8.9;10.9;24.7
